Date,KBE,NEE,VIX,AvgVIX,zscore
2020-05-20,24.811519622802734,50.09809875488281,27.989999771118164,32.90350008010864,-0.09452396517834938
2020-05-21,24.71853256225586,49.26094055175781,29.530000686645508,32.31100006103516,-0.02185749594775644
2020-05-22,24.431106567382812,50.326229095458984,28.15999984741211,31.92250003814697,-0.2225297269790331
2020-05-26,26.409263610839844,50.42522430419922,28.010000228881836,31.658500003814698,0.2934684914784442
2020-05-27,28.269081115722656,51.8929328918457,27.6200008392334,31.361000061035156,0.6185601168422566
2020-05-28,27.203916549682617,54.094505310058594,28.59000015258789,31.229000091552734,0.07819651449680083
2020-05-29,26.586801528930664,54.99837112426758,27.510000228881836,30.89700002670288,-0.1916021002914872
2020-06-01,26.950300216674805,55.320796966552734,28.229999542236328,30.449000072479247,-0.13220387309701026
2020-06-02,26.992568969726562,55.526371002197266,26.84000015258789,29.992500019073486,-0.14486524888749666
2020-06-03,28.353609085083008,56.17122268676758,25.65999984741211,29.594999980926513,0.14301404652942912
2020-06-04,29.32577896118164,54.50716018676758,25.809999465942383,29.179500007629393,0.5960003286981698
2020-06-05,30.991159439086914,55.04598617553711,24.520000457763672,28.8335000038147,0.9773830816894092
2020-06-08,31.99713897705078,56.36598205566406,25.809999465942383,28.725,1.0919751736585261
2020-06-09,31.210948944091797,55.97431182861328,27.56999969482422,28.725,0.9279176466841292
2020-06-10,29.283525466918945,55.56748580932617,27.56999969482422,28.451499938964844,0.461287072085079
2020-06-11,26.612154006958008,53.73680877685547,40.790000915527344,28.727000045776368,-0.037967505789804956
2020-06-12,27.635051727294922,53.42953109741211,36.09000015258789,28.901000022888184,0.2705868403644697
2020-06-15,27.905563354492188,53.78874206542969,34.400001525878906,29.026500129699706,0.3009052157582763
2020-06-16,28.86082649230957,53.702186584472656,33.66999816894531,29.245000076293945,0.5657262209377028
2020-06-17,27.973196029663086,53.88179016113281,33.470001220703125,29.392000102996825,0.3081082503029175
2020-06-18,28.04082679748535,53.86663818359375,32.939998626708984,29.639500045776366,0.3279076563754188
2020-06-19,27.804122924804688,52.412479400634766,35.119998931884766,29.91899995803833,0.4340810651751007
2020-06-22,27.74358558654785,53.45766067504883,31.770000457763672,30.09949998855591,0.29625511594753623
2020-06-23,27.53896713256836,52.628875732421875,31.3700008392334,30.267500019073488,0.33817753992893673
2020-06-24,26.09807014465332,52.295623779296875,33.84000015258789,30.57849998474121,-0.007274619476832357
2020-06-25,26.950672149658203,51.75248718261719,32.220001220703125,30.760000038146973,0.2833254442318262
2020-06-26,25.31368064880371,51.11627960205078,34.72999954223633,31.121000003814697,-0.07914933119065058
2020-06-29,26.24301528930664,51.55341339111328,31.780000686645508,31.298500061035156,0.1177882060820653
2020-06-30,26.890987396240234,51.97105026245117,30.43000030517578,31.47800006866455,0.24196348671646192
2020-07-01,25.893449783325195,53.28886795043945,28.6200008392334,31.626000118255615,-0.17747716692052018
2020-07-02,25.84229278564453,53.31916046142578,27.68000030517578,31.719500160217287,-0.1946461362617683
2020-07-06,26.09807014465332,53.440345764160156,27.940000534057617,31.890500164031984,-0.14054556133037116
2020-07-07,25.168733596801758,53.38840866088867,29.43000030517578,32.07150020599365,-0.38232901581723167
2020-07-08,25.228422164916992,54.80579376220703,28.079999923706055,32.097000217437746,-0.5314265701347554
2020-07-09,24.230876922607422,54.52880859375,29.260000228881836,32.18150024414062,-0.7651989544880619
2020-07-10,25.37335968017578,56.1755485534668,27.290000915527344,31.506500244140625,-0.6522452086839752
2020-07-13,25.67177391052246,55.4484748840332,32.189998626708984,31.31150016784668,-0.48801838596890057
2020-07-14,25.25400161743164,56.81390380859375,29.520000457763672,31.067500114440918,-0.7583935865290492
2020-07-15,26.592578887939453,56.045711517333984,27.760000228881836,30.772000217437743,-0.3119949997499927
2020-07-16,26.507320404052734,58.07548522949219,28.0,30.49850015640259,-0.571041763817237
2020-07-17,25.791135787963867,59.59022521972656,25.68000030517578,30.13550024032593,-0.9383789405697704
2020-07-20,25.424514770507812,59.36302185058594,24.459999084472656,29.602500247955323,-1.0096958132069478
2020-07-21,26.720468521118164,59.79580307006836,24.84000015258789,29.256000232696532,-0.7144836823823003
2020-07-22,26.51584815979004,60.68085861206055,24.31999969482422,28.903500175476076,-0.8720906820026988
2020-07-23,27.07004165649414,60.799869537353516,26.079999923706055,28.515500164031984,-0.7381570764018469
2020-07-24,26.950672149658203,60.64406204223633,25.84000015258789,28.19650011062622,-0.751850407871873
2020-07-27,26.34532356262207,60.07712173461914,24.739999771118164,27.697000122070314,-0.8472768752250633
2020-07-28,26.225963592529297,60.59861755371094,25.440000534057617,27.380000114440918,-0.9398207403075219
2020-07-29,27.155296325683594,60.901573181152344,24.100000381469727,27.063500118255615,-0.7272624078026826
2020-07-30,26.686365127563477,61.096309661865234,24.760000228881836,26.870500087738037,-0.8749858911557988
2020-07-31,26.490264892578125,60.741451263427734,24.459999084472656,26.70950002670288,-0.8859674032971389
2020-08-03,26.422056198120117,60.068458557128906,24.280000686645508,26.526500034332276,-0.8258056756163349
2020-08-04,26.30269432067871,61.682743072509766,23.760000228881836,26.243000030517578,-1.0455748084749679
2020-08-05,26.873937606811523,61.407920837402344,22.989999771118164,25.988500022888182,-0.8612435787839626
2020-08-06,26.71194076538086,61.198020935058594,22.649999618530273,25.657999992370605,-0.8800069687919302
2020-08-07,27.786218643188477,62.273502349853516,22.209999084472656,25.403999900817873,-0.7187345831312735
2020-08-10,28.289260864257812,61.37763595581055,22.1299991607666,24.90099992752075,-0.48028755037513654
2020-08-11,28.851966857910156,60.111732482910156,24.030000686645508,24.626499938964844,-0.1828492334992187
2020-08-12,28.57061004638672,61.58319091796875,22.280000686645508,24.352499961853027,-0.4291901232012184
2020-08-13,28.076108932495117,61.542083740234375,22.1299991607666,24.058999919891356,-0.5562750285043668
2020-08-14,28.383041381835938,60.69816589355469,22.049999237060547,23.877499866485596,-0.37617337160247766
2020-08-17,27.90557861328125,61.23697280883789,21.350000381469727,23.72199993133545,-0.5662294085651675
2020-08-18,27.19792366027832,61.24996566772461,21.510000228881836,23.555499935150145,-0.7564553836788634
2020-08-19,27.283185958862305,61.096309661865234,22.540000915527344,23.466499996185302,-0.7158291728537103
2020-08-20,26.737518310546875,61.046539306640625,22.719999313354492,23.298499965667723,-0.8555502874903211
2020-08-21,26.54995346069336,61.111473083496094,22.540000915527344,23.133500003814696,-0.9131287208683484
2020-08-24,27.598644256591797,61.15906524658203,22.3700008392334,23.01500005722046,-0.6390107205748639
2020-08-25,27.666852951049805,60.87343978881836,22.030000686645508,22.844500064849854,-0.5875681047628001
2020-08-26,27.129714965820312,60.37356948852539,23.270000457763672,22.803000068664552,-0.6726129957432867
2020-08-27,27.632747650146484,60.65193557739258,24.469999313354492,22.788500022888183,-0.5708751223136815
2020-08-28,27.666852951049805,60.79766845703125,22.959999084472656,22.713500022888184,-0.5787466469011595
2020-08-31,27.18939781188965,60.71503448486328,26.40999984741211,22.819999980926514,-0.696451193737232
2020-09-01,27.232027053833008,60.27134704589844,26.1200008392334,22.938000011444093,-0.6334280495880957
2020-09-02,27.487810134887695,62.691951751708984,26.56999969482422,23.117000007629393,-0.8470291933795899
2020-09-03,27.4963321685791,61.02384567260742,33.599998474121094,23.664499950408935,-0.6505521676040447
2020-09-04,28.033472061157227,60.31267166137695,30.75,24.091499996185302,-0.42451444132430827
2020-09-08,26.839832305908203,60.44097137451172,31.459999084472656,24.557999992370604,-0.7577642918201867
2020-09-09,26.737518310546875,61.41096496582031,28.809999465942383,24.79699993133545,-0.897977489445627
2020-09-10,26.294172286987305,60.223514556884766,29.709999084472656,25.168499851226805,-0.8779609611463846
2020-09-11,26.447641372680664,60.493194580078125,26.8700008392334,25.405499935150146,-0.8684314310260892
2020-09-14,27.035930633544922,61.313106536865234,25.850000381469727,25.595499992370605,-0.8070057374710243
2020-09-15,26.558475494384766,64.31002044677734,25.59000015258789,25.807499980926515,-1.2832377277866573
2020-09-16,26.797203063964844,60.971656799316406,26.040000915527344,26.03400001525879,-0.8309159245154933
2020-09-17,26.71194076538086,60.79112243652344,26.459999084472656,26.229999923706053,-0.8326349895204328
2020-09-18,26.464689254760742,60.225685119628906,25.829999923706055,26.385499954223633,-0.8327411864968235
2020-09-21,25.27821159362793,60.069114685058594,27.780000686645508,26.64749994277954,-1.130915909334144
2020-09-22,24.830810546875,60.4736213684082,26.860000610351562,26.87199993133545,-1.297319745100509
2020-09-23,24.27155876159668,59.44055938720703,28.579999923706055,27.199499893188477,-1.326186518768115
2020-09-24,24.3145809173584,60.360511779785156,28.510000228881836,27.461499881744384,-1.4218164127847441
2020-09-25,24.5985050201416,61.29136657714844,26.3799991607666,27.55699987411499,-1.4544732534726474
2020-09-28,25.467500686645508,61.79593276977539,26.190000534057617,27.71849994659424,-1.2814771861715089
2020-09-29,25.1147403717041,61.574073791503906,26.270000457763672,27.711499977111817,-1.3497199722698932
2020-09-30,25.33843994140625,60.36487579345703,26.3700008392334,27.723999977111816,-1.1492876933055955
2020-10-01,25.587949752807617,61.49580001831055,26.700000762939453,27.73050003051758,-1.2144144413229463
2020-10-02,26.28486442565918,61.149993896484375,27.6299991607666,27.432000064849852,-0.9883058015608575
2020-10-05,27.231292724609375,62.61582946777344,27.959999084472656,27.292500019073486,-0.9065734523484132
2020-10-06,27.196880340576172,63.13126754760742,29.479999542236328,27.19350004196167,-0.9757587330458242
2020-10-07,27.928207397460938,64.61885833740234,28.059999465942383,27.15600004196167,-0.9539211239955548
2020-10-08,28.3756103515625,65.47138977050781,26.360000610351562,26.988500118255615,-0.9338638017834084
2020-10-09,28.177724838256836,65.87811279296875,25.0,26.895000076293947,-1.0339863129032405
2020-10-12,28.564895629882812,66.47833251953125,25.06999969482422,26.85600004196167,-1.0006166947780148
2020-10-13,27.747526168823242,65.5649185180664,26.06999969482422,26.880000019073485,-1.1122464629156712
2020-10-14,27.35175132751465,65.3843994140625,26.399999618530273,26.897999954223632,-1.1967729885996585
2020-10-15,27.902395248413086,64.9102783203125,26.969999313354492,26.923499965667723,-0.9947322857455888
2020-10-16,27.96262550354004,66.463134765625,27.40999984741211,27.002499961853026,-1.159457244997479
2020-10-19,27.704513549804688,65.14734649658203,29.18000030517578,27.07249994277954,-1.075102205454357
2020-10-20,28.186325073242188,65.46051788330078,29.350000381469727,27.196999931335448,-0.9830755741507516
2020-10-21,28.22073745727539,64.74064636230469,28.649999618530273,27.20049991607666,-0.8900897221265932
2020-10-22,29.382266998291016,65.73889923095703,28.110000610351562,27.180499935150145,-0.6965584590748963
2020-10-23,29.760839462280273,65.91288757324219,27.549999237060547,27.238999938964845,-0.615859038597794
2020-10-26,29.141359329223633,65.82154083251953,32.459999084472656,27.552499866485597,-0.7704236283514733
2020-10-27,28.11749267578125,65.92376708984375,33.349998474121094,27.906499767303465,-1.0553638459974988
2020-10-28,27.532434463500977,64.77544403076172,40.279998779296875,28.60199966430664,-1.0776935907812628
2020-10-29,28.11749267578125,64.38398742675781,37.59000015258789,29.146499633789062,-0.8760994580850958
2020-10-30,28.521881103515625,63.68803024291992,38.02000045776367,29.665999698638917,-0.6872346976783195
2020-11-02,29.253210067749023,65.35829162597656,37.130001068115234,30.124499797821045,-0.6866634747747967
2020-11-03,30.079187393188477,66.13256072998047,35.54999923706055,30.427999782562257,-0.5565386695729092
2020-11-04,28.461650848388672,63.783729553222656,29.56999969482422,30.50349979400635,-0.7144380678846538
2020-11-05,29.476909637451172,65.02772521972656,27.579999923706055,30.56449975967407,-0.5885233342767913
2020-11-06,28.969274520874023,65.87158966064453,24.860000610351562,30.55749979019165,-0.8221409969830576
2020-11-09,32.884056091308594,65.68888854980469,25.75,30.59149980545044,0.24310069794827707
2020-11-10,33.340049743652344,66.1064453125,24.799999237060547,30.527999782562254,0.3160896040203602
2020-11-11,32.522682189941406,67.4548568725586,23.450000762939453,30.380499839782715,-0.05886614599443948
2020-11-12,31.86880111694336,66.697998046875,25.350000381469727,30.299499893188475,-0.14512426182000035
2020-11-13,32.63454055786133,67.15039825439453,23.100000381469727,30.083999919891358,0.006409307767005829
2020-11-16,33.9853401184082,67.63754272460938,22.450000762939453,29.74749994277954,0.309918317107523
2020-11-17,33.87350082397461,66.64579010009766,22.709999084472656,29.415499877929687,0.3955555897184836
2020-11-18,33.28843688964844,65.93247985839844,23.84000015258789,29.174999904632568,0.32257921159136266
2020-11-19,33.4346923828125,65.35829162597656,23.110000610351562,28.924999904632568,0.4284299804174562
2020-11-20,33.1163444519043,65.72366333007812,23.700000762939453,28.732499980926512,0.3009974578201828
2020-11-23,33.701412200927734,64.87115478515625,22.65999984741211,28.242500019073486,0.5562707706866163
2020-11-24,35.33615493774414,65.22781372070312,21.639999389648438,27.657000064849854,0.950691500150481
2020-11-25,34.81992721557617,66.39900207519531,21.25,26.70550012588501,0.6766746725404181
2020-11-27,34.38111877441406,65.66482543945312,20.84000015258789,25.86800012588501,0.6451301706838372
2020-11-30,33.22819519042969,64.31883239746094,20.56999969482422,24.995500087738037,0.4943785369362409
2020-12-01,33.976741790771484,64.80828857421875,20.770000457763672,24.17750005722046,0.6370130855997692
2020-12-02,34.570411682128906,64.94811248779297,21.170000076293945,23.458500099182128,0.7790509353174624
2020-12-03,34.72526931762695,64.10906982421875,21.280000686645508,23.044000148773193,0.9180305836778798
2020-12-04,35.396385192871094,63.38363265991211,20.790000915527344,22.704500198364258,1.1814567943720409
2020-12-07,35.275936126708984,64.0391616821289,21.299999237060547,22.526500129699706,1.0730180679658219
2020-12-08,35.23290252685547,64.39750671386719,20.68000030517578,22.273000144958495,1.0198228345949394
2020-12-09,35.40498352050781,64.38875579833984,22.270000457763672,22.146500205993654,1.0667311960740558
2020-12-10,35.55125045776367,64.04788208007812,22.520000457763672,22.100000190734864,1.1454220501362375
2020-12-11,35.138267517089844,64.50239562988281,23.309999465942383,21.998000144958496,0.982374730705091
2020-12-14,34.9833984375,64.28387451171875,24.719999313354492,22.079000091552736,0.9665158309745877
2020-12-15,35.731929779052734,65.4725341796875,22.889999389648438,22.101000022888183,1.0277435690146823
2020-12-16,35.80077362060547,65.06175994873047,22.5,22.09050006866455,1.0939256456458701
2020-12-17,35.70611572265625,65.6036376953125,21.93000030517578,21.995000076293945,1.0055962790344517
2020-12-18,35.14686965942383,65.12293243408203,21.56999969482422,21.91800003051758,0.9124244998489011
2020-12-21,35.41469192504883,65.02678680419922,25.15999984741211,21.99099998474121,0.9950392650447243
2020-12-22,35.128665924072266,65.29773712158203,24.229999542236328,22.069499969482422,0.8872189037799656
2020-12-23,36.142738342285156,64.96561431884766,23.309999465942383,22.15299997329712,1.1963122910671884
2020-12-24,35.93473434448242,65.5337142944336,21.530000686645508,22.167000007629394,1.0747035967760836
2020-12-28,36.134071350097656,65.97946166992188,21.700000762939453,22.210000038146973,1.0759667862096463
2020-12-29,35.570709228515625,65.83963775634766,23.079999923706055,22.335500049591065,0.9420112367796439
2020-12-30,36.012733459472656,66.34656524658203,22.770000457763672,22.435500049591063,1.000870130438775
2020-12-31,36.24674606323242,67.43034362792969,22.75,22.514500045776366,0.9370994952474035
