Date,BAC,GOOGL,VIX,AvgVIX,zscore
2020-03-19,18.31070899963379,55.12786865234375,72.0,47.829500102996825,-0.24033210474289898
2020-03-20,16.989233016967773,52.972679138183594,66.04000091552734,50.27750015258789,-0.6222555760806051
2020-03-23,15.61592960357666,52.27445983886719,61.59000015258789,52.10550012588501,-1.1375891624224603
2020-03-24,18.163883209228516,56.037353515625,61.66999816894531,53.796500015258786,-0.37103856864367174
2020-03-25,18.224342346191406,54.629486083984375,63.95000076293945,55.61600008010864,-0.23782473921501232
2020-03-26,19.623554229736328,57.669368743896484,61.0,56.708000087738036,0.10833573690518743
2020-03-27,18.656200408935547,55.057945251464844,65.54000091552734,57.97950010299682,-0.09181850853198097
2020-03-30,19.036231994628906,56.84566879272461,57.08000183105469,59.16250028610229,-0.07171536973964651
2020-03-31,18.336627960205078,57.62126159667969,53.540000915527344,59.99850034713745,-0.4211580789929687
2020-04-01,17.075605392456055,54.65329360961914,57.060001373291016,61.252000427246095,-0.715590095540029
2020-04-02,17.76657485961914,55.393672943115234,50.90999984741211,61.81650047302246,-0.48619520178729436
2020-04-03,17.300174713134766,54.187137603759766,46.79999923706055,62.059500503540036,-0.5867339525476458
2020-04-06,18.474824905395508,58.674560546875,45.2400016784668,61.598500633239745,-0.44482508979608876
2020-04-07,19.122600555419922,58.643310546875,46.70000076293945,61.568500709533694,-0.17404254192891463
2020-04-08,20.25406837463379,59.85529708862305,43.349998474121094,61.041000556945804,0.20162334905419635
2020-04-09,21.471904754638672,59.83396911621094,41.66999816894531,59.35100040435791,0.7078269705475734
2020-04-13,20.660011291503906,60.02439880371094,41.16999816894531,58.51800022125244,0.3568187433410687
2020-04-14,20.495908737182617,62.74292755126953,37.7599983215332,56.27150001525879,0.07996752550587648
2020-04-15,19.16579246520996,62.34968185424805,40.84000015258789,54.51799983978272,-0.4409038548087645
2020-04-16,18.500732421875,62.35612487792969,40.11000061035156,52.70100002288818,-0.7169416538592212
2020-04-17,20.107240676879883,63.425785064697266,38.150001525878906,51.00850009918213,-0.13352573007042656
2020-04-20,19.433542251586914,62.54060363769531,43.83000183105469,49.898000144958495,-0.344640033507651
2020-04-21,18.69074821472168,60.111183166503906,45.40999984741211,49.089000129699706,-0.4657394037080118
2020-04-22,18.828941345214844,62.40473175048828,41.97999954223633,48.104500198364256,-0.5846949555147553
2020-04-23,18.889402389526367,63.03749465942383,41.380001068115234,46.976000213623045,-0.6082596304457177
2020-04-24,19.157155990600586,63.306766510009766,35.93000030517578,45.722500228881835,-0.5180137746935556
2020-04-27,20.271343231201172,63.022125244140625,33.290000915527344,44.11000022888184,-0.034523243701409335
2020-04-28,20.634105682373047,61.12430953979492,33.56999969482422,42.93450012207031,0.2615808382117826
2020-04-29,21.40280532836914,66.55889129638672,31.229999542236328,41.81900005340576,0.16253012630716612
2020-04-30,20.772294998168945,66.78302764892578,34.150001525878906,40.673500061035156,-0.11591841895668537
2020-05-01,19.934492111206055,65.32608795166016,37.189998626708984,39.9875,-0.35109574295598334
2020-05-04,19.8049373626709,65.60279083251953,35.970001220703125,39.44600009918213,-0.4260306799217285
2020-05-05,19.571735382080078,66.89808654785156,33.61000061035156,38.86450004577637,-0.6221652984663889
2020-05-06,19.303983688354492,66.72006225585938,34.119998931884766,38.235499954223634,-0.719420809520014
2020-05-07,19.727205276489258,67.90277099609375,31.440000534057617,37.64000005722046,-0.6349409113363327
2020-05-08,20.35771369934082,68.64961242675781,27.979999542236328,36.95550012588501,-0.43109226860221267
2020-05-11,19.50263786315918,69.60420989990234,27.56999969482422,36.275500202178954,-0.8587016359836798
2020-05-12,18.889402389526367,68.19536590576172,33.040000915527344,36.03950033187866,-1.0045329777298349
2020-05-13,18.02569007873535,66.86387634277344,35.279998779296875,35.76150026321411,-1.2600830940757017
2020-05-14,18.751209259033203,67.28687286376953,32.61000061035156,35.38650026321411,-0.9919896587195867
2020-05-15,18.518001556396484,68.0902328491211,31.889999389648438,35.07350015640259,-1.1503317886172044
2020-05-18,19.8049373626709,68.69127655029297,29.299999237060547,34.34700002670288,-0.6633155044101708
2020-05-19,19.183059692382812,68.15667724609375,30.530000686645508,33.60300006866455,-0.8798946369515367
2020-05-20,19.78766441345215,69.88043212890625,27.989999771118164,32.90350008010864,-0.761833368491382
2020-05-21,19.779027938842773,69.76092529296875,29.530000686645508,32.31100006103516,-0.7562299956827663
2020-05-22,19.571735382080078,70.08275604248047,28.15999984741211,31.92250003814697,-0.8668398124970051
2020-05-26,20.970951080322266,70.48593139648438,28.010000228881836,31.658500003814698,-0.31810254996299575
2020-05-27,22.439260482788086,70.43186950683594,27.6200008392334,31.361000061035156,0.294390122614178
2020-05-28,21.471904754638672,70.33072662353516,28.59000015258789,31.229000091552734,-0.09862690051607012
2020-05-29,20.832752227783203,71.08845520019531,27.510000228881836,30.89700002670288,-0.42165129733042117
2020-06-01,21.2559757232666,71.1553955078125,28.229999542236328,30.449000072479247,-0.25144739666211197
2020-06-02,21.454626083374023,71.52435302734375,26.84000015258789,29.992500019073486,-0.19749062369844042
2020-06-03,22.447895050048828,71.37260437011719,25.65999984741211,29.594999980926513,0.22569194970573603
2020-06-04,23.29154396057129,70.13533782958984,25.809999465942383,29.179500007629393,0.6702841383122791
2020-06-05,24.448291778564453,71.41080474853516,24.520000457763672,28.8335000038147,1.0515467278207653
2020-06-08,24.82227897644043,71.80850982666016,25.809999465942383,28.725,1.1759391286296499
2020-06-09,24.543962478637695,72.00885009765625,27.56999969482422,28.725,1.0452371690751805
2020-06-10,23.134992599487305,72.6346664428711,27.56999969482422,28.451499938964844,0.41340237091027543
2020-06-11,20.812795639038086,69.52041625976562,40.790000915527344,28.727000045776368,-0.30944892653022604
2020-06-12,21.552074432373047,70.06689453125,36.09000015258789,28.901000022888184,-0.04514167106247049
2020-06-15,21.873876571655273,70.4546890258789,34.400001525878906,29.026500129699706,0.05839121862642991
2020-06-16,22.439197540283203,71.73065185546875,33.66999816894531,29.245000076293945,0.19458008269150595
2020-06-17,21.743412017822266,72.03164672851562,33.470001220703125,29.392000102996825,-0.11681775265705881
2020-06-18,21.7782039642334,71.11820983886719,32.939998626708984,29.639500045776366,-0.03222469787782011
2020-06-19,21.960847854614258,70.64810180664062,35.119998931884766,29.91899995803833,0.07956483865341123
2020-06-22,21.41291618347168,71.93841552734375,31.770000457763672,30.09949998855591,-0.24658351104511222
2020-06-23,21.560766220092773,72.59896850585938,31.3700008392334,30.267500019073488,-0.23607690025240097
2020-06-24,20.70842933654785,71.04779815673828,33.84000015258789,30.57849998474121,-0.47003620970678006
2020-06-25,21.499887466430664,71.46434783935547,32.220001220703125,30.760000038146973,-0.17412813019749498
2020-06-26,20.134401321411133,67.56855773925781,34.72999954223633,31.121000003814697,-0.4405572167418752
2020-06-29,20.343135833740234,69.28585815429688,31.780000686645508,31.298500061035156,-0.4860140941151532
2020-06-30,20.656248092651367,70.32129669189453,30.43000030517578,31.47800006866455,-0.4358392827109193
2020-07-01,20.230072021484375,71.50897216796875,28.6200008392334,31.626000118255615,-0.7036571682232992
2020-07-02,20.256162643432617,72.89402770996094,27.68000030517578,31.719500160217287,-0.7992597263022894
2020-07-06,20.577966690063477,74.36784362792969,27.940000534057617,31.890500164031984,-0.7791638299282962
2020-07-07,20.012638092041016,73.88533782958984,29.43000030517578,32.07150020599365,-0.9763162509491594
2020-07-08,20.090909957885742,74.56372833251953,28.079999923706055,32.097000217437746,-0.9960071930622919
2020-07-09,19.80389976501465,75.31056213378906,29.260000228881836,32.18150024414062,-1.172297533203925
2020-07-10,20.891075134277344,76.31970977783203,27.290000915527344,31.506500244140625,-0.7993986840673826
2020-07-13,21.038925170898438,74.99169158935547,32.189998626708984,31.31150016784668,-0.6361124254274764
2020-07-14,20.995437622070312,75.41967010498047,29.520000457763672,31.067500114440918,-0.687010966771856
2020-07-15,21.39552116394043,75.2222900390625,27.760000228881836,30.772000217437743,-0.506086809686279
2020-07-16,20.812795639038086,75.12508392333984,28.0,30.49850015640259,-0.74004913141834
2020-07-17,20.195281982421875,75.2208023071289,25.68000030517578,30.13550024032593,-1.0032467847797109
2020-07-20,20.508390426635742,77.55104064941406,24.459999084472656,29.602500247955323,-1.0525515416041786
2020-07-21,21.23895835876465,77.15829467773438,24.84000015258789,29.256000232696532,-0.7196937819900999
2020-07-22,21.143295288085938,77.60111999511719,24.31999969482422,28.903500175476076,-0.7933499648478978
2020-07-23,21.343332290649414,75.2158432006836,26.079999923706055,28.515500164031984,-0.527214016858447
2020-07-24,21.178085327148438,74.79234313964844,25.84000015258789,28.19650011062622,-0.5631408989902619
2020-07-27,20.995437622070312,75.84465026855469,24.739999771118164,27.697000122070314,-0.7196617065646485
2020-07-28,21.186784744262695,74.56620788574219,25.440000534057617,27.380000114440918,-0.542162907572552
2020-07-29,21.978242874145508,75.55107116699219,24.100000381469727,27.063500118255615,-0.2899177116990706
2020-07-30,21.604251861572266,76.28797912597656,24.760000228881836,26.870500087738037,-0.5014827146362761
2020-07-31,21.639041900634766,73.78764343261719,24.459999084472656,26.70950002670288,-0.2949708304087688
2020-08-03,21.734718322753906,73.53028106689453,24.280000686645508,26.526500034332276,-0.2355580222879142
2020-08-04,21.752107620239258,73.06114959716797,23.760000228881836,26.243000030517578,-0.19231058223080189
2020-08-05,22.082611083984375,73.34828186035156,22.989999771118164,25.988500022888182,-0.07743885966085647
2020-08-06,22.15218734741211,74.63068389892578,22.649999618530273,25.657999992370605,-0.14713801515224725
2020-08-07,22.70882225036621,74.30438232421875,22.209999084472656,25.403999900817873,0.1085522432279059
2020-08-10,23.100204467773438,74.22750091552734,22.1299991607666,24.90099992752075,0.27661355753241007
2020-08-11,23.41330909729004,73.42018127441406,24.030000686645508,24.626499938964844,0.4683622107486589
2020-08-12,23.248056411743164,74.74424743652344,22.280000686645508,24.352499961853027,0.298169444181337
2020-08-13,22.917560577392578,75.21087646484375,22.1299991607666,24.058999919891356,0.125390264837953
2020-08-14,23.02192497253418,74.61481475830078,22.049999237060547,23.877499866485596,0.21442449296952476
2020-08-17,22.52617645263672,75.19054412841797,21.350000381469727,23.72199993133545,-0.03520301887977167
2020-08-18,22.204378128051758,77.15133666992188,21.510000228881836,23.555499935150145,-0.31917358330873474
2020-08-19,22.178279876708984,76.597412109375,22.540000915527344,23.466499996185302,-0.2874290286802774
2020-08-20,21.83038330078125,78.16645812988281,22.719999313354492,23.298499965667723,-0.5521149917288203
2020-08-21,21.72602081298828,78.13273620605469,22.540000915527344,23.133500003814696,-0.5927628737687969
2020-08-24,22.34353256225586,78.60780334472656,22.3700008392334,23.01500005722046,-0.3734188093617451
2020-08-25,22.613149642944336,79.63433837890625,22.030000686645508,22.844500064849854,-0.3405805545237466
2020-08-26,22.23046112060547,81.53263854980469,23.270000457763672,22.803000068664552,-0.644977480795702
2020-08-27,22.656633377075195,80.75852966308594,24.469999313354492,22.788500022888183,-0.40893502370327833
2020-08-28,22.874073028564453,81.29955291748047,22.959999084472656,22.713500022888184,-0.360413223204465
2020-08-31,22.387014389038086,80.80862426757812,26.40999984741211,22.819999980926514,-0.5244902922616183
2020-09-01,22.360925674438477,82.07563781738281,26.1200008392334,22.938000011444093,-0.6326423783164796
2020-09-02,22.63054656982422,85.16559600830078,26.56999969482422,23.117000007629393,-0.7583329835903341
2020-09-03,22.472902297973633,80.80762481689453,33.599998474121094,23.664499950408935,-0.4888290584615626
2020-09-04,23.243608474731445,78.41242980957031,30.75,24.091499996185302,0.014504352267522674
2020-09-08,22.31525993347168,75.55553436279297,31.459999084472656,24.557999992370604,-0.15063018300801426
2020-09-09,22.34153175354004,76.72734832763672,28.809999465942383,24.79699993133545,-0.22977456198839644
2020-09-10,22.017484664916992,75.6770248413086,29.709999084472656,25.168499851226805,-0.2833362180843511
2020-09-11,22.332773208618164,75.16676330566406,26.8700008392334,25.405499935150146,-0.11350537600566232
2020-09-14,22.55172348022461,74.82308197021484,25.850000381469727,25.595499992370605,0.0036131350581795913
2020-09-15,22.140100479125977,76.1268081665039,25.59000015258789,25.807499980926515,-0.267091273502486
2020-09-16,22.42035675048828,74.98474884033203,26.040000915527344,26.03400001525879,-0.06323444353577845
2020-09-17,22.201400756835938,73.74252319335938,26.459999084472656,26.229999923706053,-0.05851190612368592
2020-09-18,22.078794479370117,71.95974731445312,25.829999923706055,26.385499954223633,0.02765939345435819
2020-09-21,21.43071174621582,70.92084503173828,27.780000686645508,26.64749994277954,-0.16103180720455362
2020-09-22,20.966533660888672,72.3926773071289,26.860000610351562,26.87199993133545,-0.46642584972392703
2020-09-23,20.37099266052246,69.89185333251953,28.579999923706055,27.199499893188477,-0.5210305746807755
2020-09-24,20.44105339050293,70.55982208251953,28.510000228881836,27.461499881744384,-0.543322802897535
2020-09-25,20.572423934936523,71.36318969726562,26.3799991607666,27.55699987411499,-0.5506161393049542
2020-09-28,21.097902297973633,72.33515930175781,26.190000534057617,27.71849994659424,-0.40757911902410415
2020-09-29,20.817655563354492,72.70014190673828,26.270000457763672,27.711499977111817,-0.5517300822791891
2020-09-30,21.097902297973633,72.67931365966797,26.3700008392334,27.723999977111816,-0.4340201046319364
2020-10-01,21.10666275024414,73.78515625,26.700000762939453,27.73050003051758,-0.5153511595755149
2020-10-02,21.2030029296875,72.18338775634766,27.6299991607666,27.432000064849852,-0.3523741635820121
2020-10-05,21.562076568603516,73.53373718261719,27.959999084472656,27.292500019073486,-0.3073512143544527
2020-10-06,21.343128204345703,71.95629119873047,29.479999542236328,27.19350004196167,-0.2768709209925283
2020-10-07,21.789779663085938,72.35895538330078,28.059999465942383,27.15600004196167,-0.1227538001853099
2020-10-08,22.105066299438477,73.56350708007812,26.360000610351562,26.988500118255615,-0.08467088725678851
2020-10-09,22.210168838500977,74.90343475341797,25.0,26.895000076293947,-0.14407068605813844
2020-10-12,22.490419387817383,77.5882339477539,25.06999969482422,26.85600004196167,-0.2342293890361455
2020-10-13,21.851089477539062,77.71121978759766,26.06999969482422,26.880000019073485,-0.5085607197185348
2020-10-14,20.686277389526367,77.53121185302734,26.399999618530273,26.897999954223632,-0.9773272988798988
2020-10-15,21.15045166015625,77.13597106933594,26.969999313354492,26.923499965667723,-0.7546481295312641
2020-10-16,21.229272842407227,77.74246978759766,27.40999984741211,27.002499961853026,-0.7685881193361844
2020-10-19,20.773855209350586,75.87044525146484,29.18000030517578,27.07249994277954,-0.8134479021825012
2020-10-20,21.141691207885742,76.91827392578125,29.350000381469727,27.196999931335448,-0.7415522732308253
2020-10-21,21.0628719329834,78.64946746826172,28.649999618530273,27.20049991607666,-0.9072137152749284
2020-10-22,21.781024932861328,79.67449188232422,28.110000610351562,27.180499935150145,-0.6884252959565959
2020-10-23,21.80729866027832,80.9797134399414,27.549999237060547,27.238999938964845,-0.7778184374336541
2020-10-26,21.49201011657715,78.5651626586914,32.459999084472656,27.552499866485597,-0.7229392951720934
2020-10-27,20.887714385986328,79.2886734008789,33.349998474121094,27.906499767303465,-1.0288931632806757
2020-10-28,20.554908752441406,74.92079162597656,40.279998779296875,28.60199966430664,-0.8311993872871822
2020-10-29,20.61621856689453,77.20590209960938,37.59000015258789,29.146499633789062,-0.9813603791321492
2020-10-30,20.7563419342041,80.14311981201172,38.02000045776367,29.665999698638917,-1.1489685721914582
2020-11-02,21.089149475097656,80.55026245117188,37.130001068115234,30.124499797821045,-1.0423625012076874
2020-11-03,21.62337875366211,81.60851287841797,35.54999923706055,30.427999782562257,-0.9023287228329218
2020-11-04,20.738826751708984,86.57695770263672,29.56999969482422,30.50349979400635,-1.650529738731828
2020-11-05,21.553316116333008,87.4026107788086,27.579999923706055,30.56449975967407,-1.3765104730410382
2020-11-06,21.290576934814453,87.26525115966797,24.860000610351562,30.55749979019165,-1.4748134571744567
2020-11-09,24.31207275390625,87.34906005859375,25.75,30.59149980545044,-0.22940845946397148
2020-11-10,24.2244873046875,86.17377471923828,24.799999237060547,30.527999782562254,-0.1754003909207572
2020-11-11,23.94424057006836,86.6453857421875,23.450000762939453,30.380499839782715,-0.32774349354614685
2020-11-12,23.374969482421875,86.42668151855469,25.350000381469727,30.299499893188475,-0.5467969110878433
2020-11-13,23.646469116210938,87.8866195678711,23.100000381469727,30.083999919891358,-0.5464765485287723
2020-11-16,24.154428482055664,87.9743881225586,22.450000762939453,29.74749994277954,-0.34276571526258914
2020-11-17,24.128158569335938,87.3609619140625,22.709999084472656,29.415499877929687,-0.30652083857167617
2020-11-18,23.628952026367188,86.31857299804688,23.84000015258789,29.174999904632568,-0.4332628763166142
2020-11-19,23.628952026367188,87.20772552490234,23.110000610351562,28.924999904632568,-0.5015754477700636
2020-11-20,23.48006248474121,86.1073226928711,23.700000762939453,28.732499980926512,-0.4787195775757949
2020-11-23,23.98802375793457,85.66993713378906,22.65999984741211,28.242500019073486,-0.23466096428301114
2020-11-24,25.380544662475586,87.47205352783203,21.639999389648438,27.657000064849854,0.20382352080546468
2020-11-25,25.424327850341797,87.48345184326172,21.25,26.70550012588501,0.2210877298575123
2020-11-27,25.389299392700195,88.61856842041016,20.84000015258789,25.86800012588501,0.11936528869317557
2020-11-30,24.66238784790039,87.00093078613281,20.56999969482422,24.995500087738037,-0.05752211081786725
2020-12-01,25.126562118530273,89.03216552734375,20.770000457763672,24.17750005722046,-0.021266280174855306
2020-12-02,25.450607299804688,90.50050354003906,21.170000076293945,23.458500099182128,0.0001790078276119787
2020-12-03,25.477039337158203,90.34529876708984,21.280000686645508,23.044000148773193,0.023054340418812113
2020-12-04,25.811918258666992,90.44051361083984,20.790000915527344,22.704500198364258,0.15448366627222052
2020-12-07,25.63566780090332,90.10676574707031,21.299999237060547,22.526500129699706,0.10710233863404715
2020-12-08,25.494670867919922,89.82410430908203,20.68000030517578,22.273000144958495,0.07040208061647518
2020-12-09,25.380104064941406,88.16431427001953,22.270000457763672,22.146500205993654,0.15045537479316595
2020-12-10,25.653297424316406,87.65802001953125,22.520000457763672,22.100000190734864,0.30254084752469085
2020-12-11,25.177412033081055,88.0125732421875,23.309999465942383,21.998000144958496,0.0781355915324597
2020-12-14,24.868976593017578,86.89481353759766,24.719999313354492,22.079000091552736,0.03622308642332395
2020-12-15,25.239099502563477,87.33221435546875,22.889999389648438,22.101000022888183,0.15596468542109057
2020-12-16,25.309602737426758,87.13928985595703,22.5,22.09050006866455,0.19999723607849534
2020-12-17,25.406538009643555,86.3121337890625,21.93000030517578,21.995000076293945,0.30370819993981657
2020-12-18,25.26554298400879,85.60348510742188,21.56999969482422,21.91800003051758,0.29973684476401374
2020-12-21,26.208480834960938,86.0170669555664,25.15999984741211,21.99099998474121,0.6586329042464281
2020-12-22,25.741416931152344,85.30594635009766,24.229999542236328,22.069499969482422,0.5197570031769734
2020-12-23,26.481666564941406,85.70316314697266,23.309999465942383,22.15299997329712,0.7959340784659772
2020-12-24,26.402355194091797,85.99723052978516,21.530000686645508,22.167000007629394,0.7404815136300161
2020-12-28,26.552169799804688,87.9709243774414,21.700000762939453,22.210000038146973,0.6509149594978663
2020-12-29,26.446422576904297,87.16755676269531,23.079999923706055,22.335500049591065,0.6688243621495259
2020-12-30,26.419984817504883,86.10088348388672,22.770000457763672,22.435500049591063,0.7398221517381303
2020-12-31,26.710798263549805,86.91366577148438,22.75,22.514500045776366,0.797864707863795
