Date,BAC,KO,VIX,AvgVIX,zscore
2020-01-30,28.7337646484375,48.63010787963867,15.489999771118164,13.696000051498412,1.060466495094129
2020-01-31,28.175912857055664,48.25005340576172,18.84000015258789,14.014500045776368,0.8388559897556724
2020-02-03,28.296070098876953,48.398765563964844,17.969999313354492,14.211999988555908,0.8498286947735968
2020-02-04,28.853923797607422,48.61357498168945,16.049999237060547,14.32199993133545,1.1623067914224037
2020-02-05,29.78940200805664,48.62184524536133,15.149999618530273,14.389999914169312,1.8798408714005115
2020-02-06,29.75507164001465,48.737510681152344,14.960000038146973,14.465499925613404,1.7897388411039383
2020-02-07,29.70357322692871,48.90274429321289,15.470000267028809,14.611999940872192,1.6591281518222112
2020-02-10,29.772232055664062,49.36542510986328,15.039999961853027,14.735999917984008,1.4577026893276652
2020-02-11,29.840890884399414,49.23323059082031,15.180000305175781,14.878999948501587,1.5833914796604418
2020-02-12,29.969621658325195,49.08450698852539,13.739999771118164,14.946499919891357,1.764538044858665
2020-02-13,29.961044311523438,49.249755859375,14.149999618530273,15.032999897003174,1.6670491010484585
2020-02-14,29.909549713134766,49.53066635131836,13.680000305175781,15.100999927520752,1.4728321362220484
2020-02-18,29.411771774291992,49.18365478515625,14.829999923706055,15.237499904632568,1.2794218813474583
2020-02-19,29.79798126220703,49.38194274902344,14.380000114440918,15.313999891281128,1.468495284788697
2020-02-20,29.909549713134766,49.34063720703125,15.5600004196167,15.446499919891357,1.5773267047797472
2020-02-21,29.489015579223633,49.679378509521484,17.079999923706055,15.651499938964843,1.0664531674041053
2020-02-24,28.090085983276367,48.45660400390625,25.030000686645508,16.174999952316284,0.6590279932835097
2020-02-25,26.67399787902832,47.7708625793457,27.850000381469727,16.655999994277956,-0.05694912469629409
2020-02-26,26.287792205810547,47.589080810546875,27.559999465942383,17.219999933242796,-0.255096126801872
2020-02-27,25.000436782836914,45.38313293457031,39.15999984741211,18.35849995613098,-0.035764527709165155
2020-02-28,24.459745407104492,44.19341278076172,40.11000061035156,19.589499998092652,0.2010955228881331
2020-03-02,25.2064151763916,46.20107650756836,33.41999816894531,20.318499898910524,-0.3265494443074619
2020-03-03,23.816070556640625,46.316741943359375,36.81999969482422,21.26099991798401,-1.463338814363097
2020-03-04,24.365339279174805,48.6796760559082,31.989999771118164,22.05799994468689,-2.338713319119476
2020-03-05,23.13023567199707,46.87856674194336,39.619998931884766,23.281499910354615,-2.3016648054015634
2020-03-06,22.2060604095459,45.655784606933594,41.939998626708984,24.630499839782715,-2.3426299377978768
2020-03-09,18.941226959228516,42.846710205078125,54.459999084472656,26.57999978065491,-3.3180328972349877
2020-03-10,20.39226531982422,44.333866119384766,47.29999923706055,28.192999744415282,-3.015765655651657
2020-03-11,19.580371856689453,43.1358757019043,53.900001525878906,30.12899980545044,-2.983694773081047
2020-03-12,17.714752197265625,38.96356201171875,75.47000122070312,33.21549987792969,-2.12943765539934
2020-03-13,20.867300033569336,40.397098541259766,57.83000183105469,35.39949998855591,-0.48431581581904326
2020-03-16,17.654293060302734,37.72172927856445,82.69000244140625,38.850000095367434,-1.4932374109990447
2020-03-17,18.984413146972656,39.32195281982422,75.91000366210938,41.9040002822876,-1.3464796217866548
2020-03-18,17.956594467163086,37.38002014160156,76.44999694824219,45.007500123977664,-1.071993992686462
2020-03-19,18.31070899963379,34.863014221191406,72.0,47.829500102996825,0.5854107761215127
2020-03-20,16.989233016967773,31.92094612121582,66.04000091552734,50.27750015258789,1.1831882099827127
2020-03-23,15.61592960357666,31.304208755493164,61.59000015258789,52.10550012588501,0.4622915224717157
2020-03-24,18.163883209228516,32.879417419433594,61.66999816894531,53.796500015258786,1.5628323456124875
2020-03-25,18.224342346191406,34.679664611816406,63.95000076293945,55.61600008010864,0.6195672127585364
2020-03-26,19.623554229736328,36.91329574584961,61.0,56.708000087738036,0.4713532952118859
2020-03-27,18.656200408935547,35.679786682128906,65.54000091552734,57.97950010299682,0.4029578717706764
2020-03-30,19.036231994628906,37.505035400390625,57.08000183105469,59.16250028610229,-0.30738203142901843
2020-03-31,18.336627960205078,36.87995910644531,53.540000915527344,59.99850034713745,-0.5036746663812879
2020-04-01,17.075605392456055,35.104713439941406,57.060001373291016,61.252000427246095,-0.5008547000899803
2020-04-02,17.76657485961914,36.62992477416992,50.90999984741211,61.81650047302246,-0.8061995759386563
2020-04-03,17.300174713134766,36.529911041259766,46.79999923706055,62.059500503540036,-1.111210690872689
2020-04-06,18.474824905395508,38.896888732910156,45.2400016784668,61.598500633239745,-1.5060860030078855
2020-04-07,19.122600555419922,38.763545989990234,46.70000076293945,61.568500709533694,-0.9327541124289732
2020-04-08,20.25406837463379,39.85536193847656,43.349998474121094,61.041000556945804,-0.6597663101744722
2020-04-09,21.471904754638672,40.83881378173828,41.66999816894531,59.35100040435791,-0.2605238737446208
2020-04-13,20.660011291503906,39.113582611083984,41.16999816894531,58.51800022125244,0.0614698795288977
2020-04-14,20.495908737182617,40.77214813232422,37.7599983215332,56.27150001525879,-0.9772221822043898
2020-04-15,19.16579246520996,39.680328369140625,40.84000015258789,54.51799983978272,-1.4035416886473766
2020-04-16,18.500732421875,39.255271911621094,40.11000061035156,52.70100002288818,-1.6831586488711574
2020-04-17,20.107240676879883,40.05537796020508,38.150001525878906,51.00850009918213,-0.883086661163461
2020-04-20,19.433542251586914,38.78021240234375,43.83000183105469,49.898000144958495,-0.7019074618743408
2020-04-21,18.69074821472168,37.821754455566406,45.40999984741211,49.089000129699706,-0.7482155619015753
2020-04-22,18.828941345214844,38.07176971435547,41.97999954223633,48.104500198364256,-0.7790264859761046
2020-04-23,18.889402389526367,37.563385009765625,41.380001068115234,46.976000213623045,-0.4528033268687814
2020-04-24,19.157155990600586,37.863426208496094,35.93000030517578,45.722500228881835,-0.4111170577696776
2020-04-27,20.271343231201172,38.988555908203125,33.290000915527344,44.11000022888184,-0.16978667940222042
2020-04-28,20.634105682373047,38.955230712890625,33.56999969482422,42.93450012207031,0.12854938374572616
2020-04-29,21.40280532836914,39.271942138671875,31.229999542236328,41.81900005340576,0.5477417515898638
2020-04-30,20.772294998168945,38.24680709838867,34.150001525878906,40.673500061035156,0.6247686548908765
2020-05-01,19.934492111206055,38.00510787963867,37.189998626708984,39.9875,0.11098827525175642
2020-05-04,19.8049373626709,37.6217155456543,35.970001220703125,39.44600009918213,0.22180936707832774
2020-05-05,19.571735382080078,37.838417053222656,33.61000061035156,38.86450004577637,-0.07735714784372404
2020-05-06,19.303983688354492,37.29667663574219,34.119998931884766,38.235499954223634,0.013865329502187919
2020-05-07,19.727205276489258,37.17165756225586,31.440000534057617,37.64000005722046,0.4092901836433192
2020-05-08,20.35771369934082,38.4301643371582,27.979999542236328,36.95550012588501,0.20393370971102934
2020-05-11,19.50263786315918,37.95509719848633,27.56999969482422,36.275500202178954,-0.19485340316632174
2020-05-12,18.889402389526367,37.35502243041992,33.040000915527344,36.03950033187866,-0.33822743950172124
2020-05-13,18.02569007873535,36.62158203125,35.279998779296875,35.76150026321411,-0.6016048052786537
2020-05-14,18.751209259033203,36.42156219482422,32.61000061035156,35.38650026321411,0.0684010374658303
2020-05-15,18.518001556396484,36.05484390258789,31.889999389648438,35.07350015640259,0.09004510759219164
2020-05-18,19.8049373626709,37.480045318603516,29.299999237060547,34.34700002670288,0.29971199253443187
2020-05-19,19.183059692382812,37.12165069580078,30.530000686645508,33.60300006866455,0.016770386527750474
2020-05-20,19.78766441345215,38.24680709838867,27.989999771118164,32.90350008010864,-0.135253126638166
2020-05-21,19.779027938842773,37.64672088623047,29.530000686645508,32.31100006103516,0.18806015277705093
2020-05-22,19.571735382080078,37.53003692626953,28.15999984741211,31.92250003814697,0.09221709529999408
2020-05-26,20.970951080322266,38.41349792480469,28.010000228881836,31.658500003814698,0.6864472163246312
2020-05-27,22.439260482788086,38.946895599365234,27.6200008392334,31.361000061035156,1.5265050394986233
2020-05-28,21.471904754638672,39.2469367980957,28.59000015258789,31.229000091552734,0.6148286898144765
2020-05-29,20.832752227783203,38.90523147583008,27.510000228881836,30.89700002670288,0.3093756470893223
2020-06-01,21.2559757232666,39.163597106933594,28.229999542236328,30.449000072479247,0.49398368322697256
2020-06-02,21.454626083374023,39.08858871459961,26.84000015258789,29.992500019073486,0.688565102088975
2020-06-03,22.447895050048828,39.92202377319336,25.65999984741211,29.594999980926513,0.9969595639960278
2020-06-04,23.29154396057129,39.938697814941406,25.809999465942383,29.179500007629393,1.6389908370334982
2020-06-05,24.448291778564453,40.9138298034668,24.520000457763672,28.8335000038147,1.9956548967107812
2020-06-08,24.82227897644043,41.547237396240234,25.809999465942383,28.725,1.9360274393033154
2020-06-09,24.543962478637695,40.83881378173828,27.56999969482422,28.725,2.1107520347986286
2020-06-10,23.134992599487305,40.52210998535156,27.56999969482422,28.451499938964844,1.1973403509580345
2020-06-11,20.812795639038086,37.95509719848633,40.790000915527344,28.727000045776368,0.8164380013090077
2020-06-12,21.552074432373047,38.350379943847656,36.09000015258789,28.901000022888184,1.1697154958663114
2020-06-15,21.873876571655273,38.9390869140625,34.400001525878906,29.026500129699706,1.094387457941732
2020-06-16,22.439197540283203,39.33436584472656,33.66999816894531,29.245000076293945,1.3133915788258115
2020-06-17,21.743412017822266,39.174583435058594,33.470001220703125,29.392000102996825,0.8641873080324468
2020-06-18,21.7782039642334,39.5193977355957,32.939998626708984,29.639500045776366,0.7014337727998781
2020-06-19,21.960847854614258,38.703609466552734,35.119998931884766,29.91899995803833,1.2910053072477243
2020-06-22,21.41291618347168,38.46811294555664,31.770000457763672,30.09949998855591,0.9975614474223135
2020-06-23,21.560766220092773,38.38401794433594,31.3700008392334,30.267500019073488,1.1579274568332267
2020-06-24,20.70842933654785,37.551422119140625,33.84000015258789,30.57849998474121,0.9578549013269039
2020-06-25,21.499887466430664,37.786903381347656,32.220001220703125,30.760000038146973,1.4392816224874756
2020-06-26,20.134401321411133,36.64311599731445,34.72999954223633,31.121000003814697,1.0142369568509346
2020-06-29,20.343135833740234,37.307518005371094,31.780000686645508,31.298500061035156,0.8100099681752803
2020-06-30,20.656248092651367,37.5766487121582,30.43000030517578,31.47800006866455,0.903705193929416
2020-07-01,20.230072021484375,37.69438552856445,28.6200008392334,31.626000118255615,0.5100042370226465
2020-07-02,20.256162643432617,37.74483871459961,27.68000030517578,31.719500160217287,0.5023996476885678
2020-07-06,20.577966690063477,38.03919982910156,27.940000534057617,31.890500164031984,0.5889300609297665
2020-07-07,20.012638092041016,38.022377014160156,29.43000030517578,32.07150020599365,0.16181192804168076
2020-07-08,20.090909957885742,37.904640197753906,28.079999923706055,32.097000217437746,0.28697077582178104
