Date,PG,META,VIX,AvgVIX,zscore
2023-01-31,130.90097045898438,147.81005859375,19.399999618530273,20.202999973297118,-0.11582937267021542
2023-02-01,131.64564514160156,151.9277801513672,17.8700008392334,19.951500034332277,0.004167858288835927
2023-02-02,130.7078857421875,187.3001708984375,18.729999542236328,19.7875,-0.6601098391177167
2023-02-03,131.11241149902344,185.0775909423828,18.329999923706055,19.58100004196167,-0.5385004236348544
2023-02-06,129.9999237060547,184.61126708984375,19.43000030517578,19.49600009918213,-0.7897010583395735
2023-02-07,128.73121643066406,190.12796020507812,18.65999984741211,19.33050012588501,-1.1527062118097908
2023-02-08,127.3980941772461,182.00173950195312,19.6299991607666,19.28300008773804,-1.357977851154986
2023-02-09,126.00068664550781,176.5346221923828,20.709999084472656,19.264000034332277,-1.6117510228537706
2023-02-10,127.11312866210938,172.7940216064453,20.530000686645508,19.34900007247925,-1.307331888628687
2023-02-13,128.77719116210938,178.03289794921875,20.34000015258789,19.448500061035155,-0.9890456898681075
2023-02-14,128.05087280273438,178.0824737548828,18.90999984741211,19.426000022888182,-1.157528380393107
2023-02-15,127.7566909790039,175.78057861328125,18.229999542236328,19.320499992370607,-1.1963898580670533
2023-02-16,126.08338928222656,171.09732055664062,20.170000076293945,19.30299997329712,-1.523841364628129
2023-02-17,128.72203063964844,171.53392028808594,20.020000457763672,19.311499977111815,-0.9195637243156207
2023-02-21,128.6300811767578,170.74012756347656,22.8700008392334,19.46450004577637,-0.9307700114818162
2023-02-22,129.17254638671875,169.78758239746094,22.290000915527344,19.619000053405763,-0.7933515786258897
2023-02-23,128.75880432128906,170.7003936767578,21.139999389648438,19.72200002670288,-0.900518774941104
2023-02-24,128.03248596191406,169.06326293945312,21.670000076293945,19.869000053405763,-1.0476600231518236
2023-02-27,127.92216491699219,168.21990966796875,20.950000762939453,19.99100008010864,-1.0624849888772465
2023-02-28,126.46953582763672,173.57785034179688,20.700000762939453,20.029000091552735,-1.465986644366188
2023-03-01,126.5615234375,172.06967163085938,20.579999923706055,20.088000106811524,-1.4256453184449622
2023-03-02,128.64846801757812,173.17103576660156,19.59000015258789,20.17400007247925,-0.9572783552485314
2023-03-03,129.58624267578125,183.8075714111328,18.489999771118164,20.16200008392334,-0.8751356502404262
2023-03-06,129.03463745117188,183.4602813720703,18.610000610351562,20.176000118255615,-0.9982199175908832
2023-03-07,126.46953582763672,183.07333374023438,19.59000015258789,20.184000110626222,-1.5861304311077016
2023-03-08,126.48792266845703,183.52975463867188,19.110000610351562,20.206500148773195,-1.587656120310748
2023-03-09,125.55937957763672,180.2753143310547,22.610000610351562,20.35550022125244,-1.7610690272275575
2023-03-10,126.12939453125,178.1122589111328,24.799999237060547,20.560000228881837,-1.601967466111955
2023-03-13,127.0028305053711,179.49143981933594,26.520000457763672,20.859500217437745,-1.41756290964667
2023-03-14,128.574951171875,192.50930786132812,23.729999542236328,21.029000186920165,-1.2189503606988332
2023-03-15,130.3953094482422,196.2102508544922,26.139999389648438,21.390500164031984,-0.8450844537189063
2023-03-16,131.36984252929688,203.33433532714844,22.989999771118164,21.628500175476074,-0.7100046168148149
2023-03-17,131.40660095214844,194.0869140625,25.510000228881836,21.89550018310547,-0.5845044573315726
2023-03-20,133.4292755126953,196.26979064941406,24.149999618530273,22.102000141143797,-0.1446746680225043
2023-03-21,132.46388244628906,200.58590698242188,21.3799991607666,22.027500057220458,-0.42239197749679286
2023-03-22,132.38116455078125,198.2541961669922,22.260000228881836,22.026000022888184,-0.412005945936933
2023-03-23,132.197265625,202.6893768310547,22.610000610351562,22.09950008392334,-0.5106229531712958
2023-03-24,134.89105224609375,204.4059295654297,21.739999771118164,22.10300006866455,0.09020410457313391
2023-03-27,134.18312072753906,201.26060485839844,20.600000381469727,22.085500049591065,-0.0336050915497875
2023-03-28,134.56007385253906,199.11741638183594,19.969999313354492,22.048999977111816,0.08062764645300025
2023-03-29,134.9738311767578,203.75108337402344,19.1200008392334,21.976000022888183,0.11762027765910173
2023-03-30,135.56219482421875,206.22166442871094,19.020000457763672,21.947500038146973,0.2223341532025865
2023-03-31,136.7022247314453,210.28977966308594,18.700000762939453,21.958000087738036,0.4343274001696221
2023-04-03,137.45611572265625,211.41094970703125,18.549999237060547,21.955000019073488,0.5943691182075733
2023-04-04,138.1180419921875,213.04811096191406,19.0,21.925500011444093,0.7266286803368013
2023-04-05,139.06500244140625,209.8333282470703,19.079999923706055,21.923999977111816,0.986151252736777
2023-04-06,139.9476318359375,214.41737365722656,18.399999618530273,21.71349992752075,1.1321301648557862
2023-04-10,138.78921508789062,213.0778350830078,18.969999313354492,21.42199993133545,0.8813636932403007
2023-04-11,138.51339721679688,212.1848602294922,19.100000381469727,21.050999927520753,0.8289195192914515
2023-04-12,138.890380859375,212.33372497558594,19.09000015258789,20.81899995803833,0.9141585796928152
2023-04-13,139.53390502929688,218.63429260253906,17.799999237060547,20.401999950408936,0.9831605130455138
2023-04-14,138.8259735107422,219.76539611816406,17.06999969482422,20.10599994659424,0.8052428256705564
2023-04-17,138.87197875976562,217.15589904785156,16.950000762939453,19.67799997329712,0.8488921060883493
2023-04-18,139.0190887451172,216.19345092773438,16.829999923706055,19.311999988555907,0.8950674777492568
2023-04-19,139.04661560058594,214.0204620361328,16.459999084472656,19.06599998474121,0.9289232986877768
2023-04-20,139.55638122558594,211.41094970703125,17.170000076293945,18.811499977111815,1.0797498691863576
2023-04-21,144.38560485839844,211.23236083984375,16.770000457763672,18.51949996948242,2.1980646857052277
2023-04-24,144.64463806152344,211.13314819335938,16.889999389648438,18.276999950408936,2.259183728269464
2023-04-25,144.68162536621094,205.93394470214844,18.760000228881836,18.18499994277954,2.3335157772916792
2023-04-26,143.00714111328125,207.76953125,18.84000015258789,18.12849998474121,1.9233097966528248
2023-04-27,144.75564575195312,236.70248413085938,17.030000686645508,18.023999977111817,1.9613162005764133
2023-04-28,144.67237854003906,238.44879150390625,15.779999732971191,17.86199994087219,1.9199772199785623
2023-05-01,144.84815979003906,241.28651428222656,16.079999923706055,17.73099989891052,1.9246961131651863
2023-05-02,144.7186279296875,237.37718200683594,17.780000686645508,17.692499971389772,1.944224446300842
2023-05-03,144.53359985351562,235.18441772460938,18.34000015258789,17.659499979019166,1.9292080845803907
2023-05-04,143.86749267578125,231.7017364501953,20.09000015258789,17.709999990463256,1.819333162204902
2023-05-05,144.3485870361328,230.9674835205078,17.190000534057617,17.649500036239623,1.9398065245341587
2023-05-08,143.6732177734375,231.45367431640625,16.979999542236328,17.550000047683717,1.777574026574007
2023-05-09,142.20225524902344,231.5529022216797,17.709999084472656,17.480499982833862,1.4363725045478073
2023-05-10,142.49832153320312,231.26513671875,16.940000534057617,17.37300000190735,1.50843576613606
2023-05-11,142.8313446044922,233.9540557861328,16.93000030517578,17.32950005531311,1.551376720635822
2023-05-12,144.28382873535156,231.98947143554688,17.030000686645508,17.327500104904175,1.9119096545444318
2023-05-15,144.330078125,237.00015258789062,17.1200008392334,17.33600010871887,1.8591993000864309
2023-05-16,144.0802764892578,236.96046447753906,17.989999771118164,17.39400010108948,1.8019711877913347
2023-05-17,143.46971130371094,240.60186767578125,16.8700008392334,17.414500188827514,1.6147931515763494
2023-05-18,141.110595703125,244.92791748046875,16.049999237060547,17.358500146865843,1.0148546456181842
2023-05-19,141.70269775390625,243.7273406982422,16.809999465942383,17.36050009727478,1.1668826514314556
2023-05-22,137.992919921875,246.38650512695312,17.209999084472656,17.37650008201599,0.27589071351084943
2023-05-23,136.50344848632812,244.81878662109375,18.530000686645508,17.365000104904176,-0.04849687795430054
2023-05-24,135.3748016357422,247.26956176757812,20.030000686645508,17.424500131607054,-0.34034120888008157
2023-05-25,134.50514221191406,250.72247314453125,19.139999389648438,17.530000066757204,-0.5850121462341819
2023-05-26,134.514404296875,259.9996643066406,17.950000762939453,17.638500118255614,-0.7002534310111249
2023-05-30,132.4606170654297,260.4759216308594,17.459999084472656,17.707500076293947,-1.1809188008677074
2023-05-31,131.83152770996094,262.6588134765625,17.940000534057617,17.71550006866455,-1.3539237053948032
2023-06-01,133.18222045898438,270.48736572265625,15.649999618530273,17.58100004196167,-1.1408251273451528
2023-06-02,135.55055236816406,270.48736572265625,14.600000381469727,17.306500053405763,-0.5934930309786969
2023-06-05,135.0139923095703,269.2768859863281,14.729999542236328,17.183500003814697,-0.7021785870799723
2023-06-06,133.6725311279297,269.0089416503906,13.960000038146973,17.03250002861023,-1.0088060384118995
2023-06-07,133.95932006835938,261.54754638671875,13.9399995803833,16.84400005340576,-0.8481208126675648
2023-06-08,135.4765625,262.5198059082031,13.649999618530273,16.679500007629393,-0.5097810381040471
2023-06-09,135.58755493164062,262.8869934082031,13.829999923706055,16.52449998855591,-0.4887761150094241
2023-06-12,134.52365112304688,268.9394836425781,15.010000228881836,16.423499965667723,-0.8112295675689312
2023-06-13,134.1998748779297,269.2073669433594,14.609999656677246,16.297999906539918,-0.8894451609265234
2023-06-14,135.45803833007812,271.2216491699219,13.880000114440918,16.092499923706054,-0.6241641290719124
2023-06-15,137.3360595703125,279.6355285644531,14.5,15.973999881744385,-0.296603564587608
2023-06-16,138.3444366455078,278.81201171875,13.539999961853027,15.84849991798401,-0.053143376413190356
2023-06-20,137.06777954101562,282.1160888671875,13.880000114440918,15.701999950408936,-0.38999013873611926
2023-06-21,138.25193786621094,279.4470520019531,13.199999809265137,15.50149998664856,-0.08255525118238191
2023-06-22,138.7237548828125,282.6617736816406,12.90999984741211,15.220499944686889,-0.014191233613181078
2023-06-23,137.3453369140625,286.48187255859375,13.4399995803833,14.890999889373779,-0.38108447033768966
2023-06-26,137.48410034179688,276.3017578125,14.25,14.646499919891358,-0.22020937931439205
2023-06-27,138.7885284423828,284.8149108886719,13.739999771118164,14.435999870300293,-0.02646483782773675
