Date,CVX,ADI,VIX,AvgVIX,zscore
2020-01-30,84.41715240478516,100.57750701904297,15.489999771118164,13.696000051498412,0.7170423078218572
2020-01-31,81.18899536132812,98.23243713378906,18.84000015258789,14.014500045776368,0.6708553612268342
2020-02-03,80.53730773925781,98.45622253417969,17.969999313354492,14.211999988555908,0.6345949402645378
2020-02-04,80.96924591064453,100.65805053710938,16.049999237060547,14.32199993133545,0.5678298206618191
2020-02-05,83.56842803955078,104.43518829345703,15.149999618530273,14.389999914169312,0.5320365951034051
2020-02-06,82.96978759765625,103.63858795166016,14.960000038146973,14.465499925613404,0.5374467366158312
2020-02-07,82.55301666259766,100.48799896240234,15.470000267028809,14.611999940872192,0.64151007086445
2020-02-10,83.19711303710938,101.0518798828125,15.039999961853027,14.735999917984008,0.6470172165479569
2020-02-11,84.27316284179688,104.61419677734375,15.180000305175781,14.878999948501587,0.5549828214384618
2020-02-12,84.90213012695312,106.34165954589844,13.739999771118164,14.946499919891357,0.5148937328740679
2020-02-13,84.61418151855469,106.40428924560547,14.149999618530273,15.032999897003174,0.5002725670401401
2020-02-14,84.39185333251953,105.30339050292969,13.680000305175781,15.100999927520752,0.5333850784827425
2020-02-18,84.51451110839844,106.12684631347656,14.829999923706055,15.237499904632568,0.506768208542709
2020-02-19,84.89783477783203,110.88855743408203,14.380000114440918,15.313999891281128,0.33904164491640776
2020-02-20,84.18484497070312,111.47927856445312,15.5600004196167,15.446499919891357,0.28600700475767643
2020-02-21,83.57154083251953,109.87714385986328,17.079999923706055,15.651499938964843,0.32191773092125975
2020-02-24,80.2750015258789,105.0438461303711,25.030000686645508,16.174999952316284,0.36896622624494113
2020-02-25,77.20840454101562,102.62718963623047,27.850000381469727,16.655999994277956,0.33239094208042447
2020-02-26,75.16149139404297,102.78827667236328,27.559999465942383,17.219999933242796,0.23943196501627595
2020-02-27,72.1639404296875,96.93885040283203,39.15999984741211,18.35849995613098,0.3384079908208121
2020-02-28,71.55827331542969,98.1357421875,40.11000061035156,19.589499998092652,0.2665015203920466
2020-03-02,74.04985046386719,100.13355255126953,33.41999816894531,20.318499898910524,0.2948932490557944
2020-03-03,72.3632583618164,96.47087860107422,36.81999969482422,21.26099991798401,0.36493399641932583
2020-03-04,75.53714752197266,101.20442962646484,31.989999771118164,22.05799994468689,0.3165420850700551
2020-03-05,74.5098648071289,97.97374725341797,39.619998931884766,23.281499910354615,0.39783017473174404
2020-03-06,73.07623291015625,96.29092407226562,41.939998626708984,24.630499839782715,0.40209796109870677
2020-03-09,61.844940185546875,87.7507095336914,54.459999084472656,26.57999978065491,0.25613860096228486
2020-03-10,65.14916229248047,92.18728637695312,47.29999923706055,28.192999744415282,0.2247430251838391
2020-03-11,63.65420150756836,84.9609603881836,53.900001525878906,30.12899980545044,0.44058613515540435
2020-03-12,58.46405029296875,81.00135040283203,75.47000122070312,33.21549987792969,0.37364016488140545
2020-03-13,63.95320129394531,89.80252838134766,57.83000183105469,35.39949998855591,0.2662011714683389
2020-03-16,53.43489456176758,74.8819351196289,82.69000244140625,38.850000095367434,0.396960574334616
2020-03-17,54.19387435913086,85.88787078857422,75.91000366210938,41.9040002822876,0.0039054173474505523
2020-03-18,42.20358657836914,74.00001525878906,76.44999694824219,45.007500123977664,-0.04487878930100501
2020-03-19,43.99753189086914,81.28032684326172,72.0,47.829500102996825,-0.25013854965123383
2020-03-20,45.53080368041992,76.56477355957031,66.04000091552734,50.27750015258789,-0.002981992722341167
2020-03-23,41.56727981567383,76.63674926757812,61.59000015258789,52.10550012588501,-0.17371209512253763
2020-03-24,51.019962310791016,84.34904479980469,61.66999816894531,53.796500015258786,-0.07113231936844334
2020-03-25,53.105220794677734,84.91600036621094,63.95000076293945,55.61600008010864,-0.004676541676119802
2020-03-26,58.55604934692383,83.35013580322266,61.0,56.708000087738036,0.28679283421064017
