Date,CVX,PG,VIX,AvgVIX,zscore
2022-01-31,110.67057800292969,143.81546020507812,24.829999923706055,23.18100004196167,-2.3882653373612435
2022-02-01,113.58629608154297,143.17906188964844,21.959999084472656,23.448999977111818,-2.1818163100701646
2022-02-02,114.1087646484375,145.7425537109375,22.09000015258789,23.707999992370606,-2.1692207807271355
2022-02-03,113.08910369873047,147.1229248046875,24.350000381469727,23.939000034332274,-2.251968667915872
2022-02-04,114.50482177734375,144.7834930419922,23.219999313354492,24.119499969482423,-2.133226300196065
2022-02-07,116.75479125976562,143.69894409179688,22.860000610351562,24.324499988555907,-1.968508248963428
2022-02-08,114.97674560546875,143.37628173828125,21.440000534057617,24.426500034332275,-2.0879272914632883
2022-02-09,116.11436462402344,143.05360412597656,19.959999084472656,24.503999996185303,-2.006699825094828
2022-02-10,114.63965606689453,140.87551879882812,23.90999984741211,24.818499946594237,-2.0883372485665315
2022-02-11,116.97391510009766,140.08673095703125,27.360000610351562,25.171000003814697,-1.9205137014501321
2022-02-14,115.17053985595703,140.4901123046875,28.329999923706055,25.62799997329712,-2.0482916903185147
2022-02-15,114.3275375366211,140.56179809570312,25.700000762939453,25.773499965667725,-2.106957527741113
2022-02-16,114.3615951538086,141.62844848632812,24.290000915527344,25.795499992370605,-2.1143333163546822
2022-02-17,113.7740249633789,143.2507781982422,28.110000610351562,25.92150001525879,-2.1695509238459505
2022-02-18,113.61225128173828,143.32247924804688,27.75,25.866499996185304,-2.1813370054955965
2022-02-22,112.74365997314453,141.5567169189453,28.809999465942383,25.811999988555907,-2.225020616195774
2022-02-23,115.42603302001953,139.79098510742188,31.020000457763672,25.805000019073486,-2.0243389186520195
2022-02-24,114.82994842529297,136.02639770507812,30.31999969482422,25.723000049591064,-2.031055847867089
2022-02-25,119.5389404296875,141.8345947265625,27.59000015258789,25.57800006866455,-1.7599240344124951
2022-02-28,122.62151336669922,139.7282257080078,30.149999618530273,25.70250005722046,-1.5285979572327746
2022-03-01,127.4923095703125,137.41571044921875,33.31999969482422,26.127000045776366,-1.1723338437505404
2022-03-02,131.25611877441406,137.84596252441406,30.739999771118164,26.566000080108644,-0.9172415196551523
2022-03-03,133.02732849121094,138.35684204101562,30.479999542236328,26.985500049591064,-0.8000079742141765
2022-03-04,135.09654235839844,139.05596923828125,31.979999542236328,27.367000007629393,-0.6639821203975804
2022-03-07,137.98326110839844,136.9944305419922,36.45000076293945,28.028500080108643,-0.4465425810121021
2022-03-08,145.21282958984375,131.57164001464844,35.130001068115234,28.642000102996825,0.10038583387304764
2022-03-09,141.5852508544922,133.3463897705078,32.45000076293945,29.192500114440918,-0.16542395657439055
2022-03-10,145.4597930908203,129.91346740722656,30.229999542236328,29.706000137329102,0.13249062625481944
2022-03-11,145.5279083251953,128.3717498779297,30.75,30.048000144958497,0.15122651349465882
2022-03-14,141.9684600830078,130.01202392578125,31.770000457763672,30.268500137329102,-0.10866939426314774
2022-03-15,134.78147888183594,134.69085693359375,29.829999923706055,30.3435001373291,-0.6458880116647824
2022-03-16,134.2960968017578,134.23373413085938,26.670000076293945,30.392000102996825,-0.6751250063674183
2022-03-17,136.62081909179688,134.65505981445312,25.670000076293945,30.461000061035158,-0.5189845304333929
2022-03-18,137.71929931640625,134.5833282470703,23.8700008392334,30.249000072479248,-0.44273713401597575
2022-03-21,140.19725036621094,135.09420776367188,23.530000686645508,30.038000106811523,-0.2768679947101321
2022-03-22,139.72891235351562,136.13397216796875,22.940000534057617,29.744500160217285,-0.31857199362211586
2022-03-23,141.2361297607422,135.18385314941406,23.56999969482422,29.37200012207031,-0.20619262711875025
2022-03-24,141.61080932617188,135.41690063476562,21.670000076293945,28.9395001411438,-0.18253199538173154
2022-03-25,144.17396545410156,136.9854736328125,20.809999465942383,28.600500106811523,-0.020437229056946355
2022-03-28,141.65341186523438,137.92662048339844,19.6299991607666,28.07450008392334,-0.20246927365666326
2022-03-29,139.9247589111328,139.3428192138672,18.899999618530273,27.353500080108642,-0.33433410667518193
2022-03-30,140.91261291503906,138.3837432861328,19.329999923706055,26.78300008773804,-0.2576139895006281
2022-03-31,138.656005859375,136.9585723876953,20.559999465942383,26.28700008392334,-0.3999197728273224
2022-04-01,139.83961486816406,139.0111541748047,19.6299991607666,25.669500064849853,-0.3371712424446593
2022-04-04,139.96731567382812,138.10586547851562,18.56999969482422,24.77550001144409,-0.3201341342071221
2022-04-05,139.1072998046875,138.5898895263672,21.030000686645508,24.070499992370607,-0.3837280921530469
2022-04-06,140.34202575683594,140.57078552246094,22.100000381469727,23.55299997329712,-0.3168086487773694
