Date,SHEL,LRCX,VIX,AvgVIX,zscore
2020-01-30,42.153472900390625,28.930837631225586,15.489999771118164,13.696000051498412,3.5681421773696984
2020-01-31,40.83029556274414,27.745498657226562,18.84000015258789,14.014500045776368,3.325727665082884
2020-02-03,40.11783218383789,28.69729995727539,17.969999313354492,14.211999988555908,3.100703969540657
2020-02-04,40.438838958740234,30.275264739990234,16.049999237060547,14.32199993133545,3.0828265481390402
2020-02-05,41.45665740966797,30.295724868774414,15.149999618530273,14.389999914169312,3.322268794215873
2020-02-06,40.822471618652344,30.100351333618164,14.960000038146973,14.465499925613404,3.183929653521284
2020-02-07,40.54844284057617,29.34486198425293,15.470000267028809,14.611999940872192,3.164035362115392
2020-02-10,40.235267639160156,29.75703239440918,15.039999961853027,14.735999917984008,3.065491475988088
2020-02-11,40.705047607421875,30.30038833618164,15.180000305175781,14.878999948501587,3.144277191829611
2020-02-12,41.221778869628906,31.13309669494629,13.739999771118164,14.946499919891357,3.216968197170919
2020-02-13,40.64780044555664,31.780654907226562,14.149999618530273,15.032999897003174,3.042769651740796
2020-02-14,40.24922180175781,31.568517684936523,13.680000305175781,15.100999927520752,2.9611349264211912
2020-02-18,40.02602005004883,30.269676208496094,14.829999923706055,15.237499904632568,2.9855496648757884
2020-02-19,40.03398895263672,31.06144905090332,14.380000114440918,15.313999891281128,2.9403790872551507
2020-02-20,39.555686950683594,30.56275177001953,15.5600004196167,15.446499919891357,2.8569243295762443
2020-02-21,39.19696807861328,29.475116729736328,17.079999923706055,15.651499938964843,2.8367447837917434
2020-02-24,37.69029235839844,27.954835891723633,25.030000686645508,16.174999952316284,2.5708484571458756
2020-02-25,36.5901985168457,27.188188552856445,27.850000381469727,16.655999994277956,2.3562982454378476
2020-02-26,36.47063446044922,27.5957088470459,27.559999465942383,17.219999933242796,2.303809120450849
2020-02-27,35.027740478515625,26.581567764282227,39.15999984741211,18.35849995613098,2.022913963012315
2020-02-28,35.0994873046875,27.300765991210938,40.11000061035156,19.589499998092652,1.997136447092617
2020-03-02,35.73722839355469,27.9427490234375,33.41999816894531,20.318499898910524,2.1097743729314216
2020-03-03,35.04369354248047,27.117481231689453,36.81999969482422,21.26099991798401,1.9948368351902677
2020-03-04,36.11190414428711,28.492612838745117,31.989999771118164,22.05799994468689,2.165686401971252
2020-03-05,34.86034393310547,27.831098556518555,39.619998931884766,23.281499910354615,1.909074688379205
2020-03-06,33.377601623535156,27.391952514648438,41.939998626708984,24.630499839782715,1.584585833188633
2020-03-09,27.645931243896484,24.897546768188477,54.459999084472656,26.57999978065491,0.37760213149471494
2020-03-10,29.463489532470703,26.755552291870117,47.29999923706055,28.192999744415282,0.6969342567992619
2020-03-11,27.494470596313477,25.737693786621094,53.900001525878906,30.12899980545044,0.291860357579467
2020-03-12,23.381061553955078,22.129594802856445,75.47000122070312,33.21549987792969,-0.4663069788738103
2020-03-13,23.97893714904785,24.35604476928711,57.83000183105469,35.39949998855591,-0.4572593743554624
2020-03-16,20.18440055847168,19.867795944213867,82.69000244140625,38.850000095367434,-1.0877238823705764
2020-03-17,20.45543670654297,21.334104537963867,75.91000366210938,41.9040002822876,-1.1107809249743197
2020-03-18,17.234859466552734,18.062814712524414,76.44999694824219,45.007500123977664,-1.6778590090222982
2020-03-19,19.16402244567871,18.143754959106445,72.0,47.829500102996825,-1.226528128149509
2020-03-20,19.99307632446289,17.481319427490234,66.04000091552734,50.27750015258789,-0.9911340876348752
2020-03-23,21.38813018798828,17.942790985107422,61.59000015258789,52.10550012588501,-0.6887055334168731
2020-03-24,25.597198486328125,21.587507247924805,61.66999816894531,53.796500015258786,0.08990381308950207
2020-03-25,27.374893188476562,21.859882354736328,63.95000076293945,55.61600008010864,0.49404385482142416
2020-03-26,27.845224380493164,24.36737823486328,61.0,56.708000087738036,0.45623174908622166
2020-03-27,25.222530364990234,22.57777976989746,65.54000091552734,57.97950010299682,-0.05753618070445753
2020-03-30,26.657438278198242,23.895647048950195,57.08000183105469,59.16250028610229,0.2034203673544961
2020-03-31,27.813331604003906,22.463594436645508,53.540000915527344,59.99850034713745,0.5618320696346091
2020-04-01,28.148151397705078,20.903308868408203,57.060001373291016,61.252000427246095,0.7337257994170338
2020-04-02,31.057825088500977,20.644973754882812,50.90999984741211,61.81650047302246,1.437056649677104
2020-04-03,28.889524459838867,20.418468475341797,46.79999923706055,62.059500503540036,0.9378337230279733
2020-04-06,29.758440017700195,23.469772338867188,45.2400016784668,61.598500633239745,0.9619466171921485
2020-04-07,29.70263671875,23.98175048828125,46.70000076293945,61.568500709533694,0.9183255166855452
2020-04-08,30.348350524902344,24.96734619140625,43.349998474121094,61.041000556945804,1.0124277705230014
2020-04-09,30.220802307128906,24.1745662689209,41.66999816894531,59.35100040435791,1.0293842555409245
2020-04-13,29.790325164794922,24.221364974975586,41.16999816894531,58.51800022125244,0.9248188141058898
2020-04-14,29.503341674804688,25.506471633911133,37.7599983215332,56.27150001525879,0.780589531090413
2020-04-15,27.390836715698242,24.598567962646484,40.84000015258789,54.51799983978272,0.3350544872914547
2020-04-16,25.987810134887695,25.33799171447754,40.11000061035156,52.70100002288818,-0.040627968844423566
2020-04-17,28.283672332763672,26.11579132080078,38.150001525878906,51.00850009918213,0.455993034919054
2020-04-20,26.6893253326416,24.965471267700195,43.83000183105469,49.898000144958495,0.1473806225995714
2020-04-21,26.25088119506836,22.80335807800293,45.40999984741211,49.089000129699706,0.1722062925041506
2020-04-22,27.789426803588867,25.438148498535156,41.97999954223633,48.104500198364256,0.3794031798658526
