Date,MS,ADI,VIX,AvgVIX,zscore
2023-05-05,77.14092254638672,174.35427856445312,17.190000534057617,17.649500036239623,-0.21962999239522676
2023-05-08,76.7319564819336,175.4285888671875,16.979999542236328,17.550000047683717,-0.3916404318678383
2023-05-09,76.67742919921875,170.77000427246094,17.709999084472656,17.480499982833862,-0.03359706080537384
2023-05-10,76.08668518066406,172.49082946777344,16.940000534057617,17.37300000190735,-0.29547177673757397
2023-05-11,75.09607696533203,171.69223022460938,16.93000030517578,17.32950005531311,-0.44229810888045545
2023-05-12,74.8779525756836,171.6732177734375,17.030000686645508,17.327500104904175,-0.48707131128460507
2023-05-15,75.38691711425781,175.28598022460938,17.1200008392334,17.33600010871887,-0.6657164170258006
2023-05-16,74.39628601074219,173.7838592529297,17.989999771118164,17.39400010108948,-0.7567300597514384
2023-05-17,76.25936889648438,178.69908142089844,16.8700008392334,17.414500188827514,-0.7513956032715667
2023-05-18,76.78648376464844,182.7872314453125,16.049999237060547,17.358500146865843,-0.9639069095305698
2023-05-19,74.74163818359375,181.14247131347656,16.809999465942383,17.36050009727478,-1.2672868631567753
2023-05-22,74.76890563964844,181.88406372070312,17.209999084472656,17.37650008201599,-1.320339332345303
2023-05-23,75.10516357421875,178.66107177734375,18.530000686645508,17.365000104904176,-0.9932793066263524
2023-05-24,73.81462860107422,164.66632080078125,20.030000686645508,17.424500131607054,-0.1567589744134478
2023-05-25,75.43234252929688,163.89622497558594,19.139999389648438,17.530000066757204,0.24758726864809447
2023-05-26,76.25028228759766,167.83224487304688,17.950000762939453,17.638500118255614,0.10885324816940246
2023-05-30,75.8140640258789,168.6879119873047,17.459999084472656,17.707500076293947,-0.05159237355967548
2023-05-31,74.3053970336914,168.9351348876953,17.940000534057617,17.71550006866455,-0.3913161914298909
2023-06-01,74.5871353149414,171.5211181640625,15.649999618530273,17.58100004196167,-0.5367093339430515
2023-06-02,76.65925598144531,171.75991821289062,14.600000381469727,17.306500053405763,-0.11599301350888194
2023-06-05,76.10487365722656,167.1554718017578,14.729999542236328,17.183500003814697,0.13169573343384616
2023-06-06,78.03157043457031,170.01173400878906,13.960000038146973,17.03250002861023,0.3138860608215188
2023-06-07,78.61322021484375,172.30442810058594,13.9399995803833,16.84400005340576,0.2553977877261282
2023-06-08,78.44053649902344,173.5558624267578,13.649999618530273,16.679500007629393,0.11946870634479421
2023-06-09,78.34967803955078,174.30099487304688,13.829999923706055,16.52449998855591,0.041071401745994204
2023-06-12,79.46752166748047,179.26846313476562,15.010000228881836,16.423499965667723,-0.11586429360177922
2023-06-13,80.23091888427734,183.76783752441406,14.609999656677246,16.297999906539918,-0.31086780677597786
2023-06-14,79.95829010009766,183.30929565429688,13.880000114440918,16.092499923706054,-0.3323334103208813
2023-06-15,80.93071746826172,181.17901611328125,14.5,15.973999881744385,0.04301309976490012
2023-06-16,80.05823516845703,179.93714904785156,13.539999961853027,15.84849991798401,-0.04358031220974321
2023-06-20,78.82225799560547,179.57412719726562,13.880000114440918,15.701999950408936,-0.2770278451998101
2023-06-21,78.46781158447266,177.147705078125,13.199999809265137,15.50149998664856,-0.1597215327631444
2023-06-22,76.79557037353516,177.78775024414062,12.90999984741211,15.220499944686889,-0.5653191362022245
2023-06-23,75.95945739746094,177.6253662109375,13.4399995803833,14.890999889373779,-0.7298420877460213
2023-06-26,75.9685287475586,178.0074462890625,14.25,14.646499919891358,-0.7582316328447126
2023-06-27,76.7319564819336,183.77737426757812,13.739999771118164,14.435999870300293,-1.0540346307359358
2023-06-28,76.33207702636719,181.4082489013672,13.430000305175781,14.23449993133545,-0.9509142411290386
2023-06-29,77.46810913085938,181.0070343017578,13.539999961853027,14.01449990272522,-0.6780383990616032
2023-06-30,77.61351013183594,186.09872436523438,13.59000015258789,13.9114999294281,-1.051162844985069
2023-07-03,78.53143310546875,185.6401824951172,13.569999694824219,13.859999895095825,-0.8200170627612228
2023-07-05,78.08610534667969,181.50381469726562,14.180000305175781,13.832499933242797,-0.5863265526333739
2023-07-06,75.73225402832031,177.86419677734375,15.4399995803833,13.906499910354615,-0.796998982240772
2023-07-07,75.75950622558594,177.02352905273438,14.829999923706055,13.950999927520751,-0.7245178735441602
2023-07-10,75.79586791992188,182.50685119628906,15.069999694824219,14.021999931335449,-1.151850452628114
2023-07-11,77.21363830566406,182.4113311767578,14.84000015258789,14.07249994277954,-0.8434492204097112
2023-07-12,77.94979095458984,186.66232299804688,13.539999961853027,13.9989999294281,-1.0245267690593793
2023-07-13,78.34967803955078,189.40403747558594,13.609999656677246,13.948999929428101,-1.157206829805095
2023-07-14,77.95885467529297,183.3857421875,13.34000015258789,13.92199993133545,-0.7626390921435477
2023-07-17,78.49507904052734,187.57943725585938,13.479999542236328,13.870999908447265,-0.9815915080172968
2023-07-18,83.55722045898438,187.71316528320312,13.300000190734863,13.858999919891357,0.08188413524350946
2023-07-19,84.66597747802734,187.03489685058594,13.760000228881836,13.852999925613403,0.37095425012522865
2023-07-20,85.24763488769531,181.16943359375,13.989999771118164,13.892499923706055,0.9597373293388484
2023-07-21,85.43849182128906,183.37619018554688,13.600000381469727,13.926999950408936,0.825148890043205
2023-07-24,86.03831481933594,183.76783752441406,13.90999984741211,13.950499963760375,0.9213460178110686
2023-07-25,85.81109619140625,186.9107208251953,13.859999656677246,13.930999946594238,0.6237777973180284
2023-07-26,85.0113296508789,182.95587158203125,13.1899995803833,13.903499937057495,0.7678617366990775
2023-07-27,84.29337310791016,186.71011352539062,14.40999984741211,13.952499914169312,0.31766338916948744
2023-07-28,83.99066925048828,189.54730224609375,13.329999923706055,13.941999912261963,0.028332570761663643
2023-07-31,83.98149871826172,190.607666015625,13.630000114440918,13.943999910354615,-0.05774269391061429
2023-08-01,83.41283416748047,190.55990600585938,13.930000305175781,13.961999940872193,-0.17461270452116184
2023-08-02,81.9269027709961,183.85382080078125,16.09000015258789,14.057499933242799,0.042164287147829944
2023-08-03,81.76180267333984,182.92718505859375,15.920000076293945,14.08149995803833,0.08065278615401014
2023-08-04,81.44078826904297,179.92759704589844,17.100000381469727,14.194999980926514,0.25052779444641327
2023-08-07,81.70679473876953,181.59933471679688,15.770000457763672,14.230000019073486,0.17433309239797948
2023-08-08,81.14727020263672,178.26539611816406,15.989999771118164,14.2875,0.32012843629116383
2023-08-09,80.31259155273438,176.54588317871094,15.960000038146973,14.408500003814698,0.2794527195585716
2023-08-10,80.38597869873047,176.4503631591797,15.850000381469727,14.520500040054321,0.30260258746792756
2023-08-11,80.44099426269531,175.01744079589844,14.84000015258789,14.595500040054322,0.4279641240305352
2023-08-14,80.10162353515625,177.0999755859375,14.819999694824219,14.662500047683716,0.19072770995529925
2023-08-15,79.02848052978516,173.21194458007812,16.459999084472656,14.820499992370605,0.27150523342114863
2023-08-16,78.8725357055664,169.2475128173828,16.780000686645508,14.971500015258789,0.5529556050028522
2023-08-17,78.68910217285156,167.6426544189453,17.889999389648438,15.166499996185303,0.6413644267036264
2023-08-18,77.86358642578125,167.89102172851562,17.299999237060547,15.351499938964844,0.4465009076809185
2023-08-21,77.27657318115234,169.29527282714844,17.1299991607666,15.512499904632568,0.21053483589765848
2023-08-22,76.11167907714844,168.76036071777344,16.969999313354492,15.667999887466431,0.005807520607705392
2023-08-23,76.48773956298828,169.54368591308594,15.979999542236328,15.807499885559082,0.02345090258689919
2023-08-24,76.53361511230469,165.9231414794922,17.200000762939453,15.94699993133545,0.32043945515410466
2023-08-25,76.33181762695312,170.1932830810547,15.680000305175781,16.064499950408937,-0.061171789795319724
2023-08-28,77.39579772949219,172.26622009277344,15.079999923706055,16.136999940872194,0.00011639892270862877
2023-08-29,78.46895599365234,174.39651489257812,14.449999809265137,16.16299991607666,0.05880123319079743
2023-08-30,78.2029800415039,173.4507598876953,13.880000114440918,16.05249991416931,0.07740280963549917
2023-08-31,78.1020736694336,173.6513671875,13.569999694824219,15.934999895095824,0.04007626518906151
2023-09-01,78.65242004394531,175.1007080078125,13.09000015258789,15.734499883651733,0.04185783913558236
2023-09-05,77.81771850585938,174.2464599609375,14.010000228881836,15.646499872207642,-0.06747301280798002
2023-09-06,77.19401550292969,174.8607635498047,14.449999809265137,15.56949987411499,-0.2485493374930032
2023-09-07,76.90050506591797,171.2902374267578,14.399999618530273,15.491499853134155,-0.02754019808035873
2023-09-08,77.89110565185547,170.33998107910156,13.84000015258789,15.390999841690064,0.2580390457018792
2023-09-11,76.59782409667969,170.5127410888672,13.800000190734863,15.338999843597412,-0.030076369853848275
2023-09-12,78.46895599365234,168.01722717285156,14.229999542236328,15.309499835968017,0.564935116840468
2023-09-13,80.02824401855469,169.0922393798828,13.479999542236328,15.160499858856202,0.8104933289597434
2023-09-14,81.69761657714844,172.4515838623047,12.819999694824219,14.962499809265136,0.8981699369717122
2023-09-15,81.09224700927734,170.9830780029297,13.789999961853027,14.757499837875367,0.8862340943911513
2023-09-18,81.36741638183594,172.4995880126953,14.0,14.59249987602234,0.8242993696772525
2023-09-19,81.18396759033203,171.5685577392578,14.109999656677246,14.44149990081787,0.8592433040022626
2023-09-20,79.92736053466797,169.00582885742188,15.140000343322754,14.349999952316285,0.795943688757942
2023-09-21,77.85440826416016,166.85581970214844,17.540000915527344,14.428000020980836,0.5266866073189125
2023-09-22,76.39603424072266,168.429931640625,17.200000762939453,14.428000020980836,0.09235833132294897
2023-09-25,76.15753173828125,168.38194274902344,16.899999618530273,14.48899998664856,0.04556029521468799
2023-09-26,75.36872100830078,165.4160919189453,18.940000534057617,14.682000017166137,0.11350152001655503
2023-09-27,74.89176177978516,165.8672332763672,18.219999313354492,14.870499992370606,-0.02349337455517564
2023-09-28,75.38707733154297,169.3225860595703,17.34000015258789,15.043499994277955,-0.19254561105642684
2023-09-29,74.91009521484375,168.05560302734375,17.520000457763672,15.241000032424926,-0.19322905086247824
2023-10-02,73.75440979003906,168.38194274902344,17.610000610351562,15.467000055313111,-0.4643343494601121
2023-10-03,71.56222534179688,164.6194305419922,19.780000686645508,15.755500078201294,-0.6309538313344494
2023-10-04,72.54365539550781,166.80784606933594,18.579999923706055,15.96200008392334,-0.5963432069463219
2023-10-05,72.59870147705078,165.18572998046875,18.489999771118164,16.166500091552734,-0.455964529503706
2023-10-06,73.68102264404297,166.9805908203125,17.450000762939453,16.347000122070312,-0.3687221163676146
2023-10-09,73.29579162597656,166.3567352294922,17.700000762939453,16.542000150680543,-0.40096365106839843
2023-10-10,73.4975814819336,168.90025329589844,17.030000686645508,16.682000207901,-0.5599510603823744
2023-10-11,72.36939239501953,167.89244079589844,16.09000015258789,16.81250023841858,-0.7193702959879427
2023-10-12,71.36959075927734,166.62547302246094,16.690000534057617,17.00600028038025,-0.8309868419521921
2023-10-13,71.35126495361328,164.19712829589844,19.31999969482422,17.28250026702881,-0.6422098872865704
2023-10-16,72.21347045898438,165.80960083007812,17.209999084472656,17.44300022125244,-0.5872009139075736
2023-10-17,73.68102264404297,165.6752471923828,17.8799991607666,17.63150019645691,-0.2651559082064129
2023-10-18,68.68212127685547,164.3890838623047,19.219999313354492,17.835500144958495,-1.2237788383707102
2023-10-19,66.88436126708984,161.94151306152344,21.399999618530273,18.028500080108643,-1.411037002881449
2023-10-20,67.07696533203125,159.8299102783203,21.709999084472656,18.253999996185303,-1.2026352932773279
2023-10-23,65.76531982421875,157.28636169433594,20.3700008392334,18.42750005722046,-1.2791347409866243
2023-10-24,65.63693237304688,158.30380249023438,18.969999313354492,18.428999996185304,-1.3870999461407125
2023-10-25,65.49015808105469,153.3702850341797,20.190000534057617,18.527500057220458,-1.0268163295627033
2023-10-26,66.10472869873047,154.39730834960938,20.68000030517578,18.694500064849855,-0.9779008995508982
2023-10-27,64.57294464111328,154.11895751953125,21.270000457763672,18.882000064849855,-1.280830580265458
2023-10-30,65.53851318359375,149.6173858642578,19.75,18.989000034332275,-0.7188006155620346
2023-10-31,65.7520523071289,151.00914001464844,18.139999389648438,18.90699996948242,-0.7839138991329044
2023-11-01,65.87274932861328,152.84239196777344,16.8700008392334,18.82150001525879,-0.9037549472304155
2023-11-02,68.20314025878906,157.7375030517578,15.65999984741211,18.680000019073486,-0.7976714080424059
2023-11-03,70.80277252197266,161.17367553710938,14.90999984741211,18.55299997329712,-0.5187077551497606
2023-11-06,70.48709106445312,160.83773803710938,14.890000343322754,18.412499952316285,-0.5590357327495376
2023-11-07,70.1064453125,161.35601806640625,14.8100004196167,18.301499938964845,-0.6809216194718261
2023-11-08,70.53352355957031,162.12388610839844,14.449999809265137,18.219499921798707,-0.651226910596052
2023-11-09,68.88088989257812,160.4154052734375,15.289999961853027,18.149499893188477,-0.8663316902757484
2023-11-10,69.93932342529297,165.3968963623047,14.170000076293945,17.891999912261962,-1.0369855990396883
2023-11-13,69.6700668334961,163.8035888671875,14.760000228881836,17.76949996948242,-0.9677031730530917
2023-11-14,72.70606231689453,170.44554138183594,14.15999984741211,17.5835000038147,-0.8504991189193554
2023-11-15,73.97803497314453,173.51702880859375,14.180000305175781,17.33150005340576,-0.8243042274084017
2023-11-16,73.95945739746094,172.61477661132812,14.319999694824219,16.97750005722046,-0.7566611607104982
2023-11-17,74.53509521484375,175.69581604003906,13.800000190734863,16.58200011253357,-0.8789725194936512
2023-11-20,73.99658203125,176.4348907470703,13.40999984741211,16.234000062942506,-1.0518726240760947
2023-11-21,72.8546142578125,173.96812438964844,13.350000381469727,15.953000116348267,-1.0984617501377856
2023-11-22,72.8731918334961,175.33106994628906,12.850000381469727,15.586000108718872,-1.2026563143376838
2023-11-24,73.02174377441406,175.69581604003906,12.460000038146973,15.175000095367432,-1.2000755727741688
2023-11-27,72.37183380126953,176.38687133789062,12.6899995803833,14.746000051498413,-1.3928019898842698
2023-11-28,71.37840270996094,175.8397674560547,12.6899995803833,14.393000030517578,-1.5601809692389186
2023-11-29,72.92889404296875,175.36947631835938,12.979999542236328,14.135000038146973,-1.1938845829679618
2023-11-30,73.66236114501953,176.0125732421875,12.920000076293945,13.9375,-1.0892808936501803
2023-12-01,75.1014404296875,176.54296875,12.630000114440918,13.78600001335144,-0.8260185925048564
2023-12-04,75.39852905273438,176.72616577148438,13.079999923706055,13.694500017166138,-0.777517186099957
2023-12-05,74.43297576904297,174.18994140625,12.850000381469727,13.592500019073487,-0.7811638575035696
2023-12-06,73.72735595703125,174.13209533691406,12.970000267028809,13.500500011444093,-0.9262928186753384
2023-12-07,74.60009002685547,177.8062286376953,13.0600004196167,13.43100004196167,-1.032622445219453
2023-12-08,76.3919677734375,178.28842163085938,12.350000381469727,13.284000062942505,-0.6906789361547401
2023-12-11,76.89332580566406,183.3512420654297,12.630000114440918,13.207000064849854,-0.9859858633944647
2023-12-12,77.61750793457031,184.16128540039062,12.069999694824219,13.072500038146973,-0.8965978201237824
2023-12-13,79.50223541259766,185.4149169921875,12.1899995803833,12.974000024795533,-0.5961595292083189
2023-12-14,84.52509307861328,193.03326416015625,12.479999542236328,12.88899998664856,-0.1348502021027999
2023-12-15,85.02645874023438,193.7179412841797,12.279999732971191,12.786999988555909,-0.08279279947906909
2023-12-18,84.26512908935547,189.5808868408203,12.5600004196167,12.725,0.0839028775641774
2023-12-19,85.34212493896484,190.77671813964844,12.529999732971191,12.680999994277954,0.21754248043711927
2023-12-20,84.6179428100586,185.33778381347656,13.670000076293945,12.696999979019164,0.4954115162174151
2023-12-21,86.00130462646484,189.28195190429688,13.649999618530273,12.736999940872192,0.4760023228833548
2023-12-22,85.79706573486328,190.07272338867188,13.029999732971191,12.765499925613403,0.3699269375202547
2023-12-26,86.19628143310547,191.7795867919922,12.989999771118164,12.780499935150146,0.31920970011515837
2023-12-27,86.95761108398438,192.2425079345703,12.430000305175781,12.767499971389771,0.4440204479695676
2023-12-28,86.93904113769531,193.1007843017578,12.470000267028809,12.742000007629395,0.3719844671116793
2023-12-29,86.57695770263672,191.48068237304688,12.449999809265137,12.718499994277954,0.4236967600070244
