Date,BAC,AMD,VIX,AvgVIX,zscore
2020-01-30,28.7337646484375,48.779998779296875,15.489999771118164,13.696000051498412,2.624292097922545
2020-01-31,28.175912857055664,47.0,18.84000015258789,14.014500045776368,2.457328130968654
2020-02-03,28.296070098876953,48.02000045776367,17.969999313354492,14.211999988555908,2.481788258717092
2020-02-04,28.853923797607422,49.45000076293945,16.049999237060547,14.32199993133545,2.6550770009903752
2020-02-05,29.78940200805664,49.84000015258789,15.149999618530273,14.389999914169312,2.981951471433698
2020-02-06,29.75507164001465,49.31999969482422,14.960000038146973,14.465499925613404,2.9790930055701272
2020-02-07,29.70357322692871,49.72999954223633,15.470000267028809,14.611999940872192,2.9533022608802892
2020-02-10,29.772232055664062,52.2599983215332,15.039999961853027,14.735999917984008,2.9320958593294524
2020-02-11,29.840890884399414,53.79999923706055,15.180000305175781,14.878999948501587,2.9287776501416163
2020-02-12,29.969621658325195,53.88999938964844,13.739999771118164,14.946499919891357,2.9731022233552222
2020-02-13,29.961044311523438,54.529998779296875,14.149999618530273,15.032999897003174,2.9584764196142714
2020-02-14,29.909549713134766,55.310001373291016,13.680000305175781,15.100999927520752,2.926001486501914
2020-02-18,29.411771774291992,56.88999938964844,14.829999923706055,15.237499904632568,2.7197695209070805
2020-02-19,29.79798126220703,58.900001525878906,14.380000114440918,15.313999891281128,2.8213094166311485
2020-02-20,29.909549713134766,57.27000045776367,15.5600004196167,15.446499919891357,2.890586419523028
2020-02-21,29.489015579223633,53.279998779296875,17.079999923706055,15.651499938964843,2.8125707073311745
2020-02-24,28.090085983276367,49.119998931884766,25.030000686645508,16.174999952316284,2.3883859175537485
2020-02-25,26.67399787902832,47.56999969482422,27.850000381469727,16.655999994277956,1.9109164617251555
2020-02-26,26.287792205810547,47.4900016784668,27.559999465942383,17.219999933242796,1.7745048373088148
2020-02-27,25.000436782836914,44.0099983215332,39.15999984741211,18.35849995613098,1.37785993145687
2020-02-28,24.459745407104492,45.47999954223633,40.11000061035156,19.589499998092652,1.1582974281975735
2020-03-02,25.2064151763916,47.459999084472656,33.41999816894531,20.318499898910524,1.3890466571605136
2020-03-03,23.816070556640625,46.75,36.81999969482422,21.26099991798401,0.9055885082279834
2020-03-04,24.365339279174805,50.11000061035156,31.989999771118164,22.05799994468689,1.040939799874262
2020-03-05,23.13023567199707,48.11000061035156,39.619998931884766,23.281499910354615,0.6362042507260929
2020-03-06,22.2060604095459,48.59000015258789,41.939998626708984,24.630499839782715,0.2976444552177191
2020-03-09,18.941226959228516,43.27000045776367,54.459999084472656,26.57999978065491,-0.7716195399478203
2020-03-10,20.39226531982422,45.380001068115234,47.29999923706055,28.192999744415282,-0.29179312088968107
2020-03-11,19.580371856689453,45.70000076293945,53.900001525878906,30.12899980545044,-0.5873826166734324
2020-03-12,17.714752197265625,39.0099983215332,75.47000122070312,33.21549987792969,-1.1324392025713765
2020-03-13,20.867300033569336,43.900001525878906,57.83000183105469,35.39949998855591,-0.09548627206999197
2020-03-16,17.654293060302734,38.709999084472656,82.69000244140625,38.850000095367434,-1.1485995837786178
2020-03-17,18.984413146972656,41.880001068115234,75.91000366210938,41.9040002822876,-0.731088331850135
2020-03-18,17.956594467163086,39.119998931884766,76.44999694824219,45.007500123977664,-1.0481005784350843
2020-03-19,18.31070899963379,39.81999969482422,72.0,47.829500102996825,-0.9343467488620305
2020-03-20,16.989233016967773,39.61000061035156,66.04000091552734,50.27750015258789,-1.402256521842569
2020-03-23,15.61592960357666,41.63999938964844,61.59000015258789,52.10550012588501,-1.9291405712580798
2020-03-24,18.163883209228516,46.220001220703125,61.66999816894531,53.796500015258786,-1.1023977066509651
2020-03-25,18.224342346191406,44.630001068115234,63.95000076293945,55.61600008010864,-1.0520870773621227
2020-03-26,19.623554229736328,47.5,61.0,56.708000087738036,-0.6044926007510195
2020-03-27,18.656200408935547,46.58000183105469,65.54000091552734,57.97950010299682,-0.933168646152458
2020-03-30,19.036231994628906,47.86000061035156,57.08000183105469,59.16250028610229,-0.8206435960410842
2020-03-31,18.336627960205078,45.47999954223633,53.540000915527344,59.99850034713745,-1.0273649950091368
2020-04-01,17.075605392456055,43.65999984741211,57.060001373291016,61.252000427246095,-1.4446047945251659
2020-04-02,17.76657485961914,44.4900016784668,50.90999984741211,61.81650047302246,-1.2129587139418387
2020-04-03,17.300174713134766,42.59000015258789,46.79999923706055,62.059500503540036,-1.345110462453996
2020-04-06,18.474824905395508,47.52000045776367,45.2400016784668,61.598500633239745,-1.014895855872644
2020-04-07,19.122600555419922,47.560001373291016,46.70000076293945,61.568500709533694,-0.7843934552471243
2020-04-08,20.25406837463379,48.790000915527344,43.349998474121094,61.041000556945804,-0.40273788870556565
2020-04-09,21.471904754638672,48.380001068115234,41.66999816894531,59.35100040435791,0.03938017440683635
2020-04-13,20.660011291503906,50.939998626708984,41.16999816894531,58.51800022125244,-0.29668366394493784
2020-04-14,20.495908737182617,54.93000030517578,37.7599983215332,56.27150001525879,-0.4273555119344875
2020-04-15,19.16579246520996,54.9900016784668,40.84000015258789,54.51799983978272,-0.9032280749829761
2020-04-16,18.500732421875,56.95000076293945,40.11000061035156,52.70100002288818,-1.1760380243072122
2020-04-17,20.107240676879883,56.599998474121094,38.150001525878906,51.00850009918213,-0.5962666330741766
2020-04-20,19.433542251586914,56.970001220703125,43.83000183105469,49.898000144958495,-0.8434305580273861
2020-04-21,18.69074821472168,52.91999816894531,45.40999984741211,49.089000129699706,-1.0353936062432798
2020-04-22,18.828941345214844,55.91999816894531,41.97999954223633,48.104500198364256,-1.0402719755875947
2020-04-23,18.889402389526367,55.900001525878906,41.380001068115234,46.976000213623045,-1.0183289335365555
2020-04-24,19.157155990600586,56.18000030517578,35.93000030517578,45.722500228881835,-0.9278128768507022
2020-04-27,20.271343231201172,56.4900016784668,33.290000915527344,44.11000022888184,-0.5357022835481683
2020-04-28,20.634105682373047,55.5099983215332,33.56999969482422,42.93450012207031,-0.3885056969736582
2020-04-29,21.40280532836914,53.65999984741211,31.229999542236328,41.81900005340576,-0.0806889188257187
2020-04-30,20.772294998168945,52.38999938964844,34.150001525878906,40.673500061035156,-0.282803655879808
2020-05-01,19.934492111206055,49.880001068115234,37.189998626708984,39.9875,-0.5365065785009577
2020-05-04,19.8049373626709,52.560001373291016,35.970001220703125,39.44600009918213,-0.6311761886830651
2020-05-05,19.571735382080078,52.189998626708984,33.61000061035156,38.86450004577637,-0.7077326816249646
2020-05-06,19.303983688354492,52.15999984741211,34.119998931884766,38.235499954223634,-0.8027652875188511
2020-05-07,19.727205276489258,51.95000076293945,31.440000534057617,37.64000005722046,-0.6479008031984356
2020-05-08,20.35771369934082,53.189998626708984,27.979999542236328,36.95550012588501,-0.4452446325017221
2020-05-11,19.50263786315918,55.7400016784668,27.56999969482422,36.275500202178954,-0.7965419393395534
2020-05-12,18.889402389526367,53.7599983215332,33.040000915527344,36.03950033187866,-0.9796613864864886
2020-05-13,18.02569007873535,52.18000030517578,35.279998779296875,35.76150026321411,-1.2594168454336652
2020-05-14,18.751209259033203,54.5099983215332,32.61000061035156,35.38650026321411,-1.0425414677572435
2020-05-15,18.518001556396484,54.20000076293945,31.889999389648438,35.07350015640259,-1.120184232149239
2020-05-18,19.8049373626709,54.59000015258789,29.299999237060547,34.34700002670288,-0.6678560745592343
2020-05-19,19.183059692382812,55.470001220703125,30.530000686645508,33.60300006866455,-0.905737567516457
2020-05-20,19.78766441345215,56.38999938964844,27.989999771118164,32.90350008010864,-0.706545740441837
2020-05-21,19.779027938842773,54.650001525878906,29.530000686645508,32.31100006103516,-0.6781886696422545
2020-05-22,19.571735382080078,55.16999816894531,28.15999984741211,31.92250003814697,-0.7615780554424443
2020-05-26,20.970951080322266,53.189998626708984,28.010000228881836,31.658500003814698,-0.22634798194089537
2020-05-27,22.439260482788086,52.7400016784668,27.6200008392334,31.361000061035156,0.30589977116344724
2020-05-28,21.471904754638672,51.7400016784668,28.59000015258789,31.229000091552734,-0.02133140837265842
2020-05-29,20.832752227783203,53.79999923706055,27.510000228881836,30.89700002670288,-0.28670046791599085
2020-06-01,21.2559757232666,53.630001068115234,28.229999542236328,30.449000072479247,-0.13255807611175632
2020-06-02,21.454626083374023,53.540000915527344,26.84000015258789,29.992500019073486,-0.06002311675416997
2020-06-03,22.447895050048828,52.72999954223633,25.65999984741211,29.594999980926513,0.3091626298179263
2020-06-04,23.29154396057129,52.630001068115234,25.809999465942383,29.179500007629393,0.6121121292199768
2020-06-05,24.448291778564453,53.099998474121094,24.520000457763672,28.8335000038147,1.0165238738648854
2020-06-08,24.82227897644043,52.970001220703125,25.809999465942383,28.725,1.1523684700422463
2020-06-09,24.543962478637695,56.38999938964844,27.56999969482422,28.725,0.9912270109057498
2020-06-10,23.134992599487305,57.439998626708984,27.56999969482422,28.451499938964844,0.46931925886430836
2020-06-11,20.812795639038086,52.83000183105469,40.790000915527344,28.727000045776368,-0.27629721758868
2020-06-12,21.552074432373047,53.5,36.09000015258789,28.901000022888184,-0.02451590615426064
2020-06-15,21.873876571655273,54.68000030517578,34.400001525878906,29.026500129699706,0.06903085867305911
2020-06-16,22.439197540283203,54.459999084472656,33.66999816894531,29.245000076293945,0.2747988078640112
2020-06-17,21.743412017822266,54.54999923706055,33.470001220703125,29.392000102996825,0.024810181639221933
2020-06-18,21.7782039642334,54.040000915527344,32.939998626708984,29.639500045776366,0.04644437479359331
2020-06-19,21.960847854614258,54.22999954223633,35.119998931884766,29.91899995803833,0.10820650828100521
2020-06-22,21.41291618347168,54.7599983215332,31.770000457763672,30.09949998855591,-0.09695560786320923
2020-06-23,21.560766220092773,53.9900016784668,31.3700008392334,30.267500019073488,-0.030267151520162402
2020-06-24,20.70842933654785,52.38999938964844,33.84000015258789,30.57849998474121,-0.30560066703450073
2020-06-25,21.499887466430664,51.93000030517578,32.220001220703125,30.760000038146973,-0.014775977892670024
2020-06-26,20.134401321411133,50.099998474121094,34.72999954223633,31.121000003814697,-0.4691235905206954
2020-06-29,20.343135833740234,50.279998779296875,31.780000686645508,31.298500061035156,-0.3978676839683181
2020-06-30,20.656248092651367,52.61000061035156,30.43000030517578,31.47800006866455,-0.32820207991018435
2020-07-01,20.230072021484375,52.58000183105469,28.6200008392334,31.626000118255615,-0.4797846722605508
2020-07-02,20.256162643432617,52.34000015258789,27.68000030517578,31.719500160217287,-0.46613498690169863
2020-07-06,20.577966690063477,53.400001525878906,27.940000534057617,31.890500164031984,-0.37041929012141617
2020-07-07,20.012638092041016,52.93000030517578,29.43000030517578,32.07150020599365,-0.5637223636174984
2020-07-08,20.090909957885742,53.43000030517578,28.079999923706055,32.097000217437746,-0.5448174811252896
2020-07-09,19.80389976501465,57.2599983215332,29.260000228881836,32.18150024414062,-0.7164704314474557
2020-07-10,20.891075134277344,55.880001068115234,27.290000915527344,31.506500244140625,-0.3034653443973474
2020-07-13,21.038925170898438,53.59000015258789,32.189998626708984,31.31150016784668,-0.20931205220623755
2020-07-14,20.995437622070312,54.720001220703125,29.520000457763672,31.067500114440918,-0.24525294299856037
2020-07-15,21.39552116394043,55.34000015258789,27.760000228881836,30.772000217437743,-0.113644811326437
2020-07-16,20.812795639038086,54.91999816894531,28.0,30.49850015640259,-0.31406119456111586
2020-07-17,20.195281982421875,55.040000915527344,25.68000030517578,30.13550024032593,-0.5366525926872806
2020-07-20,20.508390426635742,57.459999084472656,24.459999084472656,29.602500247955323,-0.4686144869394854
2020-07-21,21.23895835876465,57.0,24.84000015258789,29.256000232696532,-0.19952470951974313
2020-07-22,21.143295288085938,61.790000915527344,24.31999969482422,28.903500175476076,-0.32022203123917803
2020-07-23,21.343332290649414,59.56999969482422,26.079999923706055,28.515500164031984,-0.20870528706363037
2020-07-24,21.178085327148438,69.4000015258789,25.84000015258789,28.19650011062622,-0.44530813134991715
2020-07-27,20.995437622070312,68.97000122070312,24.739999771118164,27.697000122070314,-0.5027350553358222
2020-07-28,21.186784744262695,67.61000061035156,25.440000534057617,27.380000114440918,-0.4098594685393058
2020-07-29,21.978242874145508,76.08999633789062,24.100000381469727,27.063500118255615,-0.2805708319224529
2020-07-30,21.604251861572266,78.19999694824219,24.760000228881836,26.870500087738037,-0.45219331234667487
2020-07-31,21.639041900634766,77.43000030517578,24.459999084472656,26.70950002670288,-0.42586191111071103
2020-08-03,21.734718322753906,77.66999816894531,24.280000686645508,26.526500034332276,-0.39604646992871495
2020-08-04,21.752107620239258,85.04000091552734,23.760000228881836,26.243000030517578,-0.5230073069812938
2020-08-05,22.082611083984375,85.30999755859375,22.989999771118164,25.988500022888182,-0.40991179862695787
2020-08-06,22.15218734741211,86.70999908447266,22.649999618530273,25.657999992370605,-0.4103728893618385
2020-08-07,22.70882225036621,84.8499984741211,22.209999084472656,25.403999900817873,-0.17807243547392992
2020-08-10,23.100204467773438,82.23999786376953,22.1299991607666,24.90099992752075,0.00879234004927815
2020-08-11,23.41330909729004,76.87999725341797,24.030000686645508,24.626499938964844,0.21740526095041054
2020-08-12,23.248056411743164,82.61000061035156,22.280000686645508,24.352499961853027,0.054882919266706624
2020-08-13,22.917560577392578,81.83999633789062,22.1299991607666,24.058999919891356,-0.049175267818820305
2020-08-14,23.02192497253418,81.30000305175781,22.049999237060547,23.877499866485596,-0.00216503464398737
2020-08-17,22.52617645263672,82.41999816894531,21.350000381469727,23.72199993133545,-0.1993608382988287
2020-08-18,22.204378128051758,81.66000366210938,21.510000228881836,23.555499935150145,-0.3004952926988374
2020-08-19,22.178279876708984,81.08999633789062,22.540000915527344,23.466499996185302,-0.29951171338790683
2020-08-20,21.83038330078125,82.7699966430664,22.719999313354492,23.298499965667723,-0.4540500767700585
2020-08-21,21.72602081298828,83.80999755859375,22.540000915527344,23.133500003814696,-0.5100942270488524
2020-08-24,22.34353256225586,83.08000183105469,22.3700008392334,23.01500005722046,-0.27648159528213384
2020-08-25,22.613149642944336,86.3499984741211,22.030000686645508,22.844500064849854,-0.23932639747600137
2020-08-26,22.23046112060547,86.0199966430664,23.270000457763672,22.803000068664552,-0.3699652669279024
2020-08-27,22.656633377075195,83.80000305175781,24.469999313354492,22.788500022888183,-0.17772910372935424
2020-08-28,22.874073028564453,85.55000305175781,22.959999084472656,22.713500022888184,-0.1317340746469516
2020-08-31,22.387014389038086,90.81999969482422,26.40999984741211,22.819999980926514,-0.4008140495438743
2020-09-01,22.360925674438477,92.18000030517578,26.1200008392334,22.938000011444093,-0.4347002253537702
2020-09-02,22.63054656982422,90.22000122070312,26.56999969482422,23.117000007629393,-0.3030432906226381
2020-09-03,22.472902297973633,82.54000091552734,33.599998474121094,23.664499950408935,-0.22054550402068634
2020-09-04,23.243608474731445,82.01000213623047,30.75,24.091499996185302,0.06413654130898383
2020-09-08,22.31525993347168,78.69000244140625,31.459999084472656,24.557999992370604,-0.20725103389913538
2020-09-09,22.34153175354004,81.91000366210938,28.809999465942383,24.79699993133545,-0.2560551855605426
2020-09-10,22.017484664916992,78.9800033569336,29.709999084472656,25.168499851226805,-0.31878268050607034
2020-09-11,22.332773208618164,76.33999633789062,26.8700008392334,25.405499935150146,-0.1585375529027229
2020-09-14,22.55172348022461,77.9000015258789,25.850000381469727,25.595499992370605,-0.1085703030185663
2020-09-15,22.140100479125977,78.93000030517578,25.59000015258789,25.807499980926515,-0.2741111510710321
2020-09-16,22.42035675048828,76.66000366210938,26.040000915527344,26.03400001525879,-0.13305657056403872
2020-09-17,22.201400756835938,76.55000305175781,26.459999084472656,26.229999923706053,-0.2092258798978827
