Date,BAC,XOM,VIX,AvgVIX,zscore
2020-04-14,20.495908737182617,32.3591194152832,37.7599983215332,56.27150001525879,-0.6775362947325486
2020-04-15,19.16579246520996,30.871967315673828,40.84000015258789,54.51799983978272,-1.0245467476534187
2020-04-16,18.500732421875,29.85765266418457,40.11000061035156,52.70100002288818,-1.1484386575978542
2020-04-17,20.107240676879883,32.96162414550781,38.150001525878906,51.00850009918213,-0.9689812275136518
2020-04-20,19.433542251586914,31.405824661254883,43.83000183105469,49.898000144958495,-0.9976668953530845
2020-04-21,18.69074821472168,31.2380428314209,45.40999984741211,49.089000129699706,-1.3128969475085743
2020-04-22,18.828941345214844,32.13033676147461,41.97999954223633,48.104500198364256,-1.4120469985453372
2020-04-23,18.889402389526367,33.13702392578125,41.380001068115234,46.976000213623045,-1.5683660566378776
2020-04-24,19.157155990600586,33.3505744934082,35.93000030517578,45.722500228881835,-1.4827866060265116
2020-04-27,20.271343231201172,33.51072311401367,33.290000915527344,44.11000022888184,-0.993171050390756
2020-04-28,20.634105682373047,34.29624938964844,33.56999969482422,42.93450012207031,-0.968156007780763
2020-04-29,21.40280532836914,36.19524002075195,31.229999542236328,41.81900005340576,-0.9581123847069805
2020-04-30,20.772294998168945,35.440223693847656,34.150001525878906,40.673500061035156,-1.1134295248738415
2020-05-01,19.934492111206055,32.900604248046875,37.189998626708984,39.9875,-1.038261458699079
2020-05-04,19.8049373626709,34.22760772705078,35.970001220703125,39.44600009918213,-1.3417852087107898
2020-05-05,19.571735382080078,34.18947982788086,33.61000061035156,38.86450004577637,-1.44341836701676
2020-05-06,19.303983688354492,33.548858642578125,34.119998931884766,38.235499954223634,-1.4507340992974225
2020-05-07,19.727205276489258,33.73952102661133,31.440000534057617,37.64000005722046,-1.2885467498495657
2020-05-08,20.35771369934082,35.219051361083984,27.979999542236328,36.95550012588501,-1.2660013191360824
2020-05-11,19.50263786315918,34.88348388671875,27.56999969482422,36.275500202178954,-1.6027821719568418
2020-05-12,18.889402389526367,34.300418853759766,33.040000915527344,36.03950033187866,-1.7815640047560717
2020-05-13,18.02569007873535,32.597835540771484,35.279998779296875,35.76150026321411,-1.8718550350769774
2020-05-14,18.751209259033203,32.88548278808594,32.61000061035156,35.38650026321411,-1.5866371643981347
2020-05-15,18.518001556396484,32.652252197265625,31.889999389648438,35.07350015640259,-1.6525194423709997
2020-05-18,19.8049373626709,35.2488899230957,29.299999237060547,34.34700002670288,-1.528940286844706
2020-05-19,19.183059692382812,34.16047286987305,30.530000686645508,33.60300006866455,-1.6191391732235678
2020-05-20,19.78766441345215,35.27220916748047,27.989999771118164,32.90350008010864,-1.5412590100912518
2020-05-21,19.779027938842773,34.64248275756836,29.530000686645508,32.31100006103516,-1.4298811685620683
2020-05-22,19.571735382080078,34.673580169677734,28.15999984741211,31.92250003814697,-1.532132179559973
2020-05-26,20.970951080322266,35.69202423095703,28.010000228881836,31.658500003814698,-1.0670436575877673
2020-05-27,22.439260482788086,35.948577880859375,27.6200008392334,31.361000061035156,-0.430152593323895
2020-05-28,21.471904754638672,35.01566696166992,28.59000015258789,31.229000091552734,-0.7097647398060651
2020-05-29,20.832752227783203,35.34994888305664,27.510000228881836,30.89700002670288,-1.0687265830341668
2020-06-01,21.2559757232666,35.97966766357422,28.229999542236328,30.449000072479247,-0.9869976291207047
2020-06-02,21.454626083374023,36.780433654785156,26.84000015258789,29.992500019073486,-1.0412150963252589
2020-06-03,22.447895050048828,38.280887603759766,25.65999984741211,29.594999980926513,-0.8535382437754806
2020-06-04,23.29154396057129,38.17204666137695,25.809999465942383,29.179500007629393,-0.44063972987765077
2020-06-05,24.448291778564453,41.2662239074707,24.520000457763672,28.8335000038147,-0.468875848017866
2020-06-08,24.82227897644043,42.55677032470703,25.809999465942383,28.725,-0.5311800391275052
2020-06-09,24.543962478637695,41.608299255371094,27.56999969482422,28.725,-0.48700158846215
2020-06-10,23.134992599487305,39.377071380615234,27.56999969482422,28.451499938964844,-0.7343846817983222
2020-06-11,20.812795639038086,35.90192413330078,40.790000915527344,28.727000045776368,-1.1791741469471826
2020-06-12,21.552074432373047,36.67158508300781,36.09000015258789,28.901000022888184,-0.9758787805002277
2020-06-15,21.873876571655273,36.64826965332031,34.400001525878906,29.026500129699706,-0.8217178444995629
2020-06-16,22.439197540283203,37.47235107421875,33.66999816894531,29.245000076293945,-0.7094209809617403
2020-06-17,21.743412017822266,36.251773834228516,33.470001220703125,29.392000102996825,-0.8098254819853541
2020-06-18,21.7782039642334,36.47722625732422,32.939998626708984,29.639500045776366,-0.8349354543590636
2020-06-19,21.960847854614258,35.74644470214844,35.119998931884766,29.91899995803833,-0.6159446189816247
2020-06-22,21.41291618347168,36.08851623535156,31.770000457763672,30.09949998855591,-0.9338453054050696
2020-06-23,21.560766220092773,36.30619812011719,31.3700008392334,30.267500019073488,-0.9048713482225569
2020-06-24,20.70842933654785,34.59583282470703,33.84000015258789,30.57849998474121,-0.9884378707173594
2020-06-25,21.499887466430664,35.116722106933594,32.220001220703125,30.760000038146973,-0.7152498776739026
2020-06-26,20.134401321411133,33.91169357299805,34.72999954223633,31.121000003814697,-1.1304353860146847
2020-06-29,20.343135833740234,34.455902099609375,31.780000686645508,31.298500061035156,-1.13294043927856
2020-06-30,20.656248092651367,34.76687240600586,30.43000030517578,31.47800006866455,-1.0440865915534738
2020-07-01,20.230072021484375,33.981666564941406,28.6200008392334,31.626000118255615,-1.098697006740858
2020-07-02,20.256162643432617,34.269317626953125,27.68000030517578,31.719500160217287,-1.1392580743245457
2020-07-06,20.577966690063477,34.510318756103516,27.940000534057617,31.890500164031984,-1.033533583319546
2020-07-07,20.012638092041016,33.616275787353516,29.43000030517578,32.07150020599365,-1.1330131963708938
2020-07-08,20.090909957885742,33.53852844238281,28.079999923706055,32.097000217437746,-1.0823083147483876
2020-07-09,19.80389976501465,32.15469741821289,29.260000228881836,32.18150024414062,-0.9623973010636157
2020-07-10,20.891075134277344,33.15758514404297,27.290000915527344,31.506500244140625,-0.6397994356723306
2020-07-13,21.038925170898438,33.16535568237305,32.189998626708984,31.31150016784668,-0.5723581727877486
2020-07-14,20.995437622070312,34.261539459228516,29.520000457763672,31.067500114440918,-0.7934948721358819
2020-07-15,21.39552116394043,34.696903228759766,27.760000228881836,30.772000217437743,-0.6869274637492634
2020-07-16,20.812795639038086,34.4248046875,28.0,30.49850015640259,-0.9084846094593355
2020-07-17,20.195281982421875,33.83395767211914,25.68000030517578,30.13550024032593,-1.0878330373146823
2020-07-20,20.508390426635742,33.04096984863281,24.459999084472656,29.602500247955323,-0.7966751092485334
2020-07-21,21.23895835876465,34.71245574951172,24.84000015258789,29.256000232696532,-0.76270100751041
2020-07-22,21.143295288085938,33.90391540527344,24.31999969482422,28.903500175476076,-0.6590896663135606
2020-07-23,21.343332290649414,33.973899841308594,26.079999923706055,28.515500164031984,-0.5787418858097622
2020-07-24,21.178085327148438,33.76398468017578,25.84000015258789,28.19650011062622,-0.6172422349391625
2020-07-27,20.995437622070312,34.261539459228516,24.739999771118164,27.697000122070314,-0.7934948721358819
2020-07-28,21.186784744262695,33.85728454589844,25.440000534057617,27.380000114440918,-0.6302879080128924
2020-07-29,21.978242874145508,34.23044204711914,24.100000381469727,27.063500118255615,-0.330027326096263
2020-07-30,21.604251861572266,32.55118942260742,24.760000228881836,26.870500087738037,-0.19649255223460355
2020-07-31,21.639041900634766,32.71445846557617,24.459999084472656,26.70950002670288,-0.21020799711753152
2020-08-03,21.734718322753906,32.84661102294922,24.280000686645508,26.526500034332276,-0.18986166947110836
2020-08-04,21.752107620239258,33.795082092285156,23.760000228881836,26.243000030517578,-0.35557419658224104
2020-08-05,22.082611083984375,34.09050369262695,22.989999771118164,25.988500022888182,-0.25577053485219087
2020-08-06,22.15218734741211,33.927249908447266,22.649999618530273,25.657999992370605,-0.19344638780167434
2020-08-07,22.70882225036621,33.771751403808594,22.209999084472656,25.403999900817873,0.09431762804330823
2020-08-10,23.100204467773438,34.603614807128906,22.1299991607666,24.90099992752075,0.12417160936102747
2020-08-11,23.41330909729004,34.96123123168945,24.030000686645508,24.626499938964844,0.20447376867530542
2020-08-12,23.248056411743164,34.95330810546875,22.280000686645508,24.352499961853027,0.12895470214766824
2020-08-13,22.917560577392578,34.09710693359375,22.1299991607666,24.058999919891356,0.13192025950623495
2020-08-14,23.02192497253418,34.24774169921875,22.049999237060547,23.877499866485596,0.15292629417687348
2020-08-17,22.52617645263672,33.803794860839844,21.350000381469727,23.72199993133545,0.0033731608021259933
2020-08-18,22.204378128051758,33.637306213378906,21.510000228881836,23.555499935150145,-0.11600345051174059
2020-08-19,22.178279876708984,33.26470184326172,22.540000915527344,23.466499996185302,-0.05987781727976337
2020-08-20,21.83038330078125,32.757328033447266,22.719999313354492,23.298499965667723,-0.1289414990691535
2020-08-21,21.72602081298828,32.511566162109375,22.540000915527344,23.133500003814696,-0.13251412671584709
2020-08-24,22.34353256225586,33.4708251953125,22.3700008392334,23.01500005722046,-0.020679934941021882
2020-08-25,22.613149642944336,32.408512115478516,22.030000686645508,22.844500064849854,0.29957588728716567
2020-08-26,22.23046112060547,31.718795776367188,23.270000457763672,22.803000068664552,0.24772207389090967
2020-08-27,22.656633377075195,31.504751205444336,24.469999313354492,22.788500022888183,0.4854483556231606
2020-08-28,22.874073028564453,32.25788116455078,22.959999084472656,22.713500022888184,0.44871206321554735
2020-08-31,22.387014389038086,31.66330337524414,26.40999984741211,22.819999980926514,0.3308103587905845
2020-09-01,22.360925674438477,31.258989334106445,26.1200008392334,22.938000011444093,0.3927513900765958
2020-09-02,22.63054656982422,31.068723678588867,26.56999969482422,23.117000007629393,0.5532019304235977
2020-09-03,22.472902297973633,31.00530242919922,33.599998474121094,23.664499950408935,0.4913970025466937
2020-09-04,23.243608474731445,30.981521606445312,30.75,24.091499996185302,0.8547327232252091
2020-09-08,22.31525993347168,30.26802635192871,31.459999084472656,24.557999992370604,0.5530802356883372
2020-09-09,22.34153175354004,30.085689544677734,28.809999465942383,24.79699993133545,0.5987311974123846
2020-09-10,22.017484664916992,29.332561492919922,29.709999084472656,25.168499851226805,0.5858117712872363
2020-09-11,22.332773208618164,29.253280639648438,26.8700008392334,25.405499935150146,0.7471947637976458
2020-09-14,22.55172348022461,29.063011169433594,25.850000381469727,25.595499992370605,0.884044755592915
2020-09-15,22.140100479125977,28.753835678100586,25.59000015258789,25.807499980926515,0.7489778901269527
2020-09-16,22.42035675048828,29.974712371826172,26.040000915527344,26.03400001525879,0.6557832475899678
2020-09-17,22.201400756835938,29.96677017211914,26.459999084472656,26.229999923706053,0.5552538719692494
2020-09-18,22.078794479370117,29.48318099975586,25.829999923706055,26.385499954223633,0.5867667377794348
2020-09-21,21.43071174621582,28.880672454833984,27.780000686645508,26.64749994277954,0.3953169488543504
2020-09-22,20.966533660888672,28.16718292236328,26.860000610351562,26.87199993133545,0.3098636693723797
2020-09-23,20.37099266052246,27.263416290283203,28.579999923706055,27.199499893188477,0.19809370245418248
2020-09-24,20.44105339050293,27.207923889160156,28.510000228881836,27.461499881744384,0.24089568999794128
2020-09-25,20.572423934936523,27.461612701416016,26.3799991607666,27.55699987411499,0.25559541705782846
2020-09-28,21.097902297973633,27.99277114868164,26.190000534057617,27.71849994659424,0.40301408480515327
2020-09-29,20.817655563354492,27.17622184753418,26.270000457763672,27.711499977111817,0.422118149336744
2020-09-30,21.097902297973633,27.215858459472656,26.3700008392334,27.723999977111816,0.5453872267391219
2020-10-01,21.10666275024414,26.2645320892334,26.700000762939453,27.73050003051758,0.7238029728627373
2020-10-02,21.2030029296875,26.14560890197754,27.6299991607666,27.432000064849852,0.790469351750009
2020-10-05,21.562076568603516,26.748123168945312,27.959999084472656,27.292500019073486,0.8473040951124191
2020-10-06,21.343128204345703,26.470645904541016,29.479999542236328,27.19350004196167,0.7961719238286218
2020-10-07,21.789779663085938,26.55785369873047,28.059999465942383,27.15600004196167,0.988230956790289
2020-10-08,22.105066299438477,27.953134536743164,26.360000610351562,26.988500118255615,0.8793922447395797
2020-10-09,22.210168838500977,27.5408935546875,25.0,26.895000076293947,1.0038918906683294
2020-10-12,22.490419387817383,27.453689575195312,25.06999969482422,26.85600004196167,1.1504069186090788
2020-10-13,21.851089477539062,27.128646850585938,26.06999969482422,26.880000019073485,0.9121869981391928
2020-10-14,20.686277389526367,27.07315444946289,26.399999618530273,26.897999954223632,0.37981274004722354
2020-10-15,21.15045166015625,27.31098747253418,26.969999313354492,26.923499965667723,0.5524306806885432
2020-10-16,21.229272842407227,27.03351593017578,27.40999984741211,27.002499961853026,0.6399918812648641
2020-10-19,20.773855209350586,26.494430541992188,29.18000030517578,27.07249994277954,0.526658592218382
2020-10-20,21.141691207885742,26.716413497924805,29.350000381469727,27.196999931335448,0.6573089163339664
2020-10-21,21.0628719329834,26.28830909729004,28.649999618530273,27.20049991607666,0.6990489300148848
2020-10-22,21.781024932861328,27.636028289794922,28.110000610351562,27.180499935150145,0.7865723040060248
2020-10-23,21.80729866027832,27.081087112426758,27.549999237060547,27.238999938964845,0.900505771368567
2020-10-26,21.49201011657715,26.438936233520508,32.459999084472656,27.552499866485597,0.8713287575062676
2020-10-27,20.887714385986328,26.018766403198242,33.349998474121094,27.906499767303465,0.6668594959962019
2020-10-28,20.554908752441406,25.027803421020508,40.279998779296875,28.60199966430664,0.6934449771263012
2020-10-29,20.61621856689453,26.1376895904541,37.59000015258789,29.146499633789062,0.5186095226310491
2020-10-30,20.7563419342041,25.86021614074707,38.02000045776367,29.665999698638917,0.6347242647252225
2020-11-02,21.089149475097656,26.946311950683594,37.130001068115234,30.124499797821045,0.5907061047785991
2020-11-03,21.62337875366211,26.486509323120117,35.54999923706055,30.427999782562257,0.9237993347974963
2020-11-04,20.738826751708984,26.343801498413086,29.56999969482422,30.50349979400635,0.5379466438359101
2020-11-05,21.553316116333008,26.29623794555664,27.579999923706055,30.56449975967407,0.9260339023538608
2020-11-06,21.290576934814453,25.987056732177734,24.860000610351562,30.55749979019165,0.8603148515080696
2020-11-09,24.31207275390625,29.27705955505371,25.75,30.59149980545044,1.6647507878092733
2020-11-10,24.2244873046875,29.926578521728516,24.799999237060547,30.527999782562254,1.504927832817162
2020-11-11,23.94424057006836,29.618053436279297,23.450000762939453,30.380499839782715,1.4309339150759426
2020-11-12,23.374969482421875,28.603178024291992,25.350000381469727,30.299499893188475,1.3517611286819602
2020-11-13,23.646469116210938,29.293304443359375,23.100000381469727,30.083999919891358,1.3517504858757934
2020-11-16,24.154428482055664,30.9820499420166,22.450000762939453,29.74749994277954,1.2788755694130503
2020-11-17,24.128158569335938,31.396116256713867,22.709999084472656,29.415499877929687,1.1907599030927758
2020-11-18,23.628952026367188,30.21074867248535,23.84000015258789,29.174999904632568,1.1754651651467585
2020-11-19,23.628952026367188,30.365005493164062,23.110000610351562,28.924999904632568,1.1471968300689344
2020-11-20,23.48006248474121,29.991533279418945,23.700000762939453,28.732499980926512,1.1462880527707802
2020-11-23,23.98802375793457,31.95633888244629,22.65999984741211,28.242500019073486,1.0228246277689506
2020-11-24,25.380544662475586,34.08349609375,21.639999389648438,27.657000064849854,1.281617625593862
2020-11-25,25.424327850341797,33.13357925415039,21.25,26.70550012588501,1.476087878100664
2020-11-27,25.389299392700195,32.63019561767578,20.84000015258789,25.86800012588501,1.552019975850719
2020-11-30,24.66238784790039,30.95769500732422,20.56999969482422,24.995500087738037,1.5199348884597739
2020-12-01,25.126562118530273,31.258089065551758,20.770000457763672,24.17750005722046,1.6810882060339822
2020-12-02,25.450607299804688,32.427223205566406,21.170000076293945,23.458500099182128,1.6177715442678278
2020-12-03,25.477039337158203,32.646446228027344,21.280000686645508,23.044000148773193,1.589909281384019
2020-12-04,25.811918258666992,33.839927673339844,20.790000915527344,22.704500198364258,1.5271769687891215
2020-12-07,25.63566780090332,33.20664596557617,21.299999237060547,22.526500129699706,1.5611354775473263
2020-12-08,25.494670867919922,34.294593811035156,20.68000030517578,22.273000144958495,1.2960903552532963
2020-12-09,25.380104064941406,34.7492561340332,22.270000457763672,22.146500205993654,1.1594085428358152
2020-12-10,25.653297424316406,35.731651306152344,22.520000457763672,22.100000190734864,1.1066270866700456
2020-12-11,25.177412033081055,35.561153411865234,23.309999465942383,21.998000144958496,0.9162148673362862
2020-12-14,24.868976593017578,34.278358459472656,24.719999313354492,22.079000091552736,1.0076311119803003
2020-12-15,25.239099502563477,34.94411087036133,22.889999389648438,22.101000022888183,1.0580236527842477
2020-12-16,25.309602737426758,35.47996520996094,22.5,22.09050006866455,0.9926644968886822
2020-12-17,25.406538009643555,35.30134201049805,21.93000030517578,21.995000076293945,1.070548383011651
2020-12-18,25.26554298400879,34.69242858886719,21.56999969482422,21.91800003051758,1.1164624760668105
2020-12-21,26.208480834960938,34.05915069580078,25.15999984741211,21.99099998474121,1.6717132644296315
2020-12-22,25.741416931152344,33.482696533203125,24.229999542236328,22.069499969482422,1.5598034170414352
2020-12-23,26.481666564941406,33.913002014160156,23.309999465942383,22.15299997329712,1.8257395688568272
2020-12-24,26.402355194091797,33.77497482299805,21.530000686645508,22.167000007629394,1.8140922735466534
2020-12-28,26.552169799804688,33.88865280151367,21.700000762939453,22.210000038146973,1.8630405200281857
2020-12-29,26.446422576904297,33.50706100463867,23.079999923706055,22.335500049591065,1.8837144278612672
2020-12-30,26.419984817504883,33.77497482299805,22.770000457763672,22.435500049591063,1.8223037593441864
2020-12-31,26.710798263549805,33.466453552246094,22.75,22.514500045776366,2.0142962514642466
