Date,KLAC,HD,VIX,AvgVIX,zscore
2020-01-30,160.73170471191406,200.0087127685547,15.489999771118164,13.696000051498412,-0.3442429561114973
2020-01-31,154.05775451660156,195.97914123535156,18.84000015258789,14.014500045776368,-0.36880934679482824
2020-02-03,157.95245361328125,198.93467712402344,17.969999313354492,14.211999988555908,-0.38218853155065685
2020-02-04,166.197265625,201.907470703125,16.049999237060547,14.32199993133545,-0.25982893376162036
2020-02-05,159.20729064941406,204.5795135498047,15.149999618530273,14.389999914169312,-0.6018212998152522
2020-02-06,159.63487243652344,205.20672607421875,14.960000038146973,14.465499925613404,-0.6171814140881471
2020-02-07,153.46286010742188,203.8835906982422,15.470000267028809,14.611999940872192,-0.7501805652433166
2020-02-10,157.0135955810547,206.7274627685547,15.039999961853027,14.735999917984008,-0.7692314780617308
2020-02-11,160.84320068359375,207.61245727539062,15.180000305175781,14.878999948501587,-0.6896457110370805
2020-02-12,163.5666961669922,207.56947326660156,13.739999771118164,14.946499919891357,-0.6021949774506996
2020-02-13,166.1228790283203,208.23109436035156,14.149999618530273,15.032999897003174,-0.5523266451598023
2020-02-14,163.85482788085938,210.5250701904297,13.680000305175781,15.100999927520752,-0.7287710430580026
2020-02-18,157.30174255371094,209.5885772705078,14.829999923706055,15.237499904632568,-0.8914716854052721
2020-02-19,160.7874298095703,209.3307647705078,14.380000114440918,15.313999891281128,-0.7702416214033613
2020-02-20,156.27574157714844,212.23483276367188,15.5600004196167,15.446499919891357,-1.0450982142498828
2020-02-21,150.5029296875,210.79141235351562,17.079999923706055,15.651499938964843,-1.1600488955285457
2020-02-24,143.59994506835938,205.94561767578125,25.030000686645508,16.174999952316284,-1.1543507956898558
2020-02-25,137.6963653564453,203.9523468017578,27.850000381469727,16.655999994277956,-1.248175496762237
2020-02-26,137.56561279296875,202.14805603027344,27.559999465942383,17.219999933242796,-1.169488334738687
2020-02-27,138.23817443847656,193.08367919921875,39.15999984741211,18.35849995613098,-0.7324555645697164
2020-02-28,143.58119201660156,187.16390991210938,40.11000061035156,19.589499998092652,-0.293130088471382
2020-03-02,148.27978515625,197.56004333496094,33.41999816894531,20.318499898910524,-0.6226946467396709
2020-03-03,143.6746063232422,195.84164428710938,36.81999969482422,21.26099991798401,-0.6883809787466147
2020-03-04,150.11996459960938,207.13128662109375,31.989999771118164,22.05799994468689,-1.0041215241794865
2020-03-05,146.36488342285156,201.74420166015625,39.619998931884766,23.281499910354615,-0.8747873507755463
2020-03-06,145.42144775390625,196.33140563964844,41.939998626708984,24.630499839782715,-0.6560283863353883
2020-03-09,135.37042236328125,180.8231658935547,54.459999084472656,26.57999978065491,-0.2598809377947627
2020-03-10,144.38458251953125,193.91708374023438,47.29999923706055,28.192999744415282,-0.5777884403656484
2020-03-11,135.37042236328125,184.134765625,53.900001525878906,30.12899980545044,-0.41183556421044853
2020-03-12,117.09937286376953,164.84681701660156,75.47000122070312,33.21549987792969,-0.10024396755006752
2020-03-13,135.790771484375,177.8899688720703,57.83000183105469,35.39949998855591,-0.11209664777103442
2020-03-16,120.96654510498047,142.6787109375,82.69000244140625,38.850000095367434,1.0383254216817777
2020-03-17,139.7700653076172,150.18630981445312,75.91000366210938,41.9040002822876,1.28399371715844
2020-03-18,123.32051086425781,134.60888671875,76.44999694824219,45.007500123977664,1.4824943660381713
2020-03-19,118.9675521850586,139.3660125732422,72.0,47.829500102996825,1.127590978722337
2020-03-20,106.50662994384766,131.5989532470703,66.04000091552734,50.27750015258789,1.092894061724951
2020-03-23,108.69241333007812,140.45584106445312,61.59000015258789,52.10550012588501,0.7550927567882341
2020-03-24,127.37450408935547,159.76966857910156,61.66999816894531,53.796500015258786,0.4552144455307583
