Date,CL,HD,VIX,AvgVIX,zscore
2015-04-29,52.907379150390625,83.85237121582031,13.390000343322754,13.44199995994568,-0.15659217878554313
2015-04-30,51.957489013671875,82.51792907714844,14.550000190734863,13.413999986648559,-0.4360537591026957
2015-05-01,52.26639175415039,84.50028228759766,12.699999809265137,13.315499973297118,-0.3726581797768592
2015-05-04,52.40541076660156,84.8936538696289,12.850000381469727,13.221000003814698,-0.3352741102866238
2015-05-05,52.03472137451172,83.3509750366211,14.3100004196167,13.197500038146973,-0.4261927964776043
2015-05-06,52.35133743286133,83.5438232421875,15.149999618530273,13.25600004196167,-0.32857086525720863
2015-05-07,52.420841217041016,84.87824249267578,15.130000114440918,13.358000040054321,-0.33007606374984033
2015-05-08,52.667972564697266,86.7525863647461,12.859999656677246,13.372000026702882,-0.28447702841685035
2015-05-11,52.382232666015625,86.31291198730469,13.850000381469727,13.367500066757202,-0.36786381502916704
2015-05-12,52.420841217041016,86.79114532470703,13.859999656677246,13.377000045776366,-0.36403116203156416
2015-05-13,52.20462417602539,85.76526641845703,13.760000228881836,13.423000049591064,-0.4148249105826193
2015-05-14,53.00003433227539,86.34378051757812,12.739999771118164,13.430000019073486,-0.17124604461901477
2015-05-15,53.00003433227539,87.43138122558594,12.380000114440918,13.354500007629394,-0.19055156725890016
2015-05-18,52.9846076965332,88.18726348876953,12.729999542236328,13.325999975204468,-0.2088921699564775
2015-05-19,53.39389419555664,86.6523208618164,12.850000381469727,13.305999994277954,-0.0510260657894628
2015-05-20,53.20082473754883,86.4671859741211,12.880000114440918,13.314499998092652,-0.10935615463281789
2015-05-21,53.14677047729492,86.3978042602539,12.109999656677246,13.296000003814697,-0.12537550894004218
2015-05-22,52.899654388427734,86.51348876953125,12.130000114440918,13.288000011444092,-0.20629379461569625
2015-05-26,51.85709762573242,85.56472778320312,14.0600004196167,13.335000038146973,-0.5221751307952865
2015-05-27,52.15827941894531,86.51348876953125,13.270000457763672,13.378000068664551,-0.4428967788275034
2015-05-28,51.99610137939453,86.53661346435547,13.3100004196167,13.374000072479248,-0.4950648807747652
2015-05-29,51.57908630371094,85.94268798828125,13.84000015258789,13.3385000705719,-0.6176088859221335
2015-06-01,51.66403579711914,86.13553619384766,13.970000267028809,13.402000093460083,-0.593921202367936
2015-06-02,51.53276443481445,86.53099060058594,14.239999771118164,13.471500062942505,-0.6428347845466515
2015-06-03,51.4091911315918,87.74842834472656,13.65999984741211,13.439000034332276,-0.703882267482042
2015-06-04,50.907222747802734,86.43019104003906,14.710000038146973,13.41700005531311,-0.8406813961837013
2015-06-05,50.567440032958984,85.5849380493164,14.210000038146973,13.371000051498413,-0.9341162012778499
2015-06-08,50.45930862426758,85.2437744140625,15.289999961853027,13.492500066757202,-0.9625694972282792
2015-06-09,50.992183685302734,84.93357849121094,14.470000267028809,13.523500061035156,-0.7870011842858464
2015-06-10,51.79531478881836,86.05796813964844,13.220000267028809,13.491500091552734,-0.550647846409306
2015-06-11,51.393760681152344,86.2983627319336,12.850000381469727,13.446000099182129,-0.6830672754142498
2015-06-12,51.192955017089844,85.76327514648438,13.779999732971191,13.49800009727478,-0.7376544463874629
2015-06-15,50.45930862426758,85.3057861328125,15.390000343322754,13.648500108718872,-0.9636702400206025
2015-06-16,50.95357131958008,85.47638702392578,14.8100004196167,13.75250015258789,-0.808959120641078
2015-06-17,51.285640716552734,85.66248321533203,14.5,13.835000133514404,-0.706285546878101
2015-06-18,51.87255096435547,86.73258972167969,13.1899995803833,13.850500106811523,-0.5379735447934828
2015-06-19,51.66403579711914,87.1823501586914,13.960000038146973,13.94300012588501,-0.6125027374379683
2015-06-22,51.92660903930664,87.67864227294922,12.739999771118164,13.973500108718872,-0.5375143721796061
2015-06-23,51.74899673461914,87.7639389038086,12.109999656677246,13.8760000705719,-0.5957117642424187
2015-06-24,51.347415924072266,87.12033081054688,13.260000228881836,13.875500059127807,-0.7124481716894708
2015-06-25,51.32423400878906,87.03500366210938,14.010000228881836,13.910500049591064,-0.7183318614101916
2015-06-26,51.35512161254883,87.31417846679688,14.020000457763672,13.919500064849853,-0.7134298769118258
2015-06-29,50.505653381347656,85.71675872802734,18.850000381469727,14.1635000705719,-0.9561747323047738
2015-06-30,50.51338195800781,86.17427825927734,18.229999542236328,14.363000059127808,-0.9618294566583198
2015-07-01,51.09256362915039,86.90319061279297,16.09000015258789,14.484500074386597,-0.7899275709379922
2015-07-02,51.09256362915039,86.45343780517578,16.790000915527344,14.588500118255615,-0.7819442063209274
2015-07-06,50.93812561035156,86.32162475585938,17.010000228881836,14.728500127792358,-0.8288919201587885
2015-07-07,51.98066329956055,87.15908813476562,16.09000015258789,14.768500137329102,-0.5110410761440506
2015-07-08,51.316524505615234,86.07347869873047,19.65999984741211,15.028000116348267,-0.7037246707950727
2015-07-09,51.10029220581055,86.36814880371094,19.969999313354492,15.36550006866455,-0.7779637747387569
2015-07-10,51.463253021240234,87.70188903808594,16.829999923706055,15.564500045776366,-0.6858028151858026
2015-07-13,52.08104705810547,89.09766387939453,13.899999618530273,15.570500040054322,-0.513415332270451
2015-07-14,51.949771881103516,89.45439147949219,13.369999885559082,15.469500017166137,-0.5616427093335441
2015-07-15,51.6717643737793,89.62498474121094,13.229999542236328,15.39049997329712,-0.6533943674710376
2015-07-16,52.220054626464844,88.96587371826172,12.109999656677246,15.270999956130982,-0.4667129995340741
2015-07-17,52.127384185791016,88.76422882080078,11.949999809265137,15.208999967575073,-0.4927086059864966
2015-07-20,52.35906219482422,87.94229125976562,12.25,15.123499965667724,-0.4041808532824453
2015-07-21,51.986297607421875,88.29124450683594,12.220000267028809,15.097499990463257,-0.5293393494220677
2015-07-22,52.032901763916016,89.09766387939453,12.119999885559082,15.098000001907348,-0.528780458893127
2015-07-23,52.063961029052734,88.85729217529297,12.640000343322754,15.067000007629394,-0.5146014482868885
2015-07-24,52.032901763916016,88.08186340332031,13.739999771118164,15.053499984741212,-0.5107494306452911
2015-07-27,52.2658805847168,87.67864227294922,15.600000381469727,15.132499980926514,-0.4292389873790704
2015-07-28,53.112388610839844,89.05115509033203,13.4399995803833,14.861999940872192,-0.1834466301237796
2015-07-29,53.531742095947266,90.2375717163086,12.5,14.575499963760375,-0.07067339343416373
2015-07-30,52.82503890991211,90.30735778808594,12.130000114440918,14.377499961853028,-0.29744993963725835
2015-07-31,52.82503890991211,90.74939727783203,12.119999885559082,14.143999910354614,-0.30529638853544333
2015-08-03,53.13570022583008,90.64082336425781,12.5600004196167,13.921499919891357,-0.20422444675194404
2015-08-04,53.15898132324219,91.13707733154297,13.0,13.766999912261962,-0.20560328550705648
2015-08-05,53.648250579833984,91.50154113769531,12.510000228881836,13.40949993133545,-0.05592695152980927
2015-08-06,53.31430435180664,90.38489532470703,13.770000457763672,13.099499988555909,-0.1426817208544433
2015-08-07,53.19004821777344,90.67182922363281,13.390000343322754,12.927500009536743,-0.18743015774138158
2015-08-10,53.38418960571289,91.19135284423828,12.229999542236328,12.844000005722046,-0.13469355992549942
2015-08-11,53.01142501831055,91.26114654541016,13.710000038146973,12.86100001335144,-0.2548968175352097
2015-08-12,52.80949401855469,91.26114654541016,13.609999656677246,12.880000019073487,-0.3193412338074033
2015-08-13,52.545467376708984,92.29248046875,13.489999771118164,12.949000024795533,-0.42190965722825186
2015-08-14,52.64641571044922,92.8585433959961,12.829999923706055,12.993000030517578,-0.39974086198952047
2015-08-17,52.545467376708984,92.81975555419922,13.020000457763672,13.031500053405761,-0.4312690857617543
2015-08-18,52.56875991821289,95.22362518310547,13.789999961853027,13.110000038146973,-0.46650552028169767
2015-08-19,51.830970764160156,95.19261932373047,15.25,13.26650004386902,-0.7014137531729857
2015-08-20,51.24851608276367,93.47113800048828,19.139999389648438,13.591499996185302,-0.8567415339518408
2015-08-21,50.46413803100586,90.07473754882812,28.030000686645508,14.30600004196167,-1.0467805421026672
2015-08-24,48.11100769042969,87.26764678955078,40.7400016784668,15.563000106811524,-1.7479329530838386
2015-08-25,46.88395690917969,86.05023193359375,36.02000045776367,16.692000150680542,-2.1179250969139396
2015-08-26,48.32845687866211,89.8963623046875,30.31999969482422,17.583000135421752,-1.7251972250060348
2015-08-27,48.996341705322266,91.23789978027344,26.100000381469727,18.281500148773194,-1.5358609848225824
2015-08-28,49.198265075683594,91.12933349609375,26.049999237060547,18.978000116348266,-1.4694918909585297
2015-08-31,48.778892517089844,90.30735778808594,28.43000030517578,19.77150011062622,-1.5887402454968296
2015-09-01,47.582923889160156,88.12506866455078,31.399999618530273,20.691500091552733,-1.9316857472677997
2015-09-02,48.289634704589844,90.78278350830078,26.09000015258789,21.370500087738037,-1.7533214374137396
2015-09-03,48.86431884765625,90.87629699707031,25.610000610351562,21.96250009536743,-1.5715762100342847
2015-09-04,47.7304801940918,89.17723083496094,27.799999237060547,22.68300004005432,-1.903270982099319
2015-09-08,49.2603874206543,90.74381256103516,24.899999618530273,23.31650004386902,-1.442822904632485
2015-09-09,48.452720642089844,88.82653045654297,26.229999542236328,23.942500019073485,-1.6665494755150985
2015-09-10,48.09547424316406,89.2318115234375,24.3700008392334,24.480500078201295,-1.7877553353163438
2015-09-11,48.08772277832031,89.97224426269531,23.200000762939453,24.96600012779236,-1.8033722402897634
2015-09-14,48.23524856567383,89.41889953613281,24.25,25.537000131607055,-1.746468566519441
2015-09-15,48.48378372192383,90.54896545410156,22.540000915527344,26.013000154495238,-1.6872101674438456
2015-09-16,48.98081588745117,91.8271484375,21.350000381469727,26.391000175476073,-1.5512754006056255
2015-09-17,49.136146545410156,91.8973159790039,21.139999389648438,26.685500144958496,-1.5029485668693605
2015-09-18,48.68569564819336,89.72281646728516,22.280000686645508,26.84250020980835,-1.6081072303674597
2015-09-21,49.00410461425781,90.8607406616211,20.139999389648438,26.448000144958495,-1.5266887381112597
2015-09-22,48.27410125732422,90.25281524658203,22.440000534057617,25.53300008773804,-1.748871559929037
2015-09-23,48.22749710083008,90.5411605834961,22.1299991607666,24.838500022888184,-1.7688631381423967
2015-09-24,48.34397888183594,90.67367553710938,23.469999313354492,24.496000003814697,-1.734041266741396
2015-09-25,49.03517532348633,90.98542785644531,23.6200008392334,24.37200002670288,-1.5189860754587232
2015-09-28,48.27410125732422,88.9278564453125,27.6299991607666,24.451000022888184,-1.7253527979914183
2015-09-29,48.98081588745117,88.00041961669922,26.829999923706055,24.371000003814697,-1.4833488174922442
2015-09-30,49.28368377685547,90.01117706298828,24.5,24.026000022888184,-1.422383396349668
2015-10-01,49.485626220703125,91.2114486694336,22.549999237060547,23.848999977111816,-1.3792408220892607
2015-10-02,49.92050552368164,91.81937408447266,20.940000534057617,23.61549997329712,-1.2512441203224542
2015-10-05,50.751487731933594,92.90272521972656,19.540000915527344,23.20250005722046,-1.0052739025959951
2015-10-06,50.316585540771484,92.49742126464844,19.399999618530273,22.92750005722046,-1.1368745534871805
2015-10-07,50.751487731933594,93.25344848632812,18.399999618530273,22.536000061035157,-1.0114994373109496
2015-10-08,51.17862319946289,94.35235595703125,17.420000076293945,22.188500022888185,-0.894689316107379
2015-10-09,51.52033233642578,94.56280517578125,17.079999923706055,21.882499980926514,-0.7893715881244078
2015-10-12,51.450435638427734,95.00704193115234,16.170000076293945,21.478499984741212,-0.8195639262667717
2015-10-13,51.232994079589844,94.7810287475586,17.670000076293945,21.23499994277954,-0.8849465336371579
2015-10-14,51.0621337890625,93.73665618896484,18.030000686645508,21.06899995803833,-0.9209368208677152
2015-10-15,51.6989631652832,94.93690490722656,16.049999237060547,20.814499950408937,-0.7390036865882286
2015-10-16,52.12610626220703,95.66173553466797,15.050000190734863,20.452999925613405,-0.6155510567332587
2015-10-19,52.22704315185547,95.94232177734375,14.979999542236328,20.194999933242798,-0.5883185424860448
2015-10-20,52.0794792175293,95.7474594116211,15.75,19.860499906539918,-0.6319532949276592
2015-10-21,52.19664764404297,96.09821319580078,16.700000762939453,19.58899998664856,-0.6007861486056356
2015-10-22,53.610321044921875,96.92432403564453,14.449999809265137,19.138000011444092,-0.16428925105805822
2015-10-23,53.844642639160156,97.11917877197266,14.460000038146973,18.67999997138977,-0.09296645614821808
2015-10-26,53.672813415527344,97.43095397949219,15.289999961853027,18.063000011444093,-0.15333835300200466
2015-10-27,53.85244369506836,97.01007843017578,15.430000305175781,17.493000030517578,-0.08854022883497638
2015-10-28,53.75871276855469,96.50347900390625,14.329999923706055,16.984500026702882,-0.10946116561703567
2015-10-29,54.07112503051758,96.35537719726562,14.609999656677246,16.587500047683715,-0.007128783276835935
2015-10-30,51.82175064086914,96.36321258544922,15.069999694824219,16.294000005722047,-0.7251349575107654
2015-11-02,52.712135314941406,96.96332550048828,14.149999618530273,16.024499940872193,-0.4516292411806216
2015-11-03,53.1104621887207,97.93754577636719,14.539999961853027,15.78149995803833,-0.34179984933687907
2015-11-04,52.70431900024414,97.71929168701172,15.510000228881836,15.636999988555909,-0.46754256978892533
2015-11-05,52.79804992675781,97.98431396484375,15.050000190734863,15.518499994277954,-0.44233350311314507
2015-11-06,51.407798767089844,98.18696594238281,14.329999923706055,15.380999994277953,-0.8896165254659452
2015-11-09,51.368736267089844,97.0334701538086,16.520000457763672,15.398500013351441,-0.8816077648059728
2015-11-10,51.845176696777344,97.62577819824219,15.289999961853027,15.279500007629395,-0.7400699956571157
2015-11-11,51.899845123291016,97.19712829589844,16.059999465942383,15.180999946594238,-0.7150142953013537
2015-11-12,50.97822952270508,96.49568176269531,18.3700008392334,15.29700002670288,-0.996688345238539
2015-11-13,50.42368698120117,93.52621459960938,20.079999923706055,15.54850001335144,-1.120955775293653
2015-11-16,51.21253967285156,94.18089294433594,18.15999984741211,15.70750002861023,-0.8808216217637308
2015-11-17,51.017276763916016,98.34281158447266,18.84000015258789,15.862000036239625,-1.0170143687729216
2015-11-18,51.595252990722656,98.62340545654297,16.850000381469727,15.869500017166137,-0.8375392849722985
2015-11-19,51.845176696777344,98.872802734375,16.989999771118164,15.996500015258789,-0.7622053806725398
2015-11-20,51.626495361328125,101.48374938964844,15.470000267028809,16.047000026702882,-0.8783412798031506
2015-11-23,52.243499755859375,103.26854705810547,15.619999885559082,16.063500022888185,-0.71311117735445
2015-11-24,52.1888313293457,104.12588500976562,15.930000305175781,16.088500022888184,-0.7457763310514863
2015-11-25,51.88423156738281,104.94422912597656,15.1899995803833,16.131500005722046,-0.8575126030240287
2015-11-27,51.98575973510742,105.01435852050781,15.119999885559082,16.157000017166137,-0.8263556607247688
2015-11-30,51.29844284057617,104.34410095214844,16.1299991607666,16.209999990463256,-1.0338090610551987
2015-12-01,51.41561508178711,105.23651885986328,14.670000076293945,16.23600001335144,-1.0122555393385602
2015-12-02,51.29844284057617,104.75116729736328,15.90999984741211,16.304500007629393,-1.0410347170203134
2015-12-03,51.2203483581543,102.4966049194336,18.110000610351562,16.43450002670288,-1.025938103992236
2015-12-04,51.81393051147461,105.31478881835938,14.8100004196167,16.42250003814697,-0.8865261790681968
2015-12-07,51.81393051147461,104.8451156616211,15.84000015258789,16.498000049591063,-0.8781892170802222
2015-12-08,51.68898010253906,104.77466583251953,17.600000381469727,16.552000045776367,-0.916815463757982
2015-12-09,51.61085510253906,103.25594329833984,19.610000610351562,16.768000078201293,-0.9147901601180238
2015-12-10,51.64991760253906,103.75695037841797,19.34000015258789,16.93200011253357,-0.9112168801987718
2015-12-11,50.931358337402344,102.11299133300781,24.389999389648438,17.23300004005432,-1.1113572475761389
2015-12-14,51.43122482299805,103.3420639038086,22.729999542236328,17.365500020980836,-0.9736461962561616
2015-12-15,52.1419677734375,102.7784423828125,20.950000762939453,17.5050000667572,-0.7368145402670226
2015-12-16,53.368202209472656,104.03875732421875,17.860000610351562,17.456000089645386,-0.36784442606439044
2015-12-17,52.5871467590332,102.82540130615234,18.940000534057617,17.56050009727478,-0.5955733198882049
2015-12-18,51.21253967285156,101.9955825805664,20.700000762939453,17.746000146865846,-1.0195367463357394
2015-12-21,51.53277587890625,102.79408264160156,18.700000762939453,17.907500171661376,-0.931510138527507
2015-12-22,52.00137710571289,103.24029541015625,16.600000381469727,17.956500196456908,-0.7898809055846373
2015-12-23,52.45439910888672,104.20317077636719,15.569999694824219,17.93850016593933,-0.6623946891077328
2015-12-24,52.32161331176758,104.03875732421875,15.739999771118164,17.966000175476076,-0.7018536206462404
2015-12-28,52.243499755859375,103.8665771484375,16.90999984741211,18.055500173568724,-0.7237265469135461
2015-12-29,52.83710479736328,104.66504669189453,16.079999923706055,18.0530002117157,-0.5484562546997942
2015-12-30,52.743377685546875,104.39105224609375,17.290000915527344,18.184000253677368,-0.5735048429358779
2015-12-31,52.03264236450195,103.52993774414062,18.209999084472656,18.299000215530395,-0.7850442004831965
2016-01-04,50.54084396362305,102.606201171875,20.700000762939453,18.42850022315979,-1.2447410597642217
2016-01-05,50.7673454284668,102.10517120361328,19.34000015258789,18.65500020980835,-1.1635616431776437
2016-01-06,50.09565734863281,101.04834747314453,20.59000015258789,18.89250020980835,-1.3591654852177737
2016-01-07,49.213077545166016,98.16754150390625,24.989999771118164,19.262000179290773,-1.5896967680428398
2016-01-08,48.85380172729492,96.99325561523438,27.010000228881836,19.632000160217284,-1.68351209868937
2016-01-11,49.056880950927734,98.4649887084961,24.299999237060547,19.880000114440918,-1.6448253253075344
2016-01-12,49.5020751953125,99.80364227294922,22.469999313354492,19.78400011062622,-1.5265075396627417
2016-01-13,49.13498306274414,95.03617858886719,25.219999313354492,19.908500099182127,-1.559036453653411
2016-01-14,49.61923599243164,93.64273834228516,23.950000762939453,20.05850009918213,-1.3797572511397695
2016-01-15,49.478633880615234,93.33744812011719,27.020000457763672,20.516500091552736,-1.419210045737802
2016-01-19,50.21280288696289,93.7523193359375,26.049999237060547,20.87200002670288,-1.1922709750001548
2016-01-20,48.77570724487305,91.16899108886719,27.59000015258789,21.216499996185302,-1.6050512701574844
2016-01-21,50.017303466796875,94.11243438720703,26.690000534057617,21.61599998474121,-1.2610550561222003
2016-01-22,50.771690368652344,96.100830078125,22.34000015258789,21.90299997329712,-1.055594572569025
2016-01-25,50.237335205078125,95.27883911132812,24.149999618530273,22.33199996948242,-1.2115382942126882
2016-01-26,50.55166244506836,95.66242218017578,22.5,22.669999980926512,-1.1180324690761636
2016-01-27,50.52809143066406,95.16928100585938,23.110000610351562,22.980000019073486,-1.1168014084766285
2016-01-28,51.09386444091797,95.72508239746094,22.420000076293945,23.297000026702882,-0.9461059565402433
2016-01-29,53.06626892089844,98.44935607910156,20.200000762939453,23.442500019073485,-0.36498864315744417
2016-02-01,52.0211296081543,99.0364990234375,19.979999542236328,23.53100004196167,-0.7089573326784344
2016-02-02,51.36104202270508,98.06576538085938,21.979999542236328,23.594999980926513,-0.9023871312716794
2016-02-03,51.88753890991211,96.90717315673828,21.649999618530273,23.710499954223632,-0.7137948434417831
2016-02-04,51.856109619140625,94.80918884277344,21.84000015258789,23.772999954223632,-0.686584813331603
2016-02-05,52.013275146484375,91.14550018310547,23.3799991607666,23.692499923706055,-0.571394355933682
2016-02-08,51.91897201538086,87.56010437011719,26.0,23.641999912261962,-0.5378475436661293
2016-02-09,51.7696647644043,89.13362121582031,26.540000915527344,23.753999996185303,-0.6134283824867472
2016-02-10,51.71465301513672,89.50153350830078,26.290000915527344,23.945000076293944,-0.637515524488244
2016-02-11,50.63808822631836,88.6717300415039,28.139999389648438,24.091000080108643,-0.9663617712665156
2016-02-12,51.62821578979492,91.05938720703125,25.399999618530273,24.163500022888183,-0.6927539447988451
2016-02-16,51.71465301513672,93.49398040771484,24.110000610351562,24.018000030517577,-0.7083836964539938
2016-02-17,52.696922302246094,94.88744354248047,22.309999465942383,23.83100004196167,-0.4196362646925616
2016-02-18,52.822669982910156,93.9167251586914,21.639999389648438,23.533500003814698,-0.3622742562894834
2016-02-19,53.01127243041992,95.26321411132812,20.530000686645508,23.22550001144409,-0.32598445874602633
2016-02-22,53.12914276123047,96.17127990722656,19.3799991607666,23.07749996185303,-0.3044859069644727
2016-02-23,52.80694580078125,97.48645782470703,20.979999542236328,22.91899995803833,-0.4306572412082741
2016-02-24,52.115440368652344,98.33192443847656,20.719999313354492,22.829999923706055,-0.6663523291391428
2016-02-25,52.97985076904297,99.3104476928711,19.110000610351562,22.629999923706055,-0.40785305849485104
2016-02-26,52.08400344848633,98.84075164794922,19.809999465942383,22.499499893188478,-0.6854171006713614
2016-02-29,51.5810661315918,97.16551208496094,20.549999237060547,22.516999816894533,-0.8161884650979685
2016-03-01,52.909095764160156,98.40235900878906,17.700000762939453,22.402999877929688,-0.41431478224751883
2016-03-02,52.71266174316406,98.31625366210938,17.09000015258789,22.158499908447265,-0.47547647024116013
2016-03-03,53.12914276123047,99.26349639892578,16.700000762939453,21.910999965667724,-0.3593744842230043
2016-03-04,53.56135177612305,98.29277038574219,16.860000610351562,21.66199998855591,-0.20420803190122866
2016-03-07,53.09770584106445,98.77030944824219,17.350000381469727,21.360500049591064,-0.3606529423481518
2016-03-08,53.06626892089844,99.7463607788086,18.670000076293945,20.994000053405763,-0.38801120411190876
2016-03-09,53.41990280151367,99.20323181152344,18.34000015258789,20.584000015258788,-0.26551136865760705
2016-03-10,53.61634826660156,99.0930404663086,18.049999237060547,20.17199993133545,-0.20086165199690087
2016-03-11,53.72635269165039,101.11597442626953,16.5,19.589999961853028,-0.20166296677633577
2016-03-14,53.624202728271484,101.41508483886719,16.920000076293945,19.165999984741212,-0.2395725631200602
2016-03-15,53.89923095703125,102.09989929199219,16.84000015258789,18.802499961853027,-0.16395568102630623
2016-03-16,53.969970703125,102.682373046875,14.989999771118164,18.436499977111815,-0.15171897933351358
2016-03-17,54.89723587036133,103.02086639404297,14.4399995803833,18.07649998664856,0.13820070034234247
2016-03-18,55.38443374633789,103.39082336425781,14.020000457763672,17.75099997520447,0.2871184655560397
2016-03-21,55.34512710571289,103.12317657470703,13.789999961853027,17.47150001525879,0.2793249943512005
