Date,KO,TXN,VIX,AvgVIX,zscore
2020-01-30,48.63010025024414,104.39791107177734,15.489999771118164,13.696000051498412,1.3618248991181785
2020-01-31,48.25005340576172,101.2345962524414,18.84000015258789,14.014500045776368,1.4059336645903806
2020-02-03,48.39876174926758,103.54204559326172,17.969999313354492,14.211999988555908,1.347045269513184
2020-02-04,48.61357116699219,106.1180419921875,16.049999237060547,14.32199993133545,1.2914459662916717
2020-02-05,48.62184524536133,111.12731170654297,15.149999618530273,14.389999914169312,1.0982179680668076
2020-02-06,48.73751449584961,111.1944580078125,14.960000038146973,14.465499925613404,1.1196486641965684
2020-02-07,48.90275192260742,107.98915100097656,15.470000267028809,14.611999940872192,1.2787384405415831
2020-02-10,49.36542892456055,108.7862777709961,15.039999961853027,14.735999917984008,1.3438917451454504
2020-02-11,49.23322296142578,109.66730499267578,15.180000305175781,14.878999948501587,1.282123129083164
2020-02-12,49.084510803222656,111.11053466796875,13.739999771118164,14.946499919891357,1.1950439391771543
2020-02-13,49.249752044677734,111.4377670288086,14.149999618530273,15.032999897003174,1.2166571511699937
2020-02-14,49.53066635131836,110.934326171875,13.680000305175781,15.100999927520752,1.2946426814788745
2020-02-18,49.183650970458984,110.12040710449219,14.829999923706055,15.237499904632568,1.2541851617283792
2020-02-19,49.3819465637207,111.70628356933594,14.380000114440918,15.313999891281128,1.2336860982650677
2020-02-20,49.340641021728516,110.31340789794922,15.5600004196167,15.446499919891357,1.2793071686590323
2020-02-21,49.67937469482422,107.83812713623047,17.079999923706055,15.651499938964843,1.446050399557325
2020-02-24,48.45659255981445,101.89747619628906,25.030000686645508,16.174999952316284,1.4230688215300586
2020-02-25,47.77085876464844,99.32988739013672,27.850000381469727,16.655999994277956,1.3804511322376547
2020-02-26,47.58909225463867,99.67391967773438,27.559999465942383,17.219999933242796,1.3292789611983458
2020-02-27,45.38313293457031,94.92472839355469,39.15999984741211,18.35849995613098,1.0555584227295327
2020-02-28,44.19340515136719,95.77222442626953,40.11000061035156,19.589499998092652,0.7752705225673528
2020-03-02,46.20106887817383,99.824951171875,33.41999816894531,20.318499898910524,1.0348764971762425
