Date,SHEL,BAC,VIX,AvgVIX,zscore
2020-01-30,42.153472900390625,28.733768463134766,15.489999771118164,13.696000051498412,3.6644248752160675
2020-01-31,40.83029556274414,28.17591094970703,18.84000015258789,14.014500045776368,3.3478052970544288
2020-02-03,40.11783218383789,28.296070098876953,17.969999313354492,14.211999988555908,3.0973637077139293
2020-02-04,40.438838958740234,28.853923797607422,16.049999237060547,14.32199993133545,3.0938421841375323
2020-02-05,41.45665740966797,29.789396286010742,15.149999618530273,14.389999914169312,3.2411181098049235
2020-02-06,40.822471618652344,29.755069732666016,14.960000038146973,14.465499925613404,3.045055070965707
2020-02-07,40.54844284057617,29.70357322692871,15.470000267028809,14.611999940872192,2.967308211537319
2020-02-10,40.235267639160156,29.772220611572266,15.039999961853027,14.735999917984008,2.8542127178485073
2020-02-11,40.705047607421875,29.840890884399414,15.180000305175781,14.878999948501587,2.9912266831419645
2020-02-12,41.221778869628906,29.969627380371094,13.739999771118164,14.946499919891357,3.131818569073934
2020-02-13,40.64780044555664,29.961044311523438,14.149999618530273,15.032999897003174,2.9500939828679664
2020-02-14,40.24922180175781,29.909557342529297,13.680000305175781,15.100999927520752,2.8325580493619276
2020-02-18,40.02602005004883,29.411775588989258,14.829999923706055,15.237499904632568,2.8559015503120255
2020-02-19,40.03398895263672,29.79798126220703,14.380000114440918,15.313999891281128,2.7850165936787166
2020-02-20,39.555686950683594,29.909557342529297,15.5600004196167,15.446499919891357,2.6110094202238683
2020-02-21,39.19696807861328,29.4890193939209,17.079999923706055,15.651499938964843,2.576375558174771
2020-02-24,37.69029235839844,28.09009552001953,25.030000686645508,16.174999952316284,2.361052540984857
2020-02-25,36.5901985168457,26.67400360107422,27.850000381469727,16.655999994277956,2.2788756916799096
2020-02-26,36.47063446044922,26.287790298461914,27.559999465942383,17.219999933242796,2.314113200657575
2020-02-27,35.027740478515625,25.00043487548828,39.15999984741211,18.35849995613098,2.097952268031567
2020-02-28,35.0994873046875,24.459749221801758,40.11000061035156,19.589499998092652,2.2236740990770456
2020-03-02,35.73722839355469,25.206411361694336,33.41999816894531,20.318499898910524,2.285434062367032
2020-03-03,35.04369354248047,23.816072463989258,36.81999969482422,21.26099991798401,2.328235339708056
2020-03-04,36.11190414428711,24.365345001220703,31.989999771118164,22.05799994468689,2.5650384817853364
2020-03-05,34.86034393310547,23.130233764648438,39.619998931884766,23.281499910354615,2.4000654580683736
2020-03-06,33.377601623535156,22.2060546875,41.939998626708984,24.630499839782715,2.1021230740677095
2020-03-09,27.645931243896484,18.941225051879883,54.459999084472656,26.57999978065491,0.8919031529444645
2020-03-10,29.463489532470703,20.39226722717285,47.29999923706055,28.192999744415282,1.1966276913878426
2020-03-11,27.494470596313477,19.58036994934082,53.900001525878906,30.12899980545044,0.7219964717259078
2020-03-12,23.381061553955078,17.71474838256836,75.47000122070312,33.21549987792969,-0.23730861540711778
2020-03-13,23.97893714904785,20.867305755615234,57.83000183105469,35.39949998855591,-0.645724740163224
2020-03-16,20.18440055847168,17.654293060302734,82.69000244140625,38.850000095367434,-1.2469824189684258
2020-03-17,20.45543670654297,18.984405517578125,75.91000366210938,41.9040002822876,-1.4132991898129077
2020-03-18,17.234859466552734,17.956592559814453,76.44999694824219,45.007500123977664,-2.246685973113325
2020-03-19,19.16402244567871,18.310714721679688,72.0,47.829500102996825,-1.6977483229611912
2020-03-20,19.99307632446289,16.989233016967773,66.04000091552734,50.27750015258789,-1.181650499221995
2020-03-23,21.38813018798828,15.615934371948242,61.59000015258789,52.10550012588501,-0.4748927282649883
2020-03-24,25.597198486328125,18.163883209228516,61.66999816894531,53.796500015258786,0.38523733356514844
2020-03-25,27.374893188476562,18.224340438842773,63.95000076293945,55.61600008010864,0.9416241997714376
2020-03-26,27.845224380493164,19.623558044433594,61.0,56.708000087738036,0.8258327216129047
2020-03-27,25.222530364990234,18.656198501586914,65.54000091552734,57.97950010299682,0.17194458889348357
2020-03-30,26.657438278198242,19.036230087280273,57.08000183105469,59.16250028610229,0.5580669795482689
2020-03-31,27.813331604003906,18.33662986755371,53.540000915527344,59.99850034713745,1.0603326949908332
2020-04-01,28.148151397705078,17.075611114501953,57.060001373291016,61.252000427246095,1.407052180688002
2020-04-02,31.057825088500977,17.766576766967773,50.90999984741211,61.81650047302246,2.2051672431866036
2020-04-03,28.889524459838867,17.300168991088867,46.79999923706055,62.059500503540036,1.6011866921269846
2020-04-06,29.758440017700195,18.474817276000977,45.2400016784668,61.598500633239745,1.6554205051965887
2020-04-07,29.70263671875,19.122608184814453,46.70000076293945,61.568500709533694,1.514427519357197
2020-04-08,30.348350524902344,20.254066467285156,43.349998474121094,61.041000556945804,1.5055717435112241
2020-04-09,30.220802307128906,21.47190284729004,41.66999816894531,59.35100040435791,1.2332752530562634
2020-04-13,29.790325164794922,20.66001319885254,41.16999816894531,58.51800022125244,1.2501273650848352
2020-04-14,29.503341674804688,20.495908737182617,37.7599983215332,56.27150001525879,1.1896526802405272
2020-04-15,27.390836715698242,19.16579246520996,40.84000015258789,54.51799983978272,0.7677158297542844
2020-04-16,25.987810134887695,18.500730514526367,40.11000061035156,52.70100002288818,0.44597168269518117
2020-04-17,28.283672332763672,20.107234954833984,38.150001525878906,51.00850009918213,0.8739310867770971
2020-04-20,26.6893253326416,19.43354034423828,43.83000183105469,49.898000144958495,0.49271128669290276
2020-04-21,26.25088119506836,18.690752029418945,45.40999984741211,49.089000129699706,0.4938798807604602
2020-04-22,27.789426803588867,18.828943252563477,41.97999954223633,48.104500198364256,0.9590911101028915
2020-04-23,28.028579711914062,18.8893985748291,41.380001068115234,46.976000213623045,1.0239935566664478
2020-04-24,27.924936294555664,19.157154083251953,35.93000030517578,45.722500228881835,0.9399755544503186
2020-04-27,28.554712295532227,20.271347045898438,33.290000915527344,44.11000022888184,0.9293111860532398
2020-04-28,28.698200225830078,20.63410186767578,33.56999969482422,42.93450012207031,0.9061763628456481
2020-04-29,30.300518035888672,21.402807235717773,31.229999542236328,41.81900005340576,1.2718777043577667
2020-04-30,26.410314559936523,20.772296905517578,34.150001525878906,40.673500061035156,0.14903934963585752
2020-05-01,24.94352149963379,19.934497833251953,37.189998626708984,39.9875,-0.16023179829887452
