Date,KLAC,UPS,VIX,AvgVIX,zscore
2022-06-02,358.0367126464844,153.2570037841797,24.719999313354492,29.088000297546387,-0.44028323720286083
2022-06-03,349.0513000488281,154.43931579589844,24.790000915527344,28.76750030517578,-0.538379259044214
2022-06-06,349.0802917480469,155.78814697265625,25.06999969482422,28.51150026321411,-0.49740053086608765
2022-06-07,353.6547546386719,154.45594787597656,24.020000457763672,27.975000286102294,-0.4694132511332182
2022-06-08,348.1268005371094,149.40208435058594,23.959999084472656,27.523500156402587,-0.7035545476888568
2022-06-09,336.6663513183594,146.99586486816406,26.09000015258789,27.200000095367432,-0.9463368867757447
2022-06-10,321.33447265625,144.08175659179688,27.75,26.999000072479248,-1.2619657946462512
2022-06-13,302.2851867675781,143.8070068359375,34.02000045776367,27.256500053405762,-1.553540370854743
2022-06-14,304.7795104980469,145.00592041015625,32.689998626708984,27.517500019073488,-1.4804020864574579
2022-06-15,311.8290710449219,146.43800354003906,29.6200008392334,27.69350004196167,-1.332505539321815
2022-06-16,298.9336853027344,143.36572265625,32.95000076293945,27.79300012588501,-1.6166519635600252
2022-06-17,300.40716552734375,142.43321228027344,31.1299991607666,27.882000064849855,-1.6227696823998852
2022-06-21,315.13232421875,145.28903198242188,30.190000534057617,27.920000076293945,-1.3179165956641572
2022-06-22,312.455078125,146.66281127929688,28.950000762939453,27.943500137329103,-1.3164370927407167
2022-06-23,308.8146667480469,148.72769165039062,29.049999237060547,27.923500061035156,-1.3085071483977753
2022-06-24,326.95867919921875,152.6159210205078,27.229999542236328,27.866499996185304,-0.9217707881440025
2022-06-27,326.0823059082031,151.3753662109375,26.950000762939453,27.839000034332276,-0.9720974882648848
2022-06-28,317.89630126953125,149.80172729492188,28.360000610351562,27.971000099182127,-1.1411514265869223
2022-06-29,308.72796630859375,150.80918884277344,28.15999984741211,28.069500064849855,-1.2472242292132292
2022-06-30,307.2930603027344,151.98312377929688,28.709999084472656,28.220499992370605,-1.2332752832774356
2022-07-01,285.3160400390625,154.02304077148438,26.700000762939453,28.319500064849855,-1.4988115596254872
2022-07-05,284.64190673828125,153.7232666015625,27.540000915527344,28.457000064849854,-1.517849359527199
2022-07-06,282.176513671875,154.1728973388672,26.729999542236328,28.54000005722046,-1.5410000741040608
2022-07-07,302.5644836425781,155.0221405029297,26.079999923706055,28.643000030517577,-1.2122455988954013
2022-07-08,305.1357727050781,154.3643798828125,24.639999389648438,28.677000045776367,-1.1937765626990353
2022-07-11,301.60137939453125,153.7316131591797,26.170000076293945,28.68100004196167,-1.265364463311376
2022-07-12,302.1888427734375,149.34378051757812,27.290000915527344,28.65800008773804,-1.3885309713400413
2022-07-13,301.55328369140625,148.1365203857422,26.81999969482422,28.298000049591064,-1.434275222655658
2022-07-14,307.30267333984375,148.43626403808594,26.399999618530273,27.98350009918213,-1.3397553238882602
2022-07-15,314.1789855957031,152.02479553222656,24.229999542236328,27.714000034332276,-1.1296099366853836
2022-07-18,317.31854248046875,149.9349365234375,25.299999237060547,27.33149995803833,-1.1457398533220802
2022-07-19,332.8141784667969,154.70574951171875,24.5,27.0,-0.7718605720910711
2022-07-20,343.2826232910156,155.5716552734375,23.8799991607666,26.68449993133545,-0.5901358110584274
2022-07-21,347.2215576171875,155.70486450195312,23.110000610351562,26.392499923706055,-0.527548592562336
2022-07-22,340.9423522949219,156.51248168945312,23.030000686645508,26.091499996185302,-0.5966596637228891
2022-07-25,337.6486511230469,156.45419311523438,23.360000610351562,25.898000049591065,-0.6473982831501064
2022-07-26,333.1319274902344,151.14222717285156,24.690000534057617,25.785000038146972,-0.8742586817667668
2022-07-27,347.7993469238281,153.115478515625,23.239999771118164,25.528999996185302,-0.596795438547213
2022-07-28,356.3127746582031,156.7289581298828,22.329999923706055,25.2375,-0.36155167144070405
2022-07-29,369.3719177246094,162.26576232910156,21.329999923706055,24.86850004196167,-0.0008830910441849042
2022-08-01,371.39434814453125,162.6404266357422,22.84000015258789,24.675500011444093,0.04045888475543692
2022-08-02,368.55328369140625,161.13345336914062,23.93000030517578,24.494999980926515,-0.047097044848712584
2022-08-03,381.30413818359375,161.04183959960938,21.950000762939453,24.25600004196167,0.13978919601489473
2022-08-04,382.7198181152344,161.95773315429688,21.440000534057617,24.024000072479247,0.18837714779421913
2022-08-05,381.1212158203125,163.82273864746094,21.149999618530273,23.84950008392334,0.22066591982897005
2022-08-08,373.35894775390625,163.26487731933594,21.290000915527344,23.60550012588501,0.08844964639627692
2022-08-09,345.0835266113281,163.73114013671875,21.770000457763672,23.329500102996825,-0.3180671691144462
2022-08-10,360.67547607421875,168.49363708496094,19.739999771118164,22.975500106811523,0.05699456782489649
2022-08-11,358.9804382324219,170.2087860107422,20.200000762939453,22.665500164031982,0.08334420342749123
2022-08-12,368.40313720703125,171.86968994140625,19.530000686645508,22.43050022125244,0.2734144816240565
2022-08-15,371.41839599609375,172.7001495361328,19.950000762939453,22.163000297546386,0.3432243180022088
2022-08-16,367.9489440917969,173.0944061279297,19.690000534057617,21.922500324249267,0.30347587220575617
2022-08-17,362.49822998046875,171.94517517089844,19.899999618530273,21.723500347137453,0.18786145550878364
2022-08-18,369.1956481933594,174.52041625976562,19.559999465942383,21.546000289916993,0.36488542722660205
2022-08-19,359.32830810546875,174.83917236328125,20.600000381469727,21.424500274658204,0.22771315467122086
2022-08-22,347.7215270996094,173.13633728027344,23.799999237060547,21.44650020599365,0.0038990689919206293
2022-08-23,350.2826232910156,172.18846130371094,24.110000610351562,21.41750020980835,0.013495280914283665
2022-08-24,350.4952697753906,170.31784057617188,22.81999969482422,21.396500205993654,-0.039575265622102625
2022-08-25,364.0736083984375,171.96194458007812,21.780000686645508,21.369000244140626,0.21179577335889205
2022-08-26,347.1224060058594,166.87020874023438,25.559999465942383,21.580500221252443,-0.1933791222554833
2022-08-29,341.51708984375,165.4777374267578,26.209999084472656,21.74900016784668,-0.31860500401010383
2022-08-30,335.4865417480469,163.6155242919922,26.209999084472656,21.863000106811523,-0.4642762768702493
2022-08-31,332.5776062011719,163.1625518798828,25.8700008392334,22.059000110626222,-0.5211570603404452
2022-09-01,325.793212890625,164.9241180419922,25.559999465942383,22.26500005722046,-0.5691047738708978
2022-09-02,323.9956970214844,164.45436096191406,25.469999313354492,22.48100004196167,-0.6099602588786995
2022-09-06,319.4825134277344,164.37889099121094,26.90999984741211,22.761999988555907,-0.6793524290117392
2022-09-07,326.4794616699219,164.65565490722656,24.639999389648438,22.905499935150146,-0.5669687032439882
2022-09-08,339.303955078125,164.52146911621094,23.610000610351562,23.098999977111816,-0.38026701711655886
2022-09-09,346.6294860839844,166.66891479492188,22.790000915527344,23.228499984741212,-0.2067613429962684
2022-09-12,345.46978759765625,167.91038513183594,23.8700008392334,23.445499992370607,-0.1866891064757622
2022-09-13,329.2434387207031,161.6526336669922,27.270000457763672,23.811499977111815,-0.6161353164898988
2022-09-14,334.9743347167969,160.18466186523438,26.15999984741211,24.13499994277954,-0.5750301931691155
2022-09-15,326.0348205566406,155.18519592285156,26.270000457763672,24.45349998474121,-0.8582755088836429
2022-09-16,324.2663269042969,148.23126220703125,26.299999237060547,24.79049997329712,-1.0936217638478287
2022-09-19,323.1259460449219,151.01617431640625,25.760000228881836,25.048499965667723,-1.0268644427763114
2022-09-20,318.8253479003906,147.36720275878906,27.15999984741211,25.216499996185302,-1.2005187826814352
2022-09-21,312.0216369628906,145.8153839111328,27.989999771118164,25.41049995422363,-1.3483582746834624
2022-09-22,302.5602722167969,140.80752563476562,27.350000381469727,25.636999988555907,-1.6396172274264786
2022-09-23,297.27392578125,137.8463897705078,29.920000076293945,26.04399995803833,-1.807255158737863
2022-09-26,293.37921142578125,135.68222045898438,32.2599983215332,26.37899990081787,-1.9302378894582577
2022-09-27,298.0277099609375,138.2154998779297,32.599998474121094,26.698499870300292,-1.7849484067950376
2022-09-28,305.09234619140625,140.18675231933594,30.18000030517578,26.89699993133545,-1.6206195430509525
2022-09-29,300.279541015625,138.67686462402344,31.84000015258789,27.195499897003174,-1.7375882898346147
2022-09-30,292.4707336425781,135.50604248046875,31.6200008392334,27.498499965667726,-1.94904558098621
2022-10-03,305.9040832519531,136.80624389648438,30.100000381469727,27.730000019073486,-1.710169066580025
2022-10-04,316.3028869628906,141.67147827148438,29.06999969482422,27.83800001144409,-1.4092552707197747
2022-10-05,318.00384521484375,140.86624145507812,28.549999237060547,28.033500003814698,-1.408163764430432
2022-10-06,316.4962158203125,138.91171264648438,30.520000457763672,28.378999996185303,-1.4893419243916488
2022-10-07,303.6136779785156,133.49282836914062,31.360000610351562,28.807499980926515,-1.8438390800865234
2022-10-10,289.291259765625,133.99612426757812,32.45000076293945,29.236499977111816,-2.0417231179226936
2022-10-11,271.48956298828125,133.7193145751953,33.630001068115234,29.554500007629393,-2.314804538063115
2022-10-12,265.58465576171875,133.7780303955078,33.56999969482422,29.925,-2.4008616734642927
2022-10-13,269.1894836425781,137.2843475341797,31.940000534057617,30.2085000038147,-2.241843719560606
2022-10-14,254.8476104736328,135.6234893798828,32.02000045776367,30.494500064849852,-2.505074267158321
2022-10-17,254.38372802734375,138.1735382080078,31.3700008392334,30.77500009536743,-2.435315836849514
2022-10-18,259.7377624511719,140.0777130126953,30.5,30.942000102996825,-2.2984447623983137
2022-10-19,262.830322265625,139.07110595703125,30.760000228881836,31.08050012588501,-2.282709754392807
2022-10-20,267.7108154296875,135.03628540039062,29.979999542236328,31.21200008392334,-2.331415123767427
2022-10-21,280.87359619140625,138.86978149414062,29.690000534057617,31.200500106811525,-2.020408724914479
2022-10-24,285.47381591796875,140.5474395751953,29.850000381469727,31.08000020980835,-1.901558321912609
2022-10-25,294.63555908203125,140.0861053466797,28.459999084472656,30.87300024032593,-1.7791662913226671
2022-10-26,296.1141662597656,141.7554168701172,27.280000686645508,30.728000259399415,-1.7069937576654592
2022-10-27,298.5399475097656,139.65829467773438,27.389999389648438,30.50550022125244,-1.733957820838559
2022-10-28,310.707275390625,140.22869873046875,25.75,30.212000179290772,-1.5358491463984516
2022-10-31,305.8268127441406,140.7319793701172,25.8799991607666,30.001000118255615,-1.5933058030871299
2022-11-01,310.3980712890625,140.4215850830078,25.809999465942383,29.838000106811524,-1.534649458009285
2022-11-02,301.9320983886719,138.0561065673828,25.860000610351562,29.703500175476073,-1.7316709768492595
2022-11-03,303.8842468261719,137.5779571533203,25.299999237060547,29.442500114440918,-1.7170109279405512
2022-11-04,317.01812744140625,138.9872283935547,24.549999237060547,29.102000045776368,-1.4793095663644422
2022-11-07,325.85125732421875,141.87283325195312,24.350000381469727,28.69700002670288,-1.2611917692708756
2022-11-08,330.6447448730469,141.5875701904297,25.540000915527344,28.292500019073486,-1.1984747920066587
2022-11-09,326.1894836425781,137.5779571533203,26.09000015258789,27.91850004196167,-1.3852707284295307
2022-11-10,355.887939453125,145.90090942382812,23.530000686645508,27.498000049591063,-0.6933747434155837
2022-11-11,367.4463806152344,150.87094116210938,22.520000457763672,27.023000049591065,-0.3720636112302193
2022-11-14,366.47662353515625,150.5322723388672,23.729999542236328,26.64099998474121,-0.3966673711735859
2022-11-15,373.885498046875,153.64808654785156,24.540000915527344,26.34300003051758,-0.19281178817505867
2022-11-16,359.2132873535156,149.91419982910156,24.110000610351562,26.010500049591066,-0.5232731786393382
2022-11-17,364.6148376464844,149.06747436523438,23.93000030517578,25.708000087738036,-0.4683908942720504
2022-11-18,364.9541320800781,151.53134155273438,23.1200008392334,25.379500102996825,-0.38927774268080495
2022-11-21,360.8520812988281,152.91990661621094,22.360000610351562,25.005000114440918,-0.4085445244242045
2022-11-22,370.61749267578125,154.72335815429688,21.290000915527344,24.646500205993654,-0.20909201224078652
2022-11-23,373.9631042480469,154.80801391601562,20.350000381469727,24.300000190734863,-0.15678871199941205
2022-11-25,368.5228271484375,154.53707885742188,20.5,23.955500221252443,-0.24584523512358586
2022-11-28,363.5867919921875,152.32725524902344,22.209999084472656,23.778500175476076,-0.3856876941705942
2022-11-29,363.00494384765625,156.54371643066406,21.889999389648438,23.579000186920165,-0.26758931128512764
2022-11-30,381.255615234375,160.6416778564453,20.579999923706055,23.31750020980835,0.12703816690811026
2022-12-01,378.9088134765625,161.03118896484375,19.84000015258789,23.016500186920165,0.10384396037647185
2022-12-02,377.7742004394531,160.3538055419922,19.059999465942383,22.704500198364258,0.06660615716345057
2022-12-05,376.8141784667969,153.38560485839844,20.75,22.514500236511232,-0.1571447838245233
2022-12-06,371.6453552246094,148.2546844482422,22.170000076293945,22.405500221252442,-0.38826124281920393
2022-12-07,376.3486633300781,147.89059448242188,22.68000030517578,22.262500190734862,-0.32925511655779993
2022-12-08,383.9417724609375,152.0901641845703,22.290000915527344,22.072500228881836,-0.0900804208858986
2022-12-09,381.5077209472656,150.40524291992188,22.829999923706055,22.037500190734864,-0.1769322870294249
2022-12-12,388.78076171875,154.54556274414062,25.0,22.16150016784668,0.055700987129670414
2022-12-13,396.6551818847656,155.66317749023438,22.549999237060547,22.10250015258789,0.2064121542154482
2022-12-14,393.9204406738281,156.05267333984375,21.139999389648438,21.932500076293945,0.17744776268158186
2022-12-15,373.1097412109375,153.42791748046875,22.829999923706055,21.86850004196167,-0.2109679811185417
2022-12-16,373.8758544921875,150.87940979003906,22.6200008392334,21.803000068664552,-0.27618507941557596
2022-12-19,372.0526428222656,151.07415771484375,22.420000076293945,21.768000030517577,-0.2974468851418954
2022-12-20,374.2346496582031,147.0100555419922,21.479999542236328,21.723999977111816,-0.3871664074631161
2022-12-21,384.77581787109375,149.59243774414062,20.06999969482422,21.66299991607666,-0.1527606341464022
2022-12-22,362.5394592285156,148.68649291992188,21.969999313354492,21.743999862670897,-0.5107102534239615
2022-12-23,365.9723815917969,149.87184143066406,20.8700008392334,21.76249990463257,-0.4240202093588916
2022-12-27,359.8726806640625,149.80409240722656,21.649999618530273,21.73449993133545,-0.5167761530909627
2022-12-28,356.63372802734375,146.9930877685547,22.139999389648438,21.74699993133545,-0.6494505780542016
2022-12-29,368.36761474609375,148.80503845214844,21.440000534057617,21.789999961853027,-0.42046593035354024
2022-12-30,365.62322998046875,147.18785095214844,21.670000076293945,21.88149995803833,-0.5098971440473148
2023-01-03,365.1578063964844,148.4070587158203,22.899999618530273,22.073499965667725,-0.4801683714524108
2023-01-04,368.7264709472656,149.95654296875,22.010000228881836,22.136499977111818,-0.38051309477187883
2023-01-05,362.1710205078125,147.18785095214844,22.459999084472656,22.15099992752075,-0.5612409907250805
2023-01-06,385.56121826171875,151.51443481445312,21.1299991607666,22.073499870300292,-0.08330194972828904
2023-01-09,395.97625732421875,153.83433532714844,21.969999313354492,22.05749979019165,0.1413374104565559
2023-01-10,403.6761169433594,151.36199951171875,20.579999923706055,21.944999790191652,0.18153400572945638
2023-01-11,406.4689025878906,154.2915496826172,21.09000015258789,21.749499797821045,0.31113632684873543
2023-01-12,406.39141845703125,154.9011688232422,18.829999923706055,21.56349983215332,0.3283098339624807
2023-01-13,407.3320007324219,154.2238006591797,18.350000381469727,21.423999881744386,0.3219363494756308
2023-01-17,403.3658142089844,151.55674743652344,19.360000610351562,21.25049991607666,0.18277331560443677
2023-01-18,402.5027160644531,149.62632751464844,20.34000015258789,21.136499881744385,0.11190585056807906
2023-01-19,389.934814453125,149.14369201660156,20.520000457763672,21.041499900817872,-0.08952202475948394
2023-01-20,401.32928466796875,150.82015991210938,19.850000381469727,20.95999994277954,0.13034178527761367
2023-01-23,412.70440673828125,152.80984497070312,19.809999465942383,20.946999931335448,0.35933353248895916
2023-01-24,410.3382873535156,152.39498901367188,19.200000762939453,20.808500003814697,0.3116717458395733
2023-01-25,409.8340148925781,150.25286865234375,19.079999923706055,20.71899995803833,0.23977702693262457
2023-01-26,415.7882385253906,152.14942932128906,18.729999542236328,20.572999954223633,0.38534567475083187
2023-01-27,387.287353515625,154.1730194091797,18.510000228881836,20.391499996185303,0.022290785280978248
