Date,QCOM,AMD,VIX,AvgVIX,zscore
2020-03-09,63.69186782836914,43.27000045776367,54.459999084472656,26.57999978065491,-0.7222545896614739
2020-03-10,69.17198181152344,45.380001068115234,47.29999923706055,28.192999744415282,-0.45205986072165383
2020-03-11,65.427978515625,45.70000076293945,53.900001525878906,30.12899980545044,-0.7638917821004901
2020-03-12,58.76416015625,39.0099983215332,75.47000122070312,33.21549987792969,-0.7945574105076807
2020-03-13,66.47136688232422,43.900001525878906,57.83000183105469,35.39949998855591,-0.55341825042162
2020-03-16,56.53705978393555,38.709999084472656,82.69000244140625,38.850000095367434,-0.9446313678470243
2020-03-17,60.37751388549805,41.880001068115234,75.91000366210938,41.9040002822876,-0.877442071449818
2020-03-18,53.6523323059082,39.119998931884766,76.44999694824219,45.007500123977664,-1.196700941249387
2020-03-19,56.99299621582031,39.81999969482422,72.0,47.829500102996825,-0.9896464415751126
2020-03-20,53.406822204589844,39.61000061035156,66.04000091552734,50.27750015258789,-1.2510259207024548
2020-03-23,54.8272590637207,41.63999938964844,61.59000015258789,52.10550012588501,-1.2881144439768901
2020-03-24,57.39634323120117,46.220001220703125,61.66999816894531,53.796500015258786,-1.4208100747058934
2020-03-25,55.30952453613281,44.630001068115234,63.95000076293945,55.61600008010864,-1.4668903404485687
2020-03-26,60.48273468017578,47.5,61.0,56.708000087738036,-1.2752566368870584
2020-03-27,58.38713455200195,46.58000183105469,65.54000091552734,57.97950010299682,-1.3704078650112803
2020-03-30,60.52656173706055,47.86000061035156,57.08000183105469,59.16250028610229,-1.2978795129721294
2020-03-31,59.316566467285156,45.47999954223633,53.540000915527344,59.99850034713745,-1.2192823758819833
2020-04-01,57.78213119506836,43.65999984741211,57.060001373291016,61.252000427246095,-1.2061529221261025
2020-04-02,59.640987396240234,44.4900016784668,50.90999984741211,61.81650047302246,-1.1227578124471078
2020-04-03,57.19467544555664,42.59000015258789,46.79999923706055,62.059500503540036,-1.174169190401125
2020-04-06,62.21004867553711,47.52000045776367,45.2400016784668,61.598500633239745,-1.1434995531555807
2020-04-07,63.770774841308594,47.560001373291016,46.70000076293945,61.568500709533694,-1.0260334980611245
2020-04-08,64.29686737060547,48.790000915527344,43.349998474121094,61.041000556945804,-1.0743059294060135
2020-04-09,62.76246643066406,48.380001068115234,41.66999816894531,59.35100040435791,-1.1630171479409341
2020-04-13,64.27056884765625,50.939998626708984,41.16999816894531,58.51800022125244,-1.2316267951296367
2020-04-14,67.99703979492188,54.93000030517578,37.7599983215332,56.27150001525879,-1.2324553163751772
2020-04-15,66.62918853759766,54.9900016784668,40.84000015258789,54.51799983978272,-1.3422709324096622
2020-04-16,67.38326263427734,56.95000076293945,40.11000061035156,52.70100002288818,-1.425689945631154
2020-04-17,66.78702545166016,56.599998474121094,38.150001525878906,51.00850009918213,-1.4463883112809088
2020-04-20,65.15614318847656,56.970001220703125,43.83000183105469,49.898000144958495,-1.5988787318280104
2020-04-21,62.990421295166016,52.91999816894531,45.40999984741211,49.089000129699706,-1.4733592938820141
2020-04-22,65.48058319091797,55.91999816894531,41.97999954223633,48.104500198364256,-1.4980185640584
2020-04-23,64.71776580810547,55.900001525878906,41.380001068115234,46.976000213623045,-1.5553988316527367
2020-04-24,66.67304229736328,56.18000030517578,35.93000030517578,45.722500228881835,-1.4248419355301898
2020-04-27,66.62043762207031,56.4900016784668,33.290000915527344,44.11000022888184,-1.4512897276565417
2020-04-28,66.01541137695312,55.5099983215332,33.56999969482422,42.93450012207031,-1.427161317150511
2020-04-29,69.24210357666016,53.65999984741211,31.229999542236328,41.81900005340576,-1.0447110461112394
2020-04-30,68.97906494140625,52.38999938964844,34.150001525878906,40.673500061035156,-0.9732639927137341
2020-05-01,66.32231903076172,49.880001068115234,37.189998626708984,39.9875,-0.9968433221225386
2020-05-04,66.35740661621094,52.560001373291016,35.970001220703125,39.44600009918213,-1.187712125278398
2020-05-05,68.06716918945312,52.189998626708984,33.61000061035156,38.86450004577637,-1.0291388549049085
2020-05-06,69.15443420410156,52.15999984741211,34.119998931884766,38.235499954223634,-0.9431276949214146
2020-05-07,69.11935424804688,51.95000076293945,31.440000534057617,37.64000005722046,-0.9306647938531558
2020-05-08,70.63626861572266,53.189998626708984,27.979999542236328,36.95550012588501,-0.9032522373934899
2020-05-11,70.56610870361328,55.7400016784668,27.56999969482422,36.275500202178954,-1.0928475820122097
2020-05-12,68.7598648071289,53.7599983215332,33.040000915527344,36.03950033187866,-1.0891216775732735
2020-05-13,68.39158630371094,52.18000030517578,35.279998779296875,35.76150026321411,-1.003399278977884
2020-05-14,70.03125,54.5099983215332,32.61000061035156,35.38650026321411,-1.0452508780795686
2020-05-15,66.43630981445312,54.20000076293945,31.889999389648438,35.07350015640259,-1.300083539099827
2020-05-18,70.09261322021484,54.59000015258789,29.299999237060547,34.34700002670288,-1.046297334731307
2020-05-19,68.47050476074219,55.470001220703125,30.530000686645508,33.60300006866455,-1.2349479922123847
2020-05-20,70.69762420654297,56.38999938964844,27.989999771118164,32.90350008010864,-1.1296546607191533
2020-05-21,68.39158630371094,54.650001525878906,29.530000686645508,32.31100006103516,-1.181805769405733
2020-05-22,69.00537872314453,55.16999816894531,28.15999984741211,31.92250003814697,-1.172032208207344
2020-05-26,68.40913391113281,53.189998626708984,28.010000228881836,31.658500003814698,-1.0749975809537915
2020-05-27,69.5226821899414,52.7400016784668,27.6200008392334,31.361000061035156,-0.9566234097559803
2020-05-28,68.48807525634766,51.7400016784668,28.59000015258789,31.229000091552734,-0.9641777414823595
2020-05-29,70.91683197021484,53.79999923706055,27.510000228881836,30.89700002670288,-0.9256765379099896
2020-06-01,69.90848541259766,53.630001068115234,28.229999542236328,30.449000072479247,-0.9911562642612687
2020-06-02,74.20488739013672,53.540000915527344,26.84000015258789,29.992500019073486,-0.6533388643966676
2020-06-03,74.3197250366211,52.72999954223633,25.65999984741211,29.594999980926513,-0.5859773245381642
2020-06-04,76.0251235961914,52.630001068115234,25.809999465942383,29.179500007629393,-0.447242807800366
2020-06-05,78.24295043945312,53.099998474121094,24.520000457763672,28.8335000038147,-0.3101628289282294
2020-06-08,80.73470306396484,52.970001220703125,25.809999465942383,28.725,-0.10862187993713858
2020-06-09,79.30326080322266,56.38999938964844,27.56999969482422,28.725,-0.466031571012935
2020-06-10,80.41661834716797,57.439998626708984,27.56999969482422,28.451499938964844,-0.4560158017705349
2020-06-11,74.24024963378906,52.83000183105469,40.790000915527344,28.727000045776368,-0.5993291614891677
2020-06-12,75.31822204589844,53.5,36.09000015258789,28.901000022888184,-0.5645948983599857
2020-06-15,76.3343734741211,54.68000030517578,34.400001525878906,29.026500129699706,-0.571465060014557
2020-06-16,79.10004425048828,54.459999084472656,33.66999816894531,29.245000076293945,-0.34230000639827096
2020-06-17,79.47115325927734,54.54999923706055,33.470001220703125,29.392000102996825,-0.3201826092044088
2020-06-18,79.45347595214844,54.040000915527344,32.939998626708984,29.639500045776366,-0.2847089653401106
2020-06-19,78.47268676757812,54.22999954223633,35.119998931884766,29.91899995803833,-0.3740659278228369
2020-06-22,78.75543212890625,54.7599983215332,31.770000457763672,30.09949998855591,-0.3905434857601407
2020-06-23,78.9498291015625,53.9900016784668,31.3700008392334,30.267500019073488,-0.319936247960221
2020-06-24,78.7642593383789,52.38999938964844,33.84000015258789,30.57849998474121,-0.21867938225035174
2020-06-25,78.60521697998047,51.93000030517578,32.220001220703125,30.760000038146973,-0.1977185053715416
2020-06-26,77.77464294433594,50.099998474121094,34.72999954223633,31.121000003814697,-0.12958839208037976
2020-06-29,78.64940643310547,50.279998779296875,31.780000686645508,31.298500061035156,-0.0751323625602608
2020-06-30,80.59332275390625,52.61000061035156,30.43000030517578,31.47800006866455,-0.09352181643598292
2020-07-01,79.32977294921875,52.58000183105469,28.6200008392334,31.626000118255615,-0.1887935837767489
2020-07-02,81.176513671875,52.34000015258789,27.68000030517578,31.719500160217287,-0.029047140380997084
2020-07-06,82.10428619384766,53.400001525878906,27.940000534057617,31.890500164031984,-0.03406519510165125
2020-07-07,81.41506958007812,52.93000030517578,29.43000030517578,32.07150020599365,-0.05326622298716727
2020-07-08,82.6432876586914,53.43000030517578,28.079999923706055,32.097000217437746,0.005333075545780846
2020-07-09,82.39586639404297,57.2599983215332,29.260000228881836,32.18150024414062,-0.2903849228947817
2020-07-10,81.74202728271484,55.880001068115234,27.290000915527344,31.506500244140625,-0.2411294290877149
2020-07-13,80.69937133789062,53.59000015258789,32.189998626708984,31.31150016784668,-0.15612858032339652
2020-07-14,81.62715148925781,54.720001220703125,29.520000457763672,31.067500114440918,-0.16620207654699964
2020-07-15,81.77737426757812,55.34000015258789,27.760000228881836,30.772000217437743,-0.19939975375620284
2020-07-16,80.58448791503906,54.91999816894531,28.0,30.49850015640259,-0.2610526503348675
2020-07-17,81.49459838867188,55.040000915527344,25.68000030517578,30.13550024032593,-0.1995372580265352
2020-07-20,82.32518005371094,57.459999084472656,24.459999084472656,29.602500247955323,-0.31028181293212426
2020-07-21,81.5653076171875,57.0,24.84000015258789,29.256000232696532,-0.3356539072814491
2020-07-22,81.821533203125,61.790000915527344,24.31999969482422,28.903500175476076,-0.6618735621293906
2020-07-23,79.23257446289062,59.56999969482422,26.079999923706055,28.515500164031984,-0.7011717796975606
2020-07-24,78.54338073730469,69.4000015258789,25.84000015258789,28.19650011062622,-1.4643331833329112
2020-07-27,81.90988159179688,68.97000122070312,24.739999771118164,27.697000122070314,-1.1736670689588986
2020-07-28,80.80537414550781,67.61000061035156,25.440000534057617,27.380000114440918,-1.1606091773985114
2020-07-29,82.20149230957031,76.08999633789062,24.100000381469727,27.063500118255615,-1.6654518814111086
2020-07-30,94.71329498291016,78.19999694824219,24.760000228881836,26.870500087738037,-0.8530089501438001
2020-07-31,93.31718444824219,77.43000030517578,24.459999084472656,26.70950002670288,-0.9050535922313802
2020-08-03,96.83393096923828,77.66999816894531,24.280000686645508,26.526500034332276,-0.6511948005719721
2020-08-04,98.03562927246094,85.04000091552734,23.760000228881836,26.243000030517578,-1.0908561490639066
2020-08-05,98.4244155883789,85.30999755859375,22.989999771118164,25.988500022888182,-1.0803765903024443
2020-08-06,98.1328353881836,86.70999908447266,22.649999618530273,25.657999992370605,-1.203982925838942
2020-08-07,95.64989471435547,84.8499984741211,22.209999084472656,25.403999900817873,-1.2611081639587847
2020-08-10,93.97989654541016,82.23999786376953,22.1299991607666,24.90099992752075,-1.201371410778287
2020-08-11,96.16239166259766,76.87999725341797,24.030000686645508,24.626499938964844,-0.6459192860954609
2020-08-12,102.31226348876953,82.61000061035156,22.280000686645508,24.352499961853027,-0.5855465361489551
2020-08-13,100.20927429199219,81.83999633789062,22.1299991607666,24.058999919891356,-0.6921015278490601
2020-08-14,100.50088500976562,81.30000305175781,22.049999237060547,23.877499866485596,-0.6306106429858758
2020-08-17,99.12244415283203,82.41999816894531,21.350000381469727,23.72199993133545,-0.8178054948249027
2020-08-18,98.98991394042969,81.66000366210938,21.510000228881836,23.555499935150145,-0.7731316724266347
2020-08-19,98.11516571044922,81.08999633789062,22.540000915527344,23.466499996185302,-0.7994165863502455
2020-08-20,97.77938842773438,82.7699966430664,22.719999313354492,23.298499965667723,-0.9466552963174947
2020-08-21,99.8470230102539,83.80999755859375,22.540000915527344,23.133500003814696,-0.8623283452754429
2020-08-24,102.41830444335938,83.08000183105469,22.3700008392334,23.01500005722046,-0.6113170601571833
2020-08-25,102.45364379882812,86.3499984741211,22.030000686645508,22.844500064849854,-0.8447814780395262
2020-08-26,102.53316497802734,86.0199966430664,23.270000457763672,22.803000068664552,-0.8148134022003899
2020-08-27,102.51548767089844,83.80000305175781,24.469999313354492,22.788500022888183,-0.6558279753572935
2020-08-28,104.4417495727539,85.55000305175781,22.959999084472656,22.713500022888184,-0.6336857149718136
2020-08-31,105.23696899414062,90.81999969482422,26.40999984741211,22.819999980926514,-0.9530106577808529
2020-09-01,107.80827331542969,92.18000030517578,26.1200008392334,22.938000011444093,-0.8529566065786912
2020-09-02,109.42504119873047,90.22000122070312,26.56999969482422,23.117000007629393,-0.5867102728813504
2020-09-03,103.42877197265625,82.54000091552734,33.599998474121094,23.664499950408935,-0.4943910293599157
2020-09-04,103.02013397216797,82.01000213623047,30.75,24.091499996185302,-0.48762167385855626
2020-09-08,97.512451171875,78.69000244140625,31.459999084472656,24.557999992370604,-0.6725449681009631
2020-09-09,101.28787994384766,81.91000366210938,28.809999465942383,24.79699993133545,-0.6139815061655167
2020-09-10,99.88431549072266,78.9800033569336,29.709999084472656,25.168499851226805,-0.510585376829649
2020-09-11,100.75487518310547,76.33999633789062,26.8700008392334,25.405499935150146,-0.2527663320765417
2020-09-14,100.79042053222656,77.9000015258789,25.850000381469727,25.595499992370605,-0.3627033573263468
2020-09-15,103.5620346069336,78.93000030517578,25.59000015258789,25.807499980926515,-0.22336662747516686
2020-09-16,101.76759338378906,76.66000366210938,26.040000915527344,26.03400001525879,-0.19778454494035466
2020-09-17,102.05184936523438,76.55000305175781,26.459999084472656,26.229999923706053,-0.1679188954947262
2020-09-18,98.3297348022461,74.93000030517578,25.829999923706055,26.385499954223633,-0.33793782581004345
2020-09-21,99.42237091064453,77.94000244140625,27.780000686645508,26.64749994277954,-0.47108965089023486
2020-09-22,101.1102294921875,77.69999694824219,26.860000610351562,26.87199993133545,-0.3235951176307853
2020-09-23,98.22313690185547,74.7300033569336,28.579999923706055,27.199499893188477,-0.3317124736536428
2020-09-24,99.66223907470703,75.81999969482422,28.510000228881836,27.461499881744384,-0.29946589227421183
2020-09-25,101.71427917480469,78.05999755859375,26.3799991607666,27.55699987411499,-0.3030164634588939
2020-09-28,105.24099731445312,79.4800033569336,26.190000534057617,27.71849994659424,-0.1336198731362548
2020-09-29,104.272705078125,81.7699966430664,26.270000457763672,27.711499977111817,-0.3736943051212774
2020-09-30,104.5392074584961,81.98999786376953,26.3700008392334,27.723999977111816,-0.36903352886516383
2020-10-01,106.17373657226562,84.86000061035156,26.700000762939453,27.73050003051758,-0.4502852514483555
2020-10-02,102.57597351074219,81.80000305175781,27.6299991607666,27.432000064849852,-0.5067049885598188
2020-10-05,107.06204986572266,86.1500015258789,27.959999084472656,27.292500019073486,-0.4749589107794679
2020-10-06,106.19151306152344,84.4800033569336,29.479999542236328,27.19350004196167,-0.4214674782449108
2020-10-07,109.29177856445312,86.69000244140625,28.059999465942383,27.15600004196167,-0.3420174264962605
2020-10-08,108.6788330078125,86.51000213623047,26.360000610351562,26.988500118255615,-0.37628338371807785
2020-10-09,110.92631530761719,83.0999984741211,25.0,26.895000076293947,0.04333328394867177
2020-10-12,112.5430908203125,84.29000091552734,25.06999969482422,26.85600004196167,0.08205776091052681
2020-10-13,113.22708892822266,85.27999877929688,26.06999969482422,26.880000019073485,0.06329736395477938
2020-10-14,115.37688446044922,84.20999908447266,26.399999618530273,26.897999954223632,0.30636404491680985
2020-10-15,114.22203826904297,83.12999725341797,26.969999313354492,26.923499965667723,0.295315948146624
2020-10-16,114.62181091308594,83.16999816894531,27.40999984741211,27.002499961853026,0.3232551501792107
2020-10-19,114.07990264892578,82.0,29.18000030517578,27.07249994277954,0.36597409423837823
2020-10-20,113.97332000732422,81.55999755859375,29.350000381469727,27.196999931335448,0.3895360548798867
2020-10-21,114.19540405273438,79.19999694824219,28.649999618530273,27.20049991607666,0.5771232731159881
2020-10-22,114.04438018798828,79.41999816894531,28.110000610351562,27.180499935150145,0.5495865409477952
2020-10-23,114.48854064941406,81.95999908447266,27.549999237060547,27.238999938964845,0.40037542490760386
2020-10-26,112.10779571533203,82.2300033569336,32.459999084472656,27.552499866485597,0.19728221577585464
2020-10-27,111.85017395019531,78.87999725341797,33.349998474121094,27.906499767303465,0.41938436886031866
2020-10-28,108.00370025634766,76.4000015258789,40.279998779296875,28.60199966430664,0.3018921944014103
2020-10-29,112.32101440429688,78.0199966430664,37.59000015258789,29.146499633789062,0.5178104519075957
2020-10-30,109.58492279052734,75.29000091552734,38.02000045776367,29.665999698638917,0.5040026453388997
2020-11-02,110.12682342529297,74.69999694824219,37.130001068115234,30.124499797821045,0.5884068575103505
2020-11-03,111.4415512084961,76.58000183105469,35.54999923706055,30.427999782562257,0.554000541972126
2020-11-04,114.56849670410156,81.3499984741211,29.56999969482422,30.50349979400635,0.4506011555136798
2020-11-05,129.17269897460938,83.0,27.579999923706055,30.56449975967407,1.457624759250941
2020-11-06,128.81736755371094,85.87999725341797,24.860000610351562,30.55749979019165,1.2222031784681306
2020-11-09,126.6854019165039,83.12000274658203,25.75,30.59149980545044,1.2571492973238967
2020-11-10,124.46451568603516,77.98999786376953,24.799999237060547,30.527999782562254,1.4564225310280903
2020-11-11,131.1980743408203,81.27999877929688,23.450000762939453,30.380499839782715,1.738045950883725
2020-11-12,127.84020233154297,81.83999633789062,25.350000381469727,30.299499893188475,1.4386556370690646
2020-11-13,128.15106201171875,81.43000030517578,23.100000381469727,30.083999919891358,1.4922412921171293
2020-11-16,132.42398071289062,83.7300033569336,22.450000762939453,29.74749994277954,1.6556194920050906
2020-11-17,132.13088989257812,83.36000061035156,22.709999084472656,29.415499877929687,1.6597428570953185
2020-11-18,130.62957763671875,82.54000091552734,23.84000015258789,29.174999904632568,1.603197277384086
2020-11-19,131.0559539794922,85.54000091552734,23.110000610351562,28.924999904632568,1.419389322531998
2020-11-20,129.72348022460938,84.63999938964844,23.700000762939453,28.732499980926512,1.3816421897821647
2020-11-23,127.76025390625,85.30999755859375,22.65999984741211,28.242500019073486,1.1818546165252994
2020-11-24,129.63462829589844,85.06999969482422,21.639999389648438,27.657000064849854,1.3437317527671575
2020-11-25,127.99121856689453,86.70999908447266,21.25,26.70550012588501,1.0985442929299096
2020-11-27,127.76910400390625,87.19000244140625,20.84000015258789,25.86800012588501,1.0467456307400664
2020-11-30,130.73619079589844,92.66000366210938,20.56999969482422,24.995500087738037,0.8804579015626842
2020-12-01,134.36944580078125,92.62999725341797,20.770000457763672,24.17750005722046,1.1628034601664279
2020-12-02,133.80740356445312,93.73999786376953,21.170000076293945,23.458500099182128,1.0392870296281875
2020-12-03,133.74490356445312,92.30999755859375,21.280000686645508,23.044000148773193,1.1377552854537054
2020-12-04,140.62353515625,94.04000091552734,20.790000915527344,22.704500198364258,1.5432435465296765
2020-12-07,140.98045349121094,94.06999969482422,21.299999237060547,22.526500129699706,1.5686004888129959
2020-12-08,141.67633056640625,92.91999816894531,20.68000030517578,22.273000144958495,1.7053268226196825
2020-12-09,139.19610595703125,89.83000183105469,22.270000457763672,22.146500205993654,1.7372527795966675
2020-12-10,138.95518493652344,91.66000366210938,22.520000457763672,22.100000190734864,1.586494396824186
2020-12-11,128.72203063964844,91.6500015258789,23.309999465942383,21.998000144958496,0.7980878361113395
2020-12-14,130.51527404785156,94.77999877929688,24.719999313354492,22.079000091552736,0.7102961311891735
2020-12-15,132.36207580566406,97.12000274658203,22.889999389648438,22.101000022888183,0.6836952468688012
2020-12-16,133.5933074951172,96.8499984741211,22.5,22.09050006866455,0.7981438191408935
2020-12-17,133.40594482421875,96.83999633789062,21.93000030517578,21.995000076293945,0.7844178067500157
2020-12-18,131.52346801757812,95.91999816894531,21.56999969482422,21.91800003051758,0.7057015692898053
2020-12-21,130.9702606201172,93.2300033569336,25.15999984741211,21.99099998474121,0.8573374942076095
2020-12-22,130.5598907470703,93.16000366210938,24.229999542236328,22.069499969482422,0.8307478787793366
2020-12-23,131.11305236816406,91.55000305175781,23.309999465942383,22.15299997329712,0.9896941375960333
2020-12-24,132.74571228027344,91.80999755859375,21.530000686645508,22.167000007629394,1.0968173728321935
2020-12-28,131.80894470214844,91.5999984741211,21.700000762939453,22.210000038146973,1.0397466933238535
2020-12-29,132.47808837890625,90.62000274658203,23.079999923706055,22.335500049591065,1.1621320809393503
2020-12-30,133.78062438964844,92.29000091552734,22.770000457763672,22.435500049591063,1.1419542382799794
2020-12-31,135.91293334960938,91.70999908447266,22.75,22.514500045776366,1.3482802344906981
2021-01-04,132.48696899414062,92.30000305175781,26.969999313354492,22.798999977111816,1.0414716416856202
2021-01-05,135.99319458007812,92.7699966430664,25.34000015258789,23.026499938964843,1.2779066788290456
2021-01-06,134.8869171142578,90.33000183105469,25.06999969482422,23.214999961853028,1.3688353143089023
2021-01-07,138.9105987548828,95.16000366210938,22.3700008392334,23.299499988555908,1.3302535421218429
2021-01-08,139.74923706054688,94.58000183105469,21.559999465942383,23.263999938964844,1.4368182124827116
2021-01-11,139.27638244628906,97.25,24.079999923706055,23.34199991226196,1.2075019280458505
2021-01-12,137.79537963867188,95.36000061035156,23.329999923706055,23.342999935150146,1.2298078525733656
2021-01-13,140.44512939453125,91.77999877929688,22.209999084472656,23.217499923706054,1.6927241990634638
2021-01-14,143.5052490234375,90.79000091552734,23.25,23.235499954223634,2.0002119844948787
2021-01-15,140.1507110595703,88.20999908447266,24.34000015258789,23.32749996185303,1.92787877301942
2021-01-19,146.11036682128906,89.44999694824219,23.239999771118164,23.392999935150147,2.297893034484622
2021-01-20,146.85092163085938,88.75,21.579999923706055,23.39349994659424,2.4055611674507067
2021-01-21,146.9847412109375,91.52999877929688,21.31999969482422,23.201499938964844,2.2150832543948202
2021-01-22,144.90594482421875,92.79000091552734,21.90999984741211,23.085499954223632,1.9637679220372586
2021-01-25,146.6724395751953,94.12999725341797,23.190000534057617,23.079500007629395,2.003204031984783
2021-01-26,145.0219268798828,94.70999908447266,23.020000457763672,23.153999996185302,1.8340317224494083
2021-01-27,137.0994873046875,88.83999633789062,37.209999084472656,23.929499912261964,1.6470795889584278
2021-01-28,138.77676391601562,87.5199966430664,30.209999084472656,24.285999870300294,1.8717653331506496
2021-01-29,139.42808532714844,85.63999938964844,33.09000015258789,24.801999855041505,2.0577828495487793
2021-02-01,144.1566162109375,87.66000366210938,30.239999771118164,25.176499843597412,2.2765196717529705
2021-02-02,147.011474609375,88.86000061035156,25.559999465942383,25.105999851226805,2.4099969311570324
2021-02-03,144.79893493652344,87.88999938964844,22.90999984741211,24.984499835968016,2.3094396039372653
2021-02-04,132.01412963867188,87.83999633789062,21.770000457763672,24.81949987411499,1.3271518858400118
2021-02-05,130.1138153076172,87.9000015258789,20.8700008392334,24.74449987411499,1.176275140008766
2021-02-08,131.48777770996094,91.47000122070312,21.239999771118164,24.72849988937378,1.024369534496006
2021-02-09,130.35467529296875,90.91000366210938,21.6299991607666,24.605999851226805,0.9774386562558571
2021-02-10,129.8104705810547,92.3499984741211,21.989999771118164,24.538999843597413,0.8314625108519896
2021-02-11,129.86402893066406,92.66000366210938,21.25,24.49099988937378,0.8132011977467123
2021-02-12,132.0230712890625,93.7699966430664,19.969999313354492,24.326999855041503,0.8995215745254612
2021-02-16,131.29148864746094,91.45999908447266,21.459999084472656,24.18299980163574,1.0099551640147049
2021-02-17,129.141357421875,89.94000244140625,21.5,24.095999813079835,0.9539362513459843
2021-02-18,128.39193725585938,88.63999938964844,22.489999771118164,24.14149980545044,0.9900430923210196
2021-02-19,129.31085205078125,89.58000183105469,22.049999237060547,24.177999782562257,0.9930094149415216
2021-02-22,124.4217758178711,85.37000274658203,23.450000762939453,24.254999828338622,0.9200739688830897
2021-02-23,122.33409881591797,84.73999786376953,23.110000610351562,24.25099983215332,0.8045877163747748
2021-02-24,125.88495635986328,86.94000244140625,21.34000015258789,24.16699981689453,0.9195070395426157
2021-02-25,120.91556549072266,82.41999816894531,28.889999389648438,23.75099983215332,0.8627695973389384
2021-02-26,121.50438690185547,84.51000213623047,27.950000762939453,23.63799991607666,0.757216971013603
2021-03-01,124.44853210449219,86.38999938964844,23.350000381469727,23.15099992752075,0.8484636216947438
2021-03-02,122.26273345947266,84.12999725341797,24.100000381469727,22.84399995803833,0.8431443064975764
2021-03-03,118.02267456054688,80.86000061035156,26.670000076293945,22.89949998855591,0.7523620584384739
2021-03-04,114.5625,77.75,28.56999969482422,23.182499980926515,0.7101641354225909
2021-03-05,116.31050872802734,78.5199966430664,24.65999984741211,23.326999950408936,0.7893453831192547
2021-03-08,110.43897247314453,73.95999908447266,25.469999313354492,23.55699987411499,0.6659277474922637
2021-03-09,115.73680114746094,78.52999877929688,24.030000686645508,23.69649991989136,0.7443815140485498
2021-03-10,114.625244140625,77.5199966430664,22.559999465942383,23.742999935150145,0.7316156300035896
2021-03-11,118.09439086914062,81.2300033569336,21.90999984741211,23.738999938964845,0.7311674127057791
2021-03-12,116.5167007446289,81.05000305175781,20.690000534057617,23.710999965667725,0.6225052427557919
2021-03-15,118.00474548339844,82.5,20.030000686645508,23.714000034332276,0.6325234301865862
2021-03-16,119.80655670166016,82.75,19.790000915527344,23.63050012588501,0.7534126534252037
2021-03-17,120.04857635498047,82.62999725341797,19.229999542236328,23.517000102996825,0.7807436986816697
2021-03-18,116.31050872802734,78.12000274658203,21.579999923706055,23.47150011062622,0.8182366673284267
2021-03-19,117.44898223876953,79.05999755859375,20.950000762939453,23.416500186920167,0.8381347966782412
2021-03-22,120.20096588134766,80.30000305175781,18.8799991607666,23.188000106811522,0.9607890864752264
2021-03-23,118.79358673095703,78.37999725341797,20.299999237060547,23.04750003814697,0.9909398366731204
2021-03-24,114.0066909790039,76.4800033569336,21.200000762939453,23.04050006866455,0.7590339446017874
