Date,MS,ASML,VIX,AvgVIX,zscore
2020-01-30,44.35104751586914,277.9231872558594,15.489999771118164,13.696000051498412,2.383639914772631
2020-01-31,43.06549835205078,264.97021484375,18.84000015258789,14.014500045776368,2.4053406294745443
2020-02-03,43.3456916809082,272.05096435546875,17.969999313354492,14.211999988555908,2.280892563866889
2020-02-04,44.5158576965332,282.5020751953125,16.049999237060547,14.32199993133545,2.2987987043978864
2020-02-05,45.31520462036133,289.1957092285156,15.149999618530273,14.389999914169312,2.3235596609151132
2020-02-06,45.331668853759766,292.24505615234375,14.960000038146973,14.465499925613404,2.2422020638211624
2020-02-07,45.348167419433594,287.9212341308594,15.470000267028809,14.611999940872192,2.3681791622449766
2020-02-10,45.611854553222656,292.36785888671875,15.039999961853027,14.735999917984008,2.313401914487163
2020-02-11,45.96620559692383,298.3440246582031,15.180000305175781,14.878999948501587,2.2397721992959196
2020-02-12,46.29583740234375,299.6940612792969,13.739999771118164,14.946499919891357,2.2896380235836795
2020-02-13,46.08982467651367,299.51470947265625,14.149999618530273,15.032999897003174,2.239790985874628
2020-02-14,46.01565170288086,298.6177978515625,13.680000305175781,15.100999927520752,2.24524845791303
2020-02-18,45.751956939697266,291.89581298828125,14.829999923706055,15.237499904632568,2.364004341804895
2020-02-19,46.40296936035156,299.64691162109375,14.380000114440918,15.313999891281128,2.3195081567460645
2020-02-20,44.293365478515625,295.94598388671875,15.5600004196167,15.446499919891357,1.861489483307017
2020-02-21,43.197357177734375,288.8936462402344,17.079999923706055,15.651499938964843,1.7677721596769582
2020-02-24,40.93943405151367,274.16571044921875,25.030000686645508,16.174999952316284,1.5803027305423187
2020-02-25,39.57971954345703,268.68048095703125,27.850000381469727,16.655999994277956,1.3722578978863358
2020-02-26,38.92871856689453,270.31378173828125,27.559999465942383,17.219999933242796,1.1528779553965283
2020-02-27,37.42067337036133,261.7319641113281,39.15999984741211,18.35849995613098,0.9923844742247977
2020-02-28,37.1075439453125,261.24102783203125,40.11000061035156,19.589499998092652,0.922758585259218
2020-03-02,38.30242156982422,271.4183654785156,33.41999816894531,20.318499898910524,0.9549471157232838
2020-03-03,36.58838653564453,268.40667724609375,36.81999969482422,21.26099991798401,0.5829434930386841
2020-03-04,37.28059768676758,284.7490539550781,31.989999771118164,22.05799994468689,0.3078468737094583
2020-03-05,35.09681701660156,272.13592529296875,39.619998931884766,23.281499910354615,0.08066593500727026
2020-03-06,34.47878646850586,272.00372314453125,41.939998626708984,24.630499839782715,-0.08028530102488991
2020-03-09,30.9023494720459,249.1565399169922,54.459999084472656,26.57999978065491,-0.3907562876937095
2020-03-10,32.55046081542969,264.1205749511719,47.29999923706055,28.192999744415282,-0.3724045167294874
2020-03-11,30.383182525634766,249.37374877929688,53.900001525878906,30.12899980545044,-0.5351912766333875
2020-03-12,25.8013973236084,227.2913055419922,75.47000122070312,33.21549987792969,-1.1350318102376753
2020-03-13,30.9023494720459,242.58566284179688,57.83000183105469,35.39949998855591,-0.20599032064088205
2020-03-16,26.081581115722656,216.53802490234375,82.69000244140625,38.850000095367434,-0.7580087490533962
2020-03-17,27.845077514648438,225.01602172851562,75.91000366210938,41.9040002822876,-0.5265332899009566
2020-03-18,25.339929580688477,185.9776153564453,76.44999694824219,45.007500123977664,-0.09628934185671283
2020-03-19,25.480012893676758,202.06500244140625,72.0,47.829500102996825,-0.5113253684203383
2020-03-20,24.44993782043457,204.01931762695312,66.04000091552734,50.27750015258789,-0.8407327341174068
2020-03-23,22.91717529296875,220.11611938476562,61.59000015258789,52.10550012588501,-1.7017480483898353
2020-03-24,27.375354766845703,245.6634063720703,61.66999816894531,53.796500015258786,-1.2322688010292209
2020-03-25,28.009885787963867,247.41943359375,63.95000076293945,55.61600008010864,-1.1125813714446866
2020-03-26,29.427268981933594,260.476318359375,61.0,56.708000087738036,-1.1020780111902657
2020-03-27,28.02635955810547,238.49771118164062,65.54000091552734,57.97950010299682,-0.8573228861410915
2020-03-30,28.710344314575195,253.04627990722656,57.08000183105469,59.16250028610229,-1.084171410247347
2020-03-31,28.018125534057617,247.01348876953125,53.540000915527344,59.99850034713745,-1.0989712359984298
2020-04-01,26.056861877441406,235.0895233154297,57.060001373291016,61.252000427246095,-1.2862430656878117
2020-04-02,27.935720443725586,233.45626831054688,50.90999984741211,61.81650047302246,-0.7397129247106209
2020-04-03,27.894514083862305,230.93548583984375,46.79999923706055,62.059500503540036,-0.679810303740401
2020-04-06,30.498552322387695,255.97288513183594,45.2400016784668,61.598500633239745,-0.6900126311538052
2020-04-07,30.440876007080078,257.35137939453125,46.70000076293945,61.568500709533694,-0.7441417306640696
2020-04-08,32.44334411621094,263.00640869140625,43.349998474121094,61.041000556945804,-0.36961563489083415
2020-04-09,33.85248947143555,261.3353576660156,41.66999816894531,59.35100040435791,0.05282647698795407
2020-04-13,32.616397857666016,258.7768859863281,41.16999816894531,58.51800022125244,-0.2045774289098054
2020-04-14,32.84714126586914,272.7778625488281,37.7599983215332,56.27150001525879,-0.5367902871397922
2020-04-15,31.644001007080078,266.6978759765625,40.84000015258789,54.51799983978272,-0.6863934085676436
2020-04-16,31.61103630065918,276.0538024902344,40.11000061035156,52.70100002288818,-0.9582551042460606
2020-04-17,32.21259307861328,279.1222229003906,38.150001525878906,51.00850009918213,-0.884256440929295
2020-04-20,31.61103630065918,275.27978515625,43.83000183105469,49.898000144958495,-0.9364905727242133
2020-04-21,30.44911003112793,265.3760986328125,45.40999984741211,49.089000129699706,-0.9675942884402872
2020-04-22,31.157806396484375,278.4801940917969,41.97999954223633,48.104500198364256,-1.147241600866229
2020-04-23,30.877634048461914,273.2215270996094,41.380001068115234,46.976000213623045,-1.0740229377741444
2020-04-24,31.289653778076172,276.92034912109375,35.93000030517578,45.722500228881835,-1.0682509093787422
2020-04-27,32.39390563964844,276.0284118652344,33.290000915527344,44.11000022888184,-0.7489527332289158
2020-04-28,33.06963348388672,276.5218200683594,33.56999969482422,42.93450012207031,-0.5827853016473469
2020-04-29,33.90925598144531,288.1834716796875,31.229999542236328,41.81900005340576,-0.6869885738968522
