Date,XOM,INTC,VIX,AvgVIX,zscore
2015-01-30,54.180458068847656,25.349252700805664,20.969999313354492,19.119499969482423,-0.006774331977793045
2015-02-02,55.51915740966797,25.817270278930664,19.43000030517578,19.201499938964844,0.4070939570284796
2015-02-03,57.1739501953125,25.855634689331055,17.329999923706055,19.071999931335448,0.9311597166940031
2015-02-04,56.68434143066406,25.96381378173828,18.329999923706055,18.932499885559082,0.7733421924451616
2015-02-05,57.24213409423828,26.226533889770508,16.850000381469727,18.80949993133545,0.9442238972528301
2015-02-06,57.13597106933594,25.73198890686035,17.290000915527344,18.823499965667725,0.9219671409290537
2015-02-09,57.17345428466797,25.44607925415039,18.549999237060547,18.873499965667726,0.9404610342993407
2015-02-10,56.83000564575195,26.041093826293945,17.229999542236328,18.754999923706055,0.8177666418646694
2015-02-11,56.57398223876953,25.925168991088867,16.959999084472656,18.57499990463257,0.7392253185763685
2015-02-12,57.679237365722656,26.373367309570312,15.34000015258789,18.267999935150147,1.0794955599190912
2015-02-13,58.303680419921875,26.55108070373535,14.6899995803833,17.88299994468689,1.2734840636266367
2015-02-17,58.1038703918457,26.844728469848633,15.800000190734863,17.62549991607666,1.2033163415666301
2015-02-18,56.83000564575195,26.481536865234375,15.449999809265137,17.403499937057497,0.8075946602929026
2015-02-19,55.84963607788086,26.43517303466797,15.289999961853027,17.22549991607666,0.49766168417367274
2015-02-20,56.14936828613281,26.5897216796875,14.300000190734863,17.12049994468689,0.5891767873078742
2015-02-23,55.58114242553711,26.087448120117188,14.5600004196167,17.015499973297118,0.4205178071889025
2015-02-24,55.83714294433594,26.5897216796875,13.6899995803833,16.9239999294281,0.4901291900646926
2015-02-25,55.94955062866211,26.234272003173828,13.84000015258789,16.754999971389772,0.5339974761090239
2015-02-26,55.35633850097656,26.00244903564453,13.90999984741211,16.428499937057495,0.3511660488389032
2015-02-27,55.287628173828125,25.693355560302734,13.34000015258789,16.157499933242796,0.33650747271447806
2015-03-02,54.975425720214844,26.319271087646484,13.039999961853027,15.760999965667725,0.22301168885309514
2015-03-03,54.713157653808594,26.350173950195312,13.859999656677246,15.482499933242797,0.1390983963403878
2015-03-04,54.43840026855469,26.36563491821289,14.229999542236328,15.327499914169312,0.051579731913437996
2015-03-05,54.16364288330078,26.064266204833984,14.039999961853027,15.11299991607666,-0.028621787285593434
2015-03-06,53.47053146362305,25.646997451782227,15.199999809265137,15.03049988746643,-0.23886153040998076
2015-03-09,53.17704772949219,25.283809661865234,15.0600004196167,14.918999862670898,-0.3235759258821449
2015-03-10,52.61505889892578,24.495616912841797,16.690000534057617,14.825999927520751,-0.483653054977591
2015-03-11,52.465179443359375,24.982440948486328,16.8700008392334,14.807999992370606,-0.5424426290527724
2015-03-12,52.59008026123047,23.80016326904297,15.420000076293945,14.73100004196167,-0.4755156340767841
2015-03-13,52.371524810791016,23.900615692138672,16.0,14.764000034332275,-0.5471681632763183
2015-03-16,52.927284240722656,23.82334327697754,15.609999656677246,14.810000038146972,-0.36907937506172783
2015-03-17,52.50265121459961,23.637880325317383,15.65999984741211,14.803000020980836,-0.49950294311375204
2015-03-18,53.745296478271484,23.869699478149414,13.970000267028809,14.729000043869018,-0.11065102171458736
2015-03-19,52.70872116088867,23.75379180908203,14.069999694824219,14.668000030517579,-0.43680810413868504
2015-03-20,52.789886474609375,24.19425392150879,13.020000457763672,14.604000043869018,-0.42123236221689486
2015-03-23,53.34564971923828,24.1092529296875,13.40999984741211,14.54650001525879,-0.24296387326822697
2015-03-24,52.77740478515625,23.79243278503418,13.619999885559082,14.543000030517579,-0.4159119294815164
2015-03-25,52.989723205566406,23.09697151184082,15.4399995803833,14.623000001907348,-0.3324963190620111
2015-03-26,52.65250778198242,23.243793487548828,15.800000190734863,14.717500019073487,-0.4428623848532233
2015-03-27,52.19043731689453,24.72743797302246,15.069999694824219,14.803999996185302,-0.6237101190991252
2015-03-30,53.47053146362305,24.310161590576172,14.510000228881836,14.877500009536742,-0.20798745920799655
2015-03-31,53.0771369934082,24.163341522216797,15.289999961853027,14.949000024795533,-0.32939363791151377
2015-04-01,52.73994445800781,23.807884216308594,15.109999656677246,14.993000030517578,-0.42815236033977155
2015-04-02,52.64002227783203,23.807884216308594,14.670000076293945,15.024500036239624,-0.4598507862290773
2015-04-06,53.158294677734375,23.985610961914062,14.739999771118164,15.001500034332276,-0.29954322725203153
2015-04-07,53.54545974731445,24.155616760253906,14.779999732971191,14.9875,-0.18064868011623597
2015-04-08,52.490169525146484,24.19425392150879,13.979999542236328,14.851999950408935,-0.5163119080555169
2015-04-09,52.85858154296875,24.140161514282227,13.09000015258789,14.66299991607666,-0.3981908902672176
2015-04-10,53.426822662353516,24.67334747314453,12.579999923706055,14.520999908447266,-0.2302409879088394
2015-04-13,53.28943634033203,24.518800735473633,13.9399995803833,14.417999887466431,-0.27025496654310127
2015-04-14,54.0949592590332,24.333343505859375,13.670000076293945,14.320999908447266,-0.010434909246016262
2015-04-15,55.000389099121094,25.36880874633789,12.84000015258789,14.179999923706054,0.252881668675988
2015-04-16,54.781864166259766,25.399715423583984,12.600000381469727,14.111499929428101,0.1828449716424519
2015-04-17,54.28229904174805,25.090620040893555,13.890000343322754,14.102499961853027,0.03150588636906638
2015-04-20,54.47587203979492,25.291528701782227,13.300000190734863,14.116499948501588,0.08827330428471133
2015-04-21,54.25107192993164,25.059707641601562,13.25,14.10849995613098,0.02231359279934366
2015-04-22,54.61323547363281,25.268352508544922,12.710000038146973,14.062999963760376,0.13238451282206273
2015-04-23,54.663204193115234,24.997888565063477,12.479999542236328,13.914999961853027,0.15448247986588481
