Date,XLF,GILD,VIX,AvgVIX,zscore
2020-03-02,24.859111785888672,59.4632453918457,33.41999816894531,20.318499898910524,-1.0957460861636652
2020-03-03,23.925220489501953,58.5247688293457,36.81999969482422,21.26099991798401,-1.2552507839075293
2020-03-04,24.716800689697266,59.944339752197266,31.989999771118164,22.05799994468689,-1.1398997813433378
2020-03-05,23.524986267089844,60.038936614990234,39.619998931884766,23.281499910354615,-1.3845527900375427
2020-03-06,22.724515914916992,63.26448440551758,41.939998626708984,24.630499839782715,-1.6494288683341738
2020-03-09,20.28752326965332,57.98060989379883,54.459999084472656,26.57999978065491,-1.975501839735525
2020-03-10,21.47933578491211,57.050018310546875,47.29999923706055,28.192999744415282,-1.7042631836125548
2020-03-11,20.314205169677734,58.12257766723633,53.900001525878906,30.12899980545044,-1.9746068016250047
2020-03-12,18.11735725402832,54.58842849731445,75.47000122070312,33.21549987792969,-2.307633763868936
2020-03-13,20.50098419189453,56.315696716308594,57.83000183105469,35.39949998855591,-1.879274837122798
2020-03-16,17.6904354095459,54.843143463134766,82.69000244140625,38.850000095367434,-2.4022940696746753
2020-03-17,18.6510009765625,59.3165397644043,75.91000366210938,41.9040002822876,-2.3497974434973683
2020-03-18,17.06784439086914,63.21685791015625,76.44999694824219,45.007500123977664,-2.794824805604207
2020-03-19,17.441402435302734,62.524356842041016,72.0,47.829500102996825,-2.697061870335634
2020-03-20,16.818805694580078,58.313602447509766,66.04000091552734,50.27750015258789,-2.68938655195838
2020-03-23,15.840229988098145,57.796226501464844,61.59000015258789,52.10550012588501,-2.871342880731627
2020-03-24,17.804561614990234,58.87078857421875,61.66999816894531,53.796500015258786,-2.5072404394421737
2020-03-25,18.28891944885254,55.44807052612305,63.95000076293945,55.61600008010864,-2.300186968725917
2020-03-26,19.437023162841797,58.791194915771484,61.0,56.708000087738036,-2.1737217649515537
2020-03-27,18.84503173828125,57.98725891113281,65.54000091552734,57.97950010299682,-2.2681836467586094
2020-03-30,19.203811645507812,60.43889236450195,57.08000183105469,59.16250028610229,-2.273405782858983
2020-03-31,18.674610137939453,59.50758361816406,53.540000915527344,59.99850034713745,-2.3510861158819587
2020-04-01,17.53547477722168,57.71662139892578,57.060001373291016,61.252000427246095,-2.525094313843779
2020-04-02,17.97498321533203,61.274654388427734,50.90999984741211,61.81650047302246,-2.549133810122426
2020-04-03,17.616201400756836,62.25370407104492,46.79999923706055,62.059500503540036,-2.6530135380391475
2020-04-06,18.880905151367188,61.87165451049805,45.2400016784668,61.598500633239745,-2.384440477506049
2020-04-07,19.069271087646484,59.435943603515625,46.70000076293945,61.568500709533694,-2.2687889132498285
2020-04-08,19.903440475463867,59.69065475463867,43.349998474121094,61.041000556945804,-2.107758305074286
2020-04-09,20.97081184387207,58.512611389160156,41.66999816894531,59.35100040435791,-1.853881158321114
2020-04-13,20.20840072631836,59.92148971557617,41.16999816894531,58.51800022125244,-2.053267453942398
2020-04-14,20.298099517822266,61.8875617980957,37.7599983215332,56.27150001525879,-2.097605090173629
2020-04-15,19.41908073425293,59.404090881347656,40.84000015258789,54.51799983978272,-2.1968507766055665
2020-04-16,19.07823944091797,60.92443084716797,40.11000061035156,52.70100002288818,-2.314306937977683
2020-04-17,20.082828521728516,66.85449981689453,38.150001525878906,51.00850009918213,-2.29920901953671
2020-04-20,19.73301887512207,64.68145751953125,43.83000183105469,49.898000144958495,-2.301027796748287
2020-04-21,19.09617805480957,62.50843048095703,45.40999984741211,49.089000129699706,-2.361043664222933
2020-04-22,19.302480697631836,64.72126770019531,41.97999954223633,48.104500198364256,-2.3895869945225714
2020-04-23,19.22174835205078,61.91143798828125,41.380001068115234,46.976000213623045,-2.3165984713891143
2020-04-24,19.499807357788086,63.39197540283203,35.93000030517578,45.722500228881835,-2.3073045785549753
2020-04-27,20.163557052612305,63.59894943237305,33.290000915527344,44.11000022888184,-2.1793090568472686
2020-04-28,20.37882423400879,62.619873046875,33.56999969482422,42.93450012207031,-2.104526588877241
2020-04-29,20.97081184387207,66.17790222167969,31.229999542236328,41.81900005340576,-2.0976502621924493
2020-04-30,20.44161033630371,66.86244201660156,34.150001525878906,40.673500061035156,-2.2267172887539957
2020-05-01,19.786836624145508,63.63871765136719,37.189998626708984,39.9875,-2.256955177581644
2020-05-04,19.607446670532227,63.87751388549805,35.970001220703125,39.44600009918213,-2.3009212579759306
2020-05-05,19.544660568237305,62.99397277832031,33.61000061035156,38.86450004577637,-2.28555327752667
2020-05-06,19.12308692932129,61.66469955444336,34.119998931884766,38.235499954223634,-2.3287557344512746
2020-05-07,19.571561813354492,61.77610778808594,31.440000534057617,37.64000005722046,-2.241368803958722
2020-05-08,19.993135452270508,61.68062210083008,27.979999542236328,36.95550012588501,-2.1528566242084555
2020-05-11,19.607446670532227,64.31529998779297,27.56999969482422,36.275500202178954,-2.3148435902364377
2020-05-12,19.09617805480957,62.0467529296875,33.040000915527344,36.03950033187866,-2.3463615438168777
2020-05-13,18.531095504760742,61.338348388671875,35.279998779296875,35.76150026321411,-2.4384056150879747
2020-05-14,19.00648307800293,61.473670959472656,32.61000061035156,35.38650026321411,-2.346322555885758
2020-05-15,18.880905151367188,60.70154571533203,31.889999389648438,35.07350015640259,-2.3472290554397803
2020-05-18,19.849620819091797,59.50758361816406,29.299999237060547,34.34700002670288,-2.1128484652175135
2020-05-19,19.365264892578125,57.581298828125,30.530000686645508,33.60300006866455,-2.149794288189909
2020-05-20,19.795804977416992,58.81508255004883,27.989999771118164,32.90350008010864,-2.1017371257301347
2020-05-21,19.73301887512207,58.50465393066406,29.530000686645508,32.31100006103516,-2.104595083555005
2020-05-22,19.661264419555664,58.37728500366211,28.15999984741211,31.92250003814697,-2.115093012555776
2020-05-26,20.683792114257812,58.24993896484375,28.010000228881836,31.658500003814698,-1.9037220193791828
2020-05-27,21.58074378967285,59.6190299987793,27.6200008392334,31.361000061035156,-1.7654012252995488
2020-05-28,21.239898681640625,59.95332717895508,28.59000015258789,31.229000091552734,-1.8451400104290328
2020-05-29,20.997722625732422,61.95124053955078,27.510000228881836,30.89700002670288,-1.9577790741846268
2020-06-01,21.239898681640625,59.825984954833984,28.229999542236328,30.449000072479247,-1.8410903141373687
2020-06-02,21.41032600402832,58.313602447509766,26.84000015258789,29.992500019073486,-1.7584392601190721
2020-06-03,22.208616256713867,59.221031188964844,25.65999984741211,29.594999980926513,-1.6254407899497
2020-06-04,22.69296646118164,61.72040939331055,25.809999465942383,29.179500007629393,-1.6067214588480125
2020-06-05,23.536104202270508,61.09157180786133,24.520000457763672,28.8335000038147,-1.415774153106838
2020-06-08,23.984586715698242,61.266700744628906,25.809999465942383,28.725,-1.3304121009518963
2020-06-09,23.47332000732422,61.76020050048828,27.56999969482422,28.725,-1.4497673887009646
2020-06-10,22.594303131103516,61.34629440307617,27.56999969482422,28.451499938964844,-1.6148283205163827
2020-06-11,20.746578216552734,58.49542236328125,40.790000915527344,28.727000045776368,-1.8987986946090853
2020-06-12,21.374448776245117,58.78451919555664,36.09000015258789,28.901000022888184,-1.780689439722044
2020-06-15,21.67044448852539,59.402870178222656,34.400001525878906,29.026500129699706,-1.7403398404876858
2020-06-16,22.011289596557617,59.924861907958984,33.66999816894531,29.245000076293945,-1.6878324787686068
2020-06-17,21.679414749145508,59.234222412109375,33.470001220703125,29.392000102996825,-1.7331578060154713
2020-06-18,21.652498245239258,59.45909118652344,32.939998626708984,29.639500045776366,-1.7457664283488956
2020-06-19,21.508989334106445,62.21361541748047,35.119998931884766,29.91899995803833,-1.862461867461281
2020-06-22,21.402469635009766,60.768089294433594,31.770000457763672,30.09949998855591,-1.8380889653862955
2020-06-23,21.501766204833984,60.27019119262695,31.3700008392334,30.267500019073488,-1.802122233304032
2020-06-24,20.743515014648438,60.976898193359375,33.84000015258789,30.57849998474121,-1.9783348628953161
2020-06-25,21.29414939880371,60.6235466003418,32.220001220703125,30.760000038146973,-1.8554545836094158
2020-06-26,20.382450103759766,59.88471984863281,34.72999954223633,31.121000003814697,-2.016808971909209
2020-06-29,20.608118057250977,59.876670837402344,31.780000686645508,31.298500061035156,-1.9707980089135988
2020-06-30,20.887943267822266,61.78799819946289,30.43000030517578,31.47800006866455,-1.9748458544886278
2020-07-01,20.70741081237793,61.08128356933594,28.6200008392334,31.626000118255615,-1.988974750055034
2020-07-02,20.7344913482666,61.31416702270508,27.68000030517578,31.719500160217287,-1.9908901581820193
2020-07-06,21.131671905517578,61.6434211730957,27.940000534057617,31.890500164031984,-1.9208312028235992
2020-07-07,20.698387145996094,61.370399475097656,29.43000030517578,32.07150020599365,-1.9999987016148884
2020-07-08,20.915023803710938,60.71990966796875,28.079999923706055,32.097000217437746,-1.9353881716473749
2020-07-09,20.47271728515625,59.99714660644531,29.260000228881836,32.18150024414062,-2.0020823349818317
2020-07-10,21.17680549621582,61.29008865356445,27.290000915527344,31.506500244140625,-1.9004436379434868
2020-07-13,21.26706886291504,61.57918930053711,32.189998626708984,31.31150016784668,-1.8913363004333725
2020-07-14,21.37539291381836,61.988746643066406,29.520000457763672,31.067500114440918,-1.8823978190408668
2020-07-15,21.799650192260742,61.555091857910156,27.760000228881836,30.772000217437743,-1.7825871772501667
2020-07-16,21.799650192260742,61.54704666137695,28.0,30.49850015640259,-1.782331326507877
2020-07-17,21.619112014770508,62.24574279785156,25.68000030517578,30.13550024032593,-1.8411558016206646
2020-07-20,21.519817352294922,62.70348358154297,24.459999084472656,29.602500247955323,-1.87584507691754
2020-07-21,21.944082260131836,61.659488677978516,24.84000015258789,29.256000232696532,-1.7566230488777472
2020-07-22,21.944082260131836,61.23388671875,24.31999969482422,28.903500175476076,-1.7430881928006796
2020-07-23,21.962133407592773,60.67975997924805,26.079999923706055,28.515500164031984,-1.7218060979540553
2020-07-24,21.907970428466797,59.13785934448242,25.84000015258789,28.19650011062622,-1.6837528110954596
2020-07-27,21.727436065673828,59.86063003540039,24.739999771118164,27.697000122070314,-1.7433421239711664
2020-07-28,21.673274993896484,59.210140228271484,25.440000534057617,27.380000114440918,-1.7336368096874923
2020-07-29,22.07948112487793,58.63192367553711,24.100000381469727,27.063500118255615,-1.6328887964534298
2020-07-30,21.682302474975586,58.085838317871094,24.760000228881836,26.870500087738037,-1.6960517690528198
2020-07-31,21.691328048706055,55.837249755859375,24.459999084472656,26.70950002670288,-1.6227129140866732
2020-08-03,21.754514694213867,57.60399627685547,24.280000686645508,26.526500034332276,-1.6660870963319279
2020-08-04,21.66425132751465,56.92139434814453,23.760000228881836,26.243000030517578,-1.6626804331449503
2020-08-05,21.962133407592773,55.41163635253906,22.989999771118164,25.988500022888182,-1.5542709314972143
2020-08-06,21.95310401916504,55.25904083251953,22.649999618530273,25.657999992370605,-1.5512488790919976
2020-08-07,22.422494888305664,55.69270324707031,22.209999084472656,25.403999900817873,-1.469869380634727
2020-08-10,22.584980010986328,55.01813888549805,22.1299991607666,24.90099992752075,-1.4154726583658404
2020-08-11,22.846752166748047,54.68886947631836,24.030000686645508,24.626499938964844,-1.3519260908595219
2020-08-12,22.783565521240234,55.28313446044922,22.280000686645508,24.352499961853027,-1.38363603411059
2020-08-13,22.639142990112305,54.753116607666016,22.1299991607666,24.058999919891356,-1.396062766228039
2020-08-14,22.729406356811523,55.01010513305664,22.049999237060547,23.877499866485596,-1.385934209396637
2020-08-17,22.350278854370117,55.5320930480957,21.350000381469727,23.72199993133545,-1.4794037681160974
2020-08-18,22.205856323242188,55.45981216430664,21.510000228881836,23.555499935150145,-1.5063873035145259
2020-08-19,22.19683074951172,52.761505126953125,22.540000915527344,23.466499996185302,-1.4224065820222873
2020-08-20,21.989213943481445,53.04258346557617,22.719999313354492,23.298499965667723,-1.4734404003152644
2020-08-21,21.944082260131836,53.403968811035156,22.540000915527344,23.133500003814696,-1.4940836718433979
2020-08-24,22.46762466430664,53.06666946411133,22.3700008392334,23.01500005722046,-1.3772068774923383
2020-08-25,22.53081703186035,53.04258346557617,22.030000686645508,22.844500064849854,-1.3636284220603456
2020-08-26,22.422494888305664,52.68121337890625,23.270000457763672,22.803000068664552,-1.374098952281826
2020-08-27,22.80162239074707,52.64106369018555,24.469999313354492,22.788500022888183,-1.2959526572462792
2020-08-28,22.891891479492188,52.408164978027344,22.959999084472656,22.713500022888184,-1.2702437045094734
2020-08-31,22.621084213256836,53.604732513427734,26.40999984741211,22.819999980926514,-1.3632037081818238
2020-09-01,22.68427085876465,52.86591339111328,26.1200008392334,22.938000011444093,-1.326896700905942
2020-09-02,23.00923728942871,53.63684844970703,26.56999969482422,23.117000007629393,-1.285525613612875
2020-09-03,22.65719223022461,52.930152893066406,33.599998474121094,23.664499950408935,-1.3344299143388982
2020-09-04,22.828702926635742,53.01045608520508,30.75,24.091499996185302,-1.302209278655788
2020-09-08,22.241966247558594,51.508731842041016,31.459999084472656,24.557999992370604,-1.373414905636426
2020-09-09,22.46762466430664,51.80585479736328,28.809999465942383,24.79699993133545,-1.3371108565876775
2020-09-10,22.151691436767578,51.211585998535156,29.709999084472656,25.168499851226805,-1.3822687127351099
2020-09-11,22.30514907836914,52.66513442993164,26.8700008392334,25.405499935150146,-1.397379900649676
2020-09-14,22.612058639526367,53.833675384521484,25.850000381469727,25.595499992370605,-1.3723144430453371
2020-09-15,22.30514907836914,53.72006607055664,25.59000015258789,25.807499980926515,-1.4309284960388673
2020-09-16,22.55790138244629,53.27375411987305,26.040000915527344,26.03400001525879,-1.3654885868606916
2020-09-17,22.323204040527344,52.778743743896484,26.459999084472656,26.229999923706053,-1.3973321587144074
2020-09-18,22.27806854248047,52.78687286376953,25.829999923706055,26.385499954223633,-1.406742063269371
2020-09-21,21.71986961364746,52.1052131652832,27.780000686645508,26.64749994277954,-1.498240986374492
2020-09-22,21.538339614868164,51.44792556762695,26.860000610351562,26.87199993133545,-1.514143999973726
2020-09-23,21.057289123535156,51.19635009765625,28.579999923706055,27.199499893188477,-1.603678199069166
2020-09-24,21.102672576904297,50.51471710205078,28.510000228881836,27.461499881744384,-1.5727994679027242
2020-09-25,21.32050895690918,50.51471710205078,26.3799991607666,27.55699987411499,-1.528632356714667
2020-09-28,21.828792572021484,51.00160217285156,26.190000534057617,27.71849994659424,-1.4410597835595493
2020-09-29,21.55649757385254,50.393001556396484,26.270000457763672,27.711499977111817,-1.4769140555817288
2020-09-30,21.846942901611328,51.27750778198242,26.3700008392334,27.723999977111816,-1.4461539999058672
2020-10-01,21.883243560791016,51.38300704956055,26.700000762939453,27.73050003051758,-1.4421489640606044
2020-10-02,22.05569839477539,50.44980239868164,27.6299991607666,27.432000064849852,-1.3775056519278293
2020-10-05,22.418752670288086,51.610225677490234,27.959999084472656,27.292500019073486,-1.3407984954230354
2020-10-06,22.19184684753418,50.73381423950195,29.479999542236328,27.19350004196167,-1.3589331152666602
2020-10-07,22.563976287841797,50.99348831176758,28.059999465942383,27.15600004196167,-1.2917406009830426
2020-10-08,22.872577667236328,51.38300704956055,26.360000610351562,26.988500118255615,-1.2415579081473174
2020-10-09,22.899803161621094,51.80497360229492,25.0,26.895000076293947,-1.2494570850863
2020-10-12,23.153947830200195,52.38111877441406,25.06999969482422,26.85600004196167,-1.2162507202465818
2020-10-13,22.709197998046875,52.33243942260742,26.06999969482422,26.880000019073485,-1.3048772666888617
2020-10-14,22.491369247436523,51.975379943847656,26.399999618530273,26.897999954223632,-1.3376877407435572
2020-10-15,22.663816452026367,51.09087371826172,26.969999313354492,26.923499965667723,-1.274594667094073
2020-10-16,22.681970596313477,50.31184387207031,27.40999984741211,27.002499961853026,-1.2461393932938092
2020-10-19,22.337068557739258,49.151432037353516,29.18000030517578,27.07249994277954,-1.279166482274998
2020-10-20,22.51859474182129,49.13520431518555,29.350000381469727,27.196999931335448,-1.2418453254018817
2020-10-21,22.400598526000977,48.859291076660156,28.649999618530273,27.20049991607666,-1.2569949797332127
2020-10-22,22.845348358154297,49.232574462890625,28.110000610351562,27.180499935150145,-1.1786913859764088
2020-10-23,22.91795539855957,49.3299560546875,27.549999237060547,27.238999938964845,-1.1670669447755695
2020-10-26,22.400598526000977,48.65642166137695,32.459999084472656,27.552499866485597,-1.2505433920965523
2020-10-27,21.992162704467773,48.69699478149414,33.349998474121094,27.906499767303465,-1.3346455202917247
2020-10-28,21.42942237854004,47.65019607543945,40.279998779296875,28.60199966430664,-1.4154531952138938
2020-10-29,21.59280014038086,47.496002197265625,37.59000015258789,29.146499633789062,-1.3774241412191652
2020-10-30,21.65633773803711,47.187644958496094,38.02000045776367,29.665999698638917,-1.3547353869511298
2020-11-02,22.064775466918945,47.496002197265625,37.130001068115234,30.124499797821045,-1.2817294426350259
2020-11-03,22.55490493774414,47.739444732666016,35.54999923706055,30.427999782562257,-1.1900958067653975
2020-11-04,22.29168128967285,48.58338165283203,29.56999969482422,30.50349979400635,-1.2703039595631405
2020-11-05,22.836271286010742,48.38862991333008,27.579999923706055,30.56449975967407,-1.1536929430211738
2020-11-06,22.654739379882812,47.934207916259766,24.860000610351562,30.55749979019165,-1.176047809665107
2020-11-09,24.51540756225586,47.9179801940918,25.75,30.59149980545044,-0.7982745605501274
2020-11-10,24.642475128173828,49.19200134277344,24.799999237060547,30.527999782562254,-0.8130271627525295
2020-11-11,24.54263687133789,48.77002716064453,23.450000762939453,30.380499839782715,-0.819850242489295
2020-11-12,24.134199142456055,48.672645568847656,25.350000381469727,30.299499893188475,-0.8995655662046789
2020-11-13,24.53356170654297,49.167659759521484,23.100000381469727,30.083999919891358,-0.8343356483715487
2020-11-16,25.07813835144043,49.573402404785156,22.450000762939453,29.74749994277954,-0.7368240674020708
2020-11-17,25.041841506958008,49.47602844238281,22.709999084472656,29.415499877929687,-0.7410867281351875
2020-11-18,24.80585479736328,49.41921615600586,23.84000015258789,29.174999904632568,-0.7871271580801387
2020-11-19,24.887535095214844,49.20011520385742,23.110000610351562,28.924999904632568,-0.7635984055617823
2020-11-20,24.669708251953125,48.77814483642578,23.700000762939453,28.732499980926512,-0.7943442177733763
2020-11-23,25.13260269165039,48.5996208190918,22.65999984741211,28.242500019073486,-0.6948133385738147
2020-11-24,26.013015747070312,48.89175033569336,21.639999389648438,27.657000064849854,-0.5255966268932486
2020-11-25,25.92224884033203,48.28314208984375,21.25,26.70550012588501,-0.5246451814732842
2020-11-27,25.840560913085938,48.713226318359375,20.84000015258789,25.86800012588501,-0.5548851029057028
2020-11-30,25.3050537109375,49.232574462890625,20.56999969482422,24.995500087738037,-0.6799772602468109
2020-12-01,25.695343017578125,49.59774398803711,20.770000457763672,24.17750005722046,-0.6124576999382181
2020-12-02,25.976709365844727,49.60586166381836,21.170000076293945,23.458500099182128,-0.5556678144095972
2020-12-03,25.985782623291016,49.38676071166992,21.280000686645508,23.044000148773193,-0.5468604010290994
2020-12-04,26.30345916748047,49.95479965209961,20.790000915527344,22.704500198364258,-0.5005149276604554
2020-12-07,26.121932983398438,49.3624153137207,21.299999237060547,22.526500129699706,-0.5184812003098193
2020-12-08,26.112852096557617,49.6383171081543,20.68000030517578,22.273000144958495,-0.5290965226224577
2020-12-09,26.04932403564453,49.354305267333984,22.270000457763672,22.146500205993654,-0.5329450130930982
2020-12-10,26.094703674316406,49.05405044555664,22.520000457763672,22.100000190734864,-0.514195520904259
2020-12-11,25.83148765563965,49.30561065673828,23.309999465942383,21.998000144958496,-0.5755635539988749
2020-12-14,25.531965255737305,49.108642578125,24.719999313354492,22.079000091552736,-0.6300288849064927
2020-12-15,25.967636108398438,48.772178649902344,22.889999389648438,22.101000022888183,-0.5309949320537767
2020-12-16,26.013015747070312,48.370052337646484,22.5,22.09050006866455,-0.5090057556198682
2020-12-17,26.085630416870117,48.47674560546875,21.93000030517578,21.995000076293945,-0.49767589444593263
2020-12-18,25.858718872070312,48.48493957519531,21.56999969482422,21.91800003051758,-0.5439436099848891
2020-12-21,26.207294464111328,48.041786193847656,25.15999984741211,21.99099998474121,-0.45917563160071856
2020-12-22,25.951793670654297,46.7779541015625,24.229999542236328,22.069499969482422,-0.4707873582718361
2020-12-23,26.380674362182617,47.089805603027344,23.309999465942383,22.15299997329712,-0.3937476530110229
2020-12-24,26.417173385620117,46.83540344238281,21.530000686645508,22.167000007629394,-0.3782569290922773
2020-12-28,26.544921875,46.68768310546875,21.700000762939453,22.210000038146973,-0.34765770797545964
2020-12-29,26.453672409057617,46.63844680786133,23.079999923706055,22.335500049591065,-0.36459306924567064
2020-12-30,26.572301864624023,46.4907341003418,22.770000457763672,22.435500049591063,-0.3358430077295757
2020-12-31,26.900802612304688,47.811988830566406,22.75,22.514500045776366,-0.3112564134172735
2021-01-04,26.53580093383789,49.330223083496094,26.969999313354492,22.798999977111816,-0.4335442147541293
2021-01-05,26.6544246673584,49.23995590209961,25.34000015258789,23.026499938964843,-0.40662217747560436
2021-01-06,27.83156967163086,50.84025955200195,25.06999969482422,23.214999961853028,-0.21884412502906245
2021-01-07,28.233064651489258,51.30803298950195,22.3700008392334,23.299499988555908,-0.15231555057627857
2021-01-08,28.21482276916504,51.73479080200195,21.559999465942383,23.263999938964844,-0.16958577211583498
2021-01-11,28.306072235107422,51.29983139038086,24.079999923706055,23.34199991226196,-0.13725217525145153
2021-01-12,28.598068237304688,50.94694137573242,23.329999923706055,23.342999935150146,-0.06682643907746018
2021-01-13,28.579824447631836,50.50377655029297,22.209999084472656,23.217499923706054,-0.056432048512136665
2021-01-14,28.70757293701172,51.209556579589844,23.25,23.235499954223634,-0.052975570439383356
2021-01-15,28.233064651489258,51.97277069091797,24.34000015258789,23.32749996185303,-0.17345532430752647
2021-01-19,28.306072235107422,55.04206085205078,23.239999771118164,23.392999935150147,-0.25626134819529695
2021-01-20,28.187440872192383,55.79706954956055,21.579999923706055,23.39349994659424,-0.3043248274060803
2021-01-21,27.886314392089844,54.968196868896484,21.31999969482422,23.201499938964844,-0.3390197652485237
2021-01-22,27.685562133789062,54.935386657714844,21.90999984741211,23.085499954223632,-0.37867958944389796
2021-01-25,27.48480987548828,55.93659210205078,23.190000534057617,23.079500007629395,-0.4512228456240178
2021-01-26,27.265810012817383,54.738407135009766,23.020000457763672,23.153999996185302,-0.45752156569790603
2021-01-27,26.462799072265625,53.73720932006836,37.209999084472656,23.929499912261964,-0.5884951585505865
2021-01-28,26.95555305480957,53.08066940307617,30.209999084472656,24.285999870300294,-0.46770844213115087
2021-01-29,26.417173385620117,53.835693359375,33.09000015258789,24.801999855041505,-0.6008778885821892
2021-02-01,26.76392936706543,53.42534255981445,30.239999771118164,25.176499843597412,-0.5175220199184484
2021-02-02,27.41181182861328,53.44997787475586,25.559999465942383,25.105999851226805,-0.38694496002433526
2021-02-03,27.566938400268555,52.94935989379883,22.90999984741211,24.984499835968016,-0.33957199712571495
2021-02-04,28.178321838378906,54.024444580078125,21.770000457763672,24.81949987411499,-0.24980129749473184
2021-02-05,28.187440872192383,56.18278884887695,20.8700008392334,24.74449987411499,-0.31659134801105726
2021-02-08,28.552444458007812,55.780670166015625,21.239999771118164,24.72849988937378,-0.22979750690895384
2021-02-09,28.56157112121582,55.230812072753906,21.6299991607666,24.605999851226805,-0.2104606335202525
2021-02-10,28.56157112121582,55.22261047363281,21.989999771118164,24.538999843597413,-0.21019980891336598
2021-02-11,28.470321655273438,54.918968200683594,21.25,24.49099988937378,-0.21904463350550601
2021-02-12,28.762327194213867,54.89434051513672,19.969999313354492,24.326999855041503,-0.15905625631398979
2021-02-16,29.255083084106445,53.17915344238281,21.459999084472656,24.18299980163574,-0.004602398170945595
2021-02-17,29.401084899902344,53.42534255981445,21.5,24.095999813079835,0.017170769396163896
2021-02-18,29.227706909179688,53.53204345703125,22.489999771118164,24.14149980545044,-0.021375510603396465
2021-02-19,29.574462890625,52.826263427734375,22.049999237060547,24.177999782562257,0.07137550302793014
2021-02-22,29.84820556640625,52.612892150878906,23.450000762939453,24.254999828338622,0.13366338163351618
2021-02-23,30.03070831298828,52.26000213623047,23.110000610351562,24.25099983215332,0.18188896558779155
2021-02-24,30.614717483520508,52.284629821777344,21.34000015258789,24.16699981689453,0.29951572813916544
2021-02-25,30.058086395263672,51.52961349487305,28.889999389648438,23.75099983215332,0.21066755417129038
2021-02-26,29.48320960998535,50.38889694213867,27.950000762939453,23.63799991607666,0.13038591340593556
2021-03-01,30.404850006103516,51.2587890625,23.350000381469727,23.15099992752075,0.2895877972471677
2021-03-02,30.295337677001953,51.71015930175781,24.100000381469727,22.84399995803833,0.2530294472115787
2021-03-03,30.532594680786133,51.49678421020508,26.670000076293945,22.89949998855591,0.3079198456291595
2021-03-04,30.185842514038086,51.890708923339844,28.56999969482422,23.182499980926515,0.2250871275054342
2021-03-05,30.76072120666504,53.03143310546875,24.65999984741211,23.326999950408936,0.3053689123650578
2021-03-08,31.153104782104492,53.13812255859375,25.469999313354492,23.55699987411499,0.38153319300605265
2021-03-09,30.87022590637207,52.79343795776367,24.030000686645508,23.69649991989136,0.33514002975239077
2021-03-10,31.499845504760742,52.44876480102539,22.559999465942383,23.742999935150145,0.4737588570802738
2021-03-11,31.408601760864258,51.775814056396484,21.90999984741211,23.738999938964845,0.47665982141722635
2021-03-12,31.727977752685547,51.095211029052734,20.690000534057617,23.710999965667725,0.5630587725810338
2021-03-15,31.54548454284668,52.3485221862793,20.030000686645508,23.714000034332276,0.4862002198128145
2021-03-16,31.216978073120117,53.12872314453125,19.790000915527344,23.63050012588501,0.39478265010720087
2021-03-17,31.42685317993164,53.469024658203125,19.229999542236328,23.517000102996825,0.4265134256090123
2021-03-18,31.59110450744629,53.18682861328125,21.579999923706055,23.47150011062622,0.46879028176666543
2021-03-19,31.226104736328125,53.50222396850586,20.950000762939453,23.416500186920167,0.3847551613700203
