Date,ASML,GILD,VIX,AvgVIX,zscore
2022-01-31,648.6134643554688,58.771060943603516,24.829999923706055,23.18100004196167,1.2448609864679248
2022-02-01,652.7127075195312,58.59135055541992,21.959999084472656,23.448999977111818,1.3130528849741314
2022-02-02,657.7603149414062,56.32368850708008,22.09000015258789,23.707999992370606,1.5251814316652264
2022-02-03,618.6634521484375,55.95573043823242,24.350000381469727,23.939000034332274,1.0051846848407315
2022-02-04,625.2528686523438,54.680702209472656,23.219999313354492,24.119499969482423,1.1765617398250565
2022-02-07,622.5903930664062,54.56089782714844,22.860000610351562,24.324499988555907,1.147084028704854
2022-02-08,625.8850708007812,54.50956344604492,21.440000534057617,24.426500034332275,1.1960608745515235
2022-02-09,651.6495971679688,54.2357292175293,19.959999084472656,24.503999996185303,1.5710704727540303
2022-02-10,629.151123046875,52.87512969970703,23.90999984741211,24.818499946594237,1.3437864520724478
2022-02-11,601.7201538085938,53.114715576171875,27.360000610351562,25.171000003814697,0.9477754732034216
2022-02-14,601.4039916992188,52.29322814941406,28.329999923706055,25.62799997329712,0.9948322017213291
2022-02-15,628.7009887695312,52.48149108886719,25.700000762939453,25.773499965667725,1.3621870449990012
2022-02-16,635.8363647460938,52.969261169433594,24.290000915527344,25.795499992370605,1.4307467659519784
2022-02-17,622.973388671875,52.447261810302734,28.110000610351562,25.92150001525879,1.2847764713052507
2022-02-18,620.4833374023438,52.24188995361328,27.75,25.866499996185304,1.2630525901253988
2022-02-22,613.2423095703125,52.18199157714844,28.809999465942383,25.811999988555907,1.1662286589922592
2022-02-23,605.062744140625,52.49860763549805,31.020000457763672,25.805000019073486,1.0327884397857132
2022-02-24,629.1128540039062,51.8653678894043,30.31999969482422,25.723000049591064,1.4064942603095698
2022-02-25,638.9589233398438,52.30179214477539,27.59000015258789,25.57800006866455,1.515920213017466
2022-02-28,638.3746948242188,51.68567657470703,30.149999618530273,25.70250005722046,1.5463915701992703
2022-03-01,607.438232421875,51.56586837768555,33.31999969482422,26.127000045776366,1.1241986928044567
2022-03-02,627.7049560546875,52.404483795166016,30.739999771118164,26.566000080108644,1.3531753243670592
