Date,KDP,ADI,VIX,AvgVIX,zscore
2022-01-31,33.8814697265625,152.28567504882812,24.829999923706055,23.18100004196167,0.7417885783598187
2022-02-01,34.05109786987305,153.58592224121094,21.959999084472656,23.448999977111818,0.900913432740638
2022-02-02,34.613555908203125,156.8736572265625,22.09000015258789,23.707999992370606,1.3795794641530652
2022-02-03,34.5956916809082,150.47462463378906,24.350000381469727,23.939000034332274,1.0632864147028087
2022-02-04,34.140384674072266,149.55519104003906,23.219999313354492,24.119499969482423,0.7591323593662399
2022-02-07,34.43500518798828,149.36013793945312,22.860000610351562,24.324499988555907,0.9181565445785114
2022-02-08,34.684974670410156,151.50555419921875,21.440000534057617,24.426500034332275,1.16361759593797
2022-02-09,34.533203125,156.2235107421875,19.959999084472656,24.503999996185303,1.3025652434999322
2022-02-10,34.17608642578125,150.14952087402344,23.90999984741211,24.818499946594237,0.8079618903218208
2022-02-11,33.952884674072266,142.9332275390625,27.360000610351562,25.171000003814697,0.3352413689019611
2022-02-14,34.015380859375,143.0075225830078,28.329999923706055,25.62799997329712,0.374507141044437
2022-02-15,33.863616943359375,150.49317932128906,25.700000762939453,25.773499965667725,0.6458465598842318
2022-02-16,33.85468292236328,156.34423828125,24.290000915527344,25.795499992370605,0.9206151382744923
2022-02-17,33.85468292236328,148.99790954589844,28.110000610351562,25.92150001525879,0.5692181741316092
2022-02-18,34.35464859008789,148.9329071044922,27.75,25.866499996185304,0.8518028690220373
2022-02-22,34.43500518798828,149.4158477783203,28.809999465942383,25.811999988555907,0.9208213134659476
2022-02-23,33.979671478271484,145.33868408203125,31.020000457763672,25.805000019073486,0.465608286036764
2022-02-24,32.72084426879883,149.1277618408203,30.31999969482422,25.723000049591064,-0.0724767916098058
2022-02-25,34.19394302368164,151.30230712890625,27.59000015258789,25.57800006866455,0.8733068635199204
2022-02-28,34.52427291870117,149.59437561035156,30.149999618530273,25.70250005722046,0.9803708407780349
2022-03-01,34.0689582824707,146.47727966308594,33.31999969482422,26.127000045776366,0.571091635937593
2022-03-02,34.470706939697266,149.15576171875,30.739999771118164,26.566000080108644,0.9287815664560933
2022-03-03,34.470706939697266,148.6518096923828,30.479999542236328,26.985500049591064,0.9046760276871957
2022-03-04,34.711753845214844,146.3839569091797,31.979999542236328,27.367000007629393,0.9339385651555816
2022-03-07,34.05109786987305,136.519287109375,36.45000076293945,28.028500080108643,0.08456502396303452
2022-03-08,33.22079849243164,138.6098175048828,35.130001068115234,28.642000102996825,-0.2898942367655095
2022-03-09,33.59577178955078,143.3694610595703,32.45000076293945,29.192500114440918,0.1520437301657578
2022-03-10,33.21187210083008,140.51364135742188,30.229999542236328,29.706000137329102,-0.203929407309028
2022-03-11,32.86368942260742,137.7511749267578,30.75,30.048000144958497,-0.5350275079388045
2022-03-14,33.06902313232422,135.91259765625,31.770000457763672,30.268500137329102,-0.5056389233132124
2022-03-15,33.33686447143555,140.8496551513672,29.829999923706055,30.3435001373291,-0.11643282433760173
2022-03-16,33.444000244140625,147.98916625976562,26.670000076293945,30.392000102996825,0.2862917209580224
2022-03-17,33.7475471496582,149.30508422851562,25.670000076293945,30.461000061035158,0.522690972319501
2022-03-18,33.75647735595703,152.5435333251953,23.8700008392334,30.249000072479248,0.682698679885487
2022-03-21,33.72968292236328,153.26217651367188,23.530000686645508,30.038000106811523,0.7017624748089307
2022-03-22,33.77433395385742,153.7754364013672,22.940000534057617,29.744500160217285,0.7518280482304858
2022-03-23,32.91725158691406,148.52113342285156,23.56999969482422,29.37200012207031,0.010738823608552075
2022-03-24,33.265438079833984,153.95281982421875,21.670000076293945,28.9395001411438,0.4695159108193382
2022-03-25,33.55112838745117,154.57806396484375,20.809999465942383,28.600500106811523,0.6626744140596554
2022-03-28,33.92610549926758,156.09933471679688,19.6299991607666,28.07450008392334,0.9497134649538802
2022-03-29,34.18501281738281,158.824462890625,18.899999618530273,27.353500080108642,1.2280111999966266
2022-03-30,34.06003952026367,155.37136840820312,19.329999923706055,26.78300008773804,0.991426186334823
2022-03-31,34.00439453125,154.15811157226562,20.559999465942383,26.28700008392334,0.9015954109977801
2022-04-01,34.309452056884766,154.3261260986328,19.6299991607666,25.669500064849853,1.0839502029510952
2022-04-04,34.4171257019043,153.5234832763672,18.56999969482422,24.77550001144409,1.1070850306168205
2022-04-05,33.15204620361328,149.30508422851562,21.030000686645508,24.070499992370607,0.18240556359276205
2022-04-06,33.94159698486328,149.58505249023438,22.100000381469727,23.55299997329712,0.6469680393999029
2022-04-07,33.74420928955078,150.49032592773438,21.549999237060547,23.11899995803833,0.5774772981364982
2022-04-08,33.78009033203125,148.14784240722656,21.15999984741211,22.639499950408936,0.4859326788284795
2022-04-11,33.72626495361328,144.55474853515625,24.3700008392334,22.26949996948242,0.28330692639563054
2022-04-12,33.76215362548828,145.12400817871094,24.260000228881836,21.99099998474121,0.3310440861160218
2022-04-13,33.789066314697266,147.56919860839844,21.81999969482422,21.748499965667726,0.4633835284842757
2022-04-14,33.4122314453125,146.0572967529297,22.700000762939453,21.6,0.17573104692968566
2022-04-18,32.999515533447266,149.64105224609375,22.170000076293945,21.51499996185303,0.11131575655309617
2022-04-19,33.6993408203125,151.48895263671875,21.3700008392334,21.40699996948242,0.5996055509384886
2022-04-20,34.103092193603516,150.61166381835938,20.31999969482422,21.27599992752075,0.7883566890488967
2022-04-21,33.65447998046875,148.11981201171875,22.68000030517578,21.23149995803833,0.4128147355687832
2022-04-22,33.196903228759766,144.89071655273438,28.209999084472656,21.558499908447267,-0.0031143764492341784
2022-04-25,33.46607971191406,148.31581115722656,27.020000457763672,21.86899995803833,0.3145329346597627
2022-04-26,33.241764068603516,142.61349487304688,33.52000045776367,22.563500022888185,-0.08640602591263465
