Date,XOM,ADI,VIX,AvgVIX,zscore
2020-01-30,48.71258544921875,100.57750701904297,15.489999771118164,13.696000051498412,0.9952196085326933
2020-01-31,46.70513916015625,98.23243713378906,18.84000015258789,14.014500045776368,0.9832231487587961
2020-02-03,45.66006088256836,98.45622253417969,17.969999313354492,14.211999988555908,0.9134757103655378
2020-02-04,45.088653564453125,100.65805053710938,16.049999237060547,14.32199993133545,0.7839326464528716
2020-02-05,47.16375732421875,104.43518829345703,15.149999618530273,14.389999914169312,0.736857818499823
2020-02-06,46.524688720703125,103.63858795166016,14.960000038146973,14.465499925613404,0.7352388018856363
2020-02-07,46.216434478759766,100.48799896240234,15.470000267028809,14.611999940872192,0.8560591243414838
2020-02-10,45.72834014892578,101.0518798828125,15.039999961853027,14.735999917984008,0.8032918153736799
2020-02-11,46.16304016113281,104.61419677734375,15.180000305175781,14.878999948501587,0.6716217095769403
2020-02-12,46.72740173339844,106.34165954589844,13.739999771118164,14.946499919891357,0.6280398514289025
2020-02-13,46.46811294555664,106.40428924560547,14.149999618530273,15.032999897003174,0.6104227606346061
2020-02-14,46.25456237792969,105.30339050292969,13.680000305175781,15.100999927520752,0.6465732408075575
2020-02-18,45.667320251464844,106.12684631347656,14.829999923706055,15.237499904632568,0.5767119473029132
2020-02-19,46.01813888549805,110.88855743408203,14.380000114440918,15.313999891281128,0.38751110264898875
2020-02-20,45.652069091796875,111.47927856445312,15.5600004196167,15.446499919891357,0.34055918162891674
2020-02-21,45.0953369140625,109.87714385986328,17.079999923706055,15.651499938964843,0.37906932109747654
2020-02-24,42.98280334472656,105.0438461303711,25.030000686645508,16.174999952316284,0.47042437926321595
2020-02-25,41.33549499511719,102.62718963623047,27.850000381469727,16.655999994277956,0.4822200372148249
2020-02-26,40.42792892456055,102.78827667236328,27.559999465942383,17.219999933242796,0.42311171115085855
2020-02-27,37.995086669921875,96.93885040283203,39.15999984741211,18.35849995613098,0.5407709358594602
2020-02-28,39.23058319091797,98.1357421875,40.11000061035156,19.589499998092652,0.558985207156875
2020-03-02,41.0914421081543,100.13355255126953,33.41999816894531,20.318499898910524,0.5778429513166192
2020-03-03,39.12380599975586,96.47087860107422,36.81999969482422,21.26099991798401,0.6260469785949844
2020-03-04,39.977970123291016,101.20442962646484,31.989999771118164,22.05799994468689,0.4669388935849557
2020-03-05,38.21625900268555,97.97374725341797,39.619998931884766,23.281499910354615,0.5079586480425222
2020-03-06,36.370643615722656,96.29092407226562,41.939998626708984,24.630499839782715,0.4761287722828664
2020-03-09,31.924415588378906,87.7507095336914,54.459999084472656,26.57999978065491,0.5966478957268776
2020-03-10,33.10652542114258,92.18728637695312,47.29999923706055,28.192999744415282,0.46939389737857484
2020-03-11,32.01593780517578,84.9609603881836,53.900001525878906,30.12899980545044,0.7245243646599833
2020-03-12,28.355228424072266,81.00135040283203,75.47000122070312,33.21549987792969,0.6887233282005943
2020-03-13,29.07212257385254,89.80252838134766,57.83000183105469,35.39949998855591,0.34294416715844983
2020-03-16,26.30370330810547,74.8819351196289,82.69000244140625,38.850000095367434,0.8401100292170963
2020-03-17,28.073043823242188,85.88787078857422,75.91000366210938,41.9040002822876,0.45774849276787527
2020-03-18,25.258874893188477,74.00001525878906,76.44999694824219,45.007500123977664,0.8189807331078165
2020-03-19,26.257953643798828,81.28032684326172,72.0,47.829500102996825,0.556231343126891
2020-03-20,24.969079971313477,76.56477355957031,66.04000091552734,50.27750015258789,0.6896280203685184
2020-03-23,23.985260009765625,76.63674926757812,61.59000015258789,52.10550012588501,0.6300654368387171
2020-03-24,27.02821922302246,84.34904479980469,61.66999816894531,53.796500015258786,0.46549523550020594
2020-03-25,28.43912124633789,84.91600036621094,63.95000076293945,55.61600008010864,0.5214551451704037
2020-03-26,29.605974197387695,83.35013580322266,61.0,56.708000087738036,0.6571776482320313
2020-03-27,28.179821014404297,79.79546356201172,65.54000091552734,57.97950010299682,0.7316754066209997
2020-03-30,28.599281311035156,81.86526489257812,57.08000183105469,59.16250028610229,0.6647386201804124
2020-03-31,28.95772361755371,80.6773910522461,53.540000915527344,59.99850034713745,0.7375025070356955
2020-04-01,28.622159957885742,75.67384338378906,57.060001373291016,61.252000427246095,0.9382083442618203
2020-04-02,30.81094741821289,78.92256164550781,50.90999984741211,61.81650047302246,0.920878473059683
2020-04-03,29.903404235839844,77.89661407470703,46.79999923706055,62.059500503540036,0.9139502961797799
2020-04-06,30.86433982849121,86.21185302734375,45.2400016784668,61.598500633239745,0.6035216878799547
2020-04-07,31.451581954956055,86.61682891845703,46.70000076293945,61.568500709533694,0.6193844397560384
2020-04-08,33.442081451416016,91.25138092041016,43.349998474121094,61.041000556945804,0.5297699494549574
2020-04-09,32.89297866821289,88.90261840820312,41.66999816894531,59.35100040435791,0.6015371966380995
2020-04-13,32.61079788208008,89.69452667236328,41.16999816894531,58.51800022125244,0.5505506759302324
2020-04-14,32.35912322998047,92.70923614501953,37.7599983215332,56.27150001525879,0.40360461701373046
2020-04-15,30.871963500976562,90.39644622802734,40.84000015258789,54.51799983978272,0.42001530317488733
