Date,MS,QCOM,VIX,AvgVIX,zscore
2020-01-30,44.35104751586914,76.35943603515625,15.489999771118164,13.696000051498412,0.3887404718607862
2020-01-31,43.06549835205078,74.21076965332031,18.84000015258789,14.014500045776368,0.3831416823263427
2020-02-03,43.3456916809082,75.22856903076172,17.969999313354492,14.211999988555908,0.35886525624818616
2020-02-04,44.5158576965332,77.35980987548828,16.049999237060547,14.32199993133545,0.3558215693101237
2020-02-05,45.31520462036133,79.08219146728516,15.149999618530273,14.389999914169312,0.34137561197465316
2020-02-06,45.331668853759766,78.82124328613281,14.960000038146973,14.465499925613404,0.3548324992454579
2020-02-07,45.348167419433594,76.04627990722656,15.470000267028809,14.611999940872192,0.4849454437270927
2020-02-10,45.611854553222656,77.07275390625,15.039999961853027,14.735999917984008,0.45891448146621805
2020-02-11,45.96620559692383,78.29060363769531,15.180000305175781,14.878999948501587,0.43142974865530503
2020-02-12,46.29583740234375,79.78681945800781,13.739999771118164,14.946499919891357,0.3890037492575215
2020-02-13,46.08982467651367,78.3166732788086,14.149999618530273,15.032999897003174,0.44034573431274404
2020-02-14,46.01565170288086,77.94261932373047,13.680000305175781,15.100999927520752,0.45162676176574335
2020-02-18,45.751956939697266,76.5769271850586,14.829999923706055,15.237499904632568,0.49339721746194626
2020-02-19,46.40296936035156,78.77774047851562,14.380000114440918,15.313999891281128,0.44460138012167744
2020-02-20,44.293365478515625,77.82955932617188,15.5600004196167,15.446499919891357,0.31580029227277445
2020-02-21,43.197357177734375,75.70701599121094,17.079999923706055,15.651499938964843,0.3245146682177323
2020-02-24,40.93943405151367,72.47970581054688,25.030000686645508,16.174999952316284,0.2893189927604144
2020-02-25,39.57971954345703,69.78301239013672,27.850000381469727,16.655999994277956,0.30307441012062686
2020-02-26,38.92871856689453,69.2958755493164,27.559999465942383,17.219999933242796,0.27235459348081387
2020-02-27,37.42067337036133,66.05985260009766,39.15999984741211,18.35849995613098,0.2989857545566519
2020-02-28,37.1075439453125,68.1128158569336,40.11000061035156,19.589499998092652,0.17807740551880488
2020-03-02,38.30242156982422,70.07879638671875,33.41999816894531,20.318499898910524,0.18472612006792583
2020-03-03,36.58838653564453,68.33898162841797,36.81999969482422,21.26099991798401,0.1250588293593005
2020-03-04,37.28059768676758,71.7235107421875,31.989999771118164,22.05799994468689,0.02471178463158944
2020-03-05,35.09681701660156,69.41747283935547,39.619998931884766,23.281499910354615,-0.047158988065663585
2020-03-06,34.47878646850586,67.9268798828125,41.939998626708984,24.630499839782715,-0.028616657388536148
2020-03-09,30.9023494720459,63.69186782836914,54.459999084472656,26.57999978065491,-0.12505335120993344
2020-03-10,32.55046081542969,69.17198181152344,47.29999923706055,28.192999744415282,-0.2443401325632886
2020-03-11,30.383182525634766,65.427978515625,53.900001525878906,30.12899980545044,-0.2481359183380662
2020-03-12,25.8013973236084,58.76416015625,75.47000122070312,33.21549987792969,-0.31422130149960636
2020-03-13,30.9023494720459,66.47136688232422,57.83000183105469,35.39949998855591,-0.2540253576448144
2020-03-16,26.081581115722656,56.53705978393555,82.69000244140625,38.850000095367434,-0.18793136577593753
2020-03-17,27.845077514648438,60.37751388549805,75.91000366210938,41.9040002822876,-0.22168481321114347
2020-03-18,25.339929580688477,53.6523323059082,76.44999694824219,45.007500123977664,-0.11482536673031817
2020-03-19,25.480012893676758,56.99299621582031,72.0,47.829500102996825,-0.2583618447000737
2020-03-20,24.44993782043457,53.406822204589844,66.04000091552734,50.27750015258789,-0.17633269851618508
2020-03-23,22.91717529296875,54.8272590637207,61.59000015258789,52.10550012588501,-0.36779131609957944
2020-03-24,27.375354766845703,57.39634323120117,61.66999816894531,53.796500015258786,-0.12183003194718588
2020-03-25,28.009885787963867,55.30952453613281,63.95000076293945,55.61600008010864,0.026975276320626
2020-03-26,29.427268981933594,60.48273468017578,61.0,56.708000087738036,-0.09696976692846342
2020-03-27,28.02635955810547,58.38713455200195,65.54000091552734,57.97950010299682,-0.1144800596872076
2020-03-30,28.710344314575195,60.52656173706055,57.08000183105469,59.16250028610229,-0.15772674347096
2020-03-31,28.018125534057617,59.316566467285156,53.540000915527344,59.99850034713745,-0.15828123691709461
2020-04-01,26.056861877441406,57.78213119506836,57.060001373291016,61.252000427246095,-0.2477288897759796
2020-04-02,27.935720443725586,59.640987396240234,50.90999984741211,61.81650047302246,-0.18008455413300184
2020-04-03,27.894514083862305,57.19467544555664,46.79999923706055,62.059500503540036,-0.06994803474740383
2020-04-06,30.498552322387695,62.21004867553711,45.2400016784668,61.598500633239745,-0.08937026257371312
2020-04-07,30.440876007080078,63.770774841308594,46.70000076293945,61.568500709533694,-0.16651405280773376
2020-04-08,32.44334411621094,64.29686737060547,43.349998474121094,61.041000556945804,-0.02690305792753587
2020-04-09,33.85248947143555,62.76246643066406,41.66999816894531,59.35100040435791,0.1597181350147216
2020-04-13,32.616397857666016,64.27056884765625,41.16999816894531,58.51800022125244,-0.01150793159343838
2020-04-14,32.84714126586914,67.99703979492188,37.7599983215332,56.27150001525879,-0.16552033249111237
2020-04-15,31.644001007080078,66.62918853759766,40.84000015258789,54.51799983978272,-0.20059973768553083
2020-04-16,31.61103630065918,67.38326263427734,40.11000061035156,52.70100002288818,-0.23828979899969385
2020-04-17,32.21259307861328,66.78702545166016,38.150001525878906,51.00850009918213,-0.1613501385609867
2020-04-20,31.61103630065918,65.15614318847656,43.83000183105469,49.898000144958495,-0.13494885233293952
2020-04-21,30.44911003112793,62.990421295166016,45.40999984741211,49.089000129699706,-0.12963028623742107
2020-04-22,31.157806396484375,65.48058319091797,41.97999954223633,48.104500198364256,-0.1871273411252726
2020-04-23,30.877634048461914,64.71776580810547,41.380001068115234,46.976000213623045,-0.1746806592308165
2020-04-24,31.289653778076172,66.67304229736328,35.93000030517578,45.722500228881835,-0.23165920983401592
2020-04-27,32.39390563964844,66.62043762207031,33.290000915527344,44.11000022888184,-0.13876894385338803
2020-04-28,33.06963348388672,66.01541137695312,33.56999969482422,42.93450012207031,-0.05534610338853327
2020-04-29,33.90925598144531,69.24210357666016,31.229999542236328,41.81900005340576,-0.13629485699107644
2020-04-30,32.7786750793457,68.97906494140625,34.150001525878906,40.673500061035156,-0.21669551780937096
2020-05-01,31.922426223754883,66.32231903076172,37.189998626708984,39.9875,-0.16355480466554287
2020-05-04,31.664716720581055,66.35740661621094,35.970001220703125,39.44600009918213,-0.18629191316515875
2020-05-05,31.57327651977539,68.06716918945312,33.61000061035156,38.86450004577637,-0.2731167692205338
2020-05-06,31.007980346679688,69.15443420410156,34.119998931884766,38.235499954223634,-0.3698705865803366
2020-05-07,32.263267517089844,69.11935424804688,31.440000534057617,37.64000005722046,-0.2654221753117736
2020-05-08,33.319026947021484,70.63626861572266,27.979999542236328,36.95550012588501,-0.24933144679332878
2020-05-11,33.11119842529297,70.56610870361328,27.56999969482422,36.275500202178954,-0.26309919363710815
2020-05-12,31.939048767089844,68.7598648071289,33.040000915527344,36.03950033187866,-0.27529822545006305
2020-05-13,30.750274658203125,68.39158630371094,35.279998779296875,35.76150026321411,-0.35558224297336244
2020-05-14,31.431941986083984,70.03125,32.61000061035156,35.38650026321411,-0.37582913719591426
2020-05-15,30.999662399291992,66.43630981445312,31.889999389648438,35.07350015640259,-0.24442775999517283
2020-05-18,33.48529052734375,70.09261322021484,29.299999237060547,34.34700002670288,-0.21048653915339738
2020-05-19,32.695552825927734,68.47050476074219,30.530000686645508,33.60300006866455,-0.19990628033401908
2020-05-20,34.13371658325195,70.69762420654297,27.989999771118164,32.90350008010864,-0.1854471326381704
2020-05-21,33.50191116333008,68.39158630371094,29.530000686645508,32.31100006103516,-0.1301955035949318
2020-05-22,33.360595703125,69.00537872314453,28.15999984741211,31.92250003814697,-0.170251348892011
2020-05-26,36.32005310058594,68.40913391113281,28.010000228881836,31.658500003814698,0.09982447089530505
2020-05-27,38.9553337097168,69.5226821899414,27.6200008392334,31.361000061035156,0.26401054834705306
2020-05-28,36.91029739379883,68.48807525634766,28.59000015258789,31.229000091552734,0.14450845167282594
2020-05-29,36.74404525756836,70.91683197021484,27.510000228881836,30.89700002670288,0.018193575819958164
2020-06-01,37.15969467163086,69.90848541259766,28.229999542236328,30.449000072479247,0.0990279079448015
2020-06-02,37.8912467956543,74.20488739013672,26.84000015258789,29.992500019073486,-0.04040868214794686
2020-06-03,38.99689483642578,74.3197250366211,25.65999984741211,29.594999980926513,0.04482642543231435
2020-06-04,40.47662353515625,76.0251235961914,25.809999465942383,29.179500007629393,0.0868986196165096
2020-06-05,41.17493438720703,78.24295043945312,24.520000457763672,28.8335000038147,0.04118755150713608
2020-06-08,41.69034194946289,80.73470306396484,25.809999465942383,28.725,-0.03221561449172292
2020-06-09,41.89817810058594,79.30326080322266,27.56999969482422,28.725,0.05122885406218123
2020-06-10,40.47662353515625,80.41661834716797,27.56999969482422,28.451499938964844,-0.11687187221933593
2020-06-11,37.05162048339844,74.24024963378906,40.790000915527344,28.727000045776368,-0.11082338180846256
2020-06-12,38.47316360473633,75.31822204589844,36.09000015258789,28.901000022888184,-0.04440386540380612
2020-06-15,39.404239654541016,76.3343734741211,34.400001525878906,29.026500129699706,-0.01528997532775937
2020-06-16,40.368560791015625,79.10004425048828,33.66999816894531,29.245000076293945,-0.06463272150032388
2020-06-17,39.70349884033203,79.47115325927734,33.470001220703125,29.392000102996825,-0.13632788456787032
2020-06-18,39.55387496948242,79.45347595214844,32.939998626708984,29.639500045776366,-0.14776333861450175
2020-06-19,39.013526916503906,78.47268676757812,35.119998931884766,29.91899995803833,-0.14651352048813743
2020-06-22,39.38760757446289,78.75543212890625,31.770000457763672,30.09949998855591,-0.12899226293011196
2020-06-23,39.81157684326172,78.9498291015625,31.3700008392334,30.267500019073488,-0.10328515720607927
2020-06-24,39.03014373779297,78.7642593383789,33.84000015258789,30.57849998474121,-0.15868174373794017
2020-06-25,40.559757232666016,78.60521697998047,32.220001220703125,30.760000038146973,-0.02601124353735583
2020-06-26,39.11328125,77.77464294433594,34.72999954223633,31.121000003814697,-0.10595258633870865
2020-06-29,39.27122497558594,78.64940643310547,31.780000686645508,31.298500061035156,-0.13360545350646677
2020-06-30,40.15242004394531,80.59332275390625,30.43000030517578,31.47800006866455,-0.1516266940626162
2020-07-01,39.57881164550781,79.32977294921875,28.6200008392334,31.626000118255615,-0.13998080973642602
2020-07-02,39.728450775146484,81.176513671875,27.68000030517578,31.719500160217287,-0.2134147872187794
2020-07-06,40.584693908691406,82.10428619384766,27.940000534057617,31.890500164031984,-0.18632958196915766
2020-07-07,39.479061126708984,81.41506958007812,29.43000030517578,32.07150020599365,-0.24491158394320375
2020-07-08,40.65952682495117,82.6432876586914,28.079999923706055,32.097000217437746,-0.2052103108170991
2020-07-09,39.49567413330078,82.39586639404297,29.260000228881836,32.18150024414062,-0.28906093051309223
