Date,CVX,TXN,VIX,AvgVIX,zscore
2022-01-31,110.67057800292969,158.5897979736328,24.829999923706055,23.18100004196167,-2.537484222722863
2022-02-01,113.58629608154297,160.18020629882812,21.959999084472656,23.448999977111818,-2.3472328279893
2022-02-02,114.1087646484375,165.96754455566406,22.09000015258789,23.707999992370606,-2.473944556132035
2022-02-03,113.08910369873047,155.1439208984375,24.350000381469727,23.939000034332274,-2.240417969205584
2022-02-04,114.50482177734375,151.45948791503906,23.219999313354492,24.119499969482423,-2.0177990351063446
2022-02-07,116.75479125976562,150.16064453125,22.860000610351562,24.324499988555907,-1.7971638020683163
2022-02-08,114.97674560546875,152.5286102294922,21.440000534057617,24.426500034332275,-2.0107275158346196
2022-02-09,116.11436462402344,156.13352966308594,19.959999084472656,24.503999996185303,-2.0237146728985005
2022-02-10,114.63965606689453,150.78797912597656,23.90999984741211,24.818499946594237,-1.9872272607866066
2022-02-11,116.97391510009766,145.25689697265625,27.360000610351562,25.171000003814697,-1.636063837848227
2022-02-14,115.17053985595703,143.55166625976562,28.329999923706055,25.62799997329712,-1.7326473688402966
2022-02-15,114.3275375366211,146.82081604003906,25.700000762939453,25.773499965667725,-1.8966305246101705
2022-02-16,114.3615951538086,148.64979553222656,24.290000915527344,25.795499992370605,-1.9473161787899302
2022-02-17,113.7740249633789,145.4778289794922,28.110000610351562,25.92150001525879,-1.9023227845841824
2022-02-18,113.61225128173828,147.324462890625,27.75,25.866499996185304,-1.9694241212966976
2022-02-22,112.74365997314453,147.28025817871094,28.809999465942383,25.811999988555907,-2.0386540787728027
2022-02-23,115.42603302001953,146.35255432128906,31.020000457763672,25.805000019073486,-1.793757889307648
2022-02-24,114.82994842529297,149.84259033203125,30.31999969482422,25.723000049591064,-1.9441488107345315
2022-02-25,119.5389404296875,150.92935180664062,27.59000015258789,25.57800006866455,-1.5935809016153053
2022-02-28,122.62151336669922,150.196044921875,30.149999618530273,25.70250005722046,-1.321873209915686
2022-03-01,127.4923095703125,147.81040954589844,33.31999969482422,26.127000045776366,-0.8566895411631954
2022-03-02,131.25611877441406,150.29318237304688,30.739999771118164,26.566000080108644,-0.6236595800140089
2022-03-03,133.02732849121094,151.08840942382812,30.479999542236328,26.985500049591064,-0.5030932906641704
2022-03-04,135.09654235839844,150.1871337890625,31.979999542236328,27.367000007629393,-0.3087524688669462
2022-03-07,137.98326110839844,145.68984985351562,36.45000076293945,28.028500080108643,0.05705358973082775
2022-03-08,145.21282958984375,147.85459899902344,35.130001068115234,28.642000102996825,0.5807661299852638
2022-03-09,141.5852508544922,152.37841796875,32.45000076293945,29.192500114440918,0.15403342365078804
2022-03-10,145.4597930908203,152.63465881347656,30.229999542236328,29.706000137329102,0.4611229720606896
2022-03-11,145.5279083251953,150.52294921875,30.75,30.048000144958497,0.5283667615806872
2022-03-14,141.9684600830078,147.30674743652344,31.770000457763672,30.268500137329102,0.33336309579383633
2022-03-15,134.78147888183594,152.2547149658203,29.829999923706055,30.3435001373291,-0.3947566113596349
2022-03-16,134.2960968017578,155.7977752685547,26.670000076293945,30.392000102996825,-0.537709085869926
2022-03-17,136.62081909179688,157.6885986328125,25.670000076293945,30.461000061035158,-0.40422069059221283
2022-03-18,137.71929931640625,159.1287841796875,23.8700008392334,30.249000072479248,-0.35712251893296754
2022-03-21,140.19725036621094,159.44686889648438,23.530000686645508,30.038000106811523,-0.1652309823868268
2022-03-22,139.72891235351562,161.11680603027344,22.940000534057617,29.744500160217285,-0.25205873243132254
2022-03-23,141.2361297607422,158.22755432128906,23.56999969482422,29.37200012207031,-0.04524956959446355
2022-03-24,141.61080932617188,162.7602081298828,21.670000076293945,28.9395001411438,-0.1472930381934281
2022-03-25,144.17396545410156,163.3698272705078,20.809999465942383,28.600500106811523,0.04299646710165278
2022-03-28,141.65341186523438,164.0590362548828,19.6299991607666,28.07450008392334,-0.18179156625931836
2022-03-29,139.9247589111328,168.76837158203125,18.899999618530273,27.353500080108642,-0.4597701570942827
2022-03-30,140.91261291503906,165.6229248046875,19.329999923706055,26.78300008773804,-0.2876414913608486
2022-03-31,138.656005859375,162.11520385742188,20.559999465942383,26.28700008392334,-0.3683466808841765
2022-04-01,139.83961486816406,160.8782501220703,19.6299991607666,25.669500064849853,-0.23609902934175986
2022-04-04,139.96731567382812,161.4348907470703,18.56999969482422,24.77550001144409,-0.2419983586184907
2022-04-05,139.1072998046875,156.54879760742188,21.030000686645508,24.070499992370607,-0.1690307870706739
2022-04-06,140.34202575683594,156.6106414794922,22.100000381469727,23.55299997329712,-0.0705894785734084
2022-04-07,142.2920684814453,156.91989135742188,21.549999237060547,23.11899995803833,0.07869883585720587
2022-04-08,144.70188903808594,153.8362579345703,21.15999984741211,22.639499950408936,0.36447195714539177
2022-04-11,140.98065185546875,151.91896057128906,24.3700008392334,22.26949996948242,0.11837278110954133
2022-04-12,143.91847229003906,152.8555145263672,24.260000228881836,21.99099998474121,0.3295271897894056
2022-04-13,146.1835479736328,154.71983337402344,21.81999969482422,21.748499965667726,0.45894739487133457
2022-04-14,146.11546325683594,153.43865966796875,22.700000762939453,21.6,0.4908610591680858
2022-04-18,148.07398986816406,156.00096130371094,22.170000076293945,21.51499996185303,0.574994104991531
2022-04-19,146.31980895996094,158.20986938476562,21.3700008392334,21.40699996948242,0.3680163575863126
2022-04-20,146.9158935546875,158.5279541015625,20.31999969482422,21.27599992752075,0.4071172386221755
