Date,GOOGL,NEE,VIX,AvgVIX,zscore
2023-04-11,104.48641204833984,71.76785278320312,19.100000381469727,21.050999927520753,-0.31890298838932557
2023-04-12,103.78223419189453,71.99688720703125,19.09000015258789,20.81899995803833,-0.354292867968972
2023-04-13,106.54936981201172,72.23506164550781,17.799999237060547,20.401999950408936,-0.06494499617011312
2023-04-14,107.97756958007812,71.47470092773438,17.06999969482422,20.10599994659424,-0.03222866384880323
2023-04-17,105.1013412475586,71.95106506347656,16.950000762939453,19.67799997329712,-0.2374004636407502
2023-04-18,103.64337921142578,71.73123168945312,16.829999923706055,19.311999988555907,-0.4023099944686354
2023-04-19,103.32601928710938,72.3175048828125,16.459999084472656,19.06599998474121,-0.3544801385969062
2023-04-20,104.42691802978516,72.14344787597656,17.170000076293945,18.811499977111815,-0.27485644465393755
2023-04-21,104.54592895507812,72.36331939697266,16.770000457763672,18.51949996948242,-0.23473387150868244
2023-04-24,105.1013412475586,72.40914154052734,16.889999389648438,18.276999950408936,-0.1769186213960189
2023-04-25,102.99872589111328,71.2914810180664,18.760000228881836,18.18499994277954,-0.5204547328070063
2023-04-26,102.85987091064453,67.85607147216797,18.84000015258789,18.12849998474121,-0.9869883575337091
2023-04-27,106.70804595947266,69.48674011230469,17.030000686645508,18.023999977111817,-0.41302909304172947
2023-04-28,106.46009826660156,70.20130157470703,15.779999732971191,17.86199994087219,-0.34179146475957645
2023-05-01,106.32125091552734,70.3570556640625,16.079999923706055,17.73099989891052,-0.3341673252957417
2023-05-02,104.4566650390625,69.5692138671875,17.780000686645508,17.692499971389772,-0.6119713679754851
2023-05-03,104.54592895507812,69.0653305053711,18.34000015258789,17.659499979019166,-0.6701817800128564
2023-05-04,103.83183288574219,69.1752700805664,20.09000015258789,17.709999990463256,-0.7222206641410225
2023-05-05,104.7046127319336,69.1752700805664,17.190000534057617,17.649500036239623,-0.6408764411953863
2023-05-08,106.88658142089844,69.67911529541016,16.979999542236328,17.550000047683717,-0.37098921713422606
2023-05-09,106.47002410888672,69.23939514160156,17.709999084472656,17.480499982833862,-0.4678710798624129
2023-05-10,110.83394622802734,70.43949890136719,16.940000534057617,17.37300000190735,0.09730712027534524
2023-05-11,115.61445617675781,69.71577453613281,16.93000030517578,17.32950005531311,0.44730040302602714
2023-05-12,116.54674530029297,71.41973114013672,17.030000686645508,17.327500104904175,0.7591718170032185
2023-05-15,115.55494689941406,71.03498077392578,17.1200008392334,17.33600010871887,0.6159346342419288
2023-05-16,118.53034973144531,69.47757720947266,17.989999771118164,17.39400010108948,0.6876152596400967
2023-05-17,119.84943389892578,69.01954650878906,16.8700008392334,17.414500188827514,0.7500798307440112
2023-05-18,121.8231430053711,68.79966735839844,16.049999237060547,17.358500146865843,0.9050004937358598
2023-05-19,121.75370025634766,68.231689453125,16.809999465942383,17.36050009727478,0.8235357298743845
2023-05-22,124.02494049072266,68.32328796386719,17.209999084472656,17.37650008201599,1.047312441975251
2023-05-23,121.55534362792969,67.93852233886719,18.530000686645508,17.365000104904176,0.7663404954525871
2023-05-24,119.90895080566406,68.01179504394531,20.030000686645508,17.424500131607054,0.6225690474933938
2023-05-25,122.46780395507812,67.23312377929688,19.139999389648438,17.530000066757204,0.7582461317939556
2023-05-26,123.58854675292969,68.15325164794922,17.950000762939453,17.638500118255614,0.9841893359358599
2023-05-30,122.65624237060547,67.01922607421875,17.459999084472656,17.707500076293947,0.7475669883085415
2023-05-31,121.86280822753906,67.72914123535156,17.940000534057617,17.71550006866455,0.7673510946401035
2023-06-01,122.7058334350586,67.26814270019531,15.649999618530273,17.58100004196167,0.785054491987095
2023-06-02,123.6480484008789,68.08871459960938,14.600000381469727,17.306500053405763,0.9812138583633695
2023-06-05,124.97708129882812,67.84901428222656,14.729999542236328,17.183500003814697,1.0734327802855836
2023-06-06,126.26641845703125,67.65538787841797,13.960000038146973,17.03250002861023,1.1680353478283925
2023-06-07,121.4958267211914,68.3837661743164,13.9399995803833,16.84400005340576,0.8195809343241699
2023-06-08,121.13877868652344,69.05680847167969,13.649999618530273,16.679500007629393,0.8751683109994497
2023-06-09,121.22805786132812,68.29157257080078,13.829999923706055,16.52449998855591,0.7824518014406802
2023-06-12,122.6264877319336,68.20860290527344,15.010000228881836,16.423499965667723,0.9018324459279642
2023-06-13,122.81493377685547,68.54971313476562,14.609999656677246,16.297999906539918,0.9644341403576725
2023-06-14,122.65624237060547,67.67383575439453,13.880000114440918,16.092499923706054,0.8339979695786777
2023-06-15,124.0645980834961,68.55894470214844,14.5,15.973999881744385,1.0821233720935368
2023-06-16,122.51739501953125,69.69298553466797,13.539999961853027,15.84849991798401,1.08765439811183
2023-06-20,122.09091186523438,68.927734375,13.880000114440918,15.701999950408936,0.9468661503653693
2023-06-21,119.56182098388672,69.86815643310547,13.199999809265137,15.50149998664856,0.8353196136028151
2023-06-22,122.14051818847656,69.26885986328125,12.90999984741211,15.220499944686889,0.9965298158670615
2023-06-23,121.33715057373047,68.3837661743164,13.4399995803833,14.890999889373779,0.8047921098897587
2023-06-26,117.36992645263672,68.4944076538086,14.25,14.646499919891358,0.4496501129185403
2023-06-27,117.36001586914062,68.14404296875,13.739999771118164,14.435999870300293,0.4024662506788102
2023-06-28,119.19485473632812,67.7107162475586,13.430000305175781,14.23449993133545,0.5162616087567026
2023-06-29,118.12371063232422,67.12986755371094,13.539999961853027,14.01449990272522,0.3397375821974047
2023-06-30,118.71878051757812,68.41142272949219,13.59000015258789,13.9114999294281,0.5644082128059906
2023-07-03,118.91715240478516,68.57738494873047,13.569999694824219,13.859999895095825,0.6048094503074681
2023-07-05,120.75199127197266,69.1029052734375,14.180000305175781,13.832499933242797,0.8452055806848412
2023-07-06,119.12542724609375,67.32347869873047,15.4399995803833,13.906499910354615,0.45866220738803715
2023-07-07,118.50059509277344,66.42914581298828,14.829999923706055,13.950999927520751,0.282344348285417
2023-07-10,115.49543762207031,66.11566925048828,15.069999694824219,14.021999931335449,-0.039129940263355194
2023-07-11,116.17977142333984,66.55821990966797,14.84000015258789,14.07249994277954,0.0830827654316614
2023-07-12,117.95509338378906,67.73837280273438,13.539999961853027,13.9989999294281,0.4043658455716199
2023-07-13,123.51911163330078,67.95966339111328,13.609999656677246,13.948999929428101,0.9521575871134388
2023-07-14,124.39190673828125,67.48943328857422,13.34000015258789,13.92199993133545,0.9714166935843604
2023-07-17,123.62821960449219,66.9915542602539,13.479999542236328,13.870999908447265,0.8345029067856746
2023-07-18,122.7455062866211,66.42914581298828,13.300000190734863,13.858999919891357,0.6779756223616562
2023-07-19,121.02967834472656,66.47525024414062,13.760000228881836,13.852999925613403,0.5241455843363009
2023-07-20,118.22289276123047,68.31922149658203,13.989999771118164,13.892499923706055,0.5060170931307368
2023-07-21,119.0361557006836,69.97880554199219,13.600000381469727,13.926999950408936,0.8009364079804644
2023-07-24,120.5337905883789,69.61000061035156,13.90999984741211,13.950499963760375,0.8918230085120535
2023-07-25,121.20820617675781,69.5546875,13.859999656677246,13.930999946594238,0.9473761911781455
2023-07-26,128.21034240722656,68.56816101074219,13.1899995803833,13.903499937057495,1.4697290337634206
2023-07-27,128.3392791748047,67.55397033691406,14.40999984741211,13.952499914169312,1.3478380753728327
2023-07-28,131.4932098388672,67.16673278808594,13.329999923706055,13.941999912261963,1.5906598689721123
2023-07-31,131.63206481933594,67.58162689208984,13.630000114440918,13.943999910354615,1.6583816192480163
2023-08-01,130.4716796875,66.53978729248047,13.930000305175781,13.961999940872193,1.4126735651760034
2023-08-02,127.32762908935547,66.30007934570312,16.09000015258789,14.057499933242799,1.0879942487433867
2023-08-03,127.39705657958984,64.63127899169922,15.920000076293945,14.08149995803833,0.874125966617596
2023-08-04,127.05986022949219,63.773841857910156,17.100000381469727,14.194999980926514,0.7294876481203875
2023-08-07,130.45179748535156,63.2851676940918,15.770000457763672,14.230000019073486,0.9810988470411665
2023-08-08,130.3228759765625,63.349708557128906,15.989999771118164,14.2875,0.9776048064784734
2023-08-09,128.5971221923828,63.5433235168457,15.960000038146973,14.408500003814698,0.8423261277059011
2023-08-10,128.6269073486328,62.96247100830078,15.850000381469727,14.520500040054321,0.7684096441486616
2023-08-11,128.4979705810547,63.5433235168457,14.84000015258789,14.595500040054322,0.8330850678756478
2023-08-14,130.2534637451172,63.2114143371582,14.819999694824219,14.662500047683716,0.9528759045714708
2023-08-15,128.71615600585938,62.095802307128906,16.459999084472656,14.820499992370605,0.6622976737223123
2023-08-16,127.6449966430664,62.28942108154297,16.780000686645508,14.971500015258789,0.5880285546670814
2023-08-17,128.85501098632812,62.24333572387695,17.889999389648438,15.166499996185303,0.6947186222343688
2023-08-18,126.41517639160156,62.538360595703125,17.299999237060547,15.351499938964844,0.5062762727215467
2023-08-21,127.31770324707031,61.84688186645508,17.1299991607666,15.512499904632568,0.499093992636886
2023-08-22,128.0219268798828,62.252540588378906,16.969999313354492,15.667999887466431,0.6182894526902117
2023-08-23,131.284912109375,62.59368133544922,15.979999542236328,15.807499885559082,0.9674462488773348
2023-08-24,128.71615600585938,61.975955963134766,17.200000762939453,15.94699993133545,0.6464738363628194
2023-08-25,128.81533813476562,62.65822219848633,15.680000305175781,16.064499950408937,0.7458003377727264
2023-08-28,129.93605041503906,62.71353530883789,15.079999923706055,16.136999940872194,0.8575554198434864
2023-08-29,133.46688842773438,62.6745491027832,14.449999809265137,16.16299991607666,1.1814866202604524
2023-08-30,134.76617431640625,62.28462600708008,13.880000114440918,16.05249991416931,1.2510985110798458
2023-08-31,135.0537872314453,62.015403747558594,13.569999694824219,15.934999895095824,1.2423578175571335
2023-09-01,134.54795837402344,62.08039474487305,13.09000015258789,15.734499883651733,1.2037949524421288
2023-09-05,134.6570587158203,61.4583740234375,14.010000228881836,15.646499872207642,1.1318351285541262
2023-09-06,133.35781860351562,60.98491287231445,14.449999809265137,15.56949987411499,0.9482311030503294
2023-09-07,134.15122985839844,61.50479507446289,14.399999618530273,15.491499853134155,1.0908203921507706
2023-09-08,135.26206970214844,62.043251037597656,13.84000015258789,15.390999841690064,1.265446815775026
2023-09-11,135.79763793945312,62.693115234375,13.800000190734863,15.338999843597412,1.40116689014779
2023-09-12,134.23057556152344,62.878787994384766,14.229999542236328,15.309499835968017,1.2796298145587615
2023-09-13,135.58937072753906,63.528656005859375,13.479999542236328,15.160499858856202,1.4920762188418482
2023-09-14,136.96795654296875,64.3177719116211,12.819999694824219,14.962499809265136,1.7247526464937137
2023-09-15,136.27371215820312,63.72360610961914,13.789999961853027,14.757499837875367,1.581597850538054
2023-09-18,137.0770721435547,63.35226058959961,14.0,14.59249987602234,1.6074416773068527
2023-09-19,136.908447265625,62.74882125854492,14.109999656677246,14.44149990081787,1.5120508820780005
2023-09-20,132.64370727539062,62.525997161865234,15.140000343322754,14.349999952316285,1.0851510974741567
2023-09-21,129.37075805664062,62.11753463745117,17.540000915527344,14.428000020980836,0.7261768555318826
2023-09-22,129.18231201171875,62.850929260253906,17.200000762939453,14.428000020980836,0.8054467398090954
2023-09-25,130.03526306152344,62.63742446899414,16.899999618530273,14.48899998664856,0.8567529209118919
2023-09-26,127.51608276367188,60.65997314453125,18.940000534057617,14.682000017166137,0.36087046939225564
2023-09-27,129.4699249267578,55.665321350097656,18.219999313354492,14.870499992370606,-0.11649462386949183
2023-09-28,131.2254180908203,52.991607666015625,17.34000015258789,15.043499994277955,-0.3059024858597194
2023-09-29,129.7873077392578,53.18656921386719,17.520000457763672,15.241000032424926,-0.414194624653331
2023-10-02,133.07017517089844,48.41472244262695,17.610000610351562,15.467000055313111,-0.7382749025814859
2023-10-03,131.34442138671875,48.999595642089844,19.780000686645508,15.755500078201294,-0.8218940434410201
2023-10-04,134.13140869140625,46.99430465698242,18.579999923706055,15.96200008392334,-0.8269105281023734
2023-10-05,133.9628143310547,45.90810775756836,18.489999771118164,16.166500091552734,-0.9860390738112444
2023-10-06,136.45220947265625,46.64152526855469,17.450000762939453,16.347000122070312,-0.6571878672745454
2023-10-09,137.2853240966797,45.787418365478516,17.700000762939453,16.542000150680543,-0.692311967702601
2023-10-10,136.9282684326172,47.885555267333984,17.030000686645508,16.682000207901,-0.4485638238920821
2023-10-11,139.39785766601562,49.70515823364258,16.09000015258789,16.81250023841858,0.021855265951200353
2023-10-12,137.83084106445312,49.203834533691406,16.690000534057617,17.00600028038025,-0.19038469278116404
2023-10-13,136.2340087890625,50.58711624145508,19.31999969482422,17.28250026702881,-0.15657081049046984
2023-10-16,137.9597930908203,50.4849967956543,17.209999084472656,17.44300022125244,-0.009208734265715217
2023-10-17,138.5746612548828,50.29003143310547,17.8799991607666,17.63150019645691,0.02235565247847481
2023-10-18,136.82911682128906,49.42665481567383,19.219999313354492,17.835500144958495,-0.254326765033032
2023-10-19,136.62086486816406,48.63752746582031,21.399999618530273,18.028500080108643,-0.37792805735792456
2023-10-20,134.48846435546875,48.23833084106445,21.709999084472656,18.253999996185303,-0.6293782511821232
2023-10-23,135.38107299804688,47.82984924316406,20.3700008392334,18.42750005722046,-0.6001195717603398
2023-10-24,137.67213439941406,51.17198944091797,18.969999313354492,18.428999996185304,0.05468774543106118
2023-10-25,124.58035278320312,52.416011810302734,20.190000534057617,18.527500057220458,-1.0012297020598093
2023-10-26,121.27763366699219,53.44651794433594,20.68000030517578,18.694500064849855,-1.1729852070991387
2023-10-27,121.16853332519531,52.21177673339844,21.270000457763672,18.882000064849855,-1.346181788104115
2023-10-30,123.43977355957031,53.1030158996582,19.75,18.989000034332275,-1.016825020264809
2023-10-31,123.06288146972656,54.12422180175781,18.139999389648438,18.90699996948242,-0.9171175708513064
2023-11-01,125.41346740722656,54.244911193847656,16.8700008392334,18.82150001525879,-0.6821047390698985
2023-11-02,126.44493103027344,55.61890411376953,15.65999984741211,18.680000019073486,-0.40455668149906876
2023-11-03,128.04173278808594,55.126869201660156,14.90999984741211,18.55299997329712,-0.3206981926913915
2023-11-06,129.18231201171875,54.81122589111328,14.890000343322754,18.412499952316285,-0.25607048543120914
2023-11-07,129.89639282226562,54.272762298583984,14.8100004196167,18.301499938964845,-0.26061292508069966
2023-11-08,130.75927734375,53.38152313232422,14.449999809265137,18.219499921798707,-0.2978651673714724
2023-11-09,129.17239379882812,50.80064010620117,15.289999961853027,18.149499893188477,-0.7865300711739152
2023-11-10,131.5031280517578,51.19055938720703,14.170000076293945,17.891999912261962,-0.5178198417128419
2023-11-13,131.0072021484375,50.59640121459961,14.760000228881836,17.76949996948242,-0.6424900885265507
2023-11-14,132.52468872070312,53.42794418334961,14.15999984741211,17.5835000038147,-0.12719734396972474
2023-11-15,133.5164794921875,52.917335510253906,14.180000305175781,17.33150005340576,-0.10217904518306087
2023-11-16,135.8075408935547,52.54598617553711,14.319999694824219,16.97750005722046,0.06231999526298047
2023-11-17,134.20083618164062,53.26083755493164,13.800000190734863,16.58200011253357,0.006957971616665028
2023-11-20,135.1331329345703,53.23298263549805,13.40999984741211,16.234000062942506,0.09017144116439134
2023-11-21,135.84722900390625,53.827144622802734,13.350000381469727,15.953000116348267,0.23517593640965742
2023-11-22,137.35476684570312,53.787837982177734,12.850000381469727,15.586000108718872,0.370490606774684
2023-11-24,135.56951904296875,53.862701416015625,12.460000038146973,15.175000095367432,0.21398772394437257
2023-11-27,135.2918243408203,53.89078903198242,12.6899995803833,14.746000051498413,0.19181474545413377
2023-11-28,136.07534790039062,54.43362808227539,12.6899995803833,14.393000030517578,0.33651358156351213
2023-11-29,133.8834686279297,54.62080764770508,12.979999542236328,14.135000038146973,0.1569417044843056
2023-11-30,131.44363403320312,54.761199951171875,12.920000076293945,13.9375,-0.05191745984865811
2023-12-01,130.7790985107422,55.378910064697266,12.630000114440918,13.78600001335144,-0.03229406953672977
2023-12-04,128.21034240722656,54.910945892333984,13.079999923706055,13.694500017166138,-0.3334928553237944
2023-12-05,129.91624450683594,54.499141693115234,12.850000381469727,13.592500019073487,-0.22887285980773675
2023-12-06,128.95419311523438,56.34291458129883,12.970000267028809,13.500500011444093,-0.07509590298432291
2023-12-07,135.8075408935547,56.01533889770508,13.0600004196167,13.43100004196167,0.520393820368456
2023-12-08,133.8834686279297,55.87495803833008,12.350000381469727,13.284000062942505,0.32253266991722646
2023-12-11,132.1973876953125,55.88431167602539,12.630000114440918,13.207000064849854,0.16662272393818547
2023-12-12,131.43370056152344,55.70649337768555,12.069999694824219,13.072500038146973,0.07196795620994674
2023-12-13,131.48329162597656,58.50490951538086,12.1899995803833,12.974000024795533,0.44607703946308147
2023-12-14,130.85845947265625,58.75761032104492,12.479999542236328,12.88899998664856,0.4212070591506559
2023-12-15,131.51304626464844,57.559627532958984,12.279999732971191,12.786999988555909,0.32404049310060007
2023-12-18,134.68682861328125,57.09166717529297,12.5600004196167,12.725,0.5580543038897614
2023-12-19,135.52984619140625,57.625144958496094,12.529999732971191,12.680999994277954,0.7070620512574028
2023-12-20,137.20596313476562,56.005985260009766,13.670000076293945,12.696999979019164,0.6494936001548349
2023-12-21,139.2689666748047,55.78135681152344,13.649999618530273,12.736999940872192,0.8121095505074293
2023-12-22,140.33016967773438,55.921749114990234,13.029999732971191,12.765499925613403,0.9295516683678515
2023-12-26,140.35995483398438,56.35227584838867,12.989999771118164,12.780499935150146,0.9891720128849208
2023-12-27,139.2193603515625,56.69857406616211,12.430000305175781,12.767499971389771,0.9285903850618884
2023-12-28,139.08050537109375,57.11037826538086,12.470000267028809,12.742000007629395,0.9700212301810037
2023-12-29,138.54495239257812,56.848323822021484,12.449999809265137,12.718499994277954,0.8855067971166019
