Date,CVX,BAC,VIX,AvgVIX,zscore
2020-01-30,84.41715240478516,28.733768463134766,15.489999771118164,13.696000051498412,1.7603262046639623
2020-01-31,81.18899536132812,28.17591094970703,18.84000015258789,14.014500045776368,1.2631562120849296
2020-02-03,80.53730010986328,28.296070098876953,17.969999313354492,14.211999988555908,1.0937835891284762
2020-02-04,80.96923065185547,28.853923797607422,16.049999237060547,14.32199993133545,1.0170623990719676
2020-02-05,83.56842803955078,29.789396286010742,15.149999618530273,14.389999914169312,1.2732059324825429
2020-02-06,82.96977996826172,29.755069732666016,14.960000038146973,14.465499925613404,1.1605162610107276
2020-02-07,82.55301666259766,29.70357322692871,15.470000267028809,14.611999940872192,1.0902461298850645
2020-02-10,83.19711303710938,29.772220611572266,15.039999961853027,14.735999917984008,1.2020894801380602
2020-02-11,84.27317810058594,29.840890884399414,15.180000305175781,14.878999948501587,1.4025824937286964
2020-02-12,84.90213012695312,29.969627380371094,13.739999771118164,14.946499919891357,1.4935048668081148
2020-02-13,84.61418151855469,29.961044311523438,14.149999618530273,15.032999897003174,1.4369511909922437
2020-02-14,84.39186096191406,29.909557342529297,13.680000305175781,15.100999927520752,1.4065853000619992
2020-02-18,84.5145034790039,29.411775588989258,14.829999923706055,15.237499904632568,1.5793183400580033
2020-02-19,84.8978271484375,29.79798126220703,14.380000114440918,15.313999891281128,1.5435044017709019
2020-02-20,84.18485260009766,29.909557342529297,15.5600004196167,15.446499919891357,1.3640992898598308
2020-02-21,83.5715560913086,29.4890193939209,17.079999923706055,15.651499938964843,1.362891470104281
2020-02-24,80.27498626708984,28.09009552001953,25.030000686645508,16.174999952316284,1.101005763269375
2020-02-25,77.20842742919922,26.67400360107422,27.850000381469727,16.655999994277956,0.8914163671708177
2020-02-26,75.1614990234375,26.287790298461914,27.559999465942383,17.219999933242796,0.585797432897895
2020-02-27,72.16390991210938,25.00043487548828,39.15999984741211,18.35849995613098,0.35220068678072897
2020-02-28,71.55827331542969,24.459749221801758,40.11000061035156,19.589499998092652,0.3881814852875622
2020-03-02,74.04985046386719,25.206411361694336,33.41999816894531,20.318499898910524,0.6782080656485607
2020-03-03,72.3632583618164,23.816072463989258,36.81999969482422,21.26099991798401,0.7442062595395604
2020-03-04,75.5371322631836,24.365345001220703,31.989999771118164,22.05799994468689,1.2327802063406768
2020-03-05,74.50984191894531,23.130233764648438,39.619998931884766,23.281499910354615,1.3880766708121353
2020-03-06,73.07621765136719,22.2060546875,41.939998626708984,24.630499839782715,1.367805379384618
2020-03-09,61.84494400024414,18.941225051879883,54.459999084472656,26.57999978065491,0.030543816138004262
2020-03-10,65.1491470336914,20.39226722717285,47.29999923706055,28.192999744415282,0.27854623122552685
2020-03-11,63.65420150756836,19.58036994934082,53.900001525878906,30.12899980545044,0.2124047311387537
2020-03-12,58.46405029296875,17.71474838256836,75.47000122070312,33.21549987792969,-0.2997685110496703
2020-03-13,63.953208923339844,20.867305755615234,57.83000183105469,35.39949998855591,-0.10772600738739252
2020-03-16,53.43488693237305,17.654293060302734,82.69000244140625,38.850000095367434,-1.314023283317748
2020-03-17,54.1938591003418,18.984405517578125,75.91000366210938,41.9040002822876,-1.552550973735232
2020-03-18,42.203590393066406,17.956592559814453,76.44999694824219,45.007500123977664,-3.708727122432544
2020-03-19,43.99753189086914,18.310714721679688,72.0,47.829500102996825,-3.445517671314163
2020-03-20,45.53082275390625,16.989233016967773,66.04000091552734,50.27750015258789,-2.7390886854568857
2020-03-23,41.56727600097656,15.615934371948242,61.59000015258789,52.10550012588501,-3.145459820701349
2020-03-24,51.019962310791016,18.163883209228516,61.66999816894531,53.796500015258786,-1.9607205018730884
2020-03-25,53.10521697998047,18.224340438842773,63.95000076293945,55.61600008010864,-1.5506686257833775
2020-03-26,58.55604553222656,19.623558044433594,61.0,56.708000087738036,-0.8467339479692875
2020-03-27,52.72957992553711,18.656198501586914,65.54000091552734,57.97950010299682,-1.7557834143399436
2020-03-30,55.159812927246094,19.036230087280273,57.08000183105469,59.16250028610229,-1.3696632551033392
2020-03-31,55.550819396972656,18.33662986755371,53.540000915527344,59.99850034713745,-1.0820247552080116
2020-04-01,52.560909271240234,17.075611114501953,57.060001373291016,61.252000427246095,-1.3218527069574146
2020-04-02,58.35671615600586,17.766576766967773,50.90999984741211,61.81650047302246,-0.33716154375145807
2020-04-03,57.5824089050293,17.300168991088867,46.79999923706055,62.059500503540036,-0.3578172844898012
2020-04-06,61.63028335571289,18.474817276000977,45.2400016784668,61.598500633239745,0.12474890141852651
2020-04-07,62.036598205566406,19.122608184814453,46.70000076293945,61.568500709533694,0.016109462938487678
2020-04-08,65.91580963134766,20.254066467285156,43.349998474121094,61.041000556945804,0.47686278199493576
2020-04-09,64.63550567626953,21.47190284729004,41.66999816894531,59.35100040435791,-0.14691908593629732
2020-04-13,65.09550476074219,20.66001319885254,41.16999816894531,58.51800022125244,0.18816633911444794
2020-04-14,64.86551666259766,20.495908737182617,37.7599983215332,56.27150001525879,0.1896110368884331
2020-04-15,63.24021911621094,19.16579246520996,40.84000015258789,54.51799983978272,0.2503368527712029
2020-04-16,61.32362365722656,18.500730514526367,40.11000061035156,52.70100002288818,0.05412893210896918
2020-04-17,66.8281021118164,20.107234954833984,38.150001525878906,51.00850009918213,0.7076266333882335
2020-04-20,64.06818389892578,19.43354034423828,43.83000183105469,49.898000144958495,0.3408957835526687
2020-04-21,62.58858871459961,18.690752029418945,45.40999984741211,49.089000129699706,0.25741814028232585
2020-04-22,64.73517608642578,18.828943252563477,41.97999954223633,48.104500198364256,0.6570144084213422
2020-04-23,66.54444885253906,18.8893985748291,41.380001068115234,46.976000213623045,1.0104248387184722
2020-04-24,66.70542907714844,19.157154083251953,35.93000030517578,45.722500228881835,0.9640908407660601
2020-04-27,68.7753677368164,20.271347045898438,33.290000915527344,44.11000022888184,1.0586305116266095
2020-04-28,68.92870330810547,20.63410186767578,33.56999969482422,42.93450012207031,0.9825660009532307
2020-04-29,72.53959655761719,21.402807235717773,31.229999542236328,41.81900005340576,1.4957844498141932
2020-04-30,70.5309829711914,20.772296905517578,34.150001525878906,40.673500061035156,1.2704484390117385
2020-05-01,68.56838989257812,19.934497833251953,37.189998626708984,39.9875,1.1160061392975735
2020-05-04,70.10165405273438,19.80493927001953,35.970001220703125,39.44600009918213,1.4690966779001307
2020-05-05,71.21329498291016,19.571731567382812,33.61000061035156,38.86450004577637,1.7663797383875566
2020-05-06,69.03604125976562,19.303987503051758,34.119998931884766,38.235499954223634,1.3988941304597986
2020-05-07,71.02164459228516,19.727205276489258,31.440000534057617,37.64000005722046,1.6809572383530818
2020-05-08,73.19122314453125,20.35771942138672,27.979999542236328,36.95550012588501,1.939328267787066
2020-05-11,71.5812759399414,19.502635955810547,27.56999969482422,36.275500202178954,1.8623861247101656
2020-05-12,69.84100341796875,18.8893985748291,33.040000915527344,36.03950033187866,1.6870035511429817
2020-05-13,68.00104522705078,18.02568817138672,35.279998779296875,35.76150026321411,1.5654117462814612
2020-05-14,69.03604125976562,18.75120735168457,32.61000061035156,35.38650026321411,1.5627599403233272
2020-05-15,68.3537368774414,18.518009185791016,31.889999389648438,35.07350015640259,1.4918541827041225
2020-05-18,71.99427795410156,19.80493927001953,29.299999237060547,34.34700002670288,1.857535278528589
