Date,KLAC,ADI,VIX,AvgVIX,zscore
2022-01-31,372.6361999511719,152.28567504882812,24.829999923706055,23.18100004196167,0.23479714429280346
2022-02-01,371.44921875,153.58590698242188,21.959999084472656,23.448999977111818,0.1266699230944519
2022-02-02,378.5617370605469,156.87362670898438,22.09000015258789,23.707999992370606,-0.03503049703508679
2022-02-03,357.7124328613281,150.47462463378906,24.350000381469727,23.939000034332274,0.20231280761257603
2022-02-04,361.25433349609375,149.55516052246094,23.219999313354492,24.119499969482423,0.3086243320882027
2022-02-07,359.5503845214844,149.3601531982422,22.860000610351562,24.324499988555907,0.30405505450479137
2022-02-08,368.7593078613281,151.5054931640625,21.440000534057617,24.426500034332275,0.24899091827369912
2022-02-09,383.03216552734375,156.22352600097656,19.959999084472656,24.503999996185303,0.06185217181198441
2022-02-10,373.0574645996094,150.14952087402344,23.90999984741211,24.818499946594237,0.39555393190945165
2022-02-11,354.407470703125,142.93324279785156,27.360000610351562,25.171000003814697,0.716912448129192
2022-02-14,350.5008544921875,143.0075225830078,28.329999923706055,25.62799997329712,0.6683363296908206
2022-02-15,371.94403076171875,150.49317932128906,25.700000762939453,25.773499965667725,0.35814266099842873
2022-02-16,370.16827392578125,156.34422302246094,24.290000915527344,25.795499992370605,-0.08904769230309702
2022-02-17,351.3551025390625,148.99790954589844,28.110000610351562,25.92150001525879,0.24001116599200106
2022-02-18,343.9162292480469,148.9329071044922,27.75,25.866499996185304,0.162600163053152
2022-02-22,341.458984375,149.4158935546875,28.809999465942383,25.811999988555907,0.10016502054358638
2022-02-23,329.9791564941406,145.33868408203125,31.020000457763672,25.805000019073486,0.27132282182235107
2022-02-24,343.5226745605469,149.12774658203125,30.31999969482422,25.723000049591064,0.1440151059824162
2022-02-25,343.2923278808594,151.3022918701172,27.59000015258789,25.57800006866455,-0.01743853430225785
2022-02-28,334.5096435546875,149.59439086914062,30.149999618530273,25.70250005722046,0.010366567515856075
2022-03-01,323.26971435546875,146.47727966308594,33.31999969482422,26.127000045776366,0.11401280035109217
2022-03-02,332.17718505859375,149.15574645996094,30.739999771118164,26.566000080108644,0.01665979581248934
2022-03-03,328.779296875,148.65179443359375,30.479999542236328,26.985500049591064,0.01595801187065585
2022-03-04,318.76800537109375,146.3839569091797,31.979999542236328,27.367000007629393,0.07111188526400572
2022-03-07,301.5289611816406,136.5192413330078,36.45000076293945,28.028500080108643,0.6015942937491757
2022-03-08,308.90069580078125,138.60975646972656,35.130001068115234,28.642000102996825,0.5302451353587643
2022-03-09,325.9284362792969,143.36944580078125,32.45000076293945,29.192500114440918,0.3704895029295825
2022-03-10,315.5909118652344,140.51364135742188,30.229999542236328,29.706000137329102,0.4650071112203574
2022-03-11,310.2925109863281,137.7511749267578,30.75,30.048000144958497,0.6083601793215532
2022-03-14,307.15380859375,135.91262817382812,31.770000457763672,30.268500137329102,0.7080493949465607
