Date,KBE,AMD,VIX,AvgVIX,zscore
2020-05-05,24.57482147216797,52.189998626708984,33.61000061035156,38.86450004577637,-0.6216635891390695
2020-05-06,23.949251174926758,52.15999984741211,34.119998931884766,38.235499954223634,-0.7641757405975249
2020-05-07,24.346572875976562,51.95000076293945,31.440000534057617,37.64000005722046,-0.6689247594908855
2020-05-08,25.386371612548828,53.189998626708984,27.979999542236328,36.95550012588501,-0.45665699951512895
2020-05-11,24.481830596923828,55.7400016784668,27.56999969482422,36.275500202178954,-0.7163495779279587
2020-05-12,23.256053924560547,53.7599983215332,33.040000915527344,36.03950033187866,-0.9558673478254417
2020-05-13,22.030261993408203,52.18000030517578,35.279998779296875,35.76150026321411,-1.2036601916145464
2020-05-14,22.81646156311035,54.5099983215332,32.61000061035156,35.38650026321411,-1.0719564977478342
2020-05-15,22.537487030029297,54.20000076293945,31.889999389648438,35.07350015640259,-1.129376423523989
2020-05-18,24.62554359436035,54.59000015258789,29.299999237060547,34.34700002670288,-0.6596870699338268
2020-05-19,23.695640563964844,55.470001220703125,30.530000686645508,33.60300006866455,-0.8906491210804567
2020-05-20,24.811519622802734,56.38999938964844,27.989999771118164,32.90350008010864,-0.6543567683703978
2020-05-21,24.71853256225586,54.650001525878906,29.530000686645508,32.31100006103516,-0.6396516456233977
2020-05-22,24.431106567382812,55.16999816894531,28.15999984741211,31.92250003814697,-0.7161684778172075
2020-05-26,26.409263610839844,53.189998626708984,28.010000228881836,31.658500003814698,-0.2226160357487636
2020-05-27,28.269081115722656,52.7400016784668,27.6200008392334,31.361000061035156,0.2122215062674391
2020-05-28,27.203916549682617,51.7400016784668,28.59000015258789,31.229000091552734,-0.010812875836544467
2020-05-29,26.586801528930664,53.79999923706055,27.510000228881836,30.89700002670288,-0.19460879946190612
2020-06-01,26.950300216674805,53.630001068115234,28.229999542236328,30.449000072479247,-0.10792379822780496
2020-06-02,26.992568969726562,53.540000915527344,26.84000015258789,29.992500019073486,-0.09639148781634527
2020-06-03,28.353609085083008,52.72999954223633,25.65999984741211,29.594999980926513,0.23176860723358508
2020-06-04,29.32577896118164,52.630001068115234,25.809999465942383,29.179500007629393,0.45627202356271124
2020-06-05,30.991159439086914,53.099998474121094,24.520000457763672,28.8335000038147,0.8275974820567193
2020-06-08,31.99713897705078,52.970001220703125,25.809999465942383,28.725,1.0604569924267493
2020-06-09,31.210948944091797,56.38999938964844,27.56999969482422,28.725,0.8098531466661274
2020-06-10,29.283525466918945,57.439998626708984,27.56999969482422,28.451499938964844,0.34713988614133795
2020-06-11,26.612154006958008,52.83000183105469,40.790000915527344,28.727000045776368,-0.16874980489466126
2020-06-12,27.635051727294922,53.5,36.09000015258789,28.901000022888184,0.05143779003000505
2020-06-15,27.905563354492188,54.68000030517578,34.400001525878906,29.026500129699706,0.08893086702637959
2020-06-16,28.86082649230957,54.459999084472656,33.66999816894531,29.245000076293945,0.31204746596807964
2020-06-17,27.973196029663086,54.54999923706055,33.470001220703125,29.392000102996825,0.10709369016703287
2020-06-18,28.04082679748535,54.040000915527344,32.939998626708984,29.639500045776366,0.13311391869050107
2020-06-19,27.804122924804688,54.22999954223633,35.119998931884766,29.91899995803833,0.07502639397210899
2020-06-22,27.74358558654785,54.7599983215332,31.770000457763672,30.09949998855591,0.05021558176548357
2020-06-23,27.53896713256836,53.9900016784668,31.3700008392334,30.267500019073488,0.019320739015173297
2020-06-24,26.09807014465332,52.38999938964844,33.84000015258789,30.57849998474121,-0.27727516841278094
2020-06-25,26.950672149658203,51.93000030517578,32.220001220703125,30.760000038146973,-0.07268492616194382
2020-06-26,25.31368064880371,50.099998474121094,34.72999954223633,31.121000003814697,-0.4093917988560592
2020-06-29,26.24301528930664,50.279998779296875,31.780000686645508,31.298500061035156,-0.2004792268530564
2020-06-30,26.890987396240234,52.61000061035156,30.43000030517578,31.47800006866455,-0.1004024978546541
2020-07-01,25.893449783325195,52.58000183105469,28.6200008392334,31.626000118255615,-0.3280219619085132
2020-07-02,25.84229278564453,52.34000015258789,27.68000030517578,31.719500160217287,-0.3347639287194669
2020-07-06,26.09807014465332,53.400001525878906,27.940000534057617,31.890500164031984,-0.29816067988152567
2020-07-07,25.168733596801758,52.93000030517578,29.43000030517578,32.07150020599365,-0.5010768520181704
2020-07-08,25.228422164916992,53.43000030517578,28.079999923706055,32.097000217437746,-0.49775925679866545
2020-07-09,24.230876922607422,57.2599983215332,29.260000228881836,32.18150024414062,-0.805200106909947
2020-07-10,25.37335968017578,55.880001068115234,27.290000915527344,31.506500244140625,-0.5152598722984476
2020-07-13,25.67177391052246,53.59000015258789,32.189998626708984,31.31150016784668,-0.3996275438367868
2020-07-14,25.25400161743164,54.720001220703125,29.520000457763672,31.067500114440918,-0.5185821129397347
2020-07-15,26.592578887939453,55.34000015258789,27.760000228881836,30.772000217437743,-0.22513210811139497
2020-07-16,26.507320404052734,54.91999816894531,28.0,30.49850015640259,-0.23595443533576066
2020-07-17,25.791135787963867,55.040000915527344,25.68000030517578,30.13550024032593,-0.40230126665438304
2020-07-20,25.424514770507812,57.459999084472656,24.459999084472656,29.602500247955323,-0.5362276980232031
2020-07-21,26.720468521118164,57.0,24.84000015258789,29.256000232696532,-0.23019715708749663
2020-07-22,26.51584815979004,61.790000915527344,24.31999969482422,28.903500175476076,-0.37606584928141024
2020-07-23,27.07004165649414,59.56999969482422,26.079999923706055,28.515500164031984,-0.2033579071813282
2020-07-24,26.950672149658203,69.4000015258789,25.84000015258789,28.19650011062622,-0.4339414995546888
2020-07-27,26.34532356262207,68.97000122070312,24.739999771118164,27.697000122070314,-0.5635553552340585
2020-07-28,26.225963592529297,67.61000061035156,25.440000534057617,27.380000114440918,-0.5627422804083538
2020-07-29,27.155296325683594,76.08999633789062,24.100000381469727,27.063500118255615,-0.5254630982155465
2020-07-30,26.686365127563477,78.19999694824219,24.760000228881836,26.870500087738037,-0.6763880859765463
2020-07-31,26.490264892578125,77.43000030517578,24.459999084472656,26.70950002670288,-0.7053339329518458
2020-08-03,26.422056198120117,77.66999816894531,24.280000686645508,26.526500034332276,-0.7259031397415807
2020-08-04,26.30269432067871,85.04000091552734,23.760000228881836,26.243000030517578,-0.9056154514129662
2020-08-05,26.873937606811523,85.30999755859375,22.989999771118164,25.988500022888182,-0.7804963331547855
2020-08-06,26.71194076538086,86.70999908447266,22.649999618530273,25.657999992370605,-0.8465119133087234
2020-08-07,27.786218643188477,84.8499984741211,22.209999084472656,25.403999900817873,-0.5622513374770977
2020-08-10,28.289260864257812,82.23999786376953,22.1299991607666,24.90099992752075,-0.3931822982218793
2020-08-11,28.851966857910156,76.87999725341797,24.030000686645508,24.626499938964844,-0.15359562545368388
2020-08-12,28.57061004638672,82.61000061035156,22.280000686645508,24.352499961853027,-0.33645987325179244
2020-08-13,28.076108932495117,81.83999633789062,22.1299991607666,24.058999919891356,-0.4336806388179527
2020-08-14,28.383041381835938,81.30000305175781,22.049999237060547,23.877499866485596,-0.3522871632035833
2020-08-17,27.90557861328125,82.41999816894531,21.350000381469727,23.72199993133545,-0.48469219431599375
2020-08-18,27.19792366027832,81.66000366210938,21.510000228881836,23.555499935150145,-0.630890229379766
2020-08-19,27.283185958862305,81.08999633789062,22.540000915527344,23.466499996185302,-0.5995949431816349
2020-08-20,26.737518310546875,82.7699966430664,22.719999313354492,23.298499965667723,-0.7591856374806286
2020-08-21,26.54995346069336,83.80999755859375,22.540000915527344,23.133500003814696,-0.823606922214454
2020-08-24,27.598644256591797,83.08000183105469,22.3700008392334,23.01500005722046,-0.5685677625580714
2020-08-25,27.666852951049805,86.3499984741211,22.030000686645508,22.844500064849854,-0.6205806106948255
2020-08-26,27.129714965820312,86.0199966430664,23.270000457763672,22.803000068664552,-0.7366554988158026
2020-08-27,27.632747650146484,83.80000305175781,24.469999313354492,22.788500022888183,-0.575653472133372
2020-08-28,27.666852951049805,85.55000305175781,22.959999084472656,22.713500022888184,-0.6040377609627752
2020-08-31,27.18939781188965,90.81999969482422,26.40999984741211,22.819999980926514,-0.8222576020295589
2020-09-01,27.232027053833008,92.18000030517578,26.1200008392334,22.938000011444093,-0.840626913091922
2020-09-02,27.487810134887695,90.22000122070312,26.56999969482422,23.117000007629393,-0.7415727304875559
2020-09-03,27.4963321685791,82.54000091552734,33.599998474121094,23.664499950408935,-0.5808105894281997
2020-09-04,28.033472061157227,82.01000213623047,30.75,24.091499996185302,-0.4469515870575817
2020-09-08,26.839832305908203,78.69000244140625,31.459999084472656,24.557999992370604,-0.651406971312014
2020-09-09,26.737518310546875,81.91000366210938,28.809999465942383,24.79699993133545,-0.7414021174042715
2020-09-10,26.294172286987305,78.9800033569336,29.709999084472656,25.168499851226805,-0.7822525667220815
2020-09-11,26.447641372680664,76.33999633789062,26.8700008392334,25.405499935150146,-0.6925464869822511
2020-09-14,27.035930633544922,77.9000015258789,25.850000381469727,25.595499992370605,-0.5902028696657472
2020-09-15,26.558475494384766,78.93000030517578,25.59000015258789,25.807499980926515,-0.7207451496318067
2020-09-16,26.797203063964844,76.66000366210938,26.040000915527344,26.03400001525879,-0.6191829821855325
2020-09-17,26.71194076538086,76.55000305175781,26.459999084472656,26.229999923706053,-0.6364166015744118
2020-09-18,26.464689254760742,74.93000030517578,25.829999923706055,26.385499954223633,-0.6594890195355269
2020-09-21,25.27821159362793,77.94000244140625,27.780000686645508,26.64749994277954,-0.9932017790901853
2020-09-22,24.830810546875,77.69999694824219,26.860000610351562,26.87199993133545,-1.090605573931671
2020-09-23,24.27155876159668,74.7300033569336,28.579999923706055,27.199499893188477,-1.1571486241911488
2020-09-24,24.3145809173584,75.81999969482422,28.510000228881836,27.461499881744384,-1.169844703233048
2020-09-25,24.5985050201416,78.05999755859375,26.3799991607666,27.55699987411499,-1.1512021597193312
2020-09-28,25.467500686645508,79.4800033569336,26.190000534057617,27.71849994659424,-0.9817370155271531
2020-09-29,25.1147403717041,81.7699966430664,26.270000457763672,27.711499977111817,-1.1098037443549733
2020-09-30,25.33843994140625,81.98999786376953,26.3700008392334,27.723999977111816,-1.063169901633747
2020-10-01,25.587949752807617,84.86000061035156,26.700000762939453,27.73050003051758,-1.0654291278362213
2020-10-02,26.28486442565918,81.80000305175781,27.6299991607666,27.432000064849852,-0.8426961078605092
2020-10-05,27.231292724609375,86.1500015258789,27.959999084472656,27.292500019073486,-0.7161025118603889
2020-10-06,27.196880340576172,84.4800033569336,29.479999542236328,27.19350004196167,-0.6894428169371086
2020-10-07,27.928207397460938,86.69000244140625,28.059999465942383,27.15600004196167,-0.5678127100934359
2020-10-08,28.3756103515625,86.51000213623047,26.360000610351562,26.988500118255615,-0.46172331313690324
2020-10-09,28.177724838256836,83.0999984741211,25.0,26.895000076293947,-0.4364857758704321
2020-10-12,28.564895629882812,84.29000091552734,25.06999969482422,26.85600004196167,-0.3725075395741605
2020-10-13,27.747526168823242,85.27999877929688,26.06999969482422,26.880000019073485,-0.5799961383981534
2020-10-14,27.35175132751465,84.20999908447266,26.399999618530273,26.897999954223632,-0.6484245072601496
2020-10-15,27.902395248413086,83.12999725341797,26.969999313354492,26.923499965667723,-0.500102402604245
2020-10-16,27.96262550354004,83.16999816894531,27.40999984741211,27.002499961853026,-0.48714869356913304
2020-10-19,27.704513549804688,82.0,29.18000030517578,27.07249994277954,-0.5220115165619932
2020-10-20,28.186325073242188,81.55999755859375,29.350000381469727,27.196999931335448,-0.40267282768846857
2020-10-21,28.22073745727539,79.19999694824219,28.649999618530273,27.20049991607666,-0.34599746548190496
2020-10-22,29.382266998291016,79.41999816894531,28.110000610351562,27.180499935150145,-0.08478512307361492
2020-10-23,29.760839462280273,81.95999908447266,27.549999237060547,27.238999938964845,-0.05069039877378353
2020-10-26,29.141359329223633,82.2300033569336,32.459999084472656,27.552499866485597,-0.19801276842367727
2020-10-27,28.11749267578125,78.87999725341797,33.349998474121094,27.906499767303465,-0.36300303055659805
2020-10-28,27.532434463500977,76.4000015258789,40.279998779296875,28.60199966430664,-0.4455831831929528
2020-10-29,28.11749267578125,78.0199966430664,37.59000015258789,29.146499633789062,-0.3452193527144294
2020-10-30,28.521881103515625,75.29000091552734,38.02000045776367,29.665999698638917,-0.19624127650344547
2020-11-02,29.253210067749023,74.69999694824219,37.130001068115234,30.124499797821045,-0.016710364775591697
2020-11-03,30.079187393188477,76.58000183105469,35.54999923706055,30.427999782562257,0.13339987117431376
2020-11-04,28.461650848388672,81.3499984741211,29.56999969482422,30.50349979400635,-0.33533490497087337
2020-11-05,29.476909637451172,83.0,27.579999923706055,30.56449975967407,-0.13716029827269588
2020-11-06,28.969274520874023,85.87999725341797,24.860000610351562,30.55749979019165,-0.31286338103840416
2020-11-09,32.884056091308594,83.12000274658203,25.75,30.59149980545044,0.6399242191242238
2020-11-10,33.340049743652344,77.98999786376953,24.799999237060547,30.527999782562254,0.8503387584218758
2020-11-11,32.522682189941406,81.27999877929688,23.450000762939453,30.380499839782715,0.5952895677733594
2020-11-12,31.86880111694336,81.83999633789062,25.350000381469727,30.299499893188475,0.43409947443002533
2020-11-13,32.63454055786133,81.43000030517578,23.100000381469727,30.083999919891358,0.617781286816127
2020-11-16,33.9853401184082,83.7300033569336,22.450000762939453,29.74749994277954,0.8792875223165321
2020-11-17,33.87350082397461,83.36000061035156,22.709999084472656,29.415499877929687,0.8613495022986994
2020-11-18,33.28843688964844,82.54000091552734,23.84000015258789,29.174999904632568,0.7444415128657055
2020-11-19,33.4346923828125,85.54000091552734,23.110000610351562,28.924999904632568,0.7158691964372568
2020-11-20,33.1163444519043,84.63999938964844,23.700000762939453,28.732499980926512,0.6616410147202041
2020-11-23,33.701412200927734,85.30999755859375,22.65999984741211,28.242500019073486,0.7816517105947195
2020-11-24,35.33615493774414,85.06999969482422,21.639999389648438,27.657000064849854,1.1606489211804834
2020-11-25,34.81992721557617,86.70999908447266,21.25,26.70550012588501,1.0086213423807688
2020-11-27,34.38111877441406,87.19000244140625,20.84000015258789,25.86800012588501,0.8982947302450203
2020-11-30,33.22819519042969,92.66000366210938,20.56999969482422,24.995500087738037,0.5213897158856307
2020-12-01,33.976741790771484,92.62999725341797,20.770000457763672,24.17750005722046,0.6932800672844373
2020-12-02,34.570411682128906,93.73999786376953,21.170000076293945,23.458500099182128,0.8061602909623766
2020-12-03,34.72526931762695,92.30999755859375,21.280000686645508,23.044000148773193,0.8711627331165311
2020-12-04,35.396385192871094,94.04000091552734,20.790000915527344,22.704500198364258,0.988942007134418
2020-12-07,35.275936126708984,94.06999969482422,21.299999237060547,22.526500129699706,0.9607625400339311
2020-12-08,35.23290252685547,92.91999816894531,20.68000030517578,22.273000144958495,0.974696828741109
2020-12-09,35.40498352050781,89.83000183105469,22.270000457763672,22.146500205993654,1.0779665579518722
2020-12-10,35.55125045776367,91.66000366210938,22.520000457763672,22.100000190734864,1.073590878277093
2020-12-11,35.138267517089844,91.6500015258789,23.309999465942383,21.998000144958496,0.9793058903587635
2020-12-14,34.9833984375,94.77999877929688,24.719999313354492,22.079000091552736,0.8791471360340761
2020-12-15,35.731929779052734,97.12000274658203,22.889999389648438,22.101000022888183,1.0020253088516617
2020-12-16,35.80077362060547,96.8499984741211,22.5,22.09050006866455,1.0233603322679141
2020-12-17,35.70611572265625,96.83999633789062,21.93000030517578,21.995000076293945,1.0019091331706034
2020-12-18,35.14686965942383,95.91999816894531,21.56999969482422,21.91800003051758,0.8929761917897147
2020-12-21,35.41469192504883,93.2300033569336,25.15999984741211,21.99099998474121,1.009880326772919
2020-12-22,35.128665924072266,93.16000366210938,24.229999542236328,22.069499969482422,0.9458841634255578
2020-12-23,36.142738342285156,91.55000305175781,23.309999465942383,22.15299997329712,1.2111998672453927
2020-12-24,35.93473434448242,91.80999755859375,21.530000686645508,22.167000007629394,1.1582315433345078
2020-12-28,36.134071350097656,91.5999984741211,21.700000762939453,22.210000038146973,1.208182992322494
2020-12-29,35.570709228515625,90.62000274658203,23.079999923706055,22.335500049591065,1.0995489539588899
2020-12-30,36.012733459472656,92.29000091552734,22.770000457763672,22.435500049591063,1.1661521544889182
2020-12-31,36.24674606323242,91.70999908447266,22.75,22.514500045776366,1.2316886599152368
