Date,CVX,GILD,VIX,AvgVIX,zscore
2020-05-04,70.10166931152344,63.87751007080078,35.970001220703125,39.44600009918213,-1.7569499646519882
2020-05-05,71.2132797241211,62.99401092529297,33.61000061035156,38.86450004577637,-1.6316568163353344
2020-05-06,69.03602600097656,61.66468811035156,34.119998931884766,38.235499954223634,-1.589769035360905
2020-05-07,71.02161407470703,61.77614212036133,31.440000534057617,37.64000005722046,-1.524607391950376
2020-05-08,73.19123077392578,61.680606842041016,27.979999542236328,36.95550012588501,-1.4330016548637925
2020-05-11,71.5812759399414,64.31531524658203,27.56999969482422,36.275500202178954,-1.7417021064706795
2020-05-12,69.84100341796875,62.046756744384766,33.040000915527344,36.03950033187866,-1.594982948720301
2020-05-13,68.00106048583984,61.33835220336914,35.279998779296875,35.76150026321411,-1.5985477517453943
2020-05-14,69.03602600097656,61.47365951538086,32.61000061035156,35.38650026321411,-1.5718327615502714
2020-05-15,68.3537368774414,60.701568603515625,31.889999389648438,35.07350015640259,-1.5253255230844736
2020-05-18,71.9942855834961,59.50759506225586,29.299999237060547,34.34700002670288,-1.2745596100575862
2020-05-19,69.71504211425781,57.581302642822266,30.530000686645508,33.60300006866455,-1.1805050320401644
2020-05-20,72.34432220458984,58.81508255004883,27.989999771118164,32.90350008010864,-1.1962053617508344
2020-05-21,71.59754943847656,58.50464630126953,29.530000686645508,32.31100006103516,-1.1955003585259223
2020-05-22,70.22844696044922,58.37728500366211,28.15999984741211,31.92250003814697,-1.2356879210531222
2020-05-26,72.57770538330078,58.249942779541016,28.010000228881836,31.658500003814698,-1.134253596609193
2020-05-27,73.04442596435547,59.6190299987793,27.6200008392334,31.361000061035156,-1.2450251924931692
2020-05-28,70.68738555908203,59.95332336425781,28.59000015258789,31.229000091552734,-1.3661872060839295
2020-05-29,71.33306884765625,61.95125198364258,27.510000228881836,30.89700002670288,-1.5291864216144215
2020-06-01,72.18096160888672,59.825965881347656,28.229999542236328,30.449000072479247,-1.2973423910193818
2020-06-02,73.65896606445312,58.3136100769043,26.84000015258789,29.992500019073486,-1.0990488260960776
2020-06-03,75.59593963623047,59.22102737426758,25.65999984741211,29.594999980926513,-1.1104742845020736
2020-06-04,74.89582061767578,61.72040557861328,25.809999465942383,29.179500007629393,-1.3718146390908879
2020-06-05,78.41969299316406,61.09158706665039,24.520000457763672,28.8335000038147,-1.1785568327699112
2020-06-08,80.30998229980469,61.26668930053711,25.809999465942383,28.725,-1.1230010280369538
2020-06-09,78.9797592163086,61.76021194458008,27.56999969482422,28.725,-1.2200045055316824
2020-06-10,75.90709686279297,61.34629440307617,27.56999969482422,28.451499938964844,-1.2981710186008486
2020-06-11,69.52056121826172,58.49541091918945,40.790000915527344,28.727000045776368,-1.273740847451118
2020-06-12,71.86981964111328,58.784507751464844,36.09000015258789,28.901000022888184,-1.2114072918848262
2020-06-15,70.96744537353516,59.40288543701172,34.400001525878906,29.026500129699706,-1.303838039124411
2020-06-16,73.14555358886719,59.92488479614258,33.66999816894531,29.245000076293945,-1.2698911436114328
2020-06-17,71.20858764648438,59.23423767089844,33.470001220703125,29.392000102996825,-1.2788186258293497
2020-06-18,71.51976013183594,59.4590950012207,32.939998626708984,29.639500045776366,-1.2880793528472991
2020-06-19,70.50069427490234,62.21360778808594,35.119998931884766,29.91899995803833,-1.5855230332170571
2020-06-22,71.24748992919922,60.768089294433594,31.770000457763672,30.09949998855591,-1.4213550675821949
2020-06-23,71.13081359863281,60.270198822021484,31.3700008392334,30.267500019073488,-1.3790504986269625
2020-06-24,68.1747817993164,60.97688293457031,33.84000015258789,30.57849998474121,-1.557991629712635
2020-06-25,69.39608764648438,60.623538970947266,32.220001220703125,30.760000038146973,-1.4782983711154016
2020-06-26,67.25688171386719,59.884727478027344,34.72999954223633,31.121000003814697,-1.4904063984621234
2020-06-29,68.1981430053711,59.876686096191406,31.780000686645508,31.298500061035156,-1.4538009248027628
2020-06-30,69.41165924072266,61.78799057006836,30.43000030517578,31.47800006866455,-1.5870392976148953
2020-07-01,68.15925598144531,61.0812873840332,28.6200008392334,31.626000118255615,-1.568385832987705
2020-07-02,68.69599914550781,61.31416702270508,27.68000030517578,31.719500160217287,-1.5698083396428357
2020-07-06,68.89825439453125,61.643428802490234,27.940000534057617,31.890500164031984,-1.5930203308326354
2020-07-07,67.14019775390625,61.370399475097656,29.43000030517578,32.07150020599365,-1.634345020421784
2020-07-08,67.17131805419922,60.71990203857422,28.079999923706055,32.097000217437746,-1.572082476754237
2020-07-09,64.36309814453125,59.99715042114258,29.260000228881836,32.18150024414062,-1.6111795952397459
2020-07-10,66.30006408691406,61.29008483886719,27.290000915527344,31.506500244140625,-1.6588027555696199
2020-07-13,66.43231201171875,61.57917404174805,32.189998626708984,31.31150016784668,-1.6809092329304105
2020-07-14,68.72710418701172,61.988746643066406,29.520000457763672,31.067500114440918,-1.6319620172039306
2020-07-15,69.14717102050781,61.555091857910156,27.760000228881836,30.772000217437743,-1.5752454454704714
2020-07-16,68.73487091064453,61.547080993652344,28.0,30.49850015640259,-1.5901968280478478
2020-07-17,67.82475280761719,62.24573516845703,25.68000030517578,30.13550024032593,-1.6904599311923032
2020-07-20,66.33118438720703,62.7035026550293,24.459999084472656,29.602500247955323,-1.7903276870169296
2020-07-21,71.0919189453125,61.65950393676758,24.84000015258789,29.256000232696532,-1.5109781189013398
2020-07-22,70.81962585449219,61.233863830566406,24.31999969482422,28.903500175476076,-1.4813844421537226
2020-07-23,70.79632568359375,60.67976760864258,26.079999923706055,28.515500164031984,-1.4302460594012831
2020-07-24,70.11176300048828,59.13786697387695,25.84000015258789,28.19650011062622,-1.3115455666488303
2020-07-27,70.81962585449219,59.86063003540039,24.739999771118164,27.697000122070314,-1.3524472149292301
2020-07-28,69.31832122802734,59.210140228271484,25.440000534057617,27.380000114440918,-1.3485518721781606
2020-07-29,70.06509399414062,58.631927490234375,24.100000381469727,27.063500118255615,-1.2658188353990336
2020-07-30,67.10907745361328,58.08584213256836,24.760000228881836,26.870500087738037,-1.3271329313111502
2020-07-31,65.29660034179688,55.83726501464844,24.459999084472656,26.70950002670288,-1.1850399924915263
2020-08-03,65.97337341308594,57.604000091552734,24.280000686645508,26.526500034332276,-1.3251475841655551
2020-08-04,67.28021240234375,56.9213981628418,23.760000228881836,26.243000030517578,-1.2112815052239698
2020-08-05,67.83253479003906,55.411624908447266,22.989999771118164,25.988500022888182,-1.0484874909022426
2020-08-06,68.04255676269531,55.259033203125,22.649999618530273,25.657999992370605,-1.0261609310214075
2020-08-07,67.52135467529297,55.692710876464844,22.209999084472656,25.403999900817873,-1.0867316572918442
2020-08-10,69.80060577392578,55.01814270019531,22.1299991607666,24.90099992752075,-0.9365829875956325
2020-08-11,69.71504211425781,54.688865661621094,24.030000686645508,24.626499938964844,-0.9089250537506144
2020-08-12,70.57072448730469,55.283138275146484,22.280000686645508,24.352499961853027,-0.9321322308838903
2020-08-13,69.87062072753906,54.753116607666016,22.1299991607666,24.058999919891356,-0.9090321507215421
2020-08-14,70.28290557861328,55.01011276245117,22.049999237060547,23.877499866485596,-0.9174593590132518
2020-08-17,70.609619140625,55.53208923339844,21.350000381469727,23.72199993133545,-0.9540256105584106
2020-08-18,69.14977264404297,55.45981216430664,21.510000228881836,23.555499935150145,-1.0028414316552672
2020-08-19,68.1712646484375,52.76152038574219,22.540000915527344,23.466499996185302,-0.7867594382688079
2020-08-20,66.92448425292969,53.04258728027344,22.719999313354492,23.298499965667723,-0.8606366422207161
2020-08-21,67.13754272460938,53.403968811035156,22.540000915527344,23.133500003814696,-0.8864529880444874
2020-08-24,68.81044006347656,53.06668472290039,22.3700008392334,23.01500005722046,-0.7910675768543968
2020-08-25,67.96610260009766,53.04258728027344,22.030000686645508,22.844500064849854,-0.8209638333771001
2020-08-26,66.90078735351562,52.68119812011719,23.270000457763672,22.803000068664552,-0.8276072402519227
2020-08-27,67.00338745117188,52.64105224609375,24.469999313354492,22.788500022888183,-0.8199300202810312
2020-08-28,67.5715560913086,52.40816116333008,22.959999084472656,22.713500022888184,-0.7764229303831836
2020-08-31,66.23005676269531,53.604732513427734,26.40999984741211,22.819999980926514,-0.939867341341313
2020-09-01,65.55931091308594,52.865909576416016,26.1200008392334,22.938000011444093,-0.8960440810263595
2020-09-02,65.6461181640625,53.63685989379883,26.56999969482422,23.117000007629393,-0.9651247385339579
2020-09-03,64.92799377441406,52.930152893066406,33.599998474121094,23.664499950408935,-0.9261214820640103
2020-09-04,64.65182495117188,53.01047134399414,30.75,24.091499996185302,-0.9441814584250264
2020-09-08,62.316078186035156,51.50872802734375,31.459999084472656,24.557999992370604,-0.8921412054788168
2020-09-09,63.15252685546875,51.80585861206055,28.809999465942383,24.79699993133545,-0.8881813525734584
2020-09-10,61.66899490356445,51.211605072021484,29.709999084472656,25.168499851226805,-0.8888892896418018
2020-09-11,61.30601119995117,52.66513442993164,26.8700008392334,25.405499935150146,-1.039190920112781
2020-09-14,60.99036407470703,53.83367156982422,25.850000381469727,25.595499992370605,-1.1609307978970491
2020-09-15,60.24860382080078,53.72005844116211,25.59000015258789,25.807499980926515,-1.1785152197423001
2020-09-16,61.99252700805664,53.27375411987305,26.040000915527344,26.03400001525879,-1.070188348399339
2020-09-17,62.174034118652344,52.77873992919922,26.459999084472656,26.229999923706053,-1.0167967320617952
2020-09-18,61.71633529663086,52.786865234375,25.829999923706055,26.385499954223633,-1.0349923210479448
2020-09-21,60.209136962890625,52.105220794677734,27.780000686645508,26.64749994277954,-1.0283962496881214
2020-09-22,59.60152053833008,51.44792175292969,26.860000610351562,26.87199993133545,-0.989823071260162
2020-09-23,56.776519775390625,51.19635772705078,28.579999923706055,27.199499893188477,-1.0738006137584553
2020-09-24,56.65814208984375,50.51472091674805,28.510000228881836,27.461499881744384,-1.0143083255811591
2020-09-25,56.68181228637695,50.51472091674805,26.3799991607666,27.55699987411499,-1.0134067831065035
2020-09-28,58.338951110839844,51.0015983581543,26.190000534057617,27.71849994659424,-0.9960046873266134
2020-09-29,56.73706817626953,50.39299392700195,26.270000457763672,27.711499977111817,-0.999872886599982
2020-09-30,56.81596374511719,51.27750778198242,26.3700008392334,27.723999977111816,-1.0799177182506583
2020-10-01,55.569175720214844,51.38299560546875,26.700000762939453,27.73050003051758,-1.1373095432258618
2020-10-02,56.17679214477539,50.449798583984375,27.6299991607666,27.432000064849852,-1.0265460587879998
2020-10-05,57.36833572387695,51.61021423339844,27.959999084472656,27.292500019073486,-1.0901180123607588
2020-10-06,57.05271530151367,50.73382568359375,29.479999542236328,27.19350004196167,-1.0198523875964132
2020-10-07,58.22056579589844,50.99348068237305,28.059999465942383,27.15600004196167,-0.9997515133014685
2020-10-08,59.35691833496094,51.38299560546875,26.360000610351562,26.988500118255615,-0.9930432780316986
2020-10-09,58.39419937133789,51.804969787597656,25.0,26.895000076293947,-1.0693314729138388
2020-10-12,58.79662322998047,52.38112258911133,25.06999969482422,26.85600004196167,-1.108100881739647
2020-10-13,57.92072677612305,52.332427978515625,26.06999969482422,26.880000019073485,-1.1368896412316951
2020-10-14,57.56562805175781,51.97539138793945,26.399999618530273,26.897999954223632,-1.1168912367792985
2020-10-15,58.00753402709961,51.09086990356445,26.969999313354492,26.923499965667723,-1.0170095749448473
2020-10-16,57.51828384399414,50.311851501464844,27.40999984741211,27.002499961853026,-0.9624994905401403
2020-10-19,56.247806549072266,49.151432037353516,29.18000030517578,27.07249994277954,-0.9019335795808542
2020-10-20,56.56344985961914,49.13519287109375,29.350000381469727,27.196999931335448,-0.888386717218103
2020-10-21,55.92427444458008,48.859291076660156,28.649999618530273,27.20049991607666,-0.8868261305306188
2020-10-22,57.92072677612305,49.23257064819336,28.110000610351562,27.180499935150145,-0.8458343159329521
2020-10-23,57.265750885009766,49.329952239990234,27.549999237060547,27.238999938964845,-0.8799242801352883
2020-10-26,55.97951126098633,48.65641784667969,32.459999084472656,27.552499866485597,-0.8656738855340561
2020-10-27,54.85108184814453,48.696998596191406,33.349998474121094,27.906499767303465,-0.9124633788386285
2020-10-28,52.77571105957031,47.65018844604492,40.279998779296875,28.60199966430664,-0.8932211149640308
2020-10-29,54.290809631347656,47.496009826660156,37.59000015258789,29.146499633789062,-0.8210382367207503
2020-10-30,54.84318161010742,47.187644958496094,38.02000045776367,29.665999698638917,-0.7710463343594488
2020-11-02,56.934322357177734,47.496009826660156,37.130001068115234,30.124499797821045,-0.7203530142180297
2020-11-03,56.61079788208008,47.739444732666016,35.54999923706055,30.427999782562257,-0.7555321721690076
2020-11-04,56.63446807861328,48.5833854675293,29.56999969482422,30.50349979400635,-0.8338708717260576
2020-11-05,56.92643737792969,48.38862609863281,27.579999923706055,30.56449975967407,-0.8044638755003775
2020-11-06,56.145225524902344,47.934207916259766,24.860000610351562,30.55749979019165,-0.7915516613758454
2020-11-09,62.655391693115234,47.91797637939453,25.75,30.59149980545044,-0.5420706147537835
2020-11-10,65.55142211914062,49.1920051574707,24.799999237060547,30.527999782562254,-0.5513901402030824
2020-11-11,65.07005310058594,48.77003860473633,23.450000762939453,30.380499839782715,-0.5301045984395794
2020-11-12,63.65754699707031,48.67264938354492,25.350000381469727,30.299499893188475,-0.5747594758796272
2020-11-13,65.51985168457031,49.167659759521484,23.100000381469727,30.083999919891358,-0.5503067185277778
2020-11-16,70.19927978515625,49.57339859008789,22.450000762939453,29.74749994277954,-0.41017432794321895
2020-11-17,69.69483184814453,49.47602462768555,22.709999084472656,29.415499877929687,-0.42024482442015876
2020-11-18,67.48483276367188,49.419219970703125,23.84000015258789,29.174999904632568,-0.49908495796335617
2020-11-19,68.64588928222656,49.20011901855469,23.110000610351562,28.924999904632568,-0.4342909528130273
2020-11-20,68.69393157958984,48.77815246582031,23.700000762939453,28.732499980926512,-0.39284137112725714
2020-11-23,72.88971710205078,48.59961700439453,22.65999984741211,28.242500019073486,-0.2162704507458064
2020-11-24,76.56501770019531,48.89176559448242,21.639999389648438,27.657000064849854,-0.10371758646028373
2020-11-25,73.77851867675781,48.283145904541016,21.25,26.70550012588501,-0.15270361171329308
2020-11-27,73.11392211914062,48.713226318359375,20.84000015258789,25.86800012588501,-0.21839814030062893
2020-11-30,69.80694580078125,49.23257064819336,20.56999969482422,24.995500087738037,-0.3931160083870748
2020-12-01,70.02313232421875,49.59774398803711,20.770000457763672,24.17750005722046,-0.41916923887395496
2020-12-02,71.96086883544922,49.605865478515625,21.170000076293945,23.458500099182128,-0.3461279353723449
2020-12-03,71.90482330322266,49.386756896972656,21.280000686645508,23.044000148773193,-0.3276897869272203
2020-12-04,74.69132995605469,49.95479202270508,20.790000915527344,22.704500198364258,-0.2748928590894528
2020-12-07,72.67352294921875,49.36241912841797,21.299999237060547,22.526500129699706,-0.29612666426075307
2020-12-08,73.29806518554688,49.63831329345703,20.68000030517578,22.273000144958495,-0.2982438781835029
2020-12-09,72.41728973388672,49.354286193847656,22.270000457763672,22.146500205993654,-0.3051223619500715
2020-12-10,74.74739074707031,49.05405044555664,22.520000457763672,22.100000190734864,-0.1881841833292856
2020-12-11,74.0267333984375,49.30561065673828,23.309999465942383,21.998000144958496,-0.2392521148159524
2020-12-14,71.61656188964844,49.108646392822266,24.719999313354492,22.079000091552736,-0.3125563232402756
2020-12-15,71.5605239868164,48.772178649902344,22.889999389648438,22.101000022888183,-0.2830986645319618
2020-12-16,71.0160140991211,48.37004470825195,22.5,22.09050006866455,-0.26608015697561893
2020-12-17,70.79180908203125,48.47673416137695,21.93000030517578,21.995000076293945,-0.28463700947731124
2020-12-18,69.8149185180664,48.48493957519531,21.56999969482422,21.91800003051758,-0.32261492034526545
2020-12-21,68.93413543701172,48.04178237915039,25.15999984741211,21.99099998474121,-0.31455247094201605
2020-12-22,67.54890441894531,46.7779655456543,24.229999542236328,22.069499969482422,-0.24864895790097946
2020-12-23,68.61384582519531,47.089813232421875,23.309999465942383,22.15299997329712,-0.23736818544186403
2020-12-24,68.32559204101562,46.83540344238281,21.530000686645508,22.167000007629394,-0.22445976553789124
2020-12-28,67.98127746582031,46.68768310546875,21.700000762939453,22.210000038146973,-0.22370397747519596
2020-12-29,67.74907684326172,46.63844299316406,23.079999923706055,22.335500049591065,-0.2279246480422347
2020-12-30,68.32559204101562,46.49072265625,22.770000457763672,22.435500049591063,-0.19209660567540737
2020-12-31,67.62095642089844,47.811988830566406,22.75,22.514500045776366,-0.3429923542319953
2021-01-04,67.82913970947266,49.33024215698242,26.969999313354492,22.798999977111816,-0.4776167050090096
2021-01-05,69.66279602050781,49.239959716796875,25.34000015258789,23.026499938964843,-0.399300119497799
2021-01-06,71.90482330322266,50.84026336669922,25.06999969482422,23.214999961853028,-0.46416406728583
2021-01-07,72.24111938476562,51.308040618896484,22.3700008392334,23.299499988555908,-0.49527640844724513
2021-01-08,72.92974090576172,51.734779357910156,21.559999465942383,23.263999938964844,-0.5091162622241282
2021-01-11,73.34609985351562,51.299827575683594,24.079999923706055,23.34199991226196,-0.4524191360721281
2021-01-12,74.73937225341797,50.94694137573242,23.329999923706055,23.342999935150146,-0.3662190541904214
2021-01-13,74.66730499267578,50.50377655029297,22.209999084472656,23.217499923706054,-0.3273537926090954
2021-01-14,76.46092224121094,51.209556579589844,23.25,23.235499954223634,-0.32530700298538423
2021-01-15,73.73845672607422,51.9727783203125,24.34000015258789,23.32749996185303,-0.5006606352926327
2021-01-19,75.67623138427734,55.04207229614258,23.239999771118164,23.392999935150147,-0.715040962758205
2021-01-20,76.37285614013672,55.79706954956055,21.579999923706055,23.39349994659424,-0.7593972132935091
2021-01-21,73.6744155883789,54.968196868896484,21.31999969482422,23.201499938964844,-0.7843490531608788
2021-01-22,73.4502182006836,54.93538284301758,21.90999984741211,23.085499954223632,-0.7898071959770776
2021-01-25,72.7856216430664,55.93660354614258,23.190000534057617,23.079500007629395,-0.9091278773132175
2021-01-26,71.55250549316406,54.7384033203125,23.020000457763672,23.153999996185302,-0.843591613452777
2021-01-27,70.62364959716797,53.73720932006836,37.209999084472656,23.929499912261964,-0.7849643197945062
2021-01-28,71.2802505493164,53.0806770324707,30.209999084472656,24.285999870300294,-0.698312048597213
2021-01-29,68.22150421142578,53.83567810058594,33.09000015258789,24.801999855041505,-0.8857019669099269
2021-02-01,69.19036102294922,53.425350189208984,30.239999771118164,25.176499843597412,-0.810273500625228
2021-02-02,69.71084594726562,53.44997024536133,25.559999465942383,25.105999851226805,-0.7927611003762248
2021-02-03,71.23220825195312,52.94935607910156,22.90999984741211,24.984499835968016,-0.6878117313320057
2021-02-04,71.26423645019531,54.02444076538086,21.770000457763672,24.81949987411499,-0.7875349245558125
2021-02-05,71.47244262695312,56.18278503417969,20.8700008392334,24.74449987411499,-0.9822585493574751
2021-02-08,73.25003814697266,55.780662536621094,21.239999771118164,24.72849988937378,-0.8767975475190476
2021-02-09,72.83367156982422,55.2308235168457,21.6299991607666,24.605999851226805,-0.8410298677428549
2021-02-10,74.08277130126953,55.222618103027344,21.989999771118164,24.538999843597413,-0.7926841457699078
2021-02-11,73.68241882324219,54.91896438598633,21.25,24.49099988937378,-0.7794216364424758
2021-02-12,74.10680389404297,54.894344329833984,19.969999313354492,24.326999855041503,-0.7609461465009197
2021-02-16,75.62531280517578,53.17914581298828,21.459999084472656,24.18299980163574,-0.5420643231707295
2021-02-17,77.89090728759766,53.425350189208984,21.5,24.095999813079835,-0.4788900243923802
2021-02-18,77.14383697509766,53.532039642333984,22.489999771118164,24.14149980545044,-0.5173615941915994
2021-02-19,77.79346466064453,52.82626724243164,22.049999237060547,24.177999782562257,-0.42635160987260773
2021-02-22,79.89665985107422,52.61288833618164,23.450000762939453,24.254999828338622,-0.32621100508423595
2021-02-23,80.903564453125,52.2599983215332,23.110000610351562,24.25099983215332,-0.2547264116044714
2021-02-24,83.89188385009766,52.28462219238281,21.34000015258789,24.16699981689453,-0.1432203211741496
2021-02-25,83.11234283447266,51.52962112426758,28.889999389648438,23.75099983215332,-0.10202179904499153
2021-02-26,81.20403289794922,50.38888168334961,27.950000762939453,23.63799991607666,-0.06759726204028287
2021-03-01,82.86872100830078,51.2587890625,23.350000381469727,23.15099992752075,-0.08587151356449056
2021-03-02,83.18541717529297,51.71015548706055,24.100000381469727,22.84399995803833,-0.11618950560307335
2021-03-03,84.11925506591797,51.49678421020508,26.670000076293945,22.89949998855591,-0.06058770421823282
2021-03-04,84.85821533203125,51.890708923339844,28.56999969482422,23.182499980926515,-0.06942926103435773
2021-03-05,88.51239776611328,53.031436920166016,24.65999984741211,23.326999950408936,-0.037356519750169175
2021-03-08,89.1214370727539,53.138118743896484,25.469999313354492,23.55699987411499,-0.02417632669553578
2021-03-09,88.91842651367188,52.79344177246094,24.030000686645508,23.69649991989136,0.0004542771822249332
2021-03-10,90.43695068359375,52.44875717163086,22.559999465942383,23.742999935150145,0.09065483244198898
2021-03-11,90.290771484375,51.775814056396484,21.90999984741211,23.738999938964845,0.14827194763694612
2021-03-12,90.59119415283203,51.0952033996582,20.690000534057617,23.710999965667725,0.22361901389120517
2021-03-15,89.52745819091797,52.3485221862793,20.030000686645508,23.714000034332276,0.06542576574334313
2021-03-16,87.40802001953125,53.12873077392578,19.790000915527344,23.63050012588501,-0.08855491248880712
2021-03-17,87.72472381591797,53.46902084350586,19.229999542236328,23.517000102996825,-0.10844330665843577
2021-03-18,84.54965209960938,53.186824798583984,21.579999923706055,23.47150011062622,-0.20287809741876897
