Date,CVX,SHEL,VIX,AvgVIX,zscore
2020-01-30,84.41716003417969,42.15346908569336,15.489999771118164,13.696000051498412,-0.44542203881580816
2020-01-31,81.18895721435547,40.8303108215332,18.84000015258789,14.014500045776368,-0.7764367322362428
2020-02-03,80.53730773925781,40.11782455444336,17.969999313354492,14.211999988555908,-0.717864102914025
2020-02-04,80.96925354003906,40.43883514404297,16.049999237060547,14.32199993133545,-0.714104293754913
2020-02-05,83.56845092773438,41.456661224365234,15.149999618530273,14.389999914169312,-0.43420875589780367
2020-02-06,82.96977996826172,40.822486877441406,14.960000038146973,14.465499925613404,-0.3861377279169379
2020-02-07,82.5530014038086,40.54844665527344,15.470000267028809,14.611999940872192,-0.3998157564892826
2020-02-10,83.1971206665039,40.23527145385742,15.039999961853027,14.735999917984008,-0.17127363677216254
2020-02-11,84.27317810058594,40.705039978027344,15.180000305175781,14.878999948501587,-0.06902201068083655
2020-02-12,84.90216827392578,41.221778869628906,13.739999771118164,14.946499919891357,-0.07742378749143762
2020-02-13,84.61418914794922,40.6478157043457,14.149999618530273,15.032999897003174,0.021405261020009884
2020-02-14,84.39183807373047,40.24922561645508,13.680000305175781,15.100999927520752,0.08516367850527595
2020-02-18,84.51451110839844,40.0260124206543,14.829999923706055,15.237499904632568,0.17473942732857237
2020-02-19,84.89784240722656,40.03399658203125,14.380000114440918,15.313999891281128,0.2560313738108765
2020-02-20,84.18484497070312,39.555686950683594,15.5600004196167,15.446499919891357,0.23530633159274697
2020-02-21,83.57154083251953,39.196956634521484,17.079999923706055,15.651499938964843,0.2026422193220456
2020-02-24,80.27499389648438,37.69029998779297,25.030000686645508,16.174999952316284,-0.09160622966751457
2020-02-25,77.20843505859375,36.5902099609375,27.850000381469727,16.655999994277956,-0.4501943960709423
2020-02-26,75.16149139404297,36.47062301635742,27.559999465942383,17.219999933242796,-0.8626192178141056
2020-02-27,72.1639175415039,35.027748107910156,39.15999984741211,18.35849995613098,-1.1096687475792422
2020-02-28,71.55827331542969,35.0994873046875,40.11000061035156,19.589499998092652,-1.2618541733964772
2020-03-02,74.04985046386719,35.73723220825195,33.41999816894531,20.318499898910524,-0.8984076610225936
2020-03-03,72.3632583618164,35.04368591308594,36.81999969482422,21.26099991798401,-1.0707132128209624
2020-03-04,75.53714752197266,36.111900329589844,31.989999771118164,22.05799994468689,-0.6797604695850341
2020-03-05,74.50984191894531,34.8603401184082,39.619998931884766,23.281499910354615,-0.5512887284523762
2020-03-06,73.07621765136719,33.377593994140625,41.939998626708984,24.630499839782715,-0.4462803101130818
2020-03-09,61.844940185546875,27.64592933654785,54.459999084472656,26.57999978065491,-1.2802797526131857
2020-03-10,65.149169921875,29.463485717773438,47.29999923706055,28.192999744415282,-1.0718849929739946
2020-03-11,63.65421676635742,27.49447250366211,53.900001525878906,30.12899980545044,-0.8433426248791354
2020-03-12,58.46406173706055,23.38105583190918,75.47000122070312,33.21549987792969,-0.8163822441746729
2020-03-13,63.95321273803711,23.978939056396484,57.83000183105469,35.39949998855591,0.21155056925878202
2020-03-16,53.43488693237305,20.184398651123047,82.69000244140625,38.850000095367434,-1.0124357958630748
2020-03-17,54.1938591003418,20.45543670654297,75.91000366210938,41.9040002822876,-0.9233380007560329
2020-03-18,42.203590393066406,17.23486328125,76.44999694824219,45.007500123977664,-2.6296958931925376
2020-03-19,43.997535705566406,19.164020538330078,72.0,47.829500102996825,-2.7818579294141466
2020-03-20,45.53081130981445,19.99308204650879,66.04000091552734,50.27750015258789,-2.6811165563469306
2020-03-23,41.56727600097656,21.388132095336914,61.59000015258789,52.10550012588501,-3.937643669000335
2020-03-24,51.019962310791016,25.597196578979492,61.66999816894531,53.796500015258786,-3.0625945925147633
2020-03-25,53.105224609375,27.374895095825195,63.95000076293945,55.61600008010864,-3.1086292762623917
2020-03-26,58.556053161621094,27.8452205657959,61.0,56.708000087738036,-2.05313660735564
2020-03-27,52.72957229614258,25.22252655029297,65.54000091552734,57.97950010299682,-2.5845363933551506
2020-03-30,55.15981674194336,26.657434463500977,57.08000183105469,59.16250028610229,-2.4588825175382807
2020-03-31,55.550819396972656,27.813343048095703,53.540000915527344,59.99850034713745,-2.6990954100912155
2020-04-01,52.560909271240234,28.14815330505371,57.060001373291016,61.252000427246095,-3.444948807212877
2020-04-02,58.35673141479492,31.057836532592773,50.90999984741211,61.81650047302246,-3.001026952631044
2020-04-03,57.5823974609375,28.889522552490234,46.79999923706055,62.059500503540036,-2.5593299824689093
2020-04-06,61.630271911621094,29.758440017700195,45.2400016784668,61.598500633239745,-1.921800500174516
2020-04-07,62.0366096496582,29.702640533447266,46.70000076293945,61.568500709533694,-1.8175376463139186
2020-04-08,65.91580200195312,30.348344802856445,43.349998474121094,61.041000556945804,-1.1539277037886075
2020-04-09,64.63550567626953,30.220802307128906,41.66999816894531,59.35100040435791,-1.397036638410755
2020-04-13,65.09549713134766,29.790325164794922,41.16999816894531,58.51800022125244,-1.1755974900409012
2020-04-14,64.86550903320312,29.503341674804688,37.7599983215332,56.27150001525879,-1.1449241676290662
2020-04-15,63.24020767211914,27.390836715698242,40.84000015258789,54.51799983978272,-0.9043912835890932
2020-04-16,61.32362365722656,25.987815856933594,40.11000061035156,52.70100002288818,-0.9270798796338615
