Date,KBE,CVX,VIX,AvgVIX,zscore
2020-01-30,37.8828010559082,84.41716003417969,15.489999771118164,13.696000051498412,0.7963090995468026
2020-01-31,37.1184196472168,81.18895721435547,18.84000015258789,14.014500045776368,0.919188071988382
2020-02-03,37.53000259399414,80.53730773925781,17.969999313354492,14.211999988555908,1.104110112235084
2020-02-04,38.075992584228516,80.96925354003906,16.049999237060547,14.32199993133545,1.2132179320643126
2020-02-05,38.94956588745117,83.56845092773438,15.149999618530273,14.389999914169312,1.18731977573315
2020-02-06,38.57156753540039,82.96977996826172,14.960000038146973,14.465499925613404,1.143262069719825
2020-02-07,38.260772705078125,82.5530014038086,15.470000267028809,14.611999940872192,1.099109714969812
2020-02-10,38.243980407714844,83.1971206665039,15.039999961853027,14.735999917984008,1.0266856675228948
2020-02-11,38.56317138671875,84.27317810058594,15.180000305175781,14.878999948501587,1.0039483963561284
2020-02-12,38.56317138671875,84.90216827392578,13.739999771118164,14.946499919891357,0.9378652615211017
2020-02-13,38.731178283691406,84.61418914794922,14.149999618530273,15.032999897003174,1.0156589097806854
2020-02-14,38.48757553100586,84.39183807373047,13.680000305175781,15.100999927520752,0.9700917026176347
2020-02-18,37.99198913574219,84.51451110839844,14.829999923706055,15.237499904632568,0.8169761735684968
2020-02-19,38.218780517578125,84.89784240722656,14.380000114440918,15.313999891281128,0.8408736200197547
2020-02-20,38.621971130371094,84.18484497070312,15.5600004196167,15.446499919891357,1.0298663875958616
2020-02-21,38.10118865966797,83.57154083251953,17.079999923706055,15.651499938964843,0.9469450073254654
2020-02-24,36.91682815551758,80.27499389648438,25.030000686645508,16.174999952316284,0.958170391862861
2020-02-25,35.42167663574219,77.20843505859375,27.850000381469727,16.655999994277956,0.8572937278943412
2020-02-26,34.86729049682617,75.16149139404297,27.559999465942383,17.219999933242796,0.9154855401014428
2020-02-27,33.48133850097656,72.1639175415039,39.15999984741211,18.35849995613098,0.8382593939457462
2020-02-28,32.5489616394043,71.55827331542969,40.11000061035156,19.589499998092652,0.6380717400447867
2020-03-02,33.99372482299805,74.04985046386719,33.41999816894531,20.318499898910524,0.7850997983863752
2020-03-03,32.67496109008789,72.3632583618164,36.81999969482422,21.26099991798401,0.5891499963167592
2020-03-04,33.34694290161133,75.53714752197266,31.989999771118164,22.05799994468689,0.4458326782043216
2020-03-05,31.742582321166992,74.50984191894531,39.619998931884766,23.281499910354615,0.09980650682134731
2020-03-06,30.47422218322754,73.07621765136719,41.939998626708984,24.630499839782715,-0.10845886583776312
2020-03-09,25.988771438598633,61.844940185546875,54.459999084472656,26.57999978065491,-0.19764317248524374
2020-03-10,27.685516357421875,65.149169921875,47.29999923706055,28.192999744415282,-0.06469547256102719
2020-03-11,25.795578002929688,63.65421676635742,53.900001525878906,30.12899980545044,-0.44239436782750685
2020-03-12,23.510854721069336,58.46406173706055,75.47000122070312,33.21549987792969,-0.5435722020890869
2020-03-13,26.23236656188965,63.95321273803711,57.83000183105469,35.39949998855591,-0.3502173138742371
2020-03-16,22.847274780273438,53.43488693237305,82.69000244140625,38.850000095367434,-0.20295703724299965
2020-03-17,24.132434844970703,54.1938591003418,75.91000366210938,41.9040002822876,0.08094239074378577
2020-03-18,21.45291519165039,42.203590393066406,76.44999694824219,45.007500123977664,0.5824914587744314
2020-03-19,22.83887481689453,43.997535705566406,72.0,47.829500102996825,0.7861757092197234
2020-03-20,21.32692527770996,45.53081130981445,66.04000091552734,50.27750015258789,0.19727696618469104
2020-03-23,19.553340911865234,41.56727600097656,61.59000015258789,52.10550012588501,0.11185552120978857
2020-03-24,21.852739334106445,51.019962310791016,61.66999816894531,53.796500015258786,-0.23064549075329166
2020-03-25,22.275421142578125,53.105224609375,63.95000076293945,55.61600008010864,-0.3301291652422752
2020-03-26,24.23667335510254,58.556053161621094,61.0,56.708000087738036,-0.3478651079357874
2020-03-27,23.340585708618164,52.72957229614258,65.54000091552734,57.97950010299682,0.010728292331039497
2020-03-30,23.40821647644043,55.15981674194336,57.08000183105469,59.16250028610229,-0.2254624343448295
2020-03-31,22.791091918945312,55.550819396972656,53.540000915527344,59.99850034713745,-0.44115876295278755
2020-04-01,21.269432067871094,52.560909271240234,57.060001373291016,61.252000427246095,-0.5575889031069632
2020-04-02,21.624488830566406,58.35673141479492,50.90999984741211,61.81650047302246,-1.066047064570113
2020-04-03,20.66922950744629,57.5823974609375,46.79999923706055,62.059500503540036,-1.25498643392945
2020-04-06,22.283876419067383,61.630271911621094,45.2400016784668,61.598500633239745,-1.2233975403455521
2020-04-07,23.112335205078125,62.0366096496582,46.70000076293945,61.568500709533694,-1.0316741344598508
2020-04-08,24.219768524169922,65.91580200195312,43.349998474121094,61.041000556945804,-1.1258802786678699
2020-04-09,26.028852462768555,64.63550567626953,41.66999816894531,59.35100040435791,-0.47948530413409607
2020-04-13,24.710079193115234,65.09549713134766,41.16999816894531,58.51800022125244,-0.900962743909862
2020-04-14,24.355024337768555,64.86550903320312,37.7599983215332,56.27150001525879,-0.9772631968469276
2020-04-15,22.78264617919922,63.24020767211914,40.84000015258789,54.51799983978272,-1.2514130828892012
2020-04-16,21.99644660949707,61.32362365722656,40.11000061035156,52.70100002288818,-1.272509253185206
2020-04-17,23.8055362701416,66.82809448242188,38.150001525878906,51.00850009918213,-1.338935691582399
2020-04-20,23.644914627075195,64.06819152832031,43.83000183105469,49.898000144958495,-1.0944222593885073
2020-04-21,22.84181785583496,62.58858108520508,45.40999984741211,49.089000129699706,-1.166208963673877
2020-04-22,22.89253807067871,64.73517608642578,41.97999954223633,48.104500198364256,-1.3773837129135345
