Date,MS,PG,VIX,AvgVIX,zscore
2020-01-30,44.35105514526367,107.52606201171875,15.489999771118164,13.696000051498412,1.0050394278347266
2020-01-31,43.06550598144531,106.39061737060547,18.84000015258789,14.014500045776368,0.8694801299153428
2020-02-03,43.34568786621094,106.8089370727539,17.969999313354492,14.211999988555908,0.8798524034033484
2020-02-04,44.515869140625,107.27848052978516,16.049999237060547,14.32199993133545,1.0665369128313145
2020-02-05,45.31520462036133,108.26024627685547,15.149999618530273,14.389999914169312,1.1198805014441808
2020-02-06,45.33168411254883,108.54197692871094,14.960000038146973,14.465499925613404,1.0916367405498888
2020-02-07,45.34816360473633,107.63703918457031,15.470000267028809,14.611999940872192,1.1965568264721451
2020-02-10,45.61186599731445,107.71388244628906,15.039999961853027,14.735999917984008,1.2418773278011273
2020-02-11,45.966209411621094,105.99789428710938,15.180000305175781,14.878999948501587,1.5069249489417966
2020-02-12,46.295833587646484,105.39175415039062,13.739999771118164,14.946499919891357,1.6423726153129898
2020-02-13,46.08982849121094,106.68087005615234,14.149999618530273,15.032999897003174,1.4555715692902589
2020-02-14,46.015647888183594,107.6882553100586,13.680000305175781,15.100999927520752,1.3273516997897816
2020-02-18,45.751949310302734,106.60405731201172,14.829999923706055,15.237499904632568,1.395073863336637
2020-02-19,46.4029655456543,107.09065246582031,14.380000114440918,15.313999891281128,1.4736432561861523
2020-02-20,44.29336166381836,108.06389617919922,15.5600004196167,15.446499919891357,0.932883611373605
2020-02-21,43.19736099243164,108.16634368896484,17.079999923706055,15.651499938964843,0.697186802940549
2020-02-24,40.93943405151367,105.26370239257812,25.030000686645508,16.174999952316284,0.5610243286197734
2020-02-25,39.57973861694336,103.667236328125,27.850000381469727,16.655999994277956,0.4620317322201672
2020-02-26,38.9287223815918,102.58302307128906,27.559999465942383,17.219999933242796,0.45052498787030226
2020-02-27,37.42068862915039,96.89723205566406,39.15999984741211,18.35849995613098,0.7800779368596135
2020-02-28,37.1075325012207,96.66674041748047,40.11000061035156,19.589499998092652,0.7418829543950533
2020-03-02,38.30241775512695,102.07079315185547,33.41999816894531,20.318499898910524,0.3798873056919606
2020-03-03,36.58837890625,100.88410949707031,36.81999969482422,21.26099991798401,0.1624250057281185
2020-03-04,37.280601501464844,106.28814697265625,31.989999771118164,22.05799994468689,-0.30239479835330874
2020-03-05,35.0968132019043,103.8379898071289,39.619998931884766,23.281499910354615,-0.47416750927585555
2020-03-06,34.4787712097168,103.86358642578125,41.939998626708984,24.630499839782715,-0.6034680120428484
2020-03-09,30.902345657348633,99.0827407836914,54.459999084472656,26.57999978065491,-0.7985800616401773
2020-03-10,32.55046081542969,102.91596984863281,47.29999923706055,28.192999744415282,-0.8915894937686625
2020-03-11,30.38318634033203,95.26663208007812,53.900001525878906,30.12899980545044,-0.4765499286133832
2020-03-12,25.8013973236084,86.94287872314453,75.47000122070312,33.21549987792969,-0.4797485961741732
2020-03-13,30.902345657348633,97.38388061523438,57.83000183105469,35.39949998855591,-0.6079398153856594
2020-03-16,26.081581115722656,92.62863159179688,82.69000244140625,38.850000095367434,-1.0604691694013149
2020-03-17,27.845069885253906,100.94386291503906,75.91000366210938,41.9040002822876,-1.6328323826917117
2020-03-18,25.339927673339844,100.26943969726562,76.44999694824219,45.007500123977664,-2.06960877080698
2020-03-19,25.480016708374023,94.61780548095703,72.0,47.829500102996825,-1.4067448674340879
2020-03-20,24.449935913085938,87.44656372070312,66.04000091552734,50.27750015258789,-0.8127285514676214
2020-03-23,22.91718101501465,83.40845489501953,61.59000015258789,52.10550012588501,-0.6731298482504252
2020-03-24,27.3753604888916,88.1636734008789,61.66999816894531,53.796500015258786,-0.29476833253051477
2020-03-25,28.0098876953125,86.15743255615234,63.95000076293945,55.61600008010864,0.06016550905787144
2020-03-26,29.42727279663086,91.67245483398438,61.0,56.708000087738036,-0.26876766282975173
2020-03-27,28.026369094848633,94.05433654785156,65.54000091552734,57.97950010299682,-0.8226264276582792
2020-03-30,28.71034812927246,98.17782592773438,57.08000183105469,59.16250028610229,-1.145433850225135
2020-03-31,28.01813316345215,93.90922546386719,53.540000915527344,59.99850034713745,-0.8080273224983187
2020-04-01,26.05686378479004,93.33721923828125,57.060001373291016,61.252000427246095,-1.1450406744160935
2020-04-02,27.935720443725586,97.66559600830078,50.90999984741211,61.81650047302246,-1.2464128497491171
2020-04-03,27.894519805908203,98.24612426757812,46.79999923706055,62.059500503540036,-1.3199858351044824
2020-04-06,30.498558044433594,100.5767822265625,45.2400016784668,61.598500633239745,-1.0488360082169876
2020-04-07,30.440872192382812,96.2740249633789,46.70000076293945,61.568500709533694,-0.5777957389246018
2020-04-08,32.44333267211914,98.2632064819336,43.349998474121094,61.041000556945804,-0.39138677566452834
2020-04-09,33.852500915527344,97.88755798339844,41.66999816894531,59.35100040435791,-0.06096998918131731
2020-04-13,32.61640548706055,98.98885345458984,41.16999816894531,58.51800022125244,-0.43741219745893817
2020-04-14,32.84714889526367,103.2659912109375,37.7599983215332,56.27150001525879,-0.8701764689621371
2020-04-15,31.64400291442871,103.48796081542969,40.84000015258789,54.51799983978272,-1.1412035349183878
2020-04-16,31.611042022705078,103.72701263427734,40.11000061035156,52.70100002288818,-1.1747716663230166
2020-04-17,32.21259689331055,106.45036315917969,38.150001525878906,51.00850009918213,-1.357321203994979
2020-04-20,31.611042022705078,102.9586410522461,43.83000183105469,49.898000144958495,-1.0885476495774526
2020-04-21,30.449111938476562,102.17322540283203,45.40999984741211,49.089000129699706,-1.2380981846948793
2020-04-22,31.15781021118164,101.93418884277344,41.97999954223633,48.104500198364256,-1.0663013215364627
2020-04-23,30.87763214111328,102.61398315429688,41.380001068115234,46.976000213623045,-1.1998993932239317
2020-04-24,31.289663314819336,102.08113861083984,35.93000030517578,45.722500228881835,-1.0558193350631966
2020-04-27,32.393898010253906,100.93812561035156,33.290000915527344,44.11000022888184,-0.7016694739198149
2020-04-28,33.06963348388672,100.45685577392578,33.56999969482422,42.93450012207031,-0.5094329739419697
2020-04-29,33.90925598144531,100.6201400756836,31.229999542236328,41.81900005340576,-0.3560010039603314
2020-04-30,32.77867889404297,101.29908752441406,34.150001525878906,40.673500061035156,-0.6634636869460995
2020-05-01,31.922420501708984,100.39669799804688,37.189998626708984,39.9875,-0.7373588883323178
2020-05-04,31.664718627929688,99.49430084228516,35.970001220703125,39.44600009918213,-0.688811090112626
2020-05-05,31.57326316833496,99.70057678222656,33.61000061035156,38.86450004577637,-0.7306670128651074
2020-05-06,31.00798988342285,97.19967651367188,34.119998931884766,38.235499954223634,-0.5656582306577658
2020-05-07,32.26325988769531,96.40042114257812,31.440000534057617,37.64000005722046,-0.2191875270105219
2020-05-08,33.319034576416016,99.64900970458984,27.979999542236328,36.95550012588501,-0.36776118596686663
2020-05-11,33.1111946105957,99.09898376464844,27.56999969482422,36.275500202178954,-0.34855540353996967
2020-05-12,31.939048767089844,98.44583892822266,33.040000915527344,36.03950033187866,-0.5150386744408645
2020-05-13,30.750268936157227,97.9043960571289,35.279998779296875,35.76150026321411,-0.6974594437694949
2020-05-14,31.43195152282715,97.80986785888672,32.61000061035156,35.38650026321411,-0.5474052049730836
2020-05-15,30.999666213989258,98.49740600585938,31.889999389648438,35.07350015640259,-0.712987681378845
2020-05-18,33.485286712646484,99.87247467041016,29.299999237060547,34.34700002670288,-0.3588287240426819
2020-05-19,32.6955451965332,96.63247680664062,30.530000686645508,33.60300006866455,-0.1567987058831099
2020-05-20,34.13370895385742,97.35435485839844,27.989999771118164,32.90350008010864,0.05638881639038953
2020-05-21,33.501914978027344,95.9277572631836,29.530000686645508,32.31100006103516,0.08723541621572803
2020-05-22,33.3605842590332,96.76997375488281,28.15999984741211,31.92250003814697,-0.036186170008333796
2020-05-26,36.320064544677734,96.28009796142578,28.010000228881836,31.658500003814698,0.6241843252464205
2020-05-27,38.95532989501953,97.87862396240234,27.6200008392334,31.361000061035156,0.9838793750695732
2020-05-28,36.910301208496094,99.74352264404297,28.59000015258789,31.229000091552734,0.3562709312099727
2020-05-29,36.74403381347656,99.62322235107422,27.510000228881836,30.89700002670288,0.33575856307534535
2020-06-01,37.159690856933594,100.76624298095703,28.229999542236328,30.449000072479247,0.2925205107914577
2020-06-02,37.8912467956543,101.46236419677734,26.84000015258789,29.992500019073486,0.3640530025208341
2020-06-03,38.99688720703125,101.86630249023438,25.65999984741211,29.594999980926513,0.5448968655330254
2020-06-04,40.476627349853516,99.73493957519531,25.809999465942383,29.179500007629393,1.0867702418885203
2020-06-05,41.1749267578125,101.69441986083984,24.520000457763672,28.8335000038147,1.0097298881575252
2020-06-08,41.690345764160156,102.31318664550781,25.809999465942383,28.725,1.0457293437776187
2020-06-09,41.89817810058594,101.7030029296875,27.56999969482422,28.725,1.156716738634447
2020-06-10,40.476627349853516,102.46791076660156,27.56999969482422,28.451499938964844,0.7800856126235972
2020-06-11,37.05162048339844,99.9154281616211,40.790000915527344,28.727000045776368,0.36588889177130185
