Date,MS,META,VIX,AvgVIX,zscore
2020-01-30,44.35104751586914,207.8985137939453,15.489999771118164,13.696000051498412,0.8721262137019394
2020-01-31,43.06549835205078,200.33786010742188,18.84000015258789,14.014500045776368,1.0101198957589712
2020-02-03,43.3456916809082,202.60009765625,17.969999313354492,14.211999988555908,0.9565172646215003
2020-02-04,44.5158576965332,208.1962127685547,16.049999237060547,14.32199993133545,0.8801534087431048
2020-02-05,45.31520462036133,208.47401428222656,15.149999618530273,14.389999914169312,0.963740163458087
2020-02-06,45.331668853759766,209.20826721191406,14.960000038146973,14.465499925613404,0.9375631221756967
2020-02-07,45.348167419433594,210.67669677734375,15.470000267028809,14.611999940872192,0.8832752457658052
2020-02-10,45.611854553222656,211.40101623535156,15.039999961853027,14.735999917984008,0.886620615776264
2020-02-11,45.96620559692383,205.5767364501953,15.180000305175781,14.878999948501587,1.1514281516840612
2020-02-12,46.29583740234375,209.1189422607422,13.739999771118164,14.946499919891357,1.0546375379314916
2020-02-13,46.08982467651367,211.4804229736328,14.149999618530273,15.032999897003174,0.9399216969694886
2020-02-14,46.01565170288086,212.51229858398438,13.680000305175781,15.100999927520752,0.8916632758841725
2020-02-18,45.751956939697266,216.1041259765625,14.829999923706055,15.237499904632568,0.7230325857997754
2020-02-19,46.40296936035156,215.79653930664062,14.380000114440918,15.313999891281128,0.8115511537171518
2020-02-20,44.293365478515625,212.90919494628906,15.5600004196167,15.446499919891357,0.6734455780697813
2020-02-21,43.197357177734375,208.54344177246094,17.079999923706055,15.651499938964843,0.7114349393583013
2020-02-24,40.93943405151367,199.1571044921875,25.030000686645508,16.174999952316284,0.8047211493100263
2020-02-25,39.57971954345703,195.23788452148438,27.850000381469727,16.655999994277956,0.7945257468627298
2020-02-26,38.92871856689453,195.66453552246094,27.559999465942383,17.219999933242796,0.7014490262261154
2020-02-27,37.42067337036133,188.27255249023438,39.15999984741211,18.35849995613098,0.8067562867477743
2020-02-28,37.1075439453125,190.97134399414062,40.11000061035156,19.589499998092652,0.6664966709271237
2020-03-02,38.30242156982422,194.9104461669922,33.41999816894531,20.318499898910524,0.6565001377774865
2020-03-03,36.58838653564453,184.44259643554688,36.81999969482422,21.26099991798401,0.8553144221875613
2020-03-04,37.28059768676758,190.26687622070312,31.989999771118164,22.05799994468689,0.7138730092519808
2020-03-05,35.09681701660156,183.72821044921875,39.619998931884766,23.281499910354615,0.70684896384048
2020-03-06,34.47878646850586,179.67996215820312,41.939998626708984,24.630499839782715,0.7890224708695381
2020-03-09,30.9023494720459,168.1802215576172,54.459999084472656,26.57999978065491,0.8078171711627679
2020-03-10,32.55046081542969,176.80252075195312,47.29999923706055,28.192999744415282,0.6719062894603574
2020-03-11,30.383182525634766,168.91444396972656,53.900001525878906,30.12899980545044,0.7185024403533411
2020-03-12,25.8013973236084,153.26724243164062,75.47000122070312,33.21549987792969,0.7776139076063088
2020-03-13,30.9023494720459,168.9541473388672,57.83000183105469,35.39949998855591,0.7781801178191473
2020-03-16,26.081581115722656,144.8731231689453,82.69000244140625,38.850000095367434,1.1320893543687558
2020-03-17,27.845077514648438,148.25656127929688,75.91000366210938,41.9040002822876,1.2103990175467867
2020-03-18,25.339929580688477,145.8157196044922,76.44999694824219,45.007500123977664,1.0085691327913138
2020-03-19,25.480012893676758,151.9376678466797,72.0,47.829500102996825,0.7906452305614614
2020-03-20,24.44993782043457,148.56414794921875,66.04000091552734,50.27750015258789,0.7984096187933871
2020-03-23,22.91717529296875,146.9468536376953,61.59000015258789,52.10550012588501,0.6796647995327332
2020-03-24,27.375354766845703,159.72653198242188,61.66999816894531,53.796500015258786,0.7157931904775208
2020-03-25,28.009885787963867,154.99368286132812,63.95000076293945,55.61600008010864,0.9718319138239936
2020-03-26,29.427268981933594,162.0681610107422,61.0,56.708000087738036,0.8679963154009676
2020-03-27,28.02635955810547,155.56918334960938,65.54000091552734,57.97950010299682,0.951735332335651
2020-03-30,28.710344314575195,164.6578369140625,57.08000183105469,59.16250028610229,0.6843168512636363
2020-03-31,28.018125534057617,165.50123596191406,53.540000915527344,59.99850034713745,0.5704223469094803
2020-04-01,26.056861877441406,158.35728454589844,57.060001373291016,61.252000427246095,0.6128071221552343
2020-04-02,27.935720443725586,156.95828247070312,50.90999984741211,61.81650047302246,0.8878562501219227
2020-04-03,27.894514083862305,152.97950744628906,46.79999923706055,62.059500503540036,1.0353639039586084
2020-04-06,30.498552322387695,164.26097106933594,45.2400016784668,61.598500633239745,0.9103040746876091
2020-04-07,30.440876007080078,167.51541137695312,46.70000076293945,61.568500709533694,0.7788783708249888
2020-04-08,32.44334411621094,172.9229736328125,43.349998474121094,61.041000556945804,0.8078447211046587
2020-04-09,33.85248947143555,173.82589721679688,41.66999816894531,59.35100040435791,0.9393742845728198
2020-04-13,32.616397857666016,173.4290008544922,41.16999816894531,58.51800022125244,0.8088658331124272
