Date,XLU,HD,VIX,AvgVIX,zscore
2020-01-30,28.520551681518555,200.0087127685547,15.489999771118164,13.696000051498412,3.0339321722124346
2020-01-31,28.392955780029297,195.97914123535156,18.84000015258789,14.014500045776368,3.0490584354674635
2020-02-03,28.483510971069336,198.93467712402344,17.969999313354492,14.211999988555908,3.035438735122528
2020-02-04,28.199491500854492,201.907470703125,16.049999237060547,14.32199993133545,2.7092872713419256
2020-02-05,28.314748764038086,204.5795135498047,15.149999618530273,14.389999914169312,2.72478542911082
2020-02-06,28.322973251342773,205.20672607421875,14.960000038146973,14.465499925613404,2.7127383763505835
2020-02-07,28.232425689697266,203.8835906982422,15.470000267028809,14.611999940872192,2.6771803556578346
2020-02-10,28.33944320678711,206.7274627685547,15.039999961853027,14.735999917984008,2.680637802172006
2020-02-11,28.44234275817871,207.61245727539062,15.180000305175781,14.878999948501587,2.739685880546824
2020-02-12,28.462928771972656,207.56947326660156,13.739999771118164,14.946499919891357,2.7581286449982705
2020-02-13,28.77985954284668,208.23109436035156,14.149999618530273,15.032999897003174,3.002189862847271
2020-02-14,28.973323822021484,210.5250701904297,13.680000305175781,15.100999927520752,3.094223730465431
2020-02-18,29.216175079345703,209.5885772705078,14.829999923706055,15.237499904632568,3.3247295011781435
2020-02-19,28.899232864379883,209.3307647705078,14.380000114440918,15.313999891281128,3.068492035171565
2020-02-20,29.002138137817383,212.23483276367188,15.5600004196167,15.446499919891357,3.0667103828773747
2020-02-21,28.948627471923828,210.79141235351562,17.079999923706055,15.651499938964843,3.0656273930715927
2020-02-24,28.61111068725586,205.94561767578125,25.030000686645508,16.174999952316284,2.9304872772305885
2020-02-25,28.010149002075195,203.9523468017578,27.850000381469727,16.655999994277956,2.489957542388105
2020-02-26,27.726139068603516,202.14805603027344,27.559999465942383,17.219999933242796,2.3077471311881057
2020-02-27,26.47895622253418,193.08367919921875,39.15999984741211,18.35849995613098,1.541982294250106
2020-02-28,25.593997955322266,187.16390991210938,40.11000061035156,19.589499998092652,0.9831951891764401
2020-03-02,27.10049057006836,197.56004333496094,33.41999816894531,20.318499898910524,1.9248331980905267
2020-03-03,26.7670841217041,195.84164428710938,36.81999969482422,21.26099991798401,1.6988887542524485
2020-03-04,28.28592872619629,207.13128662109375,31.989999771118164,22.05799994468689,2.6238943363981906
2020-03-05,27.84962272644043,201.74420166015625,39.619998931884766,23.281499910354615,2.4227741782381584
2020-03-06,27.62323570251465,196.33140563964844,41.939998626708984,24.630499839782715,2.3972862099296584
2020-03-09,26.120859146118164,180.8231658935547,54.459999084472656,26.57999978065491,1.613104069483571
2020-03-10,26.36370849609375,193.91708374023438,47.29999923706055,28.192999744415282,1.4208732754866156
2020-03-11,25.038320541381836,184.134765625,53.900001525878906,30.12899980545044,0.6115969459901046
2020-03-12,22.511024475097656,164.84681701660156,75.47000122070312,33.21549987792969,-0.9124365106509029
2020-03-13,23.737621307373047,177.8899688720703,57.83000183105469,35.39949998855591,-0.28369945666077295
2020-03-16,21.041568756103516,142.6787109375,82.69000244140625,38.850000095367434,-1.4685352206077968
2020-03-17,23.733505249023438,150.18630981445312,75.91000366210938,41.9040002822876,0.5475806441375096
2020-03-18,22.700366973876953,134.60888671875,76.44999694824219,45.007500123977664,0.1563473281406361
2020-03-19,21.37909507751465,139.3660125732422,72.0,47.829500102996825,-1.0875725217333574
2020-03-20,19.683252334594727,131.5989532470703,66.04000091552734,50.27750015258789,-2.2661484462380366
2020-03-23,18.678842544555664,140.45584106445312,61.59000015258789,52.10550012588501,-3.369655139911496
2020-03-24,20.686830520629883,159.76966857910156,61.66999816894531,53.796500015258786,-2.2789727097782317
2020-03-25,21.214805603027344,157.20953369140625,63.95000076293945,55.61600008010864,-1.7620453869314185
2020-03-26,23.023242950439453,168.84280395507812,61.0,56.708000087738036,-0.6061694099582465
2020-03-27,23.14797019958496,164.81222534179688,65.54000091552734,57.97950010299682,-0.3808336156136126
2020-03-30,24.00437355041504,169.61257934570312,57.08000183105469,59.16250028610229,0.1878958014650294
2020-03-31,23.03571891784668,161.49090576171875,53.540000915527344,59.99850034713745,-0.3742652144810928
2020-04-01,21.651334762573242,154.5022430419922,57.060001373291016,61.252000427246095,-1.3168565550891438
2020-04-02,22.32897186279297,156.82029724121094,50.90999984741211,61.81650047302246,-0.82224371324295
2020-04-03,21.53076934814453,154.56283569335938,46.79999923706055,62.059500503540036,-1.4191103309646889
2020-04-06,23.193696975708008,165.48690795898438,45.2400016784668,61.598500633239745,-0.36307242254897676
2020-04-07,22.902681350708008,166.3171844482422,46.70000076293945,61.568500709533694,-0.6304976756682706
2020-04-08,24.14988136291504,168.50550842285156,43.349998474121094,61.041000556945804,0.3424562954850078
2020-04-09,25.288990020751953,174.3091278076172,41.66999816894531,59.35100040435791,1.1164442216970278
2020-04-13,24.48662567138672,171.9392547607422,41.16999816894531,58.51800022125244,0.5194978426110922
2020-04-14,25.205846786499023,179.18731689453125,37.7599983215332,56.27150001525879,0.9002084984811843
2020-04-15,24.374378204345703,171.67112731933594,40.84000015258789,54.51799983978272,0.4340770251547812
2020-04-16,24.37853240966797,172.85606384277344,40.11000061035156,52.70100002288818,0.40183535184028096
2020-04-17,25.164268493652344,181.13345336914062,38.150001525878906,51.00850009918213,0.8069378570795881
2020-04-20,24.212242126464844,178.21864318847656,43.83000183105469,49.898000144958495,0.1017454792912148
2020-04-21,23.81313705444336,173.51341247558594,45.40999984741211,49.089000129699706,-0.08893139546285028
2020-04-22,24.50741195678711,176.5925750732422,41.97999954223633,48.104500198364256,0.3966082146462296
2020-04-23,24.095834732055664,174.99241638183594,41.380001068115234,46.976000213623045,0.10198680089188757
2020-04-24,24.245502471923828,183.52066040039062,35.93000030517578,45.722500228881835,-0.030298730551040366
2020-04-27,24.49909782409668,188.34693908691406,33.290000915527344,44.11000022888184,0.03552484147348486
2020-04-28,24.590559005737305,188.23451232910156,33.56999969482422,42.93450012207031,0.11509723993972436
2020-04-29,24.36606216430664,191.84991455078125,31.229999542236328,41.81900005340576,-0.18083502749457075
2020-04-30,23.804824829101562,190.13734436035156,34.150001525878906,40.673500061035156,-0.5967328084604091
2020-05-01,23.231115341186523,189.0475311279297,37.189998626708984,39.9875,-1.0417832056471639
2020-05-04,23.405719757080078,191.87588500976562,35.970001220703125,39.44600009918213,-0.981559917094277
2020-05-05,23.59695816040039,195.13661193847656,33.61000061035156,38.86450004577637,-0.9205082721582243
2020-05-06,22.794597625732422,193.67489624023438,34.119998931884766,38.235499954223634,-1.5448141704301475
2020-05-07,22.88605499267578,198.45797729492188,31.440000534057617,37.64000005722046,-1.6127461461471944
2020-05-08,23.34752082824707,202.76531982421875,27.979999542236328,36.95550012588501,-1.3581359033071168
2020-05-11,23.24774169921875,204.60763549804688,27.56999969482422,36.275500202178954,-1.4967583469640031
2020-05-12,23.044031143188477,201.44198608398438,33.040000915527344,36.03950033187866,-1.5710636754026117
2020-05-13,22.84864044189453,199.02017211914062,35.279998779296875,35.76150026321411,-1.660850455712077
2020-05-14,23.09392547607422,202.80856323242188,32.61000061035156,35.38650026321411,-1.570677724694842
2020-05-15,22.786277770996094,207.00347900390625,31.889999389648438,35.07350015640259,-1.953333374955945
2020-05-18,23.7216796875,212.2103271484375,29.299999237060547,34.34700002670288,-1.3310476609011779
2020-05-19,23.330888748168945,205.93959045410156,30.530000686645508,33.60300006866455,-1.4676305105988807
2020-05-20,23.45976448059082,206.01744079589844,27.989999771118164,32.90350008010864,-1.362625711886867
2020-05-21,23.222797393798828,208.34408569335938,29.530000686645508,32.31100006103516,-1.6301152586187715
2020-05-22,23.480546951293945,209.20901489257812,28.15999984741211,31.92250003814697,-1.4414762394089575
2020-05-26,23.63437271118164,209.72801208496094,28.010000228881836,31.658500003814698,-1.3289803744897437
2020-05-27,23.91707420349121,213.94888305664062,27.6200008392334,31.361000061035156,-1.2206712011234426
2020-05-28,24.623815536499023,212.02870178222656,28.59000015258789,31.229000091552734,-0.5741175830622564
2020-05-29,24.81505012512207,214.9175567626953,27.510000228881836,30.89700002670288,-0.5018646483462497
2020-06-01,25.11022186279297,213.88829040527344,28.229999542236328,30.449000072479247,-0.22498190586111189
2020-06-02,25.272357940673828,218.5762176513672,26.84000015258789,29.992500019073486,-0.2311732196580708
2020-06-03,25.575838088989258,218.39349365234375,25.65999984741211,29.594999980926513,0.027123988645932667
2020-06-04,25.1185359954834,216.60983276367188,25.809999465942383,29.179500007629393,-0.3000562499222091
2020-06-05,25.438650131225586,221.78689575195312,24.520000457763672,28.8335000038147,-0.18939321054333685
2020-06-08,26.12044906616211,223.41397094726562,25.809999465942383,28.725,0.3295054740548987
