Date,XOM,KLAC,VIX,AvgVIX,zscore
2022-01-31,65.46409606933594,372.63623046875,24.829999923706055,23.18100004196167,-2.547226584814178
2022-02-01,69.66114807128906,371.44921875,21.959999084472656,23.448999977111818,-2.09305357372346
2022-02-02,69.48017883300781,378.56170654296875,22.09000015258789,23.707999992370606,-2.155514474027903
2022-02-03,68.6700668334961,357.7123718261719,24.350000381469727,23.939000034332274,-2.115185684149811
2022-02-04,70.16102600097656,361.2543029785156,23.219999313354492,24.119499969482423,-1.977913306130719
2022-02-07,71.00560760498047,359.5503845214844,22.860000610351562,24.324499988555907,-1.8776229912992675
2022-02-08,69.169921875,368.75927734375,21.440000534057617,24.426500034332275,-2.1290328169761747
2022-02-09,68.83879852294922,383.03216552734375,19.959999084472656,24.503999996185303,-2.2509638954146887
2022-02-10,68.17655181884766,373.05743408203125,23.90999984741211,24.818499946594237,-2.260921143430353
2022-02-11,69.89315795898438,354.407470703125,27.360000610351562,25.171000003814697,-1.9648644677228928
2022-02-14,68.82138061523438,350.50079345703125,28.329999923706055,25.62799997329712,-2.05528124330359
2022-02-15,67.95869445800781,371.94403076171875,25.700000762939453,25.773499965667725,-2.277361044281702
2022-02-16,68.27239227294922,370.1682434082031,24.290000915527344,25.795499992370605,-2.2331708158008934
2022-02-17,68.16783905029297,351.3550720214844,28.110000610351562,25.92150001525879,-2.130067543299851
2022-02-18,67.40973663330078,343.916259765625,27.75,25.866499996185304,-2.1656316025744866
2022-02-22,66.6255111694336,341.458984375,28.809999465942383,25.811999988555907,-2.234226613013325
2022-02-23,66.89562225341797,329.9790954589844,31.020000457763672,25.805000019073486,-2.1357527380082613
2022-02-24,66.05038452148438,343.522705078125,30.31999969482422,25.723000049591064,-2.308006109295591
2022-02-25,67.8279800415039,343.2922668457031,27.59000015258789,25.57800006866455,-2.1173017335712303
2022-02-28,68.33340454101562,334.5096130371094,30.149999618530273,25.70250005722046,-2.010146345877659
2022-03-01,68.98693084716797,323.269775390625,33.31999969482422,26.127000045776366,-1.8722982953167278
2022-03-02,70.17200469970703,332.17718505859375,30.739999771118164,26.566000080108644,-1.8001815394509408
2022-03-03,70.61639404296875,328.779296875,30.479999542236328,26.985500049591064,-1.732223562185616
2022-03-04,73.27410888671875,318.76800537109375,31.979999542236328,27.367000007629393,-1.3883993743347158
2022-03-07,75.91437530517578,301.52899169921875,36.45000076293945,28.028500080108643,-1.0025450548326833
2022-03-08,76.489501953125,308.9007568359375,35.130001068115234,28.642000102996825,-0.9860598825550234
2022-03-09,72.14131927490234,325.9285583496094,32.45000076293945,29.192500114440918,-1.5525162849146361
2022-03-10,74.38076782226562,315.59088134765625,30.229999542236328,29.706000137329102,-1.25125349890582
2022-03-11,73.99734497070312,310.2925109863281,30.75,30.048000144958497,-1.2599132722973345
2022-03-14,71.34835815429688,307.1537170410156,31.770000457763672,30.268500137329102,-1.5229577870802418
2022-03-15,67.28775024414062,319.8430480957031,29.829999923706055,30.3435001373291,-2.032444766180552
2022-03-16,67.03504943847656,336.83245849609375,26.670000076293945,30.392000102996825,-2.1625195467189124
2022-03-17,68.82138061523438,338.4546203613281,25.670000076293945,30.461000061035158,-1.9821342579680459
2022-03-18,68.5512466430664,350.3952941894531,23.8700008392334,30.249000072479248,-2.0834085567444536
2022-03-21,71.627197265625,341.977294921875,23.530000686645508,30.038000106811523,-1.7047191505264492
2022-03-22,71.31351470947266,346.5367126464844,22.940000534057617,29.744500160217285,-1.7658105635960726
2022-03-23,72.43757629394531,334.73040771484375,23.56999969482422,29.37200012207031,-1.5744131274500017
2022-03-24,72.65542602539062,351.2015075683594,21.670000076293945,28.9395001411438,-1.6512293156158357
2022-03-25,74.2413330078125,351.7294921875,20.809999465942383,28.600500106811523,-1.4855441268737637
2022-03-28,72.15872955322266,360.28179931640625,19.6299991607666,28.07450008392334,-1.7592625340555086
2022-03-29,71.77533721923828,368.9012756347656,18.899999618530273,27.353500080108642,-1.852431252253339
2022-03-30,73.00397491455078,358.8132629394531,19.329999923706055,26.78300008773804,-1.6603308235916994
2022-03-31,71.96704864501953,351.36468505859375,20.559999465942383,26.28700008392334,-1.725528940975825
2022-04-01,72.42884826660156,345.8071594238281,19.6299991607666,25.669500064849853,-1.6426030667089484
2022-04-04,72.46372985839844,352.31494140625,18.56999969482422,24.77550001144409,-1.6784050190811486
2022-04-05,72.08904266357422,331.6492919921875,21.030000686645508,24.070499992370607,-1.5928210246966497
