Date,MS,FDX,VIX,AvgVIX,zscore
2020-01-30,44.35104751586914,132.14720153808594,15.489999771118164,13.696000051498412,0.2185971918003071
2020-01-31,43.06549835205078,128.92063903808594,18.84000015258789,14.014500045776368,0.18452177316926643
2020-02-03,43.3456916809082,128.2075958251953,17.969999313354492,14.211999988555908,0.2160639059549058
2020-02-04,44.5158576965332,131.4787139892578,16.049999237060547,14.32199993133545,0.2413913115067402
2020-02-05,45.31520462036133,133.653564453125,15.149999618530273,14.389999914169312,0.25970857920816615
2020-02-06,45.331668853759766,132.47703552246094,14.960000038146973,14.465499925613404,0.2808813353439999
2020-02-07,45.348167419433594,138.74298095703125,15.470000267028809,14.611999940872192,0.17533357831059695
2020-02-10,45.611854553222656,139.74131774902344,15.039999961853027,14.735999917984008,0.17659314887573221
2020-02-11,45.96620559692383,140.82870483398438,15.180000305175781,14.878999948501587,0.18261421558045632
2020-02-12,46.29583740234375,141.2832489013672,13.739999771118164,14.946499919891357,0.19769907961536115
2020-02-13,46.08982467651367,143.92156982421875,14.149999618530273,15.032999897003174,0.13851169071057887
2020-02-14,46.01565170288086,141.38128662109375,13.680000305175781,15.100999927520752,0.17662916367004206
2020-02-18,45.751956939697266,141.33673095703125,14.829999923706055,15.237499904632568,0.1591290490215438
2020-02-19,46.40296936035156,143.62742614746094,14.380000114440918,15.313999891281128,0.16520284690746567
2020-02-20,44.293365478515625,146.9877166748047,15.5600004196167,15.446499919891357,-0.03808604084209377
2020-02-21,43.197357177734375,145.50811767578125,17.079999923706055,15.651499938964843,-0.08878278276085644
2020-02-24,40.93943405151367,138.02101135253906,25.030000686645508,16.174999952316284,-0.11764314710963054
2020-02-25,39.57971954345703,129.7762908935547,27.850000381469727,16.655999994277956,-0.07140983119415822
2020-02-26,38.92871856689453,128.82260131835938,27.559999465942383,17.219999933242796,-0.1002480096112477
2020-02-27,37.42067337036133,123.67967224121094,39.15999984741211,18.35849995613098,-0.1170995646837122
2020-02-28,37.1075439453125,125.82776641845703,40.11000061035156,19.589499998092652,-0.17535684945808938
2020-03-02,38.30242156982422,124.56206512451172,33.41999816894531,20.318499898910524,-0.07107001031770126
2020-03-03,36.58838653564453,118.62586975097656,36.81999969482422,21.26099991798401,-0.08867778949989036
2020-03-04,37.28059768676758,121.58507537841797,31.989999771118164,22.05799994468689,-0.09113402386720773
2020-03-05,35.09681701660156,115.8093032836914,39.619998931884766,23.281499910354615,-0.14399947351785775
2020-03-06,34.47878646850586,114.37603759765625,41.939998626708984,24.630499839782715,-0.16238897755606846
2020-03-09,30.9023494720459,103.64432525634766,54.459999084472656,26.57999978065491,-0.22730007735154378
2020-03-10,32.55046081542969,108.09645080566406,47.29999923706055,28.192999744415282,-0.18898775612744634
2020-03-11,30.383182525634766,99.4430160522461,53.900001525878906,30.12899980545044,-0.19171263184909054
2020-03-12,25.8013973236084,86.892822265625,75.47000122070312,33.21549987792969,-0.2952728377447838
2020-03-13,30.9023494720459,95.51936340332031,57.83000183105469,35.39949998855591,-0.08895648355110382
2020-03-16,26.081581115722656,81.06114959716797,82.69000244140625,38.850000095367434,-0.176576544513964
2020-03-17,27.845077514648438,85.06538391113281,75.91000366210938,41.9040002822876,-0.12264848990596539
2020-03-18,25.339929580688477,89.2935562133789,76.44999694824219,45.007500123977664,-0.36810306346847504
2020-03-19,25.480012893676758,100.04318237304688,72.0,47.829500102996825,-0.5414371195868382
2020-03-20,24.44993782043457,99.48780059814453,66.04000091552734,50.27750015258789,-0.603305142054927
2020-03-23,22.91717529296875,100.1148681640625,61.59000015258789,52.10550012588501,-0.7201138148675117
2020-03-24,27.375354766845703,107.53209686279297,61.66999816894531,53.796500015258786,-0.5377134083195229
2020-03-25,28.009885787963867,105.98236846923828,63.95000076293945,55.61600008010864,-0.467389986024352
2020-03-26,29.427268981933594,112.51275634765625,61.0,56.708000087738036,-0.4804402914424335
2020-03-27,28.02635955810547,108.01582336425781,65.54000091552734,57.97950010299682,-0.5008729121247073
2020-03-30,28.710344314575195,111.357177734375,57.08000183105469,59.16250028610229,-0.510405599284404
2020-03-31,28.018125534057617,108.6249771118164,53.540000915527344,59.99850034713745,-0.511815103731279
2020-04-01,26.056861877441406,101.65562438964844,57.060001373291016,61.252000427246095,-0.5289499435311603
2020-04-02,27.935720443725586,104.48637390136719,50.90999984741211,61.81650047302246,-0.44705307045904424
2020-04-03,27.894514083862305,97.83951568603516,46.79999923706055,62.059500503540036,-0.3367303357427602
2020-04-06,30.498552322387695,106.61837005615234,45.2400016784668,61.598500633239745,-0.30589882816334213
2020-04-07,30.440876007080078,103.86825561523438,46.70000076293945,61.568500709533694,-0.2630662998504444
2020-04-08,32.44334411621094,112.45901489257812,43.349998474121094,61.041000556945804,-0.27068604285926245
2020-04-09,33.85248947143555,109.54766845703125,41.66999816894531,59.35100040435791,-0.12354249587989978
2020-04-13,32.616397857666016,110.65843963623047,41.16999816894531,58.51800022125244,-0.22804508314098976
2020-04-14,32.84714126586914,112.04694366455078,37.7599983215332,56.27150001525879,-0.23570997453542752
2020-04-15,31.644001007080078,107.40669250488281,40.84000015258789,54.51799983978272,-0.24000837860782276
2020-04-16,31.61103630065918,106.67211151123047,40.11000061035156,52.70100002288818,-0.22978322343870464
2020-04-17,32.21259307861328,111.84088897705078,38.150001525878906,51.00850009918213,-0.27613889538163733
2020-04-20,31.61103630065918,109.86116790771484,43.83000183105469,49.898000144958495,-0.2840832350206105
2020-04-21,30.44911003112793,107.9262466430664,45.40999984741211,49.089000129699706,-0.3315915066998926
2020-04-22,31.157806396484375,106.18838500976562,41.97999954223633,48.104500198364256,-0.25292938308227664
2020-04-23,30.877634048461914,108.2845458984375,41.380001068115234,46.976000213623045,-0.308020385363188
2020-04-24,31.289653778076172,110.23743438720703,35.93000030517578,45.722500228881835,-0.31274309960489527
2020-04-27,32.39390563964844,114.02665710449219,33.290000915527344,44.11000022888184,-0.30080148234557375
2020-04-28,33.06963348388672,114.42977142333984,33.56999969482422,42.93450012207031,-0.2608765292118668
2020-04-29,33.90925598144531,115.98845672607422,31.229999542236328,41.81900005340576,-0.22927906442857052
2020-04-30,32.7786750793457,113.56082916259766,34.150001525878906,40.673500061035156,-0.26622761677133067
2020-05-01,31.922426223754883,105.8838119506836,37.189998626708984,39.9875,-0.19479958622939605
2020-05-04,31.664716720581055,103.77867889404297,35.970001220703125,39.44600009918213,-0.1767998513974135
2020-05-05,31.57327651977539,105.4090347290039,33.61000061035156,38.86450004577637,-0.21089139977774998
2020-05-06,31.007980346679688,103.12476348876953,34.119998931884766,38.235499954223634,-0.21113941035700554
2020-05-07,32.263267517089844,104.57593536376953,31.440000534057617,37.64000005722046,-0.14892984646969884
2020-05-08,33.319026947021484,107.89043426513672,27.979999542236328,36.95550012588501,-0.1322628293589694
2020-05-11,33.11119842529297,105.31050109863281,27.56999969482422,36.275500202178954,-0.10272481986138238
2020-05-12,31.939048767089844,101.35106658935547,33.040000915527344,36.03950033187866,-0.11646962561574725
2020-05-13,30.750274658203125,97.94701385498047,35.279998779296875,35.76150026321411,-0.1408220187225372
2020-05-14,31.431941986083984,97.74100494384766,32.61000061035156,35.38650026321411,-0.09011427226203124
2020-05-15,30.999662399291992,96.316650390625,31.889999389648438,35.07350015640259,-0.09579373060733792
2020-05-18,33.48529052734375,106.77067565917969,29.299999237060547,34.34700002670288,-0.1016842883193874
2020-05-19,32.695552825927734,102.82913208007812,30.530000686645508,33.60300006866455,-0.08925473882010196
2020-05-20,34.13371658325195,104.81780242919922,27.989999771118164,32.90350008010864,-0.023534404879337445
2020-05-21,33.50191116333008,103.70701599121094,29.530000686645508,32.31100006103516,-0.0483685580676505
