Date,GOOGL,ADI,VIX,AvgVIX,zscore
2023-01-31,98.02977752685547,162.26641845703125,19.399999618530273,20.202999973297118,-1.6284737540067824
2023-02-01,99.60675811767578,167.111572265625,17.8700008392334,19.951500034332277,-1.4700037866845372
2023-02-02,106.85681915283203,169.67611694335938,18.729999542236328,19.7875,-0.9481707884808473
2023-02-03,103.92108917236328,169.22189331054688,18.329999923706055,19.58100004196167,-1.153346722847531
2023-02-06,102.05650329589844,168.0200653076172,19.43000030517578,19.49600009918213,-1.2932400716826753
2023-02-07,106.75765228271484,171.30380249023438,18.65999984741211,19.33050012588501,-0.9378697432223927
2023-02-08,98.5554428100586,168.21878051757812,19.6299991607666,19.28300008773804,-1.530161278804814
2023-02-09,94.23118591308594,168.93798828125,20.709999084472656,19.264000034332277,-1.8178204411004184
2023-02-10,93.79478454589844,168.88121032714844,20.530000686645508,19.34900007247925,-1.848207528364025
2023-02-13,93.83447265625,170.764404296875,20.34000015258789,19.448500061035155,-1.8257476151056327
2023-02-14,93.90388488769531,172.74224853515625,18.90999984741211,19.426000022888182,-1.8002658667469642
2023-02-15,96.1453628540039,185.6501007080078,18.229999542236328,19.320499992370607,-1.511873073077772
2023-02-16,94.72708129882812,183.42620849609375,20.170000076293945,19.30299997329712,-1.6320179644715558
2023-02-17,93.57659149169922,182.36636352539062,20.020000457763672,19.311499977111815,-1.7216733561842728
2023-02-21,91.03758239746094,175.98809814453125,22.8700008392334,19.46450004577637,-1.9618966346481936
2023-02-22,90.89872741699219,173.896728515625,22.290000915527344,19.619000053405763,-1.9933096297844606
2023-02-23,90.14493560791016,175.68527221679688,21.139999389648438,19.72200002670288,-2.0260105184423205
2023-02-24,88.39938354492188,173.9264373779297,21.670000076293945,19.869000053405763,-2.1636196113499135
2023-02-27,89.13331604003906,174.14512634277344,20.950000762939453,19.99100008010864,-2.111223014318777
2023-02-28,89.3217544555664,174.43032836914062,20.700000762939453,20.029000091552735,-2.0953678364138795
2023-03-01,89.61930847167969,174.08807373046875,20.579999923706055,20.088000106811524,-2.078644347698329
2023-03-02,91.24585723876953,175.49513244628906,19.59000015258789,20.17400007247925,-1.9528485523855375
2023-03-03,92.88233184814453,177.07337951660156,18.489999771118164,20.16200008392334,-1.824579766605714
2023-03-06,94.3501968383789,176.3793182373047,18.610000610351562,20.176000118255615,-1.731652869573393
2023-03-07,93.09061431884766,175.82789611816406,19.59000015258789,20.184000110626222,-1.8234234112601917
2023-03-08,93.47740936279297,177.37759399414062,19.110000610351562,20.206500148773195,-1.7807653452128245
2023-03-09,91.56322479248047,174.51589965820312,22.610000610351562,20.35550022125244,-1.9414529551685242
2023-03-10,89.88706970214844,172.8045654296875,24.799999237060547,20.560000228881837,-2.0738263803352472
2023-03-13,90.36315155029297,173.55567932128906,26.520000457763672,20.859500217437745,-2.033448394246363
2023-03-14,93.19969177246094,177.38711547851562,23.729999542236328,21.029000186920165,-1.799624305256411
2023-03-15,95.3221664428711,173.91693115234375,26.139999389648438,21.390500164031984,-1.6911248654418727
2023-03-16,99.49765014648438,177.43463134765625,22.989999771118164,21.628500175476074,-1.3691861328044292
2023-03-17,100.7869873046875,176.69305419921875,25.510000228881836,21.89550018310547,-1.2889450498719426
2023-03-20,100.39026641845703,177.8434295654297,24.149999618530273,22.102000141143797,-1.3039629171965483
2023-03-21,104.0599365234375,179.11741638183594,21.3799991607666,22.027500057220458,-1.0400859246749943
2023-03-22,102.52266693115234,177.41563415527344,22.260000228881836,22.026000022888184,-1.1628779378490968
2023-03-23,104.734375,180.11570739746094,22.610000610351562,22.09950008392334,-0.9835744757879951
2023-03-24,104.57569122314453,178.44239807128906,21.739999771118164,22.10300006866455,-1.0119565855340251
2023-03-27,101.62010955810547,175.66629028320312,20.600000381469727,22.085500049591065,-1.2428391595994233
2023-03-28,100.20182800292969,174.55392456054688,19.969999313354492,22.048999977111816,-1.3513265943897441
2023-03-29,100.55889129638672,179.84947204589844,19.1200008392334,21.976000022888183,-1.271412527353039
2023-03-30,100.06297302246094,184.6411590576172,19.020000457763672,21.947500038146973,-1.2550129447169058
2023-03-31,102.87969970703125,187.5028533935547,18.700000762939453,21.958000087738036,-1.0327119061658396
2023-04-03,103.50452423095703,186.6091766357422,18.549999237060547,21.955000019073488,-0.9994299912728191
2023-04-04,103.86157989501953,185.50633239746094,19.0,21.925500011444093,-0.9866214349819756
2023-04-05,103.61363983154297,180.9903564453125,19.079999923706055,21.923999977111816,-1.050910053849299
2023-04-06,107.53125,177.94802856445312,18.399999618530273,21.71349992752075,-0.8153756536369356
2023-04-10,105.56748962402344,181.54177856445312,18.969999313354492,21.42199993133545,-0.91174428664094
2023-04-11,104.48641204833984,180.07766723632812,19.100000381469727,21.050999927520753,-1.0009010061181687
2023-04-12,103.78223419189453,178.06210327148438,19.09000015258789,20.81899995803833,-1.0701116048641446
2023-04-13,106.54936981201172,179.78294372558594,17.799999237060547,20.401999950408936,-0.8631610129104055
