Date,JPM,BAC,VIX,AvgVIX,zscore
2022-01-31,133.30430603027344,41.44382095336914,24.829999923706055,23.18100004196167,-3.088498260547983
2022-02-01,135.5918426513672,42.162391662597656,21.959999084472656,23.448999977111818,-3.198959955293685
2022-02-02,134.50637817382812,42.11748123168945,22.09000015258789,23.707999992370606,-3.225326113311851
2022-02-03,133.39398193359375,41.704307556152344,24.350000381469727,23.939000034332274,-3.154648158896068
2022-02-04,136.85667419433594,43.366004943847656,23.219999313354492,24.119499969482423,-3.4745928312461363
2022-02-07,137.31422424316406,43.57260513305664,22.860000610351562,24.324499988555907,-3.5134176310812264
2022-02-08,139.8977508544922,44.35404968261719,21.440000534057617,24.426500034332275,-3.6301616212647225
2022-02-09,140.4808349609375,44.26422882080078,19.959999084472656,24.503999996185303,-3.5856774746079063
2022-02-10,139.8977508544922,44.05763626098633,23.90999984741211,24.818499946594237,-3.551286048145058
2022-02-11,138.0767059326172,43.04263687133789,27.360000610351562,25.171000003814697,-3.3454775965380716
2022-02-14,136.7938995361328,42.59354019165039,28.329999923706055,25.62799997329712,-3.271256001609323
2022-02-15,138.7943572998047,42.92588424682617,25.700000762939453,25.773499965667725,-3.289076696703882
2022-02-16,139.04551696777344,42.82707977294922,24.290000915527344,25.795499992370605,-3.2539189208097055
2022-02-17,135.84298706054688,41.38093185424805,28.110000610351562,25.92150001525879,-2.982148221913096
2022-02-18,136.47988891601562,41.282127380371094,27.75,25.866499996185304,-2.933373774586169
2022-02-22,136.23768615722656,40.9228515625,28.809999465942383,25.811999988555907,-2.8463202659044695
2022-02-23,133.38504028320312,40.22224044799805,31.020000457763672,25.805000019073486,-2.7605859329124462
2022-02-24,129.6711883544922,39.16234588623047,30.31999969482422,25.723000049591064,-2.609646832814646
2022-02-25,132.7391357421875,40.43781661987305,27.59000015258789,25.57800006866455,-2.8407511081096737
2022-02-28,127.20423889160156,39.70127868652344,30.149999618530273,25.70250005722046,-2.8401399195369286
2022-03-01,122.40493774414062,38.147361755371094,33.31999969482422,26.127000045776366,-2.596057810140538
2022-03-02,124.9436264038086,38.76712417602539,30.739999771118164,26.566000080108644,-2.6713609832186913
2022-03-03,124.05551147460938,38.351924896240234,30.479999542236328,26.985500049591064,-2.592226901650775
2022-03-04,120.56591796875,36.96189498901367,31.979999542236328,27.367000007629393,-2.345522522695834
2022-03-07,115.91016387939453,34.60609436035156,36.45000076293945,28.028500080108643,-1.882992064400001
2022-03-08,115.09381866455078,34.831748962402344,35.130001068115234,28.642000102996825,-1.9718556520710142
2022-03-09,119.70475006103516,37.04314041137695,32.45000076293945,29.192500114440918,-2.3975410841781515
2022-03-10,118.2873764038086,36.709171295166016,30.229999542236328,29.706000137329102,-2.358705133596057
2022-03-11,115.62308502197266,36.40228271484375,30.75,30.048000144958497,-2.371091415967881
2022-03-14,116.77132415771484,37.18754959106445,31.770000457763672,30.268500137329102,-2.5395180712815133
2022-03-15,118.84354400634766,37.458335876464844,29.829999923706055,30.3435001373291,-2.538425055378742
2022-03-16,124.15420532226562,38.631736755371094,26.670000076293945,30.392000102996825,-2.663200915425479
2022-03-17,125.72407531738281,38.83933639526367,25.670000076293945,30.461000061035158,-2.6630268549773324
2022-03-18,125.67922973632812,38.72199249267578,23.8700008392334,30.249000072479248,-2.6333847034719646
2022-03-21,125.2755355834961,38.6678352355957,23.530000686645508,30.038000106811523,-2.633223838890478
2022-03-22,127.9398422241211,39.87733459472656,22.940000534057617,29.744500160217285,-2.8610216292654798
2022-03-23,125.39215087890625,38.893489837646484,23.56999969482422,29.37200012207031,-2.689153987753068
2022-03-24,126.20849609375,38.87544631958008,21.670000076293945,28.9395001411438,-2.655535682651127
2022-03-25,127.31185913085938,39.471160888671875,20.809999465942383,28.600500106811523,-2.7751066166280784
2022-03-28,126.36994934082031,39.308692932128906,19.6299991607666,28.07450008392334,-2.765123262166735
2022-03-29,126.64803314208984,39.20941162109375,18.899999618530273,27.353500080108642,-2.7288881800003932
2022-03-30,126.07389831542969,38.812255859375,19.329999923706055,26.78300008773804,-2.643472001251037
2022-03-31,122.28831481933594,37.20560836791992,20.559999465942383,26.28700008392334,-2.349574136512474
2022-04-01,121.38226318359375,36.91677474975586,19.6299991607666,25.669500064849853,-2.3046991055904527
2022-04-04,121.92047882080078,36.85359573364258,18.56999969482422,24.77550001144409,-2.2688882043580687
2022-04-05,120.50165557861328,36.230796813964844,21.030000686645508,24.070499992370607,-2.1532458507126293
2022-04-06,118.82979583740234,35.83364486694336,22.100000381469727,23.55299997329712,-2.106580297465419
2022-04-07,118.46830749511719,35.5538330078125,21.549999237060547,23.11899995803833,-2.0448829104213533
2022-04-08,120.63720703125,35.806556701660156,21.15999984741211,22.639499950408936,-2.0355706552402775
2022-04-11,120.19440460205078,35.73435592651367,24.3700008392334,22.26949996948242,-2.0319889321760862
2022-04-12,118.87496185302734,35.35525131225586,24.260000228881836,21.99099998474121,-1.9776854774020058
2022-04-13,115.04322052001953,35.039344787597656,21.81999969482422,21.748499965667726,-2.0288829851355312
2022-04-14,113.9768295288086,33.91107940673828,22.700000762939453,21.6,-1.7662952385389494
2022-04-18,116.09152221679688,35.06642150878906,22.170000076293945,21.51499996185303,-1.9990831227545933
2022-04-19,118.49540710449219,35.716312408447266,21.3700008392334,21.40699996948242,-2.087162043635358
2022-04-20,118.9111328125,35.79753875732422,20.31999969482422,21.27599992752075,-2.0941012770083476
2022-04-21,117.98934173583984,35.12057876586914,22.68000030517578,21.23149995803833,-1.946501469534516
2022-04-22,114.60038757324219,33.90205764770508,28.209999084472656,21.558499908447267,-1.7418829955762312
2022-04-25,114.5642318725586,33.65835189819336,27.020000457763672,21.86899995803833,-1.6783092208132107
2022-04-26,111.17529296875,32.90016174316406,33.52000045776367,22.563500022888185,-1.5961842179124073
2022-04-27,109.72936248779297,32.71963119506836,31.600000381469727,23.198500061035155,-1.5991863042609258
2022-04-28,111.46448516845703,33.225093841552734,29.989999771118164,23.73150005340576,-1.6724401434066432
2022-04-29,107.86768341064453,32.20514678955078,33.400001525878906,24.37350015640259,-1.5279992078842255
2022-05-02,108.8527603149414,32.62034606933594,32.34000015258789,25.00900020599365,-1.6037105387156165
2022-05-03,111.184326171875,33.5139274597168,29.25,25.54300022125244,-1.7591883242039148
2022-05-04,114.86246490478516,34.858821868896484,25.420000076293945,25.762500190734862,-1.9872265200387274
2022-05-05,111.98865509033203,33.884002685546875,31.200000762939453,26.21750020980835,-1.8292725410004247
2022-05-06,111.80790710449219,33.802772521972656,30.190000534057617,26.6495002746582,-1.8140375958705068
2022-05-09,110.12700653076172,32.827945709228516,34.75,27.3290002822876,-1.6139719763821099
2022-05-10,107.44294738769531,32.27735137939453,32.9900016784668,27.76000032424927,-1.5622059909086834
2022-05-11,106.7651596069336,32.10585403442383,32.560001373291016,28.175000381469726,-1.5404964294536412
2022-05-12,106.6747817993164,31.65455436706543,31.770000457763672,28.6725004196167,-1.4235959764975659
2022-05-13,107.62369537353516,31.744815826416016,28.8700008392334,28.981000423431396,-1.4141179583274661
2022-05-16,106.87362670898438,31.419870376586914,27.469999313354492,29.246000385284425,-1.3541273860275307
2022-05-17,110.41617584228516,32.48495864868164,26.100000381469727,29.48250036239624,-1.5124955081095608
2022-05-18,108.52741241455078,31.48305320739746,30.959999084472656,30.01450033187866,-1.3125618128459422
2022-05-19,106.9188003540039,31.094932556152344,29.350000381469727,30.34800033569336,-1.2660668476640047
2022-05-20,106.04218292236328,30.56239891052246,29.43000030517578,30.409000396728516,-1.1553042457003273
2022-05-23,112.6031723022461,32.376644134521484,28.479999542236328,30.48200035095215,-1.4064722124132454
2022-05-24,114.19371795654297,32.178070068359375,29.450000762939453,30.278500366210938,-1.2974855320910708
2022-05-25,114.98900604248047,32.34956359863281,28.3700008392334,30.117000389099122,-1.3150463261468086
2022-05-26,116.97718048095703,33.098724365234375,27.5,29.992500400543214,-1.4442154946815784
2022-05-27,118.63096618652344,33.414642333984375,25.719999313354492,29.608500289916993,-1.4699027089843488
2022-05-31,119.49853515625,33.57711410522461,26.190000534057617,29.301000308990478,-1.482511304138211
2022-06-01,117.40191650390625,33.098724365234375,25.690000534057617,29.12300033569336,-1.4292223436662965
2022-06-02,119.29067993164062,33.316612243652344,24.719999313354492,29.088000297546387,-1.4205290669570756
2022-06-03,117.62784576416016,32.85362243652344,24.790000915527344,28.76750030517578,-1.3560254655566852
2022-06-06,117.2392349243164,32.81731033325195,25.06999969482422,28.51150026321411,-1.3600807542312774
2022-06-07,117.54651641845703,32.998863220214844,24.020000457763672,27.975000286102294,-1.3975449393377684
2022-06-08,115.67581176757812,32.581275939941406,23.959999084472656,27.523500156402587,-1.3524607575459247
2022-06-09,113.24481964111328,31.328500747680664,26.09000015258789,27.200000095367432,-1.1049112880343246
2022-06-10,108.03941345214844,30.11203384399414,27.75,26.999000072479248,-0.964960065969617
2022-06-13,104.82217407226562,29.068058013916016,34.02000045776367,27.256500053405762,-0.8007265511120434
2022-06-14,103.07799530029297,28.55968475341797,32.689998626708984,27.517500019073488,-0.7270178773249816
2022-06-15,104.29802703857422,29.095293045043945,29.6200008392334,27.69350004196167,-0.8264761419027474
2022-06-16,102.5086669921875,28.913728713989258,32.95000076293945,27.79300012588501,-0.8413261776612777
2022-06-17,102.14715576171875,28.97727394104004,31.1299991607666,27.882000064849855,-0.8709968747473277
2022-06-21,104.67755889892578,29.821535110473633,30.190000534057617,27.920000076293945,-1.0063316141560994
2022-06-22,104.09015655517578,29.59458351135254,28.950000762939453,27.943500137329103,-0.9666750834354174
2022-06-23,102.95146179199219,29.122526168823242,29.049999237060547,27.923500061035156,-0.8812565288223725
2022-06-24,106.02410888671875,29.33132553100586,27.229999542236328,27.866499996185304,-0.8283537909529588
