Date,JPM,FDX,VIX,AvgVIX,zscore
2022-01-31,133.30430603027344,224.87994384765625,24.829999923706055,23.18100004196167,-0.855199646634239
2022-02-01,135.5918426513672,230.49598693847656,21.959999084472656,23.448999977111818,-0.9149096202903657
2022-02-02,134.50637817382812,230.33135986328125,22.09000015258789,23.707999992370606,-0.9323924912061997
2022-02-03,133.39398193359375,226.21536254882812,24.350000381469727,23.939000034332274,-0.8779769866366564
2022-02-04,136.85667419433594,223.27928161621094,23.219999313354492,24.119499969482423,-0.7587798696219175
2022-02-07,137.31422424316406,222.93167114257812,22.860000610351562,24.324499988555907,-0.7437689911677847
2022-02-08,139.8977508544922,223.05059814453125,21.440000534057617,24.426500034332275,-0.6971569733573811
2022-02-09,140.4808349609375,223.39817810058594,19.959999084472656,24.503999996185303,-0.6925143530623962
2022-02-10,139.8977508544922,219.89498901367188,23.90999984741211,24.818499946594237,-0.6393319240285295
2022-02-11,138.0767059326172,212.39476013183594,27.360000610351562,25.171000003814697,-0.5362851858735287
2022-02-14,136.7938995361328,208.96475219726562,28.329999923706055,25.62799997329712,-0.4976584012976904
2022-02-15,138.7943572998047,210.73916625976562,25.700000762939453,25.773499965667725,-0.4923939741659121
2022-02-16,139.04551696777344,209.46778869628906,24.290000915527344,25.795499992370605,-0.46435329348655063
2022-02-17,135.84298706054688,205.22372436523438,28.110000610351562,25.92150001525879,-0.4470643273412961
2022-02-18,136.47988891601562,203.26634216308594,27.75,25.866499996185304,-0.3991679850450106
2022-02-22,136.23768615722656,199.20523071289062,28.809999465942383,25.811999988555907,-0.3293241629476392
2022-02-23,133.38504028320312,196.50697326660156,31.020000457763672,25.805000019073486,-0.3337536296265046
2022-02-24,129.6711883544922,197.4947967529297,30.31999969482422,25.723000049591064,-0.4219931339515229
2022-02-25,132.7391357421875,201.8851776123047,27.59000015258789,25.57800006866455,-0.4445049452424235
2022-02-28,127.20423889160156,203.30294799804688,30.149999618530273,25.70250005722046,-0.5750144432132415
2022-03-01,122.40493774414062,196.57101440429688,33.31999969482422,26.127000045776366,-0.5422923354858551
2022-03-02,124.9436264038086,200.54066467285156,30.739999771118164,26.566000080108644,-0.5670897947650411
2022-03-03,124.05551147460938,202.42483520507812,30.479999542236328,26.985500049591064,-0.6183888626622385
2022-03-04,120.56591796875,196.8998260498047,31.979999542236328,27.367000007629393,-0.5830485381351636
2022-03-07,115.91016387939453,184.5557403564453,36.45000076293945,28.028500080108643,-0.44477542560997585
2022-03-08,115.09381866455078,187.2173309326172,35.130001068115234,28.642000102996825,-0.5089649393091422
2022-03-09,119.70475006103516,198.90060424804688,32.45000076293945,29.192500114440918,-0.6359754774343583
2022-03-10,118.2873764038086,201.2500762939453,30.229999542236328,29.706000137329102,-0.7057963138355822
2022-03-11,115.62308502197266,195.65162658691406,30.75,30.048000144958497,-0.653523948311877
2022-03-14,116.77132415771484,193.7702178955078,31.770000457763672,30.268500137329102,-0.5973629033467842
2022-03-15,118.84354400634766,198.4508819580078,29.829999923706055,30.3435001373291,-0.6439988712196497
2022-03-16,124.15420532226562,207.3533172607422,26.670000076293945,30.392000102996825,-0.7068370856026335
2022-03-17,125.72407531738281,209.23477172851562,25.670000076293945,30.461000061035158,-0.7116660065974556
2022-03-18,125.67922973632812,200.91050720214844,23.8700008392334,30.249000072479248,-0.559974717453003
2022-03-21,125.2755355834961,203.893310546875,23.530000686645508,30.038000106811523,-0.6222571649135541
2022-03-22,127.9398422241211,207.9407196044922,22.940000534057617,29.744500160217285,-0.6461071537430841
2022-03-23,125.39215087890625,203.26002502441406,23.56999969482422,29.37200012207031,-0.6084501633321981
2022-03-24,126.20849609375,206.60989379882812,21.670000076293945,28.9395001411438,-0.6544178075923743
2022-03-25,127.31185913085938,207.93153381347656,20.809999465942383,28.600500106811523,-0.6577986292251814
2022-03-28,126.36994934082031,211.13455200195312,19.6299991607666,28.07450008392334,-0.7342809036115225
2022-03-29,126.64803314208984,218.9540252685547,18.899999618530273,27.353500080108642,-0.8723173008617952
2022-03-30,126.07389831542969,215.90699768066406,19.329999923706055,26.78300008773804,-0.8273248042045919
2022-03-31,122.28831481933594,212.36434936523438,20.559999465942383,26.28700008392334,-0.833900238551397
2022-04-01,121.38226318359375,203.05809020996094,19.6299991607666,25.669500064849853,-0.6804787035698922
2022-04-04,121.92047882080078,200.06617736816406,18.56999969482422,24.77550001144409,-0.6154888177948015
2022-04-05,120.50165557861328,193.67845153808594,21.030000686645508,24.070499992370607,-0.5252319992490453
2022-04-06,118.82979583740234,187.2264862060547,22.100000381469727,23.55299997329712,-0.4385767534255454
2022-04-07,118.46830749511719,187.01541137695312,21.549999237060547,23.11899995803833,-0.44153580980345336
2022-04-08,120.63720703125,184.9503936767578,21.15999984741211,22.639499950408936,-0.36273449197911145
2022-04-11,120.19440460205078,187.33660888671875,24.3700008392334,22.26949996948242,-0.4148233241613591
2022-04-12,118.87496185302734,187.57525634765625,24.260000228881836,21.99099998474121,-0.44411481714890605
2022-04-13,115.04322052001953,189.3465118408203,21.81999969482422,21.748499965667726,-0.5489367488177233
2022-04-14,113.9768295288086,188.82342529296875,22.700000762939453,21.6,-0.5594908058072516
2022-04-18,116.09152221679688,186.5472869873047,22.170000076293945,21.51499996185303,-0.47784452811976796
2022-04-19,118.49540710449219,191.64097595214844,21.3700008392334,21.40699996948242,-0.5257853087102343
2022-04-20,118.9111328125,191.98971557617188,20.31999969482422,21.27599992752075,-0.5243245927635198
2022-04-21,117.98934173583984,189.85130310058594,22.68000030517578,21.23149995803833,-0.5025477161296071
2022-04-22,114.60038757324219,188.33697509765625,28.209999084472656,21.558499908447267,-0.5388006040309005
2022-04-25,114.5642318725586,188.5113525390625,27.020000457763672,21.86899995803833,-0.542678808404661
2022-04-26,111.17529296875,183.5553741455078,33.52000045776367,22.563500022888185,-0.5158647876011376
2022-04-27,109.72936248779297,182.87620544433594,31.600000381469727,23.198500061035155,-0.5307265215156005
2022-04-28,111.46448516845703,189.8421173095703,29.989999771118164,23.73150005340576,-0.6256048403453441
2022-04-29,107.86768341064453,182.39898681640625,33.400001525878906,24.37350015640259,-0.5571405326630032
2022-05-02,108.8527603149414,180.8112335205078,32.34000015258789,25.00900020599365,-0.5094419914441798
2022-05-03,111.184326171875,183.04141235351562,29.25,25.54300022125244,-0.5062760831836111
2022-05-04,114.86246490478516,192.26507568359375,25.420000076293945,25.762500190734862,-0.6058317226920166
2022-05-05,111.98865509033203,190.20005798339844,31.200000762939453,26.21750020980835,-0.6222647015958903
2022-05-06,111.80790710449219,192.92587280273438,30.190000534057617,26.6495002746582,-0.6756274964192097
2022-05-09,110.12700653076172,191.14535522460938,34.75,27.3290002822876,-0.674745068931978
