Date,MS,TXN,VIX,AvgVIX,zscore
2023-05-05,77.14092254638672,151.89024353027344,17.190000534057617,17.649500036239623,-0.05968992001299742
2023-05-08,76.7319564819336,150.42462158203125,16.979999542236328,17.550000047683717,-0.0002831428854328897
2023-05-09,76.67742919921875,149.30712890625,17.709999084472656,17.480499982833862,0.10859176572551715
2023-05-10,76.08668518066406,149.35293579101562,16.940000534057617,17.37300000190735,-0.04239838008221987
2023-05-11,75.09607696533203,147.630859375,16.93000030517578,17.32950005531311,-0.09863953029157005
2023-05-12,74.8779525756836,148.28123474121094,17.030000686645508,17.327500104904175,-0.22374526405734052
2023-05-15,75.38691711425781,151.37725830078125,17.1200008392334,17.33600010871887,-0.4369467403658891
2023-05-16,74.39628601074219,149.6552276611328,17.989999771118164,17.39400010108948,-0.49319855815793917
2023-05-17,76.25936889648438,151.4505615234375,16.8700008392334,17.414500188827514,-0.22938637355193417
2023-05-18,76.78648376464844,155.54505920410156,16.049999237060547,17.358500146865843,-0.5474208763208908
2023-05-19,74.74163818359375,155.81985473632812,16.809999465942383,17.36050009727478,-1.0827955998021406
2023-05-22,74.76890563964844,156.50686645507812,17.209999084472656,17.37650008201599,-1.1512752594387268
2023-05-23,75.10516357421875,155.48095703125,18.530000686645508,17.365000104904176,-0.9558629177001092
2023-05-24,73.81462860107422,153.0352325439453,20.030000686645508,17.424500131607054,-1.0069883689937997
2023-05-25,75.43234252929688,155.37103271484375,19.139999389648438,17.530000066757204,-0.8629807449086059
2023-05-26,76.25028228759766,161.48069763183594,17.950000762939453,17.638500118255614,-1.3297821548711382
2023-05-30,75.8140640258789,161.71885681152344,17.459999084472656,17.707500076293947,-1.463648139762593
2023-05-31,74.3053970336914,159.27317810058594,17.940000534057617,17.71550006866455,-1.5686798103694073
2023-06-01,74.5871353149414,161.04104614257812,15.649999618530273,17.58100004196167,-1.6926164745015326
2023-06-02,76.65925598144531,160.50973510742188,14.600000381469727,17.306500053405763,-1.1224173538746387
2023-06-05,76.10487365722656,155.957275390625,14.729999542236328,17.183500003814697,-0.7609807187086423
2023-06-06,78.03157043457031,156.04888916015625,13.960000038146973,17.03250002861023,-0.29491734890086924
2023-06-07,78.61322021484375,157.55108642578125,13.9399995803833,16.84400005340576,-0.3156578102031522
2023-06-08,78.44053649902344,157.76174926757812,13.649999618530273,16.679500007629393,-0.381393020430029
2023-06-09,78.34967803955078,156.25953674316406,13.829999923706055,16.52449998855591,-0.23937458561906402
2023-06-12,79.46752166748047,159.4197235107422,15.010000228881836,16.423499965667723,-0.3091447613378586
2023-06-13,80.23091888427734,162.50662231445312,14.609999656677246,16.297999906539918,-0.45847598174632054
2023-06-14,79.95829010009766,162.240966796875,13.880000114440918,16.092499923706054,-0.4967582154443079
2023-06-15,80.93071746826172,163.1295166015625,14.5,15.973999881744385,-0.3537508742593538
2023-06-16,80.05823516845703,161.91122436523438,13.539999961853027,15.84849991798401,-0.43595954624964145
2023-06-20,78.82225799560547,159.7128448486328,13.880000114440918,15.701999950408936,-0.500684157279111
2023-06-21,78.46781158447266,156.15878295898438,13.199999809265137,15.50149998664856,-0.19915232316149165
2023-06-22,76.79557037353516,158.128173828125,12.90999984741211,15.220499944686889,-0.8279881035825641
2023-06-23,75.95945739746094,153.59397888183594,13.4399995803833,14.890999889373779,-0.538167847322981
2023-06-26,75.9685287475586,154.5740966796875,14.25,14.646499919891358,-0.6432345784403803
2023-06-27,76.7319564819336,161.49900817871094,13.739999771118164,14.435999870300293,-1.2127634587985763
2023-06-28,76.33207702636719,160.262451171875,13.430000305175781,14.23449993133545,-1.1761905457403017
2023-06-29,77.46810913085938,161.93869018554688,13.539999961853027,14.01449990272522,-1.0789961162460122
2023-06-30,77.61351013183594,164.89736938476562,13.59000015258789,13.9114999294281,-1.3669982910998806
2023-07-03,78.53143310546875,164.65921020507812,13.569999694824219,13.859999895095825,-1.1141013370900712
2023-07-05,78.08610534667969,161.70054626464844,14.180000305175781,13.832499933242797,-0.9002138148536012
2023-07-06,75.73225402832031,160.1342010498047,15.4399995803833,13.906499910354615,-1.3103674914050603
2023-07-07,75.75950622558594,159.10829162597656,14.829999923706055,13.950999927520751,-1.1913115802032288
2023-07-10,75.79586791992188,164.36607360839844,15.069999694824219,14.021999931335449,-1.757975256875931
2023-07-11,77.21363830566406,163.79818725585938,14.84000015258789,14.07249994277954,-1.3454639949383447
2023-07-12,77.94979095458984,167.0499267578125,13.539999961853027,13.9989999294281,-1.519575046397044
2023-07-13,78.34967803955078,167.7369384765625,13.609999656677246,13.948999929428101,-1.4959790537839446
2023-07-14,77.95885467529297,165.65765380859375,13.34000015258789,13.92199993133545,-1.3649022263105182
2023-07-17,78.49507904052734,167.993408203125,13.479999542236328,13.870999908447265,-1.4881295562705106
2023-07-18,83.55722045898438,168.2498779296875,13.300000190734863,13.858999919891357,-0.2653357945197509
2023-07-19,84.66597747802734,168.24072265625,13.760000228881836,13.852999925613403,0.009644423968440128
2023-07-20,85.24763488769531,164.8057861328125,13.989999771118164,13.892499923706055,0.5294484309313017
2023-07-21,85.43849182128906,168.8361358642578,13.600000381469727,13.926999950408936,0.1353466261238576
2023-07-24,86.03831481933594,168.44227600097656,13.90999984741211,13.950499963760375,0.32668683536569193
2023-07-25,85.81109619140625,170.4483184814453,13.859999656677246,13.930999946594238,0.050908533984566656
2023-07-26,85.0113296508789,161.2150421142578,13.1899995803833,13.903499937057495,0.8641895212192302
2023-07-27,84.29337310791016,162.79058837890625,14.40999984741211,13.952499914169312,0.5142810346207869
2023-07-28,83.99066925048828,164.53395080566406,13.329999923706055,13.941999912261963,0.24860961293802109
2023-07-31,83.98149871826172,166.03753662109375,13.630000114440918,13.943999910354615,0.08172329913203868
2023-08-01,83.41283416748047,164.53395080566406,13.930000305175781,13.961999940872193,0.10582448291987129
2023-08-02,81.9269027709961,159.06396484375,16.09000015258789,14.057499933242799,0.33752743949291125
2023-08-03,81.76180267333984,158.47360229492188,15.920000076293945,14.08149995803833,0.36136651303782014
2023-08-04,81.44078826904297,155.37423706054688,17.100000381469727,14.194999980926514,0.6213770080049231
2023-08-07,81.70679473876953,155.85389709472656,15.770000457763672,14.230000019073486,0.6345925382072762
2023-08-08,81.14727020263672,153.796875,15.989999771118164,14.2875,0.7215452785109545
2023-08-09,80.31259155273438,154.2949981689453,15.960000038146973,14.408500003814698,0.4607561135188341
2023-08-10,80.38597869873047,154.56248474121094,15.850000381469727,14.520500040054321,0.4496045476714662
2023-08-11,80.44099426269531,153.3079833984375,14.84000015258789,14.595500040054322,0.6005482957097482
2023-08-14,80.10162353515625,157.25601196289062,14.819999694824219,14.662500047683716,0.08443826742247047
2023-08-15,79.02848052978516,155.115966796875,16.459999084472656,14.820499992370605,0.05356382344117881
2023-08-16,78.8725357055664,152.86521911621094,16.780000686645508,14.971500015258789,0.2614526290128464
2023-08-17,78.68910217285156,152.90211486816406,17.889999389648438,15.166499996185303,0.21208600739883404
2023-08-18,77.86358642578125,153.5755157470703,17.299999237060547,15.351499938964844,-0.06562926877957648
2023-08-21,77.27657318115234,154.9222412109375,17.1299991607666,15.512499904632568,-0.3581287266919254
2023-08-22,76.11167907714844,154.14739990234375,16.969999313354492,15.667999887466431,-0.5611446774327117
2023-08-23,76.48773956298828,156.65643310546875,15.979999542236328,15.807499885559082,-0.7429205263635807
2023-08-24,76.53361511230469,152.7453155517578,17.200000762939453,15.94699993133545,-0.30337541927974604
2023-08-25,76.33181762695312,154.79310607910156,15.680000305175781,16.064499950408937,-0.5774428538350018
2023-08-28,77.39579772949219,155.6140594482422,15.079999923706055,16.136999940872194,-0.40441169981301517
2023-08-29,78.46895599365234,157.44970703125,14.449999809265137,16.16299991607666,-0.34020648573624973
2023-08-30,78.2029800415039,156.10292053222656,13.880000114440918,16.05249991416931,-0.25847704785041326
2023-08-31,78.1020736694336,155.02371215820312,13.569999694824219,15.934999895095824,-0.16525413982668707
2023-09-01,78.65242004394531,156.65643310546875,13.09000015258789,15.734499883651733,-0.20802018367008976
2023-09-05,77.81771850585938,156.5734100341797,14.010000228881836,15.646499872207642,-0.4051881506112407
2023-09-06,77.19401550292969,155.01451110839844,14.449999809265137,15.56949987411499,-0.3886312051860943
2023-09-07,76.90050506591797,151.93357849121094,14.399999618530273,15.491499853134155,-0.12384247777305153
2023-09-08,77.89110565185547,151.88742065429688,13.84000015258789,15.390999841690064,0.12599208990345367
2023-09-11,76.59782409667969,152.9759063720703,13.800000190734863,15.338999843597412,-0.3127554068524848
2023-09-12,78.46895599365234,150.80821228027344,14.229999542236328,15.309499835968017,0.38693822638838093
2023-09-13,80.02824401855469,151.6107177734375,13.479999542236328,15.160499858856202,0.6843815193537832
2023-09-14,81.69761657714844,153.1696014404297,12.819999694824219,14.962499809265136,0.9262149576024902
2023-09-15,81.09224700927734,150.00567626953125,13.789999961853027,14.757499837875367,1.123028618637086
2023-09-18,81.36741638183594,150.1993865966797,14.0,14.59249987602234,1.1698155671894734
2023-09-19,81.18396759033203,150.48536682128906,14.109999656677246,14.44149990081787,1.0931741368578665
2023-09-20,79.92736053466797,149.52603149414062,15.140000343322754,14.349999952316285,0.8876949314046902
2023-09-21,77.85440826416016,147.9578857421875,17.540000915527344,14.428000020980836,0.547149553187286
2023-09-22,76.39603424072266,147.87486267089844,17.200000762939453,14.428000020980836,0.19586986903068604
2023-09-25,76.15753173828125,148.41909790039062,16.899999618530273,14.48899998664856,0.07734939360971724
2023-09-26,75.36872100830078,145.70716857910156,18.940000534057617,14.682000017166137,0.17934727237975467
2023-09-27,74.89176177978516,145.87319946289062,18.219999313354492,14.870499992370606,0.04331102150561577
2023-09-28,75.38707733154297,146.74949645996094,17.34000015258789,15.043499994277955,0.06976381445131197
2023-09-29,74.91009521484375,146.67568969726562,17.520000457763672,15.241000032424926,-0.040019443640931344
2023-10-02,73.75440979003906,147.5427703857422,17.610000610351562,15.467000055313111,-0.4205258894335857
2023-10-03,71.56222534179688,145.05224609375,19.780000686645508,15.755500078201294,-0.6895472621477263
2023-10-04,72.54365539550781,145.7163543701172,18.579999923706055,15.96200008392334,-0.519742321933108
2023-10-05,72.59870147705078,143.0782470703125,18.489999771118164,16.166500091552734,-0.2173067973325729
2023-10-06,73.68102264404297,144.82162475585938,17.450000762939453,16.347000122070312,-0.14073521808354744
2023-10-09,73.29579162597656,144.5633544921875,17.700000762939453,16.542000150680543,-0.20765044455607548
2023-10-10,73.4975814819336,145.43040466308594,17.030000686645508,16.682000207901,-0.25271651846057847
2023-10-11,72.36939239501953,145.12603759765625,16.09000015258789,16.81250023841858,-0.4981724465072445
2023-10-12,71.36959075927734,142.97679138183594,16.690000534057617,17.00600028038025,-0.5099165960714118
2023-10-13,71.35126495361328,140.90130615234375,19.31999969482422,17.28250026702881,-0.28721026226092955
2023-10-16,72.21347045898438,142.3310546875,17.209999084472656,17.44300022125244,-0.23069233705475256
2023-10-17,73.68102264404297,142.29417419433594,17.8799991607666,17.63150019645691,0.13598295754972642
2023-10-18,68.68212127685547,140.04342651367188,19.219999313354492,17.835500144958495,-0.8528402399999048
2023-10-19,66.88436126708984,139.23170471191406,21.399999618530273,18.028500080108643,-1.2082017707932764
2023-10-20,67.07696533203125,136.34449768066406,21.709999084472656,18.253999996185303,-0.8445024642697553
2023-10-23,65.76531982421875,134.97006225585938,20.3700008392334,18.42750005722046,-1.018134594063814
2023-10-24,65.63693237304688,135.52352905273438,18.969999313354492,18.428999996185304,-1.1104559628206705
2023-10-25,65.49015808105469,130.7914276123047,20.190000534057617,18.527500057220458,-0.6286298229924943
2023-10-26,66.10472869873047,132.83921813964844,20.68000030517578,18.694500064849855,-0.7009697592334021
2023-10-27,64.57294464111328,132.01828002929688,21.270000457763672,18.882000064849855,-0.9895986259076356
2023-10-30,65.53851318359375,130.78948974609375,19.75,18.989000034332275,-0.6164689355352437
2023-10-31,65.7520523071289,132.1951446533203,18.139999389648438,18.90699996948242,-0.7176009161327593
2023-11-01,65.87274932861328,133.27499389648438,16.8700008392334,18.82150001525879,-0.8060036490339911
2023-11-02,68.20314025878906,137.1288604736328,15.65999984741211,18.680000019073486,-0.6520966223311766
2023-11-03,70.80277252197266,139.84703063964844,14.90999984741211,18.55299997329712,-0.3073172582846411
2023-11-06,70.48709106445312,137.3057098388672,14.890000343322754,18.412499952316285,-0.10708652317301577
2023-11-07,70.1064453125,136.45860290527344,14.8100004196167,18.301499938964845,-0.10839987261429782
2023-11-08,70.53352355957031,135.18328857421875,14.449999809265137,18.219499921798707,0.13676061644863535
2023-11-09,68.88088989257812,133.3680877685547,15.289999961853027,18.149499893188477,-0.0728736740295391
2023-11-10,69.93932342529297,137.01715087890625,14.170000076293945,17.891999912261962,-0.21084897315482562
2023-11-13,69.6700668334961,135.78836059570312,14.760000228881836,17.76949996948242,-0.14284902054376314
2023-11-14,72.70606231689453,139.56777954101562,14.15999984741211,17.5835000038147,0.19356633877652973
2023-11-15,73.97803497314453,141.37371826171875,14.180000305175781,17.33150005340576,0.31015198288465823
2023-11-16,73.95945739746094,141.39231872558594,14.319999694824219,16.97750005722046,0.3035249233952266
2023-11-17,74.53509521484375,143.93362426757812,13.800000190734863,16.58200011253357,0.16753201161893203
2023-11-20,73.99658203125,144.79005432128906,13.40999984741211,16.234000062942506,-0.05930286489068382
2023-11-21,72.8546142578125,142.82586669921875,13.350000381469727,15.953000116348267,-0.12643793758227637
2023-11-22,72.8731918334961,143.2913055419922,12.850000381469727,15.586000108718872,-0.17280596963190664
2023-11-24,73.02174377441406,142.97479248046875,12.460000038146973,15.175000095367432,-0.10144478607650974
2023-11-27,72.37183380126953,142.05322265625,12.6899995803833,14.746000051498413,-0.1611417173263103
2023-11-28,71.37840270996094,142.33251953125,12.6899995803833,14.393000030517578,-0.4372009638027563
2023-11-29,72.92889404296875,142.61175537109375,12.979999542236328,14.135000038146973,-0.08464113514501229
2023-11-30,73.66236114501953,142.15562438964844,12.920000076293945,13.9375,0.1465407730540996
2023-12-01,75.1014404296875,144.4828338623047,12.630000114440918,13.78600001335144,0.24734768683456831
2023-12-04,75.39852905273438,146.5401153564453,13.079999923706055,13.694500017166138,0.09551768690384435
2023-12-05,74.43297576904297,146.38186645507812,12.850000381469727,13.592500019073487,-0.12574811015008705
2023-12-06,73.72735595703125,145.2647705078125,12.970000267028809,13.500500011444093,-0.17780394622453807
2023-12-07,74.60009002685547,146.78213500976562,13.0600004196167,13.43100004196167,-0.12827701764713534
2023-12-08,76.3919677734375,146.17706298828125,12.350000381469727,13.284000062942505,0.3807487971147929
2023-12-11,76.89332580566406,148.9138641357422,12.630000114440918,13.207000064849854,0.20499722714427457
2023-12-12,77.61750793457031,147.00555419921875,12.069999694824219,13.072500038146973,0.5928767420979306
2023-12-13,79.50223541259766,150.62672424316406,12.1899995803833,12.974000024795533,0.6621355278069275
2023-12-14,84.52509307861328,157.11495971679688,12.479999542236328,12.88899998664856,1.1929366413961078
2023-12-15,85.02645874023438,156.984619140625,12.279999732971191,12.786999988555909,1.3310962529150667
2023-12-18,84.26512908935547,155.8489532470703,12.5600004196167,12.725,1.2673074474368586
2023-12-19,85.34212493896484,156.85430908203125,12.529999732971191,12.680999994277954,1.4233655171583184
2023-12-20,84.6179428100586,153.76377868652344,13.670000076293945,12.696999979019164,1.5827845322016016
2023-12-21,86.00130462646484,155.2811279296875,13.649999618530273,12.736999940872192,1.758491086536847
2023-12-22,85.79706573486328,156.6123046875,13.029999732971191,12.765499925613403,1.5622789014015281
2023-12-26,86.19628143310547,159.00466918945312,12.989999771118164,12.780499935150146,1.3989982731758537
2023-12-27,86.95761108398438,159.3956298828125,12.430000305175781,12.767499971389771,1.544321201425765
2023-12-28,86.93904113769531,159.85177612304688,12.470000267028809,12.742000007629395,1.489791284425628
2023-12-29,86.57695770263672,158.67889404296875,12.449999809265137,12.718499994277954,1.528732274592212
