Date,AVGO,UPS,VIX,AvgVIX,zscore
2022-01-31,54.157684326171875,165.7238311767578,24.829999923706055,23.18100004196167,-0.14845791492398414
2022-02-01,54.78995132446289,189.06492614746094,21.959999084472656,23.448999977111818,0.6394056886486559
2022-02-02,55.779972076416016,190.22872924804688,22.09000015258789,23.707999992370606,0.7400482145963528
2022-02-03,53.69270706176758,187.4258270263672,24.350000381469727,23.939000034332274,0.5166800251860033
2022-02-04,54.55331039428711,184.22952270507812,23.219999313354492,24.119499969482423,0.4694259039201126
2022-02-07,54.31945037841797,184.45079040527344,22.860000610351562,24.324499988555907,0.461540160824258
2022-02-08,55.48324203491211,184.56553649902344,21.440000534057617,24.426500034332275,0.5397157176246514
2022-02-09,56.51115417480469,184.45901489257812,19.959999084472656,24.503999996185303,0.6021077499317411
2022-02-10,54.66424560546875,180.8611297607422,23.90999984741211,24.818499946594237,0.3686706586010712
2022-02-11,53.00590515136719,174.96847534179688,27.360000610351562,25.171000003814697,0.07382580303812271
2022-02-14,53.48288345336914,175.37823486328125,28.329999923706055,25.62799997329712,0.11748068799664621
2022-02-15,55.71895980834961,178.0582275390625,25.700000762939453,25.773499965667725,0.3464395950001565
2022-02-16,55.20500183105469,176.46006774902344,24.290000915527344,25.795499992370605,0.26236450936637723
2022-02-17,53.521705627441406,172.6901092529297,28.110000610351562,25.92150001525879,0.03389139978023399
2022-02-18,53.61322021484375,172.8303985595703,27.75,25.866499996185304,0.04424190564756052
2022-02-22,53.379356384277344,172.5084686279297,28.809999465942383,25.811999988555907,0.0189625788773651
2022-02-23,52.245140075683594,168.80189514160156,31.020000457763672,25.805000019073486,-0.17233099428781684
2022-02-24,53.614139556884766,171.03904724121094,30.31999969482422,25.723000049591064,-0.013058809871353948
2022-02-25,54.35456848144531,173.3174591064453,27.59000015258789,25.57800006866455,0.10729591412466258
2022-02-28,54.301883697509766,173.70547485351562,30.149999618530273,25.70250005722046,0.11634761420547854
2022-03-01,52.70085144042969,169.7099609375,33.31999969482422,26.127000045776366,-0.11408162912771234
2022-03-02,54.1484375,174.56396484375,30.739999771118164,26.566000080108644,0.1340136820380718
2022-03-03,53.48473358154297,175.36473083496094,30.479999542236328,26.985500049591064,0.1171667231621012
2022-03-04,55.09222412109375,173.68067932128906,31.979999542236328,27.367000007629393,0.1661481332523703
2022-03-07,52.75446319580078,166.07769775390625,36.45000076293945,28.028500080108643,-0.22695569471377228
2022-03-08,53.23976516723633,167.91859436035156,35.130001068115234,28.642000102996825,-0.13694255315853587
2022-03-09,55.18745040893555,170.7006072998047,32.45000076293945,29.192500114440918,0.07682140868752527
2022-03-10,54.328697204589844,171.03077697753906,30.229999542236328,29.706000137329102,0.03241953825362289
2022-03-11,53.415409088134766,168.32308959960938,30.75,30.048000144958497,-0.11274647139172608
2022-03-14,52.48640060424805,168.65330505371094,31.770000457763672,30.268500137329102,-0.16164434214789486
2022-03-15,54.79365921020508,173.79629516601562,29.829999923706055,30.3435001373291,0.1507372359630325
2022-03-16,56.12105941772461,179.8803253173828,26.670000076293945,30.392000102996825,0.4305245055546672
2022-03-17,55.709712982177734,183.5291290283203,25.670000076293945,30.461000061035158,0.521027439172655
2022-03-18,56.42518615722656,181.43228149414062,23.8700008392334,30.249000072479248,0.4996875698003786
2022-03-21,55.9580078125,180.4251708984375,23.530000686645508,30.038000106811523,0.43753269170004827
2022-03-22,56.89329528808594,180.3096160888672,22.940000534057617,29.744500160217285,0.4937060123859777
2022-03-23,55.78026580810547,177.13961791992188,23.56999969482422,29.37200012207031,0.32095002760263097
2022-03-24,58.29762649536133,177.2056884765625,21.670000076293945,28.9395001411438,0.484217134582316
2022-03-25,58.524696350097656,177.77528381347656,20.809999465942383,28.600500106811523,0.5169918530584617
2022-03-28,58.89788055419922,181.242431640625,19.6299991607666,28.07450008392334,0.6519006741057162
2022-03-29,59.69729232788086,183.636474609375,18.899999618530273,27.353500080108642,0.7797337877715452
2022-03-30,58.731300354003906,181.77899169921875,19.329999923706055,26.78300008773804,0.658417668771535
2022-03-31,58.60008239746094,177.04058837890625,20.559999465942383,26.28700008392334,0.4982926182311064
2022-04-01,58.34880828857422,170.58499145507812,19.6299991607666,25.669500064849853,0.2754970285152339
2022-04-04,59.081214904785156,169.40451049804688,18.56999969482422,24.77550001144409,0.28458348434824815
2022-04-05,57.152015686035156,162.80039978027344,21.030000686645508,24.070499992370607,-0.05038171062933009
2022-04-06,56.024085998535156,160.472412109375,22.100000381469727,23.55299997329712,-0.19713013729166518
2022-04-07,56.121795654296875,159.07728576660156,21.549999237060547,23.11899995803833,-0.23554748433054717
2022-04-08,54.628135681152344,157.64915466308594,21.15999984741211,22.639499950408936,-0.3768948644704873
2022-04-11,54.0334587097168,157.54180908203125,24.3700008392334,22.26949996948242,-0.41840097574609214
2022-04-12,54.44853210449219,155.1065673828125,24.260000228881836,21.99099998474121,-0.46980673048546534
2022-04-13,55.143707275390625,155.9155731201172,21.81999969482422,21.748499965667726,-0.39939976693864776
2022-04-14,53.404354095458984,155.21385192871094,22.700000762939453,21.6,-0.5332156100913632
2022-04-18,54.581607818603516,154.5039520263672,22.170000076293945,21.51499996185303,-0.4805836593329707
2022-04-19,55.61647033691406,157.41799926757812,21.3700008392334,21.40699996948242,-0.3210272353490216
2022-04-20,55.625770568847656,157.20338439941406,20.31999969482422,21.27599992752075,-0.3273038990132365
2022-04-21,55.1613883972168,155.85775756835938,22.68000030517578,21.23149995803833,-0.40011916127824965
2022-04-22,54.62348556518555,154.4956817626953,28.209999084472656,21.558499908447267,-0.47816762719875927
2022-04-25,54.71002960205078,156.5511932373047,27.020000457763672,21.86899995803833,-0.40680936910593074
2022-04-26,52.12194061279297,151.1110382080078,33.52000045776367,22.563500022888185,-0.7466839049135995
2022-04-27,52.07261657714844,153.8765106201172,31.600000381469727,23.198500061035155,-0.6612902383470473
2022-04-28,53.8780517578125,156.98046875,29.989999771118164,23.73150005340576,-0.44632379007713696
2022-04-29,51.59333801269531,148.57672119140625,33.400001525878906,24.37350015640259,-0.8616724967290607
2022-05-02,53.63700866699219,147.4209747314453,32.34000015258789,25.00900020599365,-0.7678520798664047
2022-05-03,54.0855827331543,147.04122924804688,29.25,25.54300022125244,-0.7512956922981278
2022-05-04,56.17856979370117,151.73016357421875,25.420000076293945,25.762500190734862,-0.4671699267449857
2022-05-05,53.97576141357422,148.41983032226562,31.200000762939453,26.21750020980835,-0.7141828299424062
2022-05-06,53.98600387573242,148.5271453857422,30.190000534057617,26.6495002746582,-0.7100908896605306
2022-05-09,52.38717269897461,149.77371215820312,34.75,27.3290002822876,-0.7725263447441411
2022-05-10,54.106056213378906,150.2524871826172,32.9900016784668,27.76000032424927,-0.6471596872660237
2022-05-11,52.777103424072266,146.4964141845703,32.560001373291016,28.175000381469726,-0.8525045105510022
2022-05-12,53.19217300415039,147.47879028320312,31.770000457763672,28.6725004196167,-0.7944774356693244
2022-05-13,54.74353790283203,148.23641967773438,28.8700008392334,28.981000423431396,-0.6709056651146021
2022-05-16,54.22517395019531,149.67681884765625,27.469999313354492,29.246000385284425,-0.6579672996727275
2022-05-17,56.59642028808594,152.48268127441406,26.100000381469727,29.48250036239624,-0.4163249586322229
2022-05-18,53.09910583496094,143.39901733398438,30.959999084472656,30.01450033187866,-0.9310706952338057
2022-05-19,50.83208465576172,139.3692169189453,29.350000381469727,30.34800033569336,-1.2052317877023615
2022-05-20,50.55104064941406,142.408203125,29.43000030517578,30.409000396728516,-1.1259139325004555
2022-05-23,48.984779357910156,145.1974334716797,28.479999542236328,30.48200035095215,-1.1368678745634242
2022-05-24,48.78376388549805,144.96432495117188,29.450000762939453,30.278500366210938,-1.157200292587462
2022-05-25,49.4752311706543,144.7561492919922,28.3700008392334,30.117000389099122,-1.1196011249106106
2022-05-26,51.24622344970703,148.51951599121094,27.5,29.992500400543214,-0.8857251293893539
2022-05-27,54.28194046020508,151.97482299804688,25.719999313354492,29.608500289916993,-0.5807505984630988
2022-05-31,53.98878860473633,151.74166870117188,26.190000534057617,29.301000308990478,-0.6069826903590451
2022-06-01,53.38294982910156,150.05982971191406,25.690000534057617,29.12300033569336,-0.6996190538332939
2022-06-02,53.67330551147461,153.2570037841797,24.719999313354492,29.088000297546387,-0.5786572231186449
2022-06-03,52.42439651489258,154.43931579589844,24.790000915527344,28.76750030517578,-0.6207494947358783
2022-06-06,52.229896545410156,155.78814697265625,25.06999969482422,28.51150026321411,-0.5900106662059121
2022-06-07,53.32432174682617,154.45594787597656,24.020000457763672,27.975000286102294,-0.5626072644873651
2022-06-08,52.61424255371094,149.40208435058594,23.959999084472656,27.523500156402587,-0.7698898535221058
2022-06-09,51.76365661621094,146.99586486816406,26.09000015258789,27.200000095367432,-0.9013888308187578
2022-06-10,50.37236022949219,144.08175659179688,27.75,26.999000072479248,-1.08376470058381
2022-06-13,48.17141342163086,143.8070068359375,34.02000045776367,27.256500053405762,-1.23345820419227
2022-06-14,48.40872573852539,145.00592041015625,32.689998626708984,27.517500019073488,-1.1798768584106591
2022-06-15,49.017356872558594,146.43800354003906,29.6200008392334,27.69350004196167,-1.0950589913410897
2022-06-16,46.26918411254883,143.36572265625,32.95000076293945,27.79300012588501,-1.3693614695216205
2022-06-17,46.40599822998047,142.43321228027344,31.1299991607666,27.882000064849855,-1.3904624109366048
2022-06-21,47.271148681640625,145.28903198242188,30.190000534057617,27.920000076293945,-1.2436347465812325
2022-06-22,46.55144119262695,146.66281127929688,28.950000762939453,27.943500137329103,-1.245718787660325
2022-06-23,46.59648895263672,148.72769165039062,29.049999237060547,27.923500061035156,-1.176716962984657
2022-06-24,47.770347595214844,152.6159210205078,27.229999542236328,27.866499996185304,-0.9770689718458733
2022-06-27,47.45319747924805,151.3753662109375,26.950000762939453,27.839000034332276,-1.0370945828085476
2022-06-28,46.7719612121582,149.80172729492188,28.360000610351562,27.971000099182127,-1.131093000033454
2022-06-29,46.01752471923828,150.80918884277344,28.15999984741211,28.069500064849855,-1.1471298514199029
2022-06-30,45.58588790893555,151.98312377929688,28.709999084472656,28.220499992370605,-1.1371718151231813
2022-07-01,44.83802032470703,154.02304077148438,26.700000762939453,28.319500064849855,-1.119728639960194
2022-07-05,44.69350814819336,153.7232666015625,27.540000915527344,28.457000064849854,-1.138578592344246
2022-07-06,45.28561019897461,154.1728973388672,26.729999542236328,28.54000005722046,-1.0862772512977394
2022-07-07,46.780399322509766,155.0221405029297,26.079999923706055,28.643000030517577,-0.9633937404636492
2022-07-08,46.794471740722656,154.3643798828125,24.639999389648438,28.677000045776367,-0.9835545579815863
2022-07-11,45.30906677246094,153.7316131591797,26.170000076293945,28.68100004196167,-1.0989056962620527
2022-07-12,45.169254302978516,149.34378051757812,27.290000915527344,28.65800008773804,-1.2483555628672174
2022-07-13,45.20303726196289,148.1365203857422,26.81999969482422,28.298000049591064,-1.2848497166730786
2022-07-14,45.47608947753906,148.43626403808594,26.399999618530273,27.98350009918213,-1.2577721147932126
2022-07-15,46.39755630493164,152.02479553222656,24.229999542236328,27.714000034332276,-1.083877662359503
2022-07-18,46.078514099121094,149.9349365234375,25.299999237060547,27.33149995803833,-1.1712193544788552
2022-07-19,47.76190948486328,154.70574951171875,24.5,27.0,-0.9106922560280855
2022-07-20,48.021827697753906,155.5716552734375,23.8799991607666,26.68449993133545,-0.8663267727944753
2022-07-21,48.576393127441406,155.70486450195312,23.110000610351562,26.392499923706055,-0.8265602831315237
2022-07-22,48.09220886230469,156.51248168945312,23.030000686645508,26.091499996185302,-0.8316957241414782
2022-07-25,48.14757537841797,156.45419311523438,23.360000610351562,25.898000049591065,-0.8300177943817838
2022-07-26,47.958030700683594,151.14222717285156,24.690000534057617,25.785000038146972,-1.0122423266433649
2022-07-27,49.52507019042969,153.115478515625,23.239999771118164,25.528999996185302,-0.8487425771686579
2022-07-28,50.07118225097656,156.7289581298828,22.329999923706055,25.2375,-0.6980780117419446
2022-07-29,50.24665832519531,162.26576232910156,21.329999923706055,24.86850004196167,-0.5095547124180474
2022-08-01,50.330169677734375,162.6404266357422,22.84000015258789,24.675500011444093,-0.4922117893206773
2022-08-02,49.84598159790039,161.13345336914062,23.93000030517578,24.494999980926515,-0.5714613055737706
2022-08-03,51.30323791503906,161.04183959960938,21.950000762939453,24.25600004196167,-0.48110699815246405
2022-08-04,51.87187576293945,161.95773315429688,21.440000534057617,24.024000072479247,-0.4153778776089141
2022-08-05,51.7442626953125,163.82273864746094,21.149999618530273,23.84950008392334,-0.36382916786267994
2022-08-08,51.189701080322266,163.26487731933594,21.290000915527344,23.60550012588501,-0.4171928918348995
2022-08-09,49.995182037353516,163.73114013671875,21.770000457763672,23.329500102996825,-0.47873142764204346
2022-08-10,51.647613525390625,168.49363708496094,19.739999771118164,22.975500106811523,-0.2204527978006156
2022-08-11,51.18031692504883,170.2087860107422,20.200000762939453,22.665500164031982,-0.19544773802924692
2022-08-12,52.381404876708984,171.86968994140625,19.530000686645508,22.43050022125244,-0.06537621480937002
2022-08-15,52.449893951416016,172.7001495361328,19.950000762939453,22.163000297546386,-0.034400266649753194
2022-08-16,51.76396560668945,173.0944061279297,19.690000534057617,21.922500324249267,-0.06568648989832586
2022-08-17,50.53847885131836,171.94517517089844,19.899999618530273,21.723500347137453,-0.1809360172311228
2022-08-18,52.40203857421875,174.52041625976562,19.559999465942383,21.546000289916993,0.02082166822153939
2022-08-19,51.46181869506836,174.83917236328125,20.600000381469727,21.424500274658204,-0.029160843468796716
2022-08-22,49.61515426635742,173.13633728027344,23.799999237060547,21.44650020599365,-0.20190227547236275
2022-08-23,49.71179962158203,172.18846130371094,24.110000610351562,21.41750020980835,-0.22606667353462387
2022-08-24,49.81126403808594,170.31784057617188,22.81999969482422,21.396500205993654,-0.27959715035030097
2022-08-25,51.621334075927734,171.96194458007812,21.780000686645508,21.369000244140626,-0.11107893252986868
2022-08-26,48.874794006347656,166.87020874023438,25.559999465942383,21.580500221252443,-0.449940402491528
2022-08-29,48.247982025146484,165.4777374267578,26.209999084472656,21.74900016784668,-0.5346537543446608
2022-08-30,47.516998291015625,163.6155242919922,26.209999084472656,21.863000106811523,-0.6410770351996543
2022-08-31,46.833885192871094,163.1625518798828,25.8700008392334,22.059000110626222,-0.6993115461483449
2022-09-01,46.16765213012695,164.9241180419922,25.559999465942383,22.26500005722046,-0.6855553217819583
2022-09-02,46.93803405761719,164.45436096191406,25.469999313354492,22.48100004196167,-0.6512802596920221
2022-09-06,46.748497009277344,164.37889099121094,26.90999984741211,22.761999988555907,-0.6658302439746079
2022-09-07,47.39876937866211,164.65565490722656,24.639999389648438,22.905499935150146,-0.6153403121693642
2022-09-08,48.03684997558594,164.52146911621094,23.610000610351562,23.098999977111816,-0.5787895736689725
2022-09-09,49.01929473876953,166.66891479492188,22.790000915527344,23.228499984741212,-0.4471355233293393
2022-09-12,49.64423751831055,167.91038513183594,23.8700008392334,23.445499992370607,-0.3673769237282865
2022-09-13,47.2598991394043,161.6526336669922,27.270000457763672,23.811499977111815,-0.7203878141151334
2022-09-14,47.926116943359375,160.18466186523438,26.15999984741211,24.13499994277954,-0.724744042093473
2022-09-15,46.930519104003906,155.18519592285156,26.270000457763672,24.45349998474121,-0.948562583766723
2022-09-16,47.15198516845703,148.23126220703125,26.299999237060547,24.79049997329712,-1.157052093713659
2022-09-19,47.090049743652344,151.01617431640625,25.760000228881836,25.048499965667723,-1.0718432940538776
2022-09-20,46.26618957519531,147.36720275878906,27.15999984741211,25.216499996185302,-1.241424660553671
2022-09-21,45.620872497558594,145.8153839111328,27.989999771118164,25.41049995422363,-1.3324249881739563
2022-09-22,45.19222640991211,140.80752563476562,27.350000381469727,25.636999988555907,-1.5202182381401323
2022-09-23,44.34726333618164,137.8463897705078,29.920000076293945,26.04399995803833,-1.669125838971608
2022-09-26,43.73979949951172,135.68222045898438,32.2599983215332,26.37899990081787,-1.777310583714533
2022-09-27,43.975399017333984,138.2154998779297,32.599998474121094,26.698499870300292,-1.6811121185592912
2022-09-28,44.08988952636719,140.18675231933594,30.18000030517578,26.89699993133545,-1.6106628351780932
2022-09-29,42.59203338623047,138.67686462402344,31.84000015258789,27.195499897003174,-1.7548967062318699
2022-09-30,42.012939453125,135.50604248046875,31.6200008392334,27.498499965667726,-1.893498625637334
2022-10-03,43.221256256103516,136.80624389648438,30.100000381469727,27.730000019073486,-1.7745141348359457
