Date,PG,CL,VIX,AvgVIX,zscore
2022-01-31,143.8155059814453,74.4527816772461,24.829999923706055,23.18100004196167,0.3821239316665521
2022-02-01,143.1790771484375,73.97419738769531,21.959999084472656,23.448999977111818,0.4017797023170442
2022-02-02,145.74258422851562,74.76883697509766,22.09000015258789,23.707999992370606,0.616241992887935
2022-02-03,147.1228790283203,74.70563507080078,24.350000381469727,23.939000034332274,0.858976406965416
2022-02-04,144.78350830078125,73.25179290771484,23.219999313354492,24.119499969482423,0.8521016399746576
2022-02-07,143.69894409179688,73.25179290771484,22.860000610351562,24.324499988555907,0.6742430079890193
2022-02-08,143.37628173828125,73.0711898803711,21.440000534057617,24.426500034332275,0.6681322889634349
2022-02-09,143.05360412597656,73.02605438232422,19.959999084472656,24.503999996185303,0.6269128917199528
2022-02-10,140.87550354003906,71.98758697509766,23.90999984741211,24.818499946594237,0.5388413065597378
2022-02-11,140.0867462158203,71.8160171508789,27.360000610351562,25.171000003814697,0.4539543271937606
2022-02-14,140.4901123046875,71.57221221923828,28.329999923706055,25.62799997329712,0.5832843107979491
2022-02-15,140.56182861328125,70.95816040039062,25.700000762939453,25.773499965667725,0.7541755976920241
2022-02-16,141.62843322753906,70.74143981933594,24.290000915527344,25.795499992370605,0.9852517837963296
2022-02-17,143.2507781982422,71.4728775024414,28.110000610351562,25.92150001525879,1.0617507421425658
2022-02-18,143.3224334716797,71.8340835571289,27.75,25.866499996185304,0.9798956286850815
2022-02-22,141.55673217773438,71.20198059082031,28.809999465942383,25.811999988555907,0.8541451216194063
2022-02-23,139.7909698486328,71.01234436035156,31.020000457763672,25.805000019073486,0.6137201160325707
2022-02-24,136.02639770507812,68.2491455078125,30.31999969482422,25.723000049591064,0.7124428453709207
2022-02-25,141.8345947265625,70.56083679199219,27.59000015258789,25.57800006866455,1.065863350270144
2022-02-28,139.7281951904297,69.48625183105469,30.149999618530273,25.70250005722046,0.9989098844735331
2022-03-01,137.41571044921875,68.6645278930664,33.31999969482422,26.127000045776366,0.8326318291284553
2022-03-02,137.84591674804688,69.260498046875,30.739999771118164,26.566000080108644,0.748737101270324
2022-03-03,138.35682678222656,69.89261627197266,30.479999542236328,26.985500049591064,0.6687093393125915
2022-03-04,139.0559844970703,69.85649108886719,31.979999542236328,27.367000007629393,0.7927266023964875
2022-03-07,136.9944305419922,69.24244689941406,36.45000076293945,28.028500080108643,0.6137790582197162
2022-03-08,131.5716552734375,67.60801696777344,35.130001068115234,28.642000102996825,0.14805309511008813
2022-03-09,133.34640502929688,68.21302032470703,32.45000076293945,29.192500114440918,0.28231028424744586
2022-03-10,129.91348266601562,66.67791748046875,30.229999542236328,29.706000137329102,0.11716159428064075
2022-03-11,128.3717803955078,66.61468505859375,30.75,30.048000144958497,-0.11927693495547545
2022-03-14,130.0120391845703,66.78627014160156,31.770000457763672,30.268500137329102,0.10524455911811309
2022-03-15,134.69088745117188,68.16787719726562,29.829999923706055,30.3435001373291,0.5144918943984929
2022-03-16,134.23373413085938,67.8608627319336,26.670000076293945,30.392000102996825,0.519085189767924
2022-03-17,134.65499877929688,67.84278869628906,25.670000076293945,30.461000061035158,0.5928526025118285
2022-03-18,134.58331298828125,65.19699096679688,23.8700008392334,30.249000072479248,1.2667506925132634
2022-03-21,135.09420776367188,66.95787048339844,23.530000686645508,30.038000106811523,0.8942038918398015
2022-03-22,136.1339569091797,67.2739028930664,22.940000534057617,29.744500160217285,0.9828140100574365
2022-03-23,135.18385314941406,66.48827362060547,23.56999969482422,29.37200012207031,1.0306001317406999
2022-03-24,135.41688537597656,66.50634002685547,21.670000076293945,28.9395001411438,1.0641334121931918
2022-03-25,136.98545837402344,67.5267333984375,20.809999465942383,28.600500106811523,1.05693189087677
2022-03-28,137.92660522460938,68.07756805419922,19.6299991607666,28.07450008392334,1.0685235366555892
