Date,KO,KLAC,VIX,AvgVIX,zscore
2020-05-04,37.62171936035156,141.98394775390625,35.970001220703125,39.44600009918213,-0.8892843249716951
2020-05-05,37.838417053222656,145.37469482421875,33.61000061035156,38.86450004577637,-0.8753229426230814
2020-05-06,37.29668045043945,153.01568603515625,34.119998931884766,38.235499954223634,-1.0943523127853036
2020-05-07,37.171653747558594,153.043701171875,31.440000534057617,37.64000005722046,-1.1250764473160706
2020-05-08,38.43016815185547,160.198974609375,27.979999542236328,36.95550012588501,-0.9007705689395858
2020-05-11,37.95509719848633,157.65818786621094,27.56999969482422,36.275500202178954,-0.987273175704742
2020-05-12,37.355018615722656,154.65972900390625,33.040000915527344,36.03950033187866,-1.0989468673470164
2020-05-13,36.62158966064453,153.258544921875,35.279998779296875,35.76150026321411,-1.261295814280773
2020-05-14,36.42156219482422,165.10302734375,32.61000061035156,35.38650026321411,-1.4452480739439695
2020-05-15,36.054840087890625,157.15293884277344,31.889999389648438,35.07350015640259,-1.4436073472314557
2020-05-18,37.48003387451172,161.73333740234375,29.299999237060547,34.34700002670288,-1.1493532953236247
2020-05-19,37.12165451049805,161.93045043945312,30.530000686645508,33.60300006866455,-1.2387560643762412
2020-05-20,38.24681091308594,166.99899291992188,27.989999771118164,32.90350008010864,-1.023041820842916
2020-05-21,37.646728515625,161.84600830078125,29.530000686645508,32.31100006103516,-1.1101034921755135
2020-05-22,37.53004455566406,162.3810272216797,28.15999984741211,31.92250003814697,-1.1445907596318963
2020-05-26,38.41350173950195,165.7975616455078,28.010000228881836,31.658500003814698,-0.9687808582151423
2020-05-27,38.946895599365234,165.8820343017578,27.6200008392334,31.361000061035156,-0.8400347118866608
2020-05-28,39.24694061279297,163.8921356201172,28.59000015258789,31.229000091552734,-0.7443372487412698
2020-05-29,38.90522384643555,165.15933227539062,27.510000228881836,30.89700002670288,-0.8419124531842337
2020-06-01,39.16359329223633,165.15933227539062,28.229999542236328,30.449000072479247,-0.7790819634446073
2020-06-02,39.088592529296875,166.4076690673828,26.84000015258789,29.992500019073486,-0.8115815035731865
2020-06-03,39.92202377319336,174.62998962402344,25.65999984741211,29.594999980926513,-0.7028374610383598
2020-06-04,39.93869400024414,174.85523986816406,25.809999465942383,29.179500007629393,-0.7013568035601009
2020-06-05,40.9138298034668,180.665283203125,24.520000457763672,28.8335000038147,-0.5305954739363945
2020-06-08,41.5472526550293,180.0927276611328,25.809999465942383,28.725,-0.37001841481364556
2020-06-09,40.83882522583008,179.30433654785156,27.56999969482422,28.725,-0.5332879166770272
2020-06-10,40.52211380004883,180.93751525878906,27.56999969482422,28.451499938964844,-0.6289632211012474
2020-06-11,37.95509719848633,169.49571228027344,40.790000915527344,28.727000045776368,-1.1225031081306085
2020-06-12,38.35038375854492,173.3534698486328,36.09000015258789,28.901000022888184,-1.070447392486668
2020-06-15,38.9390869140625,176.2256317138672,34.400001525878906,29.026500129699706,-0.9600971902687708
2020-06-16,39.33437728881836,181.1439971923828,33.66999816894531,29.245000076293945,-0.9201567573302982
2020-06-17,39.17457962036133,181.98878479003906,33.470001220703125,29.392000102996825,-0.9686671975394139
2020-06-18,39.51939010620117,181.84793090820312,32.939998626708984,29.639500045776366,-0.8832068145389588
2020-06-19,38.7036018371582,181.2472686767578,35.119998931884766,29.91899995803833,-1.0747289957060282
2020-06-22,38.4681282043457,180.08334350585938,31.770000457763672,30.09949998855591,-1.1186951734543484
2020-06-23,38.38401794433594,181.35049438476562,31.3700008392334,30.267500019073488,-1.1536248974461432
2020-06-24,37.55140686035156,177.04225158691406,33.84000015258789,30.57849998474121,-1.3068832735461764
2020-06-25,37.786895751953125,180.54324340820312,32.220001220703125,30.760000038146973,-1.2896116502762915
2020-06-26,36.64311218261719,177.93392944335938,34.72999954223633,31.121000003814697,-1.5379494853927065
2020-06-29,37.30751037597656,179.9613494873047,31.780000686645508,31.298500061035156,-1.399541511297752
2020-06-30,37.57664489746094,182.54257202148438,30.43000030517578,31.47800006866455,-1.3635806235828813
2020-07-01,37.69437789916992,181.29415893554688,28.6200008392334,31.626000118255615,-1.3206885516742264
2020-07-02,37.744850158691406,184.4479217529297,27.68000030517578,31.719500160217287,-1.344442734831689
2020-07-06,38.0391960144043,191.09332275390625,27.940000534057617,31.890500164031984,-1.3487794410909553
2020-07-07,38.02238082885742,190.24859619140625,29.43000030517578,32.07150020599365,-1.3432185540943928
2020-07-08,37.904632568359375,191.95687866210938,28.079999923706055,32.097000217437746,-1.391367808881483
2020-07-09,36.9290657043457,191.09332275390625,29.260000228881836,32.18150024414062,-1.6187418232124322
2020-07-10,37.971923828125,189.84494018554688,27.290000915527344,31.506500244140625,-1.350877428298688
2020-07-13,38.0560188293457,187.32009887695312,32.189998626708984,31.31150016784668,-1.3015837662886343
2020-07-14,38.577449798583984,188.5966339111328,29.520000457763672,31.067500114440918,-1.1893646899198753
2020-07-15,39.023193359375,184.0067901611328,27.760000228881836,30.772000217437743,-1.028534791839108
2020-07-16,38.81294631958008,184.0067901611328,28.0,30.49850015640259,-1.079662836162148
2020-07-17,39.376426696777344,185.0955810546875,25.68000030517578,30.13550024032593,-0.9550733927376255
2020-07-20,38.7877082824707,190.5489501953125,24.459999084472656,29.602500247955323,-1.1605368028185077
2020-07-21,39.69600296020508,191.0182342529297,24.84000015258789,29.256000232696532,-0.9450179960910935
2020-07-22,40.77251434326172,193.29913330078125,24.31999969482422,28.903500175476076,-0.7092877073585309
2020-07-23,40.604305267333984,191.40310668945312,26.079999923706055,28.515500164031984,-0.7285330295620639
2020-07-24,40.78091812133789,176.65745544433594,25.84000015258789,28.19650011062622,-0.5171322784534635
2020-07-27,40.77251434326172,184.9735870361328,24.739999771118164,27.697000122070314,-0.6141780358262517
2020-07-28,40.52020263671875,180.65591430664062,25.440000534057617,27.380000114440918,-0.6262110163649299
2020-07-29,40.38563919067383,183.1526336669922,24.100000381469727,27.063500118255615,-0.6874563748867345
2020-07-30,40.10810089111328,185.75259399414062,24.760000228881836,26.870500087738037,-0.7846498811667362
2020-07-31,39.729652404785156,187.56414794921875,24.459999084472656,26.70950002670288,-0.8973761831128088
2020-08-03,38.9390869140625,194.9041290283203,24.280000686645508,26.526500034332276,-1.1734772722265796
2020-08-04,39.267086029052734,192.3229217529297,23.760000228881836,26.243000030517578,-1.0642268960242471
2020-08-05,39.71282958984375,191.46881103515625,22.989999771118164,25.988500022888182,-0.946073397825616
2020-08-06,39.93149185180664,191.09332275390625,22.649999618530273,25.657999992370605,-0.8886094166217303
2020-08-07,40.20061111450195,190.3988037109375,22.209999084472656,25.403999900817873,-0.8152307064143365
2020-08-10,40.13334274291992,190.62405395507812,22.1299991607666,24.90099992752075,-0.8341623048969617
2020-08-11,40.30994415283203,188.23056030273438,24.030000686645508,24.626499938964844,-0.7638733540085645
2020-08-12,40.73046112060547,195.232666015625,22.280000686645508,24.352499961853027,-0.7416026036819606
2020-08-13,40.68840789794922,197.07235717773438,22.1299991607666,24.058999919891356,-0.7728454695376066
2020-08-14,40.74728012084961,199.38186645507812,22.049999237060547,23.877499866485596,-0.7849123292229279
2020-08-17,40.54542922973633,204.20831298828125,21.350000381469727,23.72199993133545,-0.8891351229211208
2020-08-18,40.7220458984375,199.6175079345703,21.510000228881836,23.555499935150145,-0.7937407372495429
2020-08-19,39.83898162841797,198.46742248535156,22.540000915527344,23.466499996185302,-0.9953466299745629
2020-08-20,39.82216262817383,194.9890594482422,22.719999313354492,23.298499965667723,-0.9597004406101225
2020-08-21,39.763282775878906,192.2742462158203,22.540000915527344,23.133500003814696,-0.9430053105096603
2020-08-24,40.343597412109375,196.41246032714844,22.3700008392334,23.01500005722046,-0.8491582078407692
2020-08-25,40.293121337890625,198.22238159179688,22.030000686645508,22.844500064849854,-0.8821092631038104
2020-08-26,40.503387451171875,200.060546875,23.270000457763672,22.803000068664552,-0.8519754784151843
2020-08-27,40.562255859375,192.72666931152344,24.469999313354492,22.788500022888183,-0.753878800183749
2020-08-28,41.90787124633789,196.64817810058594,22.959999084472656,22.713500022888184,-0.47144963914648863
2020-08-31,41.655574798583984,193.3771514892578,26.40999984741211,22.819999980926514,-0.49543562219124565
2020-09-01,41.31075668334961,196.02601623535156,26.1200008392334,22.938000011444093,-0.6095489642273779
2020-09-02,43.05166244506836,203.18081665039062,26.56999969482422,23.117000007629393,-0.2679293636420921
2020-09-03,42.45454025268555,189.86099243164062,33.599998474121094,23.664499950408935,-0.26097453723421904
2020-09-04,42.92551040649414,182.2820587158203,30.75,24.091499996185302,-0.05986314369928929
2020-09-08,41.891056060791016,164.46580505371094,31.459999084472656,24.557999992370604,-0.10789263165758717
2020-09-09,42.21064758300781,164.45635986328125,28.809999465942383,24.79699993133545,-0.030066207807366158
2020-09-10,42.05085372924805,163.20260620117188,29.709999084472656,25.168499851226805,-0.054602330073333476
2020-09-11,42.94233703613281,162.0808563232422,26.8700008392334,25.405499935150146,0.17500398402387463
2020-09-14,42.993194580078125,167.86875915527344,25.850000381469727,25.595499992370605,0.12125151225500108
2020-09-15,43.281455993652344,170.39508056640625,25.59000015258789,25.807499980926515,0.16249087438181053
2020-09-16,43.06101989746094,170.4421844482422,26.040000915527344,26.03400001525879,0.10834694012448606
2020-09-17,42.857547760009766,170.1405792236328,26.459999084472656,26.229999923706053,0.06231191049722644
2020-09-18,42.77276611328125,168.69833374023438,25.829999923706055,26.385499954223633,0.05817061667153067
2020-09-21,41.619720458984375,170.71559143066406,27.780000686645508,26.64749994277954,-0.24527277354738203
2020-09-22,42.10298156738281,172.78945922851562,26.860000610351562,26.87199993133545,-0.15144447303724984
2020-09-23,40.873634338378906,170.42337036132812,28.579999923706055,27.199499893188477,-0.42336831128614194
2020-09-24,41.289066314697266,173.95834350585938,28.510000228881836,27.461499881744384,-0.3627261809237621
2020-09-25,41.3060302734375,177.1350860595703,26.3799991607666,27.55699987411499,-0.3948914563585088
2020-09-28,41.78081130981445,182.1688995361328,26.190000534057617,27.71849994659424,-0.33693927930713435
2020-09-29,41.4755973815918,182.24427795410156,26.270000457763672,27.711499977111817,-0.41202255863001974
2020-09-30,41.85712432861328,182.63076782226562,26.3700008392334,27.723999977111816,-0.32365772534094445
2020-10-01,41.69602584838867,187.57034301757812,26.700000762939453,27.73050003051758,-0.41926267819962476
2020-10-02,41.8486328125,180.952880859375,27.6299991607666,27.432000064849852,-0.3065547942985189
2020-10-05,41.865604400634766,188.48472595214844,27.959999084472656,27.292500019073486,-0.38847018969437047
2020-10-06,41.4925537109375,188.3716278076172,29.479999542236328,27.19350004196167,-0.47789694200264543
2020-10-07,42.01819610595703,191.2655487060547,28.059999465942383,27.15600004196167,-0.38313047788504084
2020-10-08,42.781246185302734,194.83824157714844,26.360000610351562,26.988500118255615,-0.23838520145419953
2020-10-09,43.07798385620117,198.9387969970703,25.0,26.895000076293947,-0.21306836671073298
2020-10-12,43.31536865234375,202.24754333496094,25.06999969482422,26.85600004196167,-0.19313951505810076
2020-10-13,42.57777404785156,207.32852172851562,26.06999969482422,26.880000019073485,-0.4305526262077351
2020-10-14,42.492984771728516,203.6143798828125,26.399999618530273,26.897999954223632,-0.40874200488763823
2020-10-15,42.38277053833008,200.8712615966797,26.969999313354492,26.923499965667723,-0.40420705861337763
2020-10-16,42.41667938232422,196.45018005371094,27.40999984741211,27.002499961853026,-0.3454553700695498
2020-10-19,42.069068908691406,194.9513397216797,29.18000030517578,27.07249994277954,-0.4128650592753701
2020-10-20,42.60319519042969,193.92384338378906,29.350000381469727,27.196999931335448,-0.2712378510613506
2020-10-21,42.38277053833008,194.47059631347656,28.649999618530273,27.20049991607666,-0.33108691089905623
2020-10-22,42.96776580810547,191.6520538330078,28.110000610351562,27.180499935150145,-0.15662872461430624
2020-10-23,42.832122802734375,191.52003479003906,27.549999237060547,27.238999938964845,-0.18810633597374218
2020-10-26,42.2216796875,187.53262329101562,32.459999084472656,27.552499866485597,-0.2910028506572124
2020-10-27,42.30646514892578,187.20266723632812,33.349998474121094,27.906499767303465,-0.2666152902077976
2020-10-28,40.661678314208984,179.62371826171875,40.279998779296875,28.60199966430664,-0.5800152093774015
2020-10-29,40.71255111694336,190.37005615234375,37.59000015258789,29.146499633789062,-0.6904083172803885
2020-10-30,40.746463775634766,185.87355041503906,38.02000045776367,29.665999698638917,-0.630794067481546
2020-11-02,41.22124481201172,190.6339874267578,37.130001068115234,30.124499797821045,-0.569718882647926
2020-11-03,41.84016036987305,198.78797912597656,35.54999923706055,30.427999782562257,-0.5123603596321528
2020-11-04,41.68754196166992,207.88461303710938,29.56999969482422,30.50349979400635,-0.6533926769643779
2020-11-05,41.91646194458008,215.02061462402344,27.579999923706055,30.56449975967407,-0.6792442400427816
2020-11-06,41.9249382019043,218.3953094482422,24.860000610351562,30.55749979019165,-0.715734935726309
2020-11-09,44.570167541503906,218.9986114501953,25.75,30.59149980545044,-0.07935795917497411
2020-11-10,45.765586853027344,210.9011688232422,24.799999237060547,30.527999782562254,0.3038489240377779
2020-11-11,45.42646026611328,220.12034606933594,23.450000762939453,30.380499839782715,0.11606148281515143
2020-11-12,44.94319534301758,219.88473510742188,25.350000381469727,30.299499893188475,0.0012323108203176356
2020-11-13,45.31623458862305,223.42388916015625,23.100000381469727,30.083999919891358,0.051517580806689486
2020-11-16,45.65536880493164,228.79896545410156,22.450000762939453,29.74749994277954,0.07258452468800597
2020-11-17,45.5112419128418,228.85572814941406,22.709999084472656,29.415499877929687,0.036887183393159016
2020-11-18,44.60406494140625,227.4362335205078,23.84000015258789,29.174999904632568,-0.16750476929671676
2020-11-19,45.04494094848633,230.6631317138672,23.110000610351562,28.924999904632568,-0.0971557414744201
2020-11-20,44.65493392944336,229.5465545654297,23.700000762939453,28.732499980926512,-0.1792423684622348
2020-11-23,44.663414001464844,236.80474853515625,22.65999984741211,28.242500019073486,-0.2600965921472369
2020-11-24,45.12124252319336,236.73851013183594,21.639999389648438,27.657000064849854,-0.1480047871911161
2020-11-25,44.875370025634766,235.58396911621094,21.25,26.70550012588501,-0.19460697228313123
2020-11-27,44.68037033081055,240.48590087890625,20.84000015258789,25.86800012588501,-0.2980260174040468
2020-11-30,44.09077835083008,238.4418487548828,20.56999969482422,24.995500087738037,-0.4180525541850395
2020-12-01,44.466758728027344,242.88002014160156,20.770000457763672,24.17750005722046,-0.37732228364671094
2020-12-02,44.52655792236328,242.55828857421875,21.170000076293945,23.458500099182128,-0.35910485892523475
2020-12-03,45.099063873291016,243.57083129882812,21.280000686645508,23.044000148773193,-0.23144952267374969
2020-12-04,46.01335144042969,249.5421600341797,20.790000915527344,22.704500198364258,-0.07732781395890705
2020-12-07,45.278507232666016,252.3809814453125,21.299999237060547,22.526500129699706,-0.2884580487364086
2020-12-08,45.440853118896484,252.6081085205078,20.68000030517578,22.273000144958495,-0.25157330784304266
2020-12-09,45.569026947021484,242.71917724609375,22.270000457763672,22.146500205993654,-0.10743436836651842
2020-12-10,45.32976531982422,242.23655700683594,22.520000457763672,22.100000190734864,-0.16010482914752963
2020-12-11,45.586116790771484,243.79798889160156,23.309999465942383,21.998000144958496,-0.11560261325718102
2020-12-14,45.517765045166016,246.1637420654297,24.719999313354492,22.079000091552736,-0.1592504210059169
2020-12-15,46.004798889160156,246.9965362548828,22.889999389648438,22.101000022888183,-0.050326842788890776
2020-12-16,45.338321685791016,246.5612030029297,22.5,22.09050006866455,-0.20742812993101203
2020-12-17,45.517765045166016,245.73793029785156,21.93000030517578,21.995000076293945,-0.1543860173906362
2020-12-18,45.91936111450195,248.0752410888672,21.56999969482422,21.91800003051758,-0.08342661623071637
2020-12-21,45.124698638916016,246.7693634033203,25.15999984741211,21.99099998474121,-0.2617551445580678
2020-12-22,45.08197021484375,243.76010131835938,24.229999542236328,22.069499969482422,-0.23776856187109108
2020-12-23,45.355411529541016,239.21778869628906,23.309999465942383,22.15299997329712,-0.1193822504367312
2020-12-24,45.66301345825195,245.1700897216797,21.530000686645508,22.167000007629394,-0.11257747404463403
2020-12-28,46.27824783325195,243.75064086914062,21.700000762939453,22.210000038146973,0.05325126663381306
2020-12-29,46.25261306762695,240.70355224609375,23.079999923706055,22.335500049591065,0.0818268230884146
2020-12-30,46.517486572265625,246.18264770507812,22.770000457763672,22.435500049591063,0.08364668951105868
2020-12-31,46.85927963256836,245.00926208496094,22.75,22.514500045776366,0.18016876533704815
2021-01-04,45.08197021484375,246.35293579101562,26.969999313354492,22.798999977111816,-0.2673886765390061
2021-01-05,44.58638381958008,251.51986694335938,25.34000015258789,23.026499938964843,-0.44693194680747034
2021-01-06,43.167964935302734,250.97097778320312,25.06999969482422,23.214999961853028,-0.7855937729770583
2021-01-07,42.6894416809082,263.254150390625,22.3700008392334,23.299499988555908,-1.0422823871557032
2021-01-08,43.64645767211914,267.9761657714844,21.559999465942383,23.263999938964844,-0.8634979955581226
2021-01-11,42.8945198059082,273.5877990722656,24.079999923706055,23.34199991226196,-1.1104612270374863
2021-01-12,42.81761932373047,275.36688232421875,23.329999923706055,23.342999935150146,-1.149485902705462
2021-01-13,42.8603515625,274.52471923828125,22.209999084472656,23.217499923706054,-1.1294735098805757
2021-01-14,42.0656852722168,287.5647888183594,23.25,23.235499954223634,-1.4716887084835455
2021-01-15,41.6128044128418,287.8013916015625,24.34000015258789,23.32749996185303,-1.5845235515894007
2021-01-19,41.45047378540039,297.21722412109375,23.239999771118164,23.392999935150147,-1.7315641666269486
2021-01-20,41.595733642578125,287.99072265625,21.579999923706055,23.39349994659424,-1.590837722075428
2021-01-21,41.82643508911133,288.8139343261719,21.31999969482422,23.201499938964844,-1.5441397934160912
2021-01-22,41.43337631225586,288.6341552734375,21.90999984741211,23.085499954223632,-1.6376703767292313
2021-01-25,41.681175231933594,292.3153381347656,23.190000534057617,23.079500007629395,-1.6194636637379491
2021-01-26,42.11696243286133,287.25250244140625,23.020000457763672,23.153999996185302,-1.4556515790751896
2021-01-27,41.467559814453125,269.16851806640625,37.209999084472656,23.929499912261964,-1.4069853664986505
2021-01-28,41.99732971191406,275.4709777832031,30.209999084472656,24.285999870300294,-1.350153760000409
2021-01-29,41.14284896850586,265.03326416015625,33.09000015258789,24.801999855041505,-1.4387083506582592
2021-02-01,41.42483901977539,276.9093322753906,30.239999771118164,25.176499843597412,-1.505804032403445
2021-02-02,41.83498001098633,282.7386474609375,25.559999465942383,25.105999851226805,-1.4726587542680172
2021-02-03,41.672630310058594,270.92877197265625,22.90999984741211,24.984499835968016,-1.3772250095382257
2021-02-04,41.877708435058594,278.4328918457031,21.770000457763672,24.81949987411499,-1.413079777578719
2021-02-05,42.4245719909668,272.5657653808594,20.8700008392334,24.74449987411499,-1.2130679700072646
2021-02-08,42.655277252197266,286.03179931640625,21.239999771118164,24.72849988937378,-1.3107986363513031
2021-02-09,42.46729278564453,282.2939147949219,21.6299991607666,24.605999851226805,-1.3138118720569836
2021-02-10,42.3818244934082,281.6315002441406,21.989999771118164,24.538999843597413,-1.327028805234043
2021-02-11,42.9799690246582,307.0588073730469,21.25,24.49099988937378,-1.472048912348656
2021-02-12,43.31321334838867,313.9952087402344,19.969999313354492,24.326999855041503,-1.4702505981873384
2021-02-16,42.95433807373047,319.07696533203125,21.459999084472656,24.18299980163574,-1.6155753279614056
2021-02-17,42.83472442626953,312.56634521484375,21.5,24.095999813079835,-1.5702868173464628
2021-02-18,43.38157272338867,308.54302978515625,22.489999771118164,24.14149980545044,-1.3913421145017433
2021-02-19,42.81761932373047,313.7714538574219,22.049999237060547,24.177999782562257,-1.58821341291949
2021-02-22,43.2619514465332,300.00286865234375,23.450000762939453,24.254999828338622,-1.322870316370244
2021-02-23,43.18505096435547,302.4891052246094,23.110000610351562,24.25099983215332,-1.369973395290084
2021-02-24,43.330299377441406,311.6459045410156,21.34000015258789,24.16699981689453,-1.4392575390245814
2021-02-25,42.868892669677734,289.21392822265625,28.889999389648438,23.75099983215332,-1.2952035846099599
2021-02-26,41.86061096191406,295.32489013671875,27.950000762939453,23.63799991607666,-1.6102089657298997
2021-03-01,42.638187408447266,309.3305969238281,23.350000381469727,23.15099992752075,-1.581116191081179
2021-03-02,42.80907440185547,293.98699951171875,24.100000381469727,22.84399995803833,-1.3642770206702395
2021-03-03,42.70653533935547,288.2840576171875,26.670000076293945,22.89949998855591,-1.3240630819512051
2021-03-04,42.67236328125,272.9213562011719,28.56999969482422,23.182499980926515,-1.156872095699004
2021-03-05,43.39865493774414,280.7498779296875,24.65999984741211,23.326999950408936,-1.0696836511849108
2021-03-08,44.124969482421875,260.0354919433594,25.469999313354492,23.55699987411499,-0.6564201563672477
2021-03-09,43.458473205566406,279.0703125,24.030000686645508,23.69649991989136,-1.0359499173874913
2021-03-10,43.95406723022461,268.9645690917969,22.559999465942383,23.742999935150145,-0.7999846126898097
2021-03-11,43.4755744934082,281.2148742675781,21.90999984741211,23.738999938964845,-1.0562903334446785
2021-03-12,43.389404296875,279.2315673828125,20.690000534057617,23.710999965667725,-1.0545882994484077
2021-03-15,43.966670989990234,283.6819152832031,20.030000686645508,23.714000034332276,-0.965048163120093
2021-03-16,44.130374908447266,286.5191345214844,19.790000915527344,23.63050012588501,-0.9576504385427111
2021-03-17,44.14759826660156,289.7833557128906,19.229999542236328,23.517000102996825,-0.9907519745918599
2021-03-18,43.570350646972656,273.9842834472656,21.579999923706055,23.47150011062622,-0.9506415115714785
2021-03-19,43.77712631225586,277.9126281738281,20.950000762939453,23.416500186920167,-0.9452344031021104
