Date,XLU,FDX,VIX,AvgVIX,zscore
2020-01-30,28.520551681518555,132.1472625732422,15.489999771118164,13.696000051498412,2.4465509189056047
2020-01-31,28.392953872680664,128.92063903808594,18.84000015258789,14.014500045776368,2.3970963595666226
2020-02-03,28.483501434326172,128.2075958251953,17.969999313354492,14.211999988555908,2.4635341864771516
2020-02-04,28.199491500854492,131.4787139892578,16.049999237060547,14.32199993133545,2.2443471358876477
2020-02-05,28.314735412597656,133.65353393554688,15.149999618530273,14.389999914169312,2.2967315720446577
2020-02-06,28.322980880737305,132.47702026367188,14.960000038146973,14.465499925613404,2.31438441464704
2020-02-07,28.232419967651367,138.74301147460938,15.470000267028809,14.611999940872192,2.1899753895383247
2020-02-10,28.33943748474121,139.74130249023438,15.039999961853027,14.735999917984008,2.249280819721728
2020-02-11,28.442340850830078,140.82867431640625,15.180000305175781,14.878999948501587,2.3049758945703025
2020-02-12,28.462923049926758,141.2832489013672,13.739999771118164,14.946499919891357,2.3136410162549073
2020-02-13,28.779863357543945,143.92156982421875,14.149999618530273,15.032999897003174,2.4925997771998176
2020-02-14,28.973318099975586,141.3812713623047,13.680000305175781,15.100999927520752,2.6451584764096343
2020-02-18,29.21617889404297,141.33676147460938,14.829999923706055,15.237499904632568,2.803855572329885
2020-02-19,28.89923858642578,143.6273956298828,14.380000114440918,15.313999891281128,2.5734476432755775
2020-02-20,29.002132415771484,146.9877471923828,15.5600004196167,15.446499919891357,2.6054108031611496
2020-02-21,28.948623657226562,145.5081329345703,17.079999923706055,15.651499938964843,2.585992367089079
2020-02-24,28.611101150512695,138.0210418701172,25.030000686645508,16.174999952316284,2.4442357529405694
2020-02-25,28.010154724121094,129.77630615234375,27.850000381469727,16.655999994277956,2.1387574396581455
2020-02-26,27.726144790649414,128.82261657714844,27.559999465942383,17.219999933242796,1.963669562252757
2020-02-27,26.478958129882812,123.67969512939453,39.15999984741211,18.35849995613098,1.204765418747649
2020-02-28,25.593994140625,125.82775115966797,40.11000061035156,19.589499998092652,0.6057579932013442
2020-03-02,27.100494384765625,124.56207275390625,33.41999816894531,20.318499898910524,1.6005081334914921
2020-03-03,26.767086029052734,118.6258773803711,36.81999969482422,21.26099991798401,1.4452435554028447
2020-03-04,28.285930633544922,121.5850830078125,31.989999771118164,22.05799994468689,2.4039365184990995
2020-03-05,27.849628448486328,115.80931854248047,39.619998931884766,23.281499910354615,2.1799583280779213
2020-03-06,27.62323760986328,114.37600708007812,41.939998626708984,24.630499839782715,2.0474177169257923
2020-03-09,26.12085723876953,103.6443099975586,54.459999084472656,26.57999978065491,1.1805822156946884
2020-03-10,26.363710403442383,108.09645080566406,47.29999923706055,28.192999744415282,1.2923376302898497
2020-03-11,25.038318634033203,99.4429931640625,53.900001525878906,30.12899980545044,0.5191235611922588
2020-03-12,22.511024475097656,86.89281463623047,75.47000122070312,33.21549987792969,-0.9964983560595011
2020-03-13,23.737625122070312,95.51940155029297,57.83000183105469,35.39949998855591,-0.2873697565747573
2020-03-16,21.04157066345215,81.06112670898438,82.69000244140625,38.850000095367434,-1.8930280521946512
2020-03-17,23.733509063720703,85.06536865234375,75.91000366210938,41.9040002822876,-0.18093076154101684
2020-03-18,22.700366973876953,89.2935562133789,76.44999694824219,45.007500123977664,-0.8981942434282346
2020-03-19,21.37909507751465,100.0431900024414,72.0,47.829500102996825,-1.8712564295925578
2020-03-20,19.683256149291992,99.48777770996094,66.04000091552734,50.27750015258789,-2.97035867941359
2020-03-23,18.678844451904297,100.11486053466797,61.59000015258789,52.10550012588501,-3.6313144146242444
2020-03-24,20.68682861328125,107.53209686279297,61.66999816894531,53.796500015258786,-2.4004631217012595
2020-03-25,21.214813232421875,105.98234558105469,63.95000076293945,55.61600008010864,-2.0402857200187308
2020-03-26,23.02324104309082,112.51277160644531,61.0,56.708000087738036,-0.9301958700328906
2020-03-27,23.14797019958496,108.01582336425781,65.54000091552734,57.97950010299682,-0.8019905463667222
2020-03-30,24.004375457763672,111.35716247558594,57.08000183105469,59.16250028610229,-0.27888928080053393
2020-03-31,23.035717010498047,108.62499237060547,53.540000915527344,59.99850034713745,-0.8814861115625343
2020-04-01,21.651330947875977,101.65563201904297,57.060001373291016,61.252000427246095,-1.7107159317076766
2020-04-02,22.328975677490234,104.48635864257812,50.90999984741211,61.81650047302246,-1.2987536959241759
2020-04-03,21.530771255493164,97.83951568603516,46.79999923706055,62.059500503540036,-1.7494316926761633
2020-04-06,23.193696975708008,106.61837768554688,45.2400016784668,61.598500633239745,-0.7576111695800221
2020-04-07,22.902687072753906,103.86827087402344,46.70000076293945,61.568500709533694,-0.9185085065158314
2020-04-08,24.14988136291504,112.4590072631836,43.349998474121094,61.041000556945804,-0.19558819868253247
2020-04-09,25.28898811340332,109.54765319824219,41.66999816894531,59.35100040435791,0.5769697458385822
2020-04-13,24.486621856689453,110.65845489501953,41.16999816894531,58.51800022125244,0.042604713180912676
2020-04-14,25.205841064453125,112.04694366455078,37.7599983215332,56.27150001525879,0.496708502488268
2020-04-15,24.374378204345703,107.40668487548828,40.84000015258789,54.51799983978272,0.0034164188083263326
2020-04-16,24.3785343170166,106.672119140625,40.11000061035156,52.70100002288818,0.013791781566671085
2020-04-17,25.164262771606445,111.84091186523438,38.150001525878906,51.00850009918213,0.4717693479833923
2020-04-20,24.212244033813477,109.86116790771484,43.83000183105469,49.898000144958495,-0.12784005314169428
2020-04-21,23.81313705444336,107.9262466430664,45.40999984741211,49.089000129699706,-0.3676755305647758
2020-04-22,24.50741195678711,106.18839263916016,41.97999954223633,48.104500198364256,0.10280938350927447
2020-04-23,24.09583854675293,108.28457641601562,41.380001068115234,46.976000213623045,-0.1872256949870533
2020-04-24,24.245500564575195,110.23741149902344,35.93000030517578,45.722500228881835,-0.11009952039222155
2020-04-27,24.499095916748047,114.02667999267578,33.290000915527344,44.11000022888184,0.015573973699734789
2020-04-28,24.590557098388672,114.42975616455078,33.56999969482422,42.93450012207031,0.0709568361460787
2020-04-29,24.366058349609375,115.98846435546875,31.229999542236328,41.81900005340576,-0.09158215809824946
2020-04-30,23.804821014404297,113.56084442138672,34.150001525878906,40.673500061035156,-0.4319084999750667
2020-05-01,23.23111343383789,105.88381958007812,37.189998626708984,39.9875,-0.7255655815858523
2020-05-04,23.40572166442871,103.77867889404297,35.970001220703125,39.44600009918213,-0.5898283007825584
2020-05-05,23.596960067749023,105.40904998779297,33.61000061035156,38.86450004577637,-0.48224769653848504
2020-05-06,22.794597625732422,103.124755859375,34.119998931884766,38.235499954223634,-0.9811717272856212
