Date,CVX,BP,VIX,AvgVIX,zscore
2020-03-17,54.19386291503906,13.641183853149414,75.91000366210938,41.9040002822876,-0.5757895874403359
2020-03-18,42.203590393066406,11.66451644897461,76.44999694824219,45.007500123977664,-0.7904279559800625
2020-03-19,43.99753189086914,12.308924674987793,72.0,47.829500102996825,-0.8787085376458713
2020-03-20,45.53081512451172,12.59130859375,66.04000091552734,50.27750015258789,-0.8614865329263085
2020-03-23,41.5672721862793,13.170550346374512,61.59000015258789,52.10550012588501,-1.3580722210179705
2020-03-24,51.019981384277344,16.016082763671875,61.66999816894531,53.796500015258786,-1.6333263238654792
2020-03-25,53.105224609375,17.587282180786133,63.95000076293945,55.61600008010864,-2.0198297928367843
2020-03-26,58.55604934692383,17.68140983581543,61.0,56.708000087738036,-1.6444709256771628
2020-03-27,52.72957229614258,16.182619094848633,65.54000091552734,57.97950010299682,-1.5629099883558064
2020-03-30,55.159828186035156,17.319377899169922,57.08000183105469,59.16250028610229,-1.7735859553196018
2020-03-31,55.55080795288086,17.659683227539062,53.540000915527344,59.99850034713745,-1.8618376292180583
2020-04-01,52.560909271240234,17.645206451416016,57.060001373291016,61.252000427246095,-2.0805596626119875
2020-04-02,58.356719970703125,18.847135543823242,50.90999984741211,61.81650047302246,-2.0619093147385583
2020-04-03,57.58240509033203,17.89862632751465,46.79999923706055,62.059500503540036,-1.792328953486714
2020-04-06,61.63027572631836,18.137561798095703,45.2400016784668,61.598500633239745,-1.571948849190826
2020-04-07,62.036582946777344,17.95655059814453,46.70000076293945,61.568500709533694,-1.4790437695712524
2020-04-08,65.91580200195312,18.38374137878418,43.349998474121094,61.041000556945804,-1.3362874096015012
2020-04-09,64.63550567626953,18.028955459594727,41.66999816894531,59.35100040435791,-1.309579217697328
2020-04-13,65.09550476074219,18.036191940307617,41.16999816894531,58.51800022125244,-1.277658275157724
2020-04-14,64.86550903320312,17.695892333984375,37.7599983215332,56.27150001525879,-1.1773628561412743
2020-04-15,63.24020767211914,16.537403106689453,40.84000015258789,54.51799983978272,-0.8989522309188053
2020-04-16,61.32363510131836,15.820587158203125,40.11000061035156,52.70100002288818,-0.7948453026799261
2020-04-17,66.82810974121094,16.9645938873291,38.150001525878906,51.00850009918213,-0.7779938276431527
2020-04-20,64.06817626953125,16.182619094848633,43.83000183105469,49.898000144958495,-0.7144925935932204
2020-04-21,62.58858108520508,15.668534278869629,45.40999984741211,49.089000129699706,-0.6476913641480855
2020-04-22,64.73516845703125,16.89218521118164,41.97999954223633,48.104500198364256,-0.9095967171857937
2020-04-23,66.54444885253906,16.928390502929688,41.380001068115234,46.976000213623045,-0.7867179345531563
2020-04-24,66.70545959472656,16.935632705688477,35.93000030517578,45.722500228881835,-0.7771709380477289
2020-04-27,68.7753677368164,17.60176658630371,33.290000915527344,44.11000022888184,-0.8523039990971134
2020-04-28,68.92870330810547,17.49315643310547,33.56999969482422,42.93450012207031,-0.8033276450514296
2020-04-29,72.53959655761719,18.412700653076172,31.229999542236328,41.81900005340576,-0.850657867908567
2020-04-30,70.5309829711914,17.232494354248047,34.150001525878906,40.673500061035156,-0.5934299202669797
2020-05-01,68.56838989257812,16.53015899658203,37.189998626708984,39.9875,-0.4977666300686
2020-05-04,70.10166931152344,16.83426284790039,35.970001220703125,39.44600009918213,-0.48804477312414274
2020-05-05,71.21328735351562,17.283174514770508,33.61000061035156,38.86450004577637,-0.5598759011551945
2020-05-06,69.03601837158203,17.073196411132812,34.119998931884766,38.235499954223634,-0.650286126993102
2020-05-07,71.02163696289062,17.420751571655273,31.440000534057617,37.64000005722046,-0.6217214143588892
2020-05-08,73.19123077392578,17.866863250732422,27.979999542236328,36.95550012588501,-0.6134220808709148
2020-05-11,71.58128356933594,17.472795486450195,27.56999969482422,36.275500202178954,-0.5978162344894644
2020-05-12,69.84101104736328,17.145641326904297,33.040000915527344,36.03950033187866,-0.615067227138681
2020-05-13,68.00106811523438,16.528518676757812,35.279998779296875,35.76150026321411,-0.5396503997589556
2020-05-14,69.03601837158203,16.461606979370117,32.61000061035156,35.38650026321411,-0.43910515145886436
2020-05-15,68.35371398925781,16.223676681518555,31.889999389648438,35.07350015640259,-0.408001960003573
2020-05-18,71.99427795410156,17.4802303314209,29.299999237060547,34.34700002670288,-0.5694809398406532
2020-05-19,69.71502685546875,17.034114837646484,30.530000686645508,33.60300006866455,-0.5859841240989956
2020-05-20,72.34432983398438,17.56201934814453,27.989999771118164,32.90350008010864,-0.5715297449118344
2020-05-21,71.59754943847656,17.383573532104492,29.530000686645508,32.31100006103516,-0.5657909156514582
2020-05-22,70.22844696044922,17.086166381835938,28.15999984741211,31.92250003814697,-0.5655405025193414
2020-05-26,72.57770538330078,17.294347763061523,28.010000228881836,31.658500003814698,-0.46164066467130477
2020-05-27,73.04443359375,17.792509078979492,27.6200008392334,31.361000061035156,-0.598731870592108
2020-05-28,70.68740844726562,17.294347763061523,28.59000015258789,31.229000091552734,-0.6030831919491442
2020-05-29,71.33306884765625,17.205129623413086,27.510000228881836,30.89700002670288,-0.5239643919016523
2020-06-01,72.18095397949219,17.7255916595459,28.229999542236328,30.449000072479247,-0.6402357251411108
2020-06-02,73.65897369384766,18.550907135009766,26.84000015258789,29.992500019073486,-0.8146223515011898
2020-06-03,75.59593963623047,19.257253646850586,25.65999984741211,29.594999980926513,-0.9135882524529373
2020-06-04,74.89582061767578,19.101112365722656,25.809999465942383,29.179500007629393,-0.9120596842342473
2020-06-05,78.41969299316406,20.603029251098633,24.520000457763672,28.8335000038147,-1.1669937597117084
2020-06-08,80.30998992919922,21.10118865966797,25.809999465942383,28.725,-1.1975649795812366
2020-06-09,78.97976684570312,20.327922821044922,27.56999969482422,28.725,-1.0300920543283785
2020-06-10,75.90709686279297,19.614145278930664,27.56999969482422,28.451499938964844,-1.0135399201255857
2020-06-11,69.52056884765625,17.89659881591797,40.790000915527344,28.727000045776368,-0.8983490650686945
2020-06-12,71.86981964111328,18.402202606201172,36.09000015258789,28.901000022888184,-0.8971493400231896
2020-06-15,70.96746826171875,18.112228393554688,34.400001525878906,29.026500129699706,-0.8645405974051305
2020-06-16,73.14556121826172,18.253494262695312,33.66999816894531,29.245000076293945,-0.7503424787215555
2020-06-17,71.2085952758789,17.621503829956055,33.470001220703125,29.392000102996825,-0.6770516279032138
2020-06-18,71.51976776123047,17.614063262939453,32.939998626708984,29.639500045776366,-0.6511987549665127
2020-06-19,70.5007095336914,17.59919548034668,35.119998931884766,29.91899995803833,-0.7223165332315633
2020-06-22,71.24748992919922,17.747896194458008,31.770000457763672,30.09949998855591,-0.7177844203918337
2020-06-23,71.13080596923828,17.9709529876709,31.3700008392334,30.267500019073488,-0.8035365618394351
2020-06-24,68.1748046875,17.205129623413086,33.84000015258789,30.57849998474121,-0.7602832771030908
2020-06-25,69.39608001708984,17.472795486450195,32.220001220703125,30.760000038146973,-0.7613253145467423
2020-06-26,67.25687408447266,16.922588348388672,34.72999954223633,31.121000003814697,-0.7314068415882164
2020-06-29,68.19815063476562,17.457927703857422,31.780000686645508,31.298500061035156,-0.84582722718117
2020-06-30,69.41165161132812,17.338958740234375,30.43000030517578,31.47800006866455,-0.7139465199743387
2020-07-01,68.15924835205078,17.257169723510742,28.6200008392334,31.626000118255615,-0.7794166624087854
2020-07-02,68.69598388671875,17.40587615966797,27.68000030517578,31.719500160217287,-0.7906032497734953
2020-07-06,68.89824676513672,17.57689094543457,27.940000534057617,31.890500164031984,-0.8345199829543174
2020-07-07,67.14019012451172,17.115907669067383,29.43000030517578,32.07150020599365,-0.8068906753549758
2020-07-08,67.17130279541016,17.219999313354492,28.079999923706055,32.097000217437746,-0.8405053515335565
2020-07-09,64.36309814453125,16.394681930541992,29.260000228881836,32.18150024414062,-0.7656498996802451
2020-07-10,66.30007934570312,16.69952964782715,27.290000915527344,31.506500244140625,-0.7259776865848344
2020-07-13,66.43230438232422,16.69952964782715,32.189998626708984,31.31150016784668,-0.7160838741405737
2020-07-14,68.72710418701172,17.309223175048828,29.520000457763672,31.067500114440918,-0.7549005154405359
2020-07-15,69.14717864990234,17.70328712463379,27.760000228881836,30.772000217437743,-0.859537939136298
2020-07-16,68.73489379882812,17.636367797851562,28.0,30.49850015640259,-0.8672802341433701
2020-07-17,67.82474517822266,17.286914825439453,25.68000030517578,30.13550024032593,-0.8147169918960093
2020-07-20,66.33119201660156,17.056419372558594,24.459999084472656,29.602500247955323,-0.8468831864252145
2020-07-21,71.09192657470703,17.911474227905273,24.84000015258789,29.256000232696532,-0.7859078017461046
2020-07-22,70.81964874267578,17.43562126159668,24.31999969482422,28.903500175476076,-0.6419697792432106
2020-07-23,70.79631042480469,17.26460838317871,26.079999923706055,28.515500164031984,-0.5846655741817848
2020-07-24,70.11176300048828,17.048992156982422,25.84000015258789,28.19650011062622,-0.5614352373385442
2020-07-27,70.81964874267578,17.205129623413086,24.739999771118164,27.697000122070314,-0.5623813389004706
2020-07-28,69.31830596923828,16.96719741821289,25.440000534057617,27.380000114440918,-0.592562495321738
2020-07-29,70.0650863647461,17.26460838317871,24.100000381469727,27.063500118255615,-0.6393798241440068
2020-07-30,67.10906982421875,16.68465805053711,24.760000228881836,26.870500087738037,-0.6603093790452781
2020-07-31,65.29658508300781,16.387250900268555,24.459999084472656,26.70950002670288,-0.6932352921608219
2020-08-03,65.97335815429688,16.42443084716797,24.280000686645508,26.526500034332276,-0.6554335516109691
2020-08-04,67.28022766113281,17.6512393951416,23.760000228881836,26.243000030517578,-0.9812615846208859
2020-08-05,67.8325424194336,17.80738067626953,22.989999771118164,25.988500022888182,-0.993849689420423
2020-08-06,68.04257202148438,17.294347763061523,22.649999618530273,25.657999992370605,-0.8009845592780442
2020-08-07,67.5213851928711,17.086166381835938,22.209999084472656,25.403999900817873,-0.7680979159099453
2020-08-10,69.80059814453125,17.472795486450195,22.1299991607666,24.90099992752075,-0.731057019029626
2020-08-11,69.71502685546875,17.70328712463379,24.030000686645508,24.626499938964844,-0.8170483790177893
2020-08-12,70.57072448730469,18.03787612915039,22.280000686645508,24.352499961853027,-0.8685534396776188
2020-08-13,69.87061309814453,17.66498565673828,22.1299991607666,24.058999919891356,-0.7921811079392458
2020-08-14,70.28292083740234,17.31846809387207,22.049999237060547,23.877499866485596,-0.6416779204701238
2020-08-17,70.60960388183594,17.13767433166504,21.350000381469727,23.72199993133545,-0.5548058453800868
2020-08-18,69.14977264404297,16.843889236450195,21.510000228881836,23.555499935150145,-0.562594953073152
2020-08-19,68.17125701904297,16.753490447998047,22.540000915527344,23.466499996185302,-0.604598357689372
2020-08-20,66.92446899414062,16.542564392089844,22.719999313354492,23.298499965667723,-0.6250574980220054
2020-08-21,67.13752746582031,16.165910720825195,22.540000915527344,23.133500003814696,-0.479057292541521
2020-08-24,68.81045532226562,16.504898071289062,22.3700008392334,23.01500005722046,-0.4709313864965517
2020-08-25,67.9660873413086,16.286441802978516,22.030000686645508,22.844500064849854,-0.4586790497729178
2020-08-26,66.90080261230469,16.105648040771484,23.270000457763672,22.803000068664552,-0.4759617431803975
2020-08-27,67.0033950805664,15.92485523223877,24.469999313354492,22.788500022888183,-0.4058577003015918
2020-08-28,67.57154846191406,16.105648040771484,22.959999084472656,22.713500022888184,-0.4257728091979604
2020-08-31,66.23006439208984,15.766661643981934,26.40999984741211,22.819999980926514,-0.40909857752000733
2020-09-01,65.559326171875,15.646129608154297,26.1200008392334,22.938000011444093,-0.41766739721077195
2020-09-02,65.64613342285156,15.49547004699707,26.56999969482422,23.117000007629393,-0.3591494602390868
2020-09-03,64.92801666259766,15.525605201721191,33.599998474121094,23.664499950408935,-0.42328857593496333
2020-09-04,64.65182495117188,15.472872734069824,30.75,24.091499996185302,-0.4257463281404741
2020-09-08,62.31608581542969,15.179084777832031,31.459999084472656,24.557999992370604,-0.49907474711783606
2020-09-09,63.15251159667969,15.307145118713379,28.809999465942383,24.79699993133545,-0.48070777605352677
2020-09-10,61.668983459472656,14.99828815460205,29.709999084472656,25.168499851226805,-0.4850657222681515
2020-09-11,61.30600357055664,15.111284255981445,26.8700008392334,25.405499935150146,-0.5512432916071115
2020-09-14,60.990360260009766,14.945556640625,25.850000381469727,25.595499992370605,-0.5176359653307199
2020-09-15,60.248592376708984,14.809964179992676,25.59000015258789,25.807499980926515,-0.526319275731871
2020-09-16,61.99253463745117,15.035951614379883,26.040000915527344,26.03400001525879,-0.4738609640986219
2020-09-17,62.17403030395508,14.734635353088379,26.459999084472656,26.229999923706053,-0.35623636550954035
2020-09-18,61.716331481933594,14.222387313842773,25.829999923706055,26.385499954223633,-0.21360540467491246
2020-09-21,60.20914077758789,13.800532341003418,27.780000686645508,26.64749994277954,-0.1807158613365189
2020-09-22,59.60152816772461,13.921065330505371,26.860000610351562,26.87199993133545,-0.26780068800491147
2020-09-23,56.776519775390625,13.536877632141113,28.579999923706055,27.199499893188477,-0.34652404867962455
2020-09-24,56.65814208984375,13.506746292114258,28.510000228881836,27.461499881744384,-0.34497741574650315
2020-09-25,56.681819915771484,13.454015731811523,26.3799991607666,27.55699987411499,-0.32499792042242087
2020-09-28,58.33895492553711,13.695073127746582,26.190000534057617,27.71849994659424,-0.28423864662573556
2020-09-29,56.73707580566406,13.31088638305664,26.270000457763672,27.711499977111817,-0.27144100353269446
2020-09-30,56.81597137451172,13.152693748474121,26.3700008392334,27.723999977111816,-0.21091390288940456
2020-10-01,55.56916427612305,12.678112030029297,26.700000762939453,27.73050003051758,-0.1403345388314363
2020-10-02,56.176795959472656,12.693180084228516,27.6299991607666,27.432000064849852,-0.10007113574275961
2020-10-05,57.36834716796875,12.949300765991211,27.959999084472656,27.292500019073486,-0.09935076225104601
2020-10-06,57.052703857421875,12.753442764282227,29.479999542236328,27.19350004196167,-0.055339455701787964
2020-10-07,58.220584869384766,12.82877254486084,28.059999465942383,27.15600004196167,0.006036627431967932
2020-10-08,59.356903076171875,13.175292015075684,26.360000610351562,26.988500118255615,-0.02859041461134917
2020-10-09,58.39418411254883,13.077363014221191,25.0,26.895000076293947,-0.06681165337776074
2020-10-12,58.796627044677734,12.986968994140625,25.06999969482422,26.85600004196167,-0.00548570678670775
2020-10-13,57.920719146728516,12.565118789672852,26.06999969482422,26.880000019073485,0.07463827970450577
2020-10-14,57.56562042236328,12.497320175170898,26.399999618530273,26.897999954223632,0.07147858548698104
2020-10-15,58.00752258300781,12.384322166442871,26.969999313354492,26.923499965667723,0.14356221662905216
2020-10-16,57.51827621459961,12.241195678710938,27.40999984741211,27.002499961853026,0.15637545907676542
2020-10-19,56.24779510498047,12.075468063354492,29.18000030517578,27.07249994277954,0.11853651208962188
2020-10-20,56.56344985961914,12.16586685180664,29.350000381469727,27.196999931335448,0.1109409807132001
2020-10-21,55.92426300048828,11.92480754852295,28.649999618530273,27.20049991607666,0.14635090619810895
2020-10-22,57.920719146728516,12.128199577331543,28.110000610351562,27.180499935150145,0.2255058727333031
2020-10-23,57.265743255615234,12.090535163879395,27.549999237060547,27.238999938964845,0.1895024040251515
2020-10-26,55.97951126098633,11.90220832824707,32.459999084472656,27.552499866485597,0.15828836740097926
2020-10-27,54.851078033447266,11.585821151733398,33.349998474121094,27.906499767303465,0.18310076855640942
2020-10-28,52.775718688964844,11.224234580993652,40.279998779296875,28.60199966430664,0.1526661801150512
2020-10-29,54.29081344604492,11.495427131652832,37.59000015258789,29.146499633789062,0.17239158564157217
2020-10-30,54.84318923950195,11.661150932312012,38.02000045776367,29.665999698638917,0.15649921723795665
2020-11-02,56.93434143066406,12.128199577331543,37.130001068115234,30.124499797821045,0.15169960751058645
2020-11-03,56.610801696777344,12.188465118408203,35.54999923706055,30.427999782562257,0.10668095860157926
2020-11-04,56.634464263916016,12.150800704956055,29.56999969482422,30.50349979400635,0.12145699273938032
2020-11-05,56.92643356323242,12.162322044372559,27.579999923706055,30.56449975967407,0.13932545674760338
2020-11-06,56.14522171020508,12.016345977783203,24.860000610351562,30.55749979019165,0.13127617382958856
2020-11-09,62.655391693115234,13.891019821166992,25.75,30.59149980545044,-0.028918966431704624
2020-11-10,65.55142974853516,14.67469310760498,24.799999237060547,30.527999782562254,-0.08282258633900924
2020-11-11,65.07006072998047,14.50566577911377,23.450000762939453,30.380499839782715,-0.06047639268106443
2020-11-12,63.65754699707031,14.044683456420898,25.350000381469727,30.299499893188475,-0.006991972723925731
2020-11-13,65.5198745727539,14.444198608398438,23.100000381469727,30.083999919891358,-0.005594291795667876
2020-11-16,70.19927978515625,15.181775093078613,22.450000762939453,29.74749994277954,0.08986069613452521
2020-11-17,69.69483184814453,15.404583930969238,22.709999084472656,29.415499877929687,-0.024820483514663993
2020-11-18,67.4848403930664,15.028116226196289,23.84000015258789,29.174999904632568,-0.0601905602872737
2020-11-19,68.6458969116211,15.00506591796875,23.110000610351562,28.924999904632568,0.03464538339275075
2020-11-20,68.69393157958984,14.974332809448242,23.700000762939453,28.732499980926512,0.04885170372955162
2020-11-23,72.88970184326172,15.681177139282227,22.65999984741211,28.242500019073486,0.11873020575667376
2020-11-24,76.56502532958984,16.79522705078125,21.639999389648438,27.657000064849854,0.0090584681805486
2020-11-25,73.77851104736328,16.44948959350586,21.25,26.70550012588501,-0.08006136361779119
2020-11-27,73.1139144897461,16.21131134033203,20.84000015258789,25.86800012588501,-0.047547555631951156
2020-11-30,69.80693054199219,15.028116226196289,20.56999969482422,24.995500087738037,0.11356113605728865
2020-12-01,70.02312469482422,15.550562858581543,20.770000457763672,24.17750005722046,-0.05066210690174658
2020-12-02,71.96088409423828,16.188261032104492,21.170000076293945,23.458500099182128,-0.12586446176403107
2020-12-03,71.90482330322266,16.411069869995117,21.280000686645508,23.044000148773193,-0.20699482200512834
2020-12-04,74.69132232666016,17.110231399536133,20.790000915527344,22.704500198364258,-0.2399129698754193
2020-12-07,72.67350006103516,16.65692710876465,21.299999237060547,22.526500129699706,-0.23437231368823247
2020-12-08,73.29808044433594,16.741443634033203,20.68000030517578,22.273000144958495,-0.21682117457293026
2020-12-09,72.41728973388672,16.825956344604492,22.270000457763672,22.146500205993654,-0.31190895372211613
2020-12-10,74.74736022949219,17.217790603637695,22.520000457763672,22.100000190734864,-0.27285994516506273
2020-12-11,74.02671813964844,16.925838470458984,23.309999465942383,21.998000144958496,-0.22597172995989043
2020-12-14,71.61656188964844,16.411069869995117,24.719999313354492,22.079000091552736,-0.22856414377429915
2020-12-15,71.56050872802734,16.856691360473633,22.889999389648438,22.101000022888183,-0.38663083049659963
2020-12-16,71.01603698730469,16.77217674255371,22.5,22.09050006866455,-0.3981884541549346
2020-12-17,70.79183197021484,16.825956344604492,21.93000030517578,21.995000076293945,-0.4335347415517056
2020-12-18,69.81494903564453,16.703025817871094,21.56999969482422,21.91800003051758,-0.4641828154560361
2020-12-21,68.93414306640625,15.888623237609863,25.15999984741211,21.99099998474121,-0.24887754348127283
2020-12-22,67.54890441894531,15.73495864868164,24.229999542236328,22.069499969482422,-0.2994686336869447
2020-12-23,68.61385345458984,16.295822143554688,23.309999465942383,22.15299997329712,-0.4134486059190128
2020-12-24,68.32559204101562,16.180578231811523,21.530000686645508,22.167000007629394,-0.3952243661216289
2020-12-28,67.98128509521484,16.12679672241211,21.700000762939453,22.210000038146973,-0.40241664625220597
2020-12-29,67.74907684326172,16.188261032104492,23.079999923706055,22.335500049591065,-0.44101529898369995
2020-12-30,68.32559204101562,16.157529830932617,22.770000457763672,22.435500049591063,-0.38726578552928126
2020-12-31,67.6209487915039,15.765693664550781,22.75,22.514500045776366,-0.30469063114681044
2021-01-04,67.82913970947266,16.003864288330078,26.969999313354492,22.798999977111816,-0.3713526124013782
2021-01-05,69.6628189086914,17.194746017456055,25.34000015258789,23.026499938964843,-0.6453563347259439
2021-01-06,71.90482330322266,17.986099243164062,25.06999969482422,23.214999961853028,-0.7508502620218794
2021-01-07,72.24113464355469,18.37026023864746,22.3700008392334,23.299499988555908,-0.8583358320885148
2021-01-08,72.92975616455078,18.746728897094727,21.559999465942383,23.263999938964844,-0.9368034422836274
2021-01-11,73.34612274169922,18.731359481811523,24.079999923706055,23.34199991226196,-0.9003415422745578
2021-01-12,74.73936462402344,19.215396881103516,23.329999923706055,23.342999935150146,-0.9632288749580487
2021-01-13,74.66730499267578,19.038686752319336,22.209999084472656,23.217499923706054,-0.9076030168892714
2021-01-14,76.46092224121094,19.568817138671875,23.25,23.235499954223634,-0.9564478824607616
2021-01-15,73.73846435546875,18.6391658782959,24.34000015258789,23.32749996185303,-0.8391500388454417
2021-01-19,75.67623138427734,18.93880271911621,23.239999771118164,23.392999935150147,-0.7976197174004895
2021-01-20,76.37284088134766,19.061729431152344,21.579999923706055,23.39349994659424,-0.7879419432706815
2021-01-21,73.67440795898438,18.45477294921875,21.31999969482422,23.201499938964844,-0.7802724740467568
2021-01-22,73.4502182006836,18.339523315429688,21.90999984741211,23.085499954223632,-0.757252060932942
2021-01-25,72.78562927246094,17.724872589111328,23.190000534057617,23.079500007629395,-0.5947422635598427
2021-01-26,71.55250549316406,17.69414520263672,23.020000457763672,23.153999996185302,-0.6764013176232604
2021-01-27,70.62366485595703,17.463653564453125,37.209999084472656,23.929499912261964,-0.6663138983425774
2021-01-28,71.28026580810547,17.563535690307617,30.209999084472656,24.285999870300294,-0.6516725226186222
2021-01-29,68.22149658203125,17.071813583374023,33.09000015258789,24.801999855041505,-0.710755687740788
2021-02-01,69.19037628173828,17.064132690429688,30.239999771118164,25.176499843597412,-0.6356065198026464
2021-02-02,69.71084594726562,15.942401885986328,25.559999465942383,25.105999851226805,-0.20933000735285642
2021-02-03,71.23222351074219,16.341922760009766,22.90999984741211,24.984499835968016,-0.2334460779197073
2021-02-04,71.26424407958984,16.12679672241211,21.770000457763672,24.81949987411499,-0.15676740096831426
2021-02-05,71.47244262695312,15.988499641418457,20.8700008392334,24.74449987411499,-0.0934350393476622
2021-02-08,73.25004577636719,16.925838470458984,21.239999771118164,24.72849988937378,-0.2840866746731633
2021-02-09,72.83365631103516,16.695343017578125,21.6299991607666,24.605999851226805,-0.23565349214649176
2021-02-10,74.0827865600586,16.580097198486328,21.989999771118164,24.538999843597413,-0.10239240126662157
2021-02-11,73.68241119384766,16.41874885559082,21.25,24.49099988937378,-0.07663735518317323
2021-02-12,74.1068115234375,16.833635330200195,19.969999313354492,24.326999855041503,-0.1881410822520796
2021-02-16,75.62532806396484,17.809391021728516,21.459999084472656,24.18299980163574,-0.4114443071352925
2021-02-17,77.89092254638672,18.11671257019043,21.5,24.095999813079835,-0.3480376316106356
2021-02-18,77.14382934570312,17.489850997924805,22.489999771118164,24.14149980545044,-0.18748487461764257
2021-02-19,77.79347229003906,17.809123992919922,22.049999237060547,24.177999782562257,-0.249119496042123
2021-02-22,79.89663696289062,18.40094566345215,23.450000762939453,24.254999828338622,-0.2961042163226413
2021-02-23,80.90357208251953,18.8681697845459,23.110000610351562,24.25099983215332,-0.3820915675032232
2021-02-24,83.89188385009766,19.701391220092773,21.34000015258789,24.16699981689453,-0.4461996618005551
2021-02-25,83.11234283447266,19.927217483520508,28.889999389648438,23.75099983215332,-0.582506747996265
2021-02-26,81.20403289794922,19.008338928222656,27.950000762939453,23.63799991607666,-0.4080096279530063
2021-03-01,82.86869812011719,19.14072036743164,23.350000381469727,23.15099992752075,-0.32916124591065854
2021-03-02,83.18543243408203,19.288673400878906,24.100000381469727,22.84399995803833,-0.3565493989679985
2021-03-03,84.11927032470703,19.919435501098633,26.670000076293945,22.89949998855591,-0.5044757267604081
2021-03-04,84.85821533203125,20.269853591918945,28.56999969482422,23.182499980926515,-0.5701826293250963
2021-03-05,88.51239013671875,20.846099853515625,24.65999984741211,23.326999950408936,-0.4957339806128207
2021-03-08,89.12142944335938,20.666994094848633,25.469999313354492,23.55699987411499,-0.38831730527487657
2021-03-09,88.91842651367188,20.332149505615234,24.030000686645508,23.69649991989136,-0.2878857448092338
2021-03-10,90.43694305419922,20.752649307250977,22.559999465942383,23.742999935150145,-0.3194598873885137
2021-03-11,90.290771484375,20.752649307250977,21.90999984741211,23.738999938964845,-0.3303972569932445
2021-03-12,90.59122467041016,20.99405288696289,20.690000534057617,23.710999965667725,-0.39127199751233227
2021-03-15,89.5274429321289,20.62805938720703,20.030000686645508,23.714000034332276,-0.34449301840668717
2021-03-16,87.40802001953125,20.30878448486328,19.790000915527344,23.63050012588501,-0.3928348479469187
2021-03-17,87.7247314453125,20.61248207092285,19.229999542236328,23.517000102996825,-0.47400308984754336
2021-03-18,84.5496597290039,19.78704833984375,21.579999923706055,23.47150011062622,-0.42655849680855545
2021-03-19,83.94873809814453,19.81041145324707,20.950000762939453,23.416500186920167,-0.47959004489093027
