Date,XOM,XLU,VIX,AvgVIX,zscore
2022-05-04,79.90528106689453,32.03142166137695,25.420000076293945,25.762500190734862,-0.8557546232850158
2022-05-05,78.69407653808594,31.703943252563477,31.200000762939453,26.21750020980835,-1.0389330276314392
2022-05-06,79.8965835571289,31.956188201904297,30.190000534057617,26.6495002746582,-0.8726720765100012
2022-05-09,73.59651184082031,31.717212677001953,34.75,27.3290002822876,-1.511983912191838
2022-05-10,74.08448028564453,31.332197189331055,32.9900016784668,27.76000032424927,-1.5488503943533747
2022-05-11,75.6268310546875,31.557889938354492,32.560001373291016,28.175000381469726,-1.3565468923630835
2022-05-12,75.97014617919922,31.2392635345459,31.770000457763672,28.6725004196167,-1.392705585243936
2022-05-13,78.22371673583984,31.61100959777832,28.8700008392334,28.981000423431396,-1.1027388626819343
2022-05-16,80.06355285644531,31.70836639404297,27.469999313354492,29.246000385284425,-0.9101364421864083
2022-05-17,81.0846939086914,32.03585433959961,26.100000381469727,29.48250036239624,-0.7446996839521607
2022-05-18,79.7994613647461,31.7260684967041,30.959999084472656,30.01450033187866,-0.9310015872521034
2022-05-19,80.23080444335938,31.659679412841797,29.350000381469727,30.34800033569336,-0.9049449837994195
2022-05-20,80.86461639404297,31.748188018798828,29.43000030517578,30.409000396728516,-0.8268270905450371
2022-05-23,82.6516342163086,32.1287841796875,28.479999542236328,30.48200035095215,-0.5785215933827867
2022-05-24,83.10059356689453,32.770477294921875,29.450000762939453,30.278500366210938,-0.3992388257091804
2022-05-25,84.77318572998047,32.748348236083984,28.3700008392334,30.117000389099122,-0.2478284832484064
2022-05-26,85.07250213623047,32.84128189086914,27.5,29.992500400543214,-0.19999068504729567
2022-05-27,85.90876007080078,33.354637145996094,25.719999313354492,29.608500289916993,-0.012024745519489496
2022-05-31,84.50907897949219,32.89439392089844,26.190000534057617,29.301000308990478,-0.24122010502443575
2022-06-01,86.12882995605469,32.84128189086914,25.690000534057617,29.12300033569336,-0.10137546840152553
2022-06-02,85.97918701171875,33.06255340576172,24.719999313354492,29.088000297546387,-0.06797728408220495
2022-06-03,87.22921752929688,32.903228759765625,24.790000915527344,28.76750030517578,0.014614196039398139
2022-06-06,87.00914001464844,33.04928207397461,25.06999969482422,28.51150026321411,0.0253346290606466
2022-06-07,90.99691772460938,33.24842071533203,24.020000457763672,27.975000286102294,0.4402504468443239
2022-06-08,92.07088470458984,32.59788513183594,23.959999084472656,27.523500156402587,0.4012500279945757
2022-06-09,90.08140563964844,31.8145751953125,26.09000015258789,27.200000095367432,0.04783311967688715
2022-06-10,88.43522644042969,31.57117462158203,27.75,26.999000072479248,-0.15795423010673867
2022-06-13,84.37702178955078,30.119625091552734,34.02000045776367,27.256500053405762,-0.8475527354371547
2022-06-14,84.59710693359375,29.358448028564453,32.689998626708984,27.517500019073488,-0.9899540923561411
2022-06-15,83.53194427490234,29.548744201660156,29.6200008392334,27.69350004196167,-1.048656749912334
2022-06-16,80.45088958740234,28.97786521911621,32.95000076293945,27.79300012588501,-1.458503673421628
2022-06-17,75.81169128417969,28.707908630371094,31.1299991607666,27.882000064849855,-1.9493941686382161
2022-06-21,80.53012084960938,29.25436782836914,30.190000534057617,27.920000076293945,-1.3919150535569198
2022-06-22,77.3434066772461,29.56216049194336,28.950000762939453,27.943500137329103,-1.623525759382338
2022-06-23,75.0105972290039,30.258066177368164,29.049999237060547,27.923500061035156,-1.6923341121708313
2022-06-24,76.49832153320312,30.784448623657227,27.229999542236328,27.866499996185304,-1.440760685715911
2022-06-27,78.37337493896484,31.03425407409668,26.950000762939453,27.839000034332276,-1.2122352951127136
2022-06-28,80.54772186279297,30.918270111083984,28.360000610351562,27.971000099182127,-1.0340746528048472
2022-06-29,77.57229614257812,30.94057273864746,28.15999984741211,28.069500064849855,-1.3070760029899064
2022-06-30,75.38914489746094,31.2840576171875,28.709999084472656,28.220499992370605,-1.4373566912494729
2022-07-01,77.07051849365234,32.051326751708984,26.700000762939453,28.319500064849855,-1.1161373835722195
2022-07-05,74.65847778320312,30.95841407775879,27.540000915527344,28.457000064849854,-1.575280940144979
2022-07-06,73.31163024902344,31.27960205078125,26.729999542236328,28.54000005722046,-1.6322602979309777
2022-07-07,75.65323638916016,31.248374938964844,26.079999923706055,28.643000030517577,-1.4203407092401574
2022-07-08,75.77648162841797,31.145771026611328,24.639999389648438,28.677000045776367,-1.430799716741142
2022-07-11,75.38914489746094,31.342050552368164,26.170000076293945,28.68100004196167,-1.4249419460782402
2022-07-12,74.38558959960938,31.190378189086914,27.290000915527344,28.65800008773804,-1.5510995167940547
2022-07-13,74.68488311767578,31.061016082763672,26.81999969482422,28.298000049591064,-1.5508514661272008
2022-07-14,73.18838500976562,31.061016082763672,26.399999618530273,27.98350009918213,-1.6905595021667168
2022-07-15,74.42080688476562,31.119014739990234,24.229999542236328,27.714000034332276,-1.5630887659885688
2022-07-18,75.7940673828125,30.68630599975586,25.299999237060547,27.33149995803833,-1.5275172131293941
2022-07-19,77.70433044433594,30.882583618164062,24.5,27.0,-1.3071636526779913
2022-07-20,78.5582275390625,30.472179412841797,23.8799991607666,26.68449993133545,-1.3153033146476438
2022-07-21,77.2465591430664,30.552473068237305,23.110000610351562,26.392499923706055,-1.4205675333882888
2022-07-22,76.65677642822266,30.971803665161133,23.030000686645508,26.091499996185302,-1.385860137119498
2022-07-25,79.20964813232422,31.35989761352539,23.360000610351562,25.898000049591065,-1.064452017443882
2022-07-26,78.90154266357422,31.54724884033203,24.690000534057617,25.785000038146972,-1.0531087936778183
2022-07-27,80.60932922363281,31.574010848999023,23.239999771118164,25.528999996185302,-0.8879465431923942
2022-07-28,81.55127716064453,32.70708084106445,22.329999923706055,25.2375,-0.557449295464625
2022-07-29,85.32776641845703,32.98811340332031,21.329999923706055,24.86850004196167,-0.14472734717800662
2022-08-01,83.17102813720703,33.02379608154297,22.84000015258789,24.675500011444093,-0.3384344753284258
2022-08-02,82.81010437011719,32.95689010620117,23.93000030517578,24.494999980926515,-0.38645189578000244
2022-08-03,80.12516021728516,33.162078857421875,21.950000762939453,24.25600004196167,-0.5931838072309711
2022-08-04,76.75361633300781,33.233463287353516,21.440000534057617,24.024000072479247,-0.8926583098823174
2022-08-05,77.86277770996094,33.11301803588867,21.149999618530273,23.84950008392334,-0.814894855076273
2022-08-08,78.30294036865234,33.162078857421875,21.290000915527344,23.60550012588501,-0.7633001307592585
2022-08-09,79.74663543701172,33.53234100341797,21.770000457763672,23.329500102996825,-0.549258330316056
2022-08-10,80.50369262695312,33.679542541503906,19.739999771118164,22.975500106811523,-0.44707007965061774
2022-08-11,82.83251190185547,33.67508316040039,20.200000762939453,22.665500164031982,-0.23061397045138296
2022-08-12,83.55248260498047,34.22377014160156,19.530000686645508,22.43050022125244,-0.045940633249008433
2022-08-15,82.05919647216797,34.50926971435547,19.950000762939453,22.163000297546386,-0.12423094406785562
2022-08-16,81.29479217529297,34.6074104309082,19.690000534057617,21.922500324249267,-0.17458384381290426
2022-08-17,81.95254516601562,34.54941940307617,19.899999618530273,21.723500347137453,-0.12559257110391922
2022-08-18,83.89024353027344,34.67877960205078,19.559999465942383,21.546000289916993,0.08299701713090754
2022-08-19,83.62358856201172,34.66093826293945,20.600000381469727,21.424500274658204,0.054283648855779146
2022-08-22,83.56136322021484,34.18808364868164,23.799999237060547,21.44650020599365,-0.05275109793981087
2022-08-23,87.10791015625,33.98288345336914,24.110000610351562,21.41750020980835,0.23441470501885228
2022-08-24,87.62344360351562,34.089942932128906,22.81999969482422,21.396500205993654,0.30546176306666684
2022-08-25,88.07676696777344,34.299598693847656,21.780000686645508,21.369000244140626,0.3926642325118326
2022-08-26,86.99235534667969,33.773223876953125,25.559999465942383,21.580500221252443,0.17874435651908196
2022-08-29,88.99229431152344,33.875823974609375,26.209999084472656,21.74900016784668,0.3874158920941951
2022-08-30,85.6057357788086,33.380672454833984,26.209999084472656,21.863000106811523,-0.034740608199176085
2022-08-31,84.96575927734375,33.162078857421875,25.8700008392334,22.059000110626222,-0.1412817404252087
2022-09-01,83.43692016601562,33.639404296875,25.559999465942383,22.26500005722046,-0.18182634119531743
2022-09-02,84.96575927734375,33.2780647277832,25.469999313354492,22.48100004196167,-0.11645225008274053
2022-09-06,84.39688873291016,33.362823486328125,26.90999984741211,22.761999988555907,-0.15141549690595454
2022-09-07,83.67691040039062,34.40666580200195,24.639999389648438,22.905499935150146,0.0048286247355456904
2022-09-08,84.361328125,34.379905700683594,23.610000610351562,23.098999977111816,0.06299493824146386
2022-09-09,85.77462005615234,34.518184661865234,22.790000915527344,23.228499984741212,0.22453697337025072
2022-09-12,86.76126098632812,34.84829330444336,23.8700008392334,23.445499992370607,0.3873139376453212
2022-09-13,84.73466491699219,33.92042922973633,27.270000457763672,23.811499977111815,-0.0005132862574807872
2022-09-14,86.8145751953125,34.1970100402832,26.15999984741211,24.13499994277954,0.25286874631560685
2022-09-15,84.29022979736328,33.34498596191406,26.270000457763672,24.45349998474121,-0.16519135643004018
2022-09-16,82.85028839111328,33.22007369995117,26.299999237060547,24.79049997329712,-0.3263598421962919
2022-09-19,82.84139251708984,33.665138244628906,25.760000228881836,25.048499965667723,-0.23191384804035817
2022-09-20,82.1658706665039,33.17561340332031,27.15999984741211,25.216499996185302,-0.39977254888405317
2022-09-21,80.84147644042969,32.722015380859375,27.989999771118164,25.41049995422363,-0.6205168184048593
2022-09-22,80.50369262695312,32.60524368286133,27.350000381469727,25.636999988555907,-0.6770488956261416
2022-09-23,76.21942901611328,32.227996826171875,29.920000076293945,26.04399995803833,-1.1577718734384168
2022-09-26,74.64614868164062,31.451034545898438,32.2599983215332,26.37899990081787,-1.4709750020567882
2022-09-27,76.21052551269531,30.921092987060547,32.599998474121094,26.698499870300292,-1.4383764310570775
2022-09-28,78.98375701904297,31.253429412841797,30.18000030517578,26.89699993133545,-1.108332463299557
2022-09-29,78.82378387451172,30.00042152404785,31.84000015258789,27.195499897003174,-1.3915026854450103
2022-09-30,77.60603332519531,29.421072006225586,31.6200008392334,27.498499965667726,-1.6292111105111442
2022-10-03,81.70367431640625,30.28335952758789,30.100000381469727,27.730000019073486,-1.062076286284803
2022-10-04,84.68132019042969,30.92558479309082,29.06999969482422,27.83800001144409,-0.6466099203968733
2022-10-05,88.1034164428711,30.238445281982422,28.549999237060547,28.033500003814698,-0.47423280610781765
2022-10-06,90.71666717529297,29.24142837524414,30.520000457763672,28.378999996185303,-0.4437033019386505
2022-10-07,89.80113220214844,28.635128021240234,31.360000610351562,28.807499980926515,-0.6589673533742681
2022-10-10,87.85453796386719,28.684532165527344,32.45000076293945,29.236499977111816,-0.830118738649254
2022-10-11,87.10791015625,28.581235885620117,33.630001068115234,29.554500007629393,-0.9219343890476303
2022-10-12,87.49010467529297,27.62912940979004,33.56999969482422,29.925,-1.0900746690605887
2022-10-13,90.54779052734375,28.32075309753418,31.940000534057617,30.2085000038147,-0.6565611511977958
2022-10-14,88.16563415527344,27.912067413330078,32.02000045776367,30.494500064849852,-0.966440004005056
2022-10-17,89.43671417236328,28.49590492248535,31.3700008392334,30.77500009536743,-0.7227921593900907
2022-10-18,89.5967025756836,29.016870498657227,30.5,30.942000102996825,-0.5963313041007369
2022-10-19,92.2543716430664,28.639619827270508,30.760000228881836,31.08050012588501,-0.4289795843316858
2022-10-20,92.37882995605469,27.916555404663086,29.979999542236328,31.21200008392334,-0.5721494382038466
2022-10-21,94.09432220458984,28.433034896850586,29.690000534057617,31.200500106811525,-0.30143232074242654
2022-10-24,94.7520751953125,28.671064376831055,29.850000381469727,31.08000020980835,-0.1890709296129392
2022-10-25,94.11209869384766,29.24591636657715,28.459999084472656,30.87300024032593,-0.12575646234013424
2022-10-26,95.23204040527344,29.232440948486328,27.280000686645508,30.728000259399415,-0.024087195129101537
2022-10-27,95.59648895263672,29.46598243713379,27.389999389648438,30.50550022125244,0.05993151889945665
2022-10-28,98.3963851928711,30.274377822875977,25.75,30.212000179290772,0.4943763797592802
2022-10-31,98.494140625,29.991437911987305,25.8799991607666,30.001000118255615,0.4429325880230565
2022-11-01,99.47188568115234,30.108205795288086,25.809999465942383,29.838000106811524,0.5592084803583951
2022-11-02,97.42752075195312,29.8162841796875,25.860000610351562,29.703500175476073,0.3058607837765893
2022-11-03,98.75191497802734,29.946523666381836,25.299999237060547,29.442500114440918,0.4573825901132211
2022-11-04,99.82744598388672,30.130664825439453,24.549999237060547,29.102000045776368,0.5972102768423927
2022-11-07,101.0096206665039,29.555803298950195,24.350000381469727,28.69700002670288,0.5845115687458313
2022-11-08,101.32960510253906,29.762388229370117,25.540000915527344,28.292500019073486,0.658608580472983
2022-11-09,96.79644012451172,29.528854370117188,26.09000015258789,27.91850004196167,0.18541413805622842
2022-11-10,98.2186050415039,30.921092987060547,23.530000686645508,27.498000049591063,0.6162239401155366
2022-11-11,101.28515625,30.575275421142578,22.520000457763672,27.023000049591065,0.8284765149419254
2022-11-14,101.58085632324219,30.211496353149414,23.729999542236328,26.64099998474121,0.7782066562096693
2022-11-15,102.26181030273438,30.543840408325195,24.540000915527344,26.34300003051758,0.9129242560785257
2022-11-16,101.1686782836914,30.817798614501953,24.110000610351562,26.010500049591066,0.8695202893933395
2022-11-17,101.3030776977539,30.278867721557617,23.93000030517578,25.708000087738036,0.7666965952170702
2022-11-18,100.42500305175781,30.921092987060547,23.1200008392334,25.379500102996825,0.8222058462099845
2022-11-21,99.43041229248047,31.06032371520996,22.360000610351562,25.005000114440918,0.7591597903646725
2022-11-22,102.30661010742188,31.325288772583008,21.290000915527344,24.646500205993654,1.0843939284715902
2022-11-23,101.79588317871094,31.675594329833984,20.350000381469727,24.300000190734863,1.1117052819971032
2022-11-25,101.43749237060547,31.859724044799805,20.5,23.955500221252443,1.1176643953958438
2022-11-28,98.39102935791016,31.531877517700195,22.209999084472656,23.778500175476076,0.7630736200002313
2022-11-29,99.04512786865234,31.298341751098633,21.889999389648438,23.579000186920165,0.774144262561404
2022-11-30,99.7619400024414,32.079795837402344,20.579999923706055,23.31750020980835,1.0083519733883572
2022-12-01,99.27809143066406,32.0528450012207,19.84000015258789,23.016500186920165,0.9574120388593272
2022-12-02,98.43584442138672,31.900146484375,19.059999465942383,22.704500198364258,0.8460939958791195
2022-12-05,95.73884582519531,31.720502853393555,20.75,22.514500236511232,0.5558543432071418
2022-12-06,93.07769775390625,31.918109893798828,22.170000076293945,22.405500221252442,0.34972091132951294
2022-12-07,92.87162780761719,31.769906997680664,22.68000030517578,22.262500190734862,0.2987566146277453
2022-12-08,93.56153869628906,31.976497650146484,22.290000915527344,22.072500228881836,0.4073899421851263
2022-12-09,92.77305603027344,31.810327529907227,22.829999923706055,22.037500190734864,0.2982072456508462
2022-12-12,95.05787658691406,32.53787612915039,25.0,22.16150016784668,0.6672592240600991
2022-12-13,96.09724426269531,32.636688232421875,22.549999237060547,22.10250015258789,0.7854441421574837
2022-12-14,95.38941192626953,32.59626007080078,21.139999389648438,21.932500076293945,0.710708698845172
2022-12-15,94.47547912597656,32.2010498046875,22.829999923706055,21.86850004196167,0.5407829950201897
2022-12-16,93.81240844726562,31.653139114379883,22.6200008392334,21.803000068664552,0.3615878361837691
2022-12-19,94.23355102539062,31.52726936340332,22.420000076293945,21.768000030517577,0.37395892616447096
2022-12-20,95.59549713134766,31.53631591796875,21.479999542236328,21.723999977111816,0.5030422660642129
2022-12-21,96.82302856445312,31.975521087646484,20.06999969482422,21.66299991607666,0.7116626236123527
2022-12-22,94.86970520019531,31.780818939208984,21.969999313354492,21.743999862670897,0.4876263641768923
2022-12-23,97.37854766845703,32.10682678222656,20.8700008392334,21.76249990463257,0.7916330782547657
2022-12-27,98.73153686523438,32.30604934692383,21.649999618530273,21.73449993133545,0.9605918574748106
2022-12-28,97.10973358154297,31.99815559387207,22.139999389648438,21.74699993133545,0.7432738867009852
2022-12-29,97.84446716308594,32.22907638549805,21.440000534057617,21.789999961853027,0.8613001460520752
2022-12-30,98.83009338378906,31.921178817749023,21.670000076293945,21.88149995803833,0.8874022178207907
2023-01-03,95.43419647216797,31.921178817749023,22.899999618530273,22.073499965667725,0.5703726902808043
2023-01-04,95.71196746826172,32.210968017578125,22.010000228881836,22.136499977111818,0.6583406184313363
2023-01-05,97.85343170166016,31.51367950439453,22.459999084472656,22.15099992752075,0.7089895981159289
2023-01-06,99.03616333007812,32.14757537841797,21.1299991607666,22.073499870300292,0.9551056986383263
2023-01-09,97.19037628173828,32.36491394042969,21.969999313354492,22.05749979019165,0.8293156267910683
2023-01-10,98.64192199707031,32.373966217041016,20.579999923706055,21.944999790191652,0.9667649101602327
2023-01-11,99.788818359375,32.6365852355957,21.09000015258789,21.749499797821045,1.1300550495192978
2023-01-12,101.44644165039062,32.41471481323242,18.829999923706055,21.56349983215332,1.2373086343154784
2023-01-13,101.38372802734375,32.296993255615234,18.350000381469727,21.423999881744386,1.2062528463216244
2023-01-17,101.18659973144531,32.2517204284668,19.360000610351562,21.25049991607666,1.17815790252941
2023-01-18,99.10785675048828,31.477460861206055,20.34000015258789,21.136499881744385,0.8183450582601395
2023-01-19,99.74401092529297,31.160507202148438,20.520000457763672,21.041499900817872,0.8098829255217854
2023-01-20,101.56290435791016,31.346145629882812,19.850000381469727,20.95999994277954,1.0194289565773118
2023-01-23,101.03426361083984,31.355207443237305,19.809999465942383,20.946999931335448,0.9720167255906093
2023-01-24,101.97509002685547,31.51367950439453,19.200000762939453,20.808500003814697,1.093773773114383
2023-01-25,101.43749237060547,31.088071823120117,19.079999923706055,20.71899995803833,0.9524741758781468
2023-01-26,105.51432800292969,31.192203521728516,18.729999542236328,20.572999954223633,1.3553656822642053
2023-01-27,103.58792114257812,31.192203521728516,18.510000228881836,20.391499996185303,1.1755228093262566
2023-01-30,101.75108337402344,31.051841735839844,19.940000534057617,20.316499996185303,0.9739940802919903
2023-01-31,103.94631958007812,31.28276252746582,19.399999618530273,20.202999973297118,1.2283679582752454
2023-02-01,102.80836486816406,31.337093353271484,17.8700008392334,19.951500034332277,1.1337631141435662
2023-02-02,99.59171295166016,31.40500831604004,18.729999542236328,19.7875,0.8480060846082261
2023-02-03,100.28163146972656,30.74848175048828,18.329999923706055,19.58100004196167,0.771869681585949
2023-02-06,100.11135864257812,31.011089324951172,19.43000030517578,19.49600009918213,0.8121908804218585
2023-02-07,102.96967315673828,30.997507095336914,18.65999984741211,19.33050012588501,1.0761259271240529
2023-02-08,102.07364654541016,30.4768009185791,19.6299991607666,19.28300008773804,0.8810065478877772
2023-02-09,102.45893096923828,30.060245513916016,20.709999084472656,19.264000034332277,0.8278019730186804
2023-02-10,106.77771759033203,30.657922744750977,20.530000686645508,19.34900007247925,1.358936184121384
2023-02-13,106.36237335205078,30.843563079833984,20.34000015258789,19.448500061035155,1.3599017002014813
2023-02-14,105.1163558959961,30.712257385253906,18.90999984741211,19.426000022888182,1.2154686390621916
2023-02-15,104.80035400390625,30.911474227905273,18.229999542236328,19.320499992370607,1.2286147920732446
2023-02-16,104.49334716796875,30.676027297973633,20.170000076293945,19.30299997329712,1.1495507389484412
2023-02-17,100.47541809082031,31.00656509399414,20.020000457763672,19.311499977111815,0.8452097299619614
2023-02-21,100.37609100341797,30.4270076751709,22.8700008392334,19.46450004577637,0.7118690560084266
2023-02-22,99.07592010498047,30.30927848815918,22.290000915527344,19.619000053405763,0.5652867806304256
2023-02-23,99.98784637451172,30.150802612304688,21.139999389648438,19.72200002670288,0.616495683092413
2023-02-24,99.99687957763672,30.15985679626465,21.670000076293945,19.869000053405763,0.6192772525910614
2023-02-27,99.8163070678711,29.95611000061035,20.950000762939453,19.99100008010864,0.5588028391385474
2023-02-28,99.23843383789062,29.430877685546875,20.700000762939453,20.029000091552735,0.39241626494068554
2023-03-01,100.12327575683594,28.946401596069336,20.579999923706055,20.088000106811524,0.371308687257704
2023-03-02,100.5837631225586,29.494266510009766,19.59000015258789,20.17400007247925,0.5315815490462632
2023-03-03,101.85685729980469,29.99686050415039,18.489999771118164,20.16200008392334,0.7580253528940241
2023-03-06,102.75977325439453,30.14174461364746,18.610000610351562,20.176000118255615,0.8733343879994238
2023-03-07,100.77336883544922,29.648218154907227,19.59000015258789,20.184000110626222,0.5822394544603972
2023-03-08,99.30165100097656,29.874608993530273,19.110000610351562,20.206500148773195,0.49330907946515223
2023-03-09,98.5341567993164,29.634628295898438,22.610000610351562,20.35550022125244,0.37028491373671923
2023-03-10,97.31523895263672,29.168264389038086,24.799999237060547,20.560000228881837,0.15665472830341792
2023-03-13,96.19564819335938,29.61652183532715,26.520000457763672,20.859500217437745,0.14809349454871806
2023-03-14,96.55681610107422,30.00590705871582,23.729999542236328,21.029000186920165,0.265167938215842
2023-03-15,91.75334930419922,30.413419723510742,26.139999389648438,21.390500164031984,-0.09602996100737066
2023-03-16,91.22061920166016,30.617170333862305,22.989999771118164,21.628500175476074,-0.1021462665554911
2023-03-17,90.14617156982422,30.322864532470703,25.510000228881836,21.89550018310547,-0.26545613335553225
2023-03-20,92.50276184082031,30.560043334960938,24.149999618530273,22.102000141143797,0.005320891781965584
2023-03-21,96.6470947265625,29.944278717041016,21.3799991607666,22.027500057220458,0.2604030583882096
2023-03-22,94.43497467041016,29.35588836669922,22.260000228881836,22.026000022888184,-0.07207176517759306
2023-03-23,93.36954498291016,29.054845809936523,22.610000610351562,22.09950008392334,-0.2359819071583996
