Date,JPM,KDP,VIX,AvgVIX,zscore
2022-01-31,133.30430603027344,33.881473541259766,24.829999923706055,23.18100004196167,-0.3519663142121206
2022-02-01,135.5918426513672,34.05109786987305,21.959999084472656,23.448999977111818,-0.2802146685888355
2022-02-02,134.50637817382812,34.613555908203125,22.09000015258789,23.707999992370606,-0.18103554717926926
2022-02-03,133.39398193359375,34.5956916809082,24.350000381469727,23.939000034332274,-0.20253697607780666
2022-02-04,136.85667419433594,34.140377044677734,23.219999313354492,24.119499969482423,-0.24147606333921354
2022-02-07,137.31422424316406,34.435001373291016,22.860000610351562,24.324499988555907,-0.17310505157269482
2022-02-08,139.8977508544922,34.68497848510742,21.440000534057617,24.426500034332275,-0.07996714772102326
2022-02-09,140.4808349609375,34.533203125,19.959999084472656,24.503999996185303,-0.10208670462257831
2022-02-10,139.8977508544922,34.17608642578125,23.90999984741211,24.818499946594237,-0.18541557568480185
2022-02-11,138.0767059326172,33.952884674072266,27.360000610351562,25.171000003814697,-0.2608046355553552
2022-02-14,136.7938995361328,34.015380859375,28.329999923706055,25.62799997329712,-0.2683812191699442
2022-02-15,138.7943572998047,33.86361312866211,25.700000762939453,25.773499965667725,-0.2678194191044594
2022-02-16,139.04551696777344,33.85467529296875,24.290000915527344,25.795499992370605,-0.26565257070700665
2022-02-17,135.84298706054688,33.85467529296875,28.110000610351562,25.92150001525879,-0.31689711075634036
2022-02-18,136.47988891601562,34.35464859008789,27.75,25.866499996185304,-0.2031055179355981
2022-02-22,136.23768615722656,34.435001373291016,28.809999465942383,25.811999988555907,-0.1903310262419626
2022-02-23,133.38504028320312,33.97967529296875,31.020000457763672,25.805000019073486,-0.33032590429021086
2022-02-24,129.6711883544922,32.72084045410156,30.31999969482422,25.723000049591064,-0.6505976491894044
2022-02-25,132.7391357421875,34.193939208984375,27.59000015258789,25.57800006866455,-0.2962631892943334
2022-02-28,127.20423889160156,34.52427673339844,30.149999618530273,25.70250005722046,-0.31637873293145896
2022-03-01,122.40493774414062,34.06895065307617,33.31999969482422,26.127000045776366,-0.48752256415476264
2022-03-02,124.9436264038086,34.470706939697266,30.739999771118164,26.566000080108644,-0.3636516918566673
2022-03-03,124.05551147460938,34.470706939697266,30.479999542236328,26.985500049591064,-0.3778626570548577
2022-03-04,120.56591796875,34.71176528930664,31.979999542236328,27.367000007629393,-0.38375044973726985
2022-03-07,115.91016387939453,34.05109786987305,36.45000076293945,28.028500080108643,-0.5951464897695213
2022-03-08,115.09381866455078,33.22080612182617,35.130001068115234,28.642000102996825,-0.780255277139938
2022-03-09,119.70475006103516,33.59577560424805,32.45000076293945,29.192500114440918,-0.6287764342802423
2022-03-10,118.2873764038086,33.21186828613281,30.229999542236328,29.706000137329102,-0.731006327974273
2022-03-11,115.62308502197266,32.86368179321289,30.75,30.048000144958497,-0.8457867109682069
2022-03-14,116.77132415771484,33.06901931762695,31.770000457763672,30.268500137329102,-0.7848650752302462
2022-03-15,118.84354400634766,33.33686828613281,29.829999923706055,30.3435001373291,-0.6962054688498988
2022-03-16,124.15420532226562,33.444000244140625,26.670000076293945,30.392000102996825,-0.5890291492703785
2022-03-17,125.72407531738281,33.74755096435547,25.670000076293945,30.461000061035158,-0.5010099542226298
2022-03-18,125.67922973632812,33.756473541259766,23.8700008392334,30.249000072479248,-0.4998786773772356
2022-03-21,125.2755355834961,33.72969436645508,23.530000686645508,30.038000106811523,-0.5118872561987061
2022-03-22,127.9398422241211,33.77432632446289,22.940000534057617,29.744500160217285,-0.46000670366993873
2022-03-23,125.39215087890625,32.91725158691406,23.56999969482422,29.37200012207031,-0.6783689757162427
2022-03-24,126.20849609375,33.26544189453125,21.670000076293945,28.9395001411438,-0.5931572845585221
2022-03-25,127.31185913085938,33.55112838745117,20.809999465942383,28.600500106811523,-0.5163044707597005
2022-03-28,126.36994934082031,33.92611312866211,19.6299991607666,28.07450008392334,-0.4536749673446407
2022-03-29,126.64803314208984,34.18502426147461,18.899999618530273,27.353500080108642,-0.39557583791064355
2022-03-30,126.07389831542969,34.060028076171875,19.329999923706055,26.78300008773804,-0.4306634049572694
2022-03-31,122.28831481933594,34.00440979003906,20.559999465942383,26.28700008392334,-0.502762305781262
2022-04-01,121.38226318359375,34.309452056884766,19.6299991607666,25.669500064849853,-0.4540519308290026
2022-04-04,121.92047882080078,34.41712188720703,18.56999969482422,24.77550001144409,-0.4231293411734235
2022-04-05,120.50165557861328,33.15205001831055,21.030000686645508,24.070499992370607,-0.70797010254793
2022-04-06,118.82979583740234,33.94159698486328,22.100000381469727,23.55299997329712,-0.5711185486630217
2022-04-07,118.46830749511719,33.74421310424805,21.549999237060547,23.11899995803833,-0.6178030852614079
2022-04-08,120.63720703125,33.780094146728516,21.15999984741211,22.639499950408936,-0.5756629674506458
2022-04-11,120.19440460205078,33.72626495361328,24.3700008392334,22.26949996948242,-0.5939024106567984
2022-04-12,118.87496185302734,33.76215744018555,24.260000228881836,21.99099998474121,-0.6075778220665163
2022-04-13,115.04322052001953,33.7890739440918,21.81999969482422,21.748499965667726,-0.6633131263033701
2022-04-14,113.9768295288086,33.4122314453125,22.700000762939453,21.6,-0.7584629384461161
2022-04-18,116.09152221679688,32.99951934814453,22.170000076293945,21.51499996185303,-0.8101439806125321
2022-04-19,118.49540710449219,33.6993522644043,21.3700008392334,21.40699996948242,-0.6266651514890726
2022-04-20,118.9111328125,34.10309600830078,20.31999969482422,21.27599992752075,-0.5363525542617469
2022-04-21,117.98934173583984,33.65449142456055,22.68000030517578,21.23149995803833,-0.6440585335391957
2022-04-22,114.60038757324219,33.196903228759766,28.209999084472656,21.558499908447267,-0.7931037613333876
2022-04-25,114.5642318725586,33.4660758972168,27.020000457763672,21.86899995803833,-0.7379065514208899
2022-04-26,111.17529296875,33.24176788330078,33.52000045776367,22.563500022888185,-0.8386131340051364
2022-04-27,109.72936248779297,33.968509674072266,31.600000381469727,23.198500061035155,-0.711160397511216
2022-04-28,111.46448516845703,34.08514404296875,29.989999771118164,23.73150005340576,-0.6592282192421169
2022-04-29,107.86768341064453,33.55580139160156,33.400001525878906,24.37350015640259,-0.8264676404101794
2022-05-02,108.8527603149414,32.77520751953125,32.34000015258789,25.00900020599365,-0.9724534040637698
2022-05-03,111.184326171875,33.36738204956055,29.25,25.54300022125244,-0.8124398566796825
2022-05-04,114.86246490478516,33.3942985534668,25.420000076293945,25.762500190734862,-0.7480075556319682
2022-05-05,111.98865509033203,33.25074005126953,31.200000762939453,26.21750020980835,-0.8237391696631005
2022-05-06,111.80790710449219,33.161014556884766,30.190000534057617,26.6495002746582,-0.8452235458083664
