Date,KRE,LOW,VIX,AvgVIX,zscore
2020-01-30,46.26756286621094,106.78424835205078,15.489999771118164,13.696000051498412,1.7098936069390904
2020-01-31,45.33887481689453,103.68024444580078,18.84000015258789,14.014500045776368,1.697920478453057
2020-02-03,45.9412727355957,104.5186767578125,17.969999313354492,14.211999988555908,1.7509705566567189
2020-02-04,46.58549880981445,106.4542007446289,16.049999237060547,14.32199993133545,1.7676665781298653
2020-02-05,47.6313362121582,108.933837890625,15.149999618530273,14.389999914169312,1.820303111913662
2020-02-06,47.1376953125,108.38082122802734,14.960000038146973,14.465499925613404,1.771664684423535
2020-02-07,46.67753982543945,108.35406494140625,15.470000267028809,14.611999940872192,1.7074895192490878
2020-02-10,46.63570785522461,108.11325073242188,15.039999961853027,14.735999917984008,1.7108425680144033
2020-02-11,46.9954719543457,109.73660278320312,15.180000305175781,14.878999948501587,1.6992598389403282
2020-02-12,47.1209716796875,111.52046203613281,13.739999771118164,14.946499919891357,1.6482948142411857
2020-02-13,47.34687042236328,111.28857421875,14.149999618530273,15.032999897003174,1.6892426280809496
2020-02-14,47.03730773925781,111.86834716796875,13.680000305175781,15.100999927520752,1.623031911122179
2020-02-18,46.40143966674805,109.91498565673828,14.829999923706055,15.237499904632568,1.6082077088455438
2020-02-19,46.78629684448242,110.10230255126953,14.380000114440918,15.313999891281128,1.6555248079189695
2020-02-20,47.20463180541992,112.89408111572266,15.5600004196167,15.446499919891357,1.6072113416202793
2020-02-21,46.56040954589844,111.7702407836914,17.079999923706055,15.651499938964843,1.5592340145072554
2020-02-24,45.121337890625,109.62955474853516,25.030000686645508,16.174999952316284,1.4378112256816622
2020-02-25,43.381072998046875,105.71387481689453,27.850000381469727,16.655999994277956,1.3421151446741375
2020-02-26,42.66154479980469,101.05792999267578,27.559999465942383,17.219999933242796,1.4195919731292592
2020-02-27,40.93800735473633,95.99164581298828,39.15999984741211,18.35849995613098,1.3706099166070833
2020-02-28,39.74995422363281,95.05509948730469,40.11000061035156,19.589499998092652,1.2383508213501289
2020-03-02,41.54041290283203,99.0421142578125,33.41999816894531,20.318499898910524,1.3384104075351397
2020-03-03,39.816890716552734,96.830078125,36.81999969482422,21.26099991798401,1.1794293472918165
2020-03-04,40.52804946899414,101.04899597167969,31.989999771118164,22.05799994468689,1.1176093082470717
2020-03-05,38.40291976928711,95.90243530273438,39.619998931884766,23.281499910354615,1.0148134294614215
2020-03-06,36.721229553222656,93.93123626708984,41.939998626708984,24.630499839782715,0.8524784383546464
2020-03-09,31.031906127929688,84.0395278930664,54.459999084472656,26.57999978065491,0.4274938614937241
2020-03-10,33.22395324707031,92.7806167602539,47.29999923706055,28.192999744415282,0.40124111385182143
2020-03-11,30.914772033691406,88.43683624267578,53.900001525878906,30.12899980545044,0.24142550345410013
2020-03-12,28.32109832763672,80.20413970947266,75.47000122070312,33.21549987792969,0.19117258778125168
2020-03-13,31.492061614990234,86.06422424316406,57.83000183105469,35.39949998855591,0.4146695042345016
2020-03-16,27.19161033630371,64.74665832519531,82.69000244140625,38.850000095367434,0.6268413986809208
2020-03-17,29.24980354309082,65.81697082519531,75.91000366210938,41.9040002822876,0.8772484265239774
2020-03-18,26.212711334228516,57.994571685791016,76.44999694824219,45.007500123977664,0.7483482492718515
2020-03-19,27.60994529724121,62.320526123046875,72.0,47.829500102996825,0.7796233728684198
2020-03-20,25.7860107421875,59.18978500366211,66.04000091552734,50.27750015258789,0.6418197669735509
2020-03-23,23.795578002929688,60.47419357299805,61.59000015258789,52.10550012588501,0.3102650686796848
2020-03-24,26.553260803222656,68.94771575927734,61.66999816894531,53.796500015258786,0.37447760511969236
2020-03-25,26.840871810913086,74.67401885986328,63.95000076293945,55.61600008010864,0.19454492155472905
2020-03-26,29.141756057739258,78.58969116210938,61.0,56.708000087738036,0.36968386779501794
2020-03-27,28.194332122802734,77.58182525634766,65.54000091552734,57.97950010299682,0.27427175297944134
2020-03-30,28.152036666870117,79.12487030029297,57.08000183105469,59.16250028610229,0.2088101589627543
2020-03-31,27.568359375,76.75228118896484,53.540000915527344,59.99850034713745,0.21753845527265778
2020-04-01,25.783475875854492,71.73060607910156,57.060001373291016,61.252000427246095,0.15814414627668538
2020-04-02,26.265644073486328,73.90696716308594,50.90999984741211,61.81650047302246,0.14259402410638794
2020-04-03,24.971397399902344,73.31826782226562,46.79999923706055,62.059500503540036,-0.018119061589920757
2020-04-06,27.052345275878906,79.17839813232422,45.2400016784668,61.598500633239745,0.05091544589746159
2020-04-07,27.822128295898438,81.13175964355469,46.70000076293945,61.568500709533694,0.08471606715015015
2020-04-08,29.3024845123291,84.15547180175781,43.349998474121094,61.041000556945804,0.17795773903547327
2020-04-09,31.62027931213379,85.01174926757812,41.66999816894531,59.35100040435791,0.4734004069168333
2020-04-13,29.83540916442871,84.91363525390625,41.16999816894531,58.51800022125244,0.22425662546402014
2020-04-14,29.35323143005371,88.36546325683594,37.7599983215332,56.27150001525879,0.02289805262099401
2020-04-15,27.373798370361328,84.14653015136719,40.84000015258789,54.51799983978272,-0.09500214366089431
2020-04-16,26.367156982421875,82.45185089111328,40.11000061035156,52.70100002288818,-0.172336255442864
2020-04-17,28.75263214111328,86.60832214355469,38.150001525878906,51.00850009918213,0.005509386351702519
2020-04-20,28.684961318969727,84.85121154785156,43.83000183105469,49.898000144958495,0.06363817766843091
2020-04-21,27.88980484008789,83.0927963256836,45.40999984741211,49.089000129699706,0.018728886315783712
2020-04-22,27.771377563476562,85.1831283569336,41.97999954223633,48.104500198364256,-0.07861311067724275
2020-04-23,28.287385940551758,85.13826751708984,41.380001068115234,46.976000213623045,-0.0037632260967749758
2020-04-24,29.074085235595703,88.59223937988281,35.93000030517578,45.722500228881835,-0.02539818998898932
2020-04-27,31.002771377563477,91.48104095458984,33.290000915527344,44.11000022888184,0.13657345892504522
2020-04-28,31.789474487304688,92.87158203125,33.56999969482422,42.93450012207031,0.19446253482839596
2020-04-29,33.608192443847656,95.24005126953125,31.229999542236328,41.81900005340576,0.3609044659211752
2020-04-30,32.254722595214844,93.97508239746094,34.150001525878906,40.673500061035156,0.21786221920785862
2020-05-01,30.732080459594727,93.71489715576172,37.189998626708984,39.9875,0.012123597731829257
2020-05-04,30.427547454833984,96.30762481689453,35.970001220703125,39.44600009918213,-0.13095256741777533
2020-05-05,29.84385871887207,98.8196029663086,33.61000061035156,38.86450004577637,-0.31047445602460033
2020-05-06,29.05716323852539,98.34412384033203,34.119998931884766,38.235499954223634,-0.40362844025430367
2020-05-07,29.4462890625,100.40754699707031,31.440000534057617,37.64000005722046,-0.4280105666777658
2020-05-08,30.909717559814453,102.47994232177734,27.979999542236328,36.95550012588501,-0.30050440450167526
2020-05-11,29.590089797973633,101.72632598876953,27.56999969482422,36.275500202178954,-0.45845830645970415
2020-05-12,28.075899124145508,99.79749298095703,33.040000915527344,36.03950033187866,-0.5986905369088209
2020-05-13,26.56171417236328,99.07079315185547,35.279998779296875,35.76150026321411,-0.7852515148212061
2020-05-14,27.407629013061523,99.03491973876953,32.61000061035156,35.38650026321411,-0.6639986020486756
2020-05-15,27.10310173034668,102.07620239257812,31.889999389648438,35.07350015640259,-0.8243610215948799
2020-05-18,29.810033798217773,104.7227783203125,29.299999237060547,34.34700002670288,-0.5427727813933958
2020-05-19,28.515785217285156,104.84835815429688,30.530000686645508,33.60300006866455,-0.7310140679374946
2020-05-20,29.970745086669922,104.9560317993164,27.989999771118164,32.90350008010864,-0.5289886487614364
2020-05-21,29.86077880859375,108.23055267333984,29.530000686645508,32.31100006103516,-0.6707696732395404
2020-05-22,29.547786712646484,109.67498016357422,28.15999984741211,31.92250003814697,-0.7707896705006624
2020-05-26,32.0347785949707,110.87712097167969,28.010000228881836,31.658500003814698,-0.46470031328392586
2020-05-27,34.35259246826172,114.84248352050781,27.6200008392334,31.361000061035156,-0.2890773892096747
2020-05-28,33.10909652709961,114.94115447998047,28.59000015258789,31.229000091552734,-0.4690897190521775
2020-05-29,32.29701614379883,116.9417724609375,27.510000228881836,30.89700002670288,-0.6612683058044169
2020-06-01,32.6099967956543,116.01773834228516,28.229999542236328,30.449000072479247,-0.5813056074842092
2020-06-02,32.50850296020508,118.40409088134766,26.84000015258789,29.992500019073486,-0.6876565202553065
2020-06-03,34.38643264770508,119.17565155029297,25.65999984741211,29.594999980926513,-0.4512800032773122
2020-06-04,35.6214599609375,115.44355773925781,25.809999465942383,29.179500007629393,-0.13243758165669603
2020-06-05,37.68549728393555,117.4980239868164,24.520000457763672,28.8335000038147,0.08086883704242762
2020-06-08,38.92898941040039,117.35443115234375,25.809999465942383,28.725,0.26261189093172793
2020-06-09,37.9815673828125,116.24198150634766,27.56999969482422,28.725,0.1712306468137
2020-06-10,35.45228576660156,116.7175064086914,27.56999969482422,28.451499938964844,-0.205507700781159
2020-06-11,32.1532096862793,111.19113159179688,40.790000915527344,28.727000045776368,-0.4600198326679864
2020-06-12,33.32902908325195,113.08409881591797,36.09000015258789,28.901000022888184,-0.36635425961015444
2020-06-15,33.81120681762695,114.59127044677734,34.400001525878906,29.026500129699706,-0.3561128331374101
2020-06-16,35.02086639404297,118.18881225585938,33.66999816894531,29.245000076293945,-0.32334531370332054
2020-06-17,33.94655990600586,121.69659423828125,33.470001220703125,29.392000102996825,-0.6107679334155978
2020-06-18,34.098819732666016,120.70972442626953,32.939998626708984,29.639500045776366,-0.5511585278205501
2020-06-19,33.73507308959961,120.06378936767578,35.119998931884766,29.91899995803833,-0.5778092639813839
2020-06-22,33.68728256225586,120.86226654052734,31.770000457763672,30.09949998855591,-0.6153542967135924
2020-06-23,33.32880401611328,120.4675064086914,31.3700008392334,30.267500019073488,-0.6509386620930481
2020-06-24,31.57915687561035,118.40409088134766,33.84000015258789,30.57849998474121,-0.8193495164664936
2020-06-25,32.62894058227539,118.21569061279297,32.220001220703125,30.760000038146973,-0.6633290620242259
2020-06-26,30.640310287475586,116.09847259521484,34.72999954223633,31.121000003814697,-0.863531507981871
2020-06-29,31.954696655273438,119.78569793701172,31.780000686645508,31.298500061035156,-0.819380032057796
2020-06-30,32.76551055908203,121.22109985351562,30.43000030517578,31.47800006866455,-0.7598032481868283
2020-07-01,31.399917602539062,121.67865753173828,28.6200008392334,31.626000118255615,-0.9709486355893998
2020-07-02,31.24628448486328,121.75044250488281,27.68000030517578,31.719500160217287,-0.995485771853633
2020-07-06,31.57915687561035,121.7952651977539,27.940000534057617,31.890500164031984,-0.9500435285772684
2020-07-07,30.478151321411133,121.13142395019531,29.43000030517578,32.07150020599365,-1.0804774513377835
2020-07-08,30.43547821044922,121.78630065917969,28.079999923706055,32.097000217437746,-1.1117630368243459
2020-07-09,29.180843353271484,121.66068267822266,29.260000228881836,32.18150024414062,-1.2847098332035807
2020-07-10,30.623245239257812,123.29346466064453,27.290000915527344,31.506500244140625,-1.1432407882953568
