Date,BAC,MNST,VIX,AvgVIX,zscore
2020-01-30,28.7337646484375,33.505001068115234,15.489999771118164,13.696000051498412,2.797282088976576
2020-01-31,28.175912857055664,33.29999923706055,18.84000015258789,14.014500045776368,2.605313754131871
2020-02-03,28.296070098876953,33.709999084472656,17.969999313354492,14.211999988555908,2.6097952856490694
2020-02-04,28.853923797607422,34.439998626708984,16.049999237060547,14.32199993133545,2.748858941550826
2020-02-05,29.78940200805664,34.474998474121094,15.149999618530273,14.389999914169312,3.1018922860337734
2020-02-06,29.75507164001465,34.724998474121094,14.960000038146973,14.465499925613404,3.063614001326226
2020-02-07,29.70357322692871,34.45500183105469,15.470000267028809,14.611999940872192,3.0711934990088956
2020-02-10,29.772232055664062,34.584999084472656,15.039999961853027,14.735999917984008,3.0842628543106105
2020-02-11,29.840890884399414,34.57500076293945,15.180000305175781,14.878999948501587,3.1114399334444562
2020-02-12,29.969621658325195,34.625,13.739999771118164,14.946499919891357,3.1554675051659697
2020-02-13,29.961044311523438,34.845001220703125,14.149999618530273,15.032999897003174,3.130028119227416
2020-02-14,29.909549713134766,34.93000030517578,13.680000305175781,15.100999927520752,3.1018352138452006
2020-02-18,29.411771774291992,34.79999923706055,14.829999923706055,15.237499904632568,2.925206186052813
2020-02-19,29.79798126220703,35.040000915527344,14.380000114440918,15.313999891281128,3.0482255066489756
2020-02-20,29.909549713134766,35.20000076293945,15.5600004196167,15.446499919891357,3.0746265546143077
2020-02-21,29.489015579223633,34.869998931884766,17.079999923706055,15.651499938964843,2.9475938436413545
2020-02-24,28.090085983276367,34.095001220703125,25.030000686645508,16.174999952316284,2.492486129980813
2020-02-25,26.67399787902832,33.310001373291016,27.850000381469727,16.655999994277956,2.0318463402616165
2020-02-26,26.287792205810547,32.939998626708984,27.559999465942383,17.219999933242796,1.9219290246305862
2020-02-27,25.000436782836914,31.8700008392334,39.15999984741211,18.35849995613098,1.539076083929241
2020-02-28,24.459745407104492,31.204999923706055,40.11000061035156,19.589499998092652,1.4000038164720994
2020-03-02,25.2064151763916,32.3849983215332,33.41999816894531,20.318499898910524,1.5656877200611745
2020-03-03,23.816070556640625,31.889999389648438,36.81999969482422,21.26099991798401,1.0856359797490591
2020-03-04,24.365339279174805,34.025001525878906,31.989999771118164,22.05799994468689,1.079841623634767
2020-03-05,23.13023567199707,33.564998626708984,39.619998931884766,23.281499910354615,0.6554338258433036
2020-03-06,22.2060604095459,33.095001220703125,41.939998626708984,24.630499839782715,0.35054448730249005
2020-03-09,18.941226959228516,30.93000030517578,54.459999084472656,26.57999978065491,-0.675683874255341
2020-03-10,20.39226531982422,33.064998626708984,47.29999923706055,28.192999744415282,-0.3377655995271814
2020-03-11,19.580371856689453,30.905000686645508,53.900001525878906,30.12899980545044,-0.42955257068679215
2020-03-12,17.714752197265625,28.69499969482422,75.47000122070312,33.21549987792969,-0.9179315540622583
2020-03-13,20.867300033569336,31.19499969482422,57.83000183105469,35.39949998855591,0.03174006091915238
2020-03-16,17.654293060302734,28.719999313354492,82.69000244140625,38.850000095367434,-0.9434950160003192
2020-03-17,18.984413146972656,29.8700008392334,75.91000366210938,41.9040002822876,-0.552404381388869
2020-03-18,17.956594467163086,27.94499969482422,76.44999694824219,45.007500123977664,-0.7501731548436853
2020-03-19,18.31070899963379,27.15999984741211,72.0,47.829500102996825,-0.5360948134417526
2020-03-20,16.989233016967773,26.049999237060547,66.04000091552734,50.27750015258789,-0.927921719366836
2020-03-23,15.61592960357666,25.485000610351562,61.59000015258789,52.10550012588501,-1.3944240978032922
2020-03-24,18.163883209228516,26.864999771118164,61.66999816894531,53.796500015258786,-0.5623299742089884
2020-03-25,18.224342346191406,26.829999923706055,63.95000076293945,55.61600008010864,-0.5357587627947576
2020-03-26,19.623554229736328,28.920000076293945,61.0,56.708000087738036,-0.21305972344802288
2020-03-27,18.656200408935547,28.19499969482422,65.54000091552734,57.97950010299682,-0.5087093777961709
2020-03-30,19.036231994628906,29.0,57.08000183105469,59.16250028610229,-0.44498118730336633
2020-03-31,18.336627960205078,28.1299991607666,53.540000915527344,59.99850034713745,-0.6239651152965527
2020-04-01,17.075605392456055,26.549999237060547,57.060001373291016,61.252000427246095,-0.9453869457163542
2020-04-02,17.76657485961914,27.530000686645508,50.90999984741211,61.81650047302246,-0.7807791613847862
2020-04-03,17.300174713134766,27.110000610351562,46.79999923706055,62.059500503540036,-0.9162244819956931
2020-04-06,18.474824905395508,29.03499984741211,45.2400016784668,61.598500633239745,-0.6624902377728079
2020-04-07,19.122600555419922,29.204999923706055,46.70000076293945,61.568500709533694,-0.43271993081933846
2020-04-08,20.25406837463379,30.1299991607666,43.349998474121094,61.041000556945804,-0.09467213860253842
2020-04-09,21.471904754638672,30.2549991607666,41.66999816894531,59.35100040435791,0.356913329846314
2020-04-13,20.660011291503906,29.764999389648438,41.16999816894531,58.51800022125244,0.09683623254617361
2020-04-14,20.495908737182617,32.20500183105469,37.7599983215332,56.27150001525879,-0.211597446615364
2020-04-15,19.16579246520996,31.145000457763672,40.84000015258789,54.51799983978272,-0.611756180320288
2020-04-16,18.500732421875,30.934999465942383,40.11000061035156,52.70100002288818,-0.8440834885676757
2020-04-17,20.107240676879883,31.094999313354492,38.150001525878906,51.00850009918213,-0.24788157723046395
2020-04-20,19.433542251586914,30.690000534057617,43.83000183105469,49.898000144958495,-0.46385098903831423
2020-04-21,18.69074821472168,29.520000457763672,45.40999984741211,49.089000129699706,-0.6290652026679463
2020-04-22,18.828941345214844,30.059999465942383,41.97999954223633,48.104500198364256,-0.6308095959774702
2020-04-23,18.889402389526367,29.815000534057617,41.380001068115234,46.976000213623045,-0.583075495197616
2020-04-24,19.157155990600586,29.899999618530273,35.93000030517578,45.722500228881835,-0.4895859761853797
2020-04-27,20.271343231201172,30.260000228881836,33.290000915527344,44.11000022888184,-0.10118832534431259
2020-04-28,20.634105682373047,30.06999969482422,33.56999969482422,42.93450012207031,0.056226544364275335
2020-04-29,21.40280532836914,31.06999969482422,31.229999542236328,41.81900005340576,0.24844611656035784
2020-04-30,20.772294998168945,30.905000686645508,34.150001525878906,40.673500061035156,0.02475256804566341
2020-05-01,19.934492111206055,29.760000228881836,37.189998626708984,39.9875,-0.1791938360017645
2020-05-04,19.8049373626709,29.604999542236328,35.970001220703125,39.44600009918213,-0.21295419476187608
2020-05-05,19.571735382080078,30.325000762939453,33.61000061035156,38.86450004577637,-0.37439626515294794
2020-05-06,19.303983688354492,30.649999618530273,34.119998931884766,38.235499954223634,-0.5092016324450256
2020-05-07,19.727205276489258,31.045000076293945,31.440000534057617,37.64000005722046,-0.387694673384788
2020-05-08,20.35771369934082,32.88999938964844,27.979999542236328,36.95550012588501,-0.33329991968709777
2020-05-11,19.50263786315918,33.20000076293945,27.56999969482422,36.275500202178954,-0.6904543383240536
2020-05-12,18.889402389526367,33.095001220703125,33.040000915527344,36.03950033187866,-0.9136098272473374
2020-05-13,18.02569007873535,32.584999084472656,35.279998779296875,35.76150026321411,-1.1914221451309452
2020-05-14,18.751209259033203,32.494998931884766,32.61000061035156,35.38650026321411,-0.905818744872238
2020-05-15,18.518001556396484,33.005001068115234,31.889999389648438,35.07350015640259,-1.046100833864669
2020-05-18,19.8049373626709,33.310001373291016,29.299999237060547,34.34700002670288,-0.5863170146102757
2020-05-19,19.183059692382812,33.57500076293945,30.530000686645508,33.60300006866455,-0.8500522727083253
2020-05-20,19.78766441345215,34.70500183105469,27.989999771118164,32.90350008010864,-0.7334785323427883
2020-05-21,19.779027938842773,34.18000030517578,29.530000686645508,32.31100006103516,-0.6838645606150366
2020-05-22,19.571735382080078,34.35499954223633,28.15999984741211,31.92250003814697,-0.7805098858297743
2020-05-26,20.970951080322266,34.505001068115234,28.010000228881836,31.658500003814698,-0.26231060712812565
2020-05-27,22.439260482788086,35.29999923706055,27.6200008392334,31.361000061035156,0.2172259323261488
2020-05-28,21.471904754638672,35.435001373291016,28.59000015258789,31.229000091552734,-0.16508917408727197
2020-05-29,20.832752227783203,35.95500183105469,27.510000228881836,30.89700002670288,-0.4611059275461079
2020-06-01,21.2559757232666,36.29499816894531,28.229999542236328,30.449000072479247,-0.3340553310623554
2020-06-02,21.454626083374023,36.040000915527344,26.84000015258789,29.992500019073486,-0.23264239405467874
2020-06-03,22.447895050048828,36.255001068115234,25.65999984741211,29.594999980926513,0.12427896717416774
2020-06-04,23.29154396057129,35.459999084472656,25.809999465942383,29.179500007629393,0.5259527707103908
2020-06-05,24.448291778564453,36.1150016784668,24.520000457763672,28.8335000038147,0.9008443863371014
2020-06-08,24.82227897644043,35.20000076293945,25.809999465942383,28.725,1.1355978057180458
2020-06-09,24.543962478637695,35.21500015258789,27.56999969482422,28.725,1.0280050960741212
2020-06-10,23.134992599487305,35.220001220703125,27.56999969482422,28.451499938964844,0.4904679608091473
2020-06-11,20.812795639038086,33.900001525878906,40.790000915527344,28.727000045776368,-0.26162463393719393
2020-06-12,21.552074432373047,34.150001525878906,36.09000015258789,28.901000022888184,-0.005039428581272214
2020-06-15,21.873876571655273,34.400001525878906,34.400001525878906,29.026500129699706,0.0924232774819777
2020-06-16,22.439197540283203,34.75,33.66999816894531,29.245000076293945,0.2726268173279413
2020-06-17,21.743412017822266,34.77000045776367,33.470001220703125,29.392000102996825,0.005410545515963564
2020-06-18,21.7782039642334,34.85499954223633,32.939998626708984,29.639500045776366,0.010106019712788794
2020-06-19,21.960847854614258,35.040000915527344,35.119998931884766,29.91899995803833,0.06107821829132543
2020-06-22,21.41291618347168,35.1349983215332,31.770000457763672,30.09949998855591,-0.1573407479353743
2020-06-23,21.560766220092773,35.09000015258789,31.3700008392334,30.267500019073488,-0.09645267145379263
2020-06-24,20.70842933654785,34.03499984741211,33.84000015258789,30.57849998474121,-0.31500830567963023
2020-06-25,21.499887466430664,34.529998779296875,32.220001220703125,30.760000038146973,-0.0632239765756163
2020-06-26,20.134401321411133,33.95000076293945,34.72999954223633,31.121000003814697,-0.5252352512327711
2020-06-29,20.343135833740234,34.55500030517578,31.780000686645508,31.298500061035156,-0.5066428573139755
2020-06-30,20.656248092651367,34.65999984741211,30.43000030517578,31.47800006866455,-0.39788024655204673
2020-07-01,20.230072021484375,34.51499938964844,28.6200008392334,31.626000118255615,-0.5457064761047676
2020-07-02,20.256162643432617,34.630001068115234,27.68000030517578,31.719500160217287,-0.5473509788884205
2020-07-06,20.577966690063477,35.654998779296875,27.940000534057617,31.890500164031984,-0.5279861120466736
2020-07-07,20.012638092041016,35.849998474121094,29.43000030517578,32.07150020599365,-0.7631134647466523
2020-07-08,20.090909957885742,35.880001068115234,28.079999923706055,32.097000217437746,-0.7363033451196755
2020-07-09,19.80389976501465,35.525001525878906,29.260000228881836,32.18150024414062,-0.8099239135645612
2020-07-10,20.891075134277344,35.82500076293945,27.290000915527344,31.506500244140625,-0.4257754229676164
2020-07-13,21.038925170898438,35.275001525878906,32.189998626708984,31.31150016784668,-0.31399705508656073
2020-07-14,20.995437622070312,35.814998626708984,29.520000457763672,31.067500114440918,-0.38498940093082923
