Date,PEP,UPS,VIX,AvgVIX,zscore
2022-01-31,151.7125701904297,165.72381591796875,24.829999923706055,23.18100004196167,-0.5859333830249325
2022-02-01,150.68084716796875,189.06497192382812,21.959999084472656,23.448999977111818,-0.6490696199137486
2022-02-02,153.41751098632812,190.22872924804688,22.09000015258789,23.707999992370606,-0.3047427148210824
2022-02-03,153.33004760742188,187.4258270263672,24.350000381469727,23.939000034332274,-0.32350196767643813
2022-02-04,150.81201171875,184.22950744628906,23.219999313354492,24.119499969482423,-0.6462807800254272
2022-02-07,150.21749877929688,184.4507598876953,22.860000610351562,24.324499988555907,-0.719753158303157
2022-02-08,150.40106201171875,184.56556701660156,21.440000534057617,24.426500034332275,-0.6965542074085426
2022-02-09,150.3311309814453,184.45899963378906,19.959999084472656,24.503999996185303,-0.7055683438922041
2022-02-10,147.2097930908203,180.8611297607422,23.90999984741211,24.818499946594237,-1.104661136014716
2022-02-11,147.3934326171875,174.96844482421875,27.360000610351562,25.171000003814697,-1.098296745464731
2022-02-14,145.74966430664062,175.37826538085938,28.329999923706055,25.62799997329712,-1.3020066128982648
2022-02-15,145.10269165039062,178.0582275390625,25.700000762939453,25.773499965667725,-1.375123083368831
2022-02-16,145.39996337890625,176.46005249023438,24.290000915527344,25.795499992370605,-1.3425558469480947
2022-02-17,145.79339599609375,172.69009399414062,28.110000610351562,25.92150001525879,-1.304093648675876
2022-02-18,146.63275146484375,172.8304443359375,27.75,25.866499996185304,-1.1990932498502735
2022-02-22,147.1923065185547,172.5084686279297,28.809999465942383,25.811999988555907,-1.130260002134286
2022-02-23,145.74090576171875,168.80189514160156,31.020000457763672,25.805000019073486,-1.3215372837001582
2022-02-24,143.2053680419922,171.0390625,30.31999969482422,25.723000049591064,-1.631262659653935
2022-02-25,147.2185516357422,173.31747436523438,27.59000015258789,25.57800006866455,-1.1247208098914645
2022-02-28,143.1616668701172,173.70545959472656,30.149999618530273,25.70250005722046,-1.6292328722541
2022-03-01,141.87643432617188,169.7099609375,33.31999969482422,26.127000045776366,-1.8006111051507292
2022-03-02,143.8436737060547,174.56402587890625,30.739999771118164,26.566000080108644,-1.5418286945633957
2022-03-03,143.6896514892578,175.36476135253906,30.479999542236328,26.985500049591064,-1.5587789805048626
2022-03-04,145.8722381591797,173.6807098388672,31.979999542236328,27.367000007629393,-1.291490205180468
2022-03-07,142.96795654296875,166.0776824951172,36.45000076293945,28.028500080108643,-1.6747616248550747
2022-03-08,138.93722534179688,167.9185791015625,35.130001068115234,28.642000102996825,-2.1719404942145943
2022-03-09,138.5235595703125,170.70057678222656,32.45000076293945,29.192500114440918,-2.2156943901397055
2022-03-10,135.98016357421875,171.03077697753906,30.229999542236328,29.706000137329102,-2.531745962245639
2022-03-11,135.2937469482422,168.3230743408203,30.75,30.048000144958497,-2.6248844108755534
2022-03-14,137.19467163085938,168.65328979492188,31.770000457763672,30.268500137329102,-2.3870508103030876
2022-03-15,139.93173217773438,173.79629516601562,29.829999923706055,30.3435001373291,-2.031517272378856
2022-03-16,140.54779052734375,179.8803253173828,26.670000076293945,30.392000102996825,-1.937680714041955
2022-03-17,141.63905334472656,183.5291290283203,25.670000076293945,30.461000061035158,-1.7914485458787655
2022-03-18,143.26719665527344,181.43226623535156,23.8700008392334,30.249000072479248,-1.594416187799373
2022-03-21,143.0647430419922,180.42518615722656,23.530000686645508,30.038000106811523,-1.6224711958635591
2022-03-22,144.63131713867188,180.30963134765625,22.940000534057617,29.744500160217285,-1.427556784794108
2022-03-23,143.87442016601562,177.1396484375,23.56999969482422,29.37200012207031,-1.5307751932479519
2022-03-24,144.7457275390625,177.20567321777344,21.670000076293945,28.9395001411438,-1.422001101739171
2022-03-25,145.4233856201172,177.77529907226562,20.809999465942383,28.600500106811523,-1.3359490428387257
2022-03-28,145.8546142578125,181.24244689941406,19.6299991607666,28.07450008392334,-1.2724847014579277
2022-03-29,148.01962280273438,183.6364288330078,18.899999618530273,27.353500080108642,-0.9959524777803236
