Date,META,LRCX,VIX,AvgVIX,zscore
2020-01-30,207.8985137939453,28.930837631225586,15.489999771118164,13.696000051498412,-0.5560838786447858
2020-01-31,200.33786010742188,27.745498657226562,18.84000015258789,14.014500045776368,-0.6826373878529861
2020-02-03,202.60009765625,28.69729995727539,17.969999313354492,14.211999988555908,-0.7194523100149914
2020-02-04,208.1962127685547,30.275264739990234,16.049999237060547,14.32199993133545,-0.7134060774716117
2020-02-05,208.47401428222656,30.295724868774414,15.149999618530273,14.389999914169312,-0.7058679809487197
2020-02-06,209.20826721191406,30.100351333618164,14.960000038146973,14.465499925613404,-0.6547462220151221
2020-02-07,210.67669677734375,29.34486198425293,15.470000267028809,14.611999940872192,-0.5068885548905192
2020-02-10,211.40101623535156,29.75703239440918,15.039999961853027,14.735999917984008,-0.5321110359334379
2020-02-11,205.5767364501953,30.30038833618164,15.180000305175781,14.878999948501587,-0.8117556078107931
2020-02-12,209.1189422607422,31.13309669494629,13.739999771118164,14.946499919891357,-0.7871543379703216
2020-02-13,211.4804229736328,31.780654907226562,14.149999618530273,15.032999897003174,-0.782311650967008
2020-02-14,212.51229858398438,31.568517684936523,13.680000305175781,15.100999927520752,-0.7182759355597019
2020-02-18,216.1041259765625,30.269676208496094,14.829999923706055,15.237499904632568,-0.4252863331603633
2020-02-19,215.79653930664062,31.06144905090332,14.380000114440918,15.313999891281128,-0.5354898723019105
2020-02-20,212.90919494628906,30.56275177001953,15.5600004196167,15.446499919891357,-0.5780630532905322
2020-02-21,208.54344177246094,29.475116729736328,17.079999923706055,15.651499938964843,-0.600714248868991
2020-02-24,199.1571044921875,27.954835891723633,25.030000686645508,16.174999952316284,-0.7517341082831043
2020-02-25,195.23788452148438,27.188188552856445,27.850000381469727,16.655999994277956,-0.7983003241671904
2020-02-26,195.66453552246094,27.5957088470459,27.559999465942383,17.219999933242796,-0.83376028299317
2020-02-27,188.27255249023438,26.581567764282227,39.15999984741211,18.35849995613098,-0.9755943586567853
2020-02-28,190.97134399414062,27.300765991210938,40.11000061035156,19.589499998092652,-0.9674515251188391
2020-03-02,194.9104461669922,27.9427490234375,33.41999816894531,20.318499898910524,-0.9045713830590886
2020-03-03,184.44259643554688,27.117481231689453,36.81999969482422,21.26099991798401,-1.1818224902180585
2020-03-04,190.26687622070312,28.492612838745117,31.989999771118164,22.05799994468689,-1.1421158206625972
2020-03-05,183.72821044921875,27.831098556518555,39.619998931884766,23.281499910354615,-1.2970369349939348
2020-03-06,179.67996215820312,27.391952514648438,41.939998626708984,24.630499839782715,-1.3892521458582776
2020-03-09,168.1802215576172,24.897546768188477,54.459999084472656,26.57999978065491,-1.4952556297595923
2020-03-10,176.80252075195312,26.755552291870117,47.29999923706055,28.192999744415282,-1.4142434139040407
2020-03-11,168.91444396972656,25.737693786621094,53.900001525878906,30.12899980545044,-1.573643576302273
2020-03-12,153.26724243164062,22.129594802856445,75.47000122070312,33.21549987792969,-1.6911052127637713
2020-03-13,168.9541473388672,24.35604476928711,57.83000183105469,35.39949998855591,-1.3994029588683623
2020-03-16,144.8731231689453,19.867795944213867,82.69000244140625,38.850000095367434,-1.7133231182666246
2020-03-17,148.25656127929688,21.334104537963867,75.91000366210938,41.9040002822876,-1.773734373928406
2020-03-18,145.8157196044922,18.062814712524414,76.44999694824219,45.007500123977664,-1.4533214314716956
2020-03-19,151.9376678466797,18.143754959106445,72.0,47.829500102996825,-1.240936146844507
2020-03-20,148.56414794921875,17.481319427490234,66.04000091552734,50.27750015258789,-1.2807017343165092
2020-03-23,146.9468536376953,17.942790985107422,61.59000015258789,52.10550012588501,-1.3971983546100513
2020-03-24,159.72653198242188,21.587507247924805,61.66999816894531,53.796500015258786,-1.3885392247322437
2020-03-25,154.99368286132812,21.859882354736328,63.95000076293945,55.61600008010864,-1.5946241491211346
2020-03-26,162.0681610107422,24.36737823486328,61.0,56.708000087738036,-1.6510982722882486
2020-03-27,155.56918334960938,22.57777976989746,65.54000091552734,57.97950010299682,-1.6634917081292093
2020-03-30,164.6578369140625,23.895647048950195,57.08000183105469,59.16250028610229,-1.4979763634345908
2020-03-31,165.50123596191406,22.463594436645508,53.540000915527344,59.99850034713745,-1.2882208588358282
2020-04-01,158.35728454589844,20.903308868408203,57.060001373291016,61.252000427246095,-1.3527357812254224
2020-04-02,156.95828247070312,20.644973754882812,50.90999984741211,61.81650047302246,-1.3712748894160156
2020-04-03,152.97950744628906,20.418468475341797,46.79999923706055,62.059500503540036,-1.4875591938415362
2020-04-06,164.26097106933594,23.469772338867188,45.2400016784668,61.598500633239745,-1.459138317476237
2020-04-07,167.51541137695312,23.98175048828125,46.70000076293945,61.568500709533694,-1.4048836641710234
2020-04-08,172.9229736328125,24.96734619140625,43.349998474121094,61.041000556945804,-1.3316052330116084
2020-04-09,173.82589721679688,24.1745662689209,41.66999816894531,59.35100040435791,-1.1996376422010333
2020-04-13,173.4290008544922,24.221364974975586,41.16999816894531,58.51800022125244,-1.2199161623053563
2020-04-14,176.78269958496094,25.506471633911133,37.7599983215332,56.27150001525879,-1.2587460915410986
2020-04-15,175.592041015625,24.598567962646484,40.84000015258789,54.51799983978272,-1.1884736962131934
2020-04-16,174.8776397705078,25.33799171447754,40.11000061035156,52.70100002288818,-1.3069162067379008
2020-04-17,177.84439086914062,26.11579132080078,38.150001525878906,51.00850009918213,-1.2963631711867145
2020-04-20,176.8521728515625,24.965471267700195,43.83000183105469,49.898000144958495,-1.1885601707312647
2020-04-21,169.47007751464844,22.80335807800293,45.40999984741211,49.089000129699706,-1.1864623863786767
2020-04-22,180.8607177734375,25.438148498535156,41.97999954223633,48.104500198364256,-1.1019816350864446
2020-04-23,183.6885223388672,24.706207275390625,41.380001068115234,46.976000213623045,-0.9076612336317289
2020-04-24,188.5900421142578,24.959856033325195,35.93000030517578,45.722500228881835,-0.7612336035146495
