Date,CL,ADI,VIX,AvgVIX,zscore
2020-01-30,59.94426727294922,100.5774917602539,15.489999771118164,13.696000051498412,-1.3459606421370804
2020-01-31,63.66328048706055,98.2324447631836,18.84000015258789,14.014500045776368,-0.17557905495964407
2020-02-03,64.65559387207031,98.45621490478516,17.969999313354492,14.211999988555908,0.1049000825930026
2020-02-04,65.06114196777344,100.65805053710938,16.049999237060547,14.32199993133545,0.14051737067535466
2020-02-05,65.34587860107422,104.43518829345703,15.149999618530273,14.389999914169312,0.08198864853190917
2020-02-06,65.84638214111328,103.63860321044922,14.960000038146973,14.465499925613404,0.2575061909297628
2020-02-07,65.60476684570312,100.48799896240234,15.470000267028809,14.611999940872192,0.3051302224459624
2020-02-10,66.74378204345703,101.05187225341797,15.039999961853027,14.735999917984008,0.6155801734919105
2020-02-11,65.67379760742188,104.61420440673828,15.180000305175781,14.878999948501587,0.1707418020341733
2020-02-12,65.5357437133789,106.34166717529297,13.739999771118164,14.946499919891357,0.06587980269483493
2020-02-13,65.89812469482422,106.4043197631836,14.149999618530273,15.032999897003174,0.1690212349934314
2020-02-14,66.17427062988281,105.30340576171875,13.680000305175781,15.100999927520752,0.2906234219308455
2020-02-18,65.63926696777344,106.12683868408203,14.829999923706055,15.237499904632568,0.1040579151339278
2020-02-19,65.1819839477539,110.8885498046875,14.380000114440918,15.313999891281128,-0.20733054143320845
2020-02-20,64.85403442382812,111.47929382324219,15.5600004196167,15.446499919891357,-0.3249119805916744
2020-02-21,65.81185913085938,109.87715911865234,17.079999923706055,15.651499938964843,0.013888580303780483
2020-02-24,64.21552276611328,105.04383087158203,25.030000686645508,16.174999952316284,-0.26983896830076226
2020-02-25,63.68054962158203,102.62718963623047,27.850000381469727,16.655999994277956,-0.3350889711231006
2020-02-26,62.92119216918945,102.78828430175781,27.559999465942383,17.219999933242796,-0.5621650473407686
2020-02-27,60.531028747558594,96.93885803222656,39.15999984741211,18.35849995613098,-1.0389291282604802
2020-02-28,58.3048095703125,98.13571166992188,40.11000061035156,19.589499998092652,-1.7317788419749545
2020-03-02,62.50703811645508,100.13353729248047,33.41999816894531,20.318499898910524,-0.5833307257036996
2020-03-03,61.93752670288086,96.47087860107422,36.81999969482422,21.26099991798401,-0.6119844104805752
2020-03-04,65.03526306152344,101.20442199707031,31.989999771118164,22.05799994468689,0.11252831200527141
2020-03-05,62.42074966430664,97.97376251220703,39.619998931884766,23.281499910354615,-0.5275880224251542
2020-03-06,62.567420959472656,96.2908935546875,41.939998626708984,24.630499839782715,-0.42188711311671523
2020-03-09,60.392974853515625,87.7507095336914,54.459999084472656,26.57999978065491,-0.735116557580852
2020-03-10,61.96342086791992,92.18729400634766,47.29999923706055,28.192999744415282,-0.44407167571399614
2020-03-11,59.45243453979492,84.96100616455078,53.900001525878906,30.12899980545044,-0.9044576893362501
2020-03-12,55.12940216064453,81.0013656616211,75.47000122070312,33.21549987792969,-2.014621851288667
2020-03-13,59.6250114440918,89.80252838134766,57.83000183105469,35.39949998855591,-1.0354854692552196
2020-03-16,53.79193878173828,74.88191986083984,82.69000244140625,38.850000095367434,-2.174841352878977
2020-03-17,60.57417297363281,85.88789367675781,75.91000366210938,41.9040002822876,-0.6126279649764684
2020-03-18,58.408348083496094,74.00001525878906,76.44999694824219,45.007500123977664,-0.7980119570096244
2020-03-19,57.510948181152344,81.28031921386719,72.0,47.829500102996825,-1.3318107688914615
2020-03-20,53.56759262084961,76.56476593017578,66.04000091552734,50.27750015258789,-2.303152131601522
2020-03-23,52.1783561706543,76.63676452636719,61.59000015258789,52.10550012588501,-2.7102468122919032
2020-03-24,52.7910041809082,84.34903717041016,61.66999816894531,53.796500015258786,-2.8206516530571255
2020-03-25,51.677879333496094,84.91598510742188,63.95000076293945,55.61600008010864,-3.1659023993883064
2020-03-26,55.06899642944336,83.35013580322266,61.0,56.708000087738036,-2.1201423086778584
2020-03-27,56.31155014038086,79.79546356201172,65.54000091552734,57.97950010299682,-1.6253567530847193
2020-03-30,57.450557708740234,81.86527252197266,57.08000183105469,59.16250028610229,-1.3712904382025133
2020-03-31,57.260711669921875,80.6773681640625,53.540000915527344,59.99850034713745,-1.3820790809158228
2020-04-01,56.56179428100586,75.67383575439453,57.060001373291016,61.252000427246095,-1.3982005482947937
2020-04-02,58.82252883911133,78.92255401611328,50.90999984741211,61.81650047302246,-0.8617433995801459
2020-04-03,58.34794998168945,77.89663696289062,46.79999923706055,62.059500503540036,-0.9614809171509215
2020-04-06,60.833038330078125,86.21185302734375,45.2400016784668,61.598500633239745,-0.5494025455371893
2020-04-07,59.573238372802734,86.61683654785156,46.70000076293945,61.568500709533694,-0.9312857499160252
2020-04-08,60.59144592285156,91.2513656616211,43.349998474121094,61.041000556945804,-0.8084053887579211
2020-04-09,60.323944091796875,88.90263366699219,41.66999816894531,59.35100040435791,-0.7983384480225165
2020-04-13,59.96153259277344,89.69452667236328,41.16999816894531,58.51800022125244,-0.9334824877027981
2020-04-14,63.08515548706055,92.70922088623047,37.7599983215332,56.27150001525879,-0.13708155518971787
2020-04-15,62.688232421875,90.39646911621094,40.84000015258789,54.51799983978272,-0.1660355042278171
2020-04-16,62.85218048095703,91.63835906982422,40.11000061035156,52.70100002288818,-0.16480681246705092
2020-04-17,63.7376708984375,92.51126098632812,38.150001525878906,51.00850009918213,0.06027360472910367
2020-04-20,62.64382553100586,90.81044006347656,43.83000183105469,49.898000144958495,-0.19446095390928878
2020-04-21,61.29823684692383,86.81481170654297,45.40999984741211,49.089000129699706,-0.4365602612355246
2020-04-22,61.8191032409668,91.89933013916016,41.97999954223633,48.104500198364256,-0.47530053230158115
2020-04-23,61.83646774291992,91.620361328125,41.380001068115234,46.976000213623045,-0.45980138016224664
2020-04-24,61.984046936035156,95.31900024414062,35.93000030517578,45.722500228881835,-0.5553169249776752
2020-04-27,61.66286087036133,97.2177963256836,33.290000915527344,44.11000022888184,-0.7199023189530878
2020-04-28,61.73230743408203,96.83985137939453,33.56999969482422,42.93450012207031,-0.6855367521310703
2020-04-29,60.90756607055664,101.99634552001953,31.229999542236328,41.81900005340576,-1.1186707744244861
2020-04-30,61.00306701660156,98.63068389892578,34.150001525878906,40.673500061035156,-0.9648624270788438
2020-05-01,59.4925422668457,93.26718139648438,37.189998626708984,39.9875,-1.2037612495862193
2020-05-04,60.31726837158203,93.05121612548828,35.970001220703125,39.44600009918213,-0.9556023923540073
2020-05-05,60.351985931396484,95.33700561523438,33.61000061035156,38.86450004577637,-1.0310750212685929
2020-05-06,58.893524169921875,94.716064453125,34.119998931884766,38.235499954223634,-1.432377520448259
2020-05-07,59.72693634033203,95.70596313476562,31.440000534057617,37.64000005722046,-1.226837090113748
2020-05-08,60.22175979614258,98.83765411376953,27.979999542236328,36.95550012588501,-1.2000455157988308
2020-05-11,60.23044204711914,97.56877899169922,27.56999969482422,36.275500202178954,-1.1500121633856295
2020-05-12,59.666168212890625,95.9309310913086,33.040000915527344,36.03950033187866,-1.2529490362624192
2020-05-13,59.29288101196289,93.41118621826172,35.279998779296875,35.76150026321411,-1.267273005575752
2020-05-14,58.21638488769531,94.93203735351562,32.61000061035156,35.38650026321411,-1.6375749507589294
2020-05-15,59.85715866088867,91.6113510131836,31.889999389648438,35.07350015640259,-1.0356300298783494
2020-05-18,60.95967102050781,97.49678039550781,29.299999237060547,34.34700002670288,-0.9350420303012645
2020-05-19,60.11760330200195,95.68797302246094,30.530000686645508,33.60300006866455,-1.112442545505204
2020-05-20,61.17668151855469,103.103271484375,27.989999771118164,32.90350008010864,-1.08177545537509
2020-05-21,60.99440002441406,99.89956665039062,29.530000686645508,32.31100006103516,-1.0148916233828442
2020-05-22,61.419769287109375,99.9445571899414,28.15999984741211,31.92250003814697,-0.8927533912205626
2020-05-26,60.27384948730469,101.42040252685547,28.010000228881836,31.658500003814698,-1.2815791939446912
2020-05-27,61.28086471557617,103.20222473144531,27.6200008392334,31.361000061035156,-1.0551530554900355
2020-05-28,62.583045959472656,100.39735412597656,28.59000015258789,31.229000091552734,-0.5710824197801437
2020-05-29,62.791412353515625,102.19791412353516,27.510000228881836,30.89700002670288,-0.5778400986044708
2020-06-01,63.138675689697266,102.04410552978516,28.229999542236328,30.449000072479247,-0.47099514039399404
2020-06-02,62.88689422607422,105.68142700195312,26.84000015258789,29.992500019073486,-0.6804666847313238
2020-06-03,62.20108413696289,110.0426025390625,25.65999984741211,29.594999980926513,-1.0433822794379781
2020-06-04,61.419769287109375,110.73021697998047,25.809999465942383,29.179500007629393,-1.2965626483672064
2020-06-05,62.85218811035156,112.7298583984375,24.520000457763672,28.8335000038147,-0.9544588957139102
2020-06-08,63.81578063964844,111.9336166381836,25.809999465942383,28.725,-0.6441515485443943
2020-06-09,63.61613082885742,111.64411163330078,27.56999969482422,28.725,-0.6914296002564029
2020-06-10,64.55369567871094,111.1826400756836,27.56999969482422,28.451499938964844,-0.4012323824206888
2020-06-11,63.45985794067383,104.64089965820312,40.790000915527344,28.727000045776368,-0.4747233178884146
2020-06-12,63.19074630737305,107.13815307617188,36.09000015258789,28.901000022888184,-0.6465560492548297
2020-06-15,63.27756118774414,107.21959686279297,34.400001525878906,29.026500129699706,-0.6243339261413953
2020-06-16,63.83316421508789,111.0107421875,33.66999816894531,29.245000076293945,-0.6045393660404991
2020-06-17,64.07625579833984,110.86598205566406,33.470001220703125,29.392000102996825,-0.5283570018546824
2020-06-18,63.90260314941406,111.11932373046875,32.939998626708984,29.639500045776366,-0.5883913081733694
2020-06-19,63.685577392578125,108.73966979980469,35.119998931884766,29.91899995803833,-0.5624733592367275
2020-06-22,63.45985794067383,109.0291976928711,31.770000457763672,30.09949998855591,-0.6390188180259128
2020-06-23,63.3036003112793,111.5174331665039,31.3700008392334,30.267500019073488,-0.7776627424072428
2020-06-24,62.53097915649414,108.09725952148438,33.84000015258789,30.57849998474121,-0.8745190648201628
2020-06-25,63.06053161621094,108.66728210449219,32.220001220703125,30.760000038146973,-0.7417105919920312
2020-06-26,62.08821487426758,106.64956665039062,34.72999954223633,31.121000003814697,-0.9492044764407568
2020-06-29,62.87822723388672,107.6719970703125,31.780000686645508,31.298500061035156,-0.7575154630544473
2020-06-30,63.59876251220703,110.96549987792969,30.43000030517578,31.47800006866455,-0.6710785653969161
2020-07-01,63.399105072021484,108.91157531738281,28.6200008392334,31.626000118255615,-0.6522999260638697
2020-07-02,63.61613082885742,109.69876098632812,27.68000030517578,31.719500160217287,-0.6185967263353066
2020-07-06,63.763710021972656,111.85221099853516,27.940000534057617,31.890500164031984,-0.6562612360221783
2020-07-07,64.21512603759766,110.9474105834961,29.43000030517578,32.07150020599365,-0.49098127870240427
2020-07-08,64.66655731201172,111.16455078125,28.079999923706055,32.097000217437746,-0.36770172812945606
2020-07-09,63.6508674621582,112.36792755126953,29.260000228881836,32.18150024414062,-0.708417232983299
2020-07-10,63.96337127685547,112.64842987060547,27.290000915527344,31.506500244140625,-0.627950945566998
2020-07-13,63.77238464355469,106.08856964111328,32.189998626708984,31.31150016784668,-0.4379484926141565
2020-07-14,64.97907257080078,106.7762222290039,29.520000457763672,31.067500114440918,-0.112433611886877
2020-07-15,64.8401870727539,106.67671966552734,27.760000228881836,30.772000217437743,-0.14913709468962139
2020-07-16,65.09193420410156,104.93948364257812,28.0,30.49850015640259,-0.010813713737991906
2020-07-17,65.66830444335938,105.63616943359375,25.68000030517578,30.13550024032593,0.13088095543676082
2020-07-20,64.7950210571289,105.91667175292969,24.459999084472656,29.602500247955323,-0.1338288915712286
2020-07-21,64.65531158447266,103.67274475097656,24.84000015258789,29.256000232696532,-0.09048614006729361
2020-07-22,64.74264526367188,103.03939056396484,24.31999969482422,28.903500175476076,-0.04135134872633173
2020-07-23,64.82122802734375,101.28406524658203,26.079999923706055,28.515500164031984,0.047242090277437684
2020-07-24,64.89983367919922,101.52835845947266,25.84000015258789,28.19650011062622,0.060977557844730454
2020-07-27,65.18799591064453,104.77660369873047,24.739999771118164,27.697000122070314,0.02324745768777078
2020-07-28,66.1136245727539,104.44184112548828,25.440000534057617,27.380000114440918,0.3052262011955811
2020-07-29,66.54154205322266,106.34192657470703,24.100000381469727,27.063500118255615,0.3586524575095691
2020-07-30,67.12659454345703,105.22901153564453,24.760000228881836,26.870500087738037,0.5706249565538213
2020-07-31,67.4147720336914,103.91703796386719,24.459999084472656,26.70950002670288,0.7036314189770213
2020-08-03,66.86463165283203,105.47332763671875,24.280000686645508,26.526500034332276,0.4852219370180934
