Date,BAC,AMAT,VIX,AvgVIX,zscore
2020-03-10,20.39226531982422,53.175872802734375,47.29999923706055,28.192999744415282,-0.4071380285664415
2020-03-11,19.580371856689453,49.69203567504883,53.900001525878906,30.12899980545044,-0.49518930194811567
2020-03-12,17.714752197265625,42.70541763305664,75.47000122070312,33.21549987792969,-0.7775016213305147
2020-03-13,20.867300033569336,48.17732238769531,57.83000183105469,35.39949998855591,0.19684693868379977
2020-03-16,17.654293060302734,38.369544982910156,82.69000244140625,38.850000095367434,-0.4640184358335358
2020-03-17,18.984413146972656,42.46875,75.91000366210938,41.9040002822876,-0.1934940392113138
2020-03-18,17.956594467163086,37.091514587402344,76.44999694824219,45.007500123977664,-0.22905473366324
2020-03-19,18.31070899963379,38.04767990112305,72.0,47.829500102996825,-0.1464226710099313
2020-03-20,16.989233016967773,35.96494674682617,66.04000091552734,50.27750015258789,-0.5714100416385095
2020-03-23,15.61592960357666,38.02873992919922,61.59000015258789,52.10550012588501,-1.3450204371997565
2020-03-24,18.163883209228516,42.733821868896484,61.66999816894531,53.796500015258786,-0.5797170098167215
2020-03-25,18.224342346191406,42.34566116333008,63.95000076293945,55.61600008010864,-0.522317960884598
2020-03-26,19.623554229736328,46.57740783691406,61.0,56.708000087738036,-0.23143023662116097
2020-03-27,18.656200408935547,42.64860534667969,65.54000091552734,57.97950010299682,-0.3537796681307822
2020-03-30,19.036231994628906,44.7786750793457,57.08000183105469,59.16250028610229,-0.35176861729889886
2020-03-31,18.336627960205078,43.377567291259766,53.540000915527344,59.99850034713745,-0.5533276274793273
2020-04-01,17.075605392456055,40.99190139770508,57.060001373291016,61.252000427246095,-0.9276097157438472
2020-04-02,17.76657485961914,40.93509292602539,50.90999984741211,61.81650047302246,-0.6154354928312963
2020-04-03,17.300174713134766,40.02627182006836,46.79999923706055,62.059500503540036,-0.7517894616520043
2020-04-06,18.474824905395508,43.689979553222656,45.2400016784668,61.598500633239745,-0.5163108058178814
2020-04-07,19.122600555419922,45.024810791015625,46.70000076293945,61.568500709533694,-0.33262953916571125
2020-04-08,20.25406837463379,48.7169303894043,43.349998474121094,61.041000556945804,-0.11861219380127426
2020-04-09,21.471904754638672,46.94661331176758,41.66999816894531,59.35100040435791,0.5627222849990972
2020-04-13,20.660011291503906,47.22114944458008,41.16999816894531,58.51800022125244,0.17960241922774242
2020-04-14,20.495908737182617,49.673091888427734,37.7599983215332,56.27150001525879,-0.08597966387575406
2020-04-15,19.16579246520996,47.68503189086914,40.84000015258789,54.51799983978272,-0.5222476312524879
2020-04-16,18.500732421875,49.44588851928711,40.11000061035156,52.70100002288818,-0.9566676662051465
2020-04-17,20.107240676879883,50.36418533325195,38.150001525878906,51.00850009918213,-0.3133254066737952
2020-04-20,19.433542251586914,47.931182861328125,43.83000183105469,49.898000144958495,-0.42233399604221916
2020-04-21,18.69074821472168,45.75377655029297,45.40999984741211,49.089000129699706,-0.582180178461441
2020-04-22,18.828941345214844,49.33229064941406,41.97999954223633,48.104500198364256,-0.8015855878330722
2020-04-23,18.889402389526367,48.186790466308594,41.380001068115234,46.976000213623045,-0.6847272275128229
2020-04-24,19.157155990600586,48.98200988769531,35.93000030517578,45.722500228881835,-0.6279190687657981
2020-04-27,20.271343231201172,48.30984878540039,33.290000915527344,44.11000022888184,-0.07895922575077052
2020-04-28,20.634105682373047,47.732364654541016,33.56999969482422,42.93450012207031,0.12793036487759168
2020-04-29,21.40280532836914,51.44342041015625,31.229999542236328,41.81900005340576,0.17890698073226283
2020-04-30,20.772294998168945,47.03181838989258,34.150001525878906,40.673500061035156,0.24447081451313296
2020-05-01,19.934492111206055,44.39052963256836,37.189998626708984,39.9875,0.07873293545950663
2020-05-04,19.8049373626709,45.043758392333984,35.970001220703125,39.44600009918213,-0.03024734161037635
2020-05-05,19.571735382080078,46.24605178833008,33.61000061035156,38.86450004577637,-0.22849243282068166
2020-05-06,19.303983688354492,47.808101654052734,34.119998931884766,38.235499954223634,-0.47036814335431215
2020-05-07,19.727205276489258,48.51811981201172,31.440000534057617,37.64000005722046,-0.3376352293172329
2020-05-08,20.35771369934082,50.9416618347168,27.979999542236328,36.95550012588501,-0.24711800568393472
2020-05-11,19.50263786315918,51.13100814819336,27.56999969482422,36.275500202178954,-0.6427803527305552
2020-05-12,18.889402389526367,49.54055404663086,33.040000915527344,36.03950033187866,-0.7910107407211865
2020-05-13,18.02569007873535,48.745338439941406,35.279998779296875,35.76150026321411,-1.1132216108906121
2020-05-14,18.751209259033203,51.52861022949219,32.61000061035156,35.38650026321411,-1.008634850159276
2020-05-15,18.518001556396484,49.26601791381836,31.889999389648438,35.07350015640259,-0.9348555037628801
2020-05-18,19.8049373626709,51.462345123291016,29.299999237060547,34.34700002670288,-0.5341683788688203
2020-05-19,19.183059692382812,52.5131721496582,30.530000686645508,33.60300006866455,-0.8936135292041305
2020-05-20,19.78766441345215,54.062435150146484,27.989999771118164,32.90350008010864,-0.7459928347330712
2020-05-21,19.779027938842773,52.2945671081543,29.530000686645508,32.31100006103516,-0.6110442635659814
2020-05-22,19.571735382080078,51.69577407836914,28.15999984741211,31.92250003814697,-0.656348255960345
2020-05-26,20.970951080322266,52.408626556396484,28.010000228881836,31.658500003814698,-0.08919165952696603
2020-05-27,22.439260482788086,53.60620880126953,27.6200008392334,31.361000061035156,0.4706789465142533
2020-05-28,21.471904754638672,51.961910247802734,28.59000015258789,31.229000091552734,0.16897304702796784
2020-05-29,20.832752227783203,53.3971061706543,27.510000228881836,30.89700002670288,-0.22834190450010255
2020-06-01,21.2559757232666,52.93138885498047,28.229999542236328,30.449000072479247,-0.0033015532842994686
2020-06-02,21.454626083374023,53.02642059326172,26.84000015258789,29.992500019073486,0.0777038757128877
2020-06-03,22.447895050048828,54.94637680053711,25.65999984741211,29.594999980926513,0.36930810922686325
2020-06-04,23.29154396057129,55.250511169433594,25.809999465942383,29.179500007629393,0.7211386257848076
2020-06-05,24.448291778564453,57.20846939086914,24.520000457763672,28.8335000038147,1.0825625011853544
2020-06-08,24.82227897644043,56.93284225463867,25.809999465942383,28.725,1.2707521970009348
2020-06-09,24.543962478637695,56.82829666137695,27.56999969482422,28.725,1.155015425672356
2020-06-10,23.134992599487305,56.89482498168945,27.56999969482422,28.451499938964844,0.5223260139339041
2020-06-11,20.812795639038086,52.66524887084961,40.790000915527344,28.727000045776368,-0.17977144515821872
2020-06-12,21.552074432373047,53.748783111572266,36.09000015258789,28.901000022888184,0.0643887896790383
2020-06-15,21.873876571655273,54.224021911621094,34.400001525878906,29.026500129699706,0.17038832613008645
2020-06-16,22.439197540283203,55.64020538330078,33.66999816894531,29.245000076293945,0.3109625436145701
2020-06-17,21.743412017822266,57.02789306640625,33.470001220703125,29.392000102996825,-0.10784331577106344
2020-06-18,21.7782039642334,57.38906478881836,32.939998626708984,29.639500045776366,-0.12070464550663837
2020-06-19,21.960847854614258,57.930824279785156,35.119998931884766,29.91899995803833,-0.08189993058097567
2020-06-22,21.41291618347168,58.23497772216797,31.770000457763672,30.09949998855591,-0.3497931116043257
2020-06-23,21.560766220092773,57.8262825012207,31.3700008392334,30.267500019073488,-0.25186351147113667
2020-06-24,20.70842933654785,56.9993782043457,33.84000015258789,30.57849998474121,-0.5665206158186724
2020-06-25,21.499887466430664,57.00887680053711,32.220001220703125,30.760000038146973,-0.2148008271800649
2020-06-26,20.134401321411133,55.488136291503906,34.72999954223633,31.121000003814697,-0.7035093969844295
2020-06-29,20.343135833740234,56.13445281982422,31.780000686645508,31.298500061035156,-0.6612943020791017
2020-06-30,20.656248092651367,57.455596923828125,30.43000030517578,31.47800006866455,-0.6255764246794929
2020-07-01,20.230072021484375,56.72373962402344,28.6200008392334,31.626000118255615,-0.7579104955519548
2020-07-02,20.256162643432617,57.97835159301758,27.68000030517578,31.719500160217287,-0.8447905328165433
2020-07-06,20.577966690063477,60.316490173339844,27.940000534057617,31.890500164031984,-0.8850457681561273
2020-07-07,20.012638092041016,59.09989547729492,29.43000030517578,32.07150020599365,-1.0412930294394107
2020-07-08,20.090909957885742,59.66067886352539,28.079999923706055,32.097000217437746,-1.0504625891775614
2020-07-09,19.80389976501465,60.345008850097656,29.260000228881836,32.18150024414062,-1.2320053343516322
2020-07-10,20.891075134277344,59.489593505859375,27.290000915527344,31.506500244140625,-0.6806876472025291
2020-07-13,21.038925170898438,58.46308898925781,32.189998626708984,31.31150016784668,-0.5342540516971993
2020-07-14,20.995437622070312,59.44207000732422,29.520000457763672,31.067500114440918,-0.6304801255490309
2020-07-15,21.39552116394043,59.02385711669922,27.760000228881836,30.772000217437743,-0.41947440591382207
2020-07-16,20.812795639038086,59.251976013183594,28.0,30.49850015640259,-0.6968931282998879
2020-07-17,20.195281982421875,59.21395492553711,25.68000030517578,30.13550024032593,-0.9689097312212958
2020-07-20,20.508390426635742,60.57312774658203,24.459999084472656,29.602500247955323,-0.9361791741461549
2020-07-21,21.23895835876465,60.6491584777832,24.84000015258789,29.256000232696532,-0.6167994532370384
2020-07-22,21.143295288085938,61.038856506347656,24.31999969482422,28.903500175476076,-0.6899968080279848
2020-07-23,21.343332290649414,60.47808074951172,26.079999923706055,28.515500164031984,-0.5568866350137432
2020-07-24,21.178085327148438,57.61716842651367,25.84000015258789,28.19650011062622,-0.4058679648135288
2020-07-27,20.995437622070312,59.8887825012207,24.739999771118164,27.697000122070314,-0.66555136984568
2020-07-28,21.186784744262695,59.21395492553711,25.440000534057617,27.380000114440918,-0.527356952246602
2020-07-29,21.978242874145508,60.11689758300781,24.100000381469727,27.063500118255615,-0.24578114965414508
2020-07-30,21.604251861572266,61.22893142700195,24.760000228881836,26.870500087738037,-0.49963854732878843
2020-07-31,21.639041900634766,61.14339828491211,24.459999084472656,26.70950002670288,-0.4774300811616069
2020-08-03,21.734718322753906,61.78970718383789,24.280000686645508,26.526500034332276,-0.485563328134463
2020-08-04,21.752107620239258,61.637638092041016,23.760000228881836,26.243000030517578,-0.4658803399678469
2020-08-05,22.082611083984375,61.65664291381836,22.989999771118164,25.988500022888182,-0.32018700978233594
2020-08-06,22.15218734741211,60.45906448364258,22.649999618530273,25.657999992370605,-0.1951806606508
2020-08-07,22.70882225036621,60.42104721069336,22.209999084472656,25.403999900817873,0.055694131605681554
2020-08-10,23.100204467773438,62.008323669433594,22.1299991607666,24.90099992752075,0.10537455102316597
2020-08-11,23.41330909729004,61.26695251464844,24.030000686645508,24.626499938964844,0.30301639455693863
2020-08-12,23.248056411743164,63.20591354370117,22.280000686645508,24.352499961853027,0.07719611005439488
2020-08-13,22.917560577392578,61.846736907958984,22.1299991607666,24.058999919891356,0.03672260582497374
2020-08-14,23.02192497253418,64.27045440673828,22.049999237060547,23.877499866485596,-0.10708530408790937
2020-08-17,22.52617645263672,63.624114990234375,21.350000381469727,23.72199993133545,-0.27711653410598025
2020-08-18,22.204378128051758,63.13936996459961,21.510000228881836,23.555499935150145,-0.3823680412294266
2020-08-19,22.178279876708984,62.81513977050781,22.540000915527344,23.466499996185302,-0.36853535485775096
2020-08-20,21.83038330078125,60.831607818603516,22.719999313354492,23.298499965667723,-0.3677401304298844
2020-08-21,21.72602081298828,59.38209533691406,22.540000915527344,23.133500003814696,-0.3004158720219614
2020-08-24,22.34353256225586,60.7839241027832,22.3700008392334,23.01500005722046,-0.13547219039423175
2020-08-25,22.613149642944336,61.07954788208008,22.030000686645508,22.844500064849854,-0.03861107331097178
2020-08-26,22.23046112060547,60.80299758911133,23.270000457763672,22.803000068664552,-0.1873245299961455
2020-08-27,22.656633377075195,59.153221130371094,24.469999313354492,22.788500022888183,0.1319890895250116
2020-08-28,22.874073028564453,60.14500045776367,22.959999084472656,22.713500022888184,0.1509587386592319
2020-08-31,22.387014389038086,58.7431755065918,26.40999984741211,22.819999980926514,0.04411034269611429
2020-09-01,22.360925674438477,59.019718170166016,26.1200008392334,22.938000011444093,0.010780805648000446
2020-09-02,22.63054656982422,62.06178665161133,26.56999969482422,23.117000007629393,-0.10797880766189435
2020-09-03,22.472902297973633,58.60967254638672,33.599998474121094,23.664499950408935,0.09284067040849951
2020-09-04,23.243608474731445,58.13284683227539,30.75,24.091499996185302,0.473500002690628
2020-09-08,22.31525993347168,53.050048828125,31.459999084472656,24.557999992370604,0.4591208529578176
2020-09-09,22.34153175354004,52.639984130859375,28.809999465942383,24.79699993133545,0.5030147025845337
2020-09-10,22.017484664916992,52.56368637084961,29.709999084472656,25.168499851226805,0.36469468344448486
2020-09-11,22.332773208618164,52.44926071166992,26.8700008392334,25.405499935150146,0.514087829290115
2020-09-14,22.55172348022461,53.841548919677734,25.850000381469727,25.595499992370605,0.502286398818964
2020-09-15,22.140100479125977,54.54723358154297,25.59000015258789,25.807499980926515,0.26357242212094945
2020-09-16,22.42035675048828,53.8510856628418,26.040000915527344,26.03400001525879,0.4430352185290348
2020-09-17,22.201400756835938,53.72711944580078,26.459999084472656,26.229999923706053,0.35525857735533334
2020-09-18,22.078794479370117,53.545921325683594,25.829999923706055,26.385499954223633,0.3148832783674181
2020-09-21,21.43071174621582,54.66167068481445,27.780000686645508,26.64749994277954,-0.06132898378618975
2020-09-22,20.966533660888672,55.205238342285156,26.860000610351562,26.87199993133545,-0.31071992917347374
2020-09-23,20.37099266052246,54.59490966796875,28.579999923706055,27.199499893188477,-0.5280196253496081
2020-09-24,20.44105339050293,55.10987854003906,28.510000228881836,27.461499881744384,-0.5372490252303023
2020-09-25,20.572423934936523,55.52946472167969,26.3799991607666,27.55699987411499,-0.511686439390179
2020-09-28,21.097902297973633,56.60706329345703,26.190000534057617,27.71849994659424,-0.3622734208056354
2020-09-29,20.817655563354492,56.88361358642578,26.270000457763672,27.711499977111817,-0.5087895048296044
2020-09-30,21.097902297973633,56.69287872314453,26.3700008392334,27.723999977111816,-0.36901076068332805
2020-10-01,21.10666275024414,57.83722686767578,26.700000762939453,27.73050003051758,-0.4549517872651282
2020-10-02,21.2030029296875,55.5103874206543,27.6299991607666,27.432000064849852,-0.22936858425763682
2020-10-05,21.562076568603516,57.78955078125,27.959999084472656,27.292500019073486,-0.2483961702057532
2020-10-06,21.343128204345703,57.59882736206055,29.479999542236328,27.19350004196167,-0.3309283287418009
2020-10-07,21.789779663085938,58.28543472290039,28.059999465942383,27.15600004196167,-0.18592325483018626
2020-10-08,22.105066299438477,59.6967887878418,26.360000610351562,26.988500118255615,-0.15631939990869412
2020-10-09,22.210168838500977,60.35479736328125,25.0,26.895000076293947,-0.16117338664268718
2020-10-12,22.490419387817383,61.68033981323242,25.06999969482422,26.85600004196167,-0.14043535417076525
2020-10-13,21.851089477539062,61.68986129760742,26.06999969482422,26.880000019073485,-0.42590009112876803
2020-10-14,20.686277389526367,61.01279830932617,26.399999618530273,26.897999954223632,-0.8914779279711773
2020-10-15,21.15045166015625,60.56458282470703,26.969999313354492,26.923499965667723,-0.6495747477137537
2020-10-16,21.229272842407227,60.0782470703125,27.40999984741211,27.002499961853026,-0.576290712893991
2020-10-19,20.773855209350586,59.172306060791016,29.18000030517578,27.07249994277954,-0.7079798784710397
2020-10-20,21.141691207885742,59.372562408447266,29.350000381469727,27.196999931335448,-0.5598909874703459
2020-10-21,21.0628719329834,59.22952651977539,28.649999618530273,27.20049991607666,-0.5837624215855286
2020-10-22,21.781024932861328,58.83853530883789,28.110000610351562,27.180499935150145,-0.23324579618260838
2020-10-23,21.80729866027832,58.12331771850586,27.549999237060547,27.238999938964845,-0.1653936484333198
2020-10-26,21.49201011657715,56.75009536743164,32.459999084472656,27.552499866485597,-0.1979920605119363
2020-10-27,20.887714385986328,56.10163879394531,33.349998474121094,27.906499767303465,-0.4161971529647497
2020-10-28,20.554908752441406,54.66167068481445,40.279998779296875,28.60199966430664,-0.45135638524040117
2020-10-29,20.61621856689453,56.740570068359375,37.59000015258789,29.146499633789062,-0.5872665375346856
2020-10-30,20.7563419342041,56.48309326171875,38.02000045776367,29.665999698638917,-0.5046500141705441
2020-11-02,21.089149475097656,57.53207778930664,37.130001068115234,30.124499797821045,-0.43879394593234494
2020-11-03,21.62337875366211,58.962501525878906,35.54999923706055,30.427999782562257,-0.31318400401425156
2020-11-04,20.738826751708984,61.851985931396484,29.56999969482422,30.50349979400635,-0.9339600889075939
2020-11-05,21.553316116333008,66.7059326171875,27.579999923706055,30.56449975967407,-0.952319595074469
2020-11-06,21.290576934814453,67.25901794433594,24.860000610351562,30.55749979019165,-1.112749589898914
2020-11-09,24.31207275390625,67.99332427978516,25.75,30.59149980545044,0.1751838922545598
2020-11-10,24.2244873046875,66.1718978881836,24.799999237060547,30.527999782562254,0.2791784184138167
2020-11-11,23.94424057006836,67.85980224609375,23.450000762939453,30.380499839782715,0.021857412036146762
2020-11-12,23.374969482421875,66.56288146972656,25.350000381469727,30.299499893188475,-0.12983921245847593
2020-11-13,23.646469116210938,69.43328094482422,23.100000381469727,30.083999919891358,-0.23428447954681664
2020-11-16,24.154428482055664,71.02584075927734,22.450000762939453,29.74749994277954,-0.133102747183422
2020-11-17,24.128158569335938,70.92095184326172,22.709999084472656,29.415499877929687,-0.13656691628210177
2020-11-18,23.628952026367188,72.41300201416016,23.84000015258789,29.174999904632568,-0.4760223628547851
2020-11-19,23.628952026367188,73.88591003417969,23.110000610351562,28.924999904632568,-0.5916598650567457
2020-11-20,23.48006248474121,73.3790283203125,23.700000762939453,28.732499980926512,-0.6181707648024803
2020-11-23,23.98802375793457,76.9944076538086,22.65999984741211,28.242500019073486,-0.6757990479331595
2020-11-24,25.380544662475586,79.33771514892578,21.639999389648438,27.657000064849854,-0.2396303530288324
2020-11-25,25.424327850341797,77.60655975341797,21.25,26.70550012588501,-0.08421966845778762
2020-11-27,25.389299392700195,79.06034851074219,20.84000015258789,25.86800012588501,-0.21395558910525833
2020-11-30,24.66238784790039,78.88819885253906,20.56999969482422,24.995500087738037,-0.5241607218602318
2020-12-01,25.126562118530273,80.60022735595703,20.770000457763672,24.17750005722046,-0.451857554317859
2020-12-02,25.450607299804688,81.57581329345703,21.170000076293945,23.458500099182128,-0.38414119019097237
2020-12-03,25.477039337158203,82.35054016113281,21.280000686645508,23.044000148773193,-0.43319356827384276
2020-12-04,25.811918258666992,84.9712142944336,20.790000915527344,22.704500198364258,-0.4898078483166013
2020-12-07,25.63566780090332,85.2581558227539,21.299999237060547,22.526500129699706,-0.5908263637792505
2020-12-08,25.494670867919922,85.84159851074219,20.68000030517578,22.273000144958495,-0.6994233874470601
2020-12-09,25.380104064941406,83.99564361572266,22.270000457763672,22.146500205993654,-0.6055189297045224
2020-12-10,25.653297424316406,84.06259155273438,22.520000457763672,22.100000190734864,-0.4891119019626354
2020-12-11,25.177412033081055,84.45475769042969,23.309999465942383,21.998000144958496,-0.7318300615609472
2020-12-14,24.868976593017578,84.64604187011719,24.719999313354492,22.079000091552736,-0.8842054034073491
2020-12-15,25.239099502563477,84.61732482910156,22.889999389648438,22.101000022888183,-0.7171214445036908
2020-12-16,25.309602737426758,84.69384002685547,22.5,22.09050006866455,-0.6917309334148235
2020-12-17,25.406538009643555,83.68955993652344,21.93000030517578,21.995000076293945,-0.5697163939691096
2020-12-18,25.26554298400879,82.34098052978516,21.56999969482422,21.91800003051758,-0.5266301778803245
2020-12-21,26.208480834960938,82.64706420898438,25.15999984741211,21.99099998474121,-0.13073567079947007
2020-12-22,25.741416931152344,81.91056060791016,24.229999542236328,22.069499969482422,-0.28091382331588804
2020-12-23,26.481666564941406,80.37066650390625,23.309999465942383,22.15299997329712,0.1696432199078387
2020-12-24,26.402355194091797,81.61407470703125,21.530000686645508,22.167000007629394,0.03670338837545149
2020-12-28,26.552169799804688,81.17410278320312,21.700000762939453,22.210000038146973,0.1379634068318185
2020-12-29,26.446422576904297,80.60022735595703,23.079999923706055,22.335500049591065,0.13592502751969546
2020-12-30,26.419984817504883,83.19222259521484,22.770000457763672,22.435500049591063,-0.07934533762570876
2020-12-31,26.710798263549805,82.54183959960938,22.75,22.514500045776366,0.10122596998697717
