Date,WFC,XOM,VIX,AvgVIX,zscore
2020-01-30,40.615787506103516,48.712581634521484,15.489999771118164,13.696000051498412,0.6704524195706243
2020-01-31,39.7934684753418,46.70513153076172,18.84000015258789,14.014500045776368,0.9841834058223344
2020-02-03,39.9460563659668,45.660064697265625,17.969999313354492,14.211999988555908,1.3341072067115254
2020-02-04,40.06474304199219,45.08865737915039,16.049999237060547,14.32199993133545,1.5367632019589672
2020-02-05,40.95489501953125,47.16376876831055,15.149999618530273,14.389999914169312,1.2253490113754248
2020-02-06,41.1091194152832,46.524688720703125,14.960000038146973,14.465499925613404,1.4589087778343917
2020-02-07,40.98916244506836,46.216426849365234,15.470000267028809,14.611999940872192,1.509115028387975
2020-02-10,40.929176330566406,45.728336334228516,15.039999961853027,14.735999917984008,1.6303678600677716
2020-02-11,41.117679595947266,46.16304397583008,15.180000305175781,14.878999948501587,1.5657826658828407
2020-02-12,40.946327209472656,46.7274055480957,13.739999771118164,14.946499919891357,1.3482315787410724
2020-02-13,41.229068756103516,46.468101501464844,14.149999618530273,15.032999897003174,1.513745804452772
2020-02-14,41.31473922729492,46.25456237792969,13.680000305175781,15.100999927520752,1.602756506833957
2020-02-18,40.26089859008789,45.66732406616211,14.829999923706055,15.237499904632568,1.4331889541942022
2020-02-19,40.3465690612793,46.018150329589844,14.380000114440918,15.313999891281128,1.3597100823346835
2020-02-20,40.560768127441406,45.652069091796875,15.5600004196167,15.446499919891357,1.533941587607728
2020-02-21,40.86921310424805,45.095333099365234,17.079999923706055,15.651499938964843,1.7933506729564432
2020-02-24,39.746795654296875,42.982810974121094,25.030000686645508,16.174999952316284,2.040899490517061
2020-02-25,38.6586799621582,41.33549118041992,27.850000381469727,16.655999994277956,2.1655318940513104
2020-02-26,37.81901168823242,40.42793655395508,27.559999465942383,17.219999933242796,2.1570108326604314
2020-02-27,36.38816833496094,37.995086669921875,39.15999984741211,18.35849995613098,2.397676991655545
2020-02-28,35.000144958496094,39.2305793762207,40.11000061035156,19.589499998092652,1.5959300838845718
2020-03-02,36.20823287963867,41.09144973754883,33.41999816894531,20.318499898910524,1.4483651907554895
2020-03-03,34.72597885131836,39.12381362915039,36.81999969482422,21.26099991798401,1.5385686898957511
2020-03-04,35.47139358520508,39.977970123291016,31.989999771118164,22.05799994468689,1.5321763422427637
2020-03-05,33.329383850097656,38.21625518798828,39.619998931884766,23.281499910354615,1.3510851273618838
2020-03-06,31.778594970703125,36.37065124511719,41.939998626708984,24.630499839782715,1.3841305845275518
2020-03-09,27.82875633239746,31.924423217773438,54.459999084472656,26.57999978065491,1.395022226749578
