Date,BAC,NEE,VIX,AvgVIX,zscore
2020-01-30,28.7337646484375,57.78909683227539,15.489999771118164,13.696000051498412,2.623939755696131
2020-01-31,28.175912857055664,57.41872787475586,18.84000015258789,14.014500045776368,2.436187191192637
2020-02-03,28.296070098876953,57.12114334106445,17.969999313354492,14.211999988555908,2.5150892297562657
2020-02-04,28.853923797607422,56.635162353515625,16.049999237060547,14.32199993133545,2.790124091533851
2020-02-05,29.78940200805664,57.0997428894043,15.149999618530273,14.389999914169312,3.120923061079887
2020-02-06,29.75507164001465,57.44655990600586,14.960000038146973,14.465499925613404,3.0716970876099845
2020-02-07,29.70357322692871,57.70561981201172,15.470000267028809,14.611999940872192,3.0244756843658407
2020-02-10,29.772232055664062,58.17660140991211,15.039999961853027,14.735999917984008,3.004226053016252
2020-02-11,29.840890884399414,58.26436996459961,15.180000305175781,14.878999948501587,3.0230345421091105
2020-02-12,29.969621658325195,57.85974884033203,13.739999771118164,14.946499919891357,3.1163117390196122
2020-02-13,29.961044311523438,58.97515106201172,14.149999618530273,15.032999897003174,2.9991596583040194
2020-02-14,29.909549713134766,59.628135681152344,13.680000305175781,15.100999927520752,2.9117899139737364
2020-02-18,29.411771774291992,60.3817253112793,14.829999923706055,15.237499904632568,2.6337641965127006
2020-02-19,29.79798126220703,58.80388259887695,14.380000114440918,15.313999891281128,2.9507004951641327
2020-02-20,29.909549713134766,59.309139251708984,15.5600004196167,15.446499919891357,2.944302901677518
2020-02-21,29.489015579223633,59.42902755737305,17.079999923706055,15.651499938964843,2.762090177353004
2020-02-24,28.090085983276367,58.64759826660156,25.030000686645508,16.174999952316284,2.2762433888592875
2020-02-25,26.67399787902832,57.87474060058594,27.850000381469727,16.655999994277956,1.782586937736327
2020-02-26,26.287792205810547,57.690616607666016,27.559999465942383,17.219999933242796,1.6452366420517457
2020-02-27,25.000436782836914,55.060794830322266,39.15999984741211,18.35849995613098,1.3928849244241905
2020-02-28,24.459745407104492,54.39579391479492,40.11000061035156,19.589499998092652,1.2420988443479062
2020-03-02,25.2064151763916,57.75088119506836,33.41999816894531,20.318499898910524,1.201967042848125
2020-03-03,23.816070556640625,57.062217712402344,36.81999969482422,21.26099991798401,0.7101356323632589
2020-03-04,24.365339279174805,60.735809326171875,31.989999771118164,22.05799994468689,0.5577451664997345
2020-03-05,23.13023567199707,59.431636810302734,39.619998931884766,23.281499910354615,0.19140151329361024
2020-03-06,22.2060604095459,58.497657775878906,41.939998626708984,24.630499839782715,-0.08698606472289745
2020-03-09,18.941226959228516,56.22936248779297,54.459999084472656,26.57999978065491,-1.1755455730514874
2020-03-10,20.39226531982422,55.03495788574219,47.29999923706055,28.192999744415282,-0.4672523620514356
2020-03-11,19.580371856689453,51.92091369628906,53.900001525878906,30.12899980545044,-0.47805383932503126
2020-03-12,17.714752197265625,44.954647064208984,75.47000122070312,33.21549987792969,-0.5221761940285116
2020-03-13,20.867300033569336,47.68132781982422,57.83000183105469,35.39949998855591,0.47427396954281165
2020-03-16,17.654293060302734,43.3362922668457,82.69000244140625,38.850000095367434,-0.38166857282296396
2020-03-17,18.984413146972656,47.724369049072266,75.91000366210938,41.9040002822876,-0.29123616124717494
2020-03-18,17.956594467163086,45.33126449584961,76.44999694824219,45.007500123977664,-0.46280167196778943
2020-03-19,18.31070899963379,44.56943130493164,72.0,47.829500102996825,-0.24200910344279783
2020-03-20,16.989233016967773,41.26599884033203,66.04000091552734,50.27750015258789,-0.4394972035193519
2020-03-23,15.61592960357666,39.09455490112305,61.59000015258789,52.10550012588501,-0.7733109763671336
2020-03-24,18.163883209228516,44.4467658996582,61.66999816894531,53.796500015258786,-0.28885840236950555
2020-03-25,18.224342346191406,45.25163269042969,63.95000076293945,55.61600008010864,-0.34645310319645894
2020-03-26,19.623554229736328,49.734405517578125,61.0,56.708000087738036,-0.23774325165650892
2020-03-27,18.656200408935547,49.917335510253906,65.54000091552734,57.97950010299682,-0.6474234072502888
2020-03-30,19.036231994628906,52.94314193725586,57.08000183105469,59.16250028610229,-0.8022009139019668
2020-03-31,18.336627960205078,51.78317642211914,53.540000915527344,59.99850034713745,-0.9667764414666317
2020-04-01,17.075605392456055,46.964683532714844,57.060001373291016,61.252000427246095,-0.9854082347033939
2020-04-02,17.76657485961914,48.733699798583984,50.90999984741211,61.81650047302246,-0.8863991927421628
2020-04-03,17.300174713134766,47.69853973388672,46.79999923706055,62.059500503540036,-0.9694267440419782
2020-04-06,18.474824905395508,50.4682502746582,45.2400016784668,61.598500633239745,-0.7768919393642901
2020-04-07,19.122600555419922,49.17272186279297,46.70000076293945,61.568500709533694,-0.38299645621459416
2020-04-08,20.25406837463379,50.25090026855469,43.349998474121094,61.041000556945804,-0.035511774206524974
2020-04-09,21.471904754638672,52.786048889160156,41.66999816894531,59.35100040435791,0.1983874640606516
2020-04-13,20.660011291503906,50.834110260009766,41.16999816894531,58.51800022125244,0.06914101278358326
2020-04-14,20.495908737182617,52.16194152832031,37.7599983215332,56.27150001525879,-0.13253069232687426
2020-04-15,19.16579246520996,51.051475524902344,40.84000015258789,54.51799983978272,-0.5570246080872876
2020-04-16,18.500732421875,51.107425689697266,40.11000061035156,52.70100002288818,-0.8315657952849899
2020-04-17,20.107240676879883,52.996944427490234,38.150001525878906,51.00850009918213,-0.37474856129261563
2020-04-20,19.433542251586914,51.135406494140625,43.83000183105469,49.898000144958495,-0.45734603321096906
2020-04-21,18.69074821472168,50.66410446166992,45.40999984741211,49.089000129699706,-0.7095708084096201
2020-04-22,18.828941345214844,53.19279098510742,41.97999954223633,48.104500198364256,-0.9114393539037712
2020-04-23,18.889402389526367,51.895084381103516,41.380001068115234,46.976000213623045,-0.7547332583242349
2020-04-24,19.157155990600586,51.58518600463867,35.93000030517578,45.722500228881835,-0.6149129784250968
2020-04-27,20.271343231201172,52.424503326416016,33.290000915527344,44.11000022888184,-0.250068286029098
2020-04-28,20.634105682373047,51.49910354614258,33.56999969482422,42.93450012207031,-0.009108797773558643
2020-04-29,21.40280532836914,50.6016845703125,31.229999542236328,41.81900005340576,0.3930916402671112
2020-04-30,20.772294998168945,49.73870086669922,34.150001525878906,40.673500061035156,0.22617680562735182
2020-05-01,19.934492111206055,48.86281967163086,37.189998626708984,39.9875,-0.023217779366383754
