Date,V,NEE,VIX,AvgVIX,zscore
2020-04-30,171.19601440429688,49.73870086669922,34.150001525878906,40.673500061035156,0.2082618039031522
2020-05-01,168.17868041992188,48.86281967163086,37.189998626708984,39.9875,0.06955728188327075
2020-05-04,168.73426818847656,49.51704406738281,35.970001220703125,39.44600009918213,-0.012345843027030685
2020-05-05,170.92787170410156,49.51919937133789,33.61000061035156,38.86450004577637,0.22681273749325295
2020-05-06,171.2535400390625,47.918052673339844,34.119998931884766,38.235499954223634,0.6113759099613709
2020-05-07,175.0276336669922,48.30973434448242,31.440000534057617,37.64000005722046,0.9382850866444361
2020-05-08,177.2978973388672,49.43956756591797,27.979999542236328,36.95550012588501,0.9400283530283076
2020-05-11,175.83226013183594,48.933841705322266,27.56999969482422,36.275500202178954,0.8901511817874262
2020-05-12,171.9145050048828,49.05219650268555,33.040000915527344,36.03950033187866,0.43638049900097786
2020-05-13,169.918701171875,49.523502349853516,35.279998779296875,35.76150026321411,0.11563347973646082
2020-05-14,173.5743865966797,49.97758865356445,32.61000061035156,35.38650026321411,0.4160060258484277
2020-05-15,176.05958557128906,49.034976959228516,31.889999389648438,35.07350015640259,0.8929405939911562
2020-05-18,183.6300506591797,50.67055130004883,29.299999237060547,34.34700002670288,1.3634439343437115
2020-05-19,181.6918487548828,49.605281829833984,30.530000686645508,33.60300006866455,1.3839025897241763
2020-05-20,186.0095977783203,50.09809875488281,27.989999771118164,32.90350008010864,1.7481569338536551
2020-05-21,182.9008026123047,49.26094055175781,29.530000686645508,32.31100006103516,1.591021133425825
2020-05-22,183.13108825683594,50.326229095458984,28.15999984741211,31.92250003814697,1.3839862458932042
2020-05-26,185.39553833007812,50.42522430419922,28.010000228881836,31.658500003814698,1.6097767674042462
2020-05-27,185.0117645263672,51.8929328918457,27.6200008392334,31.361000061035156,1.2479504613135077
2020-05-28,186.39341735839844,54.094505310058594,28.59000015258789,31.229000091552734,0.919025055221678
2020-05-29,187.33372497558594,54.99837112426758,27.510000228881836,30.89700002670288,0.8247365135379102
2020-06-01,186.47979736328125,55.320796966552734,28.229999542236328,30.449000072479247,0.6611775989268569
2020-06-02,188.40838623046875,55.526371002197266,26.84000015258789,29.992500019073486,0.8270487676320961
2020-06-03,188.89768981933594,56.17122268676758,25.65999984741211,29.594999980926513,0.739947670099707
2020-06-04,185.79852294921875,54.50716018676758,25.809999465942383,29.179500007629393,0.7640964248489027
2020-06-05,191.5267791748047,55.04598617553711,24.520000457763672,28.8335000038147,1.2724058251621377
2020-06-08,191.5171661376953,56.36598205566406,25.809999465942383,28.725,0.9836482758486947
2020-06-09,191.0182342529297,55.97431182861328,27.56999969482422,28.725,1.014513936384515
2020-06-10,192.36154174804688,55.56748580932617,27.56999969482422,28.451499938964844,1.2499284439671334
2020-06-11,181.23126220703125,53.73680877685547,40.790000915527344,28.727000045776368,0.4330771748810431
2020-06-12,184.4744110107422,53.42953109741211,36.09000015258789,28.901000022888184,0.8543319304674408
2020-06-15,183.99462890625,53.78874206542969,34.400001525878906,29.026500129699706,0.7236268010662911
2020-06-16,185.0692901611328,53.702186584472656,33.66999816894531,29.245000076293945,0.8598880640376411
2020-06-17,185.72177124023438,53.88179016113281,33.470001220703125,29.392000102996825,0.8920182823394996
2020-06-18,186.0575714111328,53.86663818359375,32.939998626708984,29.639500045776366,0.9320034938175559
2020-06-19,184.41680908203125,52.412479400634766,35.119998931884766,29.91899995803833,1.069716972415259
2020-06-22,187.0650634765625,53.45766067504883,31.770000457763672,30.09949998855591,1.1312026014028018
2020-06-23,189.95315551757812,52.628875732421875,31.3700008392334,30.267500019073488,1.6273392679749799
2020-06-24,183.65882873535156,52.295623779296875,33.84000015258789,30.57849998474121,1.0123854594712207
2020-06-25,186.124755859375,51.75248718261719,32.220001220703125,30.760000038146973,1.4001448463721857
2020-06-26,181.60548400878906,51.11627960205078,34.72999954223633,31.121000003814697,1.0451297801574475
2020-06-29,183.6300506591797,51.55341339111328,31.780000686645508,31.298500061035156,1.1710145618498615
2020-06-30,185.3475341796875,51.97105026245117,30.43000030517578,31.47800006866455,1.2676032725900863
2020-07-01,185.93287658691406,53.28886795043945,28.6200008392334,31.626000118255615,1.0443131737087932
2020-07-02,187.74630737304688,53.31916046142578,27.68000030517578,31.719500160217287,1.2358090308996936
2020-07-06,189.75164794921875,53.440345764160156,27.940000534057617,31.890500164031984,1.428457964978584
2020-07-07,186.3358154296875,53.38840866088867,29.43000030517578,32.07150020599365,1.0666340704372281
2020-07-08,187.1706085205078,54.80579376220703,28.079999923706055,32.097000217437746,0.8488920642617819
2020-07-09,184.42640686035156,54.52880859375,29.260000228881836,32.18150024414062,0.6094885183286087
2020-07-10,184.75265502929688,56.1755485534668,27.290000915527344,31.506500244140625,0.2862028924570635
2020-07-13,181.36558532714844,55.4484748840332,32.189998626708984,31.31150016784668,0.07467437669928441
2020-07-14,185.50103759765625,56.81390380859375,29.520000457763672,31.067500114440918,0.22881944415163588
2020-07-15,188.59063720703125,56.045711517333984,27.760000228881836,30.772000217437743,0.7337618893730712
2020-07-16,185.66419982910156,58.07548522949219,28.0,30.49850015640259,-0.028332140137035652
2020-07-17,187.1898193359375,59.59022521972656,25.68000030517578,30.13550024032593,-0.19182810510580942
2020-07-20,190.43289184570312,59.36302185058594,24.459999084472656,29.602500247955323,0.21196525136158129
2020-07-21,188.5235137939453,59.79580307006836,24.84000015258789,29.256000232696532,-0.09094379022011646
2020-07-22,190.80711364746094,60.68085861206055,24.31999969482422,28.903500175476076,-0.03439173353440825
2020-07-23,189.43502807617188,60.799869537353516,26.079999923706055,28.515500164031984,-0.21021752365242277
2020-07-24,187.24737548828125,60.64406204223633,25.84000015258789,28.19650011062622,-0.41523586494614345
2020-07-27,188.9360809326172,60.07712173461914,24.739999771118164,27.697000122070314,-0.10719157990880125
2020-07-28,188.7729949951172,60.59861755371094,25.440000534057617,27.380000114440918,-0.23867269354356294
2020-07-29,190.53846740722656,60.901573181152344,24.100000381469727,27.063500118255615,-0.11184567438981803
2020-07-30,186.20152282714844,61.096309661865234,24.760000228881836,26.870500087738037,-0.6280566585688704
2020-07-31,182.68971252441406,60.741451263427734,24.459999084472656,26.70950002670288,-0.9343401437447003
2020-08-03,182.96798706054688,60.068458557128906,24.280000686645508,26.526500034332276,-0.7572554841996505
2020-08-04,184.5032196044922,61.682743072509766,23.760000228881836,26.243000030517578,-0.9413981343114469
2020-08-05,188.1588897705078,61.407920837402344,22.989999771118164,25.988500022888182,-0.4821537297983809
2020-08-06,190.7208251953125,61.198020935058594,22.649999618530273,25.657999992370605,-0.1565389887301208
2020-08-07,188.40838623046875,62.273502349853516,22.209999084472656,25.403999900817873,-0.6435617212582804
2020-08-10,188.82093811035156,61.37763595581055,22.1299991607666,24.90099992752075,-0.40323092090887785
2020-08-11,189.76129150390625,60.111732482910156,24.030000686645508,24.626499938964844,-0.024589702176403026
2020-08-12,190.6920166015625,61.58319091796875,22.280000686645508,24.352499961853027,-0.24363800492066834
2020-08-13,189.8655548095703,61.542083740234375,22.1299991607666,24.058999919891356,-0.3249605982032695
2020-08-14,188.96226501464844,60.69816589355469,22.049999237060547,23.877499866485596,-0.23969455473498014
2020-08-17,191.64332580566406,61.23697280883789,21.350000381469727,23.72199993133545,-0.06425538225860308
2020-08-18,191.23973083496094,61.24996566772461,21.510000228881836,23.555499935150145,-0.11117586664846485
2020-08-19,193.14244079589844,61.096309661865234,22.540000915527344,23.466499996185302,0.13016638637788405
2020-08-20,196.1790008544922,61.046539306640625,22.719999313354492,23.298499965667723,0.4727269563273722
2020-08-21,196.15980529785156,61.111473083496094,22.540000915527344,23.133500003814696,0.45647702030937426
2020-08-24,198.350830078125,61.15906524658203,22.3700008392334,23.01500005722046,0.6854504443596036
2020-08-25,199.97486877441406,60.87343978881836,22.030000686645508,22.844500064849854,0.9251149362311727
2020-08-26,202.0504913330078,60.37356948852539,23.270000457763672,22.803000068664552,1.2608072529942316
2020-08-27,202.7904052734375,60.65193557739258,24.469999313354492,22.788500022888183,1.2809622401826903
2020-08-28,207.28770446777344,60.79766845703125,22.959999084472656,22.713500022888184,1.7404813055025738
2020-08-31,203.7129364013672,60.71503448486328,26.40999984741211,22.819999980926514,1.36798607237468
2020-09-01,205.01983642578125,60.27134704589844,26.1200008392334,22.938000011444093,1.6074577891168542
2020-09-02,208.02761840820312,62.691951751708984,26.56999969482422,23.117000007629393,1.408429603715145
2020-09-03,200.80125427246094,61.02384567260742,33.599998474121094,23.664499950408935,0.9826063562330061
2020-09-04,196.66912841796875,60.31267166137695,30.75,24.091499996185302,0.6862227075686265
2020-09-08,192.30638122558594,60.44097137451172,31.459999084472656,24.557999992370604,0.18167367094125617
2020-09-09,196.0925750732422,61.41096496582031,28.809999465942383,24.79699993133545,0.383855312548522
2020-09-10,193.67092895507812,60.223514556884766,29.709999084472656,25.168499851226805,0.378133380748423
2020-09-11,192.84449768066406,60.493194580078125,26.8700008392334,25.405499935150146,0.22907467846643273
2020-09-14,196.9766387939453,61.313106536865234,25.850000381469727,25.595499992370605,0.5017593788686084
2020-09-15,197.37062072753906,64.31002044677734,25.59000015258789,25.807499980926515,-0.10841210109999863
2020-09-16,197.12081909179688,60.971656799316406,26.040000915527344,26.03400001525879,0.591932251033767
2020-09-17,197.2553253173828,60.79112243652344,26.459999084472656,26.229999923706053,0.6459750795084231
2020-09-18,194.6991729736328,60.225685119628906,25.829999923706055,26.385499954223633,0.4899852398034757
2020-09-21,189.74063110351562,60.069114685058594,27.780000686645508,26.64749994277954,-0.017557624401193503
2020-09-22,192.7291717529297,60.4736213684082,26.860000610351562,26.87199993133545,0.22074271507618076
2020-09-23,187.7418212890625,59.44055938720703,28.579999923706055,27.199499893188477,-0.09890634493811745
2020-09-24,187.885986328125,60.360511779785156,28.510000228881836,27.461499881744384,-0.2836714211007809
2020-09-25,189.5484619140625,61.29136657714844,26.3799991607666,27.55699987411499,-0.30495317046780146
2020-09-28,192.49859619140625,61.79593276977539,26.190000534057617,27.71849994659424,-0.09265738316533693
2020-09-29,191.6529541015625,61.574073791503906,26.270000457763672,27.711499977111817,-0.1366784081280646
2020-09-30,192.16224670410156,60.36487579345703,26.3700008392334,27.723999977111816,0.18251433225169392
2020-10-01,195.41029357910156,61.49580001831055,26.700000762939453,27.73050003051758,0.29083244048530793
2020-10-02,193.59408569335938,61.149993896484375,27.6299991607666,27.432000064849852,0.16780282911972524
2020-10-05,195.5928497314453,62.61582946777344,27.959999084472656,27.292500019073486,0.06665222832141442
2020-10-06,192.62353515625,63.13126754760742,29.479999542236328,27.19350004196167,-0.37005980591656373
2020-10-07,194.5646514892578,64.61885833740234,28.059999465942383,27.15600004196167,-0.4822496044147357
2020-10-08,195.05471801757812,65.47138977050781,26.360000610351562,26.988500118255615,-0.6145334134342182
2020-10-09,198.57180786132812,65.87811279296875,25.0,26.895000076293947,-0.31897765093123864
2020-10-12,198.34120178222656,66.47833251953125,25.06999969482422,26.85600004196167,-0.4749933671156486
2020-10-13,196.3424072265625,65.5649185180664,26.06999969482422,26.880000019073485,-0.4942523753957461
2020-10-14,194.30514526367188,65.3843994140625,26.399999618530273,26.897999954223632,-0.6774559429213795
2020-10-15,191.7586669921875,64.9102783203125,26.969999313354492,26.923499965667723,-0.8522923526089458
2020-10-16,192.44093322753906,66.463134765625,27.40999984741211,27.002499961853026,-1.1162237795933543
2020-10-19,189.2793731689453,65.14734649658203,29.18000030517578,27.07249994277954,-1.1748009789640907
2020-10-20,189.9808807373047,65.46051788330078,29.350000381469727,27.196999931335448,-1.1664276805109028
2020-10-21,190.68234252929688,64.74064636230469,28.649999618530273,27.20049991607666,-0.9328964715868885
2020-10-22,190.25955200195312,65.73889923095703,28.110000610351562,27.180499935150145,-1.1966619807192032
2020-10-23,190.27877807617188,65.91288757324219,27.549999237060547,27.238999938964845,-1.2324843793325728
2020-10-26,185.53164672851562,65.82154083251953,32.459999084472656,27.552499866485597,-1.7311490561843448
2020-10-27,182.63917541503906,65.92376708984375,33.349998474121094,27.906499767303465,-2.0694027634986085
2020-10-28,173.8079833984375,64.77544403076172,40.279998779296875,28.60199966430664,-2.7838291027054334
2020-10-29,177.6517791748047,64.38398742675781,37.59000015258789,29.146499633789062,-2.2786122070533823
2020-10-30,174.61521911621094,63.68803024291992,38.02000045776367,29.665999698638917,-2.4586333681353274
2020-11-02,177.52688598632812,65.35829162597656,37.130001068115234,30.124499797821045,-2.5046156601536795
2020-11-03,180.98631286621094,66.13256072998047,35.54999923706055,30.427999782562257,-2.295469632915543
2020-11-04,186.39651489257812,63.783729553222656,29.56999969482422,30.50349979400635,-1.1925081308917382
2020-11-05,189.9232177734375,65.02772521972656,27.579999923706055,30.56449975967407,-1.078394901974157
2020-11-06,190.72079467773438,65.87158966064453,24.860000610351562,30.55749979019165,-1.1751973380867502
2020-11-09,204.3759765625,65.68888854980469,25.75,30.59149980545044,0.35631084518627854
2020-11-10,204.98135375976562,66.1064453125,24.799999237060547,30.527999782562254,0.331430975793655
2020-11-11,204.3951873779297,67.4548568725586,23.450000762939453,30.380499839782715,-0.02650253126594616
2020-11-12,200.43011474609375,66.697998046875,25.350000381469727,30.299499893188475,-0.29467985306863226
2020-11-13,202.566650390625,67.15039825439453,23.100000381469727,30.083999919891358,-0.15989110572828688
2020-11-16,204.7031707763672,67.63754272460938,22.450000762939453,29.74749994277954,-0.03267691430877952
2020-11-17,202.78797912597656,66.64579010009766,22.709999084472656,29.415499877929687,-0.025728422423075957
2020-11-18,200.01626586914062,65.93247985839844,23.84000015258789,29.174999904632568,-0.17303553976211752
2020-11-19,199.76605224609375,65.35829162597656,23.110000610351562,28.924999904632568,-0.07521821813300089
2020-11-20,196.2147979736328,65.72366333007812,23.700000762939453,28.732499980926512,-0.542792512366956
2020-11-23,200.33384704589844,64.87115478515625,22.65999984741211,28.242500019073486,0.0929842142421653
2020-11-24,201.7967529296875,65.22781372070312,21.639999389648438,27.657000064849854,0.17505377065474167
2020-11-25,202.96121215820312,66.39900207519531,21.25,26.70550012588501,0.046985611157897775
2020-11-27,203.0670928955078,65.66482543945312,20.84000015258789,25.86800012588501,0.21857374382273687
2020-11-30,202.44154357910156,64.31883239746094,20.56999969482422,24.995500087738037,0.44361278049146935
2020-12-01,203.2595977783203,64.80828857421875,20.770000457763672,24.17750005722046,0.42629440249674255
2020-12-02,202.27789306640625,64.94811248779297,21.170000076293945,23.458500099182128,0.2885772414321706
2020-12-03,200.22799682617188,64.10906982421875,21.280000686645508,23.044000148773193,0.24752586591367667
2020-12-04,204.6839141845703,63.38363265991211,20.790000915527344,22.704500198364258,0.8924053603281961
2020-12-07,204.6550750732422,64.0391616821289,21.299999237060547,22.526500129699706,0.746375324185301
2020-12-08,204.77056884765625,64.39750671386719,20.68000030517578,22.273000144958495,0.6808866289543737
2020-12-09,201.70050048828125,64.38875579833984,22.270000457763672,22.146500205993654,0.34742097187098775
2020-12-10,199.80459594726562,64.04788208007812,22.520000457763672,22.100000190734864,0.21461025954595866
2020-12-11,198.48611450195312,64.50239562988281,23.309999465942383,21.998000144958496,-0.028486275215835535
2020-12-14,199.4580535888672,64.28387451171875,24.719999313354492,22.079000091552736,0.12531700262778572
2020-12-15,200.5263671875,65.4725341796875,22.889999389648438,22.101000022888183,-0.01706212857111293
2020-12-16,200.4397430419922,65.06175994873047,22.5,22.09050006866455,0.06300778600180716
2020-12-17,203.2403106689453,65.6036376953125,21.93000030517578,21.995000076293945,0.2508325154391455
2020-12-18,203.36544799804688,65.12293243408203,21.56999969482422,21.91800003051758,0.3692773938913497
2020-12-21,201.15191650390625,65.02678680419922,25.15999984741211,21.99099998474121,0.1484281005392916
2020-12-22,198.10107421875,65.29773712158203,24.229999542236328,22.069499969482422,-0.24390122673698683
2020-12-23,197.58143615722656,64.96561431884766,23.309999465942383,22.15299997329712,-0.22827650776194208
2020-12-24,200.85354614257812,65.5337142944336,21.530000686645508,22.167000007629394,0.005343897034113754
2020-12-28,204.6358184814453,65.97946166992188,21.700000762939453,22.210000038146973,0.3213623058431879
2020-12-29,206.31039428710938,65.83963775634766,23.079999923706055,22.335500049591065,0.5347684222914704
2020-12-30,210.15036010742188,66.34656524658203,22.770000457763672,22.435500049591063,0.8437543735963696
2020-12-31,210.50648498535156,67.43034362792969,22.75,22.514500045776366,0.6464360517960539
