Date,V,NEE,VIX,AvgVIX,zscore
2020-01-30,199.15611267089844,57.78909683227539,15.489999771118164,13.696000051498412,1.507940368698692
2020-01-31,190.31788635253906,57.41872787475586,18.84000015258789,14.014500045776368,0.6231820673920271
2020-02-03,192.07789611816406,57.12114334106445,17.969999313354492,14.211999988555908,0.8803065937250111
2020-02-04,194.70834350585938,56.635162353515625,16.049999237060547,14.32199993133545,1.2735804218630071
2020-02-05,193.9909210205078,57.0997428894043,15.149999618530273,14.389999914169312,1.0939491136247685
2020-02-06,194.21092224121094,57.44655990600586,14.960000038146973,14.465499925613404,1.0423894251433867
2020-02-07,193.9239501953125,57.70561981201172,15.470000267028809,14.611999940872192,0.9545757985022041
2020-02-10,197.0326385498047,58.17660140991211,15.039999961853027,14.735999917984008,1.1915120952949851
2020-02-11,195.0718231201172,58.26436996459961,15.180000305175781,14.878999948501587,0.9581833095001534
2020-02-12,198.41958618164062,57.85974884033203,13.739999771118164,14.946499919891357,1.4120831439484343
2020-02-13,198.66864013671875,58.97515106201172,14.149999618530273,15.032999897003174,1.196175679108758
2020-02-14,201.43699645996094,59.628135681152344,13.680000305175781,15.100999927520752,1.3562647104096257
2020-02-18,202.30868530273438,60.3817253112793,14.829999923706055,15.237499904632568,1.287234606760919
2020-02-19,204.32980346679688,58.80388259887695,14.380000114440918,15.313999891281128,1.8519286697850441
2020-02-20,202.548095703125,59.309139251708984,15.5600004196167,15.446499919891357,1.5471694712325315
2020-02-21,200.019287109375,59.42902755737305,17.079999923706055,15.651499938964843,1.244792495855865
2020-02-24,190.42112731933594,58.64759826660156,25.030000686645508,16.174999952316284,0.36661443234123503
2020-02-25,180.46856689453125,57.87474060058594,27.850000381469727,16.655999994277956,-0.5521464904386895
2020-02-26,179.3286590576172,57.690616607666016,27.559999465942383,17.219999933242796,-0.6365377349749766
2020-02-27,172.43174743652344,55.060794830322266,39.15999984741211,18.35849995613098,-0.8167553524698202
2020-02-28,174.10806274414062,54.39579391479492,40.11000061035156,19.589499998092652,-0.48869118738022194
2020-03-02,184.2331085205078,57.75088119506836,33.41999816894531,20.318499898910524,-0.113912998865685
2020-03-03,177.91094970703125,57.062217712402344,36.81999969482422,21.26099991798401,-0.6544413677420416
2020-03-04,186.11056518554688,60.735809326171875,31.989999771118164,22.05799994468689,-0.5594178743238005
2020-03-05,179.08917236328125,59.431636810302734,39.619998931884766,23.281499910354615,-1.0421734082822331
2020-03-06,176.5985870361328,58.497657775878906,41.939998626708984,24.630499839782715,-1.1106730675621852
2020-03-09,163.9255828857422,56.22936248779297,54.459999084472656,26.57999978065491,-2.000667295773034
2020-03-10,174.91275024414062,55.03495788574219,47.29999923706055,28.192999744415282,-0.5401001763306289
2020-03-11,165.66896057128906,51.92091369628906,53.900001525878906,30.12899980545044,-0.8711482650627251
2020-03-12,153.34075927734375,44.954647064208984,75.47000122070312,33.21549987792969,-0.699502538919156
2020-03-13,168.42776489257812,47.68132781982422,57.83000183105469,35.39949998855591,0.3542861371904795
2020-03-16,145.61050415039062,43.3362922668457,82.69000244140625,38.850000095367434,-1.1912144642390412
2020-03-17,151.24295043945312,47.724369049072266,75.91000366210938,41.9040002822876,-1.5323572800977316
2020-03-18,142.2291259765625,45.33126449584961,76.44999694824219,45.007500123977664,-1.995420679665026
2020-03-19,145.84042358398438,44.56943130493164,72.0,47.829500102996825,-1.4348741930656652
2020-03-20,140.64852905273438,41.26599884033203,66.04000091552734,50.27750015258789,-1.282015681328337
2020-03-23,130.0254669189453,39.09455490112305,61.59000015258789,52.10550012588501,-1.9691848830326981
2020-03-24,148.0244140625,44.4467658996582,61.66999816894531,53.796500015258786,-1.1695597088152507
2020-03-25,154.96920776367188,45.25163269042969,63.95000076293945,55.61600008010864,-0.58634273092598
2020-03-26,161.7703094482422,49.734405517578125,61.0,56.708000087738036,-0.8204621390555858
2020-03-27,154.7584686279297,49.917335510253906,65.54000091552734,57.97950010299682,-1.6263043441870324
2020-03-30,158.5996856689453,52.94314193725586,57.08000183105469,59.16250028610229,-1.8661987061245795
2020-03-31,154.3369903564453,51.78317642211914,53.540000915527344,59.99850034713745,-2.079026731054257
2020-04-01,146.6641845703125,46.964683532714844,57.060001373291016,61.252000427246095,-1.8669580926699927
2020-04-02,150.76397705078125,48.733699798583984,50.90999984741211,61.81650047302246,-1.8046747263992056
2020-04-03,145.45724487304688,47.69853973388672,46.79999923706055,62.059500503540036,-2.158755614369774
2020-04-06,162.30670166015625,50.4682502746582,45.2400016784668,61.598500633239745,-0.921816300430663
2020-04-07,161.4925537109375,49.17272186279297,46.70000076293945,61.568500709533694,-0.728379015123017
2020-04-08,167.5751495361328,50.25090026855469,43.349998474121094,61.041000556945804,-0.298919413304758
2020-04-09,166.3778076171875,52.786048889160156,41.66999816894531,59.35100040435791,-0.9822797058711139
2020-04-13,161.8756866455078,50.834110260009766,41.16999816894531,58.51800022125244,-1.048643358323759
2020-04-14,167.26864624023438,52.16194152832031,37.7599983215332,56.27150001525879,-0.748933887067099
2020-04-15,158.97325134277344,51.051475524902344,40.84000015258789,54.51799983978272,-1.4130813238043665
2020-04-16,155.58226013183594,51.107425689697266,40.11000061035156,52.70100002288818,-1.7957067646741622
2020-04-17,162.4025115966797,52.996944427490234,38.150001525878906,51.00850009918213,-1.4625063910090301
2020-04-20,157.3064727783203,51.135406494140625,43.83000183105469,49.898000144958495,-1.6134531991060437
2020-04-21,153.7718505859375,50.66410446166992,45.40999984741211,49.089000129699706,-1.8968484922507063
2020-04-22,159.57672119140625,53.19279098510742,41.97999954223633,48.104500198364256,-1.8138814634393967
2020-04-23,159.37551879882812,51.895084381103516,41.380001068115234,46.976000213623045,-1.553011495176753
2020-04-24,160.27597045898438,51.58518600463867,35.93000030517578,45.722500228881835,-1.387100809682418
2020-04-27,164.52902221679688,52.424503326416016,33.290000915527344,44.11000022888184,-1.1054374897022208
2020-04-28,164.04051208496094,51.49910354614258,33.56999969482422,42.93450012207031,-0.9571012136222603
2020-04-29,174.1367950439453,50.6016845703125,31.229999542236328,41.81900005340576,0.3414148180121797
