Date,XOM,ASML,VIX,AvgVIX,zscore
2020-01-30,48.71258544921875,277.9231872558594,15.489999771118164,13.696000051498412,3.3002250078528674
2020-01-31,46.70513916015625,264.97021484375,18.84000015258789,14.014500045776368,3.008941876076337
2020-02-03,45.66006088256836,272.05096435546875,17.969999313354492,14.211999988555908,2.747273928511244
2020-02-04,45.08864974975586,282.5020751953125,16.049999237060547,14.32199993133545,2.551836260064276
2020-02-05,47.16375732421875,289.1957092285156,15.149999618530273,14.389999914169312,2.9062298957106854
2020-02-06,46.52469253540039,292.24505615234375,14.960000038146973,14.465499925613404,2.7564117956449574
2020-02-07,46.216434478759766,287.9212341308594,15.470000267028809,14.611999940872192,2.7302657773424244
2020-02-10,45.72834014892578,292.36785888671875,15.039999961853027,14.735999917984008,2.5989858728580457
2020-02-11,46.16304397583008,298.3440246582031,15.180000305175781,14.878999948501587,2.6368219872187417
2020-02-12,46.72740936279297,299.6940612792969,13.739999771118164,14.946499919891357,2.7369502617641293
2020-02-13,46.468109130859375,299.51470947265625,14.149999618530273,15.032999897003174,2.6874365262817217
2020-02-14,46.25456237792969,298.6177978515625,13.680000305175781,15.100999927520752,2.6526224066044723
2020-02-18,45.667327880859375,291.89581298828125,14.829999923706055,15.237499904632568,2.5907566297139293
2020-02-19,46.01814270019531,299.64691162109375,14.380000114440918,15.313999891281128,2.5979855376774847
2020-02-20,45.652076721191406,295.94598388671875,15.5600004196167,15.446499919891357,2.555525172773612
2020-02-21,45.09534454345703,288.8936462402344,17.079999923706055,15.651499938964843,2.5022810466934993
2020-02-24,42.982810974121094,274.16571044921875,25.030000686645508,16.174999952316284,2.204479759661972
2020-02-25,41.335487365722656,268.68048095703125,27.850000381469727,16.655999994277956,1.9245093501621182
2020-02-26,40.42793655395508,270.31378173828125,27.559999465942383,17.219999933242796,1.7332157445851613
2020-02-27,37.99509811401367,261.7319641113281,39.15999984741211,18.35849995613098,1.32357161850902
2020-02-28,39.2305793762207,261.24102783203125,40.11000061035156,19.589499998092652,1.5701971982525418
2020-03-02,41.0914421081543,271.4183654785156,33.41999816894531,20.318499898910524,1.854774298204503
2020-03-03,39.12379837036133,268.40667724609375,36.81999969482422,21.26099991798401,1.4921880539825958
2020-03-04,39.977970123291016,284.7490539550781,31.989999771118164,22.05799994468689,1.5299267676320827
2020-03-05,38.21625900268555,272.13592529296875,39.619998931884766,23.281499910354615,1.2842150738260556
2020-03-06,36.37065124511719,272.00372314453125,41.939998626708984,24.630499839782715,0.9226857808262906
2020-03-09,31.924427032470703,249.1565399169922,54.459999084472656,26.57999978065491,0.23103699725502067
2020-03-10,33.10652160644531,264.1205749511719,47.29999923706055,28.192999744415282,0.3441684609006941
2020-03-11,32.01593780517578,249.37374877929688,53.900001525878906,30.12899980545044,0.2472861127294248
2020-03-12,28.355222702026367,227.2913055419922,75.47000122070312,33.21549987792969,-0.2961309228714663
2020-03-13,29.072114944458008,242.58566284179688,57.83000183105469,35.39949998855591,-0.27702047432311955
2020-03-16,26.303712844848633,216.53802490234375,82.69000244140625,38.850000095367434,-0.6135779497047942
2020-03-17,28.073049545288086,225.01602172851562,75.91000366210938,41.9040002822876,-0.33345668982319954
2020-03-18,25.258882522583008,185.9776153564453,76.44999694824219,45.007500123977664,-0.5756115849976983
2020-03-19,26.257953643798828,202.06500244140625,72.0,47.829500102996825,-0.5073770007175358
2020-03-20,24.96907615661621,204.01931762695312,66.04000091552734,50.27750015258789,-0.776139629282897
2020-03-23,23.985261917114258,220.11611938476562,61.59000015258789,52.10550012588501,-1.0975305309806802
2020-03-24,27.028226852416992,245.6634063720703,61.66999816894531,53.796500015258786,-0.7030511363534387
2020-03-25,28.439119338989258,247.41943359375,63.95000076293945,55.61600008010864,-0.4398484553623574
2020-03-26,29.605972290039062,260.476318359375,61.0,56.708000087738036,-0.31453231687991656
2020-03-27,28.179819107055664,238.49771118164062,65.54000091552734,57.97950010299682,-0.4197817526332385
2020-03-30,28.599275588989258,253.04627990722656,57.08000183105469,59.16250028610229,-0.45316874445817157
2020-03-31,28.957721710205078,247.01348876953125,53.540000915527344,59.99850034713745,-0.33473478059521306
2020-04-01,28.622148513793945,235.0895233154297,57.060001373291016,61.252000427246095,-0.30575756957809386
2020-04-02,30.810956954956055,233.45626831054688,50.90999984741211,61.81650047302246,0.13724695569762713
2020-04-03,29.90340805053711,230.93548583984375,46.79999923706055,62.059500503540036,-0.020983969063827317
2020-04-06,30.864334106445312,255.97288513183594,45.2400016784668,61.598500633239745,-0.03147628326137116
2020-04-07,31.451574325561523,257.35137939453125,46.70000076293945,61.568500709533694,0.07291940478616235
2020-04-08,33.44208908081055,263.00640869140625,43.349998474121094,61.041000556945804,0.4189604826771202
2020-04-09,32.89297866821289,261.3353576660156,41.66999816894531,59.35100040435791,0.3243840961074739
2020-04-13,32.61079788208008,258.7768859863281,41.16999816894531,58.51800022125244,0.2893107196422866
2020-04-14,32.3591194152832,272.7778625488281,37.7599983215332,56.27150001525879,0.12843324041480536
2020-04-15,30.871959686279297,266.6978759765625,40.84000015258789,54.51799983978272,-0.11533828157714199
2020-04-16,29.857648849487305,276.0538024902344,40.11000061035156,52.70100002288818,-0.3890698784241341
2020-04-17,32.96162796020508,279.1222229003906,38.150001525878906,51.00850009918213,0.19630521165571574
2020-04-20,31.405820846557617,275.27978515625,43.83000183105469,49.898000144958495,-0.0787611578405234
2020-04-21,31.23802947998047,265.3760986328125,45.40999984741211,49.089000129699706,-0.03290150891868023
2020-04-22,32.13032531738281,278.4801940917969,41.97999954223633,48.104500198364256,0.03810037313475692
2020-04-23,33.137027740478516,273.2215270996094,41.380001068115234,46.976000213623045,0.2777272016673851
2020-04-24,33.3505744934082,276.92034912109375,35.93000030517578,45.722500228881835,0.29024094513241416
2020-04-27,33.51072692871094,276.0284118652344,33.290000915527344,44.11000022888184,0.32880283835383123
2020-04-28,34.2962532043457,276.5218200683594,33.56999969482422,42.93450012207031,0.47919748563991577
2020-04-29,36.19524002075195,288.1834716796875,31.229999542236328,41.81900005340576,0.7594506669946288
2020-04-30,35.44021987915039,273.6846923828125,34.150001525878906,40.673500061035156,0.7265177507743255
2020-05-01,32.90060806274414,264.7937316894531,37.189998626708984,39.9875,0.29835777615416015
2020-05-04,34.227622985839844,268.7030029296875,35.970001220703125,39.44600009918213,0.527944524383264
2020-05-05,34.189483642578125,273.6087951660156,33.61000061035156,38.86450004577637,0.4814066554112886
