Date,AMD,LOW,VIX,AvgVIX,zscore
2020-01-30,48.779998779296875,106.78424835205078,15.489999771118164,13.696000051498412,-0.5847684000197606
2020-01-31,47.0,103.68024444580078,18.84000015258789,14.014500045776368,-0.5732046156602276
2020-02-03,48.02000045776367,104.5186767578125,17.969999313354492,14.211999988555908,-0.5289610136224435
2020-02-04,49.45000076293945,106.4542007446289,16.049999237060547,14.32199993133545,-0.5080545200151083
2020-02-05,49.84000015258789,108.933837890625,15.149999618530273,14.389999914169312,-0.6079465538049822
2020-02-06,49.31999969482422,108.38082122802734,14.960000038146973,14.465499925613404,-0.6237080231218503
2020-02-07,49.72999954223633,108.35406494140625,15.470000267028809,14.611999940872192,-0.5862431425246943
2020-02-10,52.2599983215332,108.11325073242188,15.039999961853027,14.735999917984008,-0.3509614968680247
2020-02-11,53.79999923706055,109.73660278320312,15.180000305175781,14.878999948501587,-0.3035027563132974
2020-02-12,53.88999938964844,111.52046203613281,13.739999771118164,14.946499919891357,-0.39210616389191233
2020-02-13,54.529998779296875,111.28857421875,14.149999618530273,15.032999897003174,-0.32333852967767746
2020-02-14,55.310001373291016,111.86834716796875,13.680000305175781,15.100999927520752,-0.28618416933615365
2020-02-18,56.88999938964844,109.91498565673828,14.829999923706055,15.237499904632568,-0.04170581918596448
2020-02-19,58.900001525878906,110.10230255126953,14.380000114440918,15.313999891281128,0.12473301417489255
2020-02-20,57.27000045776367,112.89408111572266,15.5600004196167,15.446499919891357,-0.16949767817650546
2020-02-21,53.279998779296875,111.7702407836914,17.079999923706055,15.651499938964843,-0.45920641873930496
2020-02-24,49.119998931884766,109.62955474853516,25.030000686645508,16.174999952316284,-0.7088360215793399
2020-02-25,47.56999969482422,105.71387481689453,27.850000381469727,16.655999994277956,-0.633154447251732
2020-02-26,47.4900016784668,101.05792999267578,27.559999465942383,17.219999933242796,-0.38828791437281984
2020-02-27,44.0099983215332,95.99164581298828,39.15999984741211,18.35849995613098,-0.4199021739095118
2020-02-28,45.47999954223633,95.05509948730469,40.11000061035156,19.589499998092652,-0.24009807295494057
2020-03-02,47.459999084472656,99.0421142578125,33.41999816894531,20.318499898910524,-0.281864671512233
2020-03-03,46.75,96.830078125,36.81999969482422,21.26099991798401,-0.2245613490142687
2020-03-04,50.11000061035156,101.04899597167969,31.989999771118164,22.05799994468689,-0.15764510340189097
2020-03-05,48.11000061035156,95.90243530273438,39.619998931884766,23.281499910354615,-0.054902183212871804
2020-03-06,48.59000015258789,93.93123626708984,41.939998626708984,24.630499839782715,0.09390946357875474
2020-03-09,43.27000045776367,84.0395278930664,54.459999084472656,26.57999978065491,0.16171998986450675
2020-03-10,45.380001068115234,92.7806167602539,47.29999923706055,28.192999744415282,-0.12582946752896096
2020-03-11,45.70000076293945,88.43683624267578,53.900001525878906,30.12899980545044,0.13728713544175172
2020-03-12,39.0099983215332,80.20413970947266,75.47000122070312,33.21549987792969,-0.0050084079473698894
2020-03-13,43.900001525878906,86.06422424316406,57.83000183105469,35.39949998855591,0.10752445348621241
2020-03-16,38.709999084472656,64.74665832519531,82.69000244140625,38.850000095367434,0.8049122080952433
2020-03-17,41.880001068115234,65.81697082519531,75.91000366210938,41.9040002822876,1.0254822461926072
2020-03-18,39.119998931884766,57.994571685791016,76.44999694824219,45.007500123977664,1.2062283179976332
2020-03-19,39.81999969482422,62.320526123046875,72.0,47.829500102996825,1.033680278413958
2020-03-20,39.61000061035156,59.18978500366211,66.04000091552734,50.27750015258789,1.1846106039445417
2020-03-23,41.63999938964844,60.47419357299805,61.59000015258789,52.10550012588501,1.2934516548865573
2020-03-24,46.220001220703125,68.94771575927734,61.66999816894531,53.796500015258786,1.2373605799252976
2020-03-25,44.630001068115234,74.67401885986328,63.95000076293945,55.61600008010864,0.7878813395760457
2020-03-26,47.5,78.58969116210938,61.0,56.708000087738036,0.828158402726152
2020-03-27,46.58000183105469,77.58182525634766,65.54000091552734,57.97950010299682,0.8018663487307023
2020-03-30,47.86000061035156,79.12487030029297,57.08000183105469,59.16250028610229,0.8308293786754563
2020-03-31,45.47999954223633,76.75228118896484,53.540000915527344,59.99850034713745,0.7501139446369254
2020-04-01,43.65999984741211,71.73060607910156,57.060001373291016,61.252000427246095,0.8619128701202179
2020-04-02,44.4900016784668,73.90696716308594,50.90999984741211,61.81650047302246,0.8170815258657239
2020-04-03,42.59000015258789,73.31826782226562,46.79999923706055,62.059500503540036,0.6820213720764047
2020-04-06,47.52000045776367,79.17839813232422,45.2400016784668,61.598500633239745,0.7980653886605946
2020-04-07,47.560001373291016,81.13175964355469,46.70000076293945,61.568500709533694,0.6958993442771273
2020-04-08,48.790000915527344,84.15547180175781,43.349998474121094,61.041000556945804,0.6403636019951668
2020-04-09,48.380001068115234,85.01174926757812,41.66999816894531,59.35100040435791,0.5580202864432946
2020-04-13,50.939998626708984,84.91363525390625,41.16999816894531,58.51800022125244,0.7882169287336829
2020-04-14,54.93000030517578,88.36546325683594,37.7599983215332,56.27150001525879,0.9519777780507699
2020-04-15,54.9900016784668,84.14653015136719,40.84000015258789,54.51799983978272,1.1854998202602836
2020-04-16,56.95000076293945,82.45185089111328,40.11000061035156,52.70100002288818,1.4493650577460806
2020-04-17,56.599998474121094,86.60832214355469,38.150001525878906,51.00850009918213,1.193746545724681
2020-04-20,56.970001220703125,84.85121154785156,43.83000183105469,49.898000144958495,1.3213127561616635
2020-04-21,52.91999816894531,83.0927963256836,45.40999984741211,49.089000129699706,1.060664591344023
2020-04-22,55.91999816894531,85.1831283569336,41.97999954223633,48.104500198364256,1.211115734605444
2020-04-23,55.900001525878906,85.13826751708984,41.380001068115234,46.976000213623045,1.2117861301554804
2020-04-24,56.18000030517578,88.59223937988281,35.93000030517578,45.722500228881835,1.0495177739985408
2020-04-27,56.4900016784668,91.48104095458984,33.290000915527344,44.11000022888184,0.9204616855074338
2020-04-28,55.5099983215332,92.87158203125,33.56999969482422,42.93450012207031,0.7591406564647623
2020-04-29,53.65999984741211,95.24005126953125,31.229999542236328,41.81900005340576,0.46848553466118914
2020-04-30,52.38999938964844,93.97508239746094,34.150001525878906,40.673500061035156,0.42535645905209196
2020-05-01,49.880001068115234,93.71489715576172,37.189998626708984,39.9875,0.21893667589761825
2020-05-04,52.560001373291016,96.30762481689453,35.970001220703125,39.44600009918213,0.31409634005663806
2020-05-05,52.189998626708984,98.8196029663086,33.61000061035156,38.86450004577637,0.14569057632296192
2020-05-06,52.15999984741211,98.34412384033203,34.119998931884766,38.235499954223634,0.16877945706887115
2020-05-07,51.95000076293945,100.40754699707031,31.440000534057617,37.64000005722046,0.03869710992106558
2020-05-08,53.189998626708984,102.47994232177734,27.979999542236328,36.95550012588501,0.03550746826931719
2020-05-11,55.7400016784668,101.72632598876953,27.56999969482422,36.275500202178954,0.30028985522015716
2020-05-12,53.7599983215332,99.79749298095703,33.040000915527344,36.03950033187866,0.23070516262369836
2020-05-13,52.18000030517578,99.07079315185547,35.279998779296875,35.76150026321411,0.13122245761526719
2020-05-14,54.5099983215332,99.03491973876953,32.61000061035156,35.38650026321411,0.3378469762909403
2020-05-15,54.20000076293945,102.07620239257812,31.889999389648438,35.07350015640259,0.14607626973718618
2020-05-18,54.59000015258789,104.7227783203125,29.299999237060547,34.34700002670288,0.037152578353117235
2020-05-19,55.470001220703125,104.84835815429688,30.530000686645508,33.60300006866455,0.10766410144822477
2020-05-20,56.38999938964844,104.9560317993164,27.989999771118164,32.90350008010864,0.18265800999964496
2020-05-21,54.650001525878906,108.23055267333984,29.530000686645508,32.31100006103516,-0.14735272676199063
2020-05-22,55.16999816894531,109.67498016357422,28.15999984741211,31.92250003814697,-0.1798183574038629
2020-05-26,53.189998626708984,110.87712097167969,28.010000228881836,31.658500003814698,-0.41879345290375425
2020-05-27,52.7400016784668,114.84248352050781,27.6200008392334,31.361000061035156,-0.672856922408244
2020-05-28,51.7400016784668,114.94115447998047,28.59000015258789,31.229000091552734,-0.7660423408532966
