Date,META,KRE,VIX,AvgVIX,zscore
2015-04-29,79.84342956542969,31.790390014648438,13.390000343322754,13.44199995994568,-1.3548916777315954
2015-04-30,78.15666198730469,31.46889877319336,14.550000190734863,13.413999986648559,-1.378876686933911
2015-05-01,78.37495422363281,31.23158073425293,12.699999809265137,13.315499973297118,-1.3102335206948599
2015-05-04,78.19635009765625,31.583715438842773,12.850000381469727,13.221000003814698,-1.4035135842346151
2015-05-05,76.9560775756836,31.46123504638672,14.3100004196167,13.197500038146973,-1.4479154269560108
2015-05-06,77.49186706542969,31.667924880981445,15.149999618530273,13.25600004196167,-1.4648678595912614
2015-05-07,77.8193130493164,31.56839370727539,15.130000114440918,13.358000040054321,-1.4221601734629532
2015-05-08,77.8987045288086,31.736806869506836,12.859999656677246,13.372000026702882,-1.4570480634183118
2015-05-11,77.402587890625,31.974105834960938,13.850000381469727,13.367500066757202,-1.5420795489091428
2015-05-12,76.85687255859375,32.065982818603516,13.859999656677246,13.377000045776366,-1.5958675212258226
2015-05-13,77.82923126220703,32.188446044921875,13.760000228881836,13.423000049591064,-1.5672696800778099
2015-05-14,80.73641967773438,32.356849670410156,12.739999771118164,13.430000019073486,-1.4353034901087023
2015-05-15,79.79381561279297,31.905208587646484,12.380000114440918,13.354500007629394,-1.3847982181928151
2015-05-18,80.25023651123047,32.44104766845703,12.729999542236328,13.325999975204468,-1.4837744718846764
2015-05-19,80.0021743774414,32.79315948486328,12.850000381469727,13.305999994277954,-1.58114747013674
2015-05-20,79.92280578613281,32.624778747558594,12.880000114440918,13.314499998092652,-1.5462658486215142
2015-05-21,79.85336303710938,32.51759719848633,12.109999656677246,13.296000003814697,-1.5251786353349426
2015-05-22,79.91287994384766,32.3338737487793,12.130000114440918,13.288000011444092,-1.4784970864186784
2015-05-26,78.71231079101562,32.127197265625,14.0600004196167,13.335000038146973,-1.5007725698105636
2015-05-27,79.92280578613281,32.52525329589844,13.270000457763672,13.378000068664551,-1.5228801887439674
2015-05-28,79.52593994140625,32.5482292175293,13.3100004196167,13.374000072479248,-1.551695622713376
2015-05-29,78.57340240478516,32.25733947753906,13.84000015258789,13.3385000705719,-1.5395484758570923
2015-06-01,79.66483306884766,32.11954879760742,13.970000267028809,13.402000093460083,-1.442772600823756
2015-06-02,79.81367492675781,32.53291320800781,14.239999771118164,13.471500062942505,-1.5311192278093526
2015-06-03,81.79810333251953,33.07640075683594,13.65999984741211,13.439000034332276,-1.5417338248625503
2015-06-04,81.4111328125,32.78550720214844,14.710000038146973,13.41700005531311,-1.4962149636823463
2015-06-05,81.50042724609375,33.40556716918945,14.210000038146973,13.371000051498413,-1.6366427341845837
2015-06-08,80.0418701171875,33.4132080078125,15.289999961853027,13.492500066757202,-1.724499081855101
2015-06-09,80.0418701171875,33.77299118041992,14.470000267028809,13.523500061035156,-1.8090379285914318
2015-06-10,81.52027893066406,34.26289749145508,13.220000267028809,13.491500091552734,-1.836919724681316
2015-06-11,81.19284057617188,34.24758529663086,12.850000381469727,13.446000099182129,-1.8526420245206687
2015-06-12,80.89517974853516,34.194000244140625,13.779999732971191,13.49800009727478,-1.8576142891840495
2015-06-15,80.08155059814453,34.07152557373047,15.390000343322754,13.648500108718872,-1.8768437341852728
2015-06-16,80.42884063720703,34.438941955566406,14.8100004196167,13.75250015258789,-1.9426846047774102
2015-06-17,81.15315246582031,33.84953689575195,14.5,13.835000133514404,-1.7614536982526132
2015-06-18,82.26444244384766,34.13276672363281,13.1899995803833,13.850500106811523,-1.7624339252917214
2015-06-19,81.86753845214844,34.06589889526367,13.960000038146973,13.94300012588501,-1.7701408756559363
2015-06-22,84.0801773071289,34.496337890625,12.739999771118164,13.973500108718872,-1.7407268968536158
2015-06-23,87.19573211669922,34.87297058105469,12.109999656677246,13.8760000705719,-1.645394146252115
2015-06-24,88.16809844970703,34.6961784362793,13.260000228881836,13.875500059127807,-1.546479325766842
2015-06-25,87.29496002197266,34.726924896240234,14.010000228881836,13.910500049591064,-1.6052226891279409
2015-06-26,87.32472229003906,34.86528015136719,14.020000457763672,13.919500064849853,-1.635976153887606
2015-06-29,85.13192749023438,33.942909240722656,18.850000381469727,14.1635000705719,-1.5486291952635804
2015-06-30,85.10216522216797,33.942909240722656,18.229999542236328,14.363000059127808,-1.5503852934820206
2015-07-01,86.2332992553711,34.373348236083984,16.09000015258789,14.484500074386597,-1.58478461971814
2015-07-02,86.61031341552734,33.773807525634766,16.790000915527344,14.588500118255615,-1.4216641367103124
2015-07-06,86.86830139160156,33.76613235473633,17.010000228881836,14.728500127792358,-1.404638320172836
2015-07-07,86.5408706665039,33.30494689941406,16.09000015258789,14.768500137329102,-1.3155925928637549
2015-07-08,84.98309326171875,33.03591537475586,19.65999984741211,15.028000116348267,-1.3442931890403562
2015-07-09,85.2113037109375,33.489410400390625,19.969999313354492,15.36550006866455,-1.4373862943796933
2015-07-10,87.26518249511719,33.950599670410156,16.829999923706055,15.564500045776366,-1.4245652662137924
2015-07-13,89.3984375,34.21192932128906,13.899999618530273,15.570500040054322,-1.3600993641957462
2015-07-14,88.98173522949219,34.296478271484375,13.369999885559082,15.469500017166137,-1.4045531464929697
2015-07-15,89.06109619140625,34.4502067565918,13.229999542236328,15.39049997329712,-1.435992354257551
2015-07-16,90.1426010131836,34.550140380859375,12.109999656677246,15.270999956130982,-1.3956606180888718
2015-07-17,94.23053741455078,34.16582107543945,11.949999809265137,15.208999967575073,-1.0641511409323792
2015-07-20,97.14765167236328,34.35028076171875,12.25,15.123499965667724,-0.9353720039220562
2015-07-21,97.6239013671875,34.188880920410156,12.220000267028809,15.097499990463257,-0.8693468937813208
2015-07-22,96.28441619873047,34.611610412597656,12.119999885559082,15.098000001907348,-1.0477115650882227
2015-07-23,94.69686889648438,34.088951110839844,12.640000343322754,15.067000007629394,-1.018573371654856
2015-07-24,96.19511413574219,33.65851593017578,13.739999771118164,15.053499984741212,-0.8290305742159505
2015-07-27,93.436767578125,33.389488220214844,15.600000381469727,15.132499980926514,-0.9285706649828105
2015-07-28,94.54804229736328,33.43561553955078,13.4399995803833,14.861999940872192,-0.8738394240258129
2015-07-29,96.23479461669922,33.512474060058594,12.5,14.575499963760375,-0.7923735603728803
2015-07-30,94.46866607666016,33.5893440246582,12.130000114440918,14.377499961853028,-0.9146447890661858
2015-07-31,93.27800750732422,33.527854919433594,12.119999885559082,14.143999910354614,-0.9704504247723743
2015-08-03,93.40699005126953,33.53554153442383,12.5600004196167,13.921499919891357,-0.9646460521779562
2015-08-04,93.32760620117188,33.604713439941406,13.0,13.766999912261962,-0.9855834681186574
2015-08-05,95.6890869140625,33.88911437988281,12.510000228881836,13.40949993133545,-0.9130723942979807
2015-08-06,94.37936401367188,33.689266204833984,13.770000457763672,13.099499988555909,-0.9433928638864377
2015-08-07,93.56575012207031,33.481727600097656,13.390000343322754,12.927500009536743,-0.9426337953085091
2015-08-10,93.41692352294922,33.958282470703125,12.229999542236328,12.844000005722046,-1.0633920723544508
2015-08-11,92.89103698730469,33.481727600097656,13.710000038146973,12.86100001335144,-0.9824446904753791
2015-08-12,93.45661163330078,32.87451934814453,13.609999656677246,12.880000019073487,-0.8063966957434895
2015-08-13,92.7025146484375,32.997493743896484,13.489999771118164,12.949000024795533,-0.8797870669090475
2015-08-14,93.684814453125,33.41255187988281,12.829999923706055,12.993000030517578,-0.9193541687862231
2015-08-17,93.1986312866211,33.46636962890625,13.020000457763672,13.031500053405761,-0.9606866532350686
2015-08-18,94.42896270751953,33.47404479980469,13.789999961853027,13.110000038146973,-0.8898954043640294
2015-08-19,94.56787872314453,32.96675109863281,15.25,13.26650004386902,-0.762499139344382
2015-08-20,89.85486602783203,32.121238708496094,19.139999389648438,13.591499996185302,-0.8419151443474296
2015-08-21,85.38990783691406,31.729248046875,28.030000686645508,14.30600004196167,-1.0132596469088513
2015-08-24,81.45081329345703,30.261146545410156,40.7400016784668,15.563000106811524,-0.9007204535351147
2015-08-25,82.35372924804688,29.6385555267334,36.02000045776367,16.692000150680542,-0.7011533974296159
2015-08-26,86.51110076904297,30.637775421142578,30.31999969482422,17.583000135421752,-0.6906394505560155
2015-08-27,89.03132629394531,31.214256286621094,26.100000381469727,18.281500148773194,-0.6773922721620732
2015-08-28,90.30135345458984,31.283422470092773,26.049999237060547,18.978000116348266,-0.6187074535827856
2015-08-31,88.73367309570312,31.567842483520508,28.43000030517578,19.77150011062622,-0.7780377881226722
2015-09-01,86.55079650878906,30.3303279876709,31.399999618530273,20.691500091552733,-0.6160558043795044
2015-09-02,89.19007110595703,30.852998733520508,26.09000015258789,21.370500087738037,-0.5831403803623687
2015-09-03,87.46363067626953,31.0605411529541,25.610000610351562,21.96250009536743,-0.733774167348369
2015-09-04,87.5727767944336,30.860687255859375,27.799999237060547,22.68300004005432,-0.6803740896301984
2015-09-08,88.83287811279297,31.690807342529297,24.899999618530273,23.31650004386902,-0.8010775336140826
2015-09-09,89.73580169677734,31.51401138305664,26.229999542236328,23.942500019073485,-0.7062592292373917
2015-09-10,91.26380920410156,31.783039093017578,24.3700008392334,24.480500078201295,-0.6793142850996762
2015-09-11,91.33325958251953,31.783039093017578,23.200000762939453,24.96600012779236,-0.6752164224792047
2015-09-14,91.59123229980469,31.875288009643555,24.25,25.537000131607055,-0.6816708342795221
2015-09-15,92.17664337158203,32.29802703857422,22.540000915527344,26.013000154495238,-0.7464608224536987
2015-09-16,92.72235107421875,32.367210388183594,21.350000381469727,26.391000175476073,-0.7305179130164837
2015-09-17,93.60543823242188,31.606266021728516,21.139999389648438,26.685500144958496,-0.49961172397442205
2015-09-18,93.66495513916016,30.9129638671875,22.280000686645508,26.84250020980835,-0.33319362452452683
2015-09-21,94.80602264404297,31.36846160888672,20.139999389648438,26.448000144958495,-0.3728949294563313
2015-09-22,92.23616790771484,31.098251342773438,22.440000534057617,25.53300008773804,-0.46103534772141835
2015-09-23,93.23831176757812,31.31442642211914,22.1299991607666,24.838500022888184,-0.45269968685423495
2015-09-24,93.67488861083984,31.499717712402344,23.469999313354492,24.496000003814697,-0.47047802900286667
2015-09-25,92.04766082763672,31.7930850982666,23.6200008392334,24.37200002670288,-0.6354242893682378
2015-09-28,88.51537322998047,31.36846160888672,27.6299991607666,24.451000022888184,-0.7440695390061632
2015-09-29,85.99514770507812,31.39936065673828,26.829999923706055,24.371000003814697,-0.9000337795451034
2015-09-30,89.19999694824219,31.7930850982666,24.5,24.026000022888184,-0.8034483611279175
2015-10-01,90.24181365966797,31.769935607910156,22.549999237060547,23.848999977111816,-0.7365373464797442
2015-10-02,91.35310363769531,31.24493408203125,20.940000534057617,23.61549997329712,-0.5476061164381453
2015-10-05,93.27800750732422,32.032432556152344,19.540000915527344,23.20250005722046,-0.6190685603585502
2015-10-06,92.07742309570312,31.94751739501953,19.399999618530273,22.92750005722046,-0.6699554031717485
2015-10-07,91.6805419921875,32.5419921875,18.399999618530273,22.536000061035157,-0.833057771760759
2015-10-08,91.74999237060547,32.81221008300781,17.420000076293945,22.188500022888185,-0.8924534546782699
2015-10-09,92.51399993896484,32.410736083984375,17.079999923706055,21.882499980926514,-0.7530388055617944
2015-10-12,93.52605438232422,32.66550827026367,16.170000076293945,21.478499984741212,-0.7531876048548917
2015-10-13,93.38715362548828,32.410736083984375,17.670000076293945,21.23499994277954,-0.701519088384767
2015-10-14,93.3375244140625,31.499717712402344,18.030000686645508,21.06899995803833,-0.4903839267524689
2015-10-15,95.21282196044922,32.07875061035156,16.049999237060547,20.814499950408937,-0.5157898500962305
2015-10-16,96.78052520751953,32.09419250488281,15.050000190734863,20.452999925613405,-0.4269172131986769
2015-10-19,97.70327758789062,32.15597152709961,14.979999542236328,20.194999933242798,-0.3869872847302969
2015-10-20,96.24472045898438,32.56515884399414,15.75,19.860499906539918,-0.5691956720976441
2015-10-21,96.35387420654297,31.9783935546875,16.700000762939453,19.58899998664856,-0.424881934877542
2015-10-22,98.89392852783203,32.5419921875,14.449999809265137,19.138000011444092,-0.40743781511294563
2015-10-23,101.3943099975586,33.30631637573242,14.460000038146973,18.67999997138977,-0.43949937494494024
2015-10-26,102.96199798583984,33.12102508544922,15.289999961853027,18.063000011444093,-0.3034610301613834
2015-10-27,102.89254760742188,32.71184158325195,15.430000305175781,17.493000030517578,-0.211412368950304
2015-10-28,103.38866424560547,33.99344253540039,14.329999923706055,16.984500026702882,-0.4832793076171222
2015-10-29,104.06336975097656,33.80814743041992,14.609999656677246,16.587500047683715,-0.3999297655335518
2015-10-30,101.17601776123047,33.06698226928711,15.069999694824219,16.294000005722047,-0.39614279874668296
2015-11-02,102.50558471679688,33.68462371826172,14.149999618530273,16.024499940872193,-0.46282102308249873
2015-11-03,101.7812728881836,33.80043029785156,14.539999961853027,15.78149995803833,-0.532769711920158
2015-11-04,103.13068389892578,33.869911193847656,15.510000228881836,15.636999988555909,-0.4694748628926749
2015-11-05,107.91314697265625,34.42579650878906,15.050000190734863,15.518499994277954,-0.31790684269947594
2015-11-06,106.26608276367188,35.46035385131836,14.329999923706055,15.380999994277953,-0.6581821642954679
2015-11-09,105.66082763671875,35.2364387512207,16.520000457763672,15.398500013351441,-0.6412810455069633
2015-11-10,107.06977081298828,35.282779693603516,15.289999961853027,15.279500007629395,-0.5690363167289749
2015-11-11,108.16120910644531,34.99710464477539,16.059999465942383,15.180999946594238,-0.4375113569387139
2015-11-12,107.17890167236328,34.27137756347656,18.3700008392334,15.29700002670288,-0.32494630965746873
2015-11-13,103.14060974121094,33.80814743041992,20.079999923706055,15.54850001335144,-0.45437646313003494
2015-11-16,103.22990417480469,34.18646240234375,18.15999984741211,15.70750002861023,-0.5380010125605998
2015-11-17,104.31140899658203,34.302268981933594,18.84000015258789,15.862000036239625,-0.5013989709396588
2015-11-18,106.93086242675781,34.7963752746582,16.850000381469727,15.869500017166137,-0.46294124186140767
2015-11-19,105.4326171875,34.65740966796875,16.989999771118164,15.996500015258789,-0.5186909951599479
2015-11-20,106.48436737060547,34.81181335449219,15.470000267028809,16.047000026702882,-0.4929138276028173
2015-11-23,106.11724090576172,34.95079040527344,15.619999885559082,16.063500022888185,-0.5472314909015916
2015-11-24,104.91666412353516,35.12063980102539,15.930000305175781,16.088500022888184,-0.6579803325682484
2015-11-25,104.58922576904297,35.182403564453125,15.1899995803833,16.131500005722046,-0.6918132977133077
2015-11-27,104.62892150878906,35.27505111694336,15.119999885559082,16.157000017166137,-0.711240631686542
2015-11-30,103.42835235595703,35.244163513183594,16.1299991607666,16.209999990463256,-0.7748215186229714
2015-12-01,106.28592681884766,35.32136535644531,14.670000076293945,16.23600001335144,-0.6243529257265549
2015-12-02,105.24408721923828,34.69601058959961,15.90999984741211,16.304500007629393,-0.5388851736761084
2015-12-03,103.5672607421875,34.178741455078125,18.110000610351562,16.43450002670288,-0.5162813612365688
2015-12-04,105.3532485961914,34.75777053833008,14.8100004196167,16.42250003814697,-0.5469560333884299
2015-12-07,104.78768157958984,34.00888442993164,15.84000015258789,16.498000049591063,-0.40435984467745334
2015-12-08,105.66082763671875,33.414405822753906,17.600000381469727,16.552000045776367,-0.2131549567521762
2015-12-09,103.78553771972656,32.86625289916992,19.610000610351562,16.768000078201293,-0.19500450185891124
2015-12-10,104.59915161132812,32.966609954833984,19.34000015258789,16.93200011253357,-0.1705789446959623
2015-12-11,101.3248519897461,32.15597152709961,24.389999389648438,17.23300004005432,-0.17329925729717024
2015-12-14,103.84508514404297,32.10963821411133,22.729999542236328,17.365500020980836,-0.013707951802312596
2015-12-15,103.7359390258789,32.88169479370117,20.950000762939453,17.5050000667572,-0.20155943959339204
2015-12-16,105.95848846435547,33.21366500854492,17.860000610351562,17.456000089645386,-0.14842332282715934
2015-12-17,105.39292907714844,32.75816345214844,18.940000534057617,17.56050009727478,-0.07476373705550693
2015-12-18,103.22990417480469,32.14796447753906,20.700000762939453,17.746000146865846,-0.059011785831436146
2015-12-21,103.9542236328125,32.334285736083984,18.700000762939453,17.907500171661376,-0.060054124327098356
2015-12-22,104.6884536743164,32.45849609375,16.600000381469727,17.956500196456908,-0.04591739593178587
2015-12-23,103.81529998779297,32.93206024169922,15.569999694824219,17.93850016593933,-0.2087112636844556
2015-12-24,104.2022705078125,33.07181167602539,15.739999771118164,17.966000175476076,-0.21871601102762275
2015-12-28,105.10518646240234,32.955352783203125,16.90999984741211,18.055500173568724,-0.13807565709625452
2015-12-29,106.42484283447266,33.29694366455078,16.079999923706055,18.0530002117157,-0.14047458913695943
2015-12-30,105.39292907714844,32.87772750854492,17.290000915527344,18.184000253677368,-0.1028579010088209
2015-12-31,103.84508514404297,32.54389190673828,18.209999084472656,18.299000215530395,-0.11574525971647064
2016-01-04,101.424072265625,31.744272232055664,20.700000762939453,18.42850022315979,-0.07070718245712061
2016-01-05,101.93010711669922,31.71321678161621,19.34000015258789,18.65500020980835,-0.03355186056210931
2016-01-06,102.1682357788086,31.32504653930664,20.59000015258789,18.89250020980835,0.07170772927398404
2016-01-07,97.15755462646484,30.377933502197266,24.989999771118164,19.262000179290773,-0.0013986869603487548
2016-01-08,96.5721435546875,29.75686264038086,27.010000228881836,19.632000160217284,0.10999365980039405
2016-01-11,96.75074768066406,29.69475555419922,24.299999237060547,19.880000114440918,0.13512545446969929
2016-01-12,98.59627532958984,29.842247009277344,22.469999313354492,19.78400011062622,0.20936298884740354
2016-01-13,94.69686889648438,28.763154983520508,25.219999313354492,19.908500099182127,0.23283774714050642
2016-01-14,97.60404968261719,29.003814697265625,23.950000762939453,20.05850009918213,0.3478253544570319
2016-01-15,94.23053741455078,28.460384368896484,27.020000457763672,20.516500091552736,0.2764647522533038
2016-01-19,94.51827239990234,28.188663482666016,26.049999237060547,20.87200002670288,0.3572890248372561
2016-01-20,93.61537170410156,27.80049705505371,27.59000015258789,21.216499996185302,0.39522221685230613
2016-01-21,93.42684173583984,27.396804809570312,26.690000534057617,21.61599998474121,0.4789543948586568
2016-01-22,97.17740631103516,27.738388061523438,22.34000015258789,21.90299997329712,0.6199910003830749
2016-01-25,96.254638671875,26.58165168762207,24.149999618530273,22.33199996948242,0.8373441103114386
2016-01-26,96.58206939697266,27.257061004638672,22.5,22.669999980926512,0.6979618481394447
2016-01-27,93.7145767211914,27.62193489074707,23.110000610351562,22.980000019073486,0.4430327744092251
2016-01-28,108.26042175292969,28.002342224121094,22.420000076293945,23.297000026702882,1.2119134911967437
2016-01-29,111.33628845214844,28.460384368896484,20.200000762939453,23.442500019073485,1.2857755633507255
2016-02-01,114.19385528564453,28.25077247619629,19.979999542236328,23.53100004196167,1.503636803680946
2016-02-02,113.71761322021484,27.389039993286133,21.979999542236328,23.594999980926513,1.6780192370155889
2016-02-03,111.81253814697266,27.583110809326172,21.649999618530273,23.710499954223632,1.5200107043055775
2016-02-04,109.62968444824219,27.854843139648438,21.84000015258789,23.772999954223632,1.3273638172382052
2016-02-05,103.25968170166016,27.404565811157227,23.3799991607666,23.692499923706055,1.0573094375007117
2016-02-08,98.97329711914062,26.659284591674805,26.0,23.641999912261962,0.9795147905680334
2016-02-09,98.76494598388672,26.760211944580078,26.540000915527344,23.753999996185303,0.9435061357763698
2016-02-10,100.21356964111328,26.527307510375977,26.290000915527344,23.945000076293944,1.083706926478462
2016-02-11,101.11650085449219,25.533601760864258,28.139999389648438,24.091000080108643,1.3704763246187541
2016-02-12,101.21571350097656,26.767974853515625,25.399999618530273,24.163500022888183,1.0862875996398655
2016-02-16,100.81883239746094,27.55983543395996,24.110000610351562,24.018000030517577,0.8768051662032552
2016-02-17,104.38087463378906,27.552066802978516,22.309999465942383,23.83100004196167,1.0888059550954519
2016-02-18,102.66435241699219,27.094036102294922,21.639999389648438,23.533500003814698,1.095148200255469
2016-02-19,103.75579071044922,27.280351638793945,20.530000686645508,23.22550001144409,1.1157687520802644
2016-02-22,106.32560729980469,27.82378578186035,19.3799991607666,23.07749996185303,1.1397070535478824
2016-02-23,104.63884735107422,27.086278915405273,20.979999542236328,22.91899995803833,1.213474373530739
2016-02-24,106.04779815673828,26.89219093322754,20.719999313354492,22.829999923706055,1.3422135342726018
2016-02-25,107.228515625,27.319168090820312,19.110000610351562,22.629999923706055,1.3115532716998226
2016-02-26,107.07969665527344,27.862607955932617,19.809999465942383,22.499499893188478,1.1750793671097004
2016-02-29,106.08747863769531,27.22600555419922,20.549999237060547,22.516999816894533,1.2661178752721884
2016-03-01,108.96489715576172,28.359458923339844,17.700000762939453,22.402999877929688,1.169568183505147
2016-03-02,109.0938949584961,28.887359619140625,17.09000015258789,22.158499908447265,1.05313789402634
2016-03-03,108.72676849365234,29.438556671142578,16.700000762939453,21.910999965667724,0.9019602157015909
2016-03-04,107.54602813720703,29.787906646728516,16.860000610351562,21.66199998855591,0.7502042581380851
2016-03-07,104.90675354003906,29.7801456451416,17.350000381469727,21.360500049591064,0.5962996404413295
2016-03-08,105.10518646240234,29.04263687133789,18.670000076293945,20.994000053405763,0.7813016678597097
2016-03-09,106.67289733886719,28.809738159179688,18.34000015258789,20.584000015258788,0.9285277577478163
2016-03-10,106.48436737060547,29.08144187927246,18.049999237060547,20.17199993133545,0.8535610293923552
2016-03-11,108.55810546875,29.88884162902832,16.5,19.589999961853028,0.7862041914328645
2016-03-14,109.03434753417969,29.74132537841797,16.920000076293945,19.165999984741212,0.8489666011535278
2016-03-15,109.80828094482422,29.539480209350586,16.84000015258789,18.802499961853027,0.9420598003216725
2016-03-16,111.3065185546875,29.21342658996582,14.989999771118164,18.436499977111815,1.1070754396132163
2016-03-17,110.15555572509766,29.56277847290039,14.4399995803833,18.07649998664856,0.9570760324276247
2016-03-18,110.58219146728516,30.02366828918457,14.020000457763672,17.75099997520447,0.8739532825847136
2016-03-21,110.97909545898438,29.98467254638672,13.789999961853027,17.47150001525879,0.9065351712429798
2016-03-22,111.37596893310547,29.99247169494629,14.170000076293945,17.13100004196167,0.9281197862692371
