Date,CVX,PEP,VIX,AvgVIX,zscore
2020-01-30,84.41715240478516,118.72425079345703,15.489999771118164,13.696000051498412,1.3764120997801141
2020-01-31,81.18899536132812,117.23017120361328,18.84000015258789,14.014500045776368,1.1107523987699892
2020-02-03,80.53730010986328,117.6346206665039,17.969999313354492,14.211999988555908,0.9808749996198506
2020-02-04,80.96923065185547,118.2207260131836,16.049999237060547,14.32199993133545,0.9747164532361042
2020-02-05,83.56842803955078,119.11221313476562,15.149999618530273,14.389999914169312,1.2222533047176447
2020-02-06,82.96977996826172,119.1369400024414,14.960000038146973,14.465499925613404,1.1403976814573547
2020-02-07,82.55301666259766,119.99542999267578,15.470000267028809,14.611999940872192,0.9925652413444229
2020-02-10,83.19711303710938,120.23482513427734,15.039999961853027,14.735999917984008,1.0519107957016602
2020-02-11,84.27317810058594,120.58149719238281,15.180000305175781,14.878999948501587,1.1568099949931427
2020-02-12,84.90213012695312,120.58149719238281,13.739999771118164,14.946499919891357,1.2400038621039222
2020-02-13,84.61418151855469,120.90342712402344,14.149999618530273,15.032999897003174,1.1671516287200063
2020-02-14,84.39186096191406,121.3326644897461,13.680000305175781,15.100999927520752,1.0913924809275368
2020-02-18,84.5145034790039,120.18533325195312,14.829999923706055,15.237499904632568,1.2315114895007389
2020-02-19,84.8978271484375,120.12748718261719,14.380000114440918,15.313999891281128,1.288461774738136
2020-02-20,84.18485260009766,119.82210540771484,15.5600004196167,15.446499919891357,1.2271311281654018
2020-02-21,83.5715560913086,120.3916244506836,17.079999923706055,15.651499938964843,1.0845075419745185
2020-02-24,80.27498626708984,117.74195098876953,25.030000686645508,16.174999952316284,0.9345874968973876
2020-02-25,77.20842742919922,116.47074890136719,27.850000381469727,16.655999994277956,0.6662351764913591
2020-02-26,75.1614990234375,117.19717407226562,27.559999465942383,17.219999933242796,0.3170358792356841
2020-02-27,72.16390991210938,112.56639099121094,39.15999984741211,18.35849995613098,0.4205968154527365
2020-02-28,71.55827331542969,108.98395538330078,40.11000061035156,19.589499998092652,0.7273426927584044
2020-03-02,74.04985046386719,113.565185546875,33.41999816894531,20.318499898910524,0.5622006978744786
2020-03-03,72.3632583618164,111.9142837524414,36.81999969482422,21.26099991798401,0.51738435797399
2020-03-04,75.5371322631836,117.53558349609375,31.989999771118164,22.05799994468689,0.3301785631992291
2020-03-05,74.50984191894531,114.76415252685547,39.619998931884766,23.281499910354615,0.4935729138374759
2020-03-06,73.07621765136719,114.06607818603516,41.939998626708984,24.630499839782715,0.37932480887811487
2020-03-09,61.84494400024414,108.16581726074219,54.459999084472656,26.57999978065491,-0.46912806138724067
2020-03-10,65.1491470336914,111.4732894897461,47.29999923706055,28.192999744415282,-0.3892319205977967
2020-03-11,63.65420150756836,107.82508850097656,53.900001525878906,30.12899980545044,-0.19301651183293006
2020-03-12,58.46405029296875,95.85006713867188,75.47000122070312,33.21549987792969,0.41360665133690167
2020-03-13,63.953208923339844,105.91374969482422,57.83000183105469,35.39949998855591,0.052933675372914483
2020-03-16,53.43488693237305,93.98027801513672,82.69000244140625,38.850000095367434,-0.04970731099548555
2020-03-17,54.1938591003418,106.13813018798828,75.91000366210938,41.9040002822876,-1.2622026252380494
2020-03-18,42.203590393066406,100.48717498779297,76.44999694824219,45.007500123977664,-2.237972371948106
2020-03-19,43.99753189086914,97.51212310791016,72.0,47.829500102996825,-1.6794146295692687
2020-03-20,45.53082275390625,86.36811065673828,66.04000091552734,50.27750015258789,-0.27319429854598914
2020-03-23,41.56727600097656,87.4068832397461,61.59000015258789,52.10550012588501,-0.9096413596949351
2020-03-24,51.019962310791016,94.60354614257812,61.66999816894531,53.796500015258786,-0.43644326369181213
2020-03-25,53.10521697998047,93.48998260498047,63.95000076293945,55.61600008010864,-0.04036857660682536
2020-03-26,58.55604553222656,99.93869018554688,61.0,56.708000087738036,-0.01574207111006923
2020-03-27,52.72957992553711,100.10491943359375,65.54000091552734,57.97950010299682,-0.8043813116226582
2020-03-30,55.159812927246094,104.2766342163086,57.08000183105469,59.16250028610229,-0.9334152774533104
2020-03-31,55.550819396972656,99.80574035644531,53.540000915527344,59.99850034713745,-0.3988978909866613
2020-04-01,52.560909271240234,98.16031646728516,57.060001373291016,61.252000427246095,-0.6167005844924482
2020-04-02,58.35671615600586,102.9303970336914,50.90999984741211,61.81650047302246,-0.3651729440621454
2020-04-03,57.5824089050293,103.53701782226562,46.79999923706055,62.059500503540036,-0.5331005294972864
2020-04-06,61.63028335571289,108.99687194824219,45.2400016784668,61.598500633239745,-0.5872649666166428
2020-04-07,62.036598205566406,108.4317398071289,46.70000076293945,61.568500709533694,-0.4724933559893613
2020-04-08,65.91580963134766,110.20182037353516,43.349998474121094,61.041000556945804,-0.1505206852089973
2020-04-09,64.63550567626953,111.04947662353516,41.66999816894531,59.35100040435791,-0.41140701742768854
2020-04-13,65.09550476074219,108.77247619628906,41.16999816894531,58.51800022125244,-0.10467522739117575
2020-04-14,64.86551666259766,115.0134506225586,37.7599983215332,56.27150001525879,-0.80903942353921
2020-04-15,63.24021911621094,112.21290588378906,40.84000015258789,54.51799983978272,-0.7216018483507468
2020-04-16,61.32362365722656,112.71981048583984,40.11000061035156,52.70100002288818,-1.0298561912877946
2020-04-17,66.8281021118164,114.30708312988281,38.150001525878906,51.00850009918213,-0.47316245295201115
2020-04-20,64.06818389892578,111.81401824951172,43.83000183105469,49.898000144958495,-0.5690092145839464
2020-04-21,62.58858871459961,108.81402587890625,45.40999984741211,49.089000129699706,-0.4407613263431805
2020-04-22,64.73517608642578,110.21013641357422,41.97999954223633,48.104500198364256,-0.3075855791228422
2020-04-23,66.54444885253906,108.24893188476562,41.380001068115234,46.976000213623045,0.1435179664848764
2020-04-24,66.70542907714844,111.6561050415039,35.93000030517578,45.722500228881835,-0.20311826395940363
2020-04-27,68.7753677368164,111.7392349243164,33.290000915527344,44.11000022888184,0.06170343459746086
2020-04-28,68.92870330810547,113.284912109375,33.56999969482422,42.93450012207031,-0.08492700720722253
2020-04-29,72.53959655761719,110.82510375976562,31.229999542236328,41.81900005340576,0.6583263310434035
2020-04-30,70.5309829711914,109.93588256835938,34.150001525878906,40.673500061035156,0.488663545665603
2020-05-01,68.56838989257812,108.14918518066406,37.189998626708984,39.9875,0.42200364136227625
2020-05-04,70.10165405273438,108.7973861694336,35.970001220703125,39.44600009918213,0.5548171555964558
2020-05-05,71.21329498291016,109.420654296875,33.61000061035156,38.86450004577637,0.6345533876945695
2020-05-06,69.03604125976562,108.68104553222656,34.119998931884766,38.235499954223634,0.4264277667785731
2020-05-07,71.02164459228516,109.32093811035156,31.440000534057617,37.64000005722046,0.6199710954846076
2020-05-08,73.19122314453125,111.54808044433594,27.979999542236328,36.95550012588501,0.6664475162511065
2020-05-11,71.5812759399414,111.6727523803711,27.56999969482422,36.275500202178954,0.440030778467439
2020-05-12,69.84100341796875,110.47607421875,33.040000915527344,36.03950033187866,0.3390637737026333
2020-05-13,68.00104522705078,110.4926986694336,35.279998779296875,35.76150026321411,0.09389031262138915
2020-05-14,69.03604125976562,110.59242248535156,32.61000061035156,35.38650026321411,0.2200243037814419
2020-05-15,68.3537368774414,112.9774398803711,31.889999389648438,35.07350015640259,-0.12777705582590862
2020-05-18,71.99427795410156,112.62010192871094,29.299999237060547,34.34700002670288,0.3923588820043033
2020-05-19,69.71504211425781,109.47052001953125,30.530000686645508,33.60300006866455,0.43098896575119855
2020-05-20,72.34432220458984,109.0799560546875,27.989999771118164,32.90350008010864,0.8209495526132696
2020-05-21,71.59752655029297,108.20738220214844,29.530000686645508,32.31100006103516,0.8163945124129602
2020-05-22,70.22842407226562,108.4317398071289,28.15999984741211,31.92250003814697,0.6110704835060059
2020-05-26,72.57771301269531,107.82508850097656,28.010000228881836,31.658500003814698,0.9873301588138315
2020-05-27,73.04444885253906,108.70600891113281,27.6200008392334,31.361000061035156,0.9539393084690468
2020-05-28,70.6874008178711,109.93588256835938,28.59000015258789,31.229000091552734,0.5093535267848102
2020-05-29,71.33305358886719,109.32093811035156,27.510000228881836,30.89700002670288,0.6611623431356991
2020-06-01,72.18097686767578,110.51763153076172,28.229999542236328,30.449000072479247,0.6440932853803959
2020-06-02,73.65895080566406,110.21846771240234,26.84000015258789,29.992500019073486,0.8718962376286679
2020-06-03,75.59591674804688,110.37632751464844,25.65999984741211,29.594999980926513,1.111059286976356
2020-06-04,74.89583587646484,109.3487548828125,25.809999465942383,29.179500007629393,1.1294212087893196
