Date,KRE,CVX,VIX,AvgVIX,zscore
2022-01-31,63.50883483886719,110.67057800292969,24.829999923706055,23.18100004196167,2.2294661535099585
2022-02-01,64.46678161621094,113.58629608154297,21.959999084472656,23.448999977111818,2.258020036268866
2022-02-02,64.2982406616211,114.1087646484375,22.09000015258789,23.707999992370606,2.2218523594276633
2022-02-03,63.92572021484375,113.08910369873047,24.350000381469727,23.939000034332274,2.2073140982561803
2022-02-04,65.14976501464844,114.50482177734375,23.219999313354492,24.119499969482423,2.3132762290661204
2022-02-07,65.4602279663086,116.75479125976562,22.860000610351562,24.324499988555907,2.2832790740265367
2022-02-08,67.08341217041016,114.97674560546875,21.440000534057617,24.426500034332275,2.533738597936474
2022-02-09,66.5157470703125,116.11436462402344,19.959999084472656,24.503999996185303,2.4306333288978696
2022-02-10,66.35607147216797,114.63965606689453,23.90999984741211,24.818499946594237,2.4556113710883958
2022-02-11,65.80614471435547,116.97391510009766,27.360000610351562,25.171000003814697,2.318666923429708
2022-02-14,65.29168701171875,115.17053985595703,28.329999923706055,25.62799997329712,2.310476028716202
2022-02-15,67.0390625,114.3275375366211,25.700000762939453,25.773499965667725,2.547883052201301
2022-02-16,67.16325378417969,114.3615951538086,24.290000915527344,25.795499992370605,2.561929847750873
2022-02-17,65.11428833007812,113.7740249633789,28.110000610351562,25.92150001525879,2.3309514355170484
2022-02-18,65.2296142578125,113.61225128173828,27.75,25.866499996185304,2.3498124747212
2022-02-22,64.90141296386719,112.74365997314453,28.809999465942383,25.811999988555907,2.3361087580351283
2022-02-23,63.757198333740234,115.42603302001953,31.020000457763672,25.805000019073486,2.116574498043382
2022-02-24,62.61296844482422,114.82994842529297,30.31999969482422,25.723000049591064,1.9956458250685296
2022-02-25,65.49568939208984,119.5389404296875,27.59000015258789,25.57800006866455,2.2038425427171005
2022-02-28,65.8859634399414,122.62151336669922,30.149999618530273,25.70250005722046,2.1584882797560843
2022-03-01,62.284786224365234,127.4923095703125,33.31999969482422,26.127000045776366,1.5749687317186694
2022-03-02,65.06107330322266,131.25611877441406,30.739999771118164,26.566000080108644,1.7986778590784263
2022-03-03,64.65304565429688,133.02732849121094,30.479999542236328,26.985500049591064,1.6958885457691923
2022-03-04,62.11624526977539,135.09654235839844,31.979999542236328,27.367000007629393,1.325800092858528
2022-03-07,59.43752670288086,137.98326110839844,36.45000076293945,28.028500080108643,0.9139008324413666
2022-03-08,59.9165153503418,145.21282958984375,35.130001068115234,28.642000102996825,0.7545816878996149
2022-03-09,62.045291900634766,141.5852508544922,32.45000076293945,29.192500114440918,1.1220261932492688
2022-03-10,62.08964920043945,145.4597930908203,30.229999542236328,29.706000137329102,1.0108730413885372
2022-03-11,62.107383728027344,145.5279083251953,30.75,30.048000144958497,1.0109764762174798
2022-03-14,62.43556213378906,141.9684600830078,31.770000457763672,30.268500137329102,1.1578612738510827
2022-03-15,62.621822357177734,134.78147888183594,29.829999923706055,30.3435001373291,1.3966303866822363
2022-03-16,64.5909652709961,134.2960968017578,26.670000076293945,30.392000102996825,1.650193582360384
2022-03-17,63.89024353027344,136.62081909179688,25.670000076293945,30.461000061035158,1.4952363392483878
2022-03-18,63.766056060791016,137.71929931640625,23.8700008392334,30.249000072479248,1.4471262278459198
2022-03-21,63.42203140258789,140.19725036621094,23.530000686645508,30.038000106811523,1.330847027066248
2022-03-22,64.48262786865234,139.72891235351562,22.940000534057617,29.744500160217285,1.4736414661139738
2022-03-23,62.19208908081055,141.2361297607422,23.56999969482422,29.37200012207031,1.1503413282269672
2022-03-24,62.79814147949219,141.61080932617188,21.670000076293945,28.9395001411438,1.212619075596828
2022-03-25,63.9835319519043,144.17396545410156,20.809999465942383,28.600500106811523,1.27937839532972
2022-03-28,63.350730895996094,141.65341186523438,19.6299991607666,28.07450008392334,1.278396863638982
2022-03-29,64.54501342773438,139.9247589111328,18.899999618530273,27.353500080108642,1.4753216759815424
2022-03-30,62.557525634765625,140.91261291503906,19.329999923706055,26.78300008773804,1.2044192059368657
2022-03-31,61.40778732299805,138.656005859375,20.559999465942383,26.28700008392334,1.1327662379928092
2022-04-01,60.81955337524414,139.83961486816406,19.6299991607666,25.669500064849853,1.0257815899119205
2022-04-04,60.49869155883789,139.96731567382812,18.56999969482422,24.77550001144409,0.9830026878419127
2022-04-05,59.652000427246094,139.1072998046875,21.030000686645508,24.070499992370607,0.9061200174355475
2022-04-06,58.7607421875,140.34202575683594,22.100000381469727,23.55299997329712,0.7608245719391977
2022-04-07,58.012088775634766,142.2920684814453,21.549999237060547,23.11899995803833,0.611319991519378
2022-04-08,57.92295837402344,144.70188903808594,21.15999984741211,22.639499950408936,0.5280225193575043
2022-04-11,58.127952575683594,140.98065185546875,24.3700008392334,22.26949996948242,0.6648245594687181
2022-04-12,57.593204498291016,143.91847229003906,24.260000228881836,21.99099998474121,0.5115685618221195
2022-04-13,58.404239654541016,146.1835479736328,21.81999969482422,21.748499965667726,0.5418636948978156
2022-04-14,57.65557861328125,146.11546325683594,22.700000762939453,21.6,0.4530581883730596
2022-04-18,57.85166549682617,148.07398986816406,22.170000076293945,21.51499996185303,0.417946833361078
2022-04-19,59.937198638916016,146.31980895996094,21.3700008392334,21.40699996948242,0.7237966493810623
2022-04-20,60.311527252197266,146.9158935546875,20.31999969482422,21.27599992752075,0.7512944094135565
2022-04-21,59.072689056396484,140.1461944580078,22.68000030517578,21.23149995803833,0.8045707930373016
2022-04-22,57.83383560180664,137.05508422851562,28.209999084472656,21.558499908447267,0.7472029845412282
2022-04-25,57.89622497558594,134.1087646484375,27.020000457763672,21.86899995803833,0.843391803790775
2022-04-26,56.113704681396484,133.2913055419922,33.52000045776367,22.563500022888185,0.6516621438597234
2022-04-27,56.07805633544922,133.04434204101562,31.600000381469727,23.198500061035155,0.6547640767232298
2022-04-28,56.906917572021484,137.77037048339844,29.989999771118164,23.73150005340576,0.6132034550789824
2022-04-29,55.11549377441406,133.41050720214844,33.400001525878906,24.37350015640259,0.5269395764917172
2022-05-02,55.89087677001953,136.0332489013672,32.34000015258789,25.00900020599365,0.5421505036324543
2022-05-03,56.66628646850586,138.36647033691406,29.25,25.54300022125244,0.5660726842551124
2022-05-04,58.217079162597656,142.70932006835938,25.420000076293945,25.762500190734862,0.6236466410294278
2022-05-05,56.532588958740234,141.57676696777344,31.200000762939453,26.21750020980835,0.45329056855685695
2022-05-06,55.81958770751953,145.3490447998047,30.190000534057617,26.6495002746582,0.25330446471239343
2022-05-09,55.053104400634766,135.6074676513672,34.75,27.3290002822876,0.4532895217061292
2022-05-10,54.40248107910156,136.9103240966797,32.9900016784668,27.76000032424927,0.33514699687335014
2022-05-11,53.493404388427734,138.93698120117188,32.560001373291016,28.175000381469726,0.16386998420375262
2022-05-12,53.493404388427734,140.25689697265625,31.770000457763672,28.6725004196167,0.12417036694328917
2022-05-13,53.98358917236328,142.9477081298828,28.8700008392334,28.981000423431396,0.10272388273852723
2022-05-16,53.36862564086914,147.3246307373047,27.469999313354492,29.246000385284425,-0.10355104655344101
2022-05-17,55.32048797607422,148.1932373046875,26.100000381469727,29.48250036239624,0.10719063441813077
2022-05-18,53.965763092041016,144.2868194580078,30.959999084472656,30.01450033187866,0.06028363988427521
2022-05-19,53.31514358520508,143.25657653808594,29.350000381469727,30.34800033569336,0.012315110135521785
2022-05-20,53.45774841308594,144.08079528808594,29.43000030517578,30.409000396728516,0.0048304883055299225
2022-05-23,54.767906188964844,147.42910766601562,28.479999542236328,30.48200035095215,0.06311542193002552
2022-05-24,54.3579216003418,148.2189483642578,29.450000762939453,30.278500366210938,-0.010394359028376961
2022-05-25,55.21352767944336,150.59716796875,28.3700008392334,30.117000389099122,0.0219065784924515
2022-05-26,56.42564010620117,151.61021423339844,27.5,29.992500400543214,0.1385319791640592
2022-05-27,57.30799102783203,153.06114196777344,25.719999313354492,29.608500289916993,0.20196903749174258
2022-05-31,57.281253814697266,149.95321655273438,26.190000534057617,29.301000308990478,0.292202633830874
2022-06-01,56.54150390625,151.37843322753906,25.690000534057617,29.12300033569336,0.15956392891654736
2022-06-02,57.70014572143555,151.1036834716797,24.719999313354492,29.088000297546387,0.30843397430074515
2022-06-03,56.99605178833008,152.4773406982422,24.790000915527344,28.76750030517578,0.18167305260903516
2022-06-06,57.263431549072266,151.8162841796875,25.06999969482422,28.51150026321411,0.23400361761773023
2022-06-07,57.73579788208008,154.70957946777344,24.020000457763672,27.975000286102294,0.20430459232896347
2022-06-08,56.755409240722656,155.5080108642578,23.959999084472656,27.523500156402587,0.06131537990615028
2022-06-09,54.928321838378906,152.40866088867188,26.09000015258789,27.200000095367432,-0.06718938061063395
2022-06-10,53.25275802612305,150.58853149414062,27.75,26.999000072479248,-0.21578169794378083
2022-06-13,51.75544357299805,143.6601104736328,34.02000045776367,27.256500053405762,-0.1890986066110951
2022-06-14,52.1386833190918,143.84896850585938,32.689998626708984,27.517500019073488,-0.14827113048477786
2022-06-15,52.557579040527344,141.02435302734375,29.6200008392334,27.69350004196167,-0.012479236079280111
2022-06-16,50.6681022644043,133.48634338378906,32.95000076293945,27.79300012588501,-0.015051938167019307
2022-06-17,51.443504333496094,127.39067840576172,31.1299991607666,27.882000064849855,0.2623881939203931
2022-06-21,52.27302551269531,132.72225952148438,30.190000534057617,27.920000076293945,0.2026942172119806
2022-06-22,52.3178596496582,126.9528579711914,28.950000762939453,27.943500137329103,0.38166355961415527
2022-06-23,51.600440979003906,122.28235626220703,29.049999237060547,27.923500061035156,0.4350781287467066
2022-06-24,53.4029541015625,124.29135131835938,27.229999542236328,27.866499996185304,0.593395718815761
2022-06-27,53.32223892211914,126.69528198242188,26.950000762939453,27.839000034332276,0.5112966235294645
2022-06-28,53.00837707519531,128.73004150390625,28.360000610351562,27.971000099182127,0.41200785587673955
2022-06-29,52.55998229980469,126.18872833251953,28.15999984741211,28.069500064849855,0.4340292330447556
2022-06-30,52.093666076660156,124.2999496459961,28.709999084472656,28.220499992370605,0.4342492314133131
2022-07-01,52.96354293823242,125.78522491455078,26.700000762939453,28.319500064849855,0.49513942350397794
2022-07-05,53.14289093017578,122.4798355102539,27.540000915527344,28.457000064849854,0.6163215685401431
2022-07-06,52.74830627441406,120.86577606201172,26.729999542236328,28.54000005722046,0.6169836719459656
2022-07-07,53.31327438354492,123.21819305419922,26.079999923706055,28.643000030517577,0.614790486049783
2022-07-08,53.15185546875,122.57427978515625,24.639999389648438,28.677000045776367,0.6145688178136074
2022-07-11,52.622764587402344,121.49251556396484,26.170000076293945,28.68100004196167,0.5828979484833596
2022-07-12,52.604827880859375,119.26888275146484,27.290000915527344,28.65800008773804,0.6476023143935241
2022-07-13,51.71702194213867,118.47042846679688,26.81999969482422,28.298000049591064,0.5638785693480945
2022-07-14,50.96372985839844,116.7104263305664,26.399999618530273,27.98350009918213,0.5253995201406377
2022-07-15,52.66759490966797,118.17852020263672,24.229999542236328,27.714000034332276,0.6880146261505032
2022-07-18,52.98147201538086,119.83552551269531,25.299999237060547,27.33149995803833,0.6762666065490509
2022-07-19,54.6225700378418,124.15399169921875,24.5,27.0,0.7455329062319752
2022-07-20,55.3758544921875,125.7938232421875,23.8799991607666,26.68449993133545,0.7876254469995893
2022-07-21,55.46553421020508,124.83226013183594,23.110000610351562,26.392499923706055,0.8274297816665598
2022-07-22,54.8916015625,123.79341888427734,23.030000686645508,26.091499996185302,0.7890261554777073
2022-07-25,55.815277099609375,127.47654724121094,23.360000610351562,25.898000049591065,0.7903393763832774
2022-07-26,55.38483428955078,126.48064422607422,24.690000534057617,25.785000038146972,0.7680574045608433
2022-07-27,56.39818572998047,128.14620971679688,23.239999771118164,25.528999996185302,0.8409362103672346
2022-07-28,56.40715789794922,129.11639404296875,22.329999923706055,25.2375,0.8128444132045118
2022-07-29,57.196311950683594,140.61228942871094,21.329999923706055,24.86850004196167,0.5628452428642354
2022-08-01,57.241153717041016,137.80479431152344,22.84000015258789,24.675500011444093,0.6527291055427451
2022-08-02,56.57754135131836,136.62864685058594,23.93000030517578,24.494999980926515,0.6075722624277943
2022-08-03,57.196311950683594,133.38331604003906,21.950000762939453,24.25600004196167,0.7802738719604706
2022-08-04,56.747920989990234,129.76025390625,21.440000534057617,24.024000072479247,0.834831894069108
2022-08-05,57.42947769165039,131.90664672851562,21.149999618530273,23.84950008392334,0.8529839163688869
2022-08-08,57.40257263183594,131.70916748046875,21.290000915527344,23.60550012588501,0.8556585285203666
2022-08-09,57.59986877441406,133.42628479003906,21.770000457763672,23.329500102996825,0.827954883378281
2022-08-10,58.873287200927734,133.77830505371094,19.739999771118164,22.975500106811523,0.9719019720561954
2022-08-11,59.68934631347656,137.0407257080078,20.200000762939453,22.665500164031982,0.9728092538697847
2022-08-12,60.60405349731445,137.2382049560547,19.530000686645508,22.43050022125244,1.0778733422306355
2022-08-15,60.91793441772461,134.6282196044922,19.950000762939453,22.163000297546386,1.194465714348922
2022-08-16,61.464962005615234,134.2848358154297,19.690000534057617,21.922500324249267,1.271178010084029
