Date,LRCX,AMD,VIX,AvgVIX,zscore
2020-01-30,28.930837631225586,48.779998779296875,15.489999771118164,13.696000051498412,-0.13031922728402903
2020-01-31,27.745498657226562,47.0,18.84000015258789,14.014500045776368,-0.18065855744702655
2020-02-03,28.69729995727539,48.02000045776367,17.969999313354492,14.211999988555908,-0.12165349331327203
2020-02-04,30.275264739990234,49.45000076293945,16.049999237060547,14.32199993133545,-0.011978944386141556
2020-02-05,30.295724868774414,49.84000015258789,15.149999618530273,14.389999914169312,-0.027422411415359532
2020-02-06,30.100351333618164,49.31999969482422,14.960000038146973,14.465499925613404,-0.025430586274317612
2020-02-07,29.34486198425293,49.72999954223633,15.470000267028809,14.611999940872192,-0.12764091583375553
2020-02-10,29.75703239440918,52.2599983215332,15.039999961853027,14.735999917984008,-0.19690535288156916
2020-02-11,30.30038833618164,53.79999923706055,15.180000305175781,14.878999948501587,-0.20670464319478002
2020-02-12,31.13309669494629,53.88999938964844,13.739999771118164,14.946499919891357,-0.11865183800144757
2020-02-13,31.780654907226562,54.529998779296875,14.149999618530273,15.032999897003174,-0.0760578364288289
2020-02-14,31.568517684936523,55.310001373291016,13.680000305175781,15.100999927520752,-0.13494574073689078
2020-02-18,30.269676208496094,56.88999938964844,14.829999923706055,15.237499904632568,-0.3504000926950783
2020-02-19,31.06144905090332,58.900001525878906,14.380000114440918,15.313999891281128,-0.3540518167688042
2020-02-20,30.56275177001953,57.27000045776367,15.5600004196167,15.446499919891357,-0.33522471633495704
2020-02-21,29.475116729736328,53.279998779296875,17.079999923706055,15.651499938964843,-0.27441100703967386
2020-02-24,27.954835891723633,49.119998931884766,25.030000686645508,16.174999952316284,-0.2537510027285951
2020-02-25,27.188188552856445,47.56999969482422,27.850000381469727,16.655999994277956,-0.26820493408008145
2020-02-26,27.5957088470459,47.4900016784668,27.559999465942383,17.219999933242796,-0.21948063608342747
2020-02-27,26.581567764282227,44.0099983215332,39.15999984741211,18.35849995613098,-0.1736905878186996
2020-02-28,27.300765991210938,45.47999954223633,40.11000061035156,19.589499998092652,-0.16085469971035532
2020-03-02,27.9427490234375,47.459999084472656,33.41999816894531,20.318499898910524,-0.17971843252550695
2020-03-03,27.117481231689453,46.75,36.81999969482422,21.26099991798401,-0.23879775119811797
2020-03-04,28.492612838745117,50.11000061035156,31.989999771118164,22.05799994468689,-0.2391956590270447
2020-03-05,27.831098556518555,48.11000061035156,39.619998931884766,23.281499910354615,-0.22158496507899678
2020-03-06,27.391952514648438,48.59000015258789,41.939998626708984,24.630499839782715,-0.2919701627076069
2020-03-09,24.897546768188477,43.27000045776367,54.459999084472656,26.57999978065491,-0.32642885130366184
2020-03-10,26.755552291870117,45.380001068115234,47.29999923706055,28.192999744415282,-0.21664227585181864
2020-03-11,25.737693786621094,45.70000076293945,53.900001525878906,30.12899980545044,-0.3437974073253796
2020-03-12,22.129594802856445,39.0099983215332,75.47000122070312,33.21549987792969,-0.4392831279811328
2020-03-13,24.35604476928711,43.900001525878906,57.83000183105469,35.39949998855591,-0.414950340688295
2020-03-16,19.867795944213867,38.709999084472656,82.69000244140625,38.850000095367434,-0.6759300070085126
2020-03-17,21.334104537963867,41.880001068115234,75.91000366210938,41.9040002822876,-0.6576125629026127
2020-03-18,18.062814712524414,39.119998931884766,76.44999694824219,45.007500123977664,-0.8942665590276337
2020-03-19,18.143754959106445,39.81999969482422,72.0,47.829500102996825,-0.9170930848360729
2020-03-20,17.481319427490234,39.61000061035156,66.04000091552734,50.27750015258789,-0.980856826112409
2020-03-23,17.942790985107422,41.63999938964844,61.59000015258789,52.10550012588501,-1.021964289985936
2020-03-24,21.587507247924805,46.220001220703125,61.66999816894531,53.796500015258786,-0.8266252297211575
2020-03-25,21.859882354736328,44.630001068115234,63.95000076293945,55.61600008010864,-0.7242951953669096
2020-03-26,24.36737823486328,47.5,61.0,56.708000087738036,-0.5771492110965748
2020-03-27,22.57777976989746,46.58000183105469,65.54000091552734,57.97950010299682,-0.7333969528382774
2020-03-30,23.895647048950195,47.86000061035156,57.08000183105469,59.16250028610229,-0.645691568821016
2020-03-31,22.463594436645508,45.47999954223633,53.540000915527344,59.99850034713745,-0.6960874818611966
2020-04-01,20.903308868408203,43.65999984741211,57.060001373291016,61.252000427246095,-0.7860984474012122
2020-04-02,20.644973754882812,44.4900016784668,50.90999984741211,61.81650047302246,-0.8523682917191026
2020-04-03,20.418468475341797,42.59000015258789,46.79999923706055,62.059500503540036,-0.7911641656105337
2020-04-06,23.469772338867188,47.52000045776367,45.2400016784668,61.598500633239745,-0.67737734996485
2020-04-07,23.98175048828125,47.560001373291016,46.70000076293945,61.568500709533694,-0.6225431801000969
2020-04-08,24.96734619140625,48.790000915527344,43.349998474121094,61.041000556945804,-0.5693334830258189
2020-04-09,24.1745662689209,48.380001068115234,41.66999816894531,59.35100040435791,-0.6384390682614876
2020-04-13,24.221364974975586,50.939998626708984,41.16999816894531,58.51800022125244,-0.7494939182585102
2020-04-14,25.506471633911133,54.93000030517578,37.7599983215332,56.27150001525879,-0.7884574031706272
2020-04-15,24.598567962646484,54.9900016784668,40.84000015258789,54.51799983978272,-0.8916411762083776
2020-04-16,25.33799171447754,56.95000076293945,40.11000061035156,52.70100002288818,-0.8988150055081182
2020-04-17,26.11579132080078,56.599998474121094,38.150001525878906,51.00850009918213,-0.7968601527734921
2020-04-20,24.965471267700195,56.970001220703125,43.83000183105469,49.898000144958495,-0.9409424665976573
2020-04-21,22.80335807800293,52.91999816894531,45.40999984741211,49.089000129699706,-0.9962954301188099
2020-04-22,25.438148498535156,55.91999816894531,41.97999954223633,48.104500198364256,-0.8409668290148733
2020-04-23,24.706207275390625,55.900001525878906,41.380001068115234,46.976000213623045,-0.9210481677385949
2020-04-24,24.959856033325195,56.18000030517578,35.93000030517578,45.722500228881835,-0.9056949004824313
2020-04-27,24.748321533203125,56.4900016784668,33.290000915527344,44.11000022888184,-0.9431763626555874
