Date,XOM,MNST,VIX,AvgVIX,zscore
2020-01-30,48.71258544921875,33.505001068115234,15.489999771118164,13.696000051498412,0.9822835373399089
2020-01-31,46.70513916015625,33.29999923706055,18.84000015258789,14.014500045776368,0.9008529634187865
2020-02-03,45.66006088256836,33.709999084472656,17.969999313354492,14.211999988555908,0.7756482344712339
2020-02-04,45.088653564453125,34.439998626708984,16.049999237060547,14.32199993133545,0.6261255986762637
2020-02-05,47.16375732421875,34.474998474121094,15.149999618530273,14.389999914169312,0.7386530265293516
2020-02-06,46.524688720703125,34.724998474121094,14.960000038146973,14.465499925613404,0.6622047238289229
2020-02-07,46.216434478759766,34.45500183105469,15.470000267028809,14.611999940872192,0.6879262259301389
2020-02-10,45.72834014892578,34.584999084472656,15.039999961853027,14.735999917984008,0.6393049975498486
2020-02-11,46.16304016113281,34.57500076293945,15.180000305175781,14.878999948501587,0.6656550351317794
2020-02-12,46.72740173339844,34.625,13.739999771118164,14.946499919891357,0.6897713573930532
2020-02-13,46.46811294555664,34.845001220703125,14.149999618530273,15.032999897003174,0.6397517998220337
2020-02-14,46.25456237792969,34.93000030517578,13.680000305175781,15.100999927520752,0.6139720312493419
2020-02-18,45.667320251464844,34.79999923706055,14.829999923706055,15.237499904632568,0.6013744676779667
2020-02-19,46.01813888549805,35.040000915527344,14.380000114440918,15.313999891281128,0.5828832688505883
2020-02-20,45.652069091796875,35.20000076293945,15.5600004196167,15.446499919891357,0.5364006385211779
2020-02-21,45.0953369140625,34.869998931884766,17.079999923706055,15.651499938964843,0.5575928072655768
2020-02-24,42.98280334472656,34.095001220703125,25.030000686645508,16.174999952316284,0.5615289993164371
2020-02-25,41.33549499511719,33.310001373291016,27.850000381469727,16.655999994277956,0.5935536545300748
2020-02-26,40.42792892456055,32.939998626708984,27.559999465942383,17.219999933242796,0.601183366630987
2020-02-27,37.995086669921875,31.8700008392334,39.15999984741211,18.35849995613098,0.6341619290147016
2020-02-28,39.23058319091797,31.204999923706055,40.11000061035156,19.589499998092652,0.8110745753244496
2020-03-02,41.0914421081543,32.3849983215332,33.41999816894531,20.318499898910524,0.727903672900948
2020-03-03,39.12380599975586,31.889999389648438,36.81999969482422,21.26099991798401,0.6952154099415292
2020-03-04,39.977970123291016,34.025001525878906,31.989999771118164,22.05799994468689,0.4016808337421697
2020-03-05,38.21625900268555,33.564998626708984,39.619998931884766,23.281499910354615,0.3751073953878994
2020-03-06,36.370643615722656,33.095001220703125,41.939998626708984,24.630499839782715,0.34535900109931317
2020-03-09,31.924415588378906,30.93000030517578,54.459999084472656,26.57999978065491,0.43920341693207887
2020-03-10,33.10652542114258,33.064998626708984,47.29999923706055,28.192999744415282,0.16433955344979603
2020-03-11,32.01593780517578,30.905000686645508,53.900001525878906,30.12899980545044,0.44842034111976387
2020-03-12,28.355228424072266,28.69499969482422,75.47000122070312,33.21549987792969,0.5941965596283891
2020-03-13,29.07212257385254,31.19499969482422,57.83000183105469,35.39949998855591,0.23435136977252757
2020-03-16,26.30370330810547,28.719999313354492,82.69000244140625,38.850000095367434,0.47339576114188103
2020-03-17,28.073043823242188,29.8700008392334,75.91000366210938,41.9040002822876,0.389822071995777
2020-03-18,25.258874893188477,27.94499969482422,76.44999694824219,45.007500123977664,0.5381172086222967
2020-03-19,26.257953643798828,27.15999984741211,72.0,47.829500102996825,0.7208019091154617
2020-03-20,24.969079971313477,26.049999237060547,66.04000091552734,50.27750015258789,0.8253181188757954
2020-03-23,23.985260009765625,25.485000610351562,61.59000015258789,52.10550012588501,0.8598573492206807
2020-03-24,27.02821922302246,26.864999771118164,61.66999816894531,53.796500015258786,0.8119311782472813
2020-03-25,28.43912124633789,26.829999923706055,63.95000076293945,55.61600008010864,0.8978636767897229
2020-03-26,29.605974197387695,28.920000076293945,61.0,56.708000087738036,0.6293427880175508
2020-03-27,28.179821014404297,28.19499969482422,65.54000091552734,57.97950010299682,0.6643421956984433
2020-03-30,28.599281311035156,29.0,57.08000183105469,59.16250028610229,0.5592102414139883
2020-03-31,28.95772361755371,28.1299991607666,53.540000915527344,59.99850034713745,0.7190457533217438
2020-04-01,28.622159957885742,26.549999237060547,57.060001373291016,61.252000427246095,0.9531579959078385
2020-04-02,30.81094741821289,27.530000686645508,50.90999984741211,61.81650047302246,0.9207083929940396
2020-04-03,29.903404235839844,27.110000610351562,46.79999923706055,62.059500503540036,0.9363521463080494
2020-04-06,30.86433982849121,29.03499984741211,45.2400016784668,61.598500633239745,0.6825518817427665
2020-04-07,31.451581954956055,29.204999923706055,46.70000076293945,61.568500709533694,0.6887390713647745
2020-04-08,33.442081451416016,30.1299991607666,43.349998474121094,61.041000556945804,0.6538156800085372
2020-04-09,32.89297866821289,30.2549991607666,41.66999816894531,59.35100040435791,0.6025220885123852
2020-04-13,32.61079788208008,29.764999389648438,41.16999816894531,58.51800022125244,0.6649863968210732
2020-04-14,32.35912322998047,32.20500183105469,37.7599983215332,56.27150001525879,0.259615543838314
2020-04-15,30.871963500976562,31.145000457763672,40.84000015258789,54.51799983978272,0.3448301925595508
2020-04-16,29.857650756835938,30.934999465942383,40.11000061035156,52.70100002288818,0.3207403541817844
2020-04-17,32.96162033081055,31.094999313354492,38.150001525878906,51.00850009918213,0.47180867481203
2020-04-20,31.405811309814453,30.690000534057617,43.83000183105469,49.898000144958495,0.4481421955021837
2020-04-21,31.23802947998047,29.520000457763672,45.40999984741211,49.089000129699706,0.6260983977043678
2020-04-22,32.130332946777344,30.059999465942383,41.97999954223633,48.104500198364256,0.5903556127867421
2020-04-23,33.13703155517578,29.815000534057617,41.380001068115234,46.976000213623045,0.6869317744169697
2020-04-24,33.35056686401367,29.899999618530273,35.93000030517578,45.722500228881835,0.6854662029173733
2020-04-27,33.5107307434082,30.260000228881836,33.290000915527344,44.11000022888184,0.6368895129371799
2020-04-28,34.2962532043457,30.06999969482422,33.56999969482422,42.93450012207031,0.7120597879177941
2020-04-29,36.19523620605469,31.06999969482422,31.229999542236328,41.81900005340576,0.6599064485983529
2020-04-30,35.44021987915039,30.905000686645508,34.150001525878906,40.673500061035156,0.6433663081221171
2020-05-01,32.900611877441406,29.760000228881836,37.189998626708984,39.9875,0.682286824136669
2020-05-04,34.22761154174805,29.604999542236328,35.970001220703125,39.44600009918213,0.7826744556624367
2020-05-05,34.189483642578125,30.325000762939453,33.61000061035156,38.86450004577637,0.6651140288061814
2020-05-06,33.54886245727539,30.649999618530273,34.119998931884766,38.235499954223634,0.576557771120042
2020-05-07,33.739524841308594,31.045000076293945,31.440000534057617,37.64000005722046,0.5241081833222855
2020-05-08,35.21905517578125,32.88999938964844,27.979999542236328,36.95550012588501,0.3126528115627416
2020-05-11,34.88350296020508,33.20000076293945,27.56999969482422,36.275500202178954,0.24386781818844133
2020-05-12,34.300411224365234,33.095001220703125,33.040000915527344,36.03950033187866,0.22749971067458416
2020-05-13,32.597835540771484,32.584999084472656,35.279998779296875,35.76150026321411,0.21230592403864992
2020-05-14,32.885475158691406,32.494998931884766,32.61000061035156,35.38650026321411,0.2431051044070105
2020-05-15,32.652244567871094,33.005001068115234,31.889999389648438,35.07350015640259,0.14809254181633377
2020-05-18,35.248878479003906,33.310001373291016,29.299999237060547,34.34700002670288,0.24703975267474637
2020-05-19,34.16047668457031,33.57500076293945,30.530000686645508,33.60300006866455,0.1426068509475754
2020-05-20,35.27220916748047,34.70500183105469,27.989999771118164,32.90350008010864,0.02480057127489141
2020-05-21,34.64248275756836,34.18000030517578,29.530000686645508,32.31100006103516,0.07308844350773425
2020-05-22,34.673580169677734,34.35499954223633,28.15999984741211,31.92250003814697,0.046812874430482085
2020-05-26,35.6920280456543,34.505001068115234,28.010000228881836,31.658500003814698,0.08075384154502999
2020-05-27,35.94857406616211,35.29999923706055,27.6200008392334,31.361000061035156,-0.03204992247047394
2020-05-28,35.015655517578125,35.435001373291016,28.59000015258789,31.229000091552734,-0.1067972991275015
2020-05-29,35.349945068359375,35.95500183105469,27.510000228881836,30.89700002670288,-0.17110304101194682
2020-06-01,35.97967529296875,36.29499816894531,28.229999542236328,30.449000072479247,-0.18974114995658078
2020-06-02,36.78043746948242,36.040000915527344,26.84000015258789,29.992500019073486,-0.10328668069903539
2020-06-03,38.280887603759766,36.255001068115234,25.65999984741211,29.594999980926513,-0.05232199729513397
2020-06-04,38.172035217285156,35.459999084472656,25.809999465942383,29.179500007629393,0.06889064517729711
2020-06-05,41.26622772216797,36.1150016784668,24.520000457763672,28.8335000038147,0.14007156789064465
2020-06-08,42.556766510009766,35.20000076293945,25.809999465942383,28.725,0.3601836266232723
2020-06-09,41.608299255371094,35.21500015258789,27.56999969482422,28.725,0.3037830937996671
2020-06-10,39.37705993652344,35.220001220703125,27.56999969482422,28.451499938964844,0.17595611650905937
2020-06-11,35.90192794799805,33.900001525878906,40.790000915527344,28.727000045776368,0.18966277713757995
2020-06-12,36.671592712402344,34.150001525878906,36.09000015258789,28.901000022888184,0.1934143185869253
2020-06-15,36.64826583862305,34.400001525878906,34.400001525878906,29.026500129699706,0.1520204782041475
2020-06-16,37.472354888916016,34.75,33.66999816894531,29.245000076293945,0.14284433178423248
2020-06-17,36.25177001953125,34.77000045776367,33.470001220703125,29.392000102996825,0.07015052912481294
2020-06-18,36.477230072021484,34.85499954223633,32.939998626708984,29.639500045776366,0.06936383881325572
2020-06-19,35.7464485168457,35.040000915527344,35.119998931884766,29.91899995803833,-0.0018888288935234184
2020-06-22,36.0885009765625,35.1349983215332,31.770000457763672,30.09949998855591,0.0023597763969476744
2020-06-23,36.30620193481445,35.09000015258789,31.3700008392334,30.267500019073488,0.021965149005898486
2020-06-24,34.595848083496094,34.03499984741211,33.84000015258789,30.57849998474121,0.09367176501115482
2020-06-25,35.116722106933594,34.529998779296875,32.220001220703125,30.760000038146973,0.04399519131806043
2020-06-26,33.91169738769531,33.95000076293945,34.72999954223633,31.121000003814697,0.06834498421157917
2020-06-29,34.45590591430664,34.55500030517578,31.780000686645508,31.298500061035156,0.0023677913117796765
2020-06-30,34.766876220703125,34.65999984741211,30.43000030517578,31.47800006866455,0.003243899609776794
2020-07-01,33.981666564941406,34.51499938964844,28.6200008392334,31.626000118255615,-0.018220195220724492
2020-07-02,34.26932144165039,34.630001068115234,27.68000030517578,31.719500160217287,-0.020274420735787443
2020-07-06,34.51032257080078,35.654998779296875,27.940000534057617,31.890500164031984,-0.17082365345101794
2020-07-07,33.616268157958984,35.849998474121094,29.43000030517578,32.07150020599365,-0.2529738849161321
2020-07-08,33.53852844238281,35.880001068115234,28.079999923706055,32.097000217437746,-0.26220795838606237
2020-07-09,32.15469741821289,35.525001525878906,29.260000228881836,32.18150024414062,-0.2840966944118913
